Code,FormatShort_lang,FormatLong_lang,LicenseAcceptText_lang,ID,NumericCode,Field_1_15_1_53009_006,Field_1_15_1_53009_007
BRL,%s R$,%s R$,"Einverständniserklärung: Durch Klick auf die Schaltfläche ""Jetzt kaufen"" bestätige ich, dass ich die |HurlIndex:14|h|cff71d5ffVerkaufsbedingungen|r|h und |HurlIndex:15|h|cff71d5ffDatenschutzrichtlinien|r|h gelesen habe und ihnen zustimme, und bestätige den Kauf.",11,986,0,833
AUD,%s $,%s $,"Einverständniserklärung: Durch Klick auf die Schaltfläche ""Jetzt kaufen"" bestätige ich, dass ich die |HurlIndex:14|h|cff71d5ffVerkaufsbedingungen|r|h und |HurlIndex:15|h|cff71d5ffDatenschutzrichtlinien|r|h gelesen habe und ihnen zustimme, und bestätige den Kauf.",12,36,0,833
SGD,%s $,%s $,"Einverständniserklärung: Durch Klick auf die Schaltfläche ""Jetzt kaufen"" bestätige ich, dass ich die |HurlIndex:14|h|cff71d5ffVerkaufsbedingungen|r|h und |HurlIndex:15|h|cff71d5ffDatenschutzrichtlinien|r|h gelesen habe und ihnen zustimme, und bestätige den Kauf.",13,702,0,833
CPT,%s*,%s Battle Coins,"Einverständniserklärung: Durch Klick auf die Schaltfläche ""Jetzt kaufen"" bestätige ich, dass ich die |HurlIndex:18|h|cff71d5ffVerkaufsbedingungen|r|h und |HurlIndex:19|h|cff71d5ffDatenschutzrichtlinien|r|h gelesen habe und ihnen zustimme, und bestätige den Kauf.",14,15,32,848
TPT,%s NT$,%s NT$,"Einverständniserklärung: Durch Klick auf die Schaltfläche ""Jetzt kaufen"" bestätige ich, dass ich die |HurlIndex:10|h|cff71d5ffVerkaufsbedingungen|r|h und |HurlIndex:20|h|cff71d5ffDatenschutzrichtlinien|r|h gelesen habe und ihnen zustimme, und bestätige den Kauf.",15,16,36,840
XTS,%s XTS,%s XTS,,16,963,2,960
XHG,,,,17,17,7,0
XXX,,,,18,999,7,0
XSG,,,,19,19,7,0
XPG,,,,20,20,7,0
XTU,,,,21,21,2,0
XTE,,,,22,22,2,0
XTK,,,,23,23,2,0
XTW,,,,24,24,2,0
XTC,,,,25,25,2,0
XDC,,,,26,26,7,0
XTX,,,,27,28,2,0
JPY,%s ¥,%s ¥,"Einverständniserklärung: Durch Klick auf die Schaltfläche ""Jetzt kaufen"" bestätige ich, dass ich die |HurlIndex:14|h|cff71d5ffVerkaufsbedingungen|r|h und |HurlIndex:15|h|cff71d5ffDatenschutzrichtlinien|r|h gelesen habe und ihnen zustimme, und bestätige den Kauf.",28,392,4,833
CAD,%s CAD,%s CAD,"Einverständniserklärung: Durch Klick auf die Schaltfläche ""Jetzt kaufen"" bestätige ich, dass ich die |HurlIndex:14|h|cff71d5ffVerkaufsbedingungen|r|h und |HurlIndex:15|h|cff71d5ffDatenschutzrichtlinien|r|h gelesen habe und ihnen zustimme, und bestätige den Kauf.",29,124,0,833
NZD,%s NZD,%s NZD,"Einverständniserklärung: Durch Klick auf die Schaltfläche ""Jetzt kaufen"" bestätige ich, dass ich die |HurlIndex:14|h|cff71d5ffVerkaufsbedingungen|r|h und |HurlIndex:15|h|cff71d5ffDatenschutzrichtlinien|r|h gelesen habe und ihnen zustimme, und bestätige den Kauf.",30,554,0,833
GEL,%s GEL,%s GEL,"Indem Sie auf ""Jetzt bezahlen"" klicken, erklären Sie sich mit den |HurlIndex:16|h|cff71d5ffVerkaufsbedingungen|r|h und der sofortigen Lieferung Ihrer Bestellung einverstanden. Sobald der Liefervorgang begonnen hat, verlieren Sie Ihr Widerrufsrecht.",31,981,16,836
TRY,%s TRY,%s TRY,"Indem Sie auf ""Jetzt bezahlen"" klicken, erklären Sie sich mit den |HurlIndex:16|h|cff71d5ffVerkaufsbedingungen|r|h und der sofortigen Lieferung Ihrer Bestellung einverstanden. Sobald der Liefervorgang begonnen hat, verlieren Sie Ihr Widerrufsrecht.",32,949,16,2020
KZT,%s KZT,%s KZT,"Indem Sie auf ""Jetzt bezahlen"" klicken, erklären Sie sich mit den |HurlIndex:16|h|cff71d5ffVerkaufsbedingungen|r|h und der sofortigen Lieferung Ihrer Bestellung einverstanden. Sobald der Liefervorgang begonnen hat, verlieren Sie Ihr Widerrufsrecht.",33,398,16,836
UAH,%s UAH,%s UAH,"Indem Sie auf ""Jetzt bezahlen"" klicken, erklären Sie sich mit den |HurlIndex:16|h|cff71d5ffVerkaufsbedingungen|r|h und der sofortigen Lieferung Ihrer Bestellung einverstanden. Sobald der Liefervorgang begonnen hat, verlieren Sie Ihr Widerrufsrecht.",34,980,16,836
HKD,%s HK$,%s HK$,"Einverständniserklärung: Durch Klick auf die Schaltfläche ""Jetzt kaufen"" bestätige ich, dass ich die |HurlIndex:10|h|cff71d5ffVerkaufsbedingungen|r|h und |HurlIndex:20|h|cff71d5ffDatenschutzrichtlinien|r|h gelesen habe und ihnen zustimme, und bestätige den Kauf.",35,344,16,840
AED,%s AED,%s AED,"Indem Sie auf ""Jetzt bezahlen"" klicken, erklären Sie sich mit den |HurlIndex:16|h|cff71d5ffVerkaufsbedingungen|r|h und der sofortigen Lieferung Ihrer Bestellung einverstanden. Sobald der Liefervorgang begonnen hat, verlieren Sie Ihr Widerrufsrecht.",38,784,16,836
BGN,%s лв,%s лв,"Indem Sie auf ""Jetzt bezahlen"" klicken, erklären Sie sich mit den |HurlIndex:16|h|cff71d5ffVerkaufsbedingungen|r|h und der sofortigen Lieferung Ihrer Bestellung einverstanden. Sobald der Liefervorgang begonnen hat, verlieren Sie Ihr Widerrufsrecht.",39,975,16,836
CHF,%s Fr.,%s Fr.,"Indem Sie auf ""Jetzt bezahlen"" klicken, erklären Sie sich mit den |HurlIndex:16|h|cff71d5ffVerkaufsbedingungen|r|h und der sofortigen Lieferung Ihrer Bestellung einverstanden. Sobald der Liefervorgang begonnen hat, verlieren Sie Ihr Widerrufsrecht.",40,756,16,836
CZK,%s CZK,%s CZK,"Indem Sie auf ""Jetzt bezahlen"" klicken, erklären Sie sich mit den |HurlIndex:16|h|cff71d5ffVerkaufsbedingungen|r|h und der sofortigen Lieferung Ihrer Bestellung einverstanden. Sobald der Liefervorgang begonnen hat, verlieren Sie Ihr Widerrufsrecht.",41,203,16,836
DKK,%s kr.,%s kr.,"Indem Sie auf ""Jetzt bezahlen"" klicken, erklären Sie sich mit den |HurlIndex:16|h|cff71d5ffVerkaufsbedingungen|r|h und der sofortigen Lieferung Ihrer Bestellung einverstanden. Sobald der Liefervorgang begonnen hat, verlieren Sie Ihr Widerrufsrecht.",42,208,16,836
ILS,%s ILS,%s ILS,"Indem Sie auf ""Jetzt bezahlen"" klicken, erklären Sie sich mit den |HurlIndex:16|h|cff71d5ffVerkaufsbedingungen|r|h und der sofortigen Lieferung Ihrer Bestellung einverstanden. Sobald der Liefervorgang begonnen hat, verlieren Sie Ihr Widerrufsrecht.",43,376,16,836
NOK,%s kr,%s kr,"Indem Sie auf ""Jetzt bezahlen"" klicken, erklären Sie sich mit den |HurlIndex:16|h|cff71d5ffVerkaufsbedingungen|r|h und der sofortigen Lieferung Ihrer Bestellung einverstanden. Sobald der Liefervorgang begonnen hat, verlieren Sie Ihr Widerrufsrecht.",44,578,16,836
PLN,%s zł,%s zł,"Indem Sie auf ""Jetzt bezahlen"" klicken, erklären Sie sich mit den |HurlIndex:16|h|cff71d5ffVerkaufsbedingungen|r|h und der sofortigen Lieferung Ihrer Bestellung einverstanden. Sobald der Liefervorgang begonnen hat, verlieren Sie Ihr Widerrufsrecht.",45,985,16,836
QAR,%s QAR,%s QAR,"Indem Sie auf ""Jetzt bezahlen"" klicken, erklären Sie sich mit den |HurlIndex:16|h|cff71d5ffVerkaufsbedingungen|r|h und der sofortigen Lieferung Ihrer Bestellung einverstanden. Sobald der Liefervorgang begonnen hat, verlieren Sie Ihr Widerrufsrecht.",46,634,16,836
RSD,%s din,%s din,"Indem Sie auf ""Jetzt bezahlen"" klicken, erklären Sie sich mit den |HurlIndex:16|h|cff71d5ffVerkaufsbedingungen|r|h und der sofortigen Lieferung Ihrer Bestellung einverstanden. Sobald der Liefervorgang begonnen hat, verlieren Sie Ihr Widerrufsrecht.",47,941,16,836
SAR,%s SAR,%s SAR,"Indem Sie auf ""Jetzt bezahlen"" klicken, erklären Sie sich mit den |HurlIndex:16|h|cff71d5ffVerkaufsbedingungen|r|h und der sofortigen Lieferung Ihrer Bestellung einverstanden. Sobald der Liefervorgang begonnen hat, verlieren Sie Ihr Widerrufsrecht.",48,682,16,836
SEK,%s kr,%s kr,"Indem Sie auf ""Jetzt bezahlen"" klicken, erklären Sie sich mit den |HurlIndex:16|h|cff71d5ffVerkaufsbedingungen|r|h und der sofortigen Lieferung Ihrer Bestellung einverstanden. Sobald der Liefervorgang begonnen hat, verlieren Sie Ihr Widerrufsrecht.",49,752,16,836
CRC,%s CRC,%s CRC,"Einverständniserklärung: Durch Klick auf die Schaltfläche ""Jetzt kaufen"" bestätige ich, dass ich die |HurlIndex:14|h|cff71d5ffVerkaufsbedingungen|r|h und |HurlIndex:15|h|cff71d5ffDatenschutzrichtlinien|r|h gelesen habe und ihnen zustimme, und bestätige den Kauf.",50,188,16,833
IDR,%s RP,%s RP,"Einverständniserklärung: Durch Klick auf die Schaltfläche ""Jetzt kaufen"" bestätige ich, dass ich die |HurlIndex:14|h|cff71d5ffVerkaufsbedingungen|r|h und |HurlIndex:15|h|cff71d5ffDatenschutzrichtlinien|r|h gelesen habe und ihnen zustimme, und bestätige den Kauf.",51,360,16,833
INR,%s INR,%s INR,"Einverständniserklärung: Durch Klick auf die Schaltfläche ""Jetzt kaufen"" bestätige ich, dass ich die |HurlIndex:14|h|cff71d5ffVerkaufsbedingungen|r|h und |HurlIndex:15|h|cff71d5ffDatenschutzrichtlinien|r|h gelesen habe und ihnen zustimme, und bestätige den Kauf.",52,356,16,833
MYR,%s RM,%s RM,"Einverständniserklärung: Durch Klick auf die Schaltfläche ""Jetzt kaufen"" bestätige ich, dass ich die |HurlIndex:14|h|cff71d5ffVerkaufsbedingungen|r|h und |HurlIndex:15|h|cff71d5ffDatenschutzrichtlinien|r|h gelesen habe und ihnen zustimme, und bestätige den Kauf.",53,458,16,833
THB,%s THB,%s THB,"Einverständniserklärung: Durch Klick auf die Schaltfläche ""Jetzt kaufen"" bestätige ich, dass ich die |HurlIndex:14|h|cff71d5ffVerkaufsbedingungen|r|h und |HurlIndex:15|h|cff71d5ffDatenschutzrichtlinien|r|h gelesen habe und ihnen zustimme, und bestätige den Kauf.",54,764,16,833
UYU,%s $U,%s $U ,"Einverständniserklärung: Durch Klick auf die Schaltfläche ""Jetzt kaufen"" bestätige ich, dass ich die |HurlIndex:14|h|cff71d5ffVerkaufsbedingungen|r|h und |HurlIndex:15|h|cff71d5ffDatenschutzrichtlinien|r|h gelesen habe und ihnen zustimme, und bestätige den Kauf.",55,858,16,833
