Description_lang,StandingModified_lang,StandingChangedText_lang,ID,FactionID,TextureFileID,Flags
Poen Kiembrack ist: %s.,Poen Kiembrack hat %d Kampferfahrung erhalten.,Poen Kiembrack hat %s erreicht.,323,2388,666624,25
Vim Salzherz ist: %s.,Vim Salzherz hat %d Kampferfahrung erhalten.,Vim Salzherz hat %s erreicht.,324,2390,604882,25
Eine %se Honigrückenernterin.,,,325,2398,604882,0
Eine %se Honigrückendrohne.,,,326,2396,604882,0
Eine %se Honigrückenschwarmmutter.,,,327,2397,604882,0
%s,,,339,2011,666624,0
%s,,,340,2010,666624,0
Das Aqirjungtier ist jetzt ein %s.,,,365,2427,604882,0
Ve'naris Blick wirkt %s.,Ve'nari sieht Euch jetzt als würdiger. [%d Ruf erhalten.],Ve'nari ist Euch gegenüber nun %s.,366,2432,4216713,8
Für Baronin Vashj seid Ihr ein %s.,,,367,2446,604882,0
Für Lady Mondbeere seid Ihr ein %s.,,,368,2447,604882,0
Für Mikanikos seid Ihr ein %s.,,,370,2448,604882,0
Für die Gräfin seid Ihr ein %s.,,,371,2449,604882,0
Für Alexandros Mograine seid Ihr ein %s.,,,372,2450,604882,0
Für Jagdhauptmann Korayn seid Ihr ein %s.,,,373,2451,604882,0
Für Polemarch Adrestes seid Ihr ein %s.,,,375,2452,604882,0
Für Rendel und Knüppelfratze seid Ihr ein %s.,,,376,2453,604882,0
Für Choofa seid Ihr ein %s.,,,377,2454,604882,0
Für Grufthüter Kassir seid Ihr ein %s.,,,379,2455,604882,0
Für Dromanin Aliothe seid Ihr ein %s.,,,381,2456,604882,0
Für Großmeister Vole seid Ihr ein %s.,,,382,2457,604882,0
Für Kleia und Pelagos seid Ihr ein %s.,,,383,2458,604882,0
Für Sika seid Ihr ein %s.,,,384,2459,604882,0
Für Steinkopf seid Ihr ein %s.,,,385,2460,604882,0
Für Seuchenerfinder Marileth seid Ihr ein %s.,,,387,2461,604882,0
Die Flickmeister sind Euch gegenüber %s eingestellt.,,,389,2462,604882,8
Marasmius ist Euch gegenüber %s eingestellt.,,,390,2463,604882,8
Der Hof der Nacht ist Euch gegenüber %s eingestellt.,,,391,2464,604882,8
Rang %s,Fraktalkunde um %d erhöht.,,392,2469,3762255,24
Forschung der %s,,,393,2472,4191562,16
Furorion betrachtet Eure Kriegsmeute als %s.,,Eure Kriegsmeute wird nun als %s von Furorion betrachtet.,396,2517,604882,0
Sabellian betrachtet Eure Kriegsmeute als %s.,,Eure Kriegsmeute wird nun als %s von Sabellian betrachtet.,397,2518,604882,0
%s beim Handwerkerkonsortium auf den Dracheninseln.,,,398,2544,604882,0
Das arkane Energieniveau des Kobaltkonvents liegt bei: %s,Die arkane Macht des Kobaltkonvents nimmt zu.,Das arkane Energieniveau des Kobaltkonvents liegt nun bei: %s.,400,2550,4191562,0
Für Briggul habt Ihr die Schneckenausbildung %s gemeistert.,,,408,2568,604882,0
Soridormi betrachtet Eure Kriegsmeute als %s.,,Ihr werdet von Soridormi nun als %s betrachtet.,411,2553,604882,0
Brann Bronzebart hat %s erreicht.,Brann Bronzebart hat %d Erfahrung erlangt.,Brann Bronzebart hat %s erreicht.,412,2640,604882,1
"Einst die königliche Weberin, steht die Witwe Arak'nai ihrem ehemaligen Zuhause nun kritisch gegenüber. Dank ihres Netzwerks aus Weberatten und Spionen gibt es nur wenig, das sich ihrem Blick entzieht.",,Eure Stellung bei der Weberin ist nun %s.,416,2601,5862764,0
"Einst der namhafteste Militärgeneral in Azj-Kahet, wurde Anub'azal zu Gunsten eines von Ansureks geliebten Aufgestiegenen übergangen. Das lässt er nicht einfach so auf sich ruhen.",,Eure Stellung beim General ist nun %s.,417,2605,5862762,0
"Exekutor Nizrek hat eine der gefährlichsten Positionen überhaupt inne und dient Königin Ansurek tagsüber als einer ihrer treuesten Berater. Zum Glück hat Ansurek noch nicht entdeckt, dass er seine restliche Zeit damit zubringt, an ihrem Thron zu sägen.",,Eure Stellung beim Wesir ist nun %s.,418,2607,5862763,4
Ihr habt den Rang Archivar der Klasse %s erreicht.,,Ihr habt nun den Rang Archivar der Klasse %s erreicht.,419,2615,1391545,0
