Name_lang,SourceText_lang,Description_lang,ID,MountTypeID,Flags,SourceTypeEnum,SourceSpellID,PlayerConditionID,MountFlyRideHeight,UiModelSceneID,MountSpecialRiderAnimKitID,MountSpecialSpellVisualKitID
Tiger,|cFFFFD200Klassisch|r,,32,230,64,5,10790,0,0,4,0,0
Gestreifter Nachtsäbler,|cFFFFD200Verkäufer: |rLelanai|n|cFFFFD200Zone: |rDarnassus|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Diese gewandten Bestien gehören zu den perfektesten Raubtieren in Azeroth und können durch dichte Wälder sprinten, ohne ein Geräusch zu verursachen.",34,230,0,2,10793,0,0,4,0,0
Elfenbeinfarbener Raptor,|cFFFFD200Klassisch|r,Wurde aus den wildesten Herden gezüchtet und beißt garantiert nicht (oft).,35,230,64,2,10795,0,0,4,0,0
Türkisfarbener Raptor,|cFFFFD200Verkäufer: |rZjolnir|n|cFFFFD200Zone: |rDurotar|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Wurde aus den wildesten Herden gezüchtet und beißt garantiert nicht (oft).,36,230,0,2,10796,0,0,4,0,0
Violetter Raptor,|cFFFFD200Verkäufer: |rZjolnir|n|cFFFFD200Zone: |rDurotar|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Wurde aus den wildesten Herden gezüchtet und beißt garantiert nicht (oft).,38,230,0,2,10799,0,0,4,0,0
Roter Roboschreiter,|cFFFFD200Verkäufer: |rMilli Federpfiff|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Die terradynamischen Exoplotter werden durch hydraulische Erkennung auf die Ausgleichsverstärker übertragen, um..."" - Binjy Federpfiff",39,230,0,2,10873,0,0,4,0,0
Blauer Roboschreiter,|cFFFFD200Verkäufer: |rMilli Federpfiff|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Die terradynamischen Exoplotter werden durch hydraulische Erkennung auf die Ausgleichsverstärker übertragen, um..."" - Binjy Federpfiff",40,230,0,2,10969,0,0,4,0,0
Kriegsross,|cFFFFD200Paladin|r|n,"Darauf trainiert, im rechtschaffenen Kampf standhaft zu bleiben.",41,230,4,1,13819,27943,0,4,0,0
Weißer Roboschreiter Mod. B,|cFFFFD200Klassisch|r,"Das Modell musste nach vielen Beschwerden bezüglich seines ""unkontrollierbarem Schubs"" zurückgerufen werden. Gnomische Ingenieure bezeichnen fehlerhafte Prototypen nun als ""Modell B"".",42,230,64,2,15779,0,0,4,0,0
Grüner Roboschreiter,|cFFFFD200Verkäufer: |rMilli Federpfiff|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Die terradynamischen Exoplotter werden durch hydraulische Erkennung auf die Ausgleichsverstärker übertragen, um..."" - Binjy Federpfiff",43,230,64,2,15780,0,0,4,0,0
Schwarzer Nachtsäbler,|cFFFFD200Klassisch|r,"Diese gewandten Bestien gehören zu den perfektesten Raubtieren in Azeroth und können durch dichte Wälder sprinten, ohne ein Geräusch zu verursachen.",45,230,64,2,16055,0,0,4,0,0
Uralter Frostsäbler,|cFFFFD200Klassisch|r,"Am Fehlen von Flecken oder Streifen kann man klar erkennen, dass dies der Nachfahre einer der ältesten Frostsäblerfamilien ist.",46,230,64,2,16056,0,0,4,0,0
Roter Wolf,|cFFFFD200Klassisch|r,"Es verbleiben nur noch wenige in ganz Azeroth, und nur die Erfahrensten von uns haben sie je zu Gesicht bekommen.",50,230,64,2,16080,0,0,4,0,0
Arktischer Wolf,|cFFFFD200Klassisch|r,"Einst dachte man, sie wären beinahe ausgestorben, doch können diese Wölfe gelegentlich in der Begleitung von einigen Hordenveteranen gesehen werden.",51,230,64,0,16081,0,0,4,0,0
Palomino,|cFFFFD200Klassisch|r,Der menschliche Adel hat diese majestätische Spezies wegen des wunderschönen goldenen Fells und der wallenden weißen Mähne schon lange bevorzugt.,52,230,64,2,16082,0,0,4,0,0
Schimmel,|cFFFFD200Klassisch|r,Der mächtige und unbeugsame Schimmel kommt oft in den Mythen der alten Menschenstämme vor.,53,230,64,2,16083,0,0,4,0,0
Rotgescheckter Raptor,|cFFFFD200Klassisch|r,Wurde aus den wildesten Herden gezüchtet und beißt garantiert nicht (oft).,54,230,64,2,16084,0,0,4,0,0
Winterquellfrostsäbler,|cFFFFD200Quest: |rSie werden so schnell erwachsen|n|cFFFFD200Zone: |rWinterquell,"Dieses wilde Tier kann nur mit Geduld, Stärke und einer großen Menge falscher Mäuse und Garn gezähmt werden.",55,230,4,1,17229,0,0,4,0,0
Elfenbeinfarbener Raptor,|cFFFFD200Klassisch|r,Wurde aus den wildesten Herden gezüchtet und beißt garantiert nicht (oft).,56,230,64,2,17450,0,0,4,0,0
Grüner Roboschreiter,|cFFFFD200Verkäufer: |rMilli Federpfiff|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Die terradynamischen Exoplotter werden durch hydraulische Erkennung auf die Ausgleichsverstärker übertragen, um..."" - Binjy Federpfiff",57,230,0,2,17453,0,0,4,0,0
Unlackierter Roboschreiter,|cFFFFD200Verkäufer: |rMilli Federpfiff|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Die terradynamischen Exoplotter werden durch hydraulische Erkennung auf die Ausgleichsverstärker übertragen, um..."" - Binjy Federpfiff",58,230,0,2,17454,0,0,4,0,0
Eisblauer Roboschreiter Mod. A,|cFFFFD200Klassisch|r,"Dieses historische Stück gnomischer Ingenieurskunst wurde wegen eines sehr ""empfindlichen"" Gyroskometers verfrüht aus dem Verkehr gezogen.",62,230,64,2,17459,0,0,4,0,0
Frostwidder,|cFFFFD200Klassisch|r,"Gezüchtet wurden die schon seit Ewigkeiten nicht mehr, doch mit der Stärke eines Widders lässt man sich eben nicht unterkriegen. - Veron Bernruh",63,230,64,2,17460,0,0,4,0,0
Schwarzer Widder,|cFFFFD200Klassisch|r,"Gezüchtet wurden die schon seit Ewigkeiten nicht mehr, doch mit der Stärke eines Widders lässt man sich eben nicht unterkriegen. - Veron Bernruh",64,230,64,2,17461,0,0,4,0,0
Rotes Skelettpferd,|cFFFFD200Verkäufer: |rZachariah Post|n|cFFFFD200Zone: |rTirisfal|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Die Verlassenen glauben, dass selbst untote Lasttiere leiden, wenn sie keinen Zweck erfüllen.",65,230,0,2,17462,0,0,4,0,0
Blaues Skelettpferd,|cFFFFD200Verkäufer: |rZachariah Post|n|cFFFFD200Zone: |rTirisfal|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Die Verlassenen glauben, dass selbst untote Lasttiere leiden, wenn sie keinen Zweck erfüllen.",66,230,0,2,17463,0,0,4,0,0
Braunes Skelettpferd,|cFFFFD200Verkäufer: |rZachariah Post|n|cFFFFD200Zone: |rTirisfal|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Die Verlassenen glauben, dass selbst untote Lasttiere leiden, wenn sie keinen Zweck erfüllen.",67,230,0,2,17464,0,0,4,0,0
Grünes Skelettschlachtross,|cFFFFD200Verkäufer: |rZachariah Post|n|cFFFFD200Zone: |rTirisfal|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Wenn gefallene Helden in den Untod erweckt werden, folgen ihnen auch ihre Pferde.",68,230,0,2,17465,0,0,4,0,0
Totenschwurs Todesstreitross,|cFFFFD200Beute von:|r Baron Aurius Totenschwur|n|cFFFFD200Ort:|r Stratholme,"Als Baron Totenschwur zum Champion der Geißel wurde, hat er sein liebstes Pferd dazu verdammt, ihn im Untod zu begleiten.",69,230,0,0,17481,0,0,4,0,0
Reitkodo,|cFFFFD200Klassisch|r,"""Kodos sind das Rückgrat unseres Volks. Wohin die Horde auch zieht - zum Handel, zur Besiedlung oder in den Krieg - man wird dort immer den mächtigen Kodo erblicken."" - Harb Klauenhuf",70,230,64,2,18363,0,0,4,0,0
Grauer Kodo,|cFFFFD200Verkäufer: |rHarb Klauenhuf|n|cFFFFD200Zone: |rMulgore|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Kodos sind das Rückgrat unseres Volks. Wohin die Horde auch zieht - zum Handel, zur Besiedlung oder in den Krieg - man wird dort immer den mächtigen Kodo erblicken."" - Harb Klauenhuf",71,230,0,2,18989,0,0,4,0,0
Brauner Kodo,|cFFFFD200Verkäufer: |rHarb Klauenhuf|n|cFFFFD200Zone: |rMulgore|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Kodos sind das Rückgrat unseres Volks. Wohin die Horde auch zieht - zum Handel, zur Besiedlung oder in den Krieg - man wird dort immer den mächtigen Kodo erblicken."" - Harb Klauenhuf",72,230,0,2,18990,0,0,4,0,0
Grüner Kodo,|cFFFFD200Klassisch|r,"Als Alpha seiner Herde, ist dieser Kodo ein Paradebeispiel für diese mächtigen Kreaturen, die durch Desolace donnern.",73,230,64,2,18991,0,0,4,0,0
Graublauer Kodo,|cFFFFD200Klassisch|r,"""Kodos sind das Rückgrat unseres Volks. Wohin die Horde auch zieht - zum Handel, zur Besiedlung oder in den Krieg - man wird dort immer den mächtigen Kodo erblicken."" - Harb Klauenhuf",74,230,64,2,18992,0,0,4,0,0
Schwarzes Schlachtross,|cFFFFD200Verkäufer: |rLeutnant Karter|n|cFFFFD200Zone: |rSturmwind|n|cFFFFD200Kosten: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,"Dazu ausgebildet, den heftigsten Nahkampf auf den grausamsten Schlachtfeldern auszuhalten.",75,230,0,2,22717,0,0,4,0,0
Schwarzer Kriegskodo,|cFFFFD200Verkäufer: |rRäuber Bork|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Kosten: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,"Die Stallmeister der Kor'kron züchten die schwarzen Kriegskodos wegen ihres aggressiven und unberechenbaren Verhaltens. Ihr Trompeten zeigt an, dass bald Blut fließen wird.",76,230,0,2,22718,0,0,4,0,0
Schwarzer Schlachtenschreiter,|cFFFFD200Verkäufer: |rLeutnant Karter|n|cFFFFD200Zone: |rSturmwind|n|cFFFFD200Kosten: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,Ein ordentlich beschleunigter Gnom in der Schlacht ist etwas schrecklich Schönes. - Hochtüftler Mekkadrill,77,230,0,2,22719,0,0,4,0,0
Schwarzer Kriegswidder,|cFFFFD200Verkäufer: |rLeutnant Karter|n|cFFFFD200Zone: |rSturmwind|n|cFFFFD200Kosten: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,"Die Zwerge lieben ihre Widdergefährten, weil diese sich furchtlos ins Gefecht stürzen.",78,230,0,2,22720,0,0,4,0,0
Schwarzer Kriegsraptor,|cFFFFD200Verkäufer: |rRäuber Bork|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Kosten: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,"Aus derselben brutalen Familie der Raptoren gezüchtet, die auch Ohgan gezeugt und dem Imperium der Gurubashi den Sieg gebracht hat.",79,230,0,2,22721,0,0,4,0,0
Rotes Skelettschlachtross,|cFFFFD200Verkäufer: |rRäuber Bork|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Kosten: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,"Wenn gefallene Helden in den Untod erweckt werden, folgen ihnen auch ihre Pferde.",80,230,0,2,22722,0,0,4,0,0
Schwarzer Kriegstiger,|cFFFFD200Verkäufer: |rLeutnant Karter|n|cFFFFD200Zone: |rSturmwind|n|cFFFFD200Kosten: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,"Wie die entfernt verwandten Nachtsäbler sind Tiger für ihre messerscharfen Klauen, ihre unglaubliche Beweglichkeit und ihre Liebe dafür, hinter den Ohren gekrault zu werden, bekannt.",81,230,0,2,22723,0,0,4,0,0
Schwarzer Kriegswolf,|cFFFFD200Verkäufer: |rRäuber Bork|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Kosten: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,Werden von den Wachen von Orgrimmar wegen ihres gut ausgeprägten Geruchssinns geschätzt.,82,230,0,2,22724,0,0,4,0,0
Schreckensross,|cFFFFD200Klasse: |rHexenmeister,WARNUNG: Verlangt ausschließlich nach Teufelsenergie. Keine Äpfel. Es kann die Kerne nicht ausstehen.,83,230,0,1,23161,31504,0,4,0,0
Streitross,|cFFFFD200Paladin|r,"Vom Licht erlöst, Eurer Sache ergeben.",84,230,4,1,23214,27943,0,4,0,0
Schneller Schattensäbler,|cFFFFD200Verkäufer: |rLelanai|n|cFFFFD200Zone: |rDarnassus|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Einige Historiker behaupten, dieses graue Fell wäre ein Resultat lange vergangener Experimente der Hochgeborenen an Nachtsäblern.",85,230,0,2,23219,0,0,4,0,0
Schneller Frostsäbler,|cFFFFD200Verkäufer:|r Lelanai|n|cFFFFD200Ort:|r Darnassus|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Nachtelfen kümmern sich von der Geburt an um ihre Frostsäblerwelpen und bauen so lebenslanges Vertrauen zwischen Reiter und Tier auf.,87,230,0,2,23221,0,0,4,0,0
Schneller gelber Roboschreiter,|cFFFFD200Verkäufer: |rMilli Federpfiff|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Wir haben viel daran verbessert, doch sie basieren noch immer auf den Entwürfen von Mekkadrill. - Milli Federpfiff",88,230,0,2,23222,0,0,4,0,0
Schneller weißer Roboschreiter,|cFFFFD200Verkäufer: |rMilli Federpfiff|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Wir haben viel daran verbessert, doch sie basieren noch immer auf den Entwürfen von Mekkadrill. - Milli Federpfiff",89,230,0,2,23223,0,0,4,0,0
Schneller grüner Roboschreiter,|cFFFFD200Verkäufer: |rMilli Federpfiff|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Wir haben viel daran verbessert, doch sie basieren noch immer auf den Entwürfen von Mekkadrill. - Milli Federpfiff",90,230,0,2,23225,0,0,4,0,0
Schneller Palomino,|cFFFFD200Verkäufer: |rKatie Stokx|n|cFFFFD200Zone: |rSturmwind|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Wird von Pferdezüchtern für seine Disziplin und Standhaftigkeit geschätzt.,91,230,0,2,23227,0,0,4,0,0
Schnelles weißes Ross,|cFFFFD200Verkäufer: |rKatie Stokx|n|cFFFFD200Zone: |rSturmwind|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Ein Veteran der härtesten Schlachten des Argentumkreuzzugs.,92,230,0,2,23228,0,0,4,0,0
Schnelles braunes Ross,|cFFFFD200Verkäufer: |rKatie Stokx|n|cFFFFD200Zone: |rSturmwind|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Ein Veteran der härtesten Schlachten des Argentumkreuzzugs.,93,230,0,2,23229,0,0,4,0,0
Schneller brauner Widder,|cFFFFD200Verkäufer: |rVeron Bernruh|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Der dicke Schädel und die riesigen Hörner des Barak-Tor'ol-Widders machen ihn zum perfekten Reittier, um durch Gruppen gepanzerter Gegner zu rasen.",94,230,0,2,23238,0,0,4,0,0
Schneller grauer Widder,|cFFFFD200Verkäufer: |rVeron Bernruh|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Durch den dicken Schädel und die riesigen Hörner des Barak-Tor'ol-Widders, eignet sich das Reittier ausgezeichnet, um durch Gruppen gepanzerter Gegner zu rasen.",95,230,0,2,23239,0,0,4,0,0
Schneller weißer Widder,|cFFFFD200Verkäufer: |rVeron Bernruh|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n,"Der dicke Schädel und die riesigen Hörner des Barak-Tor'ol-Widders machen ihn zum perfekten Reittier, um durch Gruppen gepanzerter Gegner zu rasen.",96,230,0,2,23240,0,0,4,0,0
Schneller blauer Raptor,|cFFFFD200Verkäufer: |rZjolnir|n|cFFFFD200Zone: |rDurotar|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Diese Dschungeljäger sind schon lange mit den Trollen verbündet und haben eine enge Bindung zu ihren Herren entwickelt. Sie sind zu Reittieren, Beschützern und Freunden geworden.",97,230,0,2,23241,0,0,4,0,0
Schneller olivfarbener Raptor,|cFFFFD200Verkäufer: |rZjolnir|n|cFFFFD200Zone: |rDurotar|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Diese Dschungeljäger sind schon lange mit den Trollen verbündet und haben eine enge Bindung zu ihren Herren aufgebaut. Sie sind zum Reittier, Beschützer und Freund geworden.",98,230,0,2,23242,0,0,4,0,0
Schneller orangefarbener Raptor,|cFFFFD200Verkäufer: |rZjolnir|n|cFFFFD200Zone: |rDurotar|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Diese Dschungeljäger sind schon lange mit den Trollen verbündet und haben eine enge Bindung zu ihren Herren aufgebaut. Sie sind zum Reittier, Beschützer und Freund geworden.",99,230,0,2,23243,0,0,4,0,0
Purpurnes Skelettschlachtross,|cFFFFD200Verkäufer: |rZachariah Post|n|cFFFFD200Zone: |rTirisfal|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Wenn gefallene Helden in den Untod erweckt werden, folgen ihnen auch ihre Pferde.",100,230,0,2,23246,0,0,4,0,0
Großer weißer Kodo,|cFFFFD200Verkäufer: |rHarb Klauenhuf|n|cFFFFD200Zone: |rMulgore|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Ein seltener Albino, der in Desolace entdeckt wurde. Die Zentauren halten weiße Kodos für Unheilsboten.",101,230,0,2,23247,0,0,4,0,0
Großer grauer Kodo,|cFFFFD200Verkäufer: |rHarb Klauenhuf|n|cFFFFD200Zone: |rMulgore|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Als Alpha seiner Herde ist dieser Kodo ein Paradebeispiel für diese mächtigen Kreaturen, die durch Desolace donnern.",102,230,0,2,23248,0,0,4,0,0
Großer brauner Kodo,|cFFFFD200Verkäufer: |rHarb Klauenhuf|n|cFFFFD200Ort: |rMulgore|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Als Alpha seiner Herde ist dieser Kodo ein Paradebeispiel für diese mächtigen Kreaturen, die durch das Nördliche Brachland donnern.",103,230,0,2,23249,0,0,4,0,0
Schneller brauner Wolf,|cFFFFD200Verkäufer: |rOgunaro Wolfsläufer|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Mit den Wölfen der Horde kann man sich nur anfreunden, man kann sie nicht zähmen.",104,230,0,2,23250,0,0,4,0,0
