ID,Name_lang,Flags,UsesPerWeek,MaxCharges,ChargeRecoveryTime,TypeMask
1182,PvP-Klassenschmuckstücke,0,0,0,0,0
1183,Gegenstand - Welpe der Netherschwingen,0,0,0,0,0
1184,Zonenfläschchen - Schergrat,0,0,0,0,0
1185,Zonenfläschchen - Shattrath,0,0,0,0,0
1186,Class - Paladin - Hand of Sacrifice,16,0,1,120000,1
1187,Blenden,0,0,0,0,0
1188,Züchtigen,0,0,0,0,0
1189,Arkanbeschuss,0,0,0,0,0
1190,Gegenstand - PvP-Gesundheitserhöhung,0,0,0,0,0
1191,Schild zerschmettern,0,0,0,0,0
1192,Sternensplitter,0,0,0,0,0
1193,Gegenstand - Reparaturbot,0,0,0,0,0
1194,Zonenstärkungszauber - Sonnenbrunnen,0,0,0,0,0
1195,Erdschild,0,0,0,0,0
1196,Todesstoß,0,0,2,8000,0
1197,Feiertag - Schneeball,0,0,0,0,0
1198,Transmutieren - Alchemie (Metalle),0,0,0,0,0
1199,Transmute - Alchemy (Legion),8,0,0,0,0
1200,Transmutieren - Alchemie (Juwelen),0,0,0,0,0
1201,Schockwelle,0,0,0,0,0
1202,Schnelligkeit der Natur (Schamane),0,0,0,0,0
1203,Gegenstand - Tempo,0,0,0,0,0
1204,Kreis der Heilung,0,0,0,0,0
1205,Anstürmen (Tiergestalt),0,0,0,0,9
1206,Class - Rogue - Shadowstep,0,0,0,30000,9
1207,Blutstoß,0,0,0,0,0
1208,Berserker,0,0,0,0,0
1209,Schildschlag,0,0,0,0,0
1210,Judgment,0,0,0,0,0
1211,Class - Warrior - Heroic Leap,0,0,1,45000,9
1212,Teleport - Dalaran (Ring),0,0,0,0,0
1213,Gegenstand - Fährtenlesen,0,0,0,0,0
1214,Lebende Bombe,0,0,0,0,0
1215,Drachenodem,0,0,0,0,0
1216,Gegenstand - Ingenieurskunstverzauberung,0,0,0,0,0
1217,Taifun,0,0,0,0,0
1218,Sternenregen,0,0,0,0,0
1219,Sturmangriff,0,0,0,20000,0
1221,Tieffrieren,0,0,0,0,0
1222,Heimsuchung,0,0,0,0,0
1223,Gewitter,0,0,0,0,0
1224,Quest - Lava Burst,0,0,0,0,0
1225,Class - Warlock - Demonic Empowerment,0,0,3,12000,1
1226,Tödlicher Schuss,0,0,0,0,0
1227,Bomber - Schadenskontrolle,0,0,0,0,0
1228,Class - Shaman - Riptide,0,0,1,6000,1
1229,Gegenstand - Rolle des Rückrufs,0,0,0,0,0
1230,Class - Priest - Penance,0,0,0,0,1
1231,Erschütternder Schuss,0,0,0,0,0
1232,Gegenstand - Dunkelmond-Tarotkarten,0,0,0,0,0
1233,Waffe des Windzorns,0,0,0,0,0
1234,Feiertag - Erntedanktisch,0,0,0,0,0
1235,Eiskronenbomber - Plätze wechseln,0,0,0,0,0
1236,Darkmoon - Ride Items,0,0,0,0,0
1237,Wildwuchs,0,0,0,0,0
1238,Fährtenlesen,0,0,0,0,0
1239,Fährtenlesen,0,0,0,0,0
1240,Leichenexplosion,0,0,0,0,0
1241,Ducken,0,0,0,0,0
1242,Arkane Kraft/Geistesgegenwart,0,0,0,0,0
1243,Machtwort: Barriere,0,0,0,0,0
1244,Turnier - Berittener Nahkampf,0,0,0,0,0
1245,Tote erwecken,0,0,0,0,0
1246,Turnier - Banner,0,0,0,0,0
1247,Froststurmatem,0,0,0,0,0
1248,Heulende Böe,0,0,0,0,0
1249,Falle (Natur),0,0,0,0,0
1250,Falle (Feuer),0,0,0,0,0
1251,Temporäre Gesundheit,0,0,0,0,0
1252,Goblinischer Raketengürtel,0,0,0,0,0
1253,Horn des Winters,0,0,0,0,0
1254,Class - Shaman - Stormstrike,0,0,0,12000,1
1255,Quest - Vehikel,0,0,0,0,0
1256,Test - Ron's test,8,7,5,10000,0
1257,Anstachelndes Gebrüll,0,0,0,0,0
1258,Baumklettern,0,0,0,0,0
1259,Class - Shaman - Fire Nova,0,0,1,4500,1
1260,Schädelstoß,0,0,0,0,0
1261,Kriegerrufstärkungszauber,0,0,0,0,0
1262,Unermüdlicher Verteidiger,0,0,0,0,0
1263,Inschriftenkunde - Rezept erschaffen,8,0,0,0,0
1264,Crusader Strike (OLD),0,0,0,0,0
1265,Heldenhafter Stoß,0,0,0,0,0
1266,Furcht (Hexenmeister),0,0,0,0,0
1267,Gefälschte Dokumente,8,0,0,0,0
1268,Priester - Erzengel,0,0,0,0,0
1269,Flammenkugel,0,0,0,60000,0
1271,Seelentausch,0,0,0,0,0
1272,Wucherwurzeln,0,0,0,0,0
1273,Inschriftenkunde - Gefälschte Dokumente,8,0,0,0,0
1274,Alchemistische Forschung - Nordend,8,0,0,0,0
1275,Inschriftenforschung - Gering,8,0,0,0,0
1276,Inschriftenforschung - Nordend,8,0,0,0,0
1277,Gildenpage/Gildenherold,0,0,0,0,0
1278,Schneidern - Traumstoff (Luft),8,0,0,0,0
1279,Schneidern - Traumstoff (Wasser),8,0,0,0,0
1280,Schneidern - Traumstoff (Feuer),8,0,0,0,0
1281,Schneidern - Traumstoff (Erde),8,0,0,0,0
1282,Schneidern - Traumstoff (Leben),8,0,0,0,0
1283,Ingenieurskunst - Gürtelverzauberung,0,0,0,0,0
1284,Kosmetisch - Beschwörung,0,0,0,0,0
1285,Schneidern - Eisige Tasche,8,0,0,0,0
1286,Archäologische Untersuchung,0,0,0,0,0
1288,Zentrierungs-Move,0,0,0,0,0
1289,Letztes Gefecht,0,0,0,0,0
1290,Vogelangriffe,0,0,0,0,0
1291,Juwelenschleifen - Prisma,8,0,0,0,0
1298,Schildwall,0,0,0,0,0
1328,Schneidern - Traumstoff (ALLE),0,5,0,0,0
1329,Gegenstand - Verband,0,0,0,0,1
1330,Tödliche Stille,0,0,0,0,0
1331,Quest - Klostertraining,0,0,0,0,0
1332,Verzauberung - Windweise,0,0,0,0,0
1333,Inkarnation,0,0,0,0,0
1334,Wächter,0,0,0,0,0
1335,"Drachenseele, Legendärer Gegenstand",0,0,0,0,0
1336,Hexenmeister - Grimoire der Dienstbarkeit,0,0,0,0,0
1339,Inschriftenforschung - Gering,8,0,0,0,0
1345,Kriegsbanner,0,0,0,0,0
1347,Gildenbanner,0,0,0,0,0
1348,Hexenmeister - Dämonischer Zirkel,0,0,0,0,0
1349,Player Farm - Plot 1 Harvest Cooldown VFW: (DLA),8,0,0,0,0
1350,Player Farm - Plot 2 Harvest Cooldown VFW: (DLA),8,0,0,0,0
1351,Player Farm - Plot 3 Harvest Cooldown VFW: (DLA),8,0,0,0,0
1352,Player Farm - Plot 4 Harvest Cooldown VFW: (DLA),8,0,0,0,0
1353,Player Farm - Plot 5 Harvest Cooldown VFW: (DLA),8,0,0,0,0
1354,Player Farm - Plot 6 Harvest Cooldown VFW: (DLA),8,0,0,0,0
1355,Player Farm - Plot 7 Harvest Cooldown VFW: (DLA),8,0,0,0,0
1356,Elementartotems des Schamanen,0,0,0,0,0
1357,Verzauberung - Kristalltransformation,8,0,0,0,0
1358,Dämonischer Hieb,0,0,3,4500,0
1359,Baumrinde,0,0,0,0,0
1360,Chakra,0,0,0,0,0
1361,Scenario - Item - Damage,0,0,0,0,0
1362,Scenario - Item - Stun,0,0,0,0,0
1363,Hexenmeisert - Dämonenbeschwörung,0,0,0,0,0
1364,Szenario - Gegenstand - Heilung,0,0,0,0,0
1365,Class - Monk - Roll,0,0,1,20000,9
1366,Priester - Strahlenkranz,0,0,0,0,0
1367,Mönch - Schlangenstatue,0,0,2,180000,0
1372,Wildpilz,0,0,3,30000,0
1373,Class - Priest - Angelic Feather,0,0,3,20000,9
1374,Mönch - Rolle,0,0,3,15000,0
1376,Druide - Wilde Verteidigung,0,0,2,12000,0
1377,Mönch - Heilkugel,0,0,3,15000,1
1378,Terrorbestie,0,0,0,0,0
1380,Göttlicher Stern,0,0,0,0,0
1383,Herz der Wildnis,32,0,0,0,1
1384,Priester - Psychoschrecken,0,0,0,0,0
1385,Class - Warrior - Shield Block,0,0,1,16000,1
1386,Class - Warrior - Charge,0,0,1,20000,9
1387,Ingenieurskunst - Blingtron,8,0,0,0,0
1388,Zeitverschiebung,0,0,0,0,0
1389,Kaskade,0,0,0,0,0
1390,Class - Paladin - Hand of Freedom,0,0,1,25000,1
1391,Hand der Erlösung,0,0,0,120000,0
1392,Class - Paladin - Hand of Protection,16,0,1,300000,1
1393,Player Farm - Plot 7 Harvest Cooldown VFW: (DLA),8,0,0,0,0
1394,Player Farm - Plot 7 Harvest Cooldown VFW: (DLA),8,0,0,0,0
1395,Player Farm - Plot 7 Harvest Cooldown VFW: (DLA),8,0,0,0,0
1396,Player Farm - Plot 7 Harvest Cooldown VFW: (DLA),8,0,0,0,0
1397,Player Farm - Plot 7 Harvest Cooldown VFW: (DLA),8,0,0,0,0
1398,Player Farm - Plot 7 Harvest Cooldown VFW: (DLA),8,0,0,0,0
1399,Player Farm - Plot 7 Harvest Cooldown VFW: (DLA),8,0,0,0,0
1400,Player Farm - Plot 7 Harvest Cooldown VFW: (DLA),8,0,0,0,0
1401,Player Farm - Plot 7 Harvest Cooldown VFW: (DLA),8,0,0,0,0
1402,Schneidern - Kaiserliche Seide,8,0,0,0,0
1407,Erdschild,0,0,0,0,0
1409,Pandaria - Juwelenschleifen - Forschung,8,0,0,0,0
1415,Kriegerhaltungen,0,0,0,0,0
1416,Gegenstand - Der Football,0,0,0,0,0
1417,Priester - Schattengeist,0,0,0,0,0
1418,Class - Monk - Invoke Celestial,0,0,0,0,0
1419,Zornbarriere,0,0,2,10000,0
1420,Sonnenstrahl,0,0,0,0,0
1421,Default (Bug 336222),0,0,0,0,0
1422,Brawl - Playing Dirty,0,0,0,0,0
1423,Scenario - Fort - Activated Ability,0,0,0,0,0
1424,Scenario - Fort - Shotgun,0,0,3,5000,0
1425,Unstable Explosion,0,0,0,0,0
1426,Vol'jin Scenario - Land Mines,0,0,5,10000,0
1427,Summon Krasarang Presence,0,0,0,0,0
1428,Class - Death Knight - Death Grip,0,0,1,25000,1
1429,Symbiosis,4,0,0,0,0
1430,Item - Combat Cons. (Landshark),4,0,0,0,0
1431,Incomplete Drakkari Colossus Abilities,0,0,0,0,0
1432,Zandalari Council - Soul Fragment,0,0,0,0,0
1433,Blacksmithing - Lightning Steel Ingot - 5.2 Daily Cooldown,8,0,0,0,0
1434,Leatherworking - Magnificent Hide - 5.2 Daily Cooldown,8,0,0,0,0
1435,Leatherworking - Magnificent Hide - 5.2 Daily Cooldown - spare,8,0,0,0,0
1436,Jewelcrafting - Serpent's Heart - 5.2 Daily Cooldown,8,0,0,0,0
1437,Ring of Frost,0,0,0,0,0
1438,Engineering - Stabilized Lightning Source - 5.2 Daily Cooldown,8,0,0,0,0
1439,Scenario - Shimmer - Sniper,4,0,0,0,0
1440,Force of Nature,0,0,3,20000,0
1441,Leatherworking - Hardened Magnificent Hide - 5.4 Daily Cooldown,8,0,0,0,0
1442,Tailoring - Grand Imperial Silk,8,0,0,0,0
1443,Blacksmithing - Improved Lightning Steel Ingot - 5.4 Daily Cooldown,8,0,0,0,0
1444,Item - Push Loot,0,0,0,0,0
1445,Hamstring,0,0,0,0,0
1446,Class - Mage - Blink,0,0,1,15000,9
1447,Warlock - Dark Soul,48,0,0,120000,1
1448,Class - Hunter - Deterrence Base,0,0,2,180000,1
1449,Class - Hunter - Disengage,0,0,1,20000,9
1450,Scenario - Naaru's Momentum,0,0,1,1000,0
1451,Chi Brew,0,0,2,60000,0
1452,Class - Mage - Ice Floes,0,0,3,20000,1
1453,Class - Hunter - Deterrence Talented,0,0,2,120000,1
1454,Leap Charge Protection,0,0,0,0,0
1456,Class - Paladin - Sacred Shield,0,0,3,18000,1
1457,Trade - Cooking,0,0,0,0,0
1458,Wild Mushroom (Resto),0,0,0,0,0
1461,Event - AO - Tallstrider,0,0,0,0,0
1463,Event - AO - Powermonger - 2 charge,0,0,2,10000,0
1464,"Event - AO - Powermonger - 2 charge, Slot 2",0,0,0,10000,0
1465,6.0 Professions - Blacksmithing - Blackrock Crucible,8,1,0,0,0
1466,Quest - Call Thaelin Darkanvil,0,0,0,0,0
1467,OLD,0,0,0,0,0
1468,Seduction,0,0,0,0,0
1469,Class - Druid - Survival Instincts,48,0,1,180000,1
1470,Slow Fall,0,0,0,0,0
1471,Shield Charge,0,0,2,15000,0
1472,Warrior - Interrupt,0,0,0,0,0
1473,Item - Portable Mailbox - Engineering,0,0,0,0,0
1474,Monk - Guard,0,0,0,30000,1
1475,Rune Tap,0,0,2,40000,0
1476,Item - On Use - Helm Visual,0,0,0,0,0
1477,6.0 Professions - Alchemy - Daily Cooldown,8,0,0,0,0
1479,"Transmute - Alchemy (Wild, Legion)",8,0,0,0,0
1480,Garrison - Artillery Strike,0,0,3,200000,0
1481,6.0 Professions - Engineering - Material,8,0,0,0,0
1482,Trap (Physical),0,0,0,0,0
1483,Paladin - Beacon of Light,0,0,0,0,0
1484,6.0 Professions - Alchemy - 3 Charges 24 hr Cooldown,0,0,3,86400000,0
1485,Starsurge / Starfall,16,0,3,30000,0
1486,Supernova / Blastwave,0,0,2,25000,0
1487,Ice Nova,0,0,2,25000,0
1488,Client Scene Triggered Spell,0,0,0,0,0
1489,Aspects,0,0,0,0,0
1490,Class - Monk - Keg Smash,0,0,1,8000,1
1491,Garrison - Land Mine,0,0,3,10000,0
1493,6.0 Tradeskills - Enchanting,8,0,0,0,0
1494,6.0 Tradeskills - Inscription,8,0,0,0,0
1495,6.0 Tradeskills - Enchanting (3),8,0,3,86400000,0
1497,6.0 Tradeskills - Inscription (3),8,0,3,86400000,0
1498,6.0 Professions - Tailoring - Daily Cooldown,8,0,0,0,0
1499,6.0 Professions - Tailoring - 3 Charges 24 hr Cooldown,0,0,3,86400000,0
1500,Class - Mage - Fire Blast,0,0,1,12000,1
1501,6.0 Professions - Jewelcrafting - Daily Cooldown,8,0,0,0,0
1502,6.0 Professions - Jewelcrafting - 3 Charges 24 hr Cooldown,0,0,3,86400000,0
1503,Battle Pets - Revive,0,0,0,0,0
1504,Icy Veins,0,0,0,0,0
1505,6.0 Professions - Leatherworking - Daily Cooldown,8,0,0,0,0
1506,6.0 Professions - Leatherworking - 3 Charges 24 hr Cooldown,0,0,3,86400000,0
1507,6.0 Professions - Blacksmithing - Daily Cooldown,8,0,0,0,0
1508,6.0 Professions - Blacksmithing - 3 Charges 24 hr Cooldown,0,0,3,86400000,0
1509,Class - Priest - Purify,0,0,1,8000,1
1510,Class - Druid - Nature's Cure,0,0,1,8000,1
1511,Class - Monk - Detox,0,0,1,8000,1
1512,Class - Paladin - Cleanse,0,0,1,8000,1
1513,Class - Shaman - Purify Spirit,0,0,1,8000,1
1516,Toy Use Charges,0,0,30,0,0
1517,Monk - Renewing Mist,0,0,1,9000,1
1518,Class - Monk - Rising Sun Kick,0,0,1,10000,1
1519,6.0 Professions - Alchemy - Research,8,0,0,0,0
1520,6.0 Professions - Blacksmithing - Research,8,0,0,0,0
1521,6.0 Professions - Tailoring - Research,8,0,0,0,0
1522,6.0 Professions - Leatherworking - Research,8,0,0,0,0
1523,6.0 Professions - Jewelcrafting - Research,8,0,0,0,0
1524,Garrison Hearthstone,0,0,0,0,0
1526,Explosive Slag Mines,0,0,5,0,0
1527,6.0 Professions - Engineering - 3 Charges (24h),0,0,3,86400000,0
1528,6.0 Professions - Engineering - Secrets,8,0,0,0,0
1529,6.0 Professions - Inscription - Material,8,0,0,0,0
1530,6.0 Professions - Inscription - Secrets,8,0,0,0,0
1531,6.0 Professions - Inscription - 3 Charges (24h),0,0,3,86400000,0
1532,6.0 Professions - Enchanting - Material,8,0,0,0,0
1533,6.0 Professions - Enchanting - Secrets,8,0,0,0,0
1534,6.0 Professions - Enchanting - 3 Charges (24h),0,0,3,86400000,0
1535,Garrisons - Inscription Perk,8,0,0,0,0
1536,Class - Shaman - Lava Burst,0,0,1,8000,1
1537,Class - Shaman - Earthquake,0,0,1,10000,1
1538,Class - Shaman - Lava Lash,0,0,1,9000,1
1539,Class - Shaman - Unleash Life,0,0,1,15000,1
1540,Class - Shaman - Spirit Link Totem,48,0,1,180000,1
1541,Demon Hunter - Fiery Brand,0,0,1,60000,1
1542,Crusader Strike,0,0,2,3000,4
1543,Class - Paladin - Shield of the Righteous,0,0,3,18000,1
1544,Inspiring Shot,0,0,0,0,0
1545,Demon Hunter - Fel Rush,0,0,1,10000,9
1547,Legendary Rings,0,0,0,0,0
1548,Demon Hunter - Evade,0,0,2,12000,0
1550,Class - Paladin - Avenging Wrath,48,0,1,180000,1
1551,Shaman - Tempest Totem,0,0,3,10000,0
1552,Demon Hunter - Fracture,0,0,2,4500,1
1553,Demon Hunter - Infernal Strike,0,0,1,20000,9
1554,7.0 Quest - Black Rook Hold - Glaive Thrower,0,0,5,600000,0
1555,Raise Ally,0,0,0,0,0
1556,6.2 Tanaan - Seeking Crystal,0,0,0,0,0
1557,Class - Hunter - Mongoose Bite,0,0,3,12000,1
1558,Death Strike,0,0,2,8000,0
1559,7.0 Inscription - Vantus Rune,0,1,0,0,0
1560,Class - Mage - Ice Block,48,0,1,300000,1
1561,Monk - Brewmaster - Blackout Kick,0,0,1,4000,1
1562,Class - Monk - Brewmaster Brews,0,0,1,20000,1
1563,Schriftrolle des vergessenen Wissens,0,1,0,0,0
1564,Ancient Mana,0,0,0,0,0
1565,Zen Pilgrimage,0,0,0,0,0
1566,Solar Flare,16,0,2,12000,0
1568,Class - Druid - Frenzied Regeneration,0,0,1,36000,1
1569,Class - Shaman - Healing Stream Totem,0,0,0,30000,1
1570,Class - Paladin - Hammer of the Righteous,0,0,2,6000,1
1571,Class - Monk - Mistwalk,0,0,1,45000,1
1572,Fire/Storm Elemental,48,0,1,150000,1
1573,Monk - Thunder Focus Tea,0,0,1,30000,0
1574,Inter-Dalaran Wormhole,0,0,5,60000,0
1575,Class - Hunter - Throwing Axes,0,0,2,20000,1
1576,Class - Druid - Swiftmend,0,0,1,15000,1
1577,Demon Hunter - Metamorphosis (Havoc),32,0,0,0,1
1578,Class - Hunter - Traps,0,0,0,0,1
1579,7.0 Quest - Suramar Collapse - Naga Cannon - twh,0,0,1,600000,0
1580,Class - Monk - Flying Serpent Kick,0,0,1,25000,9
1581,Class - Druid - Brutal Slash,0,0,3,8000,1
1582,Demon Hunter - Eye Beam,0,0,0,0,0
