ID,SortName_lang,UiOrderIndex,Flags
611,Tuskarr von Iskaara,0,0
612,Zentauren der Maruuk,0,0
613,Valdrakkenabkommen,0,0
614,Rufer,0,0
615,Handelsposten,0,0
616,Innovationsmaschine,0,0
617,Handwerkerkonsortium,0,0
618,Durchdringungslager,0,0
620,Gesandtenaufgaben,0,0
622,Forscher unter Feuer,0,0
623,Archive von Azeroth,0,0
624,Der große Stylecheck,0,0
625,Systeme,0,0
626,Zeitrisse,0,0
627,"Krippe ""Kleinschuppe""",0,0
628,Traumsprung,0,0
629,Traumwächter,0,0
630,Rückeroberung von Gilneas,0,0
631,Kalimdorpokal,0,0
632,Pokal der Östlichen Königreiche,0,0
633,Scherbenweltpokal,0,0
634,Nordendpokal,0,0
635,Pandariapokal,0,0
636,Pokal der Verheerten Inseln,0,0
637,Die Vorbotin,0,0
638,Hearthstone-Jubiläum,0,0
639,Zeitläufer,0,0
640,Irdene,0,0
642,Aufwertungssystem,0,0
643,Kriegsmeuten,0,0
645,Metaquests,10,1
646,Geheimnisse von Azeroth,0,0
651,Durchtriebene Duos,0,0
652,Tiefen,0,0
