Name_lang,Description_lang,ID,UiTextureAtlasElementID,TraitTreeID
Zauberer,"Zauberer wissen das von Natur aus instabile Wesen der Magie zu nutzen, wodurch sie ihre Magie aufteilen und mächtige und flüchtige neue Effekte erschaffen können.",40,27429,658
Frostfeuer,"Frostfeuermagier haben Elementarkräfte vereint, die eigentlich nicht zusammenpassen. Durch die Beherrschung dieser gegensätzlichen Kräfte haben sie ihre Elementarangriffe verstärkt und können sie sogar kombinieren, um noch mehr Kräfte freizusetzen.",41,27017,658
Schildwache,"Schildwachen ziehen ihre Kraft aus den Mächten der Natur, verursachen mit ihren Fähigkeiten zusätzlichen Arkanschaden und rufen die Kraft des Mondes an, um Zerstörung auf ihre Gegner regnen zu lassen.",42,27529,774
Rudelführer,"Rudelführer haben eine tiefe Verbindung zu ihren Tierbegleitern und der Natur selbst gebildet, wodurch der Jäger und sein Rudel auf dem Schlachtfeld mit gnadenloser Koordination jagen und Hilfe von mächtigen Wildtieren beschwören können.",43,27068,774
Dunkler Waldläufer,"Füllt Euer Herz mit Hass und greift aus den Schatten an, um Eure Feinde mit nekrotischen Schattenmachtfähigkeiten zu überziehen. Feinde, die von Euren Fähigkeiten zu Fall gebracht werden, stärken Eure dunklen Energien noch weiter.",44,26679,774
Templer,"Templer schrecken vor nichts zurück, um den Bösen und Tückischen Gerechtigkeit widerfahren zu lassen. Sie rufen Hämmer des Lichts herbei und entfesseln verheerende Kombinationen aus körperlichen Angriffen und Heiligmagie, um ihre Gegner zu besiegen.",48,26681,790
Lichtschmied,"Lichtschmiede haben eine so meisterhafte Kontrolle über das Licht entwickelt, dass sie in der Lage sind, es greifbar zu machen, indem sie Konstrukte einsetzen, um ihre Waffen und ihre Verteidigung zu stärken sowie ihre Verbündeten zu schützen.",49,26680,790
Herold der Sonne,"Herolde der Sonne entwickeln eine tiefe Bindung zur Sonne und Solarenergie und nutzen sie, um Gegner zu verbrennen und die Wunden ihrer Verbündeten zu kauterisieren. Sie können starke Sonnenstrahlen manifestieren, wenn sie vollständig mit dem Licht verbunden sind.",50,26702,790
Trickser,"Dreckige Tricks und blitzende Klingen sind zu sehen, wenn ein Trickser in einen Kampf eintritt. Trickser lenken ihre Gegner mit Ablenkungsmanövern oder einem Schwertstreich ab und strecken sie dann mit einer unvorhersehbaren Klinge nieder.",51,27018,852
Schicksalsgebundener,"Die Schicksalsgebundenen agieren eifrig als Hand des Schicksals und stiften Chaos mit gut ausgearbeiteten Plänen. Geleitet von den Launen einer geworfenen schicksalsgebundenen Münze bringen sie ihren Gegnern das Ende, das sie verdienen.",52,27433,852
Todespirscher,"Die Vorboten des Todes, die Todespirscher, schlagen aus den Schatten zu, um ihren Zielen ein schnelles Ende zu bereiten.",53,27432,852
Totemiker,"Totemikerschamanen haben ein Händchen dafür, die volle Kraft ihrer Totems freizusetzen, sie zu stärken und Zugang zu neuen Totems zu erhalten. Mit ihren Verzauberungen stellen sie zudem stets eine Gefahr im Nahkampf dar.",54,26703,786
Sturmbringer,"Sturmbringer machen sich die Macht des Sturms zunutze, indem sie ihre Herrschaft über die Blitze festigen und sie nach ihrem Willen formen. Beschwört einen heftigen Sturm, um Eure Gegner ins Chaos zu stürzen, den Sturm zu erwecken und auf Eurem Weg eine Spur der Verwüstung zu hinterlassen.",55,26683,786
Scharfseher,"Nutzt Eure spirituelle Magie, um Eure Zauberfähigkeiten zu verbessern und die Geister Eurer Vorfahren anzurufen, damit sie Euch und Euren Verbündeten im Kampf beistehen.",56,27019,786
Seelenernter,"Nur wenige begreifen die in Seelen verborgene Macht, aber viele wissen, dass Dämonen nach den Geistern der Gefallenen hungern. Seelenernter schließen Pakte mit Dämonen aus dem Wirbelnden Nether, dienen ihnen als Wirte, füttern sie mit Seelen und erhalten im Gegenzug unglaubliche Macht.",57,27530,720
Höllenrufer,"Unter den Sekten der Satyrn in ganz Azeroth sind die Höllenrufer am meisten gefürchtet. Ihre Hexenmeister haben gelernt, die übelste Schattenmagie und entropisches Teufelsfeuer zu verknüpfen um den Preis, dass sie ihre eigene Seele verderben.",58,27746,720
Diaboliker,"Die Niederlage der Legion hat viele mächtige Dämonen entfesselt. Diaboliker befehligen größere Dämonen, die einst als unkontrollierbar galten, und nutzen auf dem Schlachtfeld abgrundtiefe Kräfte aus dem Wirbelnden Nether.",59,26935,720
Schlächter,"Ein brutaler Krieger, der sein anvisiertes Ziel unerbittlich verfolgt und seine Gegner mit einem Ansturm von Stahl und Macht überwältigt.",60,26704,850
Bergthan,"Bergthane sind wilde Kämpfer, die dafür leben, sich mit würdigen Gegnern zu messen. Sie schöpfen aus der Kraft der Erde und der Macht des Sturms, um ihre Gegner mit donnerschlaggleichen Hieben zu überwältigen.",61,26684,850
Koloss,"Ein Veteran zahlloser Kämpfe, der Angriffen standhalten kann, die andere Krieger schon längst niedergestreckt hätten. Gleichzeitig befähigt ihn seine Erfahrung, die mächtigsten Schläge auszuführen und seine Gegner zu vernichten.",62,26765,850
Leitung der Erhabenen,"Die Medien der Erhabenen widmen sich den Lehren der Himmlischen Erhabenen, um ihre Weisheit zu verkörpern und ihre Stärke zu nutzen. Meistermedien können für kurze Zeit die Macht aller Erhabenen gleichzeitig kanalisieren.",64,27069,1000
Shado-Pan,"Shado-Pan lernen von ihren Ahnen und stellen sich ihren Feinden stolz entgegen, um ihre Lieben zu beschützen. Sie sind geduldig und laden ihre Kräfte auf, um einen Schlaghagel auf ihre Feinde loszulassen.",65,27070,1000
Meister der Harmonie,"Meister der Harmonie streben nach körperlicher Perfektion und der Verwandlung des Körpers in pure Stärke, wodurch sie auf den Fluss des Chis und die natürlichen Zyklen der Macht zugreifen können.",66,27745,1000
Sturmbringer,"Sturmbringer machen sich die Macht des Sturms zunutze, indem sie ihre Herrschaft über die Blitze festigen und sie nach ihrem Willen formen. Beschwört einen heftigen Sturm, um Eure Gegner ins Chaos zu stürzen, den Sturm zu erwecken und auf Eurem Weg eine Spur der Verwüstung zu hinterlassen.",70,26683,1033
Totemiker,"Totemiker-Schamanen haben ein Händchen dafür, die volle Kraft ihrer Totems freizusetzen, sie zu stärken und Zugang zu neuen Totems zu erhalten. Mit ihren Verzauberungen stellen sie zudem stets eine Gefahr im Nahkampf dar.",71,26703,1033
Scharfseher,"Nutzt Eure spirituelle Magie, um Eure Zauberfähigkeiten zu verbessern und die Geister Eurer Vorfahren anzurufen, damit sie Euch und Euren Verbündeten im Kampf beistehen.",72,27019,1033
Sturmbringer,"Sturmbringer machen sich die Macht des Sturms zunutze, indem sie ihre Herrschaft über die Blitze festigen und sie nach ihrem Willen formen. Beschwört einen heftigen Sturm, um Eure Gegner ins Chaos zu stürzen, den Sturm zu erwecken und auf Eurem Weg eine Spur der Verwüstung zu hinterlassen.",73,26683,1034
Totemiker,"Totemiker-Schamanen haben ein Händchen dafür, die volle Kraft ihrer Totems freizusetzen, sie zu stärken und Zugang zu neuen Totems zu erhalten. Mit ihren Verzauberungen stellen sie zudem stets eine Gefahr im Nahkampf dar.",74,26703,1034
Scharfseher,"Nutzt Eure spirituelle Magie, um Eure Zauberfähigkeiten zu verbessern und die Geister Eurer Vorfahren anzurufen, damit sie Euch und Euren Verbündeten im Kampf beistehen.",75,27019,1034
PH,Schaden!,79,24179,1054
PH,Abschirmen!,80,24199,1054
Tank,"Brann verlässt sich auf seine Verbündeten, geplünderte fortschrittliche Technologie und seine gute alte Schrotflinte, wenn er an die Front stürmt.",81,24199,874
Tank,"Brann verlässt sich auf seine Verbündeten, geplünderte fortschrittliche Technologie und seine gute alte Schrotflinte, wenn er an die Front stürmt.",82,24199,1060
Heiler,"Brann benutzt medizinische Vorräte und eingesammelte Relikte, um verletzte Spielercharaktere zu heilen.",83,24186,1060
Schadensklasse,Mit seiner alten Donnerbüchse streckt Brann Feinde aus der Ferne nieder.,84,24179,1060
