ID,Name_lang,Description_lang,GarrAbilityCategoryID,GarrFollowerTypeID,IconFileDataID,FactionChangeGarrAbilityID,Flags
163,Totstellen,"Wird von Jägern eingesetzt, um den Gegner dazu zu zwingen, ein anderes Ziel anzugreifen.",0,1,132293,0,0
164,Abschreckung,"Wird von Jägern eingesetzt, um Schaden zu vermeiden.",0,1,132369,0,0
165,Rückzug,"Wird von Jägern eingesetzt, um schnell einer Gefahr zu entkommen.",0,1,132294,0,0
166,Gegenschuss,"Wird von Jägern eingesetzt, um einen Zauber zu unterbrechen.",0,1,249170,0,0
167,Eiskältefalle,"Wird von Jägern eingesetzt, um einen gefährlichen Gegner außer Gefecht zu setzen. Passt auf, wo Ihr hintretet!",0,1,135834,0,0
168,Eisblock,"Wird von Magiern eingesetzt, um Schaden zu vermeiden. Zumindest für kurze Zeit.",0,1,135841,0,0
169,Essen herbeizaubern,"Euer Körper braucht Energie, damit er voll leistungsfähig ist!",0,1,609812,0,2
170,Blinzeln,"Wird von Magiern eingesetzt, um sich schnell aus einer Gefahrenzone zu teleportieren. Unfair.",0,1,135736,0,0
171,Gegenzauber,"Wird von Magiern eingesetzt, um einen Zauber zu unterbrechen.",0,1,135856,0,0
172,Verwandlung,"Wird von Magiern eingesetzt, um einen gefährlichen Gegner außer Gefecht zu setzen.",0,1,136071,0,0
173,Zeitkrümmung,"Wird von Magiern eingesetzt, um Schadensspitzen deutlich zu erhöhen.",0,1,458224,0,0
174,Erbarmungslose Entschlossenheit,"Wird von Hexenmeistern eingesetzt, um Schaden zu vermeiden.",0,1,136150,0,0
175,Blutsauger,"Wird von Hexenmeistern eingesetzt, um Leben zu regenerieren. Logisch.",0,1,136169,0,0
176,Magie versengen,"Wird von nervigen Wichteln eingesetzt, um einen schädlichen Magieeffekt aufzuheben.",0,1,841219,0,0
177,Metamorphose,"Wird von Hexenmeistern eingesetzt, um Schadensspitzen zu erhöhen. Fast wie Dämonenjäger.",0,1,236293,0,0
178,Feuerregen,"Wird von Hexenmeistern eingesetzt, um mehreren Gegnern Schaden zuzufügen.",0,1,135804,0,0
179,Zaubersperre,"Wird von Hexenmeistern eingesetzt, um einen Zauber zu unterbrechen.",0,1,136174,0,0
180,Furcht,"Wird eingesetzt, um einen gefährlichen Gegner außer Gefecht zu setzen und zeitweise dazu zu bringen, die Grundgesetze der Physik zu missachten. Seltsam.",0,1,136183,0,0
181,Höllenbestie beschwören,"Wird von Hexenmeistern eingesetzt, um sich mächtig zu fühlen und massiven Schaden zu verursachen. Macht Unschuldige in der Nähe sehr nervös.",0,1,136219,0,0
182,Spurt,"Wird von Druiden eingesetzt, um schnell einer Gefahr zu entkommen. Als ob sie sonst nicht schnell genug wären.",0,1,132120,0,0
183,Belebendes Gebräu,"Wird von Mönchen eingesetzt, um Schadensspitzen deutlich zu erhöhen. Schmeckt außerdem fantastisch.",0,1,608938,0,0
199,Zusätzliches Training,Gewährt nach Abschluss einer Mission einen EP-Bonus.,0,1,236221,0,2
200,Zusätzliches Training,Gewährt nach Abschluss einer Mission einen EP-Bonus.,0,1,236221,0,2
201,Kampferfahrung,Erhöht die Erfolgschance von Missionen.,11,1,458725,0,51
202,Kampferfahrung,Erhöht die Erfolgschance von Missionen.,0,1,236221,0,2
203,Teleport,Verringert die Missionsreisezeit.,0,1,236221,0,2
204,Teleport,Verringert die Missionsreisezeit.,0,1,236221,0,2
205,Waffen verwerten,Gewährt nach Abschluss einer Mission zusätzliche Garnisonsressourcen.,0,1,236221,0,2
206,Waffen verwerten,Gewährt nach Abschluss einer Mission zusätzliche Garnisonsressourcen.,0,1,236221,0,2
221,Episches Reittier,Reduziert die Missionsdauer um 50%.,8,1,631718,0,1
222,Vom Tod getrieben,Reduziert die Missionsdauer um 25%.,0,1,575534,0,3
227,Angler,Mit Nats Wissen könnt Ihr in Draenor mit Eurer Angelfertigkeit dicke Oschis ohne Köder fangen.,5,1,236574,0,19
228,Immergrün,"Wenn dieser Anhänger Eurem Sägewerk zugewiesen wird, kann Holz effizienter und humaner verarbeitet werden.",5,1,236160,0,19
231,Leibwächter,"Dieser Anhänger begleitet Euch auf Euren Reisen in Draenor, wenn er einer Kaserne der Stufe 2 oder 3 zugewiesen wird.",5,1,1037260,0,19
232,Tänzer,"Eure agilen Schritte helfen Euch, Gefahren ein kleines bisschen schneller zu entkommen.",12,1,132171,0,3
236,Hearthstone-Profi,"Ein Meistertaktiker, den Ihr im Auge behalten solltet. Erhöht die erhaltene Erfahrung von Gruppenmitgliedern um 35%.",7,1,1061040,0,3
244,Ein-Mann-Armee,"Erhöht die Erfolgschance deutlich, wenn eine Mission allein durchgeführt wird.",9,1,1035504,0,19
248,Mentor,"Anhänger, die mit diesem Anhänger ausrücken, erhalten dessen Kampfeffektivität.",7,1,442732,0,19
249,Entdecker sondergleichen,"Als Wildtierkundiger und Entdecker ist Harrison in der Lage, sämtliche drohenden Gefahren frühzeitig zu erkennen.



|cFFFFD200""Reichtum und Ruhm, Kleiner. Reichtum und Ruhm."" – Harrison Jones|r",0,1,646781,0,18
250,Geschwindigkeit des Lichts,Die sonnenberührte Feder von Rukhmar verleiht einem Anhänger atemberaubende Geschwindigkeit.,8,1,642580,0,3
252,Ogerkumpel,"Erhöht die Erfolgschance, wenn das Team einen Oger enthält.",4,1,1030796,0,3
253,Mechaniker,"Erhöht die Erfolgschance, wenn das Team ein Konstrukt oder eine Maschine enthält.",4,1,254104,0,3
254,Ornithologe,"Erhöht die Erfolgschance, wenn das Team einen Arakkoa enthält.",4,1,1042646,0,3
255,Wildling,"Erhöht die Erfolgschance, wenn das Team ein Wildtier enthält.",4,1,134176,0,3
256,Extremplünderer,Erhöht die durch eine Mission erhaltenen Garnisonsressourcen um 200%.,7,1,1005027,0,1
257,Test - Temporary Follower Ability,Beschreibung für temporäre Anhängerfähigkeit. Hält eine Mission lang an.,0,1,463852,0,65
260,Enterkommando,"Ermöglicht es Transportern, Missionen auszuführen, bei denen Infanterie benötigt wird.",0,2,1141393,0,51
261,U-Boot,"Ermöglicht dem U-Boot, für Radar unsichtbar zu werden und sich so unbemerkt feindlichen Schiffen zu nähern.",0,2,1141396,0,51
262,Schlachtschiff,"Feuert panzerbrechende Geschosse ab, die Panzerung durchschlagen können.",0,2,1141390,0,51
263,Zerstörer,"Lässt Sprengladungen ins Wasser fallen, die U-Boote zerstören.",0,2,1141395,0,51
264,Träger,"Eine Bomberstaffel, die aus der Luft angreifen kann.",0,2,1141394,0,51
265,Eisbrecher,Bricht eine Fahrrinne in eisige Gewässer.,0,2,892834,0,0
266,Bilgenpumpe,"Pumpt all das lästige Wasser ab und erlaubt es so dem Schiff, auch bei stürmischem Wetter nicht zu kentern.",0,2,986488,0,0
267,Hochleistungsnebelleuchten,Lichtet selbst den dichtesten Nebel (und versengt die eine oder andere Netzhaut) mit diesen strahlend hellen Lichtern.,0,2,460953,0,0
268,Interner Gyrostabilisator,"Hält das Schiff aufrecht und stabil, wodurch es mühelos durch chaotische Strudel fahren kann.",0,2,657937,0,0
269,Heizkessel,"Ein gewaltiger Heizkessel, der 11 von 10 Antriebskraft produzieren kann.",0,2,900306,0,0
270,Echteisenruder,"Verstärkt das Ruder, wodurch härtere Wenden bei höherer Geschwindigkeit ermöglicht werden.",0,2,986491,0,0
271,Abgerichtete Haie,Minen sind nichts gegen ein Becken voller abgerichteter Haie.,0,2,294472,0,0
272,Teufelsrauchwerfer,"Erzeugt einen Rauchschleier um Euer Schiff, wodurch Erstschläge verhindert werden.",0,2,627487,0,0
273,Nitrotanks,"Ermöglicht es einem Schiff, Nitrotreibstoff zu verbrennen, wodurch es sein Ziel schneller erreichen kann. Verringert die Missionsdauer um 50%.",0,2,237030,0,18
274,Raubeinige Besatzung,Diese Besatzung hat schon alles erlebt – wie man an ihren Hüten erkennen kann. Gewährt einen Bonus auf die Erfolgschance der Mission.,0,2,669453,0,18
275,Unsinkbar,"Bei einem vernichtenden Treffer wird das Schiff vor dem Sinken gerettet, indem es in einen undurchdringlichen Schild gehüllt wird. 'Unsinkbar' wird beim Auslösen zerstört.",0,2,1030102,0,2
276,Nahrungsvorrat,"Schafft Platz für zusätzlichen Proviant, wodurch sich die Erfolgschance auf langen Törns erhöht.",0,2,651578,0,18
277,Automatischer Himmelsscanner,Erhöht die Erfolgschance für Missionen mit einem Träger.,0,2,133873,0,0
278,Munitionsreserven,Erhöht die Erfolgschance für Missionen mit einem Schlachtschiff.,0,2,249177,0,0
279,Schallverstärkerfeld,Erhöht die Erfolgschance für Missionen mit einem Zerstörer.,0,2,252188,0,0
280,Zusätzliche Kojen,Erhöht die Erfolgschance für Missionen mit einem Transportschiff.,0,2,133004,0,0
281,Q43-Radaumacherminen,Erhöht die Erfolgschance für Missionen mit einem U-Boot.,0,2,948864,0,0
282,Orcbesatzung,Die den Frostfeuergrat umgebenden eisigen Gewässer stählen schon lange den Seefahrergeist der Orcs.,0,2,236452,284,5
283,Zwergenbesatzung,Ermöglicht die Bergung von Schiffsausrüstung in erfolgreichen Missionen.,0,2,236443,286,9
284,Draeneibesatzung,Draenei sind sehr geschickt beim Navigieren in den dichten Nebeln rund um das Schattenmondtal.,0,2,236442,282,9
285,Taurenbesatzung,Erhöht die aus einer Mission erhaltene Erfahrung für alle Schiffe um 50%.,0,2,236453,291,5
286,Goblinbesatzung,Ermöglicht die Bergung von Schiffsausrüstung in erfolgreichen Missionen.,0,2,632354,283,5
287,Gnomenbesatzung,Ermöglicht die Bergung von Schiffsausrüstung in erfolgreichen Missionen.,0,2,236446,290,9
288,Nachtelfenbesatzung,Verringert die Missionszeit um 50%.,0,2,236450,289,9
289,Blutelfenbesatzung,Verringert die Missionszeit um 50%.,0,2,236439,288,5
290,Trollbesatzung,Ermöglicht die Bergung von Schiffsausrüstung in erfolgreichen Missionen.,0,2,236456,287,5
291,Worgenbesatzung,Erhöht die aus einer Mission erhaltene Erfahrung für alle Schiffe um 50%.,0,2,463876,285,9
292,Menschenbesatzung,Erhöht die Erfolgschance für Missionen.,0,2,236447,293,9
293,Untotenbesatzung,Erhöht die Erfolgschance von Missionen.,0,2,236457,292,5
294,Pandarenbesatzung,"Eine Besatzung aus Pandaren führt stets zusätzliche Vorräte mit, was auf langen Missionen von Nutzen sein kann.",0,2,626190,0,1
299,Leerer Ausstattungsplatz,An diesem Schiff kann ein Ausstattungsteil angebracht werden.,0,2,0,0,2
300,Leerer Ausstattungsplatz,An diesem Schiff kann ein Ausstattungsteil angebracht werden.,0,2,0,0,2
303,Dämonisches Wissen,Gewährt einen großen Bonus auf die Erfolgschance einer Mission.,11,1,1020342,0,51
304,Wrackbergungsmodul,Beim Einsatz während einer erfolgreichen Mission filtert dieses Gerät das Umgebungsgewässer und birgt eine Kiste voll nützlichem Kram.,0,2,236815,0,18
305,Tuskarrfischernetz,"Ein Fischernetz der Tuskarr, das am Heck eines Schiffes angebracht ist. Fängt Fische und liefert sie bei erfolgreichem Abschluss der Mission ab.",0,2,134325,0,2
306,Geisterhaftes Fernglas,"Ein langes Fernglas, das Euch nichts zeigt, wenn Ihr hindurchblickt. Vielleicht erweist es sich doch noch als nützlich.",0,2,134441,0,2
307,Teufelsrausch,"Springt in Richtung eines Feindes. Wird manchmal auf Kleintiere angewandt, um schnell zu reisen.",0,4,135788,0,0
308,Chaosnova,"Von Dämonenjägern benutzt, um mehrere gefährliche Feinde gleichzeitig unter Kontrolle zu halten.",0,4,135795,0,0
309,Steinhaut,"Dämonenjäger können ihre Haut mit Teufelsstein überziehen, um heftige Schläge zu absorbieren. Dies soll angeblich extrem unbequem sein.",0,4,538745,0,0
310,Feuerbrand,"Einige Dämonenjäger nehmen das Motto ""Feuer mit Feuer bekämpfen"" etwas zu ernst.",0,4,135817,0,0
311,Magie verschlingen,Magie ist eine Delikatesse bei den Illidari. Schmeckt wie Hühnchen.,0,4,236298,0,0
312,Rachsüchtiger Rückzug,"Wird von Dämonenjägern genutzt, die... nicht wissen, was sie erwartet.",0,4,236171,0,0
313,Metamorphose,"Dämonenjäger können ihren inneren Dämon freisetzen, um die stärksten Feinde zu bezwingen.",0,4,237558,0,0
314,Schmiermaxe,Erhöht die durch eine Mission erhaltene Menge an Öl um 100%.,7,1,252178,0,1
315,Murlocbesatzung,"Murlocs können selbst unter Wasser ihr Schiff verlassen und ans Ufer schwimmen, wobei sie als Transport dienen. Als Amphibie hat man schon gewisse Vorteile.",0,2,134169,0,3
317,Apexissturm,Der in der Gegend tobende Kraken gewährt euch bei erfolgreichem Abschluss einer Mission Apexiskristalle.,0,2,1061300,0,2
318,Luftüberlegenheit,Ein Luftschiff macht Feindschiffe in der Umgebung ausfindig und greift sie an. Erhöht die Erfolgschance von Missionen.,0,2,342918,0,2
319,Kapitän Reanias Kommando,Erhöht die aus einer Mission erhaltene Erfahrung für alle Schiffe um 50%.,0,2,1139028,0,2
320,Schatzkarte,Gewährt Euch bei erfolgreichem Abschluss einer Mission zusätzliche Apexiskristalle.,0,2,237386,0,2
321,Kapitän Throkashs Kommando,Erhöht die aus einer Mission erhaltene Erfahrung für alle Schiffe um 50%.,0,2,1126434,0,2
322,Unerschrockener Freibeuter,Erhöht die Erfolgschance einer Mission.,0,2,1126433,0,2
323,Enterkommando,"Ermöglicht es Transportern, Missionen auszuführen, bei denen Infanterie benötigt wird.",0,2,1141392,0,51
324,Eliteraubtier,"Erhöht die Erfolgschance deutlich, wenn eine Mission gegen viele verschiedene Arten von Kreaturen durchgeführt wird.",1,1,236186,0,19
325,Exorzist,Erhöht die Erfolgschance von Missionen und gewährt eine erhöhte Erfolgschance beim Bekämpfen von Dämonen.,1,1,236262,0,19
326,Apexisverdichtung,Erhöht die durch eine Mission erhaltene Apexismenge um 100%.,7,1,1061300,0,19
327,Arakkoabesatzungsmitglied,Kann aus der Luft angreifen.,0,2,1042646,0,3
331,Elementar,"Ein Zauberwirker, der sich die zerstörerischen Kräfte der Natur und der Elemente zunutze macht, um einige |C00b3ffffBosse|R zu kontern.",0,4,136048,0,560
