ID,Header_lang,TopLeftFeatureTitle_lang,TopLeftFeatureDesc_lang,BottomLeftFeatureTitle_lang,BottomLeftFeatureDesc_lang,RightFeatureTitle_lang,RightFeatureDesc_lang,AllianceQuestID,HordeQuestID,ScreenType,TextureKitID,SoundKitID,PlayerConditionID,CharLevelConditionID,RequiredTimeEventPassed
48,Neu im Dragonflight Pre-Patch!,Entfesselter Orkan,"Bezwingt mächtige Elementare in Stürmen, die über Azeroth ausgebrochen sind.",Uldaman,"Stellt Euch den Gefahren von Uldaman, um die Zukunft der Drachen zu sichern.",Dracthyrrufer,"Azeroths neustes Volk und die neuste Klasse sind erwacht. Nutzt die Macht der Drachenschwärme, um Schaden zu verursachen oder Eure Verbündeten zu heilen.",0,0,0,5483,0,0,104814,262
49,Neu in Dragonflight!,Aktualisierung der Berufe,"Neue Funktionen wie Handwerksaufträge, Ausrüstung, Spezialisierungen und vieles mehr!",Drachenreiten,Segelt durch die Lüfte der Dracheninseln mit einem aufregenden neuen Bewegungssystem!,Dracheninseln,"Reist in die alte Heimat der Drachenschwärme und helft ihnen, ihr Vermächtnis zurückzugewinnen.",67700,65444,0,5484,0,0,104813,254
50,Neu in Saison 1!,PvP-Saison 1,Verdient Belohnungen im neuen Modus gewertetes gemischtes Einzel.,Mythisch+ von Saison 1,"Eine neue Dungeonrotation und das Affix ""Donnernd"" erwarten Euch.",Gewölbe der Inkarnationen,"Hindert die Primalisten daran, Raszageths gefangene Artgenossen zu befreien.",0,0,0,5492,0,0,104738,260
55,Neu in Patch 10.0.5!,Der Zorn des Sturms,Kämpft in der Zukunft der Primalisten gegen die Primalisten und erhaltet epische Belohnungen.,Transmogrifikation-Updates,Weiße und graue Gegenstände können jetzt für Transmogrifikationen gesammelt werden!,Der Handelsposten hat geöffnet!,In Sturmwind und Orgrimmar hat jetzt ein neuer Laden für kosmetische Gegenstände geöffnet.,0,0,0,5529,0,0,104814,343
56,Neu in 10.0.7!,Erbe der Menschen und Orcs,"Sammelt besondere Rüstungssets, während Ihr die Kulturen und Geschichte dieser Völker erkundet.",Update: Werbt einen Freund,"Erhaltet spannende neue Belohnungen, wenn Ihr Eure Freunde nach Azeroth bringt!",Kehrt zur Verbotenen Insel zurück.,"Ergründet die Geheimnisse der Dracthyr, die während ihrer Flucht zurückgelassen wurden.",74381,74381,0,5514,0,0,104814,362
57,Neu in Patch 10.1.0!,Schlängelnder Kriecherdrache,Rast auf dem neuen hiesigen Reitdrachen durch die Zaralekhöhle!,Fraktionsübergreifende Gilden,Zum ersten Mal können Spielercharaktere der Horde und Allianz sich in einer Gilde zusammenschließen!,Zaralekhöhle,"Führt die Geschichte der Splitterflammen fort und stellt die Streitkräfte der Inkarnationen in dieser vergessenen, unterirdischen Landschaft.",72975,72975,0,5532,0,0,104814,364
58,Neu in Saison 2!,Saison 2 von Dragonflight,Für mythische Schlüsselsteindungeons und PvP-Kämpfe winken neue Belohnungen.,Auffrischung für Mythisch+,Erlebt neue Affixe und aufgefrischte Dungeons auf Mythisch+!,"Aberrus, Schmelztiegel der Schatten",Geht Sarkareth nach und erkundet in diesem uralten Labor das Vermächtnis von Neltharion.,0,0,1,5533,0,0,104738,294
59,Neu in Patch 10.1.5!,Verstärkung,"Eine neue Schadensspezialisierung mit einem einzigartigen, auf Unterstützung ausgelegten Spielstil!",Zerfallende Zeitwege,Unterstützt den bronzenen Drachenschwarm an der Grenze des Äons und in Zeitrissen!,Dämmerung des Ewigen,Kämpft in einem mythischen Megadungeon gegen den ewigen Drachenschwarm!,0,0,0,5540,0,0,104814,379
60,Neu in Patch 10.1.7!,Traditionsrüstungssets der Nachtelfen und Verlassenen,"Sammelt besondere Rüstungssets, während Ihr die Kulturen und Geschichte dieser Völker erkundet.",Wir stellen vor: das Ping-System!,"Ruft das Optionsmenü auf, um schnellere Kommunikation mit Pings zu starten.",Traumsprünge,"Kämpft gegen vom Traum ermächtigte Feinde auf den Dracheninseln, bis Amirdrassil endlich erblüht!",0,0,0,5548,0,0,104814,422
61,Neu in Patch 10.2.0!,Traumwachen,"Schließt Euch der Verteidigung des Traums an, mit neuen Ruhmstufen, Ereignissen und Belohnungen.",Blitzschlachtfeld,Gönnt Euch ein 8vs8-Solowarteschlangen-Schlachtfelderlebnis. In diesem Modus geht alles sehr schnell!,Der Smaragdgrüne Traum,Betretet den Traum und verteidigt den blühenden Weltenbaum Amirdrassil gegen Fyrakk und die Druiden der Flamme.,0,0,0,5553,0,0,104814,470
62,Neu in Saison 3!,Saison 3 von Dragonflight,Für mythische Schlüsselsteindungeons und PvP-Kämpfe winken neue Belohnungen.,Updates für die Große Schatzkammer,"Heroische, mythische und Zeitwanderungsdungeons schalten jetzt Schatzkammerbelohnungen frei.","Amirdrassil, Hoffnung des Traums","Haltet Fyrakk davon ab, Amirdrassil zu verschlingen und den Smaragdgrünen Traum in eine brennende Einöde zu verwandeln.",0,0,1,5553,0,0,104738,350
63,Neu in 10.2.5!,Archive von Azeroth,Stürzt Euch in die vergessenen Geschichten und Mythen der Dracheninseln.,Anhängerdungeons,Meldet Euch mit NSC-Anhängern für Dungeons von Dragonflight an!,Rückeroberung von Gilneas,"Schließt Euch Genn Graumähne und den Gilneern an, während sie ihr Heimatland zurückerobern.",78596,78597,0,5548,0,0,104814,535
64,Neu in Saison 4!,Saison 4 von Dragonflight,Erhaltet neue Belohnungen.,Dungeonfortschritt aktualisiert,"Schwierigkeitsgrade und Belohnungen für Heroisch, Mythisch und Mythisch+ wurden überarbeitet.",Erweckte Schlachtzüge,Bezwingt alle drei Schlachtzüge von Dragonflight für verbesserte Belohnungen!,0,0,1,5566,0,0,104738,353
68,,Belohnungen verdienen,"Es gibt Beute zu sammeln, um Belohnungen wie Reittiere, Haustiere und Transmogrifikationen zu verdienen!",Los geht's,"Zum Spielen ausloggen und im Charakterauswahlbildschirm ""Plunderstorm"" auswählen",Plunderstorm,Piraten treffen in einem großen Battle Royale aufeinander!,0,0,0,5572,0,0,104814,587
69,10.2.7 Mists of Pandaria: Remix,Verdient Euch Accountbelohnungen,"Sammelt Bronze, um Reittiere, Haustiere und Vorlagen zu verdienen!",Los geht's,Erstellt einen neuen Zeitläufer in der Charakterauswahl.,Mists of Pandaria: Remix,Erlebt eine wilde Wendung von Mists of Pandaria!,0,0,1,5582,0,0,104814,570
70,Neu in 10.2.7,Erbe der Draenei und Trolle,"Sammelt besondere Rüstungssets, während Ihr ihre Kulturen und Geschichte erkundet.",Pandaria Remixed,Eine wilde Art in der Stufe aufzusteigen ab nächster Woche!,Bote der Dunkelheit,"Auf den Dracheninseln kehrt wieder Frieden ein, aber ein finsterer Plan wird in Gang gesetzt.",0,0,1,5583,0,0,104814,582
71,Neu im The War Within Pre-Patch!,Strahlende Echos,"Bezwingt Feinde aus Azeroths Vergangenheit, wenn Erinnerungen wieder emporkommen. Verfügbar ab dem 31. Juli!",The War Within erscheint in Kürze,Erscheint am 26. August (Frühzugang ab dem 22. August),Kriegsmeuten,"Eure Charaktere haben gemeinsamen Zugriff auf eine Kriegsmeutenbank, Dragonflight-Ruf und mehr!",0,0,0,5624,0,0,104814,705
72,Neu in The War Within!,Tiefen,"Taucht in die Tiefen ein, lüftet Geheimnisse und sucht Schätze.",Heldentalente,Erweitert Eure Klassenfantasy und passt Euren Talentbuild an!,The War Within,Reist nach Khaz Algar und folgt dem Ruf des strahlenden Gesangs!,0,0,0,5632,0,0,104814,606
73,Neu in Saison 1!,Saison 1 beginnt,Verdient Belohnungen in mythischen Dungeons und auf dem neuen gewerteten Blitzschlachtfeld!,Palast der Nerub'ar,Greift den Sitz von Königin Ansureks Macht in Azj-Kahet an.,Zekvirs Höhle,"Schreitet in den saisonalen Inhalten der Tiefen voran, um Zekvirs Höhle freizuschalten.",84224,84224,0,5651,0,0,104814,574
74,Neu in Patch 11.0.5!,Dracthyr-Klassenerweiterung,"Kämpft als Krieger, Priester, Magier, Hexenmeister, Schurke oder Jäger der Dracthyr!",Klassisches Zeitwandern,"Besucht ikonische Dungeons erneut: Todesminen, Zul'Farrak, Düsterbruch und Stratholme.",20. Geburtstag von WoW,Feiert mit! Helft Chromie bei der Vorbereitung einer spektakulären Reise. Führt den Schlachtzug in den Schwarzfelstiefen mit Moira durch. Und vieles mehr!,82672,82672,0,5650,0,0,129656,711
75,Neu in Patch 11.0.7!,Verweilende Schatten,Setzt die Geschichte fort und entdeckt ein vertrautes altes Gesicht in der Finsternis.,Macht eine Notiz im Kalender,"Winterhauch, Turbulente Zeitwege, Plunderstorm und mehr kommen!",Sireneninsel,"Folgt dem Ruf der Sireneninsel! Trefft auf alte Feinde, lüftet neue Mysterien und erhaltet mächtige Gegenstände!",0,0,0,5658,0,0,132472,958
76,Neu in Patch 11.1.0!,F.A.H.R.E.N.,Erlebt mit dem 99-G-Genickbrecher in Lorenhall eine neue Art der Fortbewegung!,Passt Euren Lagerplatz an,Erstellt neue Lager im Charakterauswahlbildschirm und wählt aus einer Reihe von freischaltbaren Hintergründen aus!,Lorenhall,Führt die Verfolgung von Xal'atath fort und stellt Euch Gallywix' Streitkräften in den weitläufigen Straßen Lorenhalls.,0,0,0,5686,0,0,104814,1057
77,Neu in Saison 2!,Tiefenentwicklungen,"Wir stellen vor: Neue Belohnungen, Kuriositäten, ein neuer Erzfeind und verbesserte Belohnungen auf dem höchsten Schwierigkeitsgrad!",Saison 2 beginnt,"Dungeon- und PvP-Belohnungen wurden aktualisiert und der neue Dungeon ""Operation: Schleuse"" wurde hinzugefügt.",Befreiung von Lorenhall,Schließt Euch den vereinten Kartellen in der Befreiung Lorenhalls aus Gallywix' Klauen an.,0,0,1,5689,0,0,136119,576
79,Neu in Patch 11.1.5!,Schicksalswinde,"Ein neuer Aufstiegsbonus, der Erfahrung, Ruf und Beute umfasst!",Macht eine Notiz im Kalender!,"Die Kinderwoche, neuerlebte verstörende Visionen, Updates zu Saison 2 und mehr kommen.",Nachtsturz,"Schließt Euch den Strahlen der Flamme an, die sich den letzten verbleibenden Loyalisten der Sureki stellen.",85005,85005,0,5700,0,128742,104814,1344
80,Neu in Patch 11.1.5!,Abklingzeitmanager,Aktiviert dieses Feature in den Einstellungen und behaltet Eure Abklingzeiten im Blick!,In Kürze verfügbar: Durchtriebene Duos,"Kämpft gegen ein Duo an Bösewichten aus Azeroths Vergangenheit und versucht, die Höchstpunktzahl zu erlangen!",Verstörende Visionen erneut erlebt,"Kehrt zu den Tiefen des Wahnsinns zurück, um neue Herausforderungen zu erleben, aber auch neue Belohnungen zu erhalten!",86706,86706,0,5703,0,134417,104814,1095
84,Neu in Patch 11.1.7!,Lehrensuche,"Sprecht mit Lehrensucher Cho in einer Hauptstadt, um im Zuge von legendären Geschichten neue Questerfahrungen zu erleben!",Kampfassistent,Aktiviert dieses Feature in den Einstellungen und erhaltet Hilfe bei der Kampfrotation!,Tiefen: Überladen!,"Mehr Macht mit den Titanenmaschinen, um neue Tiefen zu erkunden und neue Herausforderungen zu meistern!",0,0,0,5714,0,0,104814,1350
85,Neu in Patch 11.2.0!,Ökologische Erhaltung,"Helft Ve'nari, Kreaturen aus ganz Azeroth zu sammeln, um in K'aresh neues Leben erblühen zu lassen.",Biokuppel Al'dani,"Verteidigt die verborgene Biokuppel und lüftet die uralten Geheimnisse, die darin verborgen sind!",K'aresh,Stürzt Euch in die dunklen Geheimnisse der Leere auf dem verlorenen Planeten der Astralen.,84956,84956,0,5725,0,0,104814,1116
86,Neu in Saison 3!,Neue Tiefe und Nemesis,Begebt euch in die Tiefe des Archivangriffs und kämpft gegen die neue Nemesis der Saison: Ky'veza.,Saison 3 beginnt,"Eine neue Dungeonauswahl, die Rückkehr des Megadungeons von Tazavesh und neue PvP-Belohnungen!",Manaschmiede Omega,Helft Alleria und verhindert die Wiedergeburt von Dimensius in einem brandneuen Schlachtzug mit 8 Bossen.,0,0,1,5726,0,0,136119,869
88,Neu in Patch 11.2.7!,Visionen einer verdunkelten Sonne,"Dunkle Visionen bedrohen Quel'Thalas. Schließt Euch Arator an, um vor dem kommenden Krieg zu warnen.",Kampfgilde,Neue Herausforderungen und Belohnungen erwarten Euch! Sucht in Dornogal nach Eurer Einladung! Verfügbar ab der Woche des 10. Dezember.,Behausungen sind jetzt verfügbar,Beginnt Eure Dekorationssammlung mit Fundstücken aus ganz Azeroth!,93057,93057,0,5764,0,0,132472,1774
