SourceText_lang,ID,ItemID,Flags,SourceTypeEnum
|cFFFFD200Weltereignis: |rKinderwoche|n|cFFFFD200Verkäufer: |rBlax Flaschenzünder / Craggle Schlingerkreisel|n|cFFFFD200Zone: |rOrgrimmar/Sturmwind|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,126,69895,0,2
|cFFFFD200Promotion|r,127,72159,0,7
|cFFFFD200Promotion|r,128,79769,0,7
|cFFFFD200Beute von: |rZai der Verstoßene|n|cFFFFD200Zone: |rKun-Lai-Gipfel,129,86581,0,0
|cFFFFD200Beute von: |rNessos das Orakel|n|cFFFFD200Zone: |rKun-Lai-Gipfel,131,72224,2,0
|cFFFFD200Beute von: |rMoldo Einauge|n|cFFFFD200Zone: |rTal der Ewigen Blüten,132,86586,0,0
|cFFFFD200Beute von: |rAhone die Wanderin|n|cFFFFD200Zone: |rKun-Lai-Gipfel,133,86588,0,0
|cFFFFD200Beute von: |rAi-Li Himmelsspiegel|n|cFFFFD200Zone: |rSchreckensöde,134,86589,0,0
|cFFFFD200Beute von: |rAi-Ran die flüchtige Wolke|n|cFFFFD200Zone: |rTal der Ewigen Blüten,135,72229,2,0
|cFFFFD200Beute von: |rBonobos|n|cFFFFD200Zone: |rTal der Vier Winde,136,72227,2,0
|cFFFFD200Beute von: |rIk-Ik der Flinke|n|cFFFFD200Zone: |rSchreckensöde,137,86593,0,0
|cFFFFD200Erfolg: |rBeim Besten gelernt|n|cFFFFD200Kategorie: |rAngeln,139,86596,0,5
|cFFFFD200Erfolg: |rKneipenbummel|n|cFFFFD200Kategorie: |rMists of Pandaria,140,87528,0,5
|cFFFFD200Verkäufer: |rGina Lehmkrall|n|cFFFFD200Zone: |rTal der Vier Winde|n|cFFFFD200Fraktion: |rDie Ackerbauern - Ehrfürchtig|n|cFFFFD200Kosten: |r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,142,90175,4,2
|cFFFFD200Weltereignis: |rWinterhauchfest,143,90883,0,6
|cFFFFD200Weltereignis: |rWinterhauchfest,144,90888,0,6
|cFFFFD200Verkäufer: |rGelvas Rußgatter|n|cFFFFD200Zone: |rDunkelmond-Insel|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,145,90899,0,6
|cFFFFD200Verliehen von: |rOrsur|n|cFFFFD200Zone: |rRabenholdtanwesen,147,72220,2,0
|cFFFFD200Beute von: |rRa'sha|n|cFFFFD200Zone: |rInsel des Donners,148,72226,2,0
|cFFFFD200Erfolg: |rTortos' verborgener Geysirerfolg|n|cFFFFD200Kategorie: |rPandaria - Schlachtzüge,151,98132,0,5
|cFFFFD200Beute von: |rBauchfüßer|n|cFFFFD200Zone: |rThron des Donners,152,98136,0,0
|cFFFFD200Verkäufer:|r Sprecher Gulan|n|cFFFFD200Zone:|r Zeitlose Insel,153,72230,2,2
|cFFFFD200Verkäufer: |rNebelwirker Ku|n|cFFFFD200Zone: |rZeitlose Insel|n|cFFFFD200Fraktion: |rKaiser Shaohao - Respektvoll,154,103685,4,2
|cFFFFD200Beute von: |rErodierter Felsläufer|n|cFFFFD200Zone: |rZeitlose Insel,155,104262,0,0
|cFFFFD200Beute von: |rChampion der Schwarzen Flamme|n|cFFFFD200Zone: |rZeitlose Insel,156,104302,0,0
|cFFFFD200Beute von: |rEwiger Flammenmeister|n|cFFFFD200Zone: |rZeitlose Insel,157,104309,0,0
|cFFFFD200Weltereignis: |rWinterhauchfest,158,104318,0,6
|cFFFFD200Verkäufer: |rWelthändler|n|cFFFFD200Kosten: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,159,104323,0,2
|cFFFFD200Verkäufer: |rWelthändler|n|cFFFFD200Kosten: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,160,104324,0,2
|cFFFFD200Beute von: |rHohepriester von Ordos|n|cFFFFD200Zone: |rZeitlose Insel,161,72233,2,0
|cFFFFD200Beute von: |rJakur von Ordos|n|cFFFFD200Zone: |rZeitlose Insel,162,104331,0,0
|cFFFFD200Weltereignis: |rDunkelmond-Jahrmarkt|n|cFFFFD200Beute von: |rMondfang|n|cFFFFD200Zone: |rDunkelmond-Insel,164,105898,0,6
|cFFFFD200Beute von: |rSchreckensschiff Vazuvius|n|cFFFFD200Zone: |rZeitlose Insel|n,165,104294,0,0
|cFFFFD200Weltereignis: |rZalazanes Sturz,168,54653,2,6
|cFFFFD200Weltereignis:|r Mondfest|n|cFFFFD200Verkäufer:|r Fariel Sternensang|n|cFFFFD200Zone:|r Mondlichtung|n|cFFFFD200Kosten:|r 25|TINTERFACE\ICONS\INV_MISC_ELVENCOINS.BLP:0|t,169,90000,0,6
|cFFFFD200Verkäufer: |rWelthändler|n|cFFFFD200Kosten: |r100|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t,170,90427,0,2
|cFFFFD200Weltereignis: |rOperation: Gnomeregan,180,54651,2,6
|cFFFFD200Quelle: |rDas Erbe der Urtume,181,72223,2,1
|cFFFFD200Weltereignis:|r Mondfest|n|cFFFFD200Verkäufer:|r Fariel Sternensang|n|cFFFFD200Zone:|r Mondlichtung|n|cFFFFD200Kosten:|r 25|TINTERFACE\ICONS\INV_MISC_ELVENCOINS.BLP:0|t,182,89999,0,6
|cFFFFD200Verkäufer: |rWelthändler|n|cFFFFD200Kosten: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,183,54343,0,2
|cFFFFD200Verkäufer: |rWelthändler|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,184,54438,0,2
|cFFFFD200Verkäufer: |rWelthändler|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,185,54437,0,2
|cFFFFD200Verkäufer: |rWelthändler|n|cFFFFD200Kosten: |r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,186,44606,0,2
|cFFFFD200Verkäufer: |rWelthändler|n|cFFFFD200Kosten: |r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,187,45057,0,2
|cFFFFD200Beruf: |rArchäologie,188,69776,0,3
|cFFFFD200Verkäufer: |rDame Evniki Kapsalis|n|cFFFFD200Zone: |rEiskrone,189,46843,0,2
|cFFFFD200Beute von: |rKnu'dalon der Herzhüter|n|cFFFFD200Zone: |rTonlongsteppe,190,90067,0,0
"|cFFFFD200Verkäufer: |rLenny ""Finger"" McCoy|n|cFFFFD200Zone: |rSturmwind|n|cFFFFD200Kosten: |r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",191,97921,0,2
|cFFFFD200Verkäufer: |rSonnenwendhändler|n|cFFFFD200Zone: |rHauptstädte|n|cFFFFD200Kosten: |r350|TINTERFACE\ICONS\INV_SUMMERFEST_FIREFLOWER.BLP:0|t|n|n,192,34686,0,6
|cFFFFD200Verkäufer: |rBraufesthändler|n|cFFFFD200Kosten: |r100|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t,193,33927,0,6
|cFFFFD200Verkäufer: |rSan Rotschuppe|n|cFFFFD200Zone: |rDer Jadewald|n|cFFFFD200Fraktion: |rOrden der Wolkenschlange - Respektvoll|n|cFFFFD200Kosten: |r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,194,89222,4,2
|cFFFFD200Weltereignis: |rWinterhauchfest,195,37710,0,6
|cFFFFD200Beruf: |rIngenieurskunst,196,23767,0,3
|cFFFFD200Quest: |rErsticken der Himmel|n|cFFFFD200Zone: |rTonlongsteppe,197,88589,0,1
|cFFFFD200Verkäufer: |rRook Falkenfaust|n|cFFFFD200Zone: |rEiskrone,198,45021,0,2
|cFFFFD200Beute von: |rTaschendiebstahl (Schurkenfähigkeit),199,36863,0,0
|cFFFFD200Verkäufer: |rIrisee|n|cFFFFD200Zone: |rEiskrone,200,45020,0,2
|cFFFFD200Verkäufer: |rNam Eisentatz|n|cFFFFD200Zone: |rTal der Vier Winde|n|cFFFFD200Kosten: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t59|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t65|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,201,88801,0,2
|cFFFFD200Schwarzmarktauktionshaus|r,202,45063,0,2
|cFFFFD200Promotion|r,203,69227,0,7
|cFFFFD200Verkäufer: |rSally Zappenduster|n|cFFFFD200Zone: |rTal der Vier Winde|n|cFFFFD200Kosten: |r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,204,88802,0,2
|cFFFFD200Quelle: |rEklige Flasche|n|cFFFFD200Verkäufer: |rTanak|n|cFFFFD200Zone: |rSholazarbecken,205,44719,0,2
|cFFFFD200Quest: |rZukunftssicherung|n|cFFFFD200Zone: |rInsel des Donners,206,95589,4,1
|cFFFFD200Quest: |rLebensblut|n|cFFFFD200Zone: |rInsel des Donners,207,95590,4,1
|cFFFFD200Verkäufer: |rRillie Spindelnuss|n|cFFFFD200Zone: |rEiskrone,208,45019,0,2
|cFFFFD200Beruf: |rIngenieurskunst (425),209,40895,0,3
|cFFFFD200Schwarzmarktauktionshaus|r,210,33219,0,2
|cFFFFD200Quest: |rGoldversprechen|n|cFFFFD200Zone: |rSchreckensöde,211,88417,0,1
|cFFFFD200Beruf: |rArchäologie,212,69777,0,3
|cFFFFD200Quest: |rEin Affengötze|n|cFFFFD200Zone: |rKun-Lai-Gipfel,213,88385,0,1
|cFFFFD200Schwarzmarktauktionshaus|r,214,32542,0,2
|cFFFFD200Promotion|r,215,54212,0,7
|cFFFFD200Quest: |rMut machen|n|cFFFFD200Zone: |rTonlongsteppe,216,88587,2,1
|cFFFFD200Verkäufer: |rDerrick Scheckenbart|n|cFFFFD200Zone: |rEiskrone,217,45018,0,2
|cFFFFD200Quest: |rIm Versteck|n|cFFFFD200Zone: |rKun-Lai-Gipfel,218,88579,0,1
|cFFFFD200Quest: |rZhus Verzweiflung|n|cFFFFD200Zone: |rKrasarangwildnis,219,88580,0,1
|cFFFFD200Beute von: |rDoktor Theolen Krastinov|n|cFFFFD200Zone: |rScholomance,220,88566,0,0
|cFFFFD200Quest: |rEine Fassrolle machen!|n|cFFFFD200Zone: |rKun-Lai-Gipfel,221,88531,0,1
|cFFFFD200Quest: |rDer Rest ist Geschichte|n|cFFFFD200Zone: |rMondlichtung,222,71259,0,1
|cFFFFD200Beute von: |rWeltbeute,223,63269,0,0
|cFFFFD200Weltereignis: |rDunkelmond-Jahrmarkt|n|cFFFFD200Beute von: |rMondfang|n|cFFFFD200Zone: |rDunkelmond-Insel,224,101571,0,6
|cFFFFD200Verkäufer: |rVarlan Hochblatt|n|cFFFFD200Zone: |rGeschmolzene Front|n|cFFFFD200Kosten: |r3500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,225,70159,0,2
|cFFFFD200Schwarzmarktauktionshaus|r,226,46780,0,2
|cFFFFD200Beute von: |rWeltbeute,227,35275,0,0
|cFFFFD200Verkäufer: |rFreka Blutaxt|n|cFFFFD200Zone: |rEiskrone,228,45014,0,2
|cFFFFD200Verkäufer: |rGina Lehmkrall|n|cFFFFD200Zone: |rTal der Vier Winde|n|cFFFFD200Fraktion: |rDie Ackerbauern - Respektvoll|n|cFFFFD200Kosten: |r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,229,89869,4,2
|cFFFFD200Quest: |rEin Gnom kennt kein Erbarmen!|n|cFFFFD200Zone: |rSchergrat,230,30690,0,1
|cFFFFD200Schatz: |rRiesige Draenormuschel |n|cFFFFD200Zone: |rFrostfeuergrat,231,108739,0,0
|cFFFFD200Quest: |rMiese Murmler|n|cFFFFD200Zone: |rTal der Vier Winde,232,88370,0,1
|cFFFFD200Promotion|r,233,71628,0,7
|cFFFFD200Verkäufer: |rSamamba|n|cFFFFD200Zone: |rEiskrone,234,45015,0,2
|cFFFFD200Verkäufer: |rRavika|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,235,97942,0,2
|cFFFFD200Quest: |rRäuberanführer Slovan|n|cFFFFD200Zone: |rKrasarangwildnis,236,88387,0,1
|cFFFFD200Verkäufer: |rTrellis Morgensonne|n|cFFFFD200Zone: |rEiskrone,237,45017,0,2
|cFFFFD200Quest: |rUnterstützung am Straßenrand|n|cFFFFD200Zone: |rKun-Lai-Gipfel,238,88381,0,1
|cFFFFD200Beruf: |rIngenieurskunst,239,17716,0,3
|cFFFFD200Verkäufer: |rSally Zappenduster|n|cFFFFD200Zone: |rTal der Vier Winde|n|cFFFFD200Kosten: |r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,240,91904,0,2
|cFFFFD200Verkäufer: |rKorporal Arthur Flew|n|cFFFFD200Zone: |rEiskrone,241,45011,0,2
|cFFFFD200Quest: |rVergrabener Schatz der Ho-zen|n|cFFFFD200Zone: |rKrasarangwildnis,242,80822,0,1
|cFFFFD200Weltereignis: |rLiebe liegt in der Luft|n|cFFFFD200Beute von: |rApotheker Hummel,243,50471,0,6
|cFFFFD200Verkäufer: |rDoru Donnerhorn|n|cFFFFD200Zone: |rEiskrone,244,45013,0,2
|cFFFFD200Verkäufer: |rPogg|n|cFFFFD200Zone: |rHalbinsel von Tol Barad|n|cFFFFD200Fraktion: |rHöllschreis Hand - Wohlwollend|n|cFFFFD200Kosten: |r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,245,64997,4,2
|cFFFFD200Verkäufer: |rRüstmeister Brazie|n|cFFFFD200Zone: |rHalbinsel von Tol Barad|n|cFFFFD200Fraktion: |rWächter von Baradin - Wohlwollend|n|cFFFFD200Kosten: |r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,246,63141,4,2
|cFFFFD200Quest: |rDer Hass steht uns gut|n|cFFFFD200Zone: |rTonlongsteppe,247,88584,0,1
|cFFFFD200Quest: |rAus gelb und rot wird orange|n|cFFFFD200Zone: |rTal der Vier Winde,248,88377,0,1
|cFFFFD200Verkäufer: |rEliza Killian|n|cFFFFD200Zone: |rEiskrone,249,45016,0,2
|cFFFFD200Quelle: |rSack voll geangelter Schätze,250,45984,0,0
|cFFFFD200Beruf: |rArchäologie,251,69775,0,3
|cFFFFD200Promotion|r,252,69215,0,7
|cFFFFD200Schwarzmarktauktionshaus|r,253,35227,0,2
|cFFFFD200Verkäufer: |rRavika|n|cFFFFD200Kosten: |r25|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,254,97919,0,2
|cFFFFD200Weltereignis: |rWinterhauchfest,255,17712,0,6
|cFFFFD200Beruf: |rIngenieurskunst,256,18660,0,3
|cFFFFD200Beute von: |rTaschendiebstahl (Schurkenfähigkeit),257,36862,0,0
|cFFFFD200Verkäufer: |rRavika|n|cFFFFD200Kosten: |r5|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,258,98552,0,2
|cFFFFD200Verkäufer: |rChester|n|cFFFFD200Zone: |rDunkelmond-Insel,264,116139,0,6
|cFFFFD200Weltereignis: |rDunkelmond-Jahrmarkt|n|cFFFFD200Quest: |rGebrochene Versprechen,265,116067,0,6
|cFFFFD200Verkäufer: |rBraufesthändler|n|cFFFFD200Kosten: |r200|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t,269,71137,0,6
|cFFFFD200Beute von: |rKlikixx|n|cFFFFD200Zone: |rTalador,270,116125,0,0
|cFFFFD200Beute von: |rYggdrel|n|cFFFFD200Zone: |rSchattenmondtal,271,113570,0,0
|cFFFFD200Beute von: |rAtemlos|n|cFFFFD200Zone: |rFrostfeuergrat,272,111476,0,0
|cFFFFD200Weltereignis: |rDunkelmond-Jahrmarkt|n|cFFFFD200Erfolg: |rBrut von Alysrazar,273,116115,0,6
|cFFFFD200Weltereignis: |rDunkelmond-Jahrmarkt|n|cFFFFD200Verkäufer: |rCarl Aufseß|n|cFFFFD200Zone: |rDunkelmond-Insel|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,275,75042,0,6
Es ist ein Rätsel!,278,118191,2,0
|cFFFFD200Verkäufer: |rSchmuggler|n|cFFFFD200Zone: |rSpitzen von Arak|n|cFFFFD200Kosten: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,279,113096,0,2
|cFFFFD200Beruf: |rIngenieurskunst,280,109183,0,3
|cFFFFD200Ingame-Shop|r,281,112324,0,7
|cFFFFD200Garnisonsmission|r,282,118427,0,0
"|cFFFFD200Quest: |rLeb wohl, Minnow|n|cFFFFD200Zone: |rAzshara",283,53057,0,1
|cFFFFD200Quest: |rDie Prüfung der Champions|n|cFFFFD200Zone: |rSchattenmondtal,285,119144,0,1
|cFFFFD200Beute von:|r Basten|n|cFFFFD200Zone:|r Gorgrond,286,119432,0,0
|cFFFFD200Beute von:|r Seelenschänder Torek|n|cFFFFD200Zone:|r Schattenmondtal,287,119178,0,0
|cFFFFD200Schatz: |rDeceptias schwelende Stiefel |n|cFFFFD200Zone: |rTalador,289,108743,0,0
|n,290,110586,2,0
|cFFFFD200Verkäufer: |rBeska Rothauer|n|cFFFFD200Zone: |rKriegsspeer|n|cFFFFD200Fraktion: |rFrostwolforcs - Wohlwollend|n|cFFFFD200Kosten: |r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,293,115468,4,2
|cFFFFD200Quest: |rDiamantenfieber|n|cFFFFD200Zone: |rFrostfeuergrat,294,115503,0,1
|cFFFFD200Schatz: |rSumpfleuchterstock|n|cFFFFD200Zone: |rSchattenmondtal,295,117550,0,0
|cFFFFD200Schatz: |rSeltsames Todesnetzei|n|cFFFFD200Zone: |rTalador,296,117569,0,0
|cFFFFD200Verliehen von: |rSoulare von Andorhal,297,117573,0,0
|cFFFFD200Beute von: |rGreisholz der Versteinerte|n|cFFFFD200Zone: |rGorgrond,298,118221,0,0
|cFFFFD200Beute von: |rKapitän Eisenbart|n|cFFFFD200Zone: |rNagrand,299,118244,0,0
|cFFFFD200Quest: |rZorn des Frostfeuers|n|cFFFFD200Zone: |rFrostfeuergrat,301,119145,0,1
|cFFFFD200Verkäufer: |rHau'tot|n|cFFFFD200Zone: |rHandelsposten|n|cFFFFD200Fraktion: |rOrcs des Lachenden Schädels - Wohlwollend|n|cFFFFD200Kosten: |r1250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,302,119160,4,2
,303,72222,2,-1
|cFFFFD200Beute von: |rGibblett der Feigling|n|cFFFFD200Zone: |rFrostfeuergrat,304,72228,2,0
|cFFFFD200Verkäufer:|r Maaria|n|cFFFFD200Zone:|r Handelsposten|n|cFFFFD200Fraktion:|r Sha'tarverteidigung – Wohlwollend,305,119182,4,2
|cFFFFD200Erfolg: |rDer Spielzeugmeister|n|cFFFFD200Kategorie: |rSpielzeugkiste,306,119215,0,5
|cFFFFD200Garnisonsgebäude:|r Heiligtum des Gladiators|n,307,119217,0,0
|cFFFFD200Garnisonsgebäude:|r Heiligtum des Gladiators|n|n,308,119218,0,0
|cFFFFD200Schatz: |rSchatz von Hochfels|n|cFFFFD200Zone: |rDas Kolosseum,309,119219,0,0
,310,119220,2,-1
,311,119221,2,-1
|cFFFFD200Verkäufer:|r Maaria|n|cFFFFD200Zone:|r Handelsposten|n|cFFFFD200Fraktion:|r Sha'tarverteidigung – Respektvoll,312,119421,4,2
|cFFFFD200Schatz: |rKiste des Astrologen|n|cFFFFD200Zone: |rSchattenmondtal,319,109739,0,0
|cFFFFD200Beute von:|r Die Brennende Front|n|cFFFFD200Zone:|r Talador|n,320,116122,0,0
|cFFFFD200Verkäufer: |rBenjamin Brode|n|cFFFFD200Kosten: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,322,119212,0,2
|cFFFFD200Verkäufer: |rBenjamin Brode|n|cFFFFD200Kosten: |r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,324,119210,0,2
|cFFFFD200Beute von: |rBashiok|n|cFFFFD200Zone: |rGorgrond,325,118222,0,0
|cFFFFD200Beute von: |rKriegsanführer Tome|n|cFFFFD200Zone: |rNagrand,327,120276,0,0
|cFFFFD200Schatz: |rKriegshorn des Arenameisters|n|cFFFFD200Zone: |rFrostfeuergrat,328,108735,0,0
|cFFFFD200Beute von: |rEcho von Murmur|n|cFFFFD200Zone: |rTalador,329,113670,0,0
|cFFFFD200Beute von: |rHypnoquak|n|cFFFFD200Zone: |rSchattenmondtal,330,113631,0,0
|cFFFFD200Schatz: |rTruhe des Verteidigers|n|cFFFFD200Zone: |rSchattenmondtal,331,113375,0,0
|cFFFFD200Schatz: |rWarmes Gorenei|n|cFFFFD200Zone: |rGorgrond,332,118716,0,0
|cFFFFD200Beute von: |rSulfuror|n|cFFFFD200Zone: |rGorgrond,333,114227,0,0
|cFFFFD200Weltereignis: |rLiebe liegt in der Luft,334,116651,0,6
|cFFFFD200Welterignis: |rBraufest|n|cFFFFD200Kosten: |r100|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t,335,116758,0,6
|cFFFFD200Weltereignis: |rWinterhauchfest,336,116763,0,6
|cFFFFD200Weltereignis: |rPilgerfreudenfest,337,116400,0,6
|cFFFFD200Garnisonsgebäude: |rGasthaus,338,118937,0,0
|cFFFFD200Garnisonsgebäude: |rGasthaus,339,118938,0,0
|cFFFFD200Garnisonsgebäude: |rGasthaus,340,119003,0,0
|cFFFFD200Garnisonsgebäude: |rGasthaus,341,119039,0,0
|cFFFFD200Garnisonsgebäude: |rGasthaus,342,119083,0,0
|cFFFFD200Garnisonsgebäude: |rGasthaus,343,72232,2,-1
|cFFFFD200Verkäufer: |rSonnenwendhändler|n|cFFFFD200Kosten: |r500|TINTERFACE\ICONS\INV_SUMMERFEST_FIREFLOWER.BLP:0|t|n,344,116440,0,2
|cFFFFD200Verkäufer: |rSonnenwendhändler|n|cFFFFD200Kosten: |r350|TINTERFACE\ICONS\INV_SUMMERFEST_FIREFLOWER.BLP:0|t,345,116435,0,6
|cFFFFD200Weltereignis: |rBraufest|n|cFFFFD200Kosten: |r200|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t,346,116757,0,6
|cFFFFD200Weltereignis: |rWinterhauchfest,347,116689,0,6
|cFFFFD200Weltereignis: |rWinterhauchfest,348,116690,0,6
|cFFFFD200Weltereignis: |rWinterhauchfest,349,116691,0,6
|cFFFFD200Weltereignis: |rWinterhauchfest,350,116692,0,6
|cFFFFD200Quest:|r Socrethars Zorn,351,119134,0,1
|cFFFFD200Taschendiebstahl|r|n,352,120857,2,0
|cFFFFD200Garnisonsgebäude: |rGasthaus,357,119092,0,0
|cFFFFD200Erfolg: |rTheramores Sturz|n|cFFFFD200Kategorie: |rHeldentaten,359,89205,2,5
|cFFFFD200Beruf: |rIngenieurskunst,360,108745,0,3
"|cFFFFD200Erfolg: |rWas für eine seltsame, interdimensionale Reise...|n|cFFFFD200Kategorie: |rDungeons und Schlachtzüge",361,122293,0,5
|cFFFFD200Beute von: |rMajordomus Hirschhaupt|n|cFFFFD200Zone: |rFeuerlande|n|cFFFFD200Klasse: |rDruide,365,122304,0,0
,366,122283,6,-1
|cFFFFD200Weltereignis:|r Winterhauchfest,367,116456,0,6
