Name_lang,ID,Parent,Ui_order
Gewertete Schlachtfelder,15092,95,16
Heldentaten der Gilde,15093,15076,7
Cataclysm,15096,14807,4
Dunkelmond-Jahrmarkt,15101,155,10
Pandaria - Dungeons,15106,168,7
Pandaria - Schlachtzüge,15107,168,8
Pandaria,15110,96,6
Pandaria,15113,97,6
Pandaria,15114,201,5
Haustierkämpfe,15117,-1,10
Sammeln,15118,15117,1
Kampf,15119,15117,2
Stufe,15120,15117,3
Pandaria - Dungeons,15153,15079,7
Pandaria - Schlachtzüge,15154,15079,8
Silberbruchmine,15162,95,11
Tempel von Katmogu,15163,95,12
Mists of Pandaria,15164,14807,5
Ehemalige Erfolge,15176,1,13
Tiefenwindschlucht,15218,95,14
Haustierkämpfe,15219,1,11
Draenor,15220,96,7
Feuerprobe,15222,15301,4
Die Feuerprobe,15227,1,12
Draenor - Dungeons,15228,168,9
Draenor - Schlachtzüge,15231,168,10
Draenor,15232,201,6
Warlords of Draenor,15233,14807,6
Klassisch,15234,-1,15
Draenor,15235,97,7
Draenor - Dungeons,15243,15079,9
Draenor - Schlachtzüge,15244,15079,10
Sammlungen,15246,-1,11
Spielzeugkiste,15247,15246,1
Reittiere,15248,15246,2
Legion,15252,96,8
Legion - Dungeons,15254,168,11
Legion - Schlachtzüge,15255,168,12
Legion,15257,97,8
Legion,15258,201,7
Vorlagen,15259,15246,3
Legion - Dungeons,15262,15079,11
Legion - Schlachtzüge,15263,15079,12
Legion,15264,14807,7
Ehre,15266,95,1
Promotionen,15268,81,8
Reittiere,15269,81,1
Spieler gegen Spieler,15270,81,5
Schlachtzüge,15271,81,4
Dungeons,15272,81,3
Ruf,15273,81,6
Ereignisse,15274,81,7
Dungeons,15277,15234,4
Schlachtzüge,15278,15234,5
Spieler gegen Spieler,15279,15234,3
Währungen,15280,15234,7
Welt,15283,95,18
Battle for Azeroth,15284,96,9
Battle for Azeroth - Dungeons,15285,168,13
Battle for Azeroth - Schlachtzüge,15286,168,14
Brodelnde Küste,15292,95,13
Battle for Azeroth,15298,97,9
Battle for Azeroth - Dungeons,15299,15079,13
Battle for Azeroth - Schlachtzüge,15300,15079,14
Erweiterungsfeatures,15301,-1,12
Pandaria - Szenarien,15302,15301,3
Draenor - Garnison,15303,15301,5
Legion - Ordenshalle,15304,15301,6
Battle for Azeroth,15305,201,8
Inselexpeditionen,15307,15301,7
Kriegsanstrengungen,15308,15301,8
Battle for Azeroth,15409,14807,8
Erweiterungsfeatures,15411,15234,9
Ashran,15414,95,6
Weltereignisse,15416,15234,8
Herz von Azeroth,15417,15301,9
Shadowlands,15422,96,10
Visionen von N'Zoth,15426,15301,10
Dungeon von Shadowlands,15428,168,15
Dungeon von Shadowlands,15429,15079,15
Shadowlands,15430,14807,9
Shadowlands,15436,97,10
Shadowlands - Schlachtzüge,15438,168,16
Shadowlands,15439,201,9
Torghast,15440,15301,11
Paktsankten,15441,15301,12
Shadowlands - Schlachtzüge,15442,15079,16
Charakter,15446,15234,1
Quests,15447,15234,2
Zeitwanderung,15454,155,11
Dragonflight,15455,96,11
Himmelsreiten,15462,15301,13
Dracheninseln,15465,97,11
Dragonflight,15466,201,10
Dragonflight - Dungeons,15467,168,17
Dragonflight - Schlachtzüge,15468,168,18
Dragonflight,15469,14807,10
Dragonflight - Dungeons,15470,15079,17
Dragonflight - Schlachtzüge,15471,15079,18
Anpassungen für Drachen der Dracheninseln,15478,15246,4
Alchemie,15489,169,1
Schmiedekunst,15490,169,2
Verzauberkunst,15491,169,3
Ingenieurskunst,15492,169,4
Inschriftenkunde,15493,169,5
Juwelierskunst,15494,169,6
Lederverarbeitung,15495,169,7
Schneiderei,15496,169,8
Bergbau,15497,169,10
Kürschnerei,15498,169,11
Kräuterkunde,15499,169,9
War Within,15506,96,12
The War Within,15520,14807,11
War Within,15521,97,12
Tiefen,15522,-1,4
The War Within,15523,15522,1
The War Within - Dungeons,15524,168,19
Tiefbeuteschlucht,15525,95,15
The War Within - Schlachtzüge,15526,168,20
The War Within - Dungeons,15528,15079,19
The War Within - Schlachtzüge,15529,15079,20
War Within,15530,201,11
Tiefen,15531,81,2
Jubiläumsfeier,15532,155,12
Tiefen,15533,1,8
The War Within,15534,15533,1
Remix: Pandaria,15536,15234,10
Durchtriebene Duos,15545,155,13
Neuerlebte Visionen von N'Zoth,15546,15301,14
Weltereignisse,15549,1,14
Durchtriebene Duos,15550,15549,1
Lehrensuche,15552,15301,15
Legion: Remix,15554,-1,13
Quests,15556,15554,1
Ruf,15557,15554,2
Erkundung,15558,15554,3
Dungeons,15559,15554,4
Schlachtzüge,15560,15554,5
Weltstufe Heroisch,15561,15554,6
Legion: Remix,15562,15549,2
Kampfgilde,15567,155,14
Dekorationen,15576,15246,5
