ID,BaseTag,TagText_lang,Flags
9672,BANK_BAG,Taschenplatz,1
9673,ITEMSLOTTEXT,Gegenstandplätze,1
9674,BAGSLOTTEXT,Taschenplätze,1
9675,BANKSLOTPURCHASE_LABEL,Möchtet Ihr Platz für eine weitere Tasche erwerben?,1
9676,BANKSLOTPURCHASE,Kaufen,1
9677,ADD_FRIEND,+ Kontakt,3
9678,ADD_IGNORE_LABEL,Gebt den Namen des zu ignorierenden Spielers ein\noder\nUmschalt-klickt auf einen Namen im Chatfenster:,1
9679,REMOVE_FRIEND,Kontakt entfernen,3
9680,GROUP_INVITE,Gruppeneinlad.,3
9681,SEND_MESSAGE,Nachricht senden,3
9682,FRIENDS,Freunde,3
9683,FRIENDS_LIST,Kontaktliste,3
9684,IGNORE,Ignorieren,3
9685,IGNORE_PLAYER,Ignorieren,3
9686,GROUPS,Gruppen,1
9687,WHO,Wer,1
9688,FRIENDS_LIST_TEMPLATE,|cffffffff- %s|r %s,3
9689,FRIENDS_LEVEL_TEMPLATE,Stufe %1$d %2$s,3
9690,ITEM_BIND_ON_EQUIP,Wird beim Anlegen gebunden,5
9691,ITEM_BIND_ON_USE,Wird bei Benutzung gebunden,5
9692,ITEM_BIND_QUEST,Questgegenstand,5
9693,ITEM_CLASSES_ALLOWED,Klassen: %s,5
9694,ITEM_COOLDOWN_TIME_MIN,Verbleibende Abklingzeit: %d Min.,1
9695,ITEM_LEVEL,Gegenstandsstufe %d,5
9696,ITEM_MIN_SKILL,Benötigt %1$s (%2$d),1
9697,ITEM_MOD_MANA,%c%s Mana,1
9698,ITEM_MOD_HEALTH,%c%s Gesundheit,1
9699,ITEM_MOD_AGILITY,%c%s Beweglichkeit,5
9700,ITEM_MOD_STRENGTH,%c%s Stärke,5
9701,ITEM_MOD_SPIRIT,%c%s Willenskraft,1
9702,ITEM_MOD_STAMINA,%c%s Ausdauer,5
9703,ITEM_NO_DROP,Ablegen nicht möglich,1
9704,ITEM_PROPOSED_ENCHANT,Bekommt %s.,1
9705,ITEM_QUALITY1_DESC,Gewöhnlich,5
9706,ITEM_QUALITY2_DESC,Ungewöhnlich,5
9707,ITEM_QUALITY3_DESC,Selten,5
9708,ITEM_QUALITY4_DESC,Episch,5
9709,ITEM_QUALITY5_DESC,Legendär,5
9710,ITEM_REQ_SKILL,Benötigt %1$s,1
9711,ITEM_RESIST_ALL,%c%d zu allen Widerstandsarten,1
9712,MORE_REAGENTS,Weitere Reagenzien,1
9713,TRADE_SKILL_TITLE,%s,1
9714,COLOR_PICKER,Farbauswahl,1
9715,PLAYER_NOT_FOUND,Dieser Spieler ist nicht auffindbar.,5
9716,TRADE,Handeln,1
9717,ERR_QUEST_FAILED_WRONG_RACE,Diese Quest ist für Euer Volk nicht verfügbar.,1
9718,PROFANITY_FILTER,Schimpfwortfilter,1
9719,VOICEMACRO_0_Dw_0_FEMALE,Helft mir!,1
9720,VOICEMACRO_0_Dw_1_FEMALE,Ich brauche Hilfe!,1
9721,ERR_NO_ITEMS_WHILE_SHAPESHIFTED,"Ihr könnt diese Gegenstände nicht benutzen, solange Eure Gestalt verändert ist.",1
9722,BUG_CATEGORY10,Sound,1
9723,TRADE_WITH_QUESTION,Mit %s handeln?,1
9724,JOINED_PARTY,%s schließt sich der Gruppe an.,1
9725,LEFT_PARTY,%s verlässt die Gruppe.,1
9726,NOT_IN_GROUP,Ihr gehört jetzt nicht mehr zu einer Gruppe.,1
9727,PARTY_INVITE,Einladen,3
9728,PARTY_LEAVE,Gruppe verlassen,1
9729,PARTY_PROMOTE,Zum Anführer befördern,1
9730,PARTY_UNINVITE,Einladung rückgängig machen,1
9731,GUILD_INFO_TEMPLATE,"Gilde am %2$d.%1$d.%3$d erstellt, %4$d Spieler, %5$d Accounts",1
9732,GUILD_MEMBER_TEMPLATE,"%1$s, %2$s",1
9733,GUILD_RANK0_DESC,Gildenmeister,1
9734,GUILD_RANK1_DESC,Offizier,1
9735,GUILD_RANK2_DESC,Veteran,1
9736,GUILD_RANK3_DESC,Mitglied,1
9737,GUILD_RANK4_DESC,Initiand,1
9738,GUILD_ROSTER_TEMPLATE,"%1$d Spieler, %2$d Accounts",1
9739,GUILD_TITLE_TEMPLATE,%1$s von %2$s,1
9740,PET_PASSIVE,Passiv,1
9741,PET_DEFENSIVE,Defensiv,1
9742,PET_AGGRESSIVE,Aggressiv,1
9743,PET_WAIT,Bleiben,1
9744,PET_FOLLOW,Folgen,1
9745,PET_ATTACK,Angreifen,5
9746,PET_ABANDON,Freilassen,1
9747,PET_DISMISS,Freigeben,1
9748,PET_RENAME,Umbenennen,1
9763,ERR_ONLY_ONE_QUIVER,Ihr könnt immer nur einen Köcher anlegen.,1
9764,BAGS_ONLY,Hier könnt Ihr nur Taschen abstellen!,1
9765,CANT_AFFORD_ITEM,Das könnt Ihr Euch nicht leisten.,1
9766,CANT_USE_ITEM,Diesen Gegenstand könnt Ihr nicht benutzen.,1
9767,FACING_WRONG_DIRECTION,Ihr schaut in die falsche Richtung!,1
9768,FOOD_TIMER,"Ihr seid viel zu satt, um noch mehr zu essen.",1
9769,INSPECT_NOTIFY,%s betrachtet Euch.,1
9770,INVENTORY_FULL,Inventar ist voll.,1
9771,ITEM_WRONG_CLASS,Spieler Eurer Klasse können diesen Gegenstand nicht benutzen!,1
9772,LEVEL_TOO_LOW,"Ihr müsst Stufe %d erreichen, um diesen Gegenstand anlegen zu können.",1
9775,LEVEL_UP_SKILL_POINTS,Ihr habt jetzt %d |4Beruf:Berufe; frei.,1
9777,LOCKED_WITH_ITEM,Benötigt %s,1
9778,LOCKED_WITH_SPELL,Benötigt %s,1
9779,LOOT_ITEM_PUSHED_SELF,Ihr erhaltet einen Gegenstand: %s,1
9780,LOOT_MONEY,%1$s plündert %2$s.,1
9781,LOOT_MONEY_SPLIT,Euer Anteil an der Beute ist %s.,1
9782,LOOT_NEXT_PAGE,Seite wechseln,1
9783,LOOT_NO_DROP,"Wenn Ihr den Gegenstand %s plündert, wird er an Euch gebunden sein.",1
9784,NOT_ENOUGH_MANA,"Ihr habt nicht genug Mana, um %s zu wirken.",1
9785,ONLY_EMPTY_BAGS,Nur leere Taschen können aufgehoben werden!,1
9786,RACE_CLASS_ONLY,Nur %1$s,5
9787,SKILL_RANK_UP,Eure Fertigkeit '%1$s' hat sich auf %2$d erhöht.,1
9788,ABILITIES,Fähigkeiten,5
9789,ACCEPT,Annehmen,7
9790,ARMOR,Rüstung,7
9791,CANCEL,Abbrechen,7
9792,CHARACTER,Charakter,3
9793,CHARACTER_INFO,Charakterinfo,1
9794,COMPLETE,Fertig,5
9795,COPPER_AMOUNT,%d Kupfer,1
9796,CORPSE_RED,|cffff2020Leichnam|r,1
9797,DAMAGE,Schaden,5
9798,DEAD,Tot,1
9799,DECLINE,Ablehnen,7
9800,ERROR_CAPS,FEHLER,1
9801,EXIT,Verlassen,1
9802,INSPECT,Betrachten,1
9803,ITEMS,Gegenstände,1
9804,GOLD_AMOUNT,%d Gold,1
9805,GOODBYE,Lebt wohl,1
9806,LANGUAGE,Sprache,5
9807,LEVEL,Stufe,7
9808,LEVEL_REQUIRED,Erford. Stufe %d,1
9809,MINUTES,|4Minute:Minuten;,3
9810,NEXT,Weiter,7
9811,NO,Nein,7
9812,NONE_CAPS,NICHTS,3
9813,OKAY,OK,3
9814,PAGE_NUMBER,Seite %d,3
9815,PREV,Zurück,1
9816,SECONDS,|4Sekunde:Sekunden;,3
9817,SOCIALS,Kontakte,1
9818,SPEED,Geschwindigkeit,7
9819,SPELLBOOK,Zauberbuch,1
9820,SPELLS,Zauber,1
9821,UNKNOWN,Unbekannt,3
9822,XP,EP,5
9823,HP,GP,1
9824,MP,MP,1
9825,YES,Ja,7
9826,YOU,Ihr,1
9827,TIME_TWELVEHOURPM,%d:%02d PM,1
9828,TIME_TWENTYFOURHOURS,%d:%02d,1
9829,TIME_DAYHOURMINUTESECOND,"%d |4Tag:Tage;, %d |4Stunde:Stunden;, %d |4Minute:Minuten;, %d |4Sekunde:Sekunden;",1
9830,DAYS_ABBR,%d |4Tag:Tage;,3
9832,HOURS_ABBR,%d |4Std.:Std.;,3
9836,FRAMERATE_LABEL,FPS:,1
9837,SCREENSHOT_SUCCESS,Screenshot gespeichert,3
9838,VIDEOOPTIONS_MENU,Grafik,3
9839,QUIT,Beenden,3
9840,CONTINUE,Weiter,7
9841,OPTIONS_MENU,Optionen-Menü,1
9842,LOW,Niedrig,3
9843,HIGH,Hoch,3
9844,WORLD_LOD,Detail-Level,3
9845,INVERT_MOUSE,Maus umkehren,1
9846,STATUS_BAR_TEXT,Statusleistentext,1
9847,ENVIRONMENT_DETAIL,Umgebungsdetails,3
9848,WATER_DETAIL,Wasserdetails,1
9849,FARCLIP,Sichtweite,3
9850,TERRAIN_MIP,Geländeüberblendung,3
9851,ANIMATION,Animation,1
9852,GAMMA,Gamma,3
9866,SPELL_SKILL_LINE,%s,1
9867,MANA_COST_PER_TIME,"%s Mana, plus %s pro Sek.",1
9868,SPELL_DURATION_SEC,%.1F Sek.,1
9869,SPELL_DURATION_MIN,%.1F Min.,1
9870,SPELL_DURATION_UNTIL_CANCELLED,bis Abbruch,1
9871,SPELL_EQUIPPED_ITEM,Benötigt %s,1
9872,SPELL_REQUIRED_FORM,Benötigt %s,1
9873,SPELL_NOT_SHAPESHIFTED,Das geht nicht in gestaltverändertem Zustand.,1
9874,SPELL_EQUIPPED_ITEM_NOSPACE,Benötigt %s,1
9875,SPELL_INSTANT_EFFECT,Sofortiger Effekt,1
9876,SPELL_LASTING_EFFECT,%seffekt,1
9877,SPELL_STAT1_NAME,Stärke,1
9878,SPELL_STAT4_NAME,Intelligenz,1
9879,SPELL_STAT5_NAME,Willenskraft,1
9880,SPELL_STATALL,alle Statistiken,1
9881,SPELL_SCHOOL0_NAME,körperlich,1
9882,SPELL_SCHOOL1_NAME,heilig,1
9883,SPELL_SCHOOL2_NAME,Feuer,1
9884,SPELL_SCHOOL3_NAME,Natur,1
9885,SPELL_SCHOOL4_NAME,Frost,1
9886,SPELL_SCHOOL5_NAME,Schatten,1
9887,SPELL_SCHOOLALL,alle,1
9888,SPELL_SCHOOLMAGICAL,magisch,1
9889,SPELL_SCHOOL0_CAP,Körperlich,1
9890,SPELL_SCHOOL1_CAP,Heilig,1
9891,SPELL_SCHOOL2_CAP,Feuer,1
9892,SPELL_SCHOOL3_CAP,Natur,1
9893,SPELL_SCHOOL4_CAP,Frost,1
9894,SPELL_SCHOOL5_CAP,Schatten,1
9896,SPELL_TARGET_TEMPLATE,Ziel %s,1
9897,SPELL_TARGET_MULTIPLE_TEMPLATE,Ziel %1$s %2$d m von %3$s entfernt,1
9898,SPELL_TARGET_CONE_TEMPLATE,Ziel %1$s in einem kegelförmigen Bereich von %2$d m von %3$s,1
9899,SPELL_TARGET_TYPE1_DESC,beliebig,1
9900,SPELL_TARGET_TYPE_DEAD1_DESC,tot,1
9901,SPELL_TARGET_TYPE2_DESC,(Verbündet),1
9902,SPELL_TARGET_TYPE_DEAD2_DESC,"(Tot, Verbündet)",1
9903,SPELL_TARGET_TYPE3_DESC,Feind,1
9904,SPELL_TARGET_TYPE_DEAD3_DESC,toter Feind,1
9905,SPELL_TARGET_TYPE4_DESC,Gruppenmitglied,1
9906,SPELL_TARGET_TYPE_DEAD4_DESC,totes Gruppenmitglied,1
9907,SPELL_TARGET_TYPE6_DESC,Ort,1
9908,SPELL_TARGET_TYPE7_DESC,Objekt,1
9909,SPELL_TARGET_TYPE8_DESC,Begleiter,1
9910,SPELL_TARGET_TYPE9_DESC,Waffenhand-Gegenstand,1
9911,COSTS_LABEL,Kosten:,1
9912,STATS_LABEL,Werte:,1
9913,REQUIRES_LABEL,Benötigt:,1
9914,EFFECTS_LABEL,Erweitert,3
9915,TRAIN,Erlernen,1
9916,TRAINER_CAST_TIME_INSTANT,Zauberzeit: |cffffffffSofort|r,1
9917,TRAINER_CAST_TIME_SEC,Zauberzeit: |cffffffff%d Sek.|r,1
9918,TRAINER_COOLDOWN_TIME_INSTANT,Abklingzeit: |cffffffffSofort|r,1
9919,TRAINER_COOLDOWN_TIME_SEC,Abklingzeit: |cffffffff%d Sek.|r,1
9920,TRAINER_MANA_COST,Manakosten: |cffffffff%d|r,1
9921,TRAINER_MANA_COST_PER_TIME,"Manakosten: |cffffffff%1$d, plus %2$d pro Sek.|r",1
9922,TRAINER_REQ_LEVEL_RED,Stufe |cffff2020%d|r,1
9924,TRAINER_REQ_SKILL_RANK,%s (|cffffffff%d|r),1
9925,TRAINER_REQ_SKILL_RANK_RED,%s (|cffff2020%d|r),1
9926,TRAINER_REQ_ABILITY,|cffffffff%s|r,1
9927,TRAINER_REQ_ABILITY_RED,|cffff2020%s|r,1
9928,TRAINER_COST_TP_RED,|cffff2020%d|r Talente,1
9929,LOOT_ROUND_ROBIN,Plündern: Reihum,1
9930,LOOT_MASTER_LOOTER,Plündern: Gildenplündermeister,1
9931,LOOT_PROMOTE,Zum Plündermeister befördern,1
9932,CHAT_EMOTE_GET,%s\32,1
9933,CHAT_EMOTE_SEND,%s\32,1
9934,CHAT_GUILD_SEND,Gilde:\32,1
9935,CHAT_GUILD_UNINVITE_SEND,Aus Gilde entfernen:,1
9936,CHAT_GUILD_PROMOTE_SEND,Befördern,1
9937,CHAT_GUILD_DEMOTE_SEND,Rückstufen,1
9938,CHAT_GUILD_LEADER_SEND,Gildenmeister bestimmen:,1
9939,CHAT_INVITE_SEND,Einladen,3
9940,CHAT_MONSTER_SAY_GET,%s sagt:\32,1
9941,CHAT_MONSTER_EMOTE_GET,,1
9942,CHAT_OFFICER_GET,|Hchannel:OFFICER|h[Offizier]|h %s:\32,1
9943,CHAT_OFFICER_SEND,Offizier:\32,1
9944,CHAT_PARTY_SEND,Gruppe:\32,3
9945,CHAT_PROMOTE_SEND,Befördern,3
9946,CHAT_SAY_GET,%s sagt:\32,1
9947,CHAT_SAY_SEND,Sagen:\32,3
9948,CHAT_UNINVITE_SEND,Einladung rückgängig machen,3
9949,CHAT_WHISPER_INFORM_GET,An %s:\32,1
9950,CHAT_WHISPER_GET,%s flüstert:\32,1
9951,CHAT_WHISPER_SEND,%s erzählen:\32,3
9952,CHAT_YELL_SEND,Schreien:\32,1
9953,CHAT_CHANNEL_LEAVE_GET,%s hat den Channel verlassen.,1
9954,CHAT_YOU_LEFT_NOTICE,Channel verlassen: |Hchannel:%d|h[%s]|h,3
9955,CHAT_CHANNEL_GET,%s:\32,1
9956,CHAT_CHANNEL_SEND,[%d. %s]:\32,3
9957,CHAT_CHANNEL_LIST_GET,|Hchannel:CHANNEL:%d|h[%s]|h\32,1
9958,CHAT_NOT_MODERATOR_NOTICE,Nicht Moderator von |Hchannel:%d|h[%s]|h.,1
9959,CHAT_PASSWORD_CHANGED_NOTICE,|Hchannel:%d|h[%s]|h Passwort wurde von %s geändert.,1
9960,CHAT_OWNER_CHANGED_NOTICE,|Hchannel:%d|h[%s]|h %s ist neuer Besitzer des Channels.,1
9961,CHAT_CHANNEL_OWNER_NOTICE,|Hchannel:%d|h[%s]|h Besitzer des Channels ist %s.,1
9962,CHAT_ANNOUNCEMENTS_ON_NOTICE,|Hchannel:%d|h[%s]|h Channelmitteilungen wurden von %s aktiviert.,1
9963,CHAT_MODERATION_OFF_NOTICE,|Hchannel:%d|h[%s]|h Channelmoderation wurde von %s deaktiviert.,1
9964,CHAT_SET_MODERATOR_NOTICE,|Hchannel:%d|h[%s]|h Moderationsprivilegien an %s vergeben.,1
9965,CHAT_MUTED_NOTICE,|Hchannel:%d|h[%s]|h Ihr habt in diesem Channel keine Berechtigung für den Voicechat.,1
9966,CHAT_PLAYER_ALREADY_MEMBER_NOTICE,|Hchannel:%d|h[%s]|h Spieler %s befindet sich bereits im Channel.,1
9967,CHAT_WRONG_FACTION_NOTICE,Falsche Fraktion für %s.,1
9968,CHAT_AFK_GET,%s ist AFK:,1
9969,CHAT_FLAG_AFK,<AFK>,1
9970,CHAT_FLAG_DND,<DND>,1
9971,CHAT_FLAG_GM,<GM>,1
9972,CHAT_IGNORED,%s ignoriert Euch.,1
9973,EMOTE_MESSAGE,Emote,1
9974,GUILD_MESSAGE,Gildenchat,1
9975,PARTY_MESSAGE,Gruppenchat,3
9976,REPLY_MESSAGE,Antworten,3
9977,SAY_MESSAGE,Sagen,1
9978,WHISPER_MESSAGE,Flüstern,3
9979,SLASH_ASSIST1,/a,1
9980,SLASH_EMOTE1,/e,1
9981,SLASH_EMOTE2,/em,1
9982,SLASH_EMOTE3,/emote,1
9983,SLASH_EMOTE4,/me,1
9984,SLASH_GUILD1,/g,1
9985,SLASH_GUILD2,/gc,1
9986,SLASH_GUILD3,/gu,1
9987,SLASH_GUILD4,/Gilde,1
9988,SLASH_GUILD_HELP1,/ghilfe,1
9989,SLASH_GUILD_HELP2,/guildhelp,1
9990,SLASH_GUILD_INVITE1,/geinladen,1
9991,SLASH_GUILD_UNINVITE1,/gentfernen,1
9992,SLASH_GUILD_UNINVITE2,/gildeentfernen,1
9993,SLASH_GUILD_PROMOTE1,/gbefördern,1
9994,SLASH_GUILD_DEMOTE1,/gdegradieren,1
9995,SLASH_GUILD_DEMOTE2,/gildedegradieren,1
9996,SLASH_GUILD_ROSTER1,/gmitglieder,1
9997,SLASH_GUILD_DISBAND1,/gauflösen,1
9998,SLASH_GUILD_LEADER1,/gmeister,1
9999,SLASH_GUILD_LEAVE1,/gverlassen,1
10000,SLASH_GUILD_LEAVE2,/gildeverlassen,1
10001,SLASH_GUILD_MOTD1,/gndt,1
10002,SLASH_GUILD_MOTD2,/gildenndt,1
10003,SLASH_HELP1,/h,1
10004,SLASH_HELP2,/Hilfe,1
10005,SLASH_HELP3,/?,1
10006,SLASH_INSPECT1,/guck,1
10008,SLASH_INVITE1,/einl,1
10009,SLASH_INVITE2,/einladen,1
10010,SLASH_OFFICER1,/o,1
10011,SLASH_OFFICER2,/osagen,1
10012,SLASH_PARTY1,/p,3
10013,SLASH_PARTY2,/Gruppe,3
10014,SLASH_PLAYED1,/gespielt,1
10015,SLASH_PROMOTE1,/bef,1
10016,SLASH_PROMOTE2,/befördern,1
10017,SLASH_REPLY1,/r,3
10018,SLASH_SAY1,/s,1
10019,SLASH_TIME1,/Zeit,1
10020,SLASH_TRADE2,/handeln,1
10021,SLASH_UNINVITE1,/u,1
10022,SLASH_UNINVITE2,/aus,1
10023,SPELL_TARGET_TYPE10_DESC,Schildhandgegenstand,1
10024,SPELL_TARGET_TYPE11_DESC,Gruppe,1
10025,SPELL_TARGET_TYPE12_DESC,alle,1
10026,SPELL_TARGET_TYPE_DEAD12_DESC,alle tot,1
10027,SPELL_TARGET_TYPE13_DESC,Feinde,1
10028,SPELL_TARGET_TYPE14_DESC,Gruppe,1
10029,SPELL_TARGET_TYPE_DEAD14_DESC,tote Gruppenmitglieder,1
10030,SPELL_TARGET_CREATURE_TYPE1_DESC,%s,1
10031,SPELL_TARGET_CREATURE_TYPE_DEAD1_DESC,tote %s,1
10032,SPELL_TARGET_CREATURE_TYPE2_DESC,%s (Verbündet),1
10033,SPELL_TARGET_CREATURE_TYPE_DEAD2_DESC,"%s (Tot, Verbündet)",1
10034,SPELL_TARGET_CREATURE_TYPE3_DESC,Feind %s,1
10035,SPELL_TARGET_CREATURE_TYPE_DEAD3_DESC,toter Feind %s,1
10036,SPELL_TARGET_CREATURE_TYPE12_DESC,alle %s,1
10037,SPELL_TARGET_CREATURE_TYPE_DEAD12_DESC,alle toten %s,1
10038,SPELL_TARGET_CREATURE_TYPE13_DESC,Feind %s,1
10039,SPELL_TARGET_CENTER_CASTER,Zaubernder,1
10040,SPELL_TARGET_CENTER_LOC,Zielort,1
10041,SPELL_CAST_TIME_MIN,Wirken in %.2g Min.,1
10042,SPELL_PASSIVE,Passiv,1
10043,SPELL_RECAST_TIME_MIN,%.2g Min. Abklingzeit,1
10044,SPELL_RECAST_TIME_INSTANT,Keine Abklingzeit,1
10045,SPELL_TIME_REMAINING_SEC,Noch %d |4Sekunde:Sekunden;,1
10046,SPELL_TIME_REMAINING_MIN,Noch %d |4Minute:Minuten;,1
10047,PROC_EVENT2_DESC,wenn angegriffen,1
10048,PROC_EVENT3_DESC,bei Treffer oder wenn angegriffen,1
10049,ERR_CANT_EQUIP_EVER,Diesen Gegenstand könnt Ihr niemals benutzen.,1
10050,ERR_BAG_FULL,Diese Tasche ist voll.,1
10051,ERR_NO_SLOT_AVAILABLE,Es gibt keinen Ausrüstungsplatz für diesen Gegenstand.,1
10052,SPELL_TIMER,%s hat versagt: Ihr habt Euch noch nicht erholt.,1
10053,TIME_PLAYED_TOTAL,Gesamte Spielzeit: %s,1
10054,TIME_TEMPLATE_LONG,"%1$d Tage, %2$d Stunden, %3$d Minuten, %4$d Sekunden",1
10055,USE_NO_DROP,"Wenn Ihr diesen Gegenstand benutzt, wird er an Euch gebunden sein.",1
10056,WRONG_SLOT_FOR_ITEM,Dieser Gegenstand passt nicht in diesen Platz.,1
10057,PLAYER_LOGOUT_FAILED_ERROR,"Ihr könnt Euch nicht ausloggen, da Ihr Euch gerade nicht setzen könnt.",1
10058,ATTACK,Angreifen,1
10061,BLOCK,Blocken,3
10066,DODGE,Ausweichen,3
10069,PARRIED,Pariert,1
10071,PARRY,Parieren,3
10075,INTERRUPTED,Unterbrochen,1
10076,INTERRUPT,Unterbrechen,1
10078,RESIST,Widerstehen,1
10083,IMMUNE,Immun,1
10086,STUNNED,Betäubt,1
10087,STUN,Betäuben,1
10088,STUN_CAPS,BETÄUBEN,1
10089,DEATH_RELEASE,Geist freilassen,1
10090,DEATH_RELEASE_TIMER,%1$d %2$s bis zur Freigabe,1
10091,CAMP_TIMER,%1$d %2$s bis zum Logout,1
10092,CAMP_NOW,Jetzt ausloggen,3
10094,SEND_SUGGEST,Vorschlag senden,1
10095,SEND_BUG,Bug melden,1
10096,SUGGESTFRAME_TITLE,Vorschläge und Bugs,1
10097,ASSIGNED_COLON,Zurzeit zugewiesen:,1
10098,CLOSE_LOG,Log schließen,1
10099,COMPLETE_QUEST,Quest beenden,1
10100,CURRENT_QUESTS,Aktuelle Quests,1
10101,QUEST_COMPLETE,Quest abgeschlossen,1
10102,QUEST_DESCRIPTION,Beschreibung,1
10103,QUEST_FAILED,Abschließen der Quest gescheitert.,1
10104,QUEST_FAILED_TAG,- Fehlgeschlagen,1
10105,QUEST_HARD,(Schwer),1
10106,QUEST_LOG,Questlog,1
10107,QUEST_OBJECTS_FOUND,%1$s: %2$d/%3$d,1
10108,QUEST_ITEMS_NEEDED,%1$s: %2$d/%3$d,1
10109,QUEST_OBJECTIVES,Questziele,1
10110,QUEST_REWARDS,Belohnungen,1
10111,QUEST_TIMERS,Questzeit,1
10112,QUESTS_COLON,Quests:,1
10113,REWARD_CHOICES,Auf Euch wartet eine dieser Belohnungen:,1
10114,REWARD_ITEMS,Ihr bekommt außerdem:,1
10115,SORT_QUEST,Quest sortieren,1
10116,TASKS_COLON,Aufgaben:,1
10117,TIME_REMAINING,Verbleibende Zeit:,5
10118,TURN_IN_ITEMS,Benötigte Gegenstände:,1
10119,ALREADY_LEARNED,Bereits erlernt,1
10120,ITEM_RESIST_SINGLE,%c%d %swiderstand,1
10121,ITEM_SOULBOUND,Seelengebunden,5
10122,ITEM_SPELL_CHARGES,%d |4Aufladung:Aufladungen;,1
10123,ITEM_UNIQUE,Einzigartig,1
10124,ITEM_UNIQUE_MULTIPLE,Limitiert (%d),1
10125,ITEM_CONJURED,Herbeigezauberter Gegenstand,1
10126,LEVEL_GAINED,Stufe %d,1
10127,PRIMARY,Primär,1
10128,PRIMARY_SKILLS,Primäre Fertigkeiten:,1
10129,PROFICIENCIES,Kenntnisse:,1
10130,SECONDARY,Sekundär,1
10131,SECONDARY_SKILLS,Sekundäre Fertigkeiten:,1
10132,SKILL_LEVEL,Fertigkeitsstufe,1
10133,SPECIAL_SKILLS,%s Fertigkeiten:,1
10134,TRADE_SKILLS,Berufe,1
10135,HELP_TEXT_LINE12,"- 'r' oder '/r', um auf das zuletzt mit 'tell' Gesagte zu antworten.",1
10136,HELP_TEXT_LINE13,"- /wer, um eine Spielerliste anzuzeigen.",1
10137,CHAT_HELP_TEXT_LINE2,"/#, /c, /csagen - Text an den Channel mit der Nummer (z. B. /1 Hi!) senden.",3
10138,CHAT_HELP_TEXT_LINE4,"/beitreten, /channel, /chan - Einem Channel beitreten.",3
