ID,ClientPrefix,ClientFileString,Name_lang,Name_female_lang,Name_lowercase_lang,Name_female_lowercase_lang,Lore_name_lang,Lore_name_female_lang,Lore_name_lower_lang,Lore_name_lower_female_lang,LoreDescription_lang,Short_name_lang,Short_name_female_lang,Short_name_lower_lang,Short_name_lower_female_lang,Flags,FactionID,CinematicSequenceID,ResSicknessSpellID,SplashSoundID,CreateScreenFileDataID,SelectScreenFileDataID,LowResScreenFileDataID,AlteredFormStartVisualKitID[0],AlteredFormStartVisualKitID[1],AlteredFormStartVisualKitID[2],AlteredFormFinishVisualKitID[0],AlteredFormFinishVisualKitID[1],AlteredFormFinishVisualKitID[2],HeritageArmorAchievementID,StartingLevel,UiDisplayOrder,PlayableRaceBit,TransmogrifyDisabledSlotMask,AlteredFormCustomizeOffsetFallback[0],AlteredFormCustomizeOffsetFallback[1],AlteredFormCustomizeOffsetFallback[2],AlteredFormCustomizeRotationFallback,Field_9_1_0_38312_030[0],Field_9_1_0_38312_030[1],Field_9_1_0_38312_030[2],Field_9_1_0_38312_031[0],Field_9_1_0_38312_031[1],Field_9_1_0_38312_031[2],BaseLanguage,CreatureType,Alliance,Race_related,UnalteredVisualRaceID,DefaultClassID,NeutralRaceID,MaleModelFallbackRaceID,MaleModelFallbackSex,FemaleModelFallbackRaceID,FemaleModelFallbackSex,MaleTextureFallbackRaceID,MaleTextureFallbackSex,FemaleTextureFallbackRaceID,FemaleTextureFallbackSex,HelmetAnimScalingRaceID,UnalteredVisualCustomizationRaceID
13,Na,Naga_,Naga,Naga,Naga,Naga,,,,,,,,,,1,1,0,15007,1096,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,7,7,2,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0
14,Br,Broken,Zerschlagener,Zerschlagene,Zerschlagene,Zerschlagene,,,,,,,,,,5,1,0,15007,1096,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,7,7,2,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0
15,Sk,Skeleton,Skelett,,Skelett,,,,,,,,,,,1,1,0,15007,1096,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,7,7,2,0,0,0,0,5,0,5,1,5,0,5,1,0,0
16,Vr,Vrykul,Vrykul,Vrykul,Vrykul,Vrykul,,,,,,,,,,9,1,0,15007,1096,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,7,7,2,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0
17,Tu,Tuskarr,Tuskarr,Tuskarr,Tuskarr,Tuskarr,,,,,,,,,,262145,1,0,15007,1096,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,7,7,2,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0
18,Ft,ForestTroll,Waldtroll,,Waldtroll,,,,,,,,,,,15,1,0,15007,1096,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,7,7,2,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0
19,Wt,Taunka,Taunka,,Taunka,,,,,,,,,,,5,1,0,15007,1096,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,7,7,2,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0
20,NS,NorthrendSkeleton,Nordendskelett,,Nordendskelett,,,,,,,,,,,5,1,0,15007,1096,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,7,7,2,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0
21,It,IceTroll,Eistroll,,Eistroll,,,,,,,,,,,5,1,0,15007,1096,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,7,7,2,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0
22,Wo,Worgen,Worgen,,Worgen,,Gilneer,,gilneer,,"Ein Fluch verwandelte die Menschen von Gilneas in unbändige Worgen, die ihre Wildheit jetzt in den Dienst ihrer Verbündeten stellen.",Worgen,,worgen,,6291526,2203,170,15007,1096,623712,313254,651555,0,47273,0,47268,47239,47268,0,1,0,21,0,-5.35,2.1,-0.5,0.2,0,0,0,0,0,0,7,7,0,9,1,4,0,0,-1,0,-1,0,-1,0,-1,0,23
23,Hu,Human,Gilneer,Gilneerin,Gilneer,Gilneerin,,,,,The worgen were first unleashed upon the Eastern Kingdoms by Archmage Arugal. <PH>,,,,,237,1,0,15007,1096,623712,313254,651555,0,0,0,47268,47268,47268,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0
24,Pa,Pandaren,Pandaren,,Pandaren,,Pandaren,,pandaren,,"Das spirituelle und neugierige Volk der Pandaren liebt vor allem drei Dinge: Kochen, Brauen und Abenteuer.",Pandaren,,pandaren,,6543380,2395,259,15007,1096,623716,574549,651561,0,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,42,7,2,0,0,10,0,0,-1,0,-1,0,-1,0,-1,0,0
25,Pa,Pandaren,Pandaren,,Pandaren,,Tushui,,tushui,,"Das spirituelle und neugierige Volk der Pandaren liebt vor allem drei Dinge: Kochen, Brauen und Abenteuer.",Pandaren,,pandaren,,211460,2401,259,15007,1096,623712,574549,651555,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,7,7,0,26,0,10,24,24,0,24,1,24,0,24,1,0,0
26,Pa,Pandaren,Pandaren,,Pandaren,,Huojin,,huojin,,"Das spirituelle und neugierige Volk der Pandaren liebt vor allem drei Dinge: Kochen, Brauen und Abenteuer.",Pandaren,,pandaren,,211460,2402,259,15007,1096,623714,574549,651558,0,0,0,0,0,0,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,1,7,1,25,0,10,24,24,0,24,1,24,0,24,1,0,0
27,Nb,Nightborne,Nachtgeborener,Nachtgeborene,Nachtgeborene,Nachtgeborene,Shal'dorei,,shal'dorei,,Die Nachtgeborenen lebten 10.000 Jahre lang abgeschieden in Suramar und entwickelten sich dort zu unübertroffenen Meistern der arkanen Künste.,Elf,,elf,,11010052,1610,0,15007,1096,623714,1662240,651558,0,0,0,0,0,0,12413,10,1,26,0,0,0,0,0,0,0.087,0,0,0.087,0,1,7,1,29,0,8,0,4,0,4,1,4,0,4,1,0,0
28,Ht,HighmountainTauren,Hochbergtauren,,Tauren,Tauren,Tauren,,tauren,,"Die Hochbergtauren huldigen den Geistern der Erde, der Flüsse und des Himmels. Sie verkörpern Edelmut und Stärke.",Tauren,,tauren,,8912902,6,0,15007,1096,623714,1662239,651558,0,0,0,0,0,0,12415,10,2,27,0,0,0,0,0,0,0.085,0,0,0.085,0,1,7,1,30,0,3,0,6,0,6,1,6,0,6,1,0,0
29,Ve,VoidElf,Leerenelf,Leerenelfe,Leerenelf,Leerenelfe,Ren'dorei,,ren'dorei,,Die Leerenelfen wurden durch verbotene Magie verwandelt und von ihrem Volk verstoßen. Heute kämpfen sie für die Allianz.,Elf,,elf,,9961484,4,0,15007,1096,623712,1662242,651555,0,0,0,0,0,0,12291,10,1,28,0,0,0,0,0,0,0,0,0,0,0,7,7,0,27,0,8,0,10,0,10,1,10,0,10,1,0,0
30,Ld,LightforgedDraenei,Lichtgeschmiedeter Draenei,Lichtgeschmiedete Draenei,Draenei,Draenei,Lichtgeschmiedeter Draenei,,Lichtgeschmiedeter Draenei,,Die Lichtgeschmiedeten Draenei wurden vom heiligen Licht durchdrungen und sind lebendige Waffen im Kampf gegen das Böse.,Draenei,,draenei,,8912910,1629,0,15007,1096,623712,1662241,651555,0,0,0,0,0,0,12414,10,2,29,0,0,0,0,0,0,0,0,0,0,0,7,7,0,28,0,2,0,11,0,11,1,11,0,11,1,0,0
31,Za,ZandalariTroll,Zandalaritroll,,Zandalaritroll,,Zandalari,,zandalari,,Die Zandalari verehren ihre mystischen Loa und besitzen eine der eindrucksvollsten Flotten Azeroths.,Troll,,troll,,15204358,116,0,15007,1096,623714,2743642,651558,0,0,0,0,0,0,13503,10,4,30,0,0,0,0,0,0,0.08,0,0,0.08,0,1,7,1,32,0,7,0,0,-1,8,1,0,-1,8,1,8,0
32,Kt,KulTiran,Kul Tiraner,Kul Tiranerin,Kul Tiraner,Kul Tiranerin,Kul Tiraner,,Kul Tiraner,,Nach Jahren der Isolation stellen die Kul Tiraner ihre mächtige Flotte einmal mehr in den Dienst der Allianz.,Mensch,,mensch,,15204364,1,0,15007,1096,623712,2575493,651555,0,0,0,0,0,0,13504,10,4,31,0,0,0,0,0,0,0,0,0,0,0,7,7,0,31,0,1,0,0,-1,0,-1,0,-1,0,-1,1,0
33,Th,ThinHuman,Mensch,,Mensch,,,,,,Kul Tiras was founded by fearless explorers who sailed uncharted waters in search of adventure. <PH>,,,,,525,1,0,15007,1096,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,7,7,2,0,0,0,0,5,1,0,-1,5,0,0,-1,1,0
34,Di,DarkIronDwarf,Dunkeleisenzwerg,Dunkeleisenzwergin,Zwerg,Zwergin,Dunkeleisenzwerg,,dunkeleisenzwerg,,Mit feurigem Gemüt und wilder Entschlossenheit kämpft der Dunkeleisenklan an der Seite seiner Zwergenbrüder.,Zwerg,,zwerg,,8912908,3,0,15007,1090,623712,2005930,651555,0,0,0,0,0,0,13076,10,3,11,0,0,0,0,0,0,0,0,0,0,0,7,7,0,36,0,1,0,3,0,3,1,3,0,3,1,3,0
35,Vu,Vulpera,Vulpera,,Vulpera,,Vulpera,,vulpera,,"Die gerissenen und einfallsreichen Vulpera haben ein Talent dafür, unter den widrigsten Umständen aufzublühen.",Vulpera,,vulpera,,15204358,2204,0,15007,1096,623714,3188841,651558,0,0,0,0,0,0,14002,10,10,12,0,0,0,0,0,0,0.082,0,0,0.085,0,1,7,1,37,0,4,0,0,-1,0,-1,0,-1,0,-1,9,0
36,Mo,MagharOrc,Mag'har,Mag'har,Mag'har,Mag'har,Mag'har,,mag'har,,Die einst rivalisierenden Klans der unverderbten Orcs von Draenor treten heute vereint unter dem Banner der wilden Mag'har auf.,Orc,,orc,,8912908,2,0,15007,1096,623714,2005932,651558,0,0,0,0,0,0,13077,10,3,13,0,0,0,0,0,0,0.085,0,0,0.07,0,1,7,1,34,0,1,0,2,0,2,1,2,0,2,1,2,0
37,Mg,Mechagnome,Mechagnom,,Mechagnom,,Mechagnom,,mechagnom,,"Die schlauen Mechagnome streben danach, ein Gleichgewicht zwischen Fleisch und Technologie zu finden, was sie zu innovativen Verbündeten macht.",Gnom,,gnom,,15204364,115,0,15007,1096,623712,3188839,651555,0,0,0,0,0,0,14014,10,0,14,896,0,0,0,0,0,0,0,0,0,0,7,7,0,35,0,1,0,7,0,7,1,7,0,7,1,0,0
52,Dt,Dracthyr,Dracthyr,,Dracthyr,,Dracthyr,,Dracthyr,,Erfüllt von der Magie der Drachenschwärme verbinden die Dracthyr den Einfallsreichtum der Sterblichen mit der Macht der Drachen.,Drachkin,,drachkin,,167772164,1,0,15007,1096,623712,4620425,651555,0,0,0,155552,155552,155552,0,10,0,16,0,-1.7,1.9,-0.15,0,0,2.085,0,0,2.085,0,7,7,0,70,75,13,0,0,-1,0,-1,0,-1,0,-1,0,0
70,Dt,Dracthyr,Dracthyr,,Dracthyr,,Dracthyr,,Dracthyr,,Erfüllt von der Magie der Drachenschwärme verbinden die Dracthyr den Einfallsreichtum der Sterblichen mit der Macht der Drachen.,Drachkin,,drachkin,,167772164,2,0,15007,1096,623714,4620425,651558,0,0,0,155552,155552,155552,0,10,0,15,0,-1.3,2.1,-0.01,0,0,2.085,0,0,2.085,0,1,7,1,52,76,13,0,0,-1,0,-1,0,-1,0,-1,0,0
71,Cd,CompanionDrake,Hochlanddrache,,Hochlanddrache,,,,,,,,,,,8413697,1,0,15007,1096,0,0,0,0,0,0,0,0,0,0,1,13,-1,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,0,0,5,1,0,-1,5,0,0,-1,1,0
72,Cp,CompanionProtoDragon,Erneuerter Protodrache,,erneuerter Protodrache,,,,,,,,,,,8413697,1,0,15007,1096,0,0,0,0,0,0,0,0,0,0,1,11,-1,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,0,0,5,1,0,-1,5,0,0,-1,1,0
73,Cs,CompanionSerpent,Schlängelnder Kriecherdrache,,schlängelnder Kriecherdrache,,,,,,,,,,,8413697,1,0,15007,1096,0,0,0,0,0,0,0,0,0,0,1,15,-1,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,0,0,5,1,0,-1,5,0,0,-1,1,0
74,Cw,CompanionWyvern,Klippenwilddrache,,Klippenwilddrache,,,,,,,,,,,8413697,1,0,15007,1096,0,0,0,0,0,0,0,0,0,0,1,14,-1,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,0,0,5,1,0,-1,5,0,0,-1,1,0
75,Dt,Dracthyr,Antlitz,,Antlitz,,Antlitz,,Antlitz,,"Ein mysteriöses Volk, das ein Talent für das Manipulieren von Kerzen hat.",Antlitz,,Antlitz,,103,1,0,15007,1096,623712,131948,651555,0,0,0,155553,155553,155553,0,1,0,-1,0,0,0,0,0.2,0,0,0,0,0,0,7,7,0,0,0,0,0,10,0,1,1,10,0,1,1,0,23
76,Dt,Dracthyr,Antlitz,,Antlitz,,Antlitz,,Antlitz,,"Ein mysteriöses Volk, das ein Talent für das Manipulieren von Kerzen hat.",Antlitz,,Antlitz,,103,1,0,15007,1096,623714,132003,651558,0,0,0,155553,155553,155553,0,1,0,-1,0,0,0,0,0.2,0,0,0,0,0,0,1,7,1,0,0,0,0,10,0,1,1,10,0,1,1,0,23
77,Ct,CompanionPterrodax,Windgeborener Velocidrache,,windgeborener Velocidrache,,,,,,,,,,,8413697,1,0,15007,1096,0,0,0,0,0,0,0,0,0,0,1,12,-1,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,0,0,5,1,0,-1,5,0,0,-1,1,0
80,Cn,CompanionNetherwingDrake,Grottendrache der Netherschwingen,,grottendrache der netherschwingen,,,,,,,,,,,8413697,1,0,15007,1096,0,0,0,0,0,0,0,0,0,0,1,16,-1,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0
82,Sg,RostrumStormGryphon,Algarischer Sturmreiter,,algarischer Sturmreiter,,,,,,,,,,,8413697,1,0,15007,1096,0,0,0,0,0,0,0,0,0,0,1,17,-1,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0
83,Fd,RostrumFaerieDragon,Blühender Launendrache,,blühender Launendrache,,,,,,,,,,,8413697,1,0,15007,1096,0,0,0,0,0,0,0,0,0,0,1,18,-1,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0
84,Ed,EarthenDwarf,Irdener,Irdene,irdener,irdene,Irdener,,irdener,,"Befreit von den Edikten, an die sie gebunden waren, und mit grenzenloser Neugier strömen die neuen Irdenen hinaus, um die Welt zu erkunden und sich der Horde anzuschließen.",Irdener,,irdener,,15204364,2,0,15007,1090,623714,5797525,651558,0,0,0,0,0,0,0,10,3,17,0,0,0,0,0,0,0,0,0,0,0,1,7,1,85,0,1,0,3,0,3,1,3,0,3,1,3,0
85,Ed,EarthenDwarf,Irdener,Irdene,irdener,irdene,Irdener,,irdener,,"Befreit von den Edikten, an die sie gebunden waren, und mit grenzenloser Neugier strömen die neuen Irdenen hinaus, um die Welt zu erkunden und sich der Allianz anzuschließen.",Irdener,,irdener,,8912908,3,0,15007,1090,623712,5797525,651555,0,0,0,0,0,0,0,10,3,18,0,0,0,0,0,0,0,0,0,0,0,7,7,0,84,0,1,0,84,0,84,1,84,0,84,1,3,0
86,Hr,Harronir,Haranir,Haranir,Haranir,Haranir,Haranir,,Haranir,,,Haranir,,Haranir,,517,1,0,15007,1096,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,7,7,2,0,0,0,0,5,1,0,-1,5,0,0,-1,1,0
87,As,RostrumAirship,Luftschiff des Tiefenforschers,,Luftschiff des Tiefenforschers,,,,,,,,,,,8413697,1,0,15007,1096,0,0,0,0,0,0,0,0,0,0,1,19,-1,0,0,0,0,0,0,0,0,0,0,0,7,9,2,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0
90,As,RostrumAirship,Gobtrotter des Tiefenforschers,,Gobtrotter des Tiefenforschers,,,,,,,,,,,8413697,1,0,15007,1096,0,0,0,0,0,0,0,0,0,0,1,20,-1,0,0,0,0,0,0,0,0,0,0,0,7,9,2,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0
