ID,Name_lang,Description_lang,CovenantID,Level,Icon,Field_10_2_6_53840_005,UiOrder,SpellID
1266,Glücki,"|cFF00ccffDragonflight-Haustier|r|n|cFF1eff00Plunderstorm-Haustier|r|n|nSchaltet Glücki frei. In Plunderstorm kann Da'kash Grimjoch Euer Haustier für Euch beschwören.|n|n""Er ist ganz begeistert, hier zu sein.""",23,6,237309,0,1,439475
1267,Deckhand,"|cFF1eff00Plunderstorm-Titel|r|n|nSchaltet den Titel ""Deckhand"" bei Da'kash Grimjoch in Plunderstorm frei.|n|n""Der Kapitän hat Euch offiziell zur Deckhand ernannt!""",23,2,1063033,0,1,438007
1268,Säbelrassler,"|cFF1eff00Plunderstorm-Titel|r|n|nSchaltet den Titel ""Säbelrassler"" bei Da'kash Grimjoch in Plunderstorm frei.|n|n""Ihr habt bewiesen, dass Ihr sowohl säbeln als auch rasseln könnt.""",23,10,2060684,0,1,438036
1269,Bukanier,"|cFF1eff00Plunderstorm-Titel|r|n|nSchaltet den Titel ""Bukanier"" bei Da'kash Grimjoch in Plunderstorm frei.|n|n""Man fürchtet Euch wie den Sturm selbst!""",23,20,2055037,0,1,438034
1270,Erster Maat,"|cFF1eff00Plunderstorm-Titel|r|n|nSchaltet den Titel ""Erster Maat"" bei Da'kash Grimjoch in Plunderstorm frei.|n|n""Eure Vorliebe für das Plündern ist legendär!""",23,30,2055032,0,1,438029
1271,Ein winziger gefiederter Dreispitz,"|cFF00ccffDragonflight-Freund|r|n|cFF1eff00Plunderstorm-Freund|r|n|nNach dem Beschwören wird Pepe jetzt manchmal als Plünderfürst gekleidet erscheinen. Um den Mini-Kapitän in Plunderstorm zu beschwören, könnt Ihr Euch an Da'kash Grimjoch wenden.",23,24,1044996,0,1,438055
1272,Dunkles Warnschild,"|cFF00ccffDragonflight-Spielzeug|r|n|nSchaltet das dunkle Warnschild als Spielzeug frei.|n|n""Perfekt, um einen eigenen Piratentreffpunkt zu gründen.""",23,16,2055035,0,1,443715
1273,Paket mit Fassstempel,|cFF00ccffDragonflight-Quest|r|n|nEine neue Quest wartet auf einen Spielercharakter der Stufe 70 in Valdrakken auf den Dracheninseln.,23,5,236664,0,1,443716
1274,Zwicky,"|CFFa335eeClassic-Haustier|r|n|nSchaltet das Haustier ""Zwicky, der Plünderer"" in Wrath of the Lich King Classic frei.|n|n""Vorsicht vor dem spitzen Ende!""",23,11,5559624,0,1,440575
1275,Polly Roger,|CFFa335eeClassic-Reittier|r|n|nSchaltet das Reittier Polly Roger in Wrath of the Lich King Classic frei.,23,39,5578050,0,1,440578
1311,Monokel des Plünderfürsten,"|cFF00ccffDragonflight-Vorlage|r|n|nSchaltet die Vorlage für das Monokel des Plunderfürsten frei.|n|n""Hilft, wenn man nur ein Auge zum Sehen hat.""",23,38,5689350,0,0,443376
1312,Wappenrock des Plünderfürsten,"|cFF00ccffDragonflight-Vorlage|r|n|nSchaltet die Vorlage für den Wappenrock des Plunderfürsten frei.|n|n""Ihr habt bewiesen, dass Ihr ein Bukanier und Liebling von Kapitän Fasshaxe seid. Stellt stolz die Gunst Eures Kapitäns zur Schau.""",23,40,5690395,0,1,443375
