ID,Name_lang,MapID,QuestPOIBlobID,AreaPOIIconEnum
229,Ausgrabungsstätte von Balia'mah,0,55460,177
231,Ausgrabungsstätte von Ziata'jai,0,55462,177
233,Östliche Ausgrabungsstätte von Zul'Mamwe,0,55464,177
235,Westliche Ausgrabungsstätte von Zul'Mamwe,0,55466,177
237,Raptorfelder der Ungezähmten Küste,0,55468,177
239,Ruinen von Aboraz,0,55470,177
241,Ruinen von Jubuwal,0,55472,177
243,Ausgrabungsstätte an der Gurubashiarena,0,55474,177
245,Ausgrabungsstätte am Nek'maniquellbrunnen,0,55476,177
247,Teufelssteinfossilienfeld,0,55478,177
249,Fossilienfeld am Nordkamm,0,55480,177
251,Fossilienbank von Andorhal,0,55482,177
259,Fossilienfeld des Drachensumpfes,1,55755,177
261,Fossilienfeld im Morast,1,55757,177
279,Ausgrabungsstätte des Düsterbruchs,1,56327,177
281,Ausgrabungsstätte der Zerstörten Allmende,1,56329,177
283,Ausgrabungsstätte von Rabenwind,1,56331,177
285,Ausgrabungsstätte von Oneiros,1,56333,177
287,Ausgrabungsstätte von Solarsal,1,56335,177
289,Ausgrabungsstätte bei Graunebel,1,56337,177
291,Ausgrabungsstätte von Südisildien,1,56339,177
293,Ausgrabungsstätte von Nordisildien,1,56341,177
295,Ausgrabungsstätte von Constellas,1,56343,177
297,Ausgrabungsstätte von Morlos'Aran,1,56345,177
299,Ausgrabungsstätte von Jaedenar,1,56347,177
301,Ausgrabungsstätte des Eisenwaldes,1,56349,177
303,Ausgrabungsstätte des Kel'Therilsees,1,56351,177
305,Ausgrabungsstätte des Eulenflügeldickichts,1,56354,177
307,Ausgrabungsstätte der Frosthauchschlucht,1,56356,177
309,Fossilienbank der Felder des Blutes,1,56358,177
313,Ausgrabungsstätte der Alptraumnarbe,1,56362,177
315,Ausgrabungsstätte von Zul'Farrak,1,56364,177
317,Ausgrabungsstätte der Zerbrochenen Säule,1,56367,177
319,Ausgrabungsstätte der Ostmondruinen,1,56369,177
321,Ausgrabungsstätte der Südmondruinen,1,56371,177
323,Fossilienkamm der Dünenbrecher,1,56373,177
325,Fossilienkamm der Ewigen Sande,1,56375,177
327,Untere Teergruben von Lakkari,1,56380,177
329,Obere Teergruben von Lakkari,1,56382,177
331,Fossilienfeld der Terrorflucht,1,56384,177
333,Fossilienfelder der Schreienden Weiten,1,56386,177
335,Fossilienbank der Marschen,1,56388,177
337,Ausgrabungsstätte des Südwindpostens,1,56390,177
339,Ausgrabungsstätte des Außenpostens von Gor'gaz,530,56392,177
341,Ausgrabungsstätte von Zeth'Gor,530,56394,177
343,Ausgrabungsstätte des Höllenfeuerbecken,530,56396,177
345,Ausgrabungsstätte der Höllenfeuerzitadelle,530,56398,177
347,Ausgrabungsstätte von Sha'naar,530,56400,177
349,Ausgrabungsstätte der Ruinen von Boha'mu,530,56402,177
351,Ausgrabungsstätte der Ruinen der Zwillingsspitze,530,56404,177
353,Ausgrabungsstätte der Ruinen von Enkaat,530,56406,177
355,Ausgrabungsstätte der Ruinen von Arklon,530,56408,177
357,Ausgrabungsstätte der Ruinen von Farahlon,530,56410,177
359,Ausgrabungsstätte des Ahnengrunds,530,56412,177
363,Ausgrabungsstätte des Sonnenwindpostens,530,56416,177
365,Ausgrabungsstätte des Lachenden Schädels,530,56418,177
367,Ausgrabungsstätte der Brennenden Klinge,530,56420,177
369,Ausgrabungsstätte von Haala,530,56422,177
371,Ausgrabungsstätte von Grangol'var,530,56424,177
373,Ausgrabungsstätte von Tuurem,530,56426,177
375,Ausgrabungsstätte der Ruinen des Blutenden Auges,530,56428,177
377,Ausgrabungsstätte der Ruinen der Knochenmalmer,530,56430,177
379,Ausgrabungsstätte der Knochenwüste,530,56432,177
381,Östliche Ausgrabungsstätte von Auchindoun,530,56434,177
383,Westliche Ausgrabungsstätte von Auchindoun,530,56437,177
385,Ausgrabungsstätte der Stätte der Illidari,530,56439,177
387,Ausgrabungsstätte der Echsennarbe,530,56441,177
391,Ausgrabungsstätte der Ruinen von Baa'ri,530,56446,177
393,Ausgrabungsstätte der Stätte der Mondfinsternis,530,56448,177
395,Ausgrabungsstätte des Kerkers des Wächters,530,56450,177
399,Festung des Drachenmals,530,56455,177
401,Ausgrabungsstätte von Skorn,571,56504,177
403,Ausgrabungsstätte von Halgrind,571,56506,177
405,Ausgrabungsstätte von Wyrmskol,571,56508,177
407,Ausgrabungsstätte des Schildhügels,571,56510,177
409,Ausgrabungsstätte Quälheim,571,56512,177
411,Ausgrabungsstätte von Nifflevar,571,56514,177
413,Ausgrabungsstätte von Gjalerbron,571,56516,177
415,Ausgrabungsstätte der Grube von Narjun,571,56518,177
417,Ausgrabungsstätte der Mondruhgärten,571,56520,177
419,Ausgrabungsstätte von En'kilah,571,56522,177
421,Ausgrabungsstätte von Kolramas,571,56524,177
423,Ausgrabungsstätte der Ruinen der Peitschennarbe,571,56526,177
425,Ausgrabungsstätte der Violetten Wacht,571,56528,177
427,Ausgrabungsstätte der Ruinen von Shandaral,571,56530,177
429,Ausgrabungsstätte am Altar von Sseratus,571,56533,177
431,Ausgrabungsstätte von Zim'Rhuk,571,56535,177
433,Ausgrabungsstätte von Zol'Heb,571,56537,177
435,Ausgrabungsstätte am Altar von Quetz'lun,571,56539,177
437,Ausgrabungsstätte von Talramas,571,56541,177
439,Ausgrabungsstätte von Voldrune,571,56543,177
443,Ausgrabungsstätte der Ruinen von Drakil'jin,571,56547,177
445,Ausgrabungsstätte von Brunnhildar,571,56549,177
447,Ausgrabungsstätte von Sifreldar,571,56551,177
449,Ausgrabungsstätte von Valkyrion,571,56553,177
451,Ausgrabungsstätte von Geißelholme,571,56555,177
455,Ausgrabungsstätte von Ymirheim,571,56560,177
457,Ausgrabungsstätte von Jotunheim,571,56562,177
459,Ausgrabungsstätte von Njorndar,571,56564,177
461,Ausgrabungsstätte der Ruinen von Lar'donir,1,56566,177
463,Ausgrabungsstätte des Schreins von Goldrinn,1,56568,177
465,Ausgrabungsstätte des Hains von Aessina,1,56570,177
467,Ausgrabungsstätte des Heiligtums von Malorne,1,56572,177
469,Ausgrabungsstätte der Verbrannten Ebene,1,56574,177
471,Ausgrabungsstätte der Gärten von Quel'Dormir,0,56576,177
473,Ausgrabungsstätte von Nar'shola,0,56578,177
475,Ausgrabungsstätte des Biel'arangrats,0,56580,177
477,Ausgrabungsstätte der Ruinen von Dunwald,0,56583,177
479,Ausgrabungsstätte der Ruinen von Donnermar,0,56585,177
481,Ausgrabungsstätte der Humboldtfeuersbrunst,0,56587,177
485,Ausgrabungsstätte des Grabs des Khartut,1,56591,177
487,Ausgrabungsstätte der Gräber der Wegbereiter,1,56593,177
489,Ausgrabungsstätte der Schicksalsstiege,1,56595,177
491,Ausgrabungsstätte von Neferset,1,56597,177
493,Ausgrabungsstätte von Orsis,1,56599,177
495,Ausgrabungsstätte der Ruinen von Ammon,1,56601,177
497,Ausgrabungsstätte der Ruinen von Khintaset,1,56603,177
499,Ausgrabungsstätte des Tempels von Uldum,1,56605,177
501,Ausgrabungsstätte der Ruinen von Ahmtul,1,56607,177
570,Ausgrabungsstätte am Flussdelta,1,60350,177
572,Ausgrabungsstätte am Verfluchten Landeplatz,1,60352,177
574,Ausgrabungsstätte am Kesetpass,1,60354,177
576,Ausgrabungsstätte der Felder von Akhenet,1,60356,177
578,Ausgrabungsstätte am Obelisken der Sterne,1,60358,177
581,Ausgrabungsstätte der Sahketwüste,1,60361,177
583,Grabungsstätte bei Schnottz' Landeplatz,1,60363,177
587,Ausgrabungsstätte der Schreckensgrube,571,60367,177
589,Sande von Nasam,571,60369,177
615,Ausgrabungsstätte des Schreckenstunnels,0,60442,177
617,Ausgrabungsstätte des Pestwaldes,0,60444,177
918,Ausgrabungsstätte des Tigergehölzes,870,66767,177
923,Ausgrabungsstätte von Tian,870,66784,177
928,Ausgrabungsstätte des Schreins der Morgensonne,870,66789,177
934,Ausgrabungsstätte der Terrasse der Zehn Donner,870,66795,177
936,Ausgrabungsstätte am Omen des Kaisers,870,66817,177
938,Ausgrabungsstätte des Arboretums,870,66854,177
941,Ausgrabungsstätte am Donnerholz,870,66890,177
949,Mogu TEMPLATE Digsite,870,66911,177
951,Pandaren TEMPLATE Digsite,870,66913,177
955,Ausgrabungsstätte der singenden Marschen,870,66917,177
957,Nördliche Ausgrabungsstätte der großen Mauer,870,66919,177
961,Südliche Ausgrabungsstätte der großen Mauer,870,66923,177
963,Ausgrabungsstätte der Torjarigrube,870,66925,177
967,Ausgrabungsstätte an der Lenzstraße,870,66929,177
971,Ausgrabungsstätte der Paoquansenke,870,66933,177
973,Nördliche Ausgrabungsstätte der fruchttragenden Felder,870,66935,177
977,Südliche Ausgrabungsstätte der fruchttragenden Felder,870,66939,177
979,Ausgrabungsstätte bei den Teichen der Reinheit,870,66941,177
981,Ausgrabungsstätte von Fallsang,870,66943,177
983,Ausgrabungsstätte der Ruinen von Korja,870,66945,177
987,Ausgrabungsstätte der Krasarangwildnis,870,66949,177
989,Ausgrabungsstätte der verlorenen Dynastie,870,66951,177
995,Nördliche Ausgrabungsstätte des Tempels des Roten Kranichs,870,66957,177
999,Ausgrabungsstätte der Provinz Zhu,870,66961,177
1003,Ausgrabungsstätte im Tal der Könige,870,66965,177
1005,Ausgrabungsstätte am Tor zum goldenen Tal,870,66967,177
1007,Ausgrabungsstätte der schneebedeckten Hügel,870,66969,177
1009,Östliche Ausgrabungsstätte der schneebedeckten Hügel,870,66971,177
1011,Ausgrabungsstätte des entlegenen Dorfes,870,66973,177
1015,Ausgrabungsstätte beim zerstörten Dorf,870,66979,177
1017,Ausgrabungsstätte des alten Dorfes,870,66983,177
1019,Ausgrabungsstätte am Gehöft Moschuspranke,870,66985,177
1021,Ausgrabungsstätte am Bauernhof der Chows,870,66987,177
1023,Westliche Ausgrabungsstätte des alten Dorfes,870,66989,177
1025,Ausgrabungsstätte am kleinen Tor,870,66991,177
1029,Ausgrabungsstätte des Kun-Lai-Gipfels,870,67005,177
1033,Ausgrabungsstätte am Herz des Waldes,870,67021,177
1035,Ausgrabungsstätte am Gong der Hoffnung,870,67023,177
1037,Ausgrabungsstätte an der großen Brücke,870,67025,177
1039,Ausgrabungsstätte am Obstgarten,870,67027,177
1043,Ausgrabungsstätte der Anlagen des Jadetempels,870,67031,177
1045,Südliche Ausgrabungsstätte am Obstgarten,870,67033,177
1047,Ausgrabungsstätte an der Höhle der Trauer,870,67035,177
1049,Ausgrabungsstätte der Schreinaue,870,67037,177
1051,Ausgrabungsstätte im Hain von Pel'zin,870,67039,177
1284,Ausgrabungsstätte der Garnison der Untergehenden Sonne,870,92020,177
1286,Ausgrabungsstätte von Nebelhauch,870,92022,177
1288,Ausgrabungsstätte bei den Fünf Schwestern,870,92026,177
1292,Nördliche Ausgrabungsstätte der Guo-Lai-Ruinen,870,92030,177
1294,Südliche Ausgrabungsstätte der Guo-Lai-Ruinen,870,92032,177
1300,Ausgrabungstätte von Tu-Shen,870,92038,177
1308,Westliche Ausgrabungsstätte der Guo-Lai-Ruinen,870,92046,177
1316,Ausgrabungsstätte der Winterastlichtung,870,92150,177
1318,Ausgrabungsstätte des Kaisergangs,870,92156,177
1322,Nördliche Ausgrabungsstätte der Sommerfelder,870,92162,177
1326,Östliche Ausgrabungsstätte der Sommerfelder,870,92166,177
1332,Ausgrabungsstätte von Sra'thik,870,92172,177
1334,Ausgrabungsstätte des Niuzaotempels,870,92174,177
1338,Ausgrabungsstätte vom Streitlager Osul,870,92178,177
1340,Ausgrabungsstätte von Haderzwinge,870,92180,177
1342,Ausgrabungsstätte von Shanze'Dao,870,92196,177
1346,Ausgrabungsstätte am Sternensee,870,92200,177
1348,Ausgrabungsstätte der Terrasse von Gurthan,870,92202,177
1352,Ausgrabungsstätte des Windegehölzes,870,92206,177
1356,Südliche Ausgrabungsstätte der Ruinen von Dojan,870,92210,177
1358,Nördliche Ausgrabungsstätte der Ruinen von Dojan,870,92212,177
1463,Ausgrabungsstätte von Kor'vess,870,177485,177
1465,Ausgrabungsstätte am Schwarmdock der Sra'thik,870,177487,177
1467,Ausgrabungsstätte von Sra'vess West,870,177489,177
1469,Ausgrabungsstätte bei den Fütterungsgruben,870,177491,177
1471,Ausgrabungsstätte am Kriegslager Kzzok,870,177493,177
1473,Ausgrabungsstätte von Sra'vess Ost,870,177495,177
1475,Ausgrabungsstätte im Unterholz,870,177497,177
1479,Ausgrabungsstätte an der Ikz'kaklippe,870,177501,177
1481,Ausgrabungsstätte von Sik'vess,870,177503,177
1483,Ausgrabungsstätte von Sik'vess West,870,177505,177
1485,Ausgrabungsstätte von Sik'vess Nord,870,177507,177
1487,Ausgrabungsstätte am Gelege von Shek'zeer,870,177509,177
1489,Ausgrabungsstätte von Kypari'ik,870,177511,177
1491,Ausgrabungsstätte von Zan'vess,870,177513,177
1493,Ausgrabungsstätte an der Giftigen Klippe,870,177515,177
1495,Ausgrabungsstätte am Berntagebau,870,177517,177
1497,Ausgrabungsstätte von Fallsang,870,177519,177
1501,Ausgrabungsstätte von Kypari'zar,870,177523,177
1503,Ausgrabungsstätte am Sternensee,870,177525,177
1507,Ausgrabungsstätte von Kypari Vor,870,177529,177
1681,Ausgrabungsstätte am gefrorenen See,1116,264223,177
1683,Ausgrabungsstätte am Wor'golkamm,1116,264225,177
1685,Ausgrabungsstätte am Dolchrachenstrom,1116,264227,177
1687,Ausgrabungsstätte der Peitschwindklippe,1116,264229,177
1689,Ausgrabungsstätte der Knirschenden Ebenen,1116,264231,177
1691,Ausgrabungsstätte von Grom'gar,1116,264233,177
1695,Ausgrabungsstätte der Steinzahnklippe,1116,264237,177
1732,Ausgrabungsstätte der Frosteberdünen,1116,307916,177
1734,Ausgrabungsstätte der Eishauchwehen,1116,307918,177
1736,Ausgrabungsstätte am östlichen Kältewellengrat,1116,307920,177
1738,Ausgrabungsstätte am Kältewellengrat,1116,307922,177
1740,Ausgrabungsstätte von Shaz'gul,1116,307924,177
1742,Ausgrabungsstätte der Begräbnisfelder,1116,307926,177
1744,Ausgrabungsstätte der Festung der Pein,1116,307928,177
1746,Ausgrabungsstätte im Verfluchten Wald,1116,307930,177
1748,"Ausgrabungsstätte ""Des Dataminers Pläsier""",1116,307932,177
1750,Ausgrabungsstätte im Umbrafenn,1116,307934,177
1752,Ausgrabungsstätte am Schimmermoor,1116,307936,177
1756,Ausgrabungsstätte im Schummergehölz,1116,307940,177
1758,Ausgrabungsstätte der südlichen Sethekkniederung,1116,307942,177
1760,Ausgrabungsstätte der nördlichen Sethekkniederung,1116,307944,177
1762,Ausgrabungsstätte des Akrazverstecks,1116,307946,177
1764,Ausgrabungsstätte am Windenden Morast,1116,307948,177
1766,Ausgrabungsstätte im Blutmähnenrevier,1116,307950,177
1768,Ausgrabungsstätte am Quetschpfeifenkap,1116,307952,177
1770,Ausgrabungsstätte des Blutmähnentals,1116,307954,177
1772,Ausgrabungsstätte des Zekkverstecks,1116,307956,177
1774,Apexisausgrabungsstätte,1116,307958,177
1776,Ausgrabungsstätte der Gordalfestung,1116,307960,177
1778,Ausgrabungsstätte des Shadarverstecks,1116,307962,177
1780,Ausgrabungsstätte der Abendlichtinsel,1116,307964,177
1782,Ausgrabungsstätte von Zangarra,1116,307966,177
1784,PH West Talador Dig Site (disabled),1116,307968,177
1786,Ausgrabungsstätte an den Ruinen der Ango'rosh,1116,307971,177
1788,Ausgrabungsstätte an der vergessenen Ogerruine,1116,307973,177
1790,Ausgrabungsstätte der Ruinen von Na'gwa,1116,307975,177
1792,Ausgrabungsstätte an der überwucherten Hochfelsstraße,1116,307977,177
1794,Ausgrabungsstätte am zerstörten Kriegshymnenaußenposten,1116,307979,177
1796,Ausgrabungsstätte an der Steinschlagsenke,1116,307981,177
1798,Ausgrabungsstätte des nördlichen Geisterwalds,1116,307983,177
1800,Ausgrabungsstätte von Kag'ah,1116,307985,177
1802,Ausgrabungsstätte des Ahnengrunds,1116,307987,177
1804,Ausgrabungsstätte am Ring der Prüfung,1116,307989,177
1806,Ausgrabungsstätte des heulenden Plateaus,1116,307991,177
1808,Ausgrabungsstätte des rumpelnden Plateaus,1116,307993,177
1810,Ausgrabungsstätte des ertrinkenden Plateaus,1116,307995,177
1812,Ausgrabungsstätte des brennenden Plateaus,1116,307997,177
1816,Ausgrabungsstätte am Hochfelswachturm,1116,308001,177
1818,Ausgrabungsstätte von Mar'goks Wacht,1116,308003,177
1820,Ausgrabungsstätte der Ruinen von Todesgrimasse,1116,308005,177
1822,Ausgrabungsstätte am Gebrochenen Grat,1116,308007,177
1826,Ausgrabungsstätte der Ausblickruinen,1116,308011,177
1828,Ausgrabungsstätte des Damms am Wildwuchsbett,1116,308013,177
1830,Ausgrabungsstätte bei den Ruinen der Ersten Bastion,1116,308015,177
1832,Ausgrabungsstätte der Südwindklippen,1116,308018,177
1877,Ausgrabungsstätte: Die Weißwasserschnellen,1220,344517,177
1880,Ausgrabungsstätte: Aggramars Kammer,1220,346440,177
1882,Ausgrabungsstätte: Sturmdrachengipfel,1220,346445,177
1884,Ausgrabungsstätte: Südlicher Höllenschlundmorast,1220,346447,177
1886,Ausgrabungsstätte: Nördlicher Höllenschlundmorast,1220,346449,177
1888,Ausgrabungsstätte: Die Felder von An'she,1220,346475,177
1890,Ausgrabungsstätte: Kreischerbiegung,1220,346478,177
1892,Ausgrabungsstätte: Südliche Schneeblinde Hochebene,1220,346481,177
1894,Ausgrabungsstätte: Bradenbach,1220,346502,177
1896,Ausgrabungsstätte: Kal'delar,1220,346504,177
1898,Ausgrabungsstätte: Lichtsang,1220,346506,177
1900,Ausgrabungsstätte: Andu'talah,1220,346508,177
1902,Ausgrabungsstätte: Shala'nir,1220,346512,177
1904,Ausgrabungsstätte: Das Mondsicheltal,1220,346514,177
1906,Ausgrabungsstätte: Legionsbasis: Chaos,1220,346517,177
1908,Ausgrabungsstätte: Llothien,1220,346522,177
1910,Ausgrabungsstätte: Das Federmähnenjagdrevier,1220,346527,177
1912,Ausgrabungsstätte: Mondwisperschlucht,1220,346531,177
1933,Ausgrabungsstätte: Die Pforte der Tapferkeit,1220,350063,177
1935,Ausgrabungsstätte: Der Verwitterte Strand,1220,350662,177
1937,Ausgrabungsstätte: Wächterklippe,1220,353957,200
1939,Ausgrabungsstätte: Bernsturzebene,1220,353961,177
1941,Ausgrabungsstätte: Sturmkuppe,1220,353963,200
1943,Ausgrabungsstätte: Gefallene Könige,1220,353965,177
1945,Ausgrabungsstätte: Citrinbucht,1220,353967,177
1947,Ausgrabungsstätte: Klippentatzengrat,1220,353970,177
1949,Ausgrabungsstätte: Skold-Ashil,1220,353972,177
1951,Ausgrabungsstätte: Streunerriss,1220,353977,177
1953,Ausgrabungsstätte: Kieferfelsbecken,1220,353979,177
1955,Ausgrabungsstätte: Der Hexenwald,1220,353981,177
1957,Ausgrabungsstätte: Blutjagdhochland,1220,353983,177
1959,Ausgrabungsstätte: Die Hexenlande,1220,353985,177
1961,Ausgrabungsstätte: Dunkelfedertal,1220,353987,177
1963,Ausgrabungsstätte: Das Himmelsgrab,1220,353989,177
1965,Ausgrabungsstätte: Nördliche Schneeblinde Hochebene,1220,353991,177
1967,Ausgrabungsstätte: Drachensturz,1220,353993,177
1969,Ausgrabungsstätte: Hochland von Llothien,1220,354018,177
1971,Ausgrabungsstätte: Faronau,1220,354020,177
1973,Ausgrabungsstätte: Die Passage von Rhut'van,1220,354022,177
1976,Ausgrabungsstätte: Der Verwitterte Strand,1220,354025,177
1978,Ausgrabungsstätte: Nördliche Insel der Behüter,1220,354027,200
1980,Ausgrabungsstätte: Südliche Insel der Behüter,1220,354029,200
1982,Ausgrabungsstätte: Mak'rana,1220,354031,177
1984,Ausgrabungsstätte: Elunes Garten,1220,354033,177
1986,Ausgrabungsstätte: Das Zerschlagene Sanktum,1220,354037,177
1988,Ausgrabungsstätte: Der Alte Küstenpfad,1220,354041,177
1990,Ausgrabungsstätte: Der Tempel der Tausend Lichter,1220,354043,200
1992,Ausgrabungsstätte: Ruinen von Zarkhenar,1220,354045,177
1994,Ausgrabungsstätte: Die Gezeitenmarsch,1220,354047,177
1996,Ausgrabungsstätte: Der Quell von Nor'danil,1220,354049,177
1998,Ausgrabungsstätte: Rabenwehr,1220,354080,177
2000,Ausgrabungsstätte: Trümmerliedlichtung,1220,354087,177
2002,Ausgrabungsstätte: Ashamanes Sturz,1220,354089,177
2004,Ausgrabungsstätte: Südliche Schnellen,1220,354093,177
2011,Ausgrabungsstätte: Thas'talah,1220,354245,177
2013,Ausgrabungsstätte: Die Elende Senke,1220,354247,177
2017,Ausgrabungsstätte: Der Schreckenswurz,1220,354251,177
2027,Ausgrabungsstätte: Östliches Zinnobertal,1220,363017,177
2029,Ausgrabungsstätte: Nördliche Mondfallzuflucht,1220,363019,177
2031,Ausgrabungsstätte: Stadttor,1220,363021,177
2033,Ausgrabungsstätte: Meredil,1220,363025,177
2035,Ausgrabungsstätte: Das Purpurdickicht,1220,363027,177
2037,Ausgrabungsstätte: Felder der Koralune,1220,363029,177
2039,Ausgrabungsstätte: Meredil,1220,363036,177
2041,Ausgrabungsstätte: Teufelsseelenbastion,1220,363056,177
2043,Ausgrabungsstätte: Südliches Suramar,1220,363058,177
2045,Ausgrabungsstätte: Das Purpurdickicht,1220,363060,177
2047,Ausgrabungsstätte: Die Zerklüfteten Untiefen,1220,363062,177
2049,Ausgrabungsstätte: Die Anorasenke,1220,363064,177
2073,Ausgrabungsstätte: Obere Teufelsseelenbastion,1220,384354,200
2075,Ausgrabungsstätte: Das Anwesen der Koralune,1220,384357,200
2077,Ausgrabungsstätte: Die Hochberggrabstätte,1220,384362,200
2079,Ausgrabungsstätte: Der Pfad des Huln,1220,384364,200
2081,Ausgrabungsstätte: Innenhof der Rabenwehr,1220,384366,200
2085,Ausgrabungsstätte: Das Dämmernde Riff,1220,384370,200
2115,Kriegsfront des Südlichen Brachlands - Phase 1,1,388343,0
2117,Kriegsfront des Südlichen Brachlands - Phase 2,1,388341,0
2118,Kriegsfront des Südlichen Brachlands - Phase 3,1,388342,0
2279,Ausgrabungsstätte: Der Wildwald,1220,396269,177
2399,Ausgrabungsstätte: Talblick,1643,435499,177
2401,Ausgrabungsstätte: Bruchastnest,1643,435506,177
2403,Ausgrabungsstätte: Farnwaldhöhe,1643,435508,177
2405,Ausgrabungsstätte Steinschnellforst,1643,435510,177
2407,Ausgrabungsstätte: Wachkuppe,1643,435512,177
2409,Ausgrabungsstätte: Ruhige Quelle,1643,435514,177
2411,Ausgrabungsstätte: Hirschherzklippen,1643,435516,177
2413,Ausgrabungsstätte: Hügel der Todesnebel,1643,435518,177
2415,Ausgrabungsstätte: Gol Koval,1643,435520,177
2417,Ausgrabungsstätte: Jägerflucht,1643,435522,177
2419,Ausgrabungsstätte: Brackwasserküste,1643,435524,177
2421,Ausgrabungsstätte: Aroms Kreuz,1643,435526,177
2423,Ausgrabungsstätte: Korlach,1643,435528,177
2425,Ausgrabungsstätte: Fahlhainkapelle,1643,435530,177
2427,Ausgrabungsstätte: Blutroter Wald,1643,435532,177
2429,Ausgrabungsstätte: Eisschleiergletscher,1643,435534,177
2431,Ausgrabungsstätte: Seebriseuntiefen,1643,435536,177
2433,Ausgrabungsstätte: Mühlsteinhügel,1643,435538,177
2435,Ausgrabungsstätte: Goldfelds Bauernhof,1643,435540,177
2437,Ausgrabungsstätte: Wanderhügel,1643,435542,177
2439,Ausgrabungsstätte: Zitterhöhe,1643,435544,177
2441,Ausgrabungsstätte: Ertränkter Landstrich,1643,435546,177
2443,Ausgrabungsstätte: Salzpolder,1643,435548,177
2445,Ausgrabungsstätte: Windwispergipfel,1643,435550,177
2447,Ausgrabungsstätte: Xibala,1642,435567,177
2449,Ausgrabungsstätte: Insel der Hauer,1642,435569,177
2451,Ausgrabungsstätte: Schreckensperlenuntiefen,1642,435571,177
2453,Ausgrabungsstätte: Atal'Gral,1642,435573,177
2455,Ausgrabungsstätte: Die Wilden Lande,1642,435575,177
2457,Ausgrabungsstätte: Alte Handelsstraße,1642,435577,177
2459,Ausgrabungsstätte: Zeb'ahari,1642,435579,177
2461,Ausgrabungsstätte: Flussmarschen,1642,435581,177
2463,Ausgrabungsstätte: Ebene von Tojek,1642,435583,177
2465,Ausgrabungsstätte: Terrasse des Kummers,1642,435585,177
2467,Ausgrabungsstätte: Die Ferne Weite,1642,435587,177
2469,Ausgrabungsstätte: Natha'vor,1642,435589,177
2471,Ausgrabungsstätte: Klingenschlundfluss,1642,435591,177
2473,Ausgrabungsstätte: Obere Froschmarschen,1642,435593,177
2475,Ausgrabungsstätte: Xal'vor,1642,435595,177
2477,Ausgrabungsstätte: Tiefgrünes Plateau,1642,435597,177
