ID,DisplayName_lang,Description_lang,Type,Cost_Modifier,Race,Sex,Data
126,Seitenscheitel,,0,1,11,1,1
127,Niedlich,,0,1,11,1,2
128,Fedrig,,0,1,11,1,3
129,Knoten,,0,1,11,1,4
130,Juwelenband,,0,1,11,1,5
131,Pony,,0,1,11,1,6
132,Elegant,,0,1,11,1,7
133,Pagenkopf,,0,1,11,1,8
134,Skarabäus,,0,1,11,1,9
135,Kess,,0,1,11,1,10
143,Geschweift,,2,0.75,11,1,0
144,Lockig,,2,0.75,11,1,1
145,Geschwungen,,2,0.75,11,1,2
146,Hoch,,2,0.75,11,1,3
147,Seitlich,,2,0.75,11,1,4
148,Seitlich geschwungen,,2,0.75,11,1,5
149,Kurz,,2,0.75,11,1,6
175,Hoher Zopf,,0,1,10,1,0
176,Gescheitelt und lang,,0,1,10,1,1
177,Nass,,0,1,10,1,2
178,Zickig,,0,1,10,1,3
179,Juwelenband,,0,1,10,1,4
180,Volles Haar,,0,1,10,1,5
181,Zusammengebunden,,0,1,10,1,6
182,Knoten,,0,1,10,1,7
183,Gescheitelt und kurz,,0,1,10,1,8
184,Einfach,,0,1,10,1,9
185,Schüchtern,,0,1,10,1,10
186,Raquel,,0,1,10,1,11
187,Lockig,,0,1,10,1,12
188,Stirnband,,0,1,10,1,13
200,Rubine,,2,0.75,10,1,1
201,Kreolen,,2,0.75,10,1,2
202,Ohrringe,,2,0.75,10,1,3
203,Hängende Smaragde,,2,0.75,10,1,4
204,Smaragde & Piercings,,2,0.75,10,1,5
205,Hohe Ohrringe,,2,0.75,10,1,6
206,Perlen,,2,0.75,10,1,7
207,Hängende Rubine,,2,0.75,10,1,8
208,Smaragd- & Perlenpiercings,,2,0.75,10,1,9
209,Smaragde & Hoher Ohrring,,2,0.75,10,1,10
245,Seitenzopf,,0,1,10,0,0
246,Zerzaust,,0,1,10,0,1
247,Falke,,0,1,10,0,2
248,Fransiger Zopf,,0,1,10,0,3
249,Gescheitelt und lang,,0,1,10,0,4
250,Stachelig,,0,1,10,0,5
251,Langer Pony,,0,1,10,0,6
252,Fedriger Teil,,0,1,10,0,7
253,Gegelt,,0,1,10,0,8
254,Stirnband,,0,1,10,0,9
255,Hoher Knoten,,0,1,10,0,10
266,Glattrasiert,,2,0.75,10,0,0
267,Punkt,,2,0.75,10,0,1
268,Unterlippenbart,,2,0.75,10,0,2
269,Stachel,,2,0.75,10,0,3
270,Spitzer Kinnbart,,2,0.75,10,0,4
271,Gestutzter Kinnbart,,2,0.75,10,0,5
272,Spitzbart,,2,0.75,10,0,6
273,Dolch,,2,0.75,10,0,7
274,Ziegenbart,,2,0.75,10,0,8
275,Gestylter Kinnbart,,2,0.75,10,0,9
307,Mähne,,0,1,4,0,0
308,Chonmage mit Zöpfen,,0,1,4,0,1
309,Lang,,0,1,4,0,2
310,Pferdeschwanz,,0,1,4,0,3
311,Langer Chonmage,,0,1,4,0,4
312,Kurzer Pferdeschwanz,,0,1,4,0,5
313,Windzerzaust,,0,1,4,0,6
322,Glattrasiert,,2,0.75,4,0,0
323,Gepflegt,,2,0.75,4,0,1
324,Bärtig,,2,0.75,4,0,2
325,Schnurrbärtig,,2,0.75,4,0,3
326,Backenbart,,2,0.75,4,0,4
327,Ziegenbart,,2,0.75,4,0,5
349,Glatze,,0,1,3,0,0
350,Lang,,0,1,3,0,1
351,Pferdeschwanz,,0,1,3,0,2
352,Kurz,,0,1,3,0,3
353,Hoher Knoten,,0,1,3,0,4
354,Kurzer Pferdeschwanz,,0,1,3,0,5
355,Zerzaust,,0,1,3,0,6
356,Zurückgehend,,0,1,3,0,7
357,Chonmage,,0,1,3,0,8
358,Zopf,,0,1,3,0,9
359,Kurzer Zopf,,0,1,3,0,10
370,Volles Haar,,2,0.75,3,0,0
371,Doppelzöpfig,,2,0.75,3,0,1
372,Gekämmt,,2,0.75,3,0,2
373,Kurz,,2,0.75,3,0,3
374,Aufwändiger Schnauzbart,,2,0.75,3,0,4
375,Geflochtener Schnurrbart,,2,0.75,3,0,5
376,Gestylt,,2,0.75,3,0,6
377,Spitzpart,,2,0.75,3,0,7
378,Geflochten,,2,0.75,3,0,8
379,Humbug,,2,0.75,3,0,9
380,Grimmbart,,2,0.75,3,0,10
413,Hoher Knoten,,0,1,2,1,0
414,Pferdeschwanz,,0,1,2,1,1
415,Kamm,,0,1,2,1,2
416,Zopfiro,,0,1,2,1,3
417,Rattenschwänze,,0,1,2,1,4
418,Hörner,,0,1,2,1,5
419,Mähne,,0,1,2,1,6
420,Rasiert,,0,1,2,1,7
429,Schmucklos,,2,0.75,2,1,0
430,Ohrringe,,2,0.75,2,1,1
431,Hohe Ohrringe,,2,0.75,2,1,2
432,Nasenring,,2,0.75,2,1,3
433,Nasenring & Ohrringe,,2,0.75,2,1,4
434,Nasenring & hohe Ohrringe,,2,0.75,2,1,5
435,Viele Ohrringe,,2,0.75,2,1,6
459,Doppelzöpfig,,0,1,3,1,0
460,Geflochtene Knoten,,0,1,3,1,1
461,Geflochten,,0,1,3,1,2
462,Rattenschwänze,,0,1,3,1,3
463,Geflochtener Knoten,,0,1,3,1,4
464,Affenschaukeln,,0,1,3,1,5
465,Gebunden,,0,1,3,1,6
466,Kurz,,0,1,3,1,7
467,Gescheitelt,,0,1,3,1,8
468,Kurze Zöpfe,,0,1,3,1,9
469,Bob,,0,1,3,1,10
470,Gestutzt,,0,1,3,1,11
471,Pony & Zöpfe,,0,1,3,1,12
472,Gebunden,,0,1,3,1,13
483,Schmucklos,,2,0.75,3,1,0
484,Ohrringe,,2,0.75,3,1,1
485,Hoher Ohrring,,2,0.75,3,1,2
486,Doppelter hoher Ohrring,,2,0.75,3,1,3
487,Nasenring,,2,0.75,3,1,4
488,Kleine Ohrringe,,2,0.75,3,1,5
519,Turm,,0,1,7,1,0
520,Knollen,,0,1,7,1,1
521,Rattenschwänze,,0,1,7,1,2
522,Gescheitelt,,0,1,7,1,3
523,Nass,,0,1,7,1,4
524,Geflochtene Knoten,,0,1,7,1,5
525,Bob,,0,1,7,1,6
535,Schmucklos,,2,0.75,7,1,0
536,Ohrringe,,2,0.75,7,1,1
537,Kleine Ohrringe,,2,0.75,7,1,2
538,Hohe Ohrringe,,2,0.75,7,1,3
539,Viele Ohrringe,,2,0.75,7,1,4
540,Linker Ohrring,,2,0.75,7,1,5
541,Rechter Ohrring,,2,0.75,7,1,6
565,Glatze,,0,1,7,0,0
566,Flügel,,0,1,7,0,1
567,Gekämmt,,0,1,7,0,2
568,Geleckt,,0,1,7,0,3
569,Gestylt,,0,1,7,0,4
570,Haarkranz,,0,1,7,0,5
571,Überkämmt,,0,1,7,0,6
581,Glattrasiert,,2,0.75,7,0,0
582,Ziegenbart,,2,0.75,7,0,1
583,Backenbart,,2,0.75,7,0,2
584,Gewachst,,2,0.75,7,0,3
585,Bärtig,,2,0.75,7,0,4
586,Gezwirbelt,,2,0.75,7,0,5
587,Gestylt,,2,0.75,7,0,6
588,Schnurrbärtig,,2,0.75,7,0,7
613,Glatze,,0,1,5,0,0
614,Iro,,0,1,5,0,1
615,Struppig,,0,1,5,0,2
616,Strähnig,,0,1,5,0,3
617,Stachelig,,0,1,5,0,4
618,Wild,,0,1,5,0,5
619,Gelehrter,,0,1,5,0,6
620,Volles Haar,,0,1,5,0,7
621,Hoher Knoten,,0,1,5,0,8
622,Lang,,0,1,5,0,9
633,Intakt,,2,0.75,5,0,0
634,Moderkuss,,2,0.75,5,0,1
635,Lederriemen,,2,0.75,5,0,2
636,Hängekiefer mit Riemen,,2,0.75,5,0,3
637,Kieferlos mit Riemen,,2,0.75,5,0,4
638,Verrottend,,2,0.75,5,0,5
639,Verrotender Hängekiefer,,2,0.75,5,0,6
640,Kieferlos und verrottend,,2,0.75,5,0,7
641,Knochenkiefer,,2,0.75,5,0,8
642,Beißer,,2,0.75,5,0,9
643,Beißerchen,,2,0.75,5,0,10
644,Hängekiefer mit Zähnen,,2,0.75,5,0,11
645,Moderwangen,,2,0.75,5,0,12
646,Frischer Hängekiefer,,2,0.75,5,0,13
647,Eitrig,,2,0.75,5,0,14
648,Eitriger Hängekiefer,,2,0.75,5,0,15
649,Kieferlos und eitrig,,2,0.75,5,0,16
687,Wild,,0,1,5,1,0
688,Struppig,,0,1,5,1,1
689,Lose,,0,1,5,1,2
690,Windzerzaust,,0,1,5,1,3
691,Lang,,0,1,5,1,4
692,Die Braut,,0,1,5,1,5
693,Burschikos,,0,1,5,1,6
694,Gestylt,,0,1,5,1,7
695,Bob,,0,1,5,1,8
696,Nass,,0,1,5,1,9
707,Intakt,,2,0.75,5,1,0
708,Vernäht,,2,0.75,5,1,1
709,Lederriemen,,2,0.75,5,1,2
710,Verrottend,,2,0.75,5,1,3
711,Knochenkiefer,,2,0.75,5,1,4
712,Beißerchen,,2,0.75,5,1,5
713,Moderwangen,,2,0.75,5,1,6
714,Eitrig,,2,0.75,5,1,7
743,Langhorn,,0,1,6,0,0
744,Bulle,,0,1,6,0,1
745,Stürmer,,0,1,6,0,2
746,Gebrochen,,0,1,6,0,3
747,Einseitig gebrochen,,0,1,6,0,4
748,Winzig,,0,1,6,0,5
749,Büffel,,0,1,6,0,6
750,Hornspieße,,0,1,6,0,7
754,Glattrasiert,,2,0.75,6,0,0
755,Dreifachzöpfe,,2,0.75,6,0,1
756,Beringt,,2,0.75,6,0,2
757,Zopf,,2,0.75,6,0,3
758,Bärtig,,2,0.75,6,0,4
759,Doppelte Zöpfe,,2,0.75,6,0,5
760,Beringt mit Zöpfen,,2,0.75,6,0,6
779,Glatze,,0,1,2,0,0
780,Hoher Knoten,,0,1,2,0,1
781,Chonmage,,0,1,2,0,2
782,Kamm,,0,1,2,0,3
783,Langer Chonmage,,0,1,2,0,4
784,Geflochten,,0,1,2,0,5
785,Pferdeschwanz,,0,1,2,0,6
794,Glattrasiert,,2,0.75,2,0,0
795,Unrasiert,,2,0.75,2,0,1
796,Fransen,,2,0.75,2,0,2
797,Gestutzter Bart,,2,0.75,2,0,3
798,Wild,,2,0.75,2,0,4
799,Dicker Zopf,,2,0.75,2,0,5
800,Zwillingszöpfe,,2,0.75,2,0,6
801,Geflochtener Backenbart,,2,0.75,2,0,7
802,Dünner Zopf,,2,0.75,2,0,8
803,Backenbart,,2,0.75,2,0,9
804,Koteletten,,2,0.75,2,0,10
831,Gehörnt,,0,1,6,1,0
832,Tief,,0,1,6,1,1
833,Lang,,0,1,6,1,2
834,Hochgebogen,,0,1,6,1,3
835,Klein,,0,1,6,1,4
836,Seitlich,,0,1,6,1,5
837,Büffel,,0,1,6,1,6
841,Mähne,,2,0.75,6,1,0
842,Zöpfe,,2,0.75,6,1,1
843,Affenschaukeln,,2,0.75,6,1,2
844,Pferdeschwänze,,2,0.75,6,1,3
845,Rattenschwänzchen,,2,0.75,6,1,4
861,Lang,,0,1,4,1,0
862,Loser Zopf,,0,1,4,1,1
863,Kurz,,0,1,4,1,2
864,Hoher Zopf,,0,1,4,1,3
865,Geflochtene Zöpfe,,0,1,4,1,4
866,Kurzer Pferdeschwanz,,0,1,4,1,5
867,Geflochtener Zopf,,0,1,4,1,6
876,Bär,,2,0.75,4,1,0
877,Klingen,,2,0.75,4,1,1
878,Kranich,,2,0.75,4,1,2
879,Blatt,,2,0.75,4,1,3
880,Klauen,,2,0.75,4,1,4
881,Flügel,,2,0.75,4,1,5
882,Schlange,,2,0.75,4,1,6
883,Eule,,2,0.75,4,1,7
884,Schatten,,2,0.75,4,1,8
885,Keine Tätowierung,,2,0.75,4,1,9
911,Glatze,,0,1,8,0,0
912,Zurückgehend,,0,1,8,0,1
913,Kamm,,0,1,8,0,2
914,Windzerzaust,,0,1,8,0,3
915,Hoher Knoten,,0,1,8,0,4
916,Pferdeschwanz,,0,1,8,0,5
927,Hauer,,2,0.75,8,0,0
928,Stoßzähne,,2,0.75,8,0,1
929,Mammut,,2,0.75,8,0,2
930,Hochgebogen,,2,0.75,8,0,3
931,Beißer,,2,0.75,8,0,4
932,Hauermaske,,2,0.75,8,0,5
933,Stoßzähne & Farbe,,2,0.75,8,0,6
934,Gestreiftes Mammut,,2,0.75,8,0,7
935,Hochgebogen & Farbe,,2,0.75,8,0,8
936,Beißer & Farbe,,2,0.75,8,0,9
937,Geflecktes Mammut,,2,0.75,8,0,10
965,Zöpfe,,0,1,8,1,0
966,Hoher Zopf,,0,1,8,1,1
967,Zerzauste Zöpfe,,0,1,8,1,2
968,Hoher Knoten,,0,1,8,1,3
969,Kamm mit Zöpfen,,0,1,8,1,4
980,Winzig,,2,0.75,8,1,0
981,Kurz,,2,0.75,8,1,1
982,Gerade,,2,0.75,8,1,2
983,Hochgebogen,,2,0.75,8,1,3
984,Lang,,2,0.75,8,1,4
985,Oni,,2,0.75,8,1,5
1012,Prinz,,0,1,1,0,12
1013,Stacheln,,0,1,1,0,13
1014,Zerzaust,,0,1,1,0,14
1015,Fuchsschwanz,,0,1,1,0,15
1016,Gegelt,,0,1,1,0,16
1017,Gestylt,,0,1,10,1,14
1018,Hohe Welle,,0,1,10,1,15
1019,Skarabäus,,0,1,10,1,16
1020,Rattenschwänze,,0,1,10,1,17
1021,Pony,,0,1,10,1,18
1022,Schmucklos,,2,0.75,10,1,0
1029,Mähne,,0,1,10,0,11
1030,Chonmage mit Zöpfen,,0,1,10,0,12
1031,Pferdeschwanz,,0,1,10,0,13
1032,Windzerzaust,,0,1,10,0,14
1033,Langer Chonmage,,0,1,10,0,15
1034,Stachelig,,0,1,11,0,9
1035,Stachelnacken,,0,1,11,0,10
1036,Stacheliger Pferdeschwanz,,0,1,11,0,11
1037,Hoher Knoten,,0,1,11,0,12
1038,Emo,,0,1,11,0,13
1039,Haarband,,0,1,11,1,11
1040,Zickig,,0,1,11,1,12
1041,Schüchtern,,0,1,11,1,13
1042,Hoher Zopf,,0,1,11,1,14
1043,Nass,,0,1,11,1,15
1044,Barbar,,0,1,3,0,11
1045,Soldat,,0,1,3,0,12
1046,Gelehrter,,0,1,3,0,13
1047,Lorbeerkranz,,0,1,3,0,14
1048,Fabelhaft,,0,1,3,0,15
1049,Knoten,,0,1,3,1,14
1050,Reizend,,0,1,3,1,15
1051,Gewellter Bob,,0,1,3,1,16
1052,Geflochtene Zöpfe,,0,1,3,1,17
1053,Geflochtener Zopf,,0,1,3,1,18
1054,Windzerzaust,,0,1,7,0,7
1055,Struppig,,0,1,7,0,8
1056,Iro,,0,1,7,0,9
1057,Lose,,0,1,7,0,10
1058,Wild,,0,1,7,0,11
1059,Kurz,,0,1,7,1,7
1060,Niedlich,,0,1,7,1,8
1061,Pferdeschwanz,,0,1,7,1,9
1062,Affenschaukeln,,0,1,7,1,10
1063,Zusammengebunden,,0,1,7,1,11
1064,Gegelt,,0,1,1,1,19
1065,Gestylt,,0,1,1,1,20
1066,Lockig,,0,1,1,1,21
1067,Raquel,,0,1,1,1,22
1068,Einfach,,0,1,1,1,23
1069,Kurzer geflochtener Zopf,,0,1,4,0,7
1070,Wild,,0,1,4,0,8
1071,Geflochtener Zopf,,0,1,4,0,9
1072,Iro,,0,1,4,0,10
1073,Langer geflochtener Zopf,,0,1,4,0,11
1074,Haarband,,0,1,4,1,7
1075,Nass,,0,1,4,1,8
1076,Burschikos,,0,1,4,1,9
1077,Gebunden,,0,1,4,1,10
1078,Affenschaukeln,,0,1,4,1,11
1079,Stachelig,,0,1,2,0,7
1080,Iro,,0,1,2,0,8
1081,Geölter hoher Knoten,,0,1,2,0,9
1082,Lang,,0,1,2,0,10
1083,Wild,,0,1,2,0,11
1084,Wild,,0,1,2,1,8
1085,Gestylt,,0,1,2,1,9
1086,Burschikos,,0,1,2,1,10
1087,Gescheitelt,,0,1,2,1,11
1088,Spitz beschlagen,,0,1,6,0,8
1089,Lockig,,0,1,6,0,9
1090,Flach beschlagen,,0,1,6,0,10
1091,Lyra,,0,1,6,0,11
1092,Beringt,,0,1,6,0,12
1093,Stürmer,,0,1,6,1,7
1094,Einseitig gebrochen,,0,1,6,1,8
1095,Durchflochten,,0,1,6,1,9
1096,Anliegend,,0,1,6,1,10
1097,Stummel,,0,1,6,1,11
1098,Zöpfe,,0,1,8,0,6
1099,Hochzopf,,0,1,8,0,7
1100,Strubbelig,,0,1,8,0,8
1101,Iro,,0,1,8,0,9
1102,Dschungelblume,,0,1,8,1,5
1103,Gewickelter Zopf,,0,1,8,1,6
1104,Iro,,0,1,8,1,7
1105,Mota,,0,1,8,1,8
1106,Toupierter Iro,,0,1,8,1,9
1107,Zerzaust,,0,1,5,0,10
1108,Mönch,,0,1,5,0,11
1109,Hoch,,0,1,5,0,12
1110,Barbar,,0,1,5,0,13
1111,Kurz,,0,1,5,0,14
1112,Rattenschwänze,,0,1,5,1,10
1113,Gescheitelt,,0,1,5,1,11
1114,Kurz,,0,1,5,1,12
1115,Vernachlässigt,,0,1,5,1,13
1116,Knollen,,0,1,5,1,14
1117,Lang,,0,1,2,1,12
1120,,,3,10,6,0,0
1121,,,3,10,6,0,1
1122,,,3,10,6,0,2
1123,,,3,10,6,0,3
1124,,,3,10,6,0,4
1125,,,3,10,6,0,5
1126,,,3,10,6,0,6
1127,,,3,10,6,0,7
1128,,,3,10,6,0,8
1129,,,3,10,6,0,9
1130,,,3,10,6,0,10
1131,,,3,10,6,0,11
1132,,,3,10,6,0,12
1133,,,3,10,6,0,13
1134,,,3,10,6,0,14
1135,,,3,10,6,0,15
1136,,,3,10,6,0,16
1137,,,3,10,6,0,17
1138,,,3,10,6,0,18
1139,,,3,10,6,1,0
1140,,,3,10,6,1,1
1141,,,3,10,6,1,2
1142,,,3,10,6,1,3
1143,,,3,10,6,1,4
1144,,,3,10,6,1,5
1145,,,3,10,6,1,6
1146,,,3,10,6,1,7
1147,,,3,10,6,1,8
1148,,,3,10,6,1,9
1149,,,3,10,6,1,10
1150,Perlengeschmückte Zöpfe,,0,1,22,0,0
1151,Ausgelassen,,0,1,22,0,1
1152,Backenbart,,0,1,22,0,2
1153,Wild,,0,1,22,0,3
1154,Perlengeschmückte Büschel,,0,1,22,0,5
1155,Ordentlich,,2,0.75,22,0,0
1156,Mähne,,0,1,22,1,0
1157,Ordentlich,,2,0.75,22,1,0
1158,Hoher Knoten,,0,1,9,0,0
1159,Unruhestifter,,0,1,9,0,1
1160,Pferdeschwanz und Koteletten,,0,1,9,0,2
1161,Schmierer,,0,1,9,0,3
1162,Pirat,,0,1,9,0,4
1163,Haarknoten und Koteletten,,0,1,9,0,5
1164,Boing,,0,1,9,0,6
1165,Iro,,0,1,9,0,7
1166,Muffel,,0,1,9,0,8
1167,Chonmage,,0,1,9,0,9
1168,Schläfenblitze,,0,1,9,0,10
1169,Verschlagen,,0,1,9,0,11
1170,Der Geschäftsführer,,0,1,9,0,12
1171,Strubbelig,,0,1,9,0,13
1172,Spitzbübisch,,0,1,9,0,14
1173,Blitzzacken,,0,1,9,0,15
1174,Haarknoten und Schläfenblitze,,0,1,9,0,16
1175,Strubbeliger Chonmage,,0,1,9,0,17
1176,Glatze,,0,1,9,0,18
1177,Mittelring,,2,0.75,9,0,0
1178,Nasenringe,,2,0.75,9,0,1
1179,Nasenring,,2,0.75,9,0,2
1180,Einfach,,2,0.75,9,0,3
1181,Flatternd,,2,0.75,9,0,4
1182,Aufgetürmt,,2,0.75,9,0,5
1183,Herabhängende Spitzen,,2,0.75,9,0,6
1184,Ringe obenherum,,2,0.75,9,0,7
1185,Noppen,,2,0.75,9,0,8
1186,Ringe und Stecker,,2,0.75,9,0,9
1187,Gepierct,,2,0.75,9,0,10
1188,Rattenschwänze,,0,1,9,1,0
1189,Volle Schlagseite,,0,1,9,1,1
1190,Doppelbüschel,,0,1,9,1,2
1191,Hochgebürstet,,0,1,9,1,3
1192,Niedliche Locken,,0,1,9,1,4
1193,Toupierter Iro,,0,1,9,1,5
1194,Glockenschnitt,,0,1,9,1,6
1195,Pony & Strähnen,,0,1,9,1,7
1196,Kuckuck!,,0,1,9,1,8
1197,Böses Mädchen,,0,1,9,1,9
1198,Verrückt,,0,1,9,1,10
1199,Hartes Mädchen,,0,1,9,1,11
1200,Das Törtchen,,0,1,9,1,12
1201,Eleganz,,0,1,9,1,13
1202,Frech,,0,1,9,1,14
1203,Dreier,,0,1,9,1,15
1204,Prolet,,0,1,9,1,16
1205,Aufgetürmt,,2,0.75,9,1,0
1206,Vorwitzig,,2,0.75,9,1,1
1207,Einfach,,2,0.75,9,1,2
1208,Onyx und Ringe,,2,0.75,9,1,3
1209,Kringel,,2,0.75,9,1,4
1210,Der Knochen,,2,0.75,9,1,5
1211,Der Schnabel,,2,0.75,9,1,6
1212,Noppen,,2,0.75,9,1,7
1213,Schlaufe,,2,0.75,9,1,8
1214,Schädel,,2,0.75,9,1,9
1215,Große Kringel,,2,0.75,9,1,10
1223,,,3,10,6,1,11
1224,,,3,10,6,1,12
1225,,,3,10,6,1,13
1226,,,3,10,6,0,19
1227,,,3,10,6,0,20
1228,,,3,10,6,0,21
1229,Gewickelte Zöpfe,,0,1,22,0,4
1230,Kurze Büschel,,0,1,22,0,6
1231,Geflochtene Zöpfe,,0,1,22,0,7
1232,Quartett,,0,1,22,0,8
1233,Stacheln,,0,1,22,0,9
1234,Lange Zöpfe,,0,1,22,0,10
1237,Gräulich,,2,0.75,22,0,1
1238,Büschel,,2,0.75,22,0,2
1239,Spitzbart,,2,0.75,22,0,3
1240,Perle,,2,0.75,22,0,4
1241,Abgeknabbert,,2,0.75,22,0,5
1242,Zottig,,2,0.75,22,0,6
1243,Doppelbüschel,,2,0.75,22,0,7
1244,Ungleichmäßig,,2,0.75,22,0,8
1287,Flaum,,2,0.75,22,1,1
1288,Alle Achtung,,2,0.75,22,1,2
1289,Spitze Spitzen,,2,0.75,22,1,3
1290,Abgerundete Spitzen,,2,0.75,22,1,4
1291,Umfangreich,,2,0.75,22,1,5
1292,Ausladend,,2,0.75,22,1,6
1293,Büschelig,,2,0.75,22,1,7
1294,Aufgetürmt,,2,0.75,22,1,8
1295,Wild,,2,0.75,22,1,9
1296,Kurz,,2,0.75,22,1,10
1297,Umgeschlagen,,2,0.75,22,1,11
1299,Perlengeschmückt,,0,1,22,1,1
1300,Ponysträhnen,,0,1,22,1,2
1301,Rausgeputzt,,0,1,22,1,3
1302,Melierter Zopf,,0,1,22,1,4
1303,Melierte Mähne,,0,1,22,1,5
1304,Lange Zöpfe,,0,1,22,1,6
1305,Voller Schopf,,0,1,22,1,7
1306,Kurze Zöpfe,,0,1,22,1,8
1307,Dünne Zöpfe,,0,1,22,1,9
1308,Dichter Pony,,0,1,22,1,10
1309,Dichte Zöpfe,,0,1,22,1,11
1310,Lange Mähne,,0,1,22,1,12
1311,Zopf links,,0,1,22,1,13
1312,Doppelzopf,,0,1,22,1,14
1314,,,3,10,22,0,0
1315,,,3,10,22,0,1
1316,,,3,10,22,0,2
1317,,,3,10,22,0,3
1318,,,3,10,22,0,4
1319,,,3,10,22,1,0
1320,,,3,10,22,1,1
1321,,,3,10,22,1,2
1322,,,3,10,22,1,3
1323,,,3,10,22,1,4
1324,,,3,10,22,1,5
1325,,,3,10,22,1,6
1326,,,3,10,22,1,7
1327,,,3,10,22,1,8
1328,,,3,10,22,1,9
1329,,,3,10,22,1,10
1330,,,3,10,22,1,11
1331,Wilde Zöpfe,,0,1,22,0,11
1332,Mähne,,0,1,22,0,12
1367,Kurz,,0,1,10,0,16
1368,Geflochtener Zopf,,0,1,10,1,19
1369,Gegelt,,0,1,11,1,16
1370,Flügel,,0,1,3,1,19
1371,Kesse Knoten,,0,1,3,1,20
1372,Dreifachknoten,,0,1,3,0,16
1373,Verwuschelt,,0,1,3,0,17
1374,Überkämmt,,0,1,3,0,18
1375,Pony & Zöpfe,,0,1,7,1,12
1376,Punkig,,0,1,7,1,13
1377,Die Locke,,0,1,7,0,12
1378,Schergrat,,0,1,7,0,13
1379,Toupierter Iro,,0,1,7,0,14
1380,Kesse Knoten,,0,1,4,1,12
1381,Kesse Zöpfe,,0,1,4,1,13
1382,Ponysträhnen,,0,1,2,1,13
1384,Geflochtener Iro,,0,1,2,1,14
1385,Halblang gestuft,,0,1,2,0,12
1386,Hoch,,0,1,6,1,12
1387,Omega,,0,1,6,1,13
1388,Gegenwind,,0,1,6,1,14
1389,Stock & Stein,,0,1,8,1,10
1390,Geföhnt,,0,1,8,1,11
1391,Haarkranz mit Zöpfen,,0,1,8,0,10
1392,Drachenkamm,,0,1,8,0,11
1393,Langer toupierter Iro,,0,1,8,0,12
1394,Halblang gestuft,,0,1,5,0,15
1410,,,3,10,22,0,5
1411,,,3,10,22,0,6
1412,,,3,10,22,0,7
1603,Pelz,,0,1,24,0,0
1605,Hoher Knoten,,0,1,24,0,18
1607,Iro,,0,1,24,0,1
1609,Gegelt,,0,1,24,0,2
1611,Perlenzopf,,0,1,24,0,3
1613,Zurückgekämmt,,0,1,24,0,4
1615,Mähne & hoher Knoten,,0,1,24,0,6
1617,Langer hoher Knoten,,0,1,24,0,7
1619,Zurückgekämmter Knoten,,0,1,24,0,8
