ID,OverrideNameString_lang,SlotMask,ItemNameDescriptionID
292,Gamaschen der himmlischen Geister,128,13846
293,Bindungen des Heuschreckenschwarms,512,13841
294,Taillenschutz der schallenden Klarheit,64,13851
295,Taillenschutz der göttlichen Resonanz,64,13853
296,Schulterstücke des pflichtgebundenen Hammers,8,13854
297,Schiftung des lodernden Gemetzels,8,13857
298,Armschienen der strahlenden Glut,512,13853
299,Gamaschen der Jahreszeiten der Fülle,128,13861
300,Schnallengürtel von Bwonsamdis Pakt,64,13862
301,Armschienen von Bwonsamdis Pakt,512,13863
302,Schulterstücke des Großzügigen,8,13866
303,Amulett der zersplitterten Elemente,4,13867
304,Gelenkbänder der Elementarverbundenheit,512,13869
305,Gürtel der Splitter der Vernichtung,64,13871
306,Verrottende Seelensäckchenhandlappen,1024,13872
307,Schulterschutz der ewig explosiven Energie,8,13873
308,Gürtelbund des Seelenpirschens,64,13874
309,Kettenkapuze der Munition,2,13875
310,Beinschützer des Klingendrahts,128,13877
312,Handgelenksschützer der Monstrosität,512,13832
313,Taillenschutz der rasenden Übertragung,64,13833
314,Hüftgürtel der Faeharmonie,64,13881
315,Boots of Test 1 Override,256,13882
316,Ring 1 Test 2 Override,0,13883
317,dfg,16777216,13588
318,Test,131072,13588
319,Sabatons der elysischen Macht,256,13889
320,Beinschützer der elysischen Macht,128,13889
321,Taillenschutz der göttlichen Resonanz,64,13890
322,Brustplatte der göttlichen Resonanz,32,13890
323,Talisman des Tiefgefrierens,4,13682
324,Handschuhe des Beschwörens,1024,13681
325,Verdammnislordbeinschützer,128,13809
326,Taillenschutz der blutroten Rune,64,13669
327,Nesingwarys Anhänger des Fallenstellens,4,13744
328,Band der Seelenschmiedeglut,2048,13745
329,Beinschützer des Rylakjägers,128,13750
330,Halsreif von Abendrot und Morgenrot,4,13697
331,Blutzahnband,2048,13792
332,Blutbefleckter Schleier,65536,13795
333,Tiefenbebensiegel,2048,13725
334,Gelenkbänder der tiefen Elemente,512,13726
335,Mantel der dämonischen Synergie,8,13761
336,Sabatons des seismischen Nachhalls,256,13723
337,Band des Kontrollverlusts,2048,13720
338,Umhang der Endgültigkeit,65536,13834
339,Anhänger der Sündigen,4,13837
340,Ring des pflichtgebundenen Hammers,2048,13854
341,Schleier des lodernden Gemetzels,65536,13857
342,Handschutz von Bwonsamdis Pakt,1024,13862
343,Halsreif des Großzügigen,0,13866
344,Amulett der endlosen Explosion,4,13873
