ID,Description_lang,Parent,Amount,Operator,CriteriaID,OrderIndex,Flags
215,Ein Schwarm Blauflossen,213,1,0,3624,2,0
216,Ein Schwarm Matschflosser,213,1,0,3625,3,0
217,Ein Schwarm Stachelflosser,213,1,0,3626,4,0
218,Ein Hochlandschwarm,213,1,0,3627,5,0
219,Ein Schwarm Sporenfische,213,1,0,3628,6,0
221,"Siege über Großwitwe Faerlina (Naxxramas, 25 Spieler)",0,0,4,0,0,0
222,Großwitwe Faerlina,221,1,0,5126,1,0
227,"Erforscht die Boreanische Tundra, indem Ihr die unbekannten Bereiche der Weltkarte aufdeckt.",0,0,4,0,0,0
228,Tempelstadt En'kilah,227,0,0,4122,1,0
229,Die Geysirfelder,227,0,0,4134,12,0
230,Garroshs Landeplatz,227,0,0,4126,5,0
231,Außenposten Bor'gorok,227,0,0,4129,8,0
232,Strand der Peitschennarbe,227,0,0,4124,3,0
233,Höhlen des Todes,227,0,0,4135,13,0
234,Stahlkiefers Karawane,227,0,0,4123,2,0
235,Kaskala,227,0,0,4125,4,0
236,Todeswehr,227,0,0,4127,6,0
237,Bernsteinflöz,227,0,0,4130,9,0
238,Kriegshymnenfeste,227,0,0,4131,10,0
239,Valianzfeste,227,0,0,4132,11,0
240,Kaltarra,227,0,0,4128,7,0
248,Bezwingt Imperator Dagran Thaurissan.,0,1,8,0,0,0
249,Das Schicksal des Königreichs,248,1,0,4262,2,2
250,Die königliche Rettung,248,1,0,4263,3,2
251,Imperator Dagran Thaurissan,248,1,0,3266,1,2
253,Bezwingt Dunkelmeister Gandling.,0,0,4,0,0,0
255,Dunkelmeister Gandling,253,1,0,19263,0,2
257,Bezwingt die bösen Drahtzieher der Invasion von Stratholme.,0,0,4,0,0,0
258,Baron Aurius Totenschwur,257,1,0,18471,2,0
259,Balnazzar,257,1,0,550,1,0
261,Siege über Aeonus (Öffnung des Dunklen Portals),0,0,4,0,0,0
262,Aeonus,261,1,0,3247,1,0
264,Höchstes Gebot auf eine Auktion,0,0,4,0,0,0
265,Höchstes Gebot bei Auktionen,264,0,0,4222,1,8
267,Gewinnt im Auge des Sturms mit einem Ergebnis von 1.600 zu 0.,0,1,8,0,0,0
268,Gewinnt 1600 zu 0,267,1,0,1238,0,2
270,"Gewinnt einen Wurf für Bedarf für einen überlegenen oder besseren Gegenstand mit einer Stufe über 185, indem Ihr eine 100 würfelt.",0,0,4,0,0,0
271,Würfelt für Bedarf und erreicht genau 100 für einen Gegenstand über Stufe 185,270,1,0,2412,1,2
273,Siege über Prinz Malchezaar (Karazhan),0,0,4,0,0,0
274,Prinz Malchezaar,273,1,0,3254,1,0
276,Siege über Häuptling Ukorz Sandskalp (Zul'Farrak),0,0,4,0,0,0
277,Häuptling Ukorz Sandskalp,276,1,0,3265,1,0
279,"Den Titel ""Kriegsfürst(in)"" erhalten.",0,0,4,0,0,0
280,Kriegsfürst,279,0,0,728,1,2
282,"Den Titel ""Kriegsherr(in)"" erhalten.",0,0,4,0,0,0
283,Kriegsherr,282,0,0,729,1,2
285,Statistic: Elixirs consumed,0,0,5,0,0,0
286,Elixier der Löwenstärke,285,0,0,4370,42,0
287,Elixier der erheblichen Beweglichkeit,285,0,0,4371,43,0
288,Elixier der erheblichen Verteidigung,285,0,0,4372,44,0
289,Elixier des erheblichen Magierbluts,285,0,0,4376,48,0
290,Elixier der erheblichen Schattenmacht,285,0,0,4377,49,0
291,Elixier der mächtigen Verteidigung,285,0,0,4381,53,0
292,Großes Arkanelixier,285,0,0,4402,74,0
293,Gemahlene Skorpokinhaltsstoffprobe,285,0,0,4403,75,0
294,Elixier der Weisheit,285,0,0,4395,67,0
295,Elixier des Mungos,285,0,0,4396,68,0
296,Elixier der Teufelsstärke,285,0,0,4399,71,0
297,Arthas' Gabe,285,0,0,4400,72,0
298,Blutbeerenelixier,285,0,0,4342,14,0
299,Elixier der Untotenentdeckung,285,0,0,4353,25,0
300,Elixier des Riesenwuchses,285,0,0,4360,32,0
301,Elixier der großen Beweglichkeit,285,0,0,4362,34,0
302,Arkanes Elixier,285,0,0,4341,13,0
303,Zerebralkortexverbund,285,0,0,4344,16,0
304,Elixier der mächtigen Stärke,285,0,0,4384,56,0
305,Elixier der schwachen Beweglichkeit,285,0,0,4385,57,0
306,Elixier der Schattenmacht,285,0,0,4389,61,0
307,Elixier der Willenskraft,285,0,0,4390,62,0
308,Zanzas Glanz,285,0,0,4337,0,0
309,Zanzas Schnelligkeit,285,0,0,4339,11,0
310,Erdelixier,285,0,0,4345,17,0
311,Elixier der rohen Gewalt,285,0,0,4347,19,0
312,Elixier der Verteidigung,285,0,0,4349,21,0
313,Elixier des Dämonentötens,285,0,0,4350,22,0
314,Elixier der Dämonenentdeckung,285,0,0,4351,23,0
315,Elixier der Seelenstärke,285,0,0,4358,30,0
316,Elixier der Frostmacht,285,0,0,4359,31,0
317,Elixier der großen Feuermacht,285,0,0,4364,36,0
318,Elixier der großen Intelligenz,285,0,0,4365,37,0
319,Starkes Trollblutelixier,285,0,0,8648,9,0
320,Elixier der mächtigen Verteidigung,285,0,0,8062,80,0
321,Elixier der mächtigen Gedanken,285,0,0,8066,81,0
322,Elixier des Adepten,285,0,0,4340,12,0
323,Erhebliches Trollblutelixier,285,0,0,8074,85,0
324,Elixier der mächtigen Beweglichkeit,285,0,0,4380,52,0
325,Schwaches Trollblutelixier,285,0,0,8076,102,0
326,Mächtiges Trollblutelixier,285,0,0,8077,101,0
327,Zornelixier,285,0,0,8078,100,0
328,Bluttangelixier des Ausweichens,285,0,0,8082,96,0
329,Elixier der Schatten,285,0,0,8086,92,0
330,Drakurus Elixier,285,0,0,8087,91,0
331,Zorts schützendes Elixier,285,0,0,8089,89,0
332,Elixier der draenischen Weisheit,285,0,0,4354,26,0
333,Elixier der Riesen,285,0,0,4361,33,0
334,Elixier der geringen Beweglichkeit,285,0,0,4369,41,0
335,Bluttangelixier des Widerstands,285,0,0,8083,95,0
336,Elixier des Wasserwandelns,285,0,0,4394,66,0
337,Elixier der Waffenkunde,285,0,0,8063,110,0
338,Kristallbarriere,285,0,0,8068,82,0
339,Jujukälte,285,0,0,8070,83,0
340,Jujuflucht,285,0,0,8071,105,0
341,Elixier der Präzision,285,0,0,8031,87,0
342,Elixier des Rüstungsdurchschlags,285,0,0,8064,109,0
343,Elixier der Blitzgeschwindigkeit,285,0,0,8065,108,0
344,Jujuglut,285,0,0,8069,106,0
345,Feuerwasser der Winterfelle,285,0,0,8073,104,0
346,Magierblutelixier,285,0,0,8075,103,0
347,Zaubermachtelixier,285,0,0,8079,99,0
348,Worgblutelixier,285,0,0,8081,97,0
349,Videre-Elixier,285,0,0,8084,94,0
350,Ahuurns Elixier,285,0,0,8085,93,0
351,Zorts schützendes Elixier,285,0,0,8088,90,0
352,Jujumacht,285,0,0,8072,84,0
353,Elixier der tödlichen Stöße,285,0,0,8032,86,0
354,Elixier der Schwächung,285,0,0,4356,28,0
355,Elixier der Eisenhaut,285,0,0,4368,40,0
356,Elixier der Ogerstärke,285,0,0,4388,60,0
357,Lungensaftcocktail,285,0,0,4404,76,0
358,Zanzas Geist,285,0,0,4338,10,0
359,Elixier der erheblichen Stärke,285,0,0,4378,50,0
360,Kristallkraft,285,0,0,8067,107,0
361,Noggenfoggers Elixier,285,0,0,4406,78,0
362,Düstergraselixier,285,0,0,8090,88,0
363,Elixier der Heilkraft,285,0,0,4367,39,0
364,Elixier der erheblichen Feuermacht,285,0,0,4373,45,0
365,Elixier der erheblichen Frostmacht,285,0,0,4375,47,0
366,Elixier der erheblichen Seelenstärke,285,0,0,4374,46,0
367,Katzenaugenelixier,285,0,0,4343,15,0
368,Elixier der Beweglichkeit,285,0,0,4346,18,0
369,Elixier der Traumvision,285,0,0,4355,27,0
370,Elixier der Feuermacht,285,0,0,4357,29,0
371,Elixier der großen Verteidigung,285,0,0,4363,35,0
372,Elixier der verbesserten Wasseratmung,285,0,0,4366,38,0
373,Elixier der Tarnung,285,0,0,4348,20,0
374,Elixier der Entdeckung geringer Unsichtbarkeit,285,0,0,4352,24,0
375,Elixier des Meisters,285,0,0,4379,51,0
376,Elixier der mächtigen Seelenstärke,285,0,0,4382,54,0
377,Elixier des mächtigen Magierbluts,285,0,0,4383,55,0
378,Elixier der schwachen Verteidigung,285,0,0,4386,58,0
379,Elixier der schwachen Seelenstärke,285,0,0,4387,59,0
380,Elixier der überragenden Verteidigung,285,0,0,4391,63,0
381,Elixier der Zähigkeit,285,0,0,4392,64,0
382,Elixier der Wasseratmung,285,0,0,4393,65,0
383,Elixier der Weisen,285,0,0,4397,69,0
384,Elixier des suchenden Auges,285,0,0,4398,70,0
385,Muskelmagenkaugummi,285,0,0,4401,73,0
386,R.O.I.D.S.,285,0,0,4405,77,0
387,Elixier des Ansturms,285,0,0,4407,79,0
388,Elixier des Gurus,285,0,0,8080,98,0
389,Elixier der tiefen Erde,285,0,0,19156,1,0
390,Elixier der Kobra,285,0,0,19157,2,0
391,Elixier der unmöglichen Präzision,285,0,0,19158,3,0
392,Elixier der Meisterschaft,285,0,0,19159,4,0
393,Elixier der mächtigen Geschwindigkeit,285,0,0,19160,5,0
394,Prismatisches Elixier,285,0,0,19161,6,0
395,Geisterelixier,285,0,0,19162,7,0
396,Elixier der Naga,285,0,0,19163,8,0
398,Anzahl /LOLs,0,0,5,0,0,0
399,lachen,398,0,0,3238,1,0
400,kichern,398,0,0,7194,5,0
401,auslachen,398,0,0,7195,2,0
402,rofl,398,0,0,7196,3,0
403,gibbeln,398,0,0,7197,4,0
405,"Erforscht Teldrassil, indem Ihr die unbekannten Bereiche der Weltkarte aufdeckt.",0,0,4,0,0,0
406,Sternenhauch,405,1,0,1305,8,0
407,Die Lichtung des Orakels,405,1,0,1306,9,0
408,Quellsee,405,1,0,1307,10,0
409,Darnassus,405,1,0,1308,11,0
410,Al'Amethsee,405,1,0,1303,6,0
411,Laubschattental,405,1,0,1299,1,0
412,Lichtung von Ban'ethil,405,1,0,1300,4,0
413,Höhle der Knarzklauen,405,1,0,1302,5,0
414,Rut'theran,405,1,0,1309,12,0
415,Teiche von Arlithrien,405,1,0,1304,7,0
416,Die Kluft,405,1,0,14088,2,0
417,Dolanaar,405,1,0,14089,3,0
419,Gewinnt in der Kriegshymnenschlucht.,0,1,8,0,0,0
420,Gewinnt in der Kriegshymnenschlucht,419,1,0,5899,0,2
422,Erringt 100 Siege in der Kriegshymnenschlucht.,0,100,5,0,0,8193
423,Erringt in der Kriegshymnenschlucht 100 Siege,422,100,0,5899,0,1
425,Bezwingt Pathaleon den Kalkulator auf dem Schwierigkeitsgrad 'Heroisch'.,0,0,4,0,0,0
426,Pathaleon der Kalkulator,425,1,0,3720,1,2
428,Tötet Lor'themar Theron.,0,0,4,0,0,0
429,Lor'themar Theron,428,1,0,483,1,2
431,"Erhöht Euren Ruf bei der Holzschlundfeste, den Sporeggar und den Kurenai von unfreundlich auf ehrfürchtig.",0,0,4,0,0,0
432,Ehrfürchtig bei den Kurenai,431,42000,0,5337,2,0
433,Ehrfürchtig bei den Sporeggar,431,42000,0,4757,3,0
434,Ehrfürchtig bei der Holzschlundfeste,431,42000,0,2011,1,0
436,Erhaltet während der Schlotternächte die Zügel des Reiters vom kopflosen Reiter im Scharlachroten Kloster.,0,1,8,0,0,0
437,Ross des kopflosen Reiters,436,0,0,6160,1,2
439,"Den Titel ""Zornbringer(in)"" erhalten.",0,0,4,0,0,0
440,Zornbringer,439,0,0,733,1,2
448,"Zieht Euch 3 Braufestkleidungsstücke an, sorgt dafür, dass Ihr sternhagelvoll seid, und tanzt in Dalaran.",0,0,4,0,0,0
449,Tanzt (/tanzen),448,1,0,4112,1,2
451,Tötet 15 Truthähne in 3 Minuten.,0,0,4,0,0,0
452,15 Truthähne in 3 Minuten,451,1,0,3821,1,2
454,Genießt während der 'Liebe liegt in der Luft'-Feierlichkeiten bei einem Romantischen Picknick in Dalaran mit jemandem ein Buttermilchküsschen.,0,0,4,0,0,0
455,Buttermilchküsschen beim romantischen Picknick.,454,1,0,4071,1,2
456,Romantisches Picknick,454,1,0,5787,2,2
458,Erste-Hilfe-Fertigkeit,0,0,4,0,0,0
459,Erste-Hilfe-Fertigkeit,458,525,0,5592,1,1
461,Besucht einen Barbier und lasst Euch die Haare schneiden.,0,0,4,0,0,0
462,Besucht einen Barbier und bezahlt für seine Dienste.,461,1,0,2341,1,2
464,Feuert in höchstens 20 Sekunden 10 Liebesraketen ab.,0,0,4,0,0,0
465,Feuert innerhalb von höchstens 20 Sekunden 10 Liebesraketen ab,464,10,0,6295,1,1
467,Anzahl der Nutzungen des Ruhesteins,0,0,4,0,0,0
468,Ruhestein,467,0,0,5008,1,0
469,Rubinschuhe,467,0,0,11719,2,0
470,Die Tochter des Gastwirts,467,0,0,17387,3,0
472,"Erforscht die Zangarmarschen, indem Ihr die unbekannten Bereiche der Weltkarte aufdeckt.",0,0,4,0,0,0
473,Quaggkamm,472,1,0,1648,6,0
474,Die Lagune,472,1,0,1651,9,0
475,Telredor,472,1,0,1649,7,0
476,Zuflucht des Cenarius,472,1,0,1611,1,0
477,Wildfenn,472,1,0,1612,3,0
478,Umbrafenn,472,1,0,1653,11,0
479,Sporeggar,472,1,0,1654,12,0
480,Oreborzuflucht,472,1,0,1657,15,0
481,Das Pilzgeflecht,472,1,0,1658,16,0
482,Küste der Dunkelkämme,472,1,0,1667,18,0
483,Das Todesmoor,472,1,0,1650,8,0
484,Ruinen der Zwillingsspitze,472,1,0,1652,10,0
485,Grund der Ango'rosh,472,1,0,1610,2,0
486,Sumpflichtsee,472,1,0,1647,5,0
487,Festung der Ango'rosh,472,1,0,1655,13,0
488,Blutschuppengrund,472,1,0,1656,14,0
489,Zabra'jin,472,1,0,1659,17,0
490,Prügelsumpf,472,1,0,1613,4,0
492,"Erforscht die Grizzlyhügel, indem Ihr die unbekannten Bereiche der Weltkarte aufdeckt.",0,0,4,0,0,0
493,Voldrune,492,0,0,4187,10,0
494,Granitquell,492,0,0,4182,5,0
495,Camp Oneqwah,492,0,0,4190,13,0
496,Feste Drak'Tharon,492,0,0,4179,2,0
497,Ammertannhütte,492,0,0,4188,11,0
498,Holzfällerposten Blauhimmel,492,0,0,4189,12,0
499,Burg Siegeswall,492,0,0,4178,1,0
500,Ruinen von Drakil'jin,492,0,0,4180,3,0
501,Dun Argol,492,0,0,4181,4,0
502,Grauschlund,492,0,0,4183,6,0
503,Schrein des Grollfangs,492,0,0,4184,7,0
504,Thor Modan,492,0,0,4185,8,0
505,Venturebucht,492,0,0,4186,9,0
506,Lager der Westfallbrigade,492,0,0,4191,14,0
508,Erreicht eine persönliche Wertung von 2.200 in der 5vs5-Sparte der Arena.,0,0,4,0,0,0
509,Wertung: 2.200,508,2200,0,452,1,2
511,"Gewinnt im Alteractal, während Euer Team beide Minen kontrolliert.",0,0,4,0,0,0
512,Koboldhöhle erobert,82730,1,0,3388,0,2
513,Trogghöhlen erobert,82732,1,0,3389,0,2
515,Schließt die Flammenbewahrererfolge ab.,0,0,4,0,0,0
516,Flammenbewahrer von Kalimdor,515,0,0,3200,3,0
517,Flammenbewahrer der Scherbenwelt,515,0,0,3201,5,0
518,Flammenbewahrer der Östlichen Königreiche,515,0,0,3199,2,0
519,Flammenbewahrer des Kataklysmus,515,0,0,18216,1,0
520,Flammenbewahrer von Nordend,515,0,0,18217,4,0
522,"Träger von Sulfuras, Hand von Ragnaros.",0,1,8,0,0,0
523,,58228,1,0,12478,1,2
524,"Sulfuras, Hand von Ragnaros",58228,1,0,318,0,2
526,Erreicht einen ehrfürchtigen Ruf bei der Vorhut des Kriegshymnenklans.,0,0,4,0,0,0
527,Ehrfürchtig bei der Vorhut des Kriegshymnenklans,526,42000,0,5319,1,2
529,Bezwingt Keli'dan den Zerstörer auf dem Schwierigkeitsgrad 'Heroisch'.,0,0,4,0,0,0
530,Keli'dan der Zerstörer,529,1,0,3710,1,2
532,5vs5-Siege,0,0,5,0,0,0
533,5vs5-Siege in den Ruinen von Lordaeron,532,0,0,8601,2,0
534,5vs5-Siege in Nagrand,532,0,0,8600,3,0
535,5vs5-Siege in Dalaran,532,0,0,8599,4,0
536,5vs5-Siege im Schergrat,532,0,0,5726,0,0
537,5vs5-Siege im Ring der Ehre,532,0,0,8602,1,0
539,2vs2-Kämpfe,0,0,5,0,0,0
540,2vs2-Kämpfe im Ring der Ehre,539,0,0,8614,3,0
541,2vs2-Kämpfe in den Ruinen von Lordaeron,539,0,0,8613,2,0
542,2vs2-Kämpfe in Dalaran,539,0,0,8611,4,0
543,2vs2-Kämpfe in Nagrand,539,0,0,8612,1,0
544,2vs2-Kämpfe im Schergrat,539,0,0,5725,0,0
546,Höchste Anzahl Fraktionen auf Respektvoll oder höher,0,0,4,0,0,0
547,Fraktionen auf Respektvoll,546,0,0,5299,1,0
549,Erringt 10.000 ehrenhafte Siege.,0,0,4,0,0,0
550,Erringt 10.000 ehrenhafte Siege,549,10000,0,13253,1,1
552,Bezwingt Nefarian.,0,1,8,0,0,0
553,Nefarian,552,1,0,3273,1,2
554,Therazanes Zusammenhalt,552,1,0,4564,5,2
555,Stiefel der Schattenflamme,552,1,0,4567,8,2
556,Brustplatte des Zorns,552,1,0,4578,19,2
557,Archimtiros' Ring der Abrechnung,552,1,0,4565,6,2
