Name_lang,ID,MapID,DifficultyID,OrderIndex,CompleteWorldStateID,Bit,Flags,SpellIconFileID,Faction,Field_11_1_5_59735_010
Magmaul,1024,669,0,-500,5301,2,14,0,-1,0
Maloriak,1025,669,0,3000,5315,3,6,0,-1,0
Nefarians Ende,1026,669,0,4000,5203,4,7,0,-1,0
Omnotron-Verteidigungssystem,1027,669,0,-1000,5303,5,6,0,-1,0
Rat der Aszendenten,1028,671,0,2000,5339,0,10,0,-1,0
Cho'gall,1029,671,0,2500,5494,1,11,0,-1,0
Halfus Wyrmbrecher,1030,671,0,-1000,5380,2,10,0,-1,0
Theralion und Valiona,1032,671,0,1500,5517,4,10,0,-1,0
Argaloth,1033,757,0,0,5575,0,14,0,-1,0
Al'Akir,1034,754,0,0,5565,0,11,0,-1,0
Konklave des Windes,1035,754,0,-1000,5563,1,6,0,-1,0
Aszendentenfürst Obsidius,1036,645,0,0,5131,0,4,0,-1,0
Bella,1037,645,0,-1000,5129,1,4,0,-1,0
"Corla, Botin des Zwielichts",1038,645,0,-2000,5112,2,4,0,-1,0
Karsh Stahlbieger,1039,645,0,-1500,5119,3,4,0,-1,0
Rom'ogg Knochenbrecher,1040,645,0,-3000,5127,4,4,0,-1,0
Altairus,1041,657,0,0,5497,0,4,0,-1,0
Asaad,1042,657,0,1000,5496,1,4,0,-1,0
Großwesir Ertan,1043,657,0,-1000,5500,2,4,0,-1,0
Kommandant Ulthok,1044,643,0,0,5325,0,4,0,-1,0
Lady Naz'jar,1045,643,0,-1000,5125,1,4,0,-1,0
Geistbeuger Ghur'sha,1046,643,0,1000,5326,2,4,0,-1,0
Ozumat,1047,643,0,2000,5557,3,4,0,-1,0
Drahga Schattenbrenner,1048,670,0,0,5098,0,4,0,-1,0
Erudax,1049,670,0,1000,5175,1,4,0,-1,0
Schmiedemeister Throngus,1050,670,0,-1000,5077,2,4,0,-1,0
General Umbriss,1051,670,0,-2000,5065,3,4,0,-1,0
General Husam,1052,755,0,0,5389,0,4,0,-1,0
Hochprophet Barim,1053,755,0,1000,5382,1,4,0,-1,0
Schnappschlund,1054,755,0,2000,5562,2,4,0,-1,0
Siamat,1055,755,0,3000,5476,3,4,0,-1,0
Corborus,1056,725,0,0,5569,0,4,0,-1,0
Hohepriesterin Azil,1057,725,0,1000,5572,1,4,0,-1,0
Ozruk,1058,725,0,500,5571,2,4,0,-1,0
Plattenhaut,1059,725,0,250,5570,3,4,0,-1,0
Baron Ashbury,1069,33,0,0,5551,0,4,0,-1,0
Baron Silberlein,1070,33,0,1000,4597,1,4,0,-1,0
Kommandant Grüntal,1071,33,0,2000,4598,2,4,0,-1,0
Lord Godfrey,1072,33,0,3000,5553,3,4,0,-1,0
Lord Walden,1073,33,0,2500,5552,4,4,0,-1,0
Ammunae,1074,644,0,0,5166,0,4,0,-1,0
Anraphet,1075,644,0,-1000,5107,1,4,0,-1,0
Erdwüter Ptah,1076,644,0,-2000,5165,2,4,0,-1,0
Isiset,1077,644,0,-500,5002,3,4,0,-1,0
Rajh,1078,644,0,1000,5168,4,4,0,-1,0
Setesh,1079,644,0,500,5167,5,4,0,-1,0
Tempelwächter Anhuur,1080,644,0,-3000,4985,6,4,0,-1,0
Vanessa van Cleef,1081,36,2,7000,5613,5,4,0,-1,0
Sinestra,1082,671,5,3500,5523,3,11,0,-1,0
Sinestra,1083,671,6,3500,5523,3,11,0,-1,0
Onyxia,1084,249,0,0,4810,0,7,0,-1,0
Anub'arak,1085,649,0,5000,4241,0,11,0,-1,0
Fraktionschampions,1086,649,0,3000,4803,1,10,0,-1,0
Lord Jaraxxus,1087,649,0,2000,4272,2,10,0,-1,0
Bestien von Nordend,1088,649,0,0,4370,3,10,0,-1,0
Zwillingsval'kyr,1089,649,0,4000,4334,4,10,0,-1,0
Sartharion,1090,615,0,4000,4833,0,7,0,-1,0
Shadron,1091,615,0,3000,4831,1,4,0,-1,0
Tenebron,1092,615,0,2000,4830,2,4,0,-1,0
Vesperon,1093,615,0,0,4832,3,4,0,-1,0
Malygos,1094,616,0,0,4829,0,2,0,-1,0
Rat des Blutes,1095,631,0,7000,4733,0,10,0,-1,0
Todesbringer Saurfang,1096,631,0,3000,4519,1,2,0,-1,0
Fauldarm,1097,631,0,5000,4870,2,10,0,-1,0
Valithria Traumwandler,1098,631,0,10000,4855,3,6,0,-1,0
Kanonenschiffsschlacht von Eiskrone,1099,631,0,2000,4492,4,10,0,-1,0
Lady Todeswisper,1100,631,0,1000,4869,5,10,0,-1,0
Lord Mark'gar,1101,631,0,0,4471,6,10,0,-1,0
Professor Seuchenmord,1102,631,0,6000,4871,7,10,0,-1,0
Blutkönigin Lana'thel,1103,631,0,9000,4868,8,10,0,-1,0
Modermiene,1104,631,0,4000,4435,9,10,0,-1,0
Sindragosa,1105,631,0,12000,4842,10,10,0,-1,0
Der Lichkönig,1106,631,0,14000,4910,11,7,0,-1,0
Anub'Rekhan,1107,533,0,0,2255,0,14,0,-1,0
Gluth,1108,533,0,1000,2242,1,14,0,-1,0
Gothik der Ernter,1109,533,0,500,2238,2,14,0,-1,0
Großwitwe Faerlina,1110,533,0,250,2256,3,14,0,-1,0
Grobbulus,1111,533,0,750,2247,4,14,0,-1,0
Heigan der Unreine,1112,533,0,375,2258,5,14,0,-1,0
Instrukteur Razuvious,1113,533,0,437,2307,6,14,0,-1,0
Kel'Thuzad,1114,533,0,2000,2269,7,7,0,-1,0
Loatheb,1115,533,0,406,2245,8,14,0,-1,0
Maexxna,1116,533,0,312,2253,9,14,0,-1,0
Noth der Seuchenfürst,1117,533,0,343,2257,10,14,0,-1,0
Flickwerk,1118,533,0,625,2244,11,14,0,-1,0
Saphiron,1119,533,0,1500,2268,12,14,0,-1,0
Thaddius,1120,533,0,1250,2243,13,14,0,-1,0
Die Vier Reiter,1121,533,0,562,4012,14,6,0,-1,0
Archavon der Steinwächter,1126,624,0,0,4836,0,10,0,-1,0
Emalon der Sturmwächter,1127,624,0,1000,4837,1,10,0,-1,0
Koralon der Flammenwächter,1128,624,0,2000,4838,2,10,0,-1,0
Toravon der Eiswächter,1129,624,0,3000,4895,3,10,0,-1,0
Algalon der Beobachter,1130,603,0,0,4093,0,66,0,-1,0
Auriaya,1131,603,0,-1000,4140,1,6,0,-1,0
Flammenleviathan,1132,603,0,-2000,4114,2,6,0,-1,0
Freya,1133,603,0,-500,4059,3,6,0,-1,0
General Vezax,1134,603,0,-250,4067,4,6,0,-1,0
Hodir,1135,603,0,-750,4050,5,6,0,-1,0
"Ignis, Meister des Eisenwerks",1136,603,0,-1500,4834,6,6,0,-1,0
Kologarn,1137,603,0,-1250,4089,7,6,0,-1,0
Mimiron,1138,603,0,-375,4060,8,6,0,-1,0
Klingenschuppe,1139,603,0,-1375,4835,9,6,0,-1,0
Die Versammlung des Eisens,1140,603,0,-1312,4091,10,6,0,-1,0
Thorim,1141,603,0,-625,4057,11,6,0,-1,0
XT-002 Dekonstruktor,1142,603,0,-1343,4138,12,6,0,-1,0
Yogg-Saron,1143,603,0,-125,4121,13,7,0,-1,0
Hogger,1144,34,1,1000,5509,3,4,0,-1,0
Fürst Gluthitze,1145,34,1,2000,5510,4,4,0,-1,0
Randolph Moloch,1146,34,1,3000,5511,5,4,0,-1,0
Baltharus der Kriegsjünger,1147,724,0,0,5031,0,4,0,-1,0
General Zarithrian,1148,724,0,1000,5033,1,4,0,-1,0
Saviana Flammenschlund,1149,724,0,500,5032,2,4,0,-1,0
Halion,1150,724,0,2000,5048,3,6,0,-1,0
Ältester Hellblatt,1164,603,0,-562,5630,14,0,0,-1,0
Ältester Eisenast,1165,603,0,-531,5631,15,0,0,-1,0
Ältester Steinrinde,1166,603,0,-515,5632,16,0,0,-1,0
Hohepriester Venoxis,1178,859,0,0,5779,0,12,0,-1,0
Blutfürst Mandokir,1179,859,0,1000,5810,1,4,0,-1,0
Hohepriesterin Kilnara,1180,859,0,2000,5780,2,4,0,-1,0
Zanzil,1181,859,0,3000,5769,3,12,0,-1,0
Jin'do der Götterbrecher,1182,859,0,4000,5778,4,4,0,-1,0
Majordomus Hirschhaupt,1185,720,0,0,5827,0,14,0,-1,0
Hort des Wahnsinns,1188,859,0,1500,5824,5,4,0,-1,0
Akil'zon,1189,568,0,0,3122,0,12,0,-1,0
Nalorakk,1190,568,0,1000,3077,1,12,0,-1,0
Jan'alai,1191,568,0,2000,3153,2,12,0,-1,0
Halazzi,1192,568,0,3000,3152,3,12,0,-1,0
Hexlord Malacrass,1193,568,0,4000,3146,4,12,0,-1,0
Daakara,1194,568,0,5000,3148,5,12,0,-1,0
Beth'tilac,1197,720,0,-4000,5882,1,14,0,-1,0
Baloroc,1200,720,0,-1000,5898,2,14,0,-1,0
Ragnaros,1203,720,0,2000,5911,3,15,0,-1,0
Lord Rhyolith,1204,720,0,-3000,5872,4,6,0,-1,0
Shannox,1205,720,0,-2375,5919,5,14,0,-1,0
Alysrazar,1206,720,0,-1750,5942,6,14,0,-1,0
Occu'thar,1250,757,0,1000,5821,1,14,0,-1,0
Murozond,1271,938,0,8000,6048,4,4,0,-1,0
Peroth'arn,1272,939,0,0,6067,0,4,0,-1,0
Königin Azshara,1273,939,0,1000,6038,1,4,0,-1,0
Mannoroth,1274,939,0,2000,6055,2,4,0,-1,0
Todesschwinges Rückgrat,1291,967,0,0,6097,0,6,0,-1,0
Morchok,1292,967,0,-1000,6082,1,2,0,-1,0
Kriegsherr Zon'ozz,1294,967,0,-500,6084,2,2,0,-1,0
Yor'sahj der Unermüdliche,1295,967,0,-250,6102,3,2,0,-1,0
Hagara,1296,967,0,-125,6106,4,2,0,-1,0
Ultraxion,1297,967,0,-62,6128,5,2,0,-1,0
Kriegsmeister Schwarzhorn,1298,967,0,-31,6134,6,2,0,-1,0
Todesschwinges Wahnsinn,1299,967,0,1000,6142,7,7,0,-1,0
Gu Wolkenschlag,1303,959,0,0,6585,0,0,0,-1,0
Meister Schneewehe,1304,959,0,1000,6117,1,0,0,-1,0
Sha der Gewalt,1305,959,0,2000,6138,2,0,0,-1,0
Taran Zhu,1306,959,0,3000,6151,3,0,0,-1,0
Alizabal,1332,757,0,2000,6158,2,14,0,-1,0
Arcurion,1337,940,0,0,6161,0,4,0,-1,0
Erzbischof Benedictus,1339,940,0,1000,6088,1,4,0,-1,0
Asira Dämmerschlächter,1340,940,0,500,6062,2,4,0,-1,0
Omar der Testdrache,1348,598,1,0,6215,0,0,0,-1,0
Feng der Verfluchte,1390,1008,0,0,6428,0,6,306868,-1,0
Die Steinwache,1395,1008,0,-1000,6431,1,6,0,-1,0
Saboteur Kip'tilak,1397,962,0,0,6153,0,4,0,-1,0
Bomber Ga'dok,1405,962,0,1000,6465,1,0,0,-1,0
Kommandant Ri'mok,1406,962,0,2000,6466,2,0,0,-1,0
Der Wille des Kaisers,1407,1008,0,3000,6470,2,7,0,-1,0
Beschützer des Endlosen,1409,996,0,0,6473,0,6,0,-1,0
Uuk-Uuk,1412,961,0,0,6143,0,4,0,-1,0
Hopsallus,1413,961,0,1000,6375,1,4,0,-1,0
Yan-Zhu der Dekantierte,1414,961,0,2000,6378,2,4,0,-1,0
Liu Flammenherz,1416,960,0,1000,6141,1,4,0,-1,0
Lehrensucher Steinschritt,1417,960,0,0,6295,2,4,0,-1,0
Der weise Mari,1418,960,0,-1000,6400,3,4,0,-1,0
Raigonn,1419,962,0,3000,6293,3,0,0,-1,0
Flammenwirker Koegler,1420,1001,0,0,6330,0,4,0,-1,0
Waffenmeister Harlan,1421,1001,0,-500,6542,1,4,0,-1,0
Hundemeister Braun,1422,1001,0,-1000,6521,2,4,0,-1,0
Thalnos der Seelenfetzer,1423,1004,0,1000,4568,0,4,0,-1,0
Bruder Korloff,1424,1004,0,2000,6444,1,4,0,-1,0
Hochinquisitorin Weißsträhne,1425,1004,0,3000,6450,2,4,0,-1,0
Ausbilderin Kaltherz,1426,1007,0,0,6321,0,0,0,-1,0
Jandice Barov,1427,1007,0,1000,6331,1,0,0,-1,0
Blutrippe,1428,1007,0,2000,6335,2,0,0,-1,0
Lilian Voss,1429,1007,0,3000,6334,3,0,0,-1,0
Dunkelmeister Gandling,1430,1007,0,4000,6319,4,0,0,-1,0
Sha der Angst,1431,996,0,1000,6525,1,7,0,-1,0
Gara'jal der Geisterbinder,1434,1008,0,500,6463,3,6,0,-1,0
Die Geisterkönige,1436,1008,0,2000,6529,4,6,0,-1,0
Sha des Zweifels,1439,960,0,3000,6125,0,4,0,-1,0
Xin der Waffenmeister,1441,994,0,1000,6579,1,0,0,-1,0
Die Prüfung des Königs,1442,994,0,-1000,6586,2,4,0,-1,0
Adarogg,1443,389,0,0,6580,0,4,0,-1,0
Dunkelschamane Koranthal,1444,389,0,1000,6583,1,4,0,-1,0
Nagma,1445,389,0,2000,6589,2,4,0,-1,0
Lavawache Gordoth,1446,389,0,3000,6592,3,4,0,-1,0
General Pa'valak,1447,1011,0,1500,6594,0,0,0,-1,0
Garalon,1463,1009,0,-1250,6649,0,6,0,-1,0
Schwadronsführer Ner'onok,1464,1011,0,2500,6658,1,0,0,-1,0
Wesir Jin'bak,1465,1011,0,0,6625,2,0,0,-1,0
Windfürst Mel'jarak,1498,1009,0,-1000,6677,1,6,0,-1,0
Bernformer Un'sok,1499,1009,0,1000,6700,2,7,0,-1,0
