ID,Body_lang
108,"Ein fröhliches Winterhauchfest, $n!$B$BObgleich ich und die guten Leute von Kokelwälder um diese Jahreszeit sehr beschäftigt sind, wollte ich Euch noch etwas Besonderes schicken. Ich bin sicher, es freut Euch zu hören, dass wir Sacks draußen im Alteracgebirge gefunden und wieder aufgetaut haben. Er sendet beste Grüße!$B$BAnbei ist eine Kleinigkeit für Euch. Ihr werdet einen Schneeball benötigen, um es anzutreiben, doch dann wird es Euch viel Freude bereiten!$B$BAltvater Winter"
109,"Seid gegrüßt! Ich hoffe, es geht Euch gut.$B$BIch möchte Euch erneut für Eure Hilfe bei unserem Kampf gegen Hakkar danken. Ich freue mich schon darauf, Euch bald wiederzusehen, wenn wir uns der Herausforderung, den Blutgott zu vernichten, stellen. Eure Abwesenheit hier macht uns schwer zu schaffen!$B$BIch habe eine Ehrenmünze als kleines Zeichen unseres Dankes mit beigelegt. Zusammen können wir Hakkar hoffentlich ein für alle Mal besiegen!$B$BMöge Zanza Euch segnen!$BVinchaxa, Diener von Zanza"
110,"Ich grüße Euch $n,$B$Bdie Informationen, die Ihr mir bringen konntet, waren sehr wertvoll. Hinter dem Aufmarsch des Schattenhammers in diesem Gebiet scheint mehr zu stecken, als wir es zunächst geahnt hatten. Wir werden sie zukünftig verstärkt beobachten.$B$BNun zu Euch, in Anerkennung Eurer großartigen Taten, möchten wir Euch ein kleines Zeichen unserer Dankbarkeit zukommen lassen.$B$BHochachtungsvoll,$B$BKommandant Mar'alith"
111,"Seid gegrüßt. Möge Euer Kampf für die Horde auch weiterhin glorreich sein. Mit Wohlwollen blicke ich in eine Zukunft, in der andere zu Euch aufblicken können, zu einem Vermächtnis welches so reich und gesegnet sein mag, wie das des großen Grom Höllschrei.$B$BEuer Akt der Güte während des Erntedankfests und gegenüber Groms Vermächtnis habe ich nicht vergessen. Ich habe Euch etwas geschickt und hoffe, dass es Euch gefällt. Nutzt es weise.$B$BFür die Horde!$B$BJavnir"
112,"Seid gegrüßt, Druide!

Ich bin recht stolz darauf, mit welchem Eifer Ihr Eure Ausbildung bislang verfolgt habt. Ihr solltet stolz darauf sein, dass Ihr eins mit der Klaue geworden seid. Weitere Lektionen werden folgen. Die nächsten Lektionen sind verfügbar, wenn Ihr mindestens die Stufe 14 erreicht habt. Wenn Ihr dazu bereit seid, findet Ihr mich in der Enklave des Cenarius in Darnassus.

Mathrengyl Bärenfährte"
113,"Seid gegrüßt. Ich hoffe, dass Euer Kampf im Namen der Allianz ganz in Eurem Sinne verläuft. Mit Wohlwollen blicke ich in eine Zukunft, in der andere zu Euch aufblicken können, zu einem Vermächtnis welches so reich und gesegnet sein mag, wie das des großen Uther Lichtbringers.$B$BEuer Akt der Güte während des Erntedankfests und gegenüber Uthers Vermächtnis habe ich nicht vergessen. Ich habe Euch etwas geschickt und hoffe, dass es Euch gefällt. Nutzt es weise.$B$BBei Bronzebarts Hammer,$B$BWagner"
114,"Seid gegrüßt, Druide!

Ich habe Euch diese Notiz geschickt. Sie soll Euch daran erinnern, dass Ihr Euch von Zeit zu Zeit bei mir meldet, während Ihr durch die Ränge aufsteigt. Als Druide in den Diensten von Cenarius gibt es viel zu lernen und ich bin Euch mit Freuden behilflich. Bald seid Ihr bereit, etwas über Eure Wassergestalt zu erfahren. Sucht mich auf, wenn Ihr die 16. Stufe erreicht habt, dann leite ich Euch auf den Pfad des Wissens.

Turak Runentotem"
115,"Seid gegrüßt, Druide!

Ich habe Euch diese Notiz geschickt. Sie soll Euch daran erinnern, dass Ihr Euch von Zeit zu Zeit bei mir meldet, während Ihr durch die Ränge aufsteigt. Als Druide in den Diensten von Cenarius gibt es viel zu lernen und ich bin Euch mit Freuden behilflich. Bald seid Ihr bereit, etwas über Eure Wassergestalt zu erfahren. Sucht mich auf, wenn Ihr die 16. Stufe erreicht habt, dann leite ich Euch auf den Pfad des Wissens.

Mathrengyl Bärenfährte"
116,"Seid gegrüßt, Druide!

Ich bin recht stolz darauf, mit welchem Eifer Ihr Eure Ausbildung bislang verfolgt habt. Ihr solltet stolz darauf sein, dass Ihr eins mit der Klaue geworden seid. Weitere Lektionen werden folgen. Die nächsten Lektionen sind verfügbar, wenn Ihr mindestens die Stufe 14 erreicht habt. Wenn Ihr dazu bereit seid, findet Ihr mich auf der Anhöhe der Ältesten in Donnerfels.

Turak Runentotem"
117,"Ein fröhliches Winterhauchfest, $n!$B$BObgleich ich und die guten Leute von Kokelwälder um diese Jahreszeit sehr beschäftigt sind, wollte ich Euch noch etwas Besonderes schicken. Ich bin sicher, es freut Euch zu hören, dass wir Sacks draußen im Alteracgebirge gefunden und wieder aufgetaut haben. Er sendet beste Grüße!$B$BAnbei ist eine Kleinigkeit für Euch. Ihr werdet einen Schneeball benötigen, um es anzutreiben, doch dann wird es Euch viel Freude bereiten!$B$BAltvater Winter"
118,"Ho, ho, hallo, $n! Ich hoffe, dass Ihr ein phantastisches Winterhauchfest habt!$B$BIhr wart so freundlich, mir mit meinem Schleckermaul zu helfen, daher wollte ich Euch etwas zusätzlich schicken. Es ist ein Probierpaket mit köstlichen Leckereien von Kokelwälder. Wenn Ihr noch keine erhalten habt, dann solltet Ihr unbedingt dafür sorgen, dass Ihr welche bekommt, bevor die Feiertage vorüber sind!$B$BFrohe Feiertage...$B$BAltvater Winter"
119,"Seid gegrüßt – ich wollte Euch nur kurz schreiben, dass hier in der Mondfederfeste alles in Ordnung ist. Dank Eurer Unterstützung konnte ich in letzter Zeit eine ganze Menge neuer Lederwaren herstellen!$B$BUnd da ich noch etwas Leder über hatte, dachte Ich mir, dass ich Euch noch einen kleinen Bonus für Eure Hilfe schicke. So, falls Ihr mal wieder in der Nähe der Festung seid, schaut doch bei mir vorbei!$B$BEuer Freund,$BPratt"
120,"Hallo nochmal – ich wollte Euch nur kurz schreiben, dass hier in Camp Mojache so weit alles in Ordnung ist. Dank Eurer Unterstützung konnte ich in letzter Zeit eine ganze Menge neuer Lederwaren herstellen!$B$BUnd da ich noch etwas Leder über hatte, dachte Ich mir, dass ich Euch noch einen kleinen Bonus für Eure Hilfe schicke. So, falls Ihr mal wieder in der Nähe des Camps seid, besucht mich doch einfach!$B$BFriede, Euch und Euren Vorfahren,$BJangdor"
121,"Dieses Kleinod wird Euch zwar keine Antworten geben, aber vielleicht findet Ihr ja Gefallen daran."
122,"$n,$B$Bich wollte mich nur nochmal dafür bedanken, dass Ihr Metzen gerettet habt. Ich meine es wirklich ernst, wenn ich sage, dass Ihr hier bei Kokelwälder jetzt einen Freund fürs Leben habt.$B$BWo wir einmal dabei sind... Meisterkoch Graccu hat an einem neuen Rezept gearbeitet und ich dachte mir, Ihr hättet vielleicht gerne eine kleine Kostprobe! Habt ein wundervolles Winterhauchfest!$B$BMöge Eure Kasse immer klingeln,$BKaymard Kupferzwick"
123,"Verehrter Held,$B$Bder blaue Drachenschwarm glaubt, dass Euer Schicksal Euch zu Höherem berufen hat.$B$BEgal, was manche von uns denken mögen, unsere Welt braucht Helden! In Eurer dunkelsten Stunde, wenn Ihr der Nemesis von Kalimdor gegenübersteht, erinnert Euch an all die epischen Reisen, Abenteuer und Prüfungen, die Ihr für einen alten Gnom durchgestanden habt und Ihr werdet neue Kraft finden.$B$BIn aller Bescheidenheit,$B$BNarain Pfauentraum$B$BP.S. Entschuldigt die Reparaturkosten."
124,"Danke für Euren Besuch, $n. Es macht mich glücklich zu wissen, dass man uns nicht vergessen hat."
125,"Danke für Euren Besuch, $n. Es macht mich glücklich zu wissen, dass man uns nicht vergessen hat."
126,"Danke für Euren Besuch, $n. Es macht mich glücklich zu wissen, dass man uns nicht vergessen hat."
127,"Danke für Euren Besuch, $n. Es macht mich glücklich zu wissen, dass man uns nicht vergessen hat."
128,"Danke für Euren Besuch, $n. Es macht mich glücklich zu wissen, dass man uns nicht vergessen hat."
129,"Danke für Euren Besuch, $n. Es macht mich glücklich zu wissen, dass man uns nicht vergessen hat."
130,"Danke für Euren Besuch, $n. Es macht mich glücklich zu wissen, dass man uns nicht vergessen hat."
131,"Ich bin Euch für Euren heutigen Besuch dankbar, bitte nehmt dies als Geschenk für Euer Mondfest."
132,"Dieses Kleinod wird Euch zwar keine Antworten geben, aber vielleicht findet Ihr ja Gefallen daran."
133,"Ich bin Euch für Euren heutigen Besuch dankbar, bitte nehmt dies als Geschenk für Euer Mondfest."
134,"Ich bin Euch für Euren heutigen Besuch dankbar, bitte nehmt dies als Geschenk für Euer Mondfest."
135,"Ich bin Euch für Euren heutigen Besuch dankbar, bitte nehmt dies als Geschenk für Euer Mondfest."
136,"Ich bin Euch für Euren heutigen Besuch dankbar, bitte nehmt dies als Geschenk für Euer Mondfest."
137,"Dieses Kleinod wird Euch zwar keine Antworten geben, aber vielleicht findet Ihr ja Gefallen daran."
138,"Dieses Kleinod wird Euch zwar keine Antworten geben, aber vielleicht findet Ihr ja Gefallen daran."
139,"Dieses Kleinod wird Euch zwar keine Antworten geben, aber vielleicht findet Ihr ja Gefallen daran."
140,"Dieses Kleinod wird Euch zwar keine Antworten geben, aber vielleicht findet Ihr ja Gefallen daran."
141,"Dieses Kleinod wird Euch zwar keine Antworten geben, aber vielleicht findet Ihr ja Gefallen daran."
142,"Dieses Kleinod wird Euch zwar keine Antworten geben, aber vielleicht findet Ihr ja Gefallen daran."
143,"Ich bin Euch für Euren heutigen Besuch dankbar, bitte nehmt dies als Geschenk für Euer Mondfest."
144,"Ich bin Euch für Euren heutigen Besuch dankbar, bitte nehmt dies als Geschenk für Euer Mondfest."
145,"Ich bin Euch für Euren heutigen Besuch dankbar, bitte nehmt dies als Geschenk für Euer Mondfest."
146,"Ich bin Euch für Euren heutigen Besuch dankbar, bitte nehmt dies als Geschenk für Euer Mondfest."
147,"Ich bin Euch für Euren heutigen Besuch dankbar, bitte nehmt dies als Geschenk für Euer Mondfest."
148,"Ich bin Euch für Euren heutigen Besuch dankbar, bitte nehmt dies als Geschenk für Euer Mondfest."
149,"Ich bin Euch für Euren heutigen Besuch dankbar, bitte nehmt dies als Geschenk für Euer Mondfest."
150,"Ich bin Euch für Euren heutigen Besuch dankbar, bitte nehmt dies als Geschenk für Euer Mondfest."
151,"Ich bin Euch für Euren heutigen Besuch dankbar, bitte nehmt dies als Geschenk für Euer Mondfest."
152,"Ich bin Euch für Euren heutigen Besuch dankbar, bitte nehmt dies als Geschenk für Euer Mondfest."
153,"Dieses Kleinod wird Euch zwar keine Antworten geben, aber vielleicht findet Ihr ja Gefallen daran."
154,"Dieses Kleinod wird Euch zwar keine Antworten geben, aber vielleicht findet Ihr ja Gefallen daran."
155,"Dieses Kleinod wird Euch zwar keine Antworten geben, aber vielleicht findet Ihr ja Gefallen daran."
156,"Dieses Kleinod wird Euch zwar keine Antworten geben, aber vielleicht findet Ihr ja Gefallen daran."
157,"Dieses Kleinod wird Euch zwar keine Antworten geben, aber vielleicht findet Ihr ja Gefallen daran."
158,"Ich bin Euch für Euren heutigen Besuch dankbar, bitte nehmt dies als Geschenk für Euer Mondfest."
159,"Ich bin Euch für Euren heutigen Besuch dankbar, bitte nehmt dies als Geschenk für Euer Mondfest."
160,"Dieses Kleinod wird Euch zwar keine Antworten geben, aber vielleicht findet Ihr ja Gefallen daran."
161,"$n,$B$Bich wollte mich nur nochmal dafür bedanken, dass Ihr Metzen gerettet habt. Ich meine es wirklich ernst, wenn ich sage, dass Ihr hier bei Kokelwälder jetzt einen Freund fürs Leben habt.$B$BWo wir einmal dabei sind... Meisterkoch Graccu hat an einem neuen Rezept gearbeitet und ich dachte mir, Ihr hättet vielleicht gerne eine kleine Kostprobe! Habt ein wundervolles Winterhauchfest!$B$BMöge Eure Kasse immer klingeln,$BWulmort Klingeltaschen"
162,Need to fix tab ordergin
165,Oh!
166,ab
167,<UNUSED>
168,"Danke für Euren Besuch, $n. Es macht mich glücklich zu wissen, dass man uns nicht vergessen hat."
169,This is a test of the emergency broadcast system.
170,Hello. What are you talking about?  This isn't crashing?
171,"$n!$B$BDie Zeit drängt, bitte lest und beherzigt den nachfolgenden Brief. Die Argentumdämmerung braucht Eure Hilfe!"
172,"$n,$B$Bich habe folgenden Bericht bezüglich des Schreibens, das Ihr von der Geißel erlangt habt, erhalten. Es eilt zwar nicht, könnte aber für Euch von Interesse sein.$B$BVielen Dank nochmal für Eure Hilfe.$BBewahrer der Schriften$BDie Argentumdämmerung"
173,"$n,$B$Bich habe folgenden Bericht bezüglich des Schreibens, das Ihr von der Geißel erlangt habt, erhalten. Es eilt zwar nicht, könnte aber für Euch von Interesse sein.$B$BVielen Dank nochmal für Eure Hilfe.$BBewahrer der Schriften$BDie Argentumdämmerung"
174,"$n,$B$Bich habe folgenden Bericht bezüglich des Schreibens, das Ihr von der Geißel erlangt habt, erhalten. Es eilt zwar nicht, könnte aber für Euch von Interesse sein.$B$BVielen Dank nochmal für Eure Hilfe.$BBewahrer der Schriften$BDie Argentumdämmerung"
175,"$n,$B$Bich habe folgenden Bericht bezüglich des Schreibens, das Ihr von der Geißel erlangt habt, erhalten. Es eilt zwar nicht, könnte aber für Euch von Interesse sein.$B$BVielen Dank nochmal für Eure Hilfe.$BBewahrer der Schriften$BDie Argentumdämmerung"
176,"$n,$B$Bich habe folgenden Bericht bezüglich des Schreibens, das Ihr von der Geißel erlangt habt, erhalten. Es eilt zwar nicht, könnte aber für Euch von Interesse sein.$B$BVielen Dank nochmal für Eure Hilfe.$BBewahrer der Schriften$BDie Argentumdämmerung"
177,"$n,$B$Bich habe folgenden Bericht bezüglich des Schreibens, das Ihr von der Geißel erlangt habt, erhalten. Es eilt zwar nicht, könnte aber für Euch von Interesse sein.$B$BVielen Dank nochmal für Eure Hilfe.$BBewahrer der Schriften$BDie Argentumdämmerung"
178,"Danke, dass Ihr Euch für World of Warcraft entschieden habt!"
179,"Hier ist Euer Gewinn, Glückspilz! Verschleudert nicht alles im Auktionshaus..."
180,Sofort öffnen.
181,Bei unserer regelmäßigen Überprüfung des Nethers sind wir auf einige der folgenden Reagenzien gestoßen. Gehabt Euch wohl und lasst etwas mehr Vorsicht im Umgang mit dem Arkanen walten.
182,"Ihr habt einen Netherdrachen gewonnen. Einen gepanzerten Netherdrachen sogar, Wahnsinn!"
183,Ihr habt einen Brief von Khadgar erhalten.
184,"$n,$B$Bdanke für deine Zeit während der Kinderwoche. Wusstest du, dass Scharfseher Nobundo die Waisenmatrone um Erlaubnis gebeten hat, mich mit ihm bei der Exodar studieren zu lassen?$B$BDanke, dass ich all diese tollen Orte besuchen konnte - und meinen Bruder Jheel. Ich vermisse ihn fast genauso sehr wie dich. Der Ring der Beobachtung, das Dunkle Portal und die Höhlen der Zeit waren auch klasse!$B$BDu wirst ganz sicher gut auf meinen kleinen Gefährten Acht geben.$B$BHab dich lieb,$B$BDornaa"
185,"Hallo $n,$B$Bdanke für deine Zeit während der Kinderwoche. Lady Liadrin, die Anführerin der Blutritter, hat um Erlaubnis gebeten, mich in ihre Obhut nehmen zu dürfen, damit ich in Silbermond ausgebildet werden kann!$B$BIch wollte dir auch noch für den Besuch bei meiner Freundin, Hch'uu, danken - und beim Dunklen Portal, dem Thron der Elemente und den Höhlen der Zeit. Mein Spielzeugdrache ist ganz toll!$B$BDu kümmerst dich sicher ganz gut um meinen kleinen Gefährten.$B$BViele Grüße,$B$BSalandria"
186,"Bei der Erforschung des Wirbelnden Nethers haben wir einen verlorenen Glückstaler gefunden und gesehen, dass er Euch gehört. Viel Spaß damit!"
187,"Braut, verschenkt und genießt an den Festtagen gemeinsam mit Euren Freunden den dampfend heißen gewürzten Apfelwein."
188,"Näht, verschenkt und erfreut Euch an den Festtagen gemeinsam mit Euren Freunden an schöner, grüner Winterkleidung."
189,"Beim Durchstreifen des Nethers habe ich diesen kleinen Drachen gefunden. Er scheint Euch zu gehören, konnte jedoch keinen Platz in Euren Taschen finden, als er Euch überreicht wurde.$B$BErfreut Euch an diesem lebhaften Zeitgenossen! Er sieht seinem neuen Zuhause schon ganz ungeduldig entgegen!"
190,"Die folgenden Schätze befanden sich in Eurem Gildentresor, als Eure Gildenbank aufgelöst wurde."
191,"Näht, verschenkt und erfreut Euch an den Festtagen gemeinsam mit Euren Freunden an schöner, roter Winterkleidung."
192,"Stellt her, verschenkt und erfreut Euch an den Festtagen gemeinsam mit Euren Freunden an kuscheligen Winterstiefeln."
193,"$gWerter:Werte; $n,$B$BKommandant Azurstahls persönlicher Kurier hat mir den Brief meiner Tochter überreicht und mir auch gesagt, dass Ihr ihn fandet.$B$BIch möchte Euch danken. Durch Eure Mühen hat der Brief mich erreicht. Ich weiß, die Zeiten sind hart für all die Tapferen, die um Nordend kämpfen.$B$BSeid Euch gewiss, ich werde Emmy rächen. Der blaue Drachenschwarm wird leiden, für alles, was er meinem kleinen Mädchen angetan hat!$B$BMit tiefstem Respekt und Dankbarkeit,$B$BErzmagier Malin"
194,"$gWerter:Werte; $n,$B$BOberanführer Agmars persönlicher Kurier hat mir den Brief meines Bruders überreicht und mir auch gesagt, dass Ihr ihn fandet.$B$BIch möchte Euch danken. Durch Eure Mühen hat der Brief mich erreicht. Ich weiß, die Zeiten sind hart für all die Tapferen, die es wagen um Nordend zu kämpfen.$B$BSeid Euch gewiss, ich werde Ta'zinni rächen. Der blaue Drachenschwarm wird leiden, für alles, was er meinem kleinen Bruder angetan hat!$B$BMit tiefstem Respekt und Dankbarkeit,$B$BDeino"
195,Ihr habt Mut auf dem Schlachtfeld bewiesen und damit den Geistern des Wettkampfes imponiert... gut gemacht! Nehmt dies als Belohnung und Zeichen ihrer Gunst: einen Wappenrock der Wettkämpfer. Tragt ihn mit Stolz.
196,Mit Leidenschaft habt Ihr gegen den Feind gekämpft und damit den Geistern des Wettkampfes alle Ehre gemacht. Glückwunsch! Mit dieser Goldmedaille wird man sich mit Stolz neben Euch blicken lassen.
197,"Seid gegrüßt, $n!$B$B   Wir hoffen, dass es Euch im neuen Jahr wohl ergeht. Falls dem nicht so ist, dann stattet unseren Händlern doch einen Besuch ab und besorgt Euch das neueste Bier. Es wird das Tier in Euch wecken, so viel ist sicher.$b$bLasst Euch die Kostproben munden und habt ein frohes neues Jahr!$b$b- Bier des Monats e.V."
198,"$n,$b$b   zu einem guten Bier kann man manchmal einfach nicht nein sagen. Dieses neue Bier hier schmeckt zwar gut, doch könnt Ihr es auch in Eurem Magen behalten?$b$bUnd denkt daran: Wenn es Euch geschmeckt hat und Ihr noch mehr wollt, dann sucht doch einfach einen unserer Händler auf.$b$bProst!$b$b- Bier des Monats e.V."
199,"Hallo $n,$B$B   manchmal will man einfach ein Bier mit einem wohlriechenden Aroma - und was wäre dafür besser geeignet als Honig? Egal ob groß oder klein, dem süßen Honiggeruch kann nichts und niemand widerstehen. Ihr werdet uns sicherlich beipflichten, sobald Ihr das Bier erst einmal probiert habt.$b$b   Und denkt daran: Wenn es Euch geschmeckt hat und Ihr noch mehr wollt, dann sucht doch einfach einen unserer Händler auf.$b$bProst!$b$b- Bier des Monats e.V."
200,"Grüße $n,$b$b   anscheinend gibt es einige Mitglieder, die gerne ein leichteres und spritzigeres Bier hätten. Erklärungsversuche, dass das hier nicht der ""Champagner des Monats e.V."" sei, konnten die Nachfrage nicht bremsen. Hoffentlich wird dieses Bier des Monats die Wünsche derjenigen erfüllen, denen es nach einem solchen Bier verlangt.$b$bUnd denkt daran: Wenn es Euch schmeckt und Ihr noch mehr wollt, dann sucht doch einfach einen unserer Händler auf.$b$bProst!$b$b- Bier des Monats e.V."
201,"Hallo $n,$b$b   Frühling liegt definitiv in der Luft und diesen Monat könnte es sogar sein, dass Ihr ihn unter Euren Füßen zu spüren bekommt! Versucht doch unser neues Bier, das Frühlingsstarkbier. Es ist erfrischend und genau das Richtige für diese Jahreszeit.$b$bLasst es Euch munden und denkt daran: Falls Euch dieses Bier schmecken sollte und Ihr noch mehr wollt, dann sucht doch einfach einen unserer Verkäufer auf.$b$b- Bier des Monats e.V."
202,"$n,$b$b   diesen Monat haben wir ein verdammt heißes Bier für Euch auf Lager! Aus dem weit entfernten Schwarzfels kommt es und heißt ""Schwarzfelslagerbier"".$b$b   Und vergesst nicht, wenn Euch diese kleine Kostprobe geschmeckt haben sollte und Ihr noch mehr wollt, dann sucht doch einfach einen unserer Händler auf.$b$bProst!$b$b- Bier des Monats e.V."
203,"Grüße $n,$b$b   das Bier dieses Monats ist so etwas wie eine Überraschung. Mitglieder des Vereins haben dem Dschungel des Schlingendorntals getrotzt und sind mit diesem geheimnisvollen Bier wiedergekehrt.$b$bUnd vergesst nicht: Falls Euch die Kostprobe gemundet haben sollte und Ihr noch mehr wollt, dann sucht doch einfach einen unserer Händler auf.$b$bProst!$b$b- Bier des Monats e.V."
204,"Seid gegrüßt $n,$b$b   manchmal darf man einfach keine Mühen scheuen, um an das beste Bier heranzukommen. Das Bier dieses Monats hat einen langen Weg hinter sich, doch wir meinen, dass es sich richtig gelohnt hat.$b$b   Und vergesst nicht: Falls Euch die Kostprobe gemundet haben sollte und Ihr noch mehr wollt, dann sucht doch einfach einen unserer Händler auf.$b$bProst!$b$b- Bier des Monats e.V."
205,"Hallo $n,$b$b   über das Bier dieses Monats scheiden sich die Gemüter: Entweder mag man's oder man liebt's. Die Entscheidung überlassen wir Euch.$b$b   Falls Euch dieses Bier munden sollte und Ihr noch mehr wollt, dann sucht doch einfach einen unserer Händler auf.$b$bProst!$b$b- Bier des Monats e.V."
206,"Hallo $n,$b$b   unser heutiges Bier des Monats ist eine Ode an den Herbst. Wir meinen, dass dieses Bier genau das Richtige für diese Jahreszeit ist. Doch Ihr müsst uns nicht unbedingt beim Wort nehmen - probiert es doch einfach.$b$b   Falls Euch diese Kostprobe gemundet haben sollte und ihr noch mehr wollt, dann sucht doch einfach einen unserer Händler auf.$b$bProst!$b$b- Bier des Monats e.V."
