ID,Name_lang,Description_lang,CovenantID,Level,Icon,Field_10_2_6_53840_005,UiOrder,SpellID
1236,Bolhas,"|cFF00ccffMascote de Dragonflight|r|n|cFF1eff00Mascote de Plunderstorm|r|n|nDesbloqueia a mascote Bolhas. Em Plunderstorm, Da'kash Daka'omeu pode evocar sua mascote para você.|n|n""Te seguiu até em casa!""",23,11,2027915,0,0,439477
1237,Luvetes do Embusteiro,"|cFF00ccffAparência de Dragonflight|r|n|nDesbloqueia a aparência Luvetes do Embusteiro.|n|n""Para quem tem mãos leves.""",23,12,1026773,0,0,439458
1238,Sabre de Aço Negro,"|cFF00ccffAparência de Dragonflight|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Sabre de Aço Negro. Para trocar de aparência em Plunderstorm, procure Da'kash Daka'omeu.|n|n""Forjado para o calor das brigas de espada.""",23,13,960919,0,0,439391
1239,Couros Silentes,"|cFF00ccffAparência de Dragonflight|r|n|nDesbloqueia a aparência Couros Silentes.|n|nÀs vezes, se esconder é o melhor ataque.""",23,14,590806,0,0,439450
1240,Calçotes Feitos a Mão,"|cFF00ccffAparência de Dragonflight|r|n|nDesbloqueia a aparência Calçotes Feitos a Mão.|n|n""Presente do capitão, sob medida pra você!""",23,15,1981728,0,0,439452
1241,Tiro Múltiplo Maravilhoso,"|cFF00ccffAparência de Dragonflight|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Tiro Múltiplo Maravilhoso. Para trocar de aparência em Plunderstorm, procure Da'kash Daka'omeu.|n|n""Mantenha longe do rosto.""",23,16,135628,0,0,439394
1242,Gibão do Duelista Carmesim,"|cFF00ccffAparência de Dragonflight|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Gibão do Duelista Carmesim.|n|nTambém desbloqueia a roupa de Grumete Estiloso em Plunderstorm. Para trocar de roupa, procure Da'kash Daka'omeu.",23,17,5519312,0,0,439454
1243,Cutelo de Ferro Sangrento,"|cFF00ccffAparência de Dragonflight|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Cutelo de Ferro Sangrento. Para trocar de aparência em Plunderstorm, procure Da'kash Daka'omeu.|n|n""Um machado sangrento para um pirata sangue bom!""",23,18,1092278,0,0,439392
1244,Clâmide das Intempéries,"|cFF00ccffAparência de Dragonflight|r|n|nDesbloqueia a aparência da Clâmide das Intempéries.|n|n""É das intempéries, não à prova de intempéries. Não pule no lago.""",23,19,2124014,0,0,439456
1245,Plumarinha Real,"|cFF00ccffMontaria de Dragonflight|r|n|nDesbloqueie a montaria voadora Plumarinha Real.|n|n""Com esse tanto de butim, seria um crime não ter um papagaio gigante.""",23,20,4395379,0,0,437517
1246,Chapéu do Capitão da Tempestade,"|cFF00ccffAparência de Dragonflight|r|n|nDesbloqueia a aparência Chapéu do Capitão da Tempestade.|n|n""Um belo chapéu para o capitão na tempestade!""",23,21,1676418,0,0,439446
1247,Signo Dourado do Senhor da Pilhagem,"|cFF00ccffAparência de Dragonflight|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Signo Dourado do Senhor da Pilhagem. Para trocar de aparência em Plunderstorm, procure Da'kash Daka'omeu.|n|n""Erga o cajado do Senhor da Pilhagem e convoque uma tripulação para pilhar!""",23,22,5581310,0,0,439382
1248,Manilhas do Senhor da Pilhagem,"|cFF00ccffAparência de Dragonflight|r|n|nDesbloqueia a aparência Manilhas do Senhor da Pilhagem.|n|n""Manilhas douradas, feitas para os mais finos piratas.""",23,23,5559628,0,0,439375
1249,Saco de Créditos Saqueado,"|cFF00ccffRecompensa de Dragonflight|r|n|nDesbloqueia 250 Créditos do Comerciante no Baú do Coletor, em Ventobravo ou Orgrimmar.",23,24,975746,0,0,437507
1250,Cinta Dourada do Senhor da Pilhagem,"|cFF00ccffAparência de Dragonflight|r|n|nDesbloqueia a aparência Cilha Dourada do Senhor da Pilhagem.|n|n""A fivelona dourada de caveira compõe o traje.""",23,25,5559626,0,0,439373
1251,Afanadores do Senhor da Pilhagem,"|cFF00ccffAparência de Dragonflight|r|n|nDesbloqueia a aparência Afanadores do Senhor da Pilhagem.|n|n""Que textura sedosa.""",23,26,5559630,0,0,439377
1252,Degolador do Senhor da Pilhagem,"|cFF00ccffAparência de Dragonflight|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Degolador do Senhor da Pilhagem. Para trocar de aparência em Plunderstorm, procure Da'kash Daka'omeu.|n|n""Uma ferramenta necessária no arsenal do senhor dos piratas.""",23,27,5580802,0,0,439386
1253,Raspadores de Lama do Senhor da Pilhagem,"|cFF00ccffAparência de Dragonflight|r|n|nDesbloqueia a aparência Raspadores de Lama do Senhor da Pilhagem.|n|n""Você não ia querer lama nas botas.""",23,28,5559627,0,0,439372
1254,Calçotes Chiques do Senhor da Pilhagem,"|cFF00ccffAparência de Dragonflight|r|n|nDesbloqueia a aparência Calçotes Chiques do Senhor da Pilhagem.|n|n""Agora você pode dizer que tem as calças mais chiques de todas.""",23,29,5559632,0,0,439378
1255,Glamurok,"|cFF00ccffMascote de Dragonflight|r|n|cFF1eff00Mascote de Plunderstorm|r|n|nDesbloqueia a mascote Glamurok. Em Plunderstorm, Da'kash Daka'omeu pode evocar sua mascote para você.|n|n""Um entusiasta da pilhagem, como você.""",23,30,5559624,0,0,439478
1256,Florete Refinado do Senhor da Pilhagem,"|cFF00ccffAparência de Dragonflight|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Florete Refinado do Senhor da Pilhagem. Para trocar de aparência em Plunderstorm, procure Da'kash Daka'omeu.|n|n""Para esfaquear.""",23,31,5581649,0,0,439383
1257,Canhão Portátil do Senhor da Pilhagem,"|cFF00ccffAparência de Dragonflight|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Canhão Portátil do Senhor da Pilhagem. Para trocar de aparência em Plunderstorm, procure Da'kash Daka'omeu.|n|n""Tem cheiro de ouro e pólvora.""",23,32,5581325,0,0,439388
1258,Baú de Créditos Saqueado,"|cFF00ccffRecompensa de Dragonflight|r|n|nDesbloqueia 500 Créditos do Comerciante no Baú do Coletor, em Ventobravo ou Orgrimmar.",23,33,4696085,0,0,437510
1259,Colete do Senhor da Pilhagem,"|cFF00ccffAparência de Dragonflight|r|n|nDesbloqueia a aparência Colete do Senhor da Pilhagem.|n|n""Ninguém fica feio de colete.""",23,34,5559633,0,0,439370
1260,Drapeado do Senhor da Pilhagem,"|cFF00ccffAparência de Dragonflight|r|n|nDesbloqueia a aparência Drapeado do Senhor da Pilhagem.|n|n""Com vermelho e dourado combinando, é claro.""",23,35,5559629,0,0,439379
1261,Alfanje de Prata do Senhor da Pilhagem,"|cFF00ccffAparência de Dragonflight|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Alfanje de Prata do Senhor da Pilhagem. Para trocar de aparência em Plunderstorm, procure Da'kash Daka'omeu.|n|n""Emite um brilho perfeito quando você o ergue sob o sol.""",23,36,5581315,0,0,439384
1262,Espaldares Franjados do Senhor da Pilhagem,"|cFF00ccffAparência de Dragonflight|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Espaldares Franjados do Senhor da Pilhagem.|n|nTambém desbloqueia a roupa de Grumete Inabalável em Plunderstorm. Para trocar de roupa, procure Da'kash Daka'omeu.",23,37,5559634,0,0,439380
1263,Tricorne do Almirantado do Senhor da Pilhagem,"|cFF00ccffAparência de Dragonflight|r|n|nDesbloqueia a aparência Tricorne do Almirantado do Senhor da Pilhagem.|n|n""Um elmo emplumado no tamanho certinho da sua cabeça.""",23,38,5559631,0,0,439355
1264,Louro Rogério,"|cFF00ccffMontaria de Dragonflight|r|n|nDesbloqueia a montaria de dragonaria Louro Rogério.|n|n""O capitão deu a você o papagaio gigante e temperamental dele. Boa sorte!""",23,39,5578050,0,0,437164
1265,Senhor da Pilhagem,"|cFF00ccffTítulo de Dragonflight|r|n|nDesbloqueia o título de Senhor da Pilhagem.|n|n""O capitão concedeu a você o título de 'Senhor da Pilhagem'. Que todos os seus oponentes se afoguem!""",23,40,4203076,0,0,439552
1266,Feliz,"|cFF00ccffMascote de Dragonflight|r|n|cFF1eff00Mascote de Plunderstorm|r|n|nDesbloqueia a mascote Feliz. Em Plunderstorm, Da'kash Daka'omeu pode evocar a mascote para você.|n|n""Ele só está feliz por estar aqui.""",23,6,237309,0,1,439475
1267,Grumete,"|cFF1eff00Título de Plunderstorm|r|n|nDesbloqueia o título ""Grumete"" em Plunderstorm com Da'kash Daka'omeu.|n|n""O capitão declarou você como grumete oficial!""",23,2,1063033,0,1,438007
1268,Espadachim,"|cFF1eff00Título de Plunderstorm|r|n|nDesbloqueia o título ""Espadachim"" em Plunderstorm com Da'kash Daka'omeu.|n|n""Você provou sua habilidade, tanto de lutar quanto de pilhar.""",23,10,2060684,0,1,438036
1269,Bucaneiro,"|cFF1eff00Título de Plunderstorm|r|n|nDesbloqueia o título ""Bucaneiro"" em Plunderstorm com Da'kash Daka'omeu.|n|n""Você é uma força temida na tempestade!""",23,20,2055037,0,1,438034
1270,Imediato,"|cFF1eff00Título de Plunderstorm|r|n|nDesbloqueia o título ""Imediato"" em Plunderstorm com Da'kash Daka'omeu.|n|n""Seu talento para a pilhagem é lendário!""",23,30,2055032,0,1,438029
1271,Um Pequeno Tricorne Emplumado,"|cFF00ccffAmigo de Dragonflight|r|n|cFF1eff00Amigo de Plunderstorm|r|n|nAo ser evocado, agora Pepe às vezes aparece vestido de Senhor da Pilhagem. Para evocar o capitãozinho em Plunderstorm, fale com Da'kash Daka'omeu.",23,24,1044996,0,1,438055
1272,Placa de Aviso Capenga,"|cFF00ccffBrinquedo de Dragonflight|r|n|nDesbloqueia o brinquedo Placa de Aviso Capenga.|n|n""Perfeita para criar seu próprio reduto pirata.""",23,16,2055035,0,1,443715
1273,Pacote com Marca de Barril,"|cFF00ccffMissão de Dragonflight|r|n|nUma nova missão espera um personagem de nível 70 em Valdrakken, nas Ilhas do Dragão.",23,5,236664,0,1,443716
1274,Belisco,"|CFFa335eeMascote clássica|r|n|nDesbloqueia a mascote Belisco, o Saqueador, em Wrath of the Lich King Classic.|n|n""Cuidado com a parte pontiaguda!""",23,11,5559624,0,1,440575
1275,Louro Rogério,|CFFa335eeMontaria clássica|r|n|nDesbloqueia a montaria voadora Louro Rogério em Wrath of the Lich King Classic.,23,39,5578050,0,1,440578
1311,Monóculo do Senhor da Pilhagem,"|cFF00ccffAparência de Dragonflight|r|n|nDesbloqueia a aparência Monóculo do Senhor da Pilhagem.|n|n""Ajuda a ver com um olho só.""",23,38,5689350,0,0,443376
1312,Tabardo do Senhor da Pilhagem,"|cFF00ccffAparência de Dragonflight|r|n|nDesbloqueia a aparência Tabardo do Senhor da Pilhagem.|n|n""Você provou que é um verdadeiro bucaneiro e conquistou o Capitão Barrileiro. Exiba com orgulho o reconhecimento do seu capitão.""",23,40,5690395,0,1,443375
