ID,TutorialText_lang,SpellID,ActionBarOverrideSpellID,SpellLabel,UiTextureKitID,UiPriority
71,Habilidade de Pacto desbloqueada!|n|nVocê pode arrastá-la para a sua barra de ações.,441963,0,3337,5556,103
72,Assistente de Montaria |n |nVocê pode arrastar isso para sua barra de ações.,452327,452324,0,5428,99
73,,452458,452461,0,5421,99
74,,453793,453801,0,5421,0
75,,454364,454368,0,5421,0
76,,454610,454611,0,5421,0
77,,454618,454620,0,5421,0
78,,454697,454698,0,5421,0
79,,454702,454703,0,5421,0
80,,454496,454709,0,5421,0
81,,454895,454896,0,5421,0
82,,459018,459019,0,5421,0
83,,459078,459079,0,5421,0
84,,463978,463979,0,5421,0
85,,463987,463989,0,5421,0
86,,464027,464028,0,5421,0
87,,464035,464037,0,5421,0
90,Pé-na-Tábua G-99 desbloqueado!|n|nVocê pode arrastar isso para sua barra de ações.,1215279,1215281,0,5295,100
