Name_lang,Description_lang,ID,GarrTalentTreeID,Tier,UiOrder,IconFileDataID,PlayerConditionID,GarrAbilityID,Flags,TalentType,PrerequisiteTalentID,ResearchCostSource,ActiveDurationSecs,GarrTalentSocketPropertiesID
O Chamado do Espírito,Aumenta a chance das recompensas de missão de receber uma Melhoria de Bônus rara ou épica em missões não repetíveis.,54,31,0,0,136014,41962,0,0,0,0,0,0,0
Fortuna Auspiciosa,Aumenta a chance das recompensas de missão de receber uma Melhoria de Bônus rara ou épica em missões não repetíveis.,248,4,0,0,636335,41962,0,0,0,0,0,0,0
Esclarecimento,"Tropas recém recrutadas têm chance de serem promovidas em um ranque, tornando-as mais poderosas.  

Iniciados têm chance de se tornarem Adeptos e Adeptos têm chance de se tornarem Mestres.",249,4,1,1,648628,41955,0,0,0,0,0,0,0
Caminho do Boi,"Iniciados do Boi recém recrutados se tornam Adeptos do Boi, aumentando em ${$a897-$a695}% a chance de sucesso em missões.",250,4,3,0,620829,41959,0,0,0,0,0,0,0
Caminho do Tigre,"Iniciados do Tigre recém recrutados se tornam Adeptos do Tigres, que ganham:

|TInterface\ICONS\ABILITY_MONK_CRANEKICK_NEW.BLP:20:20:0:0|t|CffffffffChute Giratório da Garça|R
$@garrabdesc576",251,4,3,1,611420,41959,0,0,0,0,0,0,0
Alojamentos,"Aumenta em ${$a694} o número máximo de Iniciados do Boi, Adeptos do Boi, Iniciados do Tigre e Adeptos do Tigre que você pode recrutar.",252,4,2,0,651489,41958,571,0,0,0,0,0,0
Envelope da Sorte,"Ativa a habilidade Envelope da Sorte, que aumenta em ${$a693}% a chance de sucesso da primeira missão que você ordenar a cada dia.",253,4,0,1,134268,41962,570,0,0,0,0,0,0
Casa de Brassagem,"Concede a você acesso ao Barril Borbulhando dentro da Estalagem do Malte do Trovão uma vez ao dia.

Sangrar o Barril Borbulhando concederá bônus valiosos para ajudar você enquanto realiza missões nas Ilhas Partidas.",254,4,1,0,651573,41955,0,0,0,0,0,0,0
Peregrinação,Ativa a chance de seus Campeões retornarem com armamentos ou equipamentos de Campeão em missões bem sucedidas.,255,4,2,1,775462,41958,785,0,0,0,0,0,0
Uno com o destino,Permite a você emitir uma ordem de serviço para ganhar 1 de seus 3 Selos do Destino Partido semanais em troca de Recursos do Salão da Ordem.,256,4,4,0,656322,41960,0,0,0,0,0,0,0
Graça Celestial,"Permite que você recrute Celestiais.  

Celestiais têm uma Especialização de Monge aleatória e podem conter um |C00b3ffffChefe|R, além de:

|TInterface\ICONS\INV_CELESTIALSERPENTMOUNT.BLP:20:20:0:0|t |CffffffffEco dos Celestiais|R
$@garrabdesc749",257,4,4,1,656166,41960,0,0,0,0,0,0,0
Punhos Lendários,Aumenta em ${$a898} o número de itens Lendários que você pode equipar.,258,4,5,0,606548,41961,0,0,0,0,0,0,0
Favor de Eluna,Aumenta a chance das recompensas de missão de receber uma Melhoria de Bônus rara ou épica em missões não repetíveis.,347,107,0,0,236151,41962,0,0,0,0,0,0,0
Reivindicação,Ativa a chance de seus Campeões retornarem com armamentos ou equipamentos de Campeão em missões bem sucedidas.,348,107,2,1,1033478,41958,787,0,0,0,0,0,0
Forma de Viagem,"Ativa a habilidade Forma de Viagem para todas as missões, reduzindo em ${100-$a715*100}% a duração das missões.",349,107,1,1,132144,41955,592,0,0,0,0,0,0
Hibernação,"Aumenta em ${$a900} o número máximo de Arvorosos do Bosque Onírico, Filhas de Cenarius, Druidas da Garra e Guardiões do Bosque que você pode recrutar.",350,107,2,0,132136,41958,753,0,0,0,0,0,0
Irmãs Risonhas,"Arvorosos do Bosque Onírico recém recrutados se tornam Filhas de Cenarius, aumentando em ${$a679-$a678}% a chance de sucesso em missões.",351,107,3,0,136021,41959,0,0,0,0,0,0,0
Força da Floresta,"Druidas da Garra recém recrutados se tornam Guardiões do Bosque, e ganham:

|TInterface\ICONS\ABILITY_DRUID_FLOURISH.BLP:20:20:0:0|t|CffffffffCrescimento Silvestre|R
$@garrabdesc558",352,107,3,1,132113,41959,0,0,0,0,0,0,0
Raízes,"Ativa a habilidade Raízes, que aumenta em ${$a714}% a chance de sucesso da primeira missão que você ordenar a cada dia se a missão tiver |C00b3ffffLacaios|R.",353,107,0,1,134412,41962,591,0,0,0,0,0,0
Sempre-verde,"Concede acesso a dois lotes de solo rico, permitindo que você plante e colha plantas que proporcionam itens úteis para usar nas Ilhas Partidas a cada 3 dias.",354,107,1,0,612099,41955,0,0,0,0,0,0,0
Escolhido de Eluna,Permite a você emitir uma ordem de serviço para ganhar 1 de seus 3 Selos do Destino Partido semanais em troca de Recursos do Salão da Ordem.,355,107,4,0,611423,41960,0,0,0,0,0,0,0
Anciente da Guerra,"Permite recrutar um Anciente da Guerra.  

Anciente da Guerra têm uma Especialização de Druida aleatória e podem conter um |C00b3ffffChefe|R, além de:

|TInterface\ICONS\INV_PET_ANCIENTPROTECTOR.BLP:20:20:0:0|t|CffffffffForça dos Antigos|R
$@garrabdesc435",356,107,4,1,874857,41960,0,0,0,0,0,0,0
Lenda Natural,Aumenta em ${$a898} o número de itens Lendários que você pode equipar.,357,107,5,0,1045105,41961,0,0,0,0,0,0,0
Barganha Negra,Aumenta a chance das recompensas de missão de receber uma Melhoria de Bônus rara ou épica em missões não repetíveis.,358,110,0,0,538039,41962,0,0,0,0,0,0,0
Evocar Demonarca,"Ativa a habilidade Evocar Demonarca, que aumenta em ${$a616}% a chance de sucesso da primeira missão que você ordenar a cada dia.",359,110,0,1,615103,41962,500,0,0,0,0,0,0
Ritual de Evocação,"Ativa a habilidade Ritual de Evocação para todas as missões, reduzindo em ${100-$a615*100}% a duração das missões.",360,110,1,1,136194,41955,499,0,0,0,0,0,0
Campo de Treinamento,"Aumenta em ${$a614} o número máximo de Diabretes, Diabretes Selvagens, Acólitos e Evocadores que você pode recrutar.",361,110,2,0,538442,41958,498,0,0,0,0,0,0
Maestria Negra,"Acólitos da Colheita Negra recém recrutados se tornam Evocadores da Colheita Negra, que ganham:

|TInterface\ICONS\ABILITY_WARLOCK_INFERNOGREEN.BLP:20:20:0:0|t |CffffffffChuva de Fogo Vil|R
$@garrabdesc485",362,110,3,1,236295,41959,0,0,0,0,0,0,0
Colheita Sinistra,Completar Missões Mundiais com um Aliado de Combate concede Recursos do Salão da Ordem.,363,110,4,1,537517,41960,746,0,0,0,0,0,0
Pacto das Sombras,Permite que você emita ordens de serviço para obter armamentos e equipamentos de Campeão em troca de Recursos do Salão da Ordem.,364,110,2,1,1032479,41958,0,0,0,0,0,0,0
Grimório da Servidão,"Bandos de Diabretes recém recrutados se tornam Enxames de Diabretes Selvagens, que têm:

|TInterface\ICONS\SPELL_SHADOW_ANTISHADOW.BLP:20:20:0:0|t |CffffffffPacto Demoníaco|R
$@garrabdesc497",365,110,3,0,460694,41959,0,0,0,0,0,0,0
Oferenda Demoníaca,"Concede acesso ao Ritual de Fatalidade, permitindo que você e quatro compatriotas evoquem poderosos demônios em busca de magias potencializadoras e tesouros demoníacos.",366,110,1,0,460696,41955,0,0,0,0,0,0,0
Semente da Corrupção,Aumenta em ${$a1516}% a chance de sucesso em missões com |C00b3ffffLacaios|R.,367,110,4,0,136193,41960,1137,0,0,0,0,0,0
Lendas da Vileza,Aumenta em ${$a898} o número de itens Lendários que você pode equipar.,368,110,5,0,615096,41961,0,0,0,0,0,0,0
Aprimoramentos Rústicos,Aumenta a chance das recompensas de missão de receber uma Melhoria de Bônus rara ou épica em missões não repetíveis.,369,113,0,0,132168,41962,0,0,0,0,0,0,0
Longo Alcance,"Ativa a habilidade Longo Alcance, que aumenta em ${$a707}% a chance de sucesso da primeira missão que você ordenar a cada dia.",370,113,0,1,1392555,41962,584,0,0,0,0,0,0
Desvencilhar,"Ativa a habilidade Desvencilhar para todas as missões, que aumenta em ${$a787}% a chance de sucesso em missões com |C00b3ffffPerigos|R.",371,113,1,1,132294,41955,661,0,0,0,0,0,0
Tendas Robustas,"Aumenta ${$a708} o número máximo de Arqueiros, Atiradores Peritos, Farejadores e Desbravadores que você pode recrutar.",372,113,2,0,236200,41958,585,0,0,0,0,0,0
Olho Treinado,"Pelotões de Arqueiros recém recrutados se tornam Atiradores Peritos Ocultos, aumentando em ${$a634-$a633}% a chance de sucesso em missões.",373,113,3,0,132177,41959,0,0,0,0,0,0,0
Chamado da Selva,"Bandos de Farejadores recém recrutados se tornam Desbravadores, que ganham:

|TInterface\ICONS\SPELL_FIRE_FLARE.BLP:20:20:0:0|t |CffffffffSinalizador|R
$@garrabdesc520",374,113,3,1,133208,41959,0,0,0,0,0,0,0
Águia Aliada,"Concede acesso à Rede do Voo de Águia, várias rotas de voo espalhadas pelas Ilhas Partidas.",375,113,1,0,1392564,41955,0,0,0,0,0,0,0
Forrageio,Completar Missões Mundiais com um Aliado de Combate concede Recursos do Salão da Ordem.,376,113,4,1,135904,41960,786,0,0,0,0,0,0
Caminho Oculto,Permite a você emitir uma ordem de serviço para ganhar 1 de seus 3 Selos do Destino Partido semanais em troca de Recursos do Salão da Ordem.,377,113,4,0,461118,41960,0,0,0,0,0,0,0
Flecheria,Permite que você emita ordens de serviço para obter armamentos e equipamentos de Campeão em troca de Recursos do Salão da Ordem.,378,113,2,1,236204,41958,0,0,0,0,0,0,0
Lendas da Selva,Aumenta em ${$a898} o número de itens Lendários que você pode equipar.,379,113,5,0,538771,41961,0,0,0,0,0,0,0
Providência Arcana,Aumenta a chance das recompensas de missão de receber uma Melhoria de Bônus rara ou épica em missões não repetíveis.,380,116,0,0,252267,41962,0,0,0,0,0,0,0
Nova Congelante,"Ativa a habilidade Nova Congelante, que aumenta em ${$a710}% a chance de sucesso da primeira missão que você ordenar a cada dia se a missão tiver |C00b3ffffLacaios|R.",381,116,0,1,135848,41962,587,0,0,0,0,0,0
Lampejo,"Ativa a habilidade Lampejo para todas as missões, reduzindo em ${100-$a712*100}% a duração das missões.",382,116,1,1,135736,41955,589,0,0,0,0,0,0
Biblioteca Arcana,"Aumenta em ${$a711} o número máximo de Elementais da Água, Golens Arcanos, Aprendizes de Tirisgarde e Invocadores do Kirin Tor que você pode recrutar.",383,116,2,0,354435,41958,588,0,0,0,0,0,0
Poder Elemental,"Elementais da Água recém recrutados se tornam Golens Arcanos, aumentando em ${$a677-$a676}% a chance de sucesso em missões.",384,116,3,0,651082,41959,0,0,0,0,0,0,0
Aprendizagem de alto nível,"Aprendizes de Tirisgarde recém recrutados se tornam Invocadores do Kirin Tor, que ganham:

|TInterface\ICONS\SPELL_NATURE_ENCHANTARMOR.BLP:20:20:0:0|t |CffffffffPresença de Espírito|R
$@garrabdesc552",385,116,3,1,236225,41959,0,0,0,0,0,0,0
Teleporte do Nexus,"Concede acesso ao Teleporte do Nexus, uma série de portais distribuídos pelas Ilhas Partidas, permitindo que você mova-se com rapidez pelo mundo.",386,116,1,0,237509,41955,0,0,0,0,0,0,0
Adivinhação Arcana,Permite a você emitir uma ordem de serviço para ganhar 1 de seus 3 Selos do Destino Partido semanais em troca de Recursos do Salão da Ordem.,387,116,4,1,609814,41960,0,0,0,0,0,0,0
Intuição Arcana,Missões concedem recursos extras enquanto você tiver um Aliado de Combate ativo.,388,116,4,0,610679,41960,1134,0,0,0,0,0,0
Armamentos Arcanos,Permite que você emita ordens de serviço para obter armamentos e equipamentos de Campeão em troca de Recursos do Salão da Ordem.,389,116,2,1,135752,41958,0,0,0,0,0,0,0
Lendas de Tirisgarde,Aumenta em ${$a898} o número de itens Lendários que você pode equipar.,390,116,5,0,895887,41961,0,0,0,0,0,0,0
Benevolência da Luz,Aumenta a chance das recompensas de missão de receber uma Melhoria de Bônus rara ou épica em missões não repetíveis.,391,119,0,0,589117,41962,0,0,0,0,0,0,0
Bênção dos Reis,"Ativa a habilidade Bênção dos Reis, que aumenta em ${$a718}% a chance de sucesso da primeira missão que você ordenar a cada dia.",392,119,0,1,135993,41962,595,0,0,0,0,0,0
Bênção da Integridade,"Ativa a habilidade Bênção da Integridade para todas as missões, que aumenta em ${$a716}% a chance de sucesso em missões com |C00b3ffffLacaios|R.",393,119,1,1,1030099,41955,593,0,0,0,0,0,0
Chamado Argênteo,"Aumenta em ${$a717} o número máximo de Escudeiros, Porta-escudos, Cavaleiros e Templários que você pode recrutar.",394,119,2,0,236690,41958,594,0,0,0,0,0,0
Como um,"Esquadrões de Escudeiros recém recrutados se tornam Falanges de Porta-escudos, aumentando em ${$a638-$a637}% a chance de sucesso em missões.",395,119,3,0,1278391,41959,0,0,0,0,0,0,0
Templário do Punho de Prata,"Cavaleiros do Punho de Prata recém recrutados se tornam Templários do Punho de Prata, que ganham:

|TInterface\ICONS\SPELL_HOLY_HEROISM.BLP:20:20:0:0|t |CffffffffGuardiões dos Reis|R
$@garrabdesc562",396,119,3,1,237547,41959,0,0,0,0,0,0,0
Corcel Argênteo,"Concede acesso ao Poste de Amarrar Corcel Argênteo uma vez por dia, que permite evocar um Corcel, que permite realizar combate montado por um curto período.",397,119,1,0,1360759,41955,0,0,0,0,0,0,0
Propósito Sagrado,Permite a você emitir uma ordem de serviço para ganhar 1 de seus 3 Selos do Destino Partido semanais em troca de Recursos do Salão da Ordem.,398,119,4,1,135909,41960,0,0,0,0,0,0,0
Grande Cruzada,Missões concedem recursos extras enquanto você tiver um Aliado de Combate ativo.,399,119,4,0,1360760,41960,1132,0,0,0,0,0,0
Do arado às armas,Permite que você emita ordens de serviço para obter armamentos e equipamentos de Campeão em troca de Recursos do Salão da Ordem.,400,119,2,1,1030096,41958,0,0,0,0,0,0,0
Lendas dos Íntegros,Aumenta em ${$a898} o número de itens Lendários que você pode equipar.,401,119,5,0,135965,41961,0,0,0,0,0,0,0
Favor de Odyn,Aumenta a chance das recompensas de missão de receber uma Melhoria de Bônus rara ou épica em missões não repetíveis.,402,122,0,0,132275,41962,0,0,0,0,0,0,0
Brado de Convocação,"Ativa a habilidade Brado de Convocação, que aumenta a chance de sucesso da primeira missão que você ordenar a cada dia em ${$a719}% para cada ponto de vitalidade da tropa.",403,122,0,1,236317,41962,596,0,0,0,0,0,0
Marcha Forçada,"Ativa a habilidade Marcha Forçada para todas as missões, reduzindo em ${100-$a720*100}% a duração das missões.",404,122,1,1,132277,41955,597,0,0,0,0,0,0
Bravura Abundante,"Aumenta em ${$a721} o número máximo de Aspirantes Valarjares, Valarjares Forjados em Tempestade, Bandos de Damas Escudeiras e Damas Escudeiras Valkiras que você pode recrutar.",405,122,2,0,132351,41958,598,0,0,0,0,0,0
Prova de fogo,"Aspirantes Valarjares recém recrutados se tornam Valarjares Forjados em Tempestade, aumentando em ${$a725-$a722}% a chance de sucesso em missões.",406,122,3,0,132346,41959,0,0,0,0,0,0,0
Ascensão,"Bandos Guerreiros de Damas Escudeiras recém recrutados se tornam Damas Escudeiras Valkiras, que ganham:

|TInterface\ICONS\Ability_Paladin_TowerofLight.blp:20:20:0:0|t |CffffffffVoo das Valkiras|R
$@garrabdesc601",407,122,3,1,132339,41959,0,0,0,0,0,0,0
Por Honra e Glória,Concede a habilidade de ver Baú de Riquezas da Fortaleza Celeste dentro do perigoso Círculo da Glória. Compita com seus irmãos Guerreiros pela chance de saquear suas riquezas uma vez por semana.,408,122,1,0,132334,41955,0,0,0,0,0,0,0
Espólios da guerra,Completar Missões Mundiais com um Aliado de Combate concede Recursos do Salão da Ordem.,409,122,4,1,236307,41960,747,0,0,0,0,0,0
Tornado de Aço,Aumenta em ${$a1514}% a chance de sucesso em missões com |C00b3ffffLacaios|R.,410,122,4,0,236303,41960,1136,0,0,0,0,0,0
Forja Celestial,Permite que você emita ordens de serviço para obter armamentos e equipamentos de Campeão em troca de Recursos do Salão da Ordem.,411,122,2,1,1357798,41958,0,0,0,0,0,0,0
Lendas do Ragnarok,Aumenta em ${$a898} o número de itens Lendários que você pode equipar.,412,122,5,0,460957,41961,0,0,0,0,0,0,0
Bem Preparado,Aumenta a chance das recompensas de missão de receber uma Melhoria de Bônus rara ou épica em missões não repetíveis.,413,125,0,0,607854,41962,0,0,0,0,0,0,0
A Caçada,"Ativa a habilidade A Caçada, que aumenta em ${$a738}% a chance de sucesso da primeira missão que você ordenar a cada dia.",414,125,0,1,1344654,41962,614,0,0,0,0,0,0
Retirada Vingativa,"Ativa a habilidade Retirada Vingativa para todas as missões, que aumenta em ${$a740}% a chance de sucesso em missões com |C00b3ffffLacaios|R.",415,125,1,1,1348401,41955,616,0,0,0,0,0,0
Campo de Treinamento,"Aumenta em ${$a739} o número máximo de Guerreiros Grislíngua, Mirmidões Nagas, Adeptos Illidari e Adeptos Illidari Transformados que você pode recrutar.",416,125,2,0,1380677,41958,615,0,0,0,0,0,0
Mirmidões Nagas,"Guerreiros Grislíngua recém recrutados se tornam Mirmidões Nagas, aumentando em ${$a728-$a726}% a chance de sucesso em missões.",417,125,3,0,1391617,41959,0,0,0,0,0,0,0
Poder Demoníaco,"Adeptos Illidari recém recrutados se tornam Adeptos Illidari Transformados, que ganham:

|TInterface\ICONS\ABILITY_WARLOCK_SHADOWFURYTGA.BLP:20:20:0:0|t |CffffffffForma de Demônio|R
$@garrabdesc606",418,125,3,1,1247262,41959,0,0,0,0,0,0,0
Espiral Etérea,"Concede acesso ao Portal para a Espiral Etérea, evocando um poderoso demônio que você e seus aliados podem derrotar para ganhar bônus fortificantes e possíveis tesouros.",419,125,1,0,134544,41955,0,0,0,0,0,0,0
Esforços de Guerra Concentrados,Permite a você emitir uma ordem de serviço para ganhar 1 de seus 3 Selos do Destino Partido semanais em troca de Recursos do Salão da Ordem.,420,125,4,1,1392947,41960,0,0,0,0,0,0,0
Ira do Martelo Vil,Aumenta em ${$a716}% a chance de sucesso em missões com |C00b3ffffLacaios|R.,421,125,4,0,1247266,41960,1246,0,0,0,0,0,0
Armamentos vis,Permite que você emita ordens de serviço para obter armamentos e equipamentos de Campeão em troca de Recursos do Salão da Ordem.,422,125,2,1,1380365,41958,0,0,0,0,0,0,0
Destino Demoníaco,Aumenta em ${$a898} o número de itens Lendários que você pode equipar.,423,125,5,0,1247265,41961,0,0,0,0,0,0,0
Bênção da Morte,Aumenta a chance das recompensas de missão de receber uma Melhoria de Bônus rara ou épica em missões não repetíveis.,424,128,0,0,1390941,41962,0,0,0,0,0,0,0
Enxame,"Ativa a habilidade Enxame, que aumenta em ${$a755}% a chance de sucesso da primeira missão que você ordenar a cada dia sempre que um Bando de Carniçais ou um Enxame de Geists estiver na missão.",425,128,0,1,237511,41962,631,0,0,0,0,0,0
Avanço da Morte,"Ativa a habilidade Avanço da Morte, que aumenta em ${$a754}% a chance de sucesso em missões com |C00b3ffffPerigos|R.",426,128,1,1,237561,41955,630,0,0,0,0,0,0
Chamado do Túmulo,"Aumenta em ${$a753} o número máximo de Carniçais, Geists, Cavaleiros e Assoladores que você pode recrutar.",427,128,2,0,1065381,41958,629,0,0,0,0,0,0
Distrito dos Constructos,"Bandos de Carniçais recém recrutados se tornam Enxames de Geists, aumentando em ${$a742-$a741}% a chance de sucesso em missões.",428,128,3,0,1100170,41959,0,0,0,0,0,0,0
Vida pela Espada,"Cavaleiros de Ébano recém recrutados se tornam Assoladores de Ébano.  

Assoladores de Ébano ganham uma Especialização aleatória e podem conter um |C00b3ffffChefe|R.",429,128,3,1,1392551,41959,0,0,0,0,0,0,0
Cavaleiros Negros,"Concede acesso ao Poste de Amarrar Corcel da Morte uma vez por dia, que permite evocar um Corcel da Morte, que permite realizar combate montado por um curto período.",430,128,1,0,524049,41955,0,0,0,0,0,0,0
Reanimação,"Missões bem-sucedidas têm uma chance de devolver uma Pilha de Pedaços e Ossos que podem ser combinadas para formar Abominações.

Abominações aumentam em ${$a650}% a chance de sucesso de missões com |C00b3ffffPerigos|R, |C00b3ffffFeitiços|R ou |C00b3ffffLacaios|R, escolhidos aleatoriamente, além de:

|TInterface\ICONS\SPELL_DEATHKNIGHT_EXPLODE_GHOUL.BLP:20:20:0:0|t |CffffffffAberração Torpe|R
$@garrabdesc778",431,128,4,1,136187,41960,782,0,0,0,0,0,0
Reivindicação Profana,Missões concedem recursos extras enquanto você tiver um Aliado de Combate ativo.,432,128,4,0,135775,41960,1133,0,0,0,0,0,0
Irmãos de armas,Permite que você emita ordens de serviço para obter armamentos e equipamentos de Campeão em troca de Recursos do Salão da Ordem.,433,128,2,1,237512,41958,0,0,0,0,0,0,0
Lendas da Tumba,Aumenta em ${$a898} o número de itens Lendários que você pode equipar.,434,128,5,0,879926,41961,0,0,0,0,0,0,0
Corrente de Sorte,Aumenta a chance das recompensas de missão de receber uma Melhoria de Bônus rara ou épica em missões não repetíveis.,435,131,0,0,418250,41962,0,0,0,0,0,0,0
Ataque Sorrateiro,"Ativa a habilidade Ataque Sorrateiro, que aumenta em ${$a769}% a chance de sucesso da primeira missão que você ordenar a cada dia.",436,131,0,1,1373907,41962,643,0,0,0,0,0,0
Assassinato,"Ativa a habilidade Assassinato para todas as missões, que aumenta em ${$a770}% a chance de sucesso em missões com |C00b3ffffLacaios|R.",437,131,1,1,236173,41955,644,0,0,0,0,0,0
Lutas pelo Título,"Aumenta em ${$a771} o número máximo de Bandoleiros, Ladrões, Piratas e Duelistas que você pode recrutar.",438,131,2,0,1379239,41958,645,0,0,0,0,0,0
Legado Desafiador,"Bandoleiros recém recrutados se tornam Ladrões Défias, que têm:

|TInterface\ICONS\INV_MISC_BAG_11.BLP:20:20:0:0|t |CffffffffBater Carteira|R
$@garrabdesc634",439,131,3,0,1373912,41959,0,0,0,0,0,0,0
Velas Carmesins,"Piratas recém recrutados se tornam Duelistas Destronados, que ganham:

|TInterface\ICONS\ABILITY_PARRY.BLP:20:20:0:0|t |CffffffffEm Guarda|R
$@garrabdesc635",440,131,3,1,1269440,41959,0,0,0,0,0,0,0
A Câmara,"Concede uma chance aos Campeões de retornar de missões bem-sucedidas com um Cupom da Câmara.

Cupons da Câmara concedem a você a permissão para saquear uma recompensa aleatória da Câmara dos Destronados uma vez por semana, contendo riquezas além dos seus sonhos mais loucos.",441,131,1,0,1269443,41955,789,0,0,0,0,0,0
Por baixo da mesa,Completar Missões Mundiais com um Aliado de Combate concede Recursos do Salão da Ordem.,442,131,4,1,132092,41960,783,0,0,0,0,0,0
Pilhar,Permite a você emitir uma ordem de serviço para ganhar 1 de seus 3 Selos do Destino Partido semanais em troca de Recursos do Salão da Ordem.,443,131,4,0,1398087,41960,0,0,0,0,0,0,0
Contrabandista de armas,Permite que você emita ordens de serviço para obter armamentos e equipamentos de Campeão em troca de Recursos do Salão da Ordem.,444,131,2,1,840720,41958,0,0,0,0,0,0,0
Armado até os dentes,Aumenta em ${$a898} o número de itens Lendários que você pode equipar.,445,131,5,0,1398088,41961,0,0,0,0,0,0,0
Destino Divino,Aumenta a chance das recompensas de missão de receber uma Melhoria de Bônus rara ou épica em missões não repetíveis.,446,134,0,0,135976,41962,0,0,0,0,0,0,0
Preces Diárias,"Ativa a habilidade Preces Diárias, que aumenta em ${$a785}% a chance de sucesso da primeira missão que você ordenar a cada dia.",447,134,0,1,237539,41962,659,0,0,0,0,0,0
Dízimo,Completar Missões Mundiais com um Aliado de Combate concede Recursos do Salão da Ordem.,448,134,4,1,1022951,41960,784,0,0,0,0,0,0
Vida Comunal,"Aumenta em ${$a784} o número máximo de Acólitos, Paragões, Zelotes e Zelotes das Trevas que você pode recrutar.",449,134,2,0,135946,41958,658,0,0,0,0,0,0
Inquisição,"Acólitos recém recrutados se tornam Paragões, aumentando em ${$a774-$a773}% a chance de sucesso em missões.",450,134,3,0,633042,41959,0,0,0,0,0,0,0
Heresia Sombria,"Zelotes recém recrutados se tornam Zelotes das Trevas, que ganham:

|TInterface\ICONS\ABILITY_WARLOCK_SOULSWAP.BLP:20:20:0:0|t |CffffffffCeifadores de Almas|R
$@garrabdesc650",451,134,3,1,1022944,41959,0,0,0,0,0,0,0
Altares da Bênção,"Concede a você acesso à Fonte de Luz ou à Fonte de Sombras uma vez por dia.

Rezar para qualquer um desses Altares concederá bônus valiosos para ajudar você nas suas missões nas Ilhas Partidas.",452,134,1,0,135923,41955,0,0,0,0,0,0,0
Supressão de Dor,"Ativa a habilidade Supressão de Dor para todas as missões, concedendo a chance de uma tropa aleatória de não receber ${$a786} pontos de dano na vitalidade.",453,134,1,1,135936,41955,660,0,0,0,0,0,0
Selos Abençoados,Permite a você emitir uma ordem de serviço para ganhar 1 de seus 3 Selos do Destino Partido semanais em troca de Recursos do Salão da Ordem.,454,134,4,0,135914,41960,0,0,0,0,0,0,0
Armamentos de Luz,Permite que você emita ordens de serviço para obter armamentos e equipamentos de Campeão em troca de Recursos do Salão da Ordem.,455,134,2,1,632352,41958,0,0,0,0,0,0,0
Armado pela Fé,Aumenta em ${$a898} o número de itens Lendários que você pode equipar.,456,134,5,0,1022949,41961,0,0,0,0,0,0,0
Cruzados do Punho de Prata,"Você agora pode recrutar Cruzados do Punho de Prata, um tipo muito poderoso de tropa.

Os Cruzados do Punho de Prata têm uma habilidade aleatória e podem conter |C00b3ffffLacaios|R, |C00b3ffffFeitiços|R ou |C00b3ffffPerigos|R, além do:

|TInterface\ICONS\ACHIEVEMENT_REPUTATION_ARGENTCRUSADER.BLP:20:20:0:0|t |CffffffffAtaque Trovejante|R
$@garrabdesc889",480,119,6,0,1134001,48550,0,0,0,0,0,0,0
