Name_lang,Description_lang,ID,UiTextureAtlasElementID,TraitTreeID
Templário,Nada é capaz de tirar os Templários do caminho da justiça. Eles evocam martelos da Luz e desferem combinações devastadoras de ataques físicos e sagrados para derrotar os inimigos.,48,26681,790
Luminífice,"Luminífices têm um controle tão absoluto da Luz que são capazes de tangê-la, empregando constructos que aumentam o poder das suas armas e defesas e protegem aliados.",49,26680,790
Arauto do Sol,"Arautos do Sol têm uma profunda ligação com o astro e sua energia, que usam para queimar inimigos e cauterizar feridas de aliados. São capazes de produzir poderosos raios solares em comunhão total com a Luz.",50,26702,790
Trapaceiro,"Trapaceiros fazem uso de lâminas dardejantes e truques sujos em batalhas. Distraem os oponentes com fintas e floreios da espada, para executá-los com uma lâmina imprevista.",51,27018,852
Destinado,"Os Destinados se ufanam de ser a Mão do Destino, semeando o caos em planos elaborados. Guiados pelos caprichos de uma Moeda Destinada, levam a morte que o destino reservou aos seus inimigos.",52,27433,852
Sicário,"Sicários, os emissários da morte, atacam das sombras para eliminar seus alvos rapidamente.",53,27432,852
Totêmico,"Xamãs totêmicos são capazes de utilizar todo o poder de seus totens, fortalecendo-os e obtendo acesso a outros. A perícia em imbuição também ajuda a manter as ameaças ao alcance.",54,26703,786
Traztormenta,"Traztormentas usam o poder da tempestade para aumentar seu controle sobre os raios, moldando-os à própria vontade. Evoque uma tormenta feroz para lançar o caos nos inimigos, despertando a tempestade e causando destruição pelo caminho.",55,26683,786
Clarividente,"Domine sua magia espiritual para aprimorar o lançamento de feitiços e evocar os espíritos dos seus antepassados, ajudando você e seus aliados em combate.",56,27019,786
Ceifalmas,"Poucos compreendem o poder oculto nas almas, mas muitos conhecem a fome dos demônios pelas almas dos que sucumbem. Os Ceifalmas firmam pactos com demônios da Espiral Etérea, servindo como seus hospedeiros e alimentando-os com as almas de inimigos em troca de um incrível poder.",57,27530,720
Infernante,"Entre as seitas de sátiros de Azeroth, os Infernantes são a mais temida. Esses bruxos aceitaram corromper suas próprias almas para aprender a tecer as mais hediondas magias sombrias com a imprevisibilidade do fogo vil.",58,27746,720
Diabolista,A derrota da Legião libertou muitos demônios poderosos. Diabolistas comandam demônios superiores antes tidos como incontroláveis e empunham poderes abissais da Espiral Etérea no campo de batalha.,59,26935,720
Matador,Um guerreiro cruel que persegue os alvos de maneira implacável e se utiliza da brutalidade e do poder do aço para subjugar os inimigos.,60,26704,850
Thane da Montanha,"Thanes da Montanha são guerreiros destemidos que se dedicam a buscar desafiantes à altura. Usando a força da terra e o poder da tempestade, atropelam os inimigos com golpes poderosos e rápidos como o trovão.",61,26684,850
Colosso,"Tendo lutado em incontáveis batalhas, Colossos são capazes de resistir a ataques letais, usando sua experiência para desferir os golpes mais poderosos e destruir os inimigos.",62,26765,850
Conduto dos Celestiais,Condutos dos Celestiais se devotam aos ensinamentos dos Celestiais Majestosos para encarnar a sabedoria e brandir a força deles. Mestres Condutos canalizam brevemente o poder de todos os Celestiais de uma vez.,64,27069,1000
Shado-Pan,"Os Shado-Pans aprendem com seus ancestrais e enfrentam os inimigos com orgulho, em defesa dos amigos e da família. Reúnem seu poder pacientemente para desferir sequências de golpes que esmagam os oponentes.",65,27070,1000
Mestre da Harmonia,"Mestres da Harmonia buscam a perfeição física e o refinamento do corpo em pura força, permitindo manipular o fluxo de chi e os ciclos naturais do poder.",66,27745,1000
Traztormenta,"Traztormentas usam o poder da tempestade para aumentar seu controle sobre os raios, moldando-os à própria vontade. Evoque uma tormenta feroz para lançar o caos nos inimigos, despertando a tempestade e causando destruição pelo caminho.",70,26683,1033
Totêmico,"Xamãs totêmicos são capazes de utilizar todo o poder de seus totens, fortalecendo-os e obtendo acesso a outros. A perícia em imbuição também ajuda a manter as ameaças ao alcance.",71,26703,1033
Clarividente,"Domine sua magia espiritual para aprimorar o lançamento de feitiços e evocar os espíritos dos seus antepassados, ajudando você e seus aliados em combate.",72,27019,1033
Traztormenta,"Traztormentas usam o poder da tempestade para aumentar seu controle sobre os raios, moldando-os à própria vontade. Evoque uma tormenta feroz para lançar o caos nos inimigos, despertando a tempestade e causando destruição pelo caminho.",73,26683,1034
Totêmico,"Xamãs totêmicos são capazes de utilizar todo o poder de seus totens, fortalecendo-os e obtendo acesso a outros. A perícia em imbuição também ajuda a manter as ameaças ao alcance.",74,26703,1034
Clarividente,"Domine sua magia espiritual para aprimorar o lançamento de feitiços e evocar os espíritos dos seus antepassados, ajudando você e seus aliados em combate.",75,27019,1034
PH,Dano!,79,24179,1054
PH,Defensiva!,80,24199,1054
Tanque,"Brann recorre aos aliados, a tecnologia avançada recuperada e à sua escopeta de confiança para avançar contra as linhas de frente.",81,24199,874
Tanque,"Brann recorre aos aliados, a tecnologia avançada recuperada e à sua escopeta de confiança para avançar contra as linhas de frente.",82,24199,1060
Curador,Brann usa os suprimentos médicos e relíquias coletadas para curar jogadores feridos.,83,24186,1060
Causador de Dano,"Brann abate inimigos de longe, usando o Véio de Guerra.",84,24179,1060
Curador,Brann usa suprimentos médicos e relíquias coletadas para curar jogadores feridos.,98,24186,1151
Tanque,"Brann recorre aos aliados, à tecnologia avançada recuperada e à sua escopeta de confiança para avançar contra as linhas de frente.",99,24199,1151
Causador de Dano,Brann abate inimigos de longe usando o Véio de Guerra.,100,24179,1151
Malha de Placa,"Desajeitada, mas quase inquebrável.",104,0,775
Vestes,"Oferece pouca proteção, mas ajuda a concentrar a mente.",105,0,775
Malha de Anéis,"Armadura resistente, porém flexível.",106,0,775
