ID,Title_lang,GarrTypeID,ClassID,MaxTiers,UiOrder,Flags,UiTextureKitID,GarrTalentTreeType,PlayerConditionID,FeatureTypeIndex,FeatureSubtypeIndex,CurrencyID
485,Estratégia de caça Shikaar,111,0,4,0,0,5415,1,0,0,0,2003
486,Selecione sua mascote,111,0,2,0,0,5487,0,0,0,0,2003
487,Progressão de clã Teerai,111,0,4,0,0,5419,1,0,0,0,0
488,Pesca morsana,111,0,5,0,0,5415,1,0,0,0,0
489,Suprimentos da Expedição,111,0,6,0,0,5481,1,99463,0,0,2003
491,Equipamento do Grupo de Caça,111,0,4,0,0,5487,0,0,0,0,2003
492,Arcanismo da Junção Cobáltica,111,0,1,0,0,0,1,0,0,0,2003
493,Arcanismo da Junção Cobáltica,111,0,4,0,0,5273,1,0,0,0,2003
495,Habilidade de Rexxar,111,0,3,0,0,5273,0,0,0,0,0
496,Despertar da Máquina,111,0,4,0,0,5555,1,0,0,0,2839
497,A Fiandeira,111,0,9,0,20,5273,0,0,0,0,0
