Name_lang,Pos[0],Pos[1],Pos[2],MapOffset[0],MapOffset[1],FlightMapOffset[0],FlightMapOffset[1],ID,ContinentID,ConditionID,CharacterBitNumber,Flags,UiTextureKitID,MinimapAtlasMemberID,Facing,SpecialIconConditionID,VisibilityConditionID,MountCreatureID[0],MountCreatureID[1]
"Ancoradouro Borraquilha, Azshara",3547.2,-6294.66,0.754245,0,0,0,0,44,1,0,44,2,0,4689,0,0,0,2224,0
"Bastilha de Etergarde, Barreira do Inferno",-11112.3,-3435.74,79.09,0,0.015,0,0,45,0,46758,45,9,0,4689,0,0,0,0,541
"Transporte, Costa Sul",-986.43,-547.86,-3.86,0,0,0,0,46,0,0,0,1024,0,4689,0,0,0,0,0
"Transporte, Grom'gol",-12418.77,235.43,1.12,0,0,0,0,47,0,0,0,1024,0,4689,0,0,0,0,0
"Bloodvenom Post, Felwood [DISABLED in 4.x]",5123.51,-321.181,359.54,0,0,0,0,48,1,5793,48,1024,0,4689,0,0,0,2224,0
Clareira da Lua,7458.45,-2487.21,462.33,0,0,0,0,49,1,0,49,1,0,4689,0,0,0,0,3837
"Transporte, Porto de Menethil",0,0,0,0,0,0,0,50,0,0,0,1024,0,4689,0,0,0,0,0
"Transporte, Auberdine",0,0,0,0,0,0,0,51,0,0,0,1024,0,4689,0,0,0,0,0
"Visteterna, Hibérnia",6796.8,-4742.39,701.5,0,-0.01,0,0,52,1,0,52,1,0,4689,0,0,0,0,3837
"Visteterna, Hibérnia",6813.06,-4611.12,710.67,0,-0.009,0,0,53,1,0,53,2,0,4689,0,0,0,2224,0
"Transporte, Plumaluna",-4203.87,3284,-12.86,0,0,0,0,54,1,0,0,1024,0,4689,0,0,0,0,0
"Aldeia Muralha Verde, Pântano Vadeoso",-3147.39,-2842.18,34.61,-0.006,0,0,0,55,1,0,55,2,0,4689,0,0,0,2224,0
"Pedregal, Pântano das Mágoas",-10457,-3279.25,21.35,-0.008,0,0,0,56,0,0,56,2,0,4689,0,0,0,2224,0
"Colônia de Pescadores, Teldrassil",8701.51,991.37,14.21,0,0,0,0,57,1,0,0,1024,0,4689,0,0,0,0,3837
"Assentamento Zoram'gar, Vale Gris",3351.82,1052.3,3.07,-0.008,-0.009,0,0,58,1,0,58,2,0,4689,0,0,0,2224,0
"Dun Baldar, Vale Alterac",574.21,-46.65,37.61,0,0,0,0,59,30,0,0,1024,0,4689,0,0,0,0,541
"Bastilha Lobo do Gelo, Vale Alterac",-1335.44,-319.69,90.66,0,0,0,0,60,30,0,0,1024,0,4689,0,0,0,3574,0
"Posto Machadada, Vale Gris",2302.39,-2524.55,104.4,0,-0.012,0,0,61,1,0,61,2,0,4689,0,0,0,2224,0
"Refúgio Noturno, Clareira da Lua",7793.61,-2403.47,489.32,0,0,0,0,62,1,62814,0,1025,0,4689,0,0,62814,0,3837
"Refúgio Noturno, Clareira da Lua",7787.72,-2404.1,489.56,0,0,0,0,63,1,0,0,1026,0,4689,0,0,0,2224,0
"Campo Talrendis, Azshara (NUNCA no 4.x)",2721.99,-3880.64,100.87,0,0,0,0,64,1,5793,64,1024,0,4689,0,0,0,0,3837
"Clareira da Galhaça, Selva Maleva",6214.32,-1874.28,565.956,0.004,0,0,0,65,1,0,65,1,0,4689,0,0,0,0,3837
"Acampamento Ventogelante, Terras Pestilentas Ocidentais",931.32,-1430.11,64.67,-0.007,0.015,0,0,66,0,0,66,1,0,4689,0,0,0,0,541
"Capela Esperança da Luz, Terras Pestilentas Orientais",2271.09,-5340.8,87.11,0,0,0,0,67,0,924,67,1,0,4689,0,0,0,0,44248
"Capela Esperança da Luz, Terras Pestilentas Orientais",2270.2,-5343.11,86.9733,-0.008,-0.005,0,0,68,0,923,68,2,0,4689,0,0,0,44248,0
Clareira da Lua,7470.39,-2123.38,492.34,0,0,0,0,69,1,0,69,2,0,4689,0,0,0,2224,0
"Monte Candente, Estepes Ardentes",-7504.03,-2187.54,165.53,0.015,0,0,0,70,0,0,70,2,0,4689,0,0,0,2224,0
"Vigia de Morgan, Estepes Ardentes",-8364.61,-2738.35,185.46,0,0,0,0,71,0,0,71,1,0,4689,0,0,0,0,541
"Forte Cenariano, Silithus",-6811.39,836.74,49.81,0,0,0,0,72,1,53948,72,10,0,4689,0,0,0,2224,0
"Forte Cenariano, Silithus",-6761.83,772.03,88.91,0,-0.005,0,0,73,1,53948,73,9,0,4689,0,0,0,0,3837
"Posto de Tório, Garganta Abrasadora",-6552.59,-1168.27,309.31,-0.004,0.027,0,0,74,0,0,74,1,0,4689,0,0,0,0,541
"Posto de Tório, Garganta Abrasadora",-6554.93,-1100.05,309.57,0.027,0.027,0,0,75,0,0,75,2,0,4689,0,0,0,2224,0
"Aldeia Revatusco, Terras Agrestes",-635.26,-4720.5,5.38,-0.007,0.007,0,0,76,0,0,76,2,0,4689,0,0,0,2224,0
"Ponta Vendeta, Sertões Meridionais",-2152.35,-1724.34,92.528,0.02,0,0,0,77,1,0,227,2,0,4689,0,0,0,2224,0
Naxxramas,3133.31,-3399.93,139.53,0,0,0,0,78,0,0,0,1024,0,4689,0,0,0,0,0
"Posto Avançado do Marshal, Cratera Un'Goro",-7548.05,-1541.13,-271.05,-0.003,0.01,0,0,79,1,0,79,3,0,4689,0,0,0,2224,541
"Vila Catraca, Sertões Setentrionais",-894.59,-3773.01,11.48,-0.00598802,-0.0145349,0,0,80,1,0,80,3,0,4689,0,0,0,2224,541
Filmagem,0,0,0,0,0,0,0,81,530,0,0,1024,0,4689,0,0,0,0,0
Luaprata,9375.24,-7165.89,9.03,0,0,0,0,82,530,0,82,6,0,4689,0,0,0,19917,0
"Tranquillien, Terra Fantasma",7594.47,-6784.29,86.46,0.006,0,0,0,83,530,0,83,2,0,4689,0,0,0,19917,0
"Torre do Bosque Pestilento, Terras Pestilentas Orientais",2965.55,-3033.61,126.929,0,-0.015,0,0,84,0,0,154,3,0,4689,0,0,0,44248,44248
"Torre do Passo Norte, Terras Pestilentas Orientais",3134.26,-4354.78,133.463,0,0,0,0,85,0,0,153,3,0,4689,0,0,0,44248,44248
"Torre da Muralha Leste, Terras Pestilentas Orientais",2524.44,-4769.56,104.087,0.014,0.01,0,0,86,0,0,147,3,0,4689,0,0,0,44248,44248
"Torre da Coroa, Terras Pestilentas Orientais",1876.4,-3693.32,157.687,0.017,-0.012,0,0,87,0,0,152,3,0,4689,0,0,0,44248,44248
"Transporte, Exodar",-4284.01,-11194.74,13.01,0,0,0,0,88,530,0,0,1024,0,4689,0,0,0,0,0
"Transporte, Theramore",0,0,0,0,0,0,0,89,0,0,0,1024,0,4689,0,0,0,0,0
"Transporte, Cidade Baixa",0,0,0,0,0,0,0,90,1,0,0,1024,0,4689,0,0,0,0,0
Missão - Alvo Xamã de Névoa Lazúli,-3996.01,-11892.97,0.22,0,0,0,0,91,530,0,0,1024,0,4689,0,0,0,0,0
Missão - Início Xamã de Névoa Lazúli,-3679.31,-11413.04,310.57,0,0,0,0,92,530,0,0,1024,0,4689,0,0,0,0,0
"Entreposto Rubro, Ilha Névoa Rubra",-1933.27,-11954.6,57.19,0,0,0,0,93,530,0,93,1,0,4689,0,0,0,0,3837
Exodar,-3867.56,-11641.1,-137.664,0,0,0,0,94,530,0,94,1,0,4689,0,0,0,0,3837
Pântano Zíngaro - Missão - Quando o corvo voa,-146.29,5532.56,30.89,0,0,0,0,95,530,0,0,1024,0,4689,0,0,0,17972,0
Pântano Zíngaro - Missão - Quando o corvo voa - Fim,-145.23,5533.03,30.95,0,0,0,0,96,530,0,0,1024,0,4689,0,0,0,0,0
Missão - Caminho do Elekk para Kessel,-3968.37,-11929.15,-1.22,0,0,0,0,97,530,0,0,1024,0,4689,0,0,0,0,18167
Missão - Alvo Elekk para Kessel,-2662.3,-12144.6,16.91,0,0,0,0,98,530,0,0,1024,0,4689,0,0,0,0,0
"Thrallmar, Península Fogo do Inferno",228.5,2633.57,87.67,0.013,-0.009,0,0,99,530,0,99,2,0,4689,0,0,0,2224,0
"Fortaleza da Honra, Península Fogo do Inferno",-673.42,2717.27,94.18,0.012,0.01,0,0,100,530,0,100,1,0,4689,0,0,0,0,541
"Templo de Telhamat, Península Fogo do Inferno",199.16,4241.56,121.75,0,-0.02,0,0,101,530,0,101,1,0,4689,0,0,0,0,3837
"Vigília do Falcão, Península Fogo do Inferno",-587.41,4101.01,91.37,0.002,-0.01,0,0,102,530,0,102,2,0,4689,0,0,0,2224,0
Nagrand - JxJ - Início da Corrida de Ataque 2,-1810.16,8032.11,-25.95,0,0,0,0,103,530,0,0,1024,0,4689,0,0,0,18345,18345
Nagrand - JxJ - Fim da Corrida de Ataque 2,-1824.18,8049.29,-26.85,0,0,0,0,104,530,0,0,1024,0,4689,0,0,0,13161,13161
Nagrand - JxJ - Início da Corrida de Ataque 3,-1513.4,8140.93,-19.6,0,0,0,0,105,530,0,0,1024,0,4689,0,0,0,18345,18345
Nagrand - JxJ - Fim da Corrida de Ataque 3,-1511.26,8149.71,-18.58,0,0,0,0,106,530,0,0,1024,0,4689,0,0,0,0,541
Nagrand - JxJ - Início da Corrida de Ataque 4,-1387.07,7782.41,-11.47,0,0,0,0,107,530,0,0,1024,0,4689,0,0,0,18345,18345
Nagrand - JxJ - Fim da Corrida de Ataque 4,-1376.72,7771.17,-10.08,0,0,0,0,108,530,0,0,1024,0,4689,0,0,0,0,541
Nagrand - JxJ - Início da Corrida de Ataque 5,-1656.6,7724.91,-15.59,0,0,0,0,109,530,0,0,1024,0,4689,0,0,0,18345,18345
Nagrand - JxJ - Fim da Corrida de Ataque 5,-1658.9,7724.71,-15.79,0,0,0,0,110,530,0,0,1024,0,4689,0,0,0,0,541
Canto Eterno - Teleporte de Ocaso,9335.83,-7883.07,74.91,0,0,0,0,111,530,0,0,1024,0,4689,0,0,0,18392,18392
Canto Eterno - Fim do Teleporte de Ocaso,9335.67,-7809.71,136.57,0,0,0,0,112,530,0,0,1024,0,4689,0,0,0,17972,17972
Missão - Netrandamus Início,-1544.36,8792.07,35.22,0,0,0,0,113,530,0,0,1024,0,4689,0,0,0,18543,18543
Missão - Alvo Netrandamus Fim,-1544.36,8792.09,35.22,0,0,0,0,114,530,0,0,1024,0,4689,0,0,0,0,0
Missão - Cavernas do Tempo ACH - Início,2384.73,1169.38,66.86,0,0,0,0,115,560,0,0,1024,0,4689,0,0,0,18768,18768
Missão - Cavernas do Tempo ACH - Fim,2014.65,239.65,68.52,0,0,0,0,116,560,0,0,1024,0,4689,0,0,0,0,0
"Telredor, Pântano Zíngaro",213.75,6063.75,148.31,0,0,0,0,117,530,0,117,1,0,4689,0,0,0,0,3837
"Zabra'jin, Pântano Zíngaro",219.45,7816,22.72,0,0,0,0,118,530,0,118,2,0,4689,0,0,0,2224,0
"Telaar, Nagrand",-2729,7305.3,88.64,0.002,0.024,0,0,119,530,0,119,1,0,4689,0,0,0,0,3837
"Garadar, Nagrand",-1261.09,7133.39,57.34,0.01,-0.007,0,0,120,530,0,120,2,0,4689,0,0,0,2224,0
"Fortaleza Alleriana, Mata Terokkar",-2987.24,3872.78,9.13,0,0,0,0,121,530,0,121,1,0,4689,0,0,0,0,541
"Área 52, Eternévoa",3082.31,3596.11,144.02,-0.027,-0.023,0,0,122,530,0,122,3,0,4689,0,0,0,2224,541
"Aldeia Lua Negra, Vale da Lua Negra",-3018.62,2557.09,79.09,0.01,0,0,0,123,530,0,123,2,0,4689,0,0,0,2224,0
"Fortaleza Martelo Feroz, Vale da Lua Negra",-3982.07,2156.47,105.15,0,0,0,0,124,530,0,124,1,0,4689,0,0,0,0,541
"Sylvanaar, Montanhas da Lâmina Afiada",2183.65,6794.46,183.28,0,0,0,0,125,530,0,125,1,0,4689,0,0,0,0,3837
"Cidadela do Senhor do Trovão, Montanhas da Lâmina Afiada",2446.37,6020.93,154.34,0,0.004,0,0,126,530,0,126,2,0,4689,0,0,0,2224,0
"Vila de Quebrapedra, Mata Terokkar",-2567.33,4423.83,39.33,0,0,0,0,127,530,0,127,2,0,4689,0,0,0,2224,0
"Shattrath, Mata Terokkar",-1837.23,5301.9,-12.43,0,0,0,0,128,530,0,128,3,0,4689,0,0,0,2224,541
"Península Fogo do Inferno, Portal Negro",-327.35,1020.49,54.25,0.002,0.03,0,0,129,530,0,129,1,0,4689,0,0,0,0,541
"Península Fogo do Inferno, Portal Negro",-178.09,1026.72,54.19,0.004,-0.008,0,0,130,530,0,130,2,0,4689,0,0,0,2224,0
Missão - Início Horda em Fogo do Inferno,-25.51,2133.45,112.6,0,0,0,0,131,530,0,0,1024,0,4689,0,0,0,19275,18376
Missão - Fim Horda em Fogo do Inferno,-25.6,2133.4,112.58,0,0,0,0,132,530,0,0,1024,0,4689,0,0,0,19275,0
Missão - Península Fogo do Inferno (Rota da Aliança) Início,-673.73,1855.29,68.97,0,0,0,0,133,530,0,0,1024,0,4689,0,0,0,19324,19324
Missão - Península Fogo do Inferno (Aliança) Fim,-673.75,1855.32,68.96,0,0,0,0,134,530,0,0,1024,0,4689,0,0,0,19324,19324
"Missão - Fogo do Inferno, Missão Aérea (Horda) Início",-27.65,2126.57,111.85,0,0,0,0,135,530,0,0,1024,0,4689,0,0,0,19275,19324
"Missão - Fogo do Inferno, Missão Aérea (Horda) Fim",-27.52,2126.5,111.88,0,0,0,0,136,530,0,0,1024,0,4689,0,0,0,19275,19324
"Missão - Fogo do Inferno, Missão Aérea (Aliança) Início",298.5,1501.26,-14.28,0,0,0,0,137,530,0,0,1024,0,4689,0,0,0,19275,19324
"Missão - Fogo do Inferno, Missão Aérea (Aliança) Fim",298.59,1501.13,-14.25,0,0,0,0,138,530,0,0,1024,0,4689,0,0,0,19275,19324
"Pináculo da Tempestade, Eternévoa",4157.58,2959.69,352.08,-0.005,-0.018,0,0,139,530,0,139,3,0,4689,0,0,0,2224,541
"Altar de Sha'tar, Vale da Lua Negra",-3065.6,749.42,-10.1,0,0,0,0,140,530,6211,140,3,0,4689,0,0,0,2224,541
"Cordilheira Quebra-Espinha, Península Fogo do Inferno",-1316.84,2358.62,88.96,0,0,0,0,141,530,0,141,2,0,4689,0,0,0,2224,0
"Península Fogo do Inferno, Posto dos Destroços",-29.16,2125.72,111.47,0.007,0,0,0,142,530,0,0,1024,0,4689,0,0,0,2224,0
Missão - Cavernas do Tempo (Rota de Voo Inicial) (Fim),-8360.73,-4327.73,-208.33,0,0,0,0,143,1,0,0,1024,0,4689,0,0,0,16081,16081
Missão - Cavernas do Tempo (Rota de Voo Inicial) (Início),-8162.01,-4796.23,35.78,0,0,0,0,144,1,0,0,1024,0,4689,0,0,0,18768,18768
Missão - Eternévoa - Voo Furtivo - Início,3079.01,3599.08,144.07,0,0,0,0,145,530,0,0,1024,0,4689,0,0,0,2224,0
Missão - Eternévoa - Voo Furtivo - Fim,2235.34,2793.77,128.03,0,0,0,0,146,530,0,0,1024,0,4689,0,0,0,0,0
Península Fogo do Inferno - Campo de Força Cabeça de Praia,509.17,1988.69,109.62,0,0,0,0,147,530,0,0,1024,0,4689,0,0,0,0,19324
"Posto Despedaçado, Península Fogo do Inferno (Assalto da Praia)",298.46,1501.18,-14.28,0,0,0,0,148,530,0,0,1024,0,4689,0,0,0,0,19324
"Posto Despedaçado, Península Fogo do Inferno",276.2,1486.91,-15.1,0,0,0,0,149,530,0,149,1,0,4689,0,0,0,0,541
"Chave do Cosmos, Eternévoa",2974.95,1848.24,141.28,0,0.01,0,0,150,530,0,150,3,0,4689,0,0,0,2224,541
"Mocó do Rato Lamacento, Pântano Zíngaro",91.67,5214.92,23.1,0.017,0.016,0,0,151,530,0,151,2,0,4689,0,0,0,2224,0
Missão - Eternévoa - Manaforja Ultris (Início),4262.39,2136.92,139.44,0,0,0,0,152,530,0,0,1024,0,4689,0,0,0,20903,20903
Missão - Eternévoa - Manaforja Ultris (Fim),4266.7,2133.38,138.82,0,0,0,0,153,530,0,0,1024,0,4689,0,0,0,20903,20903
Missão - Eternévoa - Manaforja Ultris (Segunda Vez) Início,20047.88,5200.69,19742.78,0,0,0,0,154,0,0,0,1024,0,4689,0,0,0,20903,20903
Missão - Eternévoa - Manaforja Ultris (Segunda Vez) Fim,4267.14,2133.03,138.77,0,0,0,0,155,530,0,0,1024,0,4689,0,0,0,0,0
"Estação do Tocha, Montanhas da Lâmina Afiada",1857.35,5531.87,277.01,0,0,0,0,156,530,0,156,1,0,4689,0,0,0,0,541
Missão - Lâmina Afiada - Guia de Visão - Início,2277.74,5983.35,142.6,0,0,0,0,157,530,0,0,1024,0,4689,0,0,0,21396,0
Missão - Lâmina Afiada - Guia de Visão - Fim,2278.56,5983.71,142.57,0,0,0,0,158,530,0,0,1024,0,4689,0,0,0,0,0
"Sacrário Estelar, Vale da Lua Negra",-4073.17,1123.61,42.47,0.014,0,0,0,159,530,6212,159,3,0,4689,0,0,0,2224,541
"Arvoredo Eterno, Montanhas da Lâmina Afiada",2976.01,5501.13,143.67,0,0,0,0,160,530,0,160,3,0,4689,0,0,0,2224,541
Missão - Dragão Etéreo Aliado - Início,0,0,0,0,0,0,0,161,530,0,0,1024,0,4689,0,0,0,22360,22360
Missão - Dragão Etéreo Aliado - Fim,-4100.27,950.38,22.11,0,0,0,0,162,530,0,0,1024,0,4689,0,0,0,0,0
"Vila de Mok'Nathal, Montanhas da Lâmina Afiada",2028.79,4705.27,150.51,0,0,0,0,163,530,0,163,2,0,4689,0,0,0,2224,0
"Porto Orebor, Pântano Zíngaro",966.67,7399.16,29.14,0,0.01,0,0,164,530,0,164,1,0,4689,0,0,0,0,3837
"Transporte, Nortúndria 3",0,0,0,0,0,0,0,165,571,0,0,1024,0,4689,0,0,0,0,0
"Santuário Esmeralda, Selva Maleva",3972.84,-1324.51,244.803,0,0,0,0,166,1,0,166,3,0,4689,0,0,0,2224,3837
"Cantilenda, Vale Gris",3000.25,-3202.41,189.77,0,-0.014,0,0,167,1,0,167,1,0,4689,0,0,0,0,3837
Filmagem,-9441.18,65.05,56.18,0,0,0,0,168,0,0,0,1024,0,4689,0,0,0,0,3837
Missão - Plataforma da Asa Etérea - Vagonete da Mina - Sul - Início,-5224.53,631.85,48.36,0,0,0,0,169,530,0,0,1024,0,4689,0,0,0,23372,23372
Missão - Plataforma da Asa Etérea - Vagonete da Mina - Sul - Fim,-5185.71,172.95,-11.57,0,0,0,0,170,530,0,0,1024,0,4689,0,0,0,23289,23289
Skettis,-3364.68,3650.18,284.78,0,0,0,0,171,530,0,0,1024,0,4689,0,0,0,23422,23422
Ogri'la,2531.1,7322.09,373.64,0,0,0,0,172,530,0,0,1024,0,4689,0,0,0,23422,23422
Missão - Voo de Yarzill Início,-5141.36,620.11,82.7,0,0,0,0,173,530,0,0,1024,0,4689,0,0,0,23468,23468
Missão - Voo de Yarzill Início Fim,-1636.09,5275.87,-41.1,0,0,0,0,174,530,0,0,1024,0,4689,0,0,0,0,0
"Transporte, Fiorde Uivante",784.89,-5066.18,-7.88,0,0,0,0,175,571,0,0,1024,0,4689,0,0,0,0,0
Missão - Canoa Taurena em Fiorde Uivante (Início),245.36,-3309.2,0.91,0,0,0,0,176,571,0,0,1024,0,4689,0,0,0,23518,23518
Missão - Canoa Taurena em Fiorde Uivante (Fim),-147.47,-3587.36,0.34,0,0,0,0,177,571,0,0,1024,0,4689,0,0,0,23518,23518
"Transporte, Tundra Boreana",0,0,0,0,0,0,0,178,571,0,0,1024,0,4689,0,0,0,0,0
"Coroa de Barro, Pântano Vadeoso",-4566.23,-3226.05,34.7,-0.007,-0.02,0,0,179,1,0,179,3,0,4689,0,0,0,2224,541
Missão - Vadeoso - Levantamento de Alcaz Início,-3822.66,-4511.33,10.84,0,0,0,0,180,1,0,0,1024,0,4689,0,0,0,0,541
Missão - Vadeoso - Levantamento de Alcaz Fim,-3822.71,-4509.65,10.98,0,0,0,0,181,1,0,0,1024,0,4689,0,0,0,0,541
Missão - Fiorde Uivante - Zepelim para Furar o bloqueio,1415.89,-3082.49,121.91,0,0,0,0,182,571,0,0,1024,0,4689,0,0,0,0,0
"Porto de Valgarde, Fiorde Uivante",567.41,-5010.97,11.5,0,0,0,0,183,571,0,183,1,0,4689,0,0,0,0,541
"Forte Vildervar, Fiorde Uivante",2468.77,-5029.82,283.49,0.01,-0.01,0,0,184,571,0,184,1,0,4689,0,0,0,0,541
"Bastilha da Guarda Oeste, Fiorde Uivante",1342.84,-3287.9,174.45,0.01,-0.005,0,0,185,571,0,185,1,0,4689,0,0,0,0,541
Missão - Fiorde Uivante - Voo para o Correventos - Início,1911.82,-6179.07,24.61,0,0,0,0,186,571,0,0,1024,0,4689,0,0,0,3574,0
Missão - Fiorde Uivante - Voo para o Correventos - Fim,1652.83,-6512.11,18.48,0,0,0,0,187,571,0,0,1024,0,4689,0,0,0,3574,0
Missão - Fiorde Uivante - Teste no mar - Início,1912.78,-6178.81,24.64,0,0,0,0,188,571,0,0,1024,0,4689,0,0,0,3574,0
Missão - Fiorde Uivante - Teste no mar - Fim,1913.9,-6177.87,24.62,0,0,0,0,189,571,0,0,1024,0,4689,0,0,0,0,0
"Nova Agamand, Fiorde Uivante",401.12,-4544.3,244.54,-0.01,-0.025,0,0,190,571,0,190,2,0,4689,0,0,0,3574,0
"Porto Vendeta, Fiorde Uivante",1918.6,-6175.89,24.41,0,0,0,0,191,571,0,191,2,0,4689,0,0,0,3574,0
"Aldeia Casco Invernal, Fiorde Uivante",2652.89,-4392.71,283.32,0.009,0.01,0,0,192,571,0,192,2,0,4689,0,0,0,2224,0
Missão - Fiorde Uivante - Missão: Empesteie Isso! - Fim,1341.44,-3288.57,174.45,0,0,0,0,193,571,0,0,1024,0,4689,0,0,0,0,541
