ID,FailureReason_lang,PlayerConditionID,OrderIndex,Flags,CampaignID
204,"Complete o capítulo ""Focalizando o olho"" da campanha Correntes da Dominação para continuar com esta campanha.",92548,2,0,115
205,Alcance Renome 5 para continuar com a campanha.,88562,3,0,115
206,Alcance Renome 8 para continuar com a campanha.,88566,4,0,115
207,Alcance Renome 11 para continuar com a campanha.,86973,5,0,115
208,Alcance Renome 13 para continuar com a campanha.,86976,6,0,115
209,Alcance Renome 17 para continuar com a campanha.,86980,7,0,115
210,Alcance Renome 20 para continuar com a campanha.,86983,8,0,115
211,"Continue a campanha aceitando a missão ""Prisão dos Esquecidos"" na Gorja.",88895,1,0,117
212,"Continue a campanha aceitando a missão ""Prisão dos Esquecidos"" na Gorja.",88895,1,0,113
213,"Continue a campanha aceitando a missão ""Prisão dos Esquecidos"" na Gorja.",88895,1,0,115
214,"Continue a campanha aceitando a missão ""Prisão dos Esquecidos"" na Gorja.",88895,1,0,119
215,,0,0,0,111
216,,88933,0,0,124
217,,89130,1,0,114
218,,89131,2,0,114
221,Alcance Renome 20 para continuar com a campanha.,86984,8,0,113
240,Resgate Laurent do Reduto das Brasas para continuar a campanha.,88026,10,0,113
246,Conclua a campanha do seu Pacto para continuar com esta campanha.,92551,0,0,138
247,Alcance Renome 44 para continuar a campanha.,92797,1,0,138
248,Alcance Renome 47 para continuar a campanha.,91334,2,0,138
249,Alcance Renome 50 para continuar a campanha.,91335,3,0,138
250,"Continue a campanha aceitando e concluindo a missão ""O prisioneiro da Fortaleza do Crepúsculo"" em Revendreth.",96305,4,0,138
251,Alcance Renome 52 para continuar a campanha.,91336,5,0,138
252,Alcance Renome 56 para continuar a campanha.,91337,6,0,138
253,Alcance Renome 22 para continuar com a campanha.,86216,9,0,119
254,Alcance Renome 22 para continuar com a campanha.,86989,9,0,115
255,Alcance Renome 22 para continuar com a campanha.,86988,9,0,117
256,Volte depois para se inteirar dos planos de Bolvar.,95984,0,0,158
257,Volte depois para se inteirar dos planos de Bolvar.,95985,1,0,158
258,Volte depois para se inteirar dos planos de Bolvar.,95986,2,0,158
259,Volte depois para se inteirar dos planos de Bolvar.,95987,3,0,158
261,Alcance Renome 58 para continuar a campanha.,91338,7,0,138
266,,102816,0,0,189
269,,103531,0,0,174
271,,103529,1,0,174
272,,103530,2,0,174
273,,103799,0,0,165
277,,103948,0,0,199
278,,103948,0,0,201
279,Alcançar Nível de Renome 11 com os Morsanos de Iskaara para continuar a história.,105184,0,0,194
280,Alcançar Nível de Renome 13 com os Expedição Escama de Dragão para continuar a história.,105181,0,0,197
281,Alcançar Nível de Renome 24 com os Expedição Escama de Dragão para continuar a história.,105182,1,0,197
282,Alcançar Nível de Renome 19 com o Acordo de Valdrakken para continuar a história.,99211,0,0,190
283,Alcançar Nível de Renome 12 com o Acordo de Valdrakken para continuar a história.,105185,0,0,192
284,Melhore seu Renome com as facções principais das Ilhas do Dragão para continuar a campanha.,104393,1,0,201
285,O conteúdo não está disponível em beta no momento.,34450,2,0,197
286,O conteúdo não está disponível em beta no momento.,34450,1,0,194
287,Alcançar Nível de Renome 19 com o Acordo de Valdrakken para continuar a história.,105191,1,0,192
288,O conteúdo não está disponível em beta no momento.,34450,2,0,192
289,,78570,0,0,118
