ID,Name_lang,CreatureID,PortraitFileDataID,UiTextureKitID,UiAnimScale,UiAnimHeight,Flags,AutoCombatantID
74,Espreitador da Sombra,83347,1067465,0,1.2,0.5,0,0
75,Infernal Flamavil,83170,1067195,0,0.75,0.55,0,0
76,Pilhador Flamejante,83382,1067237,0,0.9,0.55,0,0
77,Essência das Trevas,83256,1067191,0,1.4,0.55,0,0
78,Essência do Caos,83251,1416404,0,1.4,0.55,0,0
79,Gor,83098,1067407,0,0.75,0.55,0,0
80,Mascaferro Faminto,83193,1067290,0,0.75,0.55,0,0
81,Brutamontes Giralança,83043,1067419,0,1.2,0.5,0,0
82,Espancador Giralança,83042,1067420,0,1.2,0.5,0,0
83,Geomante Giralança,83045,1067422,0,1.2,0.5,0,0
84,Leitor dos Ventos do Senhor do Trovão,83120,1067286,0,1.5,0.5,0,0
85,Yggdrel,83225,1067302,0,0.55,0.55,0,0
86,Garra do Senhor do Trovão,83118,1067285,0,1.5,0.5,0,0
87,Monta-feras do Senhor do Trovão,83122,1067284,0,1.5,0.5,0,0
88,Anciente Cascaluna,83226,1067303,0,0.55,0.55,0,0
89,Saqueador de Nagrand,83135,1067388,0,1.5,0.5,0,0
90,Conjurador Telúrico do Brado Guerreiro,83140,1067358,0,1.5,0.5,0,0
91,Místico Boca de Sabre,83084,1067432,0,0.8,0.55,0,0
92,Presatriz Boca de Sabre,83074,1067433,0,0.8,0.55,0,0
93,Espancador Boca de Sabre,83081,1067431,0,0.8,0.55,0,0
94,Seguidor Clamacéu,83353,1067381,0,0.9,0.55,0,0
95,Laminasa Seguidor,83354,1067401,0,0.9,0.55,0,0
96,Sacerdote Solar Seguidor,83356,1067404,0,0.9,0.55,0,0
97,Vigilante Sargerei,83241,1067367,0,1.3,0.5,0,0
98,Canalizador Sargerei,83242,1067368,0,1.3,0.5,0,0
99,Torce-almas Sargerei,83243,1067366,0,1.3,0.5,0,0
100,Escravizador Pedramalho,83045,1067422,0,1.2,0.5,0,0
101,Senhor dos Escravos Ok'mok,83062,1067418,0,1.2,0.5,0,0
102,Esmaga-terra Arcanista,83070,1067414,0,1.2,0.5,0,0
103,Mestre Guerreiro Goriano,83072,1067410,0,1.2,0.5,0,0
104,Mestre Guerreiro Goriano,83072,1067410,0,1.2,0.5,0,0
105,Genessauro Lameluna,83233,1067400,0,0.9,0.53,0,0
106,Hortelão Botani,83217,1067380,0,0.9,0.55,0,0
107,Guardador Botani,83217,1067380,0,0.9,0.55,0,0
108,Assolador Costanera,83103,1067345,0,0.9,0.45,0,0
109,Assolador Costanera,83106,1067346,0,0.9,0.45,0,0
110,Assolador Costanera,83107,1067343,0,0.9,0.45,0,0
111,Infernal Fulgurante,83170,1067195,0,0.75,0.55,0,0
112,Petrescama,83214,1067187,0,1.45,0.4,0,0
113,Vigia Courossang,83213,1067186,0,1.45,0.4,0,0
114,Tocaieiro da Neve,84858,1087727,0,1.45,0.4,0,0
115,Elemental de Magma,83147,1067228,0,1.2,0.4,0,0
116,Fúria de Gelo,83152,1067233,0,1.2,0.4,0,0
118,Mandrágora Jacinto,83301,1067341,0,1,0.4,0,0
119,Garra do Caos da Lua Negra,83129,1067347,0,1.5,0.5,0,0
120,Esguichador Plantíneo,83292,1067330,0,1.9,0.45,0,0
121,Fúria Gélida,83151,1067221,0,1.2,0.4,0,0
122,Mascaferro Faminto,83192,1067288,0,1.4,0.45,0,0
123,Impositor Fuliginoso,83041,1067421,0,1.2,0.5,0,0
124,Anciente Cascaluna,83225,1067302,0,0.55,0.55,0,0
125,Machadeiro do Caos da Lua Negra,83133,1067294,0,1.5,0.5,0,0
126,Essência das Trevas,83386,1067428,0,1.4,0.55,0,0
127,Garra do Senhor do Trovão,83117,1067306,0,1.5,0.5,0,0
128,Guerreiro de Ata'gar,83179,1067318,0,1.55,0.5,0,0
129,Matriarca Rosnagelo,83038,1067266,0,0.55,0.45,0,0
130,Observador Silencioso,83228,1067301,0,0.55,0.45,0,0
131,Bruto de Ferro,83127,1067457,0,1.5,0.5,0,0
132,Ula,83234,1067398,0,0.9,0.53,0,0
133,Devorador Ossário,83195,1067289,0,1.4,0.45,0,0
134,Cataosso do Desfiladeiro,83056,1067391,0,0.75,0.55,0,0
135,Pulverizador de Ferro,83339,1067267,0,1.05,0.45,0,0
136,Tol'ressa,83173,1067198,0,1.1,0.5,0,0
137,Goren Mascapedra,83194,1067291,0,1.5,0.45,0,0
138,Seguidor Chamassol,83351,1067402,0,0.9,0.55,0,0
139,Reverendo Ensombrado,83178,1067320,0,1.55,0.5,0,0
140,Pancadeiro Gordunni,83072,1067410,0,1.2,0.5,0,0
141,Skegg,83063,1067417,0,1.2,0.55,0,0
142,Sádico da Mão Despedaçada,83141,1067245,0,1.4,0.5,0,0
143,Rastapunho Devastador,83114,1067307,0,1,0.45,0,0
144,Assolador Costanera,83103,1067345,0,0.9,0.45,0,0
145,Rylak Uivante,83060,1067264,0,0.55,0.45,0,0
146,Sangrikass,83374,1067218,0,1.4,0.55,0,0
147,Cantassangue da Mão Despedaçada,83143,1067244,0,1.4,0.5,0,0
148,Espírito da Água Tumultuoso,83369,1067324,0,1.2,0.4,0,0
149,Arcanista Goriano,83065,1067412,0,1.2,0.5,0,0
150,Conjurador Telúrico do Brado Guerreiro,83140,1067358,0,1.5,0.5,0,0
151,Gladiador Goriano,83073,1067411,0,1.2,0.5,0,0
152,Mestre da Espada Ardente,83460,1067269,0,1.4,0.5,0,0
153,Trilha-prado Gronn,83059,1067312,0,0.75,0.55,0,0
154,Espírito Lacerado pelo Caos,83257,1108823,0,1.4,0.5,0,0
155,Gancheador do Senhor do Trovão,83122,1067284,0,1.5,0.5,0,0
156,Mordiscador Plantíneo,83291,1067332,0,1.9,0.45,0,0
157,Bruto da Rocha Negra,83123,1067356,0,1.5,0.5,0,0
158,Guarda Pedramalho,83062,1067418,0,1.2,0.5,0,0
159,Intimidador Pedramalho,83047,1067357,0,0.9,0.5,0,0
160,Seguidor Trazprocela,83356,1067404,0,0.9,0.55,0,0
161,Retalhador de Ferro,83336,1067371,0,1.05,0.45,0,0
162,Laminasa Seguidor,83354,1067401,0,0.9,0.55,0,0
163,Rasgatripa Jubassangue,83081,1067431,0,0.8,0.55,0,0
164,Pioneiros do Brado Guerreiro,83135,1067388,0,1.5,0.5,0,0
165,Saqueador do Brado Guerreiro,83135,1067388,0,1.5,0.5,0,0
166,Fera-do-rio,83246,1067250,0,0.95,0.45,0,0
167,Fenoceronte Jubacinza,83431,1067247,0,1.1,0.4,0,0
168,Lameluna Botani,83217,1067380,0,0.9,0.55,0,0
169,Assolador Friospinha,83101,1067344,0,0.9,0.45,0,0
170,Bebe-vida Mandrágora,83238,1067406,0,1,0.4,0,0
171,Fenoceronte Selvagem,83433,1067249,0,1.1,0.4,0,0
172,Geodo de Irídio,83343,1067227,0,0.75,0.6,0,0
173,Broto Selvagem,83262,1067192,0,0.75,0.5,0,0
174,Umbracasca,83227,1067300,0,0.55,0.55,0,0
175,Corvo Medonho,83372,1067279,0,0.8,0.5,0,0
176,Touro Cascacoiro,83432,1067248,0,1.1,0.4,0,0
177,Fúria da Terra,83155,1067395,0,0.75,0.5,0,0
178,Gronn Rancárvore,83058,1067311,0,0.75,0.55,0,0
179,Destruidor Guardião Colérico,83172,1067199,0,1,0.55,0,0
180,Diabrete,83167,1067188,0,1.9,0.5,0,0
181,Durkath Gorjaço,83145,1067243,0,1.5,0.5,0,0
182,"Dargorr, o Soterrador",86199,1067395,0,0.75,0.5,0,0
183,Espírito da Terra Escravizado,86200,1067397,0,0.75,0.5,0,0
184,Trilha-prado Gronn,83059,1067312,0,0.75,0.55,0,0
185,Profetisa da Lua Negra,83129,1067347,0,1.5,0.5,0,0
186,Grondo,83037,1067313,0,0.75,0.5,0,0
187,Botani Cuidabosque,83219,1067393,0,0.9,0.55,0,0
188,Bruto da Mão Despedaçada,83146,1067242,0,1.5,0.5,0,0
189,Rancapele da Mão Despedaçada,83142,1088313,0,1.5,0.5,0,0
190,Cutelo da Mão Despedaçada,83144,1088312,0,1.5,0.5,0,0
191,Seguidor Guardasa,83353,1067381,0,0.9,0.55,0,0
192,Canaz Assombrado,84761,1067212,0,1.3,0.5,0,0
193,Guarda Hediondo,84762,1067274,0,1.7,0.5,0,0
194,Vigia Noturna Horrenda,84763,1067274,0,1.7,0.5,0,0
196,Esfola-pedra,83211,1067203,0,0.75,0.55,0,0
197,Videchamas Ardente,84844,1087721,0,1.55,0.5,0,0
198,Mestre da Espada Ardente,83460,1067269,0,1.4,0.5,0,0
199,General Kull'krosh,84847,1067327,0,1.4,0.5,0,0
200,Atirador de Besta de Ferro,84849,1087720,0,1.55,0.5,0,0
201,Guarda de Ferro,84850,1087726,0,1.55,0.5,0,0
202,Quirósporo Brilho da Lua,83265,1067427,0,0.85,0.8,0,0
203,Peixeiro Pálido,83113,1067305,0,1,0.45,0,0
204,Sacerdote Vérmico Calafrio,83042,1067420,0,1.2,0.5,0,0
205,Hipnocoaxo,82410,1067273,0,1,0.45,0,0
206,Guinchador Asa Gélida,83166,1067392,0,0.6,0.9,0,0
207,Espreitador da Relva,83269,1067201,0,1.05,0.55,0,0
208,Dessicar das Águas Mortas,85855,1067365,0,0.9,0.45,0,0
209,Guerreiro da Chaga Fumegante,83080,1067429,0,0.8,0.55,0,0
210,Primevista da Chaga Fumegante,83076,1067430,0,0.8,0.55,0,0
211,Canhão de Cerco de Ferro,83338,1067255,0,1.05,0.45,0,0
212,"""Rei"" Louco Sporeon",83296,1067329,0,1.9,0.45,0,0
213,Kaliri Cavalga-brisa,83307,1067451,0,1.35,0.5,0,0
214,Rastejante Teia Mortal,83189,1067252,0,1.2,0.45,0,0
215,Seguidor Eolátego,83354,1067401,0,0.9,0.55,0,0
216,Guardião Apexis,83375,1067374,0,0.8,0.45,0,0
217,Vespa Viúva,83112,1067355,0,0.9,0.5,0,0
218,Gardul Pontaveneno,86109,1087722,0,1.55,0.5,0,0
219,Arqueólogo do Malho Imponente,83069,1067415,0,1.2,0.5,0,0
220,Operário do Malho Imponente,83064,1067416,0,1.2,0.55,0,0
221,Lug'dol,87454,1067443,0,1.2,0.5,0,0
222,Brigão Nascente,86121,1067444,0,1.2,0.5,0,0
223,Anomalia Arcana,86197,1067222,0,1.2,0.6,0,0
224,Vigilante Kaathar,86217,1067440,0,1.15,0.45,0,0
225,Vigilante Kaathar,86217,1067440,0,1.15,0.45,0,0
226,Atalmas Nyami,86218,1067261,0,1.1,0.55,0,0
227,Atalmas Nyami,86218,1067261,0,1.1,0.55,0,0
228,Azzakel,86219,1087719,0,1.1,0.55,0,0
229,Azzakel,86219,1087719,0,1.1,0.55,0,0
230,Teron'gor,86220,1067277,0,1.55,0.5,0,0
231,Teron'gor,86220,1067277,0,1.55,0.5,0,0
232,Magmolatus,86221,1067241,0,1.15,0.5,0,0
233,Magmolatus,86221,1067241,0,1.15,0.5,0,0
234,Vigia de Escravos Smagg,86222,1067256,0,1.2,0.55,0,0
235,Vigia de Escravos Smagg,86222,1067256,0,1.2,0.55,0,0
236,Roltall,86223,1112914,0,1.15,0.5,0,0
237,Gug'rokk,86224,1067257,0,1.2,0.55,0,0
238,Gug'rokk,86224,1067257,0,1.2,0.55,0,0
239,Mestre-maquinista Triscachispa,86225,1067278,0,1.6,0.5,0,0
240,Mestre-maquinista Triscachispa,86225,1067278,0,1.6,0.5,0,0
241,"Borka, o Bruto",86226,1067455,0,0.67,0.5,0,0
242,"Borka, o Bruto",86226,1067455,0,0.67,0.5,0,0
243,Nitrogg Grantrovão,86227,1067323,0,1.2,0.5,0,0
244,Nitrogg Grantrovão,86227,1067323,0,1.2,0.5,0,0
245,Senhora Celeste Tovra,86228,1067337,0,1.2,0.5,0,0
246,Senhora Celeste Tovra,86228,1067337,0,1.2,0.5,0,0
247,Rasga-carne Nok'gar,87451,1067362,0,1.3,0.5,0,0
248,Rasga-carne Nok'gar,87451,1067362,0,1.3,0.5,0,0
249,Ahri'ok Dugru,87450,1067354,0,1.4,0.5,0,0
250,Makogg Brasagume,86231,1067353,0,1.4,0.5,0,0
251,Oshir,86232,1067328,0,0.8,0.55,0,0
252,Oshir,86232,1067328,0,0.8,0.55,0,0
253,Skulloc,86233,1067434,0,0.85,0.5,0,0
254,Sadana Furissangue,86234,1067298,0,1.3,0.5,0,0
255,Sadana Furissangue,86234,1067298,0,1.3,0.5,0,0
256,Nhallish,86235,1067260,0,1.2,0.5,0,0
257,Nhallish,86235,1067260,0,1.2,0.5,0,0
258,Gorjóssea,86236,1067458,0,1.2,0.35,0,0
259,Gorjóssea,86236,1067458,0,1.2,0.35,0,0
260,Ner'zhul,86237,1067453,0,1.1,0.5,0,0
261,Ner'zhul,86237,1067453,0,1.1,0.5,0,0
262,Ranjit,86238,1067351,0,0.9,0.5,0,0
263,Ranjit,86238,1067351,0,0.9,0.5,0,0
264,Araknath,86239,1067276,0,0.8,0.45,0,0
265,Araknath,86239,1067276,0,0.8,0.45,0,0
266,Rukhran,86240,1067454,0,0.8,0.5,0,0
267,Rukhran,86240,1067454,0,0.8,0.5,0,0
268,Alta Sábia Viryx,86241,1067352,0,0.9,0.55,0,0
269,Alta Sábia Viryx,86241,1067352,0,0.9,0.55,0,0
270,Cascasseca,86242,1067372,0,0.55,0.55,0,0
271,Cascasseca,86242,1067372,0,0.55,0.55,0,0
272,Guardião da Vida Gola,86243,1067377,0,0.9,0.55,0,0
273,Moldaterra Telu,86244,1067435,0,0.9,0.55,0,0
274,Dulhu,86245,1067438,0,0.9,0.5,0,0
275,Arquimaga Sol,86246,1067383,0,1.2,0.5,0,0
276,Arquimaga Sol,86246,1067383,0,1.2,0.5,0,0
277,Xeri'tac,86247,1067442,0,1.2,0.45,0,0
278,Xeri'tac,86247,1067442,0,1.2,0.45,0,0
279,Yalnu,86248,1067384,0,0.9,0.53,0,0
280,Yalnu,86248,1067384,0,0.9,0.53,0,0
281,Dobrarrocha Gor'ashan,86249,1067262,0,1.2,0.5,0,0
282,Dobrarrocha Gor'ashan,86249,1067262,0,1.2,0.5,0,0
283,Kyrak,86250,1067259,0,0.8,0.5,0,0
284,Kyrak,86250,1067259,0,0.8,0.5,0,0
285,Comandante Tharbek,86251,1067271,0,1.2,0.5,0,0
286,Comandante Tharbek,86251,1067271,0,1.2,0.5,0,0
287,"Asafúria, a Indomada",86252,1067263,0,0.55,0.45,0,0
288,"Asafúria, a Indomada",86252,1067263,0,0.55,0.45,0,0
289,Senhora da Guerra Zaela,86253,1067304,0,1.2,0.5,0,0
290,Senhora da Guerra Zaela,86253,1067304,0,1.2,0.5,0,0
291,Guarda do Emissário do Malho Imponente,86362,1067316,0,1.2,0.55,0,0
292,Olho Vigilante,86363,1067461,0,1.1,0.5,0,0
293,Olho em Chamas,86363,1067461,0,1.1,0.5,0,0
294,Vinculador Sargerei,86364,1067369,0,1.4,0.55,0,0
295,Vinculador Sargerei,86364,1067369,0,1.4,0.55,0,0
296,Aparição de Beladona,86365,1067460,0,1.2,0.5,0,0
297,"Drov, o Arruinador",83097,1067408,0,0.7,0.55,0,0
298,Capataz Malho Sangrento,83043,1067419,0,1.2,0.55,0,0
299,Esmaga-ossos Malho Sangrento,83046,1067342,0,0.95,0.45,0,0
300,Fossomestre ,83145,1067243,0,1.5,0.5,0,0
301,Rancapele Estilhaçado,83141,1067245,0,1.5,0.5,0,0
302,Aranha Matriarca,83188,1067425,0,1.2,0.45,0,0
303,Vespa Viúva,83112,1067355,0,0.9,0.5,0,0
304,Mestre de Fumaça Rosnado,86444,1067370,0,0.8,0.55,0,0
305,Militante Sombrio,83178,1067320,0,1.55,0.5,0,0
306,Pilhador Sombrio,83179,1067318,0,1.55,0.5,0,0
307,Hospedeiro Kerssang,83181,1067319,0,1.55,0.5,0,0
308,Mestiço Voraz,83169,1067196,0,1.8,0.45,0,0
309,Bordoeiro Infectado,86508,1067360,0,1.7,0.45,0,0
310,Frequentador do Bar Infectado,86509,1067450,0,1.8,0.5,0,0
311,Courotala,83431,1067247,0,1.1,0.4,0,0
312,Gar'lua,86519,1067385,0,1.55,0.5,0,0
313,Lobo do Brado Guerreiro,83090,1067253,0,1.5,0.5,0,0
314,"Ug'lok, o Congelado",87432,1067382,0,1.2,0.55,0,0
315,Reispinho Fili,87484,1067375,0,1.9,0.45,0,0
316,Cuspidor de Umbravale,83292,1067330,0,1.9,0.45,0,0
317,Guardião de Ferro,87440,1067292,0,1.55,0.5,0,0
318,Reforço de Ferro,87438,1067449,0,1.4,0.5,0,0
319,Atropelador de Ferro,87439,1067437,0,0.95,0.45,0,0
320,Atropelador de Ferro,87439,1067437,0,0.95,0.45,0,0
321,Mestre de Espadas Ro'gor,87434,1067464,0,1.55,0.5,0,0
322,Afanador Ondanegra,87487,1067309,0,2,0.5,0,0
323,Engenheiro Ondanegra,87486,1067235,0,2,0.5,0,0
324,Rylakinêitor Ondanegra,87489,1067258,0,1.1,0.5,0,0
325,Lâmina Voadora,87495,1067349,0,0.9,0.55,0,0
326,Novata da Aurora,87494,1067350,0,0.9,0.55,0,0
327,Azzakel,86219,1087719,0,1.1,0.5,0,0
328,Vigilante Kaathar,86217,1067440,0,1.15,0.45,0,0
329,Atalmas Nyami,86218,1067261,0,1.1,0.5,0,0
330,Teron'gor,86220,1067277,0,1.3,0.45,0,0
331,Magmolatus,86221,1067241,0,1.05,0.5,0,0
332,Vigia de Escravos Smagg,86222,1067256,0,1.2,0.55,0,0
333,Roltall,86223,1112914,0,1.05,0.5,0,0
334,Gug'rokk,86224,1067257,0,1.2,0.5,0,0
335,Mestre-maquinista Triscachispa,86225,1067278,0,1.65,0.45,0,0
336,"Borka, o Bruto",86226,1067455,0,0.67,0.5,0,0
337,Nitrogg Grantrovão,86227,1067323,0,1.25,0.5,0,0
338,Senhora Celeste Tovra,86228,1067337,0,1.25,0.5,0,0
339,Rasga-carne Nok'gar,87451,1067362,0,1.2,0.5,0,0
340,Ahri'ok Dugru,87452,1067354,0,1.3,0.5,0,0
341,Oshir,86232,1067328,0,0.8,0.55,0,0
342,Skulloc,86233,1067434,0,0.75,0.55,0,0
343,Skulloc,86233,1067434,0,0.75,0.55,0,0
344,Sadana Furissangue,86234,1067298,0,1.3,0.5,0,0
345,Nhallish,86235,1067260,0,1.2,0.5,0,0
346,Gorjóssea,86236,1067458,0,0.9,0.6,0,0
347,Ner'zhul,86237,1067453,0,1.1,0.5,0,0
348,Ranjit,86238,1067351,0,0.9,0.55,0,0
349,Araknath,86239,1067276,0,0.8,0.45,0,0
350,Rukhran,86240,1067454,0,0.8,0.5,0,0
351,Alta Sábia Viryx,86241,1067352,0,0.9,0.55,0,0
352,Cascasseca,86242,1067372,0,0.55,0.55,0,0
353,Dulhu,86245,1067438,0,0.95,0.5,0,0
354,Arquimaga Sol,86246,1067383,0,1.2,0.5,0,0
355,Xeri'tac,86247,1067442,0,1.2,0.45,0,0
356,Yalnu,86248,1067384,0,0.9,0.53,0,0
357,Dobrarrocha Gor'ashan,86249,1067262,0,1.2,0.5,0,0
358,Kyrak,86250,1067259,0,0.8,0.5,0,0
359,Comandante Tharbek,86251,1067271,0,1.2,0.5,0,0
360,"Asafúria, a Indomada",86252,1067263,0,0.55,0.45,0,0
361,Senhora da Guerra Zaela,86253,1067304,0,1.2,0.5,0,0
362,Karrath Carpunhal,87444,1108826,0,1.1,0.5,0,0
363,O Carniceiro,87447,1067275,0,1.15,0.5,0,0
364,"Tectus, a Montanha Viva",87446,1067314,0,0.9,0.45,0,0
365,"Frondísporo, Andarilho da Profundeza",87441,1067446,0,1.15,0.5,0,0
366,Ogrons Gêmeos,87449,1067295,0,0.95,0.45,0,0
367,Ko'ragh,87445,1067315,0,1.15,0.5,0,0
368,Imperador Mar'gok,87443,1067293,0,1.2,0.5,0,0
369,Instrutor Henrique Castelo,87400,1067197,0,1.5,0.5,0,0
370,Trambik,87408,1067194,0,1.4,0.55,0,0
371,Raptor Gumedente,87409,1108824,0,1.75,0.5,0,0
372,Gladiador Desenfreado,87456,1067445,0,1.2,0.5,0,0
373,Gladiador Desenfreado,87456,1067445,0,1.2,0.5,0,0
374,Presa Partida,87490,1067459,0,1,0.4,0,0
375,Presacurta Jubassangue,87491,1067387,0,1,0.4,0,0
376,Madame Nefanda,87497,1067389,0,1.3,0.5,0,0
377,Donzela da Luxúria,87498,1067386,0,1.7,0.5,0,0
378,Smagamalho,87478,1067322,0,1,0.4,0,0
379,Rasgadanho,87480,1067325,0,1,0.4,0,0
380,Hol'yelaa,87479,1067441,0,1,0.4,0,0
381,O Queimatador,87482,1067326,0,1,0.4,0,0
382,"Roakk, a Zelote",87481,1067378,0,0.9,0.55,0,0
383,Mago Gnomo,87462,1067215,0,1.7,0.45,0,0
384,Druida Elfo Noturno,87468,1067214,0,1.3,0.5,0,0
385,Caçadora Anã,87461,1067213,0,1.3,0.5,0,0
386,Guerreira Humana,87467,1067179,0,1.35,0.5,0,0
387,Paladino Draenei,87459,1067189,0,1.3,0.5,0,0
388,Ladino Worgen,87573,1067229,0,1.2,0.5,0,0
389,Monge Pandaren,87471,1067232,0,1.25,0.45,0,0
390,Xamã Orc,87470,1067181,0,1.4,0.5,0,0
391,Maga Elfa Sangrenta,87457,1067183,0,1.3,0.5,0,0
392,Guerreiro Tauren,87473,1067204,0,1,0.4,0,0
393,Caçadora Trolesa,87474,1067231,0,1.25,0.5,0,0
394,Paladino Elfo Sangrento,87458,1067185,0,1.3,0.5,0,0
395,Ladino Goblin,87464,1067475,0,1.8,0.5,0,0
396,Sacerdote Humano,87466,1067219,0,1.35,0.5,0,0
397,Xamã Draenei,87460,1067206,0,1.3,0.5,0,0
398,Bruxo Gnomo,87463,1067225,0,1.7,0.45,0,0
399,Cavaleiro da Morte Humano,87465,1067211,0,1.35,0.5,0,0
400,Sacerdote Morto-vivo,87475,1067216,0,1.3,0.5,0,0
401,Bruxo Morto-vivo,87476,1067217,0,1.3,0.5,0,0
402,Druida Tauren,87472,1067205,0,1.25,0.5,0,0
403,Cavaleiro da Morte Orc,87469,1067210,0,1.4,0.5,0,0
404,"Drov, o Arruinador",87437,1067439,0,1,0.4,0,0
405,Rukhmar,87493,1067456,0,1,0.4,0,0
406,Arcanista do Malho Imponente,87453,1067436,0,1.2,0.5,0,0
407,Alarmobô,87401,1067182,0,1,0.4,0,0
408,Alarmobô,87401,1067182,0,1,0.4,0,0
409,Espanca-gente 9-60,87403,1067226,0,1,0.4,0,0
410,Bruxo do Zoológico Poderoso,87504,1067468,0,1.25,0.5,0,0
411,Ladino Miraculoso Travesso,87404,1067209,0,1.25,0.5,0,0
412,Guerreiro Controlador Imponente,87405,1067220,0,1.25,0.5,0,0
413,Cuca,87407,1067180,0,1.4,0.5,0,0
414,Avatar de Aggramar,87406,1067474,0,1.4,0.55,0,0
415,Avatar de Golganneth,87406,1067474,0,1.4,0.55,0,0
416,Atormentador Pálido,83113,1067305,0,1,0.45,0,0
417,Presafria,87577,1067254,0,1,0.4,0,0
418,Fúria Ciclônica,87578,1067234,0,1,0.4,0,0
419,Ba'ruun,87579,1067190,0,1,0.4,0,0
420,Shinri,87582,1108820,0,1.2,0.5,0,0
421,Rolkor,83036,1067310,0,1,0.4,0,0
422,Gelgor da Chama Azul,83078,1067423,0,1,0.4,0,0
423,Mãe-galinha Hami,87662,1067448,0,1,0.4,0,0
424,Presa-de-aço,87665,1067463,0,1,0.4,0,0
425,Flor-de-pus,87693,1067447,0,1,0.4,0,0
426,Umbracasca,83227,1067300,0,0.55,0.55,0,0
427,Mestre Guerreiro Blugthol,87694,1067317,0,1.2,0.5,0,0
428,Presalma,87696,1067340,0,1,0.4,0,0
429,Senhor da Guerra Giralança,81587,1067336,0,1.2,0.5,0,0
430,Armipotente do Senhor do Trovão,81562,1067236,0,1.55,0.5,0,0
431,Touro Couro-crespo Selvagem,83433,1067249,0,1,0.4,0,0
432,Apunhalador Espinhoso,83296,1067329,0,1.9,0.45,0,0
433,Batedor da Horda de Ferro,87857,1067280,0,1.55,0.5,0,0
434,Fenoceronte Cascacoiro Matriarca,83432,1067248,0,1.1,0.4,0,0
