DisplayName_lang,VerboseName_lang,ID,ClassID,SubClassID,AuctionHouseSortOrder,PrerequisiteProficiency,Flags,DisplayFlags,WeaponSwingSize,PostrequisiteProficiency
Vara de Pescar,Varas de Pescar,57,2,20,0,-1,0,0,8,-1
Devices (OBSOLETE),,77,7,3,0,-1,0,3,0,-1
Engenharia,,99,9,3,0,-1,0,1,0,-1
Ferraria,,100,9,4,0,-1,0,1,0,-1
Culinária,,101,9,5,10,-1,0,1,0,-1
Alquimia,,102,9,6,0,-1,0,1,0,-1
Primeiros Socorros,,103,9,7,11,-1,0,1,0,-1
Encantamento,,104,9,8,0,-1,0,1,0,-1
Pesca,,105,9,9,12,-1,0,1,0,-1
Joalheria,,106,9,10,0,-1,0,1,0,-1
Bolsa de Almas,,107,1,1,0,-1,0,6,0,-1
Bolsa de Herborismo,,109,1,2,0,-1,0,0,0,-1
Bolsa de Encantamento,,110,1,3,0,-1,0,0,0,-1
Bolsa de Engenharia,,111,1,4,0,-1,0,0,0,-1
Incunábulo,Incunábulos,112,4,7,0,-1,0,2,0,-1
Ídolo,Ídolos,113,4,8,0,-1,0,2,0,-1
Totem,Totens,114,4,9,0,-1,0,2,0,-1
Joalheria,,115,7,4,1,-1,0,1,0,-1
Bolsa de Gemas,,116,1,5,0,-1,0,0,0,-1
Bolsa de Mineração,,118,1,6,0,-1,0,0,0,-1
Agilidade,,119,3,1,2,-1,0,1,0,-1
Força,,120,3,2,3,-1,0,1,0,-1
Vigor,,121,3,3,4,-1,0,1,0,-1
Espírito,,122,3,4,5,-1,0,3,0,-1
Acerto Crítico,,123,3,5,6,-1,0,1,0,-1
Maestria,,124,3,6,7,-1,0,1,0,-1
Aceleração,,125,3,7,8,-1,0,1,0,-1
Versatilidade,,126,3,8,9,-1,0,1,0,-1
Frascos,,131,0,3,0,-1,0,1,0,-1
Scroll (OBSOLETE),,132,0,4,0,-1,0,3,0,-1
Comida e Bebida,,133,0,5,0,-1,0,1,0,-1
Item Enhancement (OBSOLETE),,134,0,6,0,-1,0,3,0,-1
Bandagens,,135,0,7,0,-1,0,1,0,-1
Outro,,136,0,8,10,-1,0,1,0,-1
Tecido,,137,7,5,0,-1,0,1,0,-1
Couro,,138,7,6,0,-1,0,1,0,-1
Metal e Pedra,,139,7,7,0,-1,0,1,0,-1
Culinária,,140,7,8,0,-1,0,1,0,-1
Planta,,141,7,9,0,-1,0,1,0,-1
Elemental,,142,7,10,20,-1,0,1,0,-1
Outro,,143,7,11,30,-1,0,1,0,-1
Reagente,,144,15,1,0,-1,0,1,0,-1
Mascotes,,145,15,2,0,-1,0,1,0,-1
Feriado,,146,15,3,0,-1,0,1,0,-1
Outro,,147,15,4,30,-1,0,1,0,-1
Encantamento,,148,7,12,0,-1,0,1,0,-1
Bolsa de Couraria,,149,1,7,0,-1,0,0,0,-1
Materials (OBSOLETE),,150,7,13,0,-1,0,3,0,-1
Montaria,Montaria,152,15,5,0,-1,0,0,0,-1
Guerreiro,Guerreiro,153,16,1,0,-1,0,0,0,-1
Paladino,Paladino,154,16,2,0,-1,0,0,0,-1
Caçador,Caçador,155,16,3,0,-1,0,0,0,-1
Ladino,Ladino,156,16,4,0,-1,0,0,0,-1
Sacerdote,Sacerdote,157,16,5,0,-1,0,0,0,-1
Xamã,Xamã,158,16,7,0,-1,0,0,0,-1
Mago,Mago,159,16,8,0,-1,0,0,0,-1
Bruxo,Bruxo,160,16,9,0,-1,0,0,0,-1
Druida,Druida,161,16,11,0,-1,0,0,0,-1
Cavaleiro da Morte,Cavaleiro da Morte,162,16,6,0,-1,0,0,0,-1
Item Enchantment (OBSOLETE),,163,7,14,0,-1,0,3,0,-1
Weapon Enchantment - Obsolete,Weapon Enchantment - Obsolete,164,7,15,0,-1,0,3,0,-1
Signo,Signos,165,4,10,0,-1,0,2,0,-1
Bolsa de Escrivania,,167,1,8,0,-1,0,0,0,-1
Escrivania,Escrivania,168,9,11,0,-1,0,1,0,-1
Outro,,169,3,9,10,-1,0,1,0,-1
Vários atributos,,170,3,10,11,-1,0,0,0,-1
Caixa de Pesca,,171,1,9,0,-1,0,0,0,-1
Relíquia,,173,4,11,0,-1,0,2,0,-1
Monge,Monge,177,16,10,0,-1,0,0,0,-1
Mascote de Batalha,Mascote de Batalha,178,17,0,0,-1,0,0,0,-1
Bolsa de Culinária,Bolsa de Culinária,179,1,10,0,-1,0,0,0,-1
Ficha de WoW,,180,18,0,0,-1,0,0,0,-1
Pedra-chave,,181,5,1,0,-1,0,1,0,-1
Caçador de Demônios,Caçador de Demônios,183,16,12,0,-1,0,0,0,-1
Runas Vantus,,184,0,9,0,-1,0,1,0,-1
Escrivania,,185,7,16,0,-1,0,1,0,-1
Explosives and Devices (OBSOLETE),,186,7,17,11,-1,0,3,0,-1
Relíquia de Artefato,,187,3,11,0,-1,0,1,0,-1
Pescoço,,188,8,1,0,-1,0,1,0,-1
Ombros,,189,8,2,0,-1,0,1,0,-1
Manto,,190,8,3,0,-1,0,1,0,-1
Torso,,191,8,4,0,-1,0,1,0,-1
Pulsos,,192,8,5,0,-1,0,1,0,-1
Mãos,,193,8,6,0,-1,0,1,0,-1
Cintura,,194,8,7,0,-1,0,1,0,-1
Pernas,,195,8,8,0,-1,0,1,0,-1
Pés,,196,8,9,0,-1,0,1,0,-1
Dedo,,197,8,10,0,-1,0,1,0,-1
Arma,,198,8,11,0,-1,0,1,0,-1
Arma de Duas Mãos,,199,8,12,0,-1,0,1,0,-1
Escudo/Mão Secundária,,200,8,13,0,-1,0,1,0,-1
Geral,,201,8,14,0,-1,0,1,0,-1
Equipamento de Montaria,,326,15,6,0,-1,0,0,0,-1
Reagentes Opcionais,,327,7,18,25,-1,0,1,0,-1
Ficha Contextual,,328,5,2,0,-1,0,1,0,-1
Ferraria,,329,19,0,0,-1,0,0,0,-1
Couraria,,330,19,1,0,-1,0,0,0,-1
Alquimia,,331,19,2,0,-1,0,0,0,-1
Herborismo,,332,19,3,0,-1,0,0,0,-1
Culinária,,333,19,4,0,-1,0,0,0,-1
Mineração,,334,19,5,0,-1,0,0,0,-1
Alfaiataria,,335,19,6,0,-1,0,0,0,-1
Engenharia,,336,19,7,0,-1,0,0,0,-1
Encantamento,,337,19,8,0,-1,0,0,0,-1
Pesca,,338,19,9,0,-1,0,0,0,-1
Esfolamento,,339,19,10,0,-1,0,0,0,-1
Joalheria,,340,19,11,0,-1,0,0,0,-1
Escrivania,,341,19,12,0,-1,0,0,0,-1
Arqueologia,,342,19,13,0,-1,0,0,0,-1
Reagentes de Finalização,,343,7,19,25,-1,0,1,0,-1
Sacola de Reagentes,,344,1,11,0,-1,0,0,0,-1
Badulaque Utilitário,,345,0,10,0,-1,0,2,0,-1
Badulaque de Combate,,346,0,11,0,-1,0,2,0,-1
Relíquia,,355,0,12,0,-1,0,1,0,-1
Decoração,,356,20,0,0,-1,0,3,0,0
Pigmento de Moradia,,357,20,1,0,-1,0,0,0,0
Cômodo,,358,20,2,0,-1,0,0,0,0
Personalização do cômodo,,359,20,3,0,-1,0,0,0,0
Personalização de exteriores,,360,20,4,0,-1,0,0,0,0
Item de serviço,,361,20,5,0,-1,0,0,0,0
