Name_lang,FemaleName_lang,Description_lang,ID,ClassID,OrderIndex,PetTalentType,Role,Flags,SpellIconFileID,PrimaryStatPriority,AnimReplacements,MasterySpellID[0],MasterySpellID[1]
Sangue,Sangue,"Um guardião sombrio que manipula e corrompe energia vital para sobreviver aos ataques inimigos.

Armas preferidas: maça, espada e machado de duas mãos",250,6,0,0,0,4,135770,5,0,77513,0
Gélido,Gélido,"Um gélido arauto da destruição que canaliza poderes rúnicos e desfere ataques cruéis.

Armas preferidas: maça, espada e machado duplos",251,6,1,0,2,4,135773,5,0,77514,0
Profano,Profano,"Mestre da morte e decomposição, capaz de espalhar infecções e controlar lacaios mortos-vivos.

Armas preferidas: maça, espada e machado de duas mãos",252,6,2,0,2,68,135775,5,0,77515,0
Domínio das Feras,Domínio das Feras,"Um mestre da vida selvagem, capaz de domar uma enorme variedade de feras para ajudá-lo em combate.

Armas preferidas: arco, besta e arma de fogo",253,3,0,0,2,66,461112,2,0,76657,0
Precisão,Precisão,"Um exímio atirador, mestre em abater os inimigos à distância.

Armas preferidas: arco, besta e arma de fogo",254,3,1,0,2,2,236179,2,0,193468,0
Sobrevivência,Sobrevivência,"Um patrulheiro adaptável que usa explosivos, peçonha animal e ataques coordenados com a fera ajudante.

Armas preferidas: arma de haste e cajado",255,3,2,0,2,260,461113,2,0,263135,0
Disciplina,Disciplina,"Protege os aliados e cura as feridas deles punindo os inimigos.
Arma preferida: Cajado, Varinha, Adaga, Maça",256,5,0,0,1,67,135940,0,353,271534,0
Sagrado,Sagrado,"Um curador versátil, capaz de reverter dano de grupos e jogadores individuais e até mesmo curar após morrer.

Armas preferidas: cajado, varinha, adaga e maça",257,5,1,0,1,3,237542,0,353,77485,0
Sombra,Sombra,"Usa a sinistra magia Sombria e a aterrorizante magia de Caos para erradicar inimigos.

Armas preferidas: cajado, varinha, adaga e maça",258,5,2,0,2,11,136207,0,353,343690,0
Assassinato,Assassinato,"Um assassino mortal e mestre no uso de venenos que usa adagas para eliminar impiedosamente as vítimas.

Arma preferida: adaga",259,4,0,0,2,68,236270,3,0,76803,0
Fora da Lei,Fora da Lei,"Um fugitivo inclemente que usa a agilidade e a esperteza para lutar de igual para igual com os inimigos.

Armas preferidas: machado, maça, espada e arma de punho",260,4,1,0,2,4,236286,3,0,76806,0
Subterfúgio,Subterfúgio,"Um espreitador sombrio que se esconde nas trevas para emboscar e eliminar as vítimas subitamente.

Arma preferida: adaga",261,4,2,0,2,4,132320,3,0,76808,0
Elemental,Elemental,"Um lançador de feitiços que controla os elementos e as destrutivas forças da natureza.

Armas preferidas: maça e adaga, com escudo",262,7,0,0,2,75,136048,0,369,168534,0
Aperfeiçoamento,Aperfeiçoamento,"Um guerreiro totêmico que ataca os inimigos com armas imbuídas em poderes elementais.

Armas preferidas: maça, arma de punho e machado duplos",263,7,1,0,2,260,237581,2,369,77223,0
Restauração,Restauração,"Um curandeiro que invoca espíritos ancestrais e poderes purificantes da água para curar os aliados.

Armas preferidas: maça e adaga, com escudo",264,7,2,0,1,3,136052,0,369,77226,0
Suplício,Suplício,"Um mestre na magia de sombras, especializado em feitiços de drenagem e dano periódico.

Armas preferidas: cajado, varinha, adaga e espada",265,9,0,0,2,67,136145,0,357,77215,0
Demonologia,Demonologia,"Um comandante de demônios que deturpa as almas do próprio exército numa força devastadora.

Armas preferidas: cajado, varinha, adaga e espada",266,9,1,0,2,3,136172,0,357,77219,0
Destruição,Destruição,"Mestre do caos que evoca o fogo para queimar e destruir inimigos.

Armas preferidas: cajado, varinha, adaga e espada",267,9,2,0,2,3,136186,0,357,77220,0
Mestre Cervejeiro,Mestre Cervejeiro,"Um valentão robusto que usa movimentos imprevisíveis e cervejas místicas para evitar danos e proteger aliados.

Armas preferidas: cajado e arma de haste",268,10,0,0,0,4,608951,2,618,117906,0
Andarilho do Vento,Andarilho do Vento,"Um inigualável mestre das artes marciais que espanca adversários à mão livre.

Armas preferidas: arma de punho, machado, maça e espada",269,10,2,0,2,68,608953,2,618,115636,0
Tecelão da Névoa,Tecelão da Névoa,"Um curandeiro que domina a arte de manipular as energias vitais, ajudado pela sabedoria da Serpente de Jade.

Armas preferidas: cajado, maça e espada",270,10,1,0,1,5,608952,0,618,117907,0
Ferocidade,Ferocidade,"Guiadas por uma persistência raivosa em perseguir a presa, essas feras carnívoras não param por nada até alcançarem a vitória. Até a morte é temporária para esses predadores.",535,0,0,0,2,32,236159,0,0,0,0
Astúcia,Astúcia,Criaturas astutas capazes de mitigar habilmente golpes letais desferidos contra elas e seus aliados.,536,0,2,2,2,32,132150,0,0,0,0
Tenacidade,Tenacidade,Defensores veteranos e resistentes que colocam suas couraças grossas e camadas protetoras na linha para proteger os aliados.,537,0,1,1,0,32,132121,0,0,0,0
Devastação,Devastação,"Um mestre sombrio das glaives de guerra e do poder destrutivo da magia vil.

Armas preferidas: glaive de guerra, espada, machado, arma de punho",577,12,0,0,2,68,1247264,3,364,185164,0
Vingança,Vingança,"Abraça o demônio interior para incinerar os inimigos e proteger os aliados.

Armas preferidas: glaive de guerra, espada, machado, arma de punho",581,12,1,0,0,4,1247265,3,364,203747,0
Inicial,Inicial,,1444,7,4,0,2,3,136048,0,369,0,0
Inicial,Inicial,,1446,1,4,0,2,68,132355,5,0,0,0
Inicial,Inicial,,1447,11,4,0,2,331,136096,0,363,0,0
Inicial,Inicial,,1448,3,4,0,2,66,461112,2,0,0,0
Inicial,Inicial,,1449,8,4,0,2,67,135846,0,362,0,0
Inicial,Inicial,,1450,10,4,0,2,68,608953,2,618,0,0
Inicial,Inicial,,1451,2,4,0,2,68,135873,5,0,0,0
Inicial,Inicial,,1452,5,4,0,1,67,135940,0,353,0,0
Inicial,Inicial,,1453,4,4,0,2,68,236270,3,0,0,0
Inicial,Inicial,,1454,9,4,0,2,67,136145,0,357,0,0
Inicial,Inicial,,1455,6,4,0,2,68,135775,5,0,0,0
Inicial,Inicial,,1456,12,4,0,2,68,1247264,3,364,0,0
Inicial,Inicial,,1465,13,4,0,2,3,4574311,0,0,0,0
Devastação,Devastação,"Libera energia inata como chamas vermelhas caóticas ou magia azul concentrada para levar a destruição ao campo de batalha.

Armas preferidas: cajado, espada, adaga e maça.",1467,13,0,0,2,67,4511811,0,0,362980,0
Preservação,Preservação,"Convoca o Sonho Esmeralda para restaurar a vida e as areias de bronze do tempo para impedir o mal.

Armas preferidas: cajado, espada, adaga e maça",1468,13,1,0,1,3,4511812,0,0,363510,0
Aprimoramento,Aprimoramento,"Imbui os aliados com o poder dos dragões negros e dobra o tempo e o destino a seu favor com magia bronze.

Armas preferidas: Cajado, Espada, Adaga, Maça",1473,13,2,0,2,3,5198700,0,0,406380,0
Aventureiro,Aventureira,,1478,14,4,0,2,2,2055034,4,0,0,0
