ID,Description_lang,Type,Amount,ObjectID,OrderIndex,Flags,StorageIndex,QuestID
274630,Elevado de Socrethar atacado,15,1,0,0,0,0,36348
274647,Derrotar Inimigos Menos,0,100,85000,2,92,0,36338
274650,Derrotar Tenentes Inimigos,0,34,85195,3,92,1,36338
274652,Derrotar Inimigos Menos,0,500,85197,1,92,3,36338
274653,Guardas capturados,0,34,85103,12,92,4,36338
274655,Baús,2,20,234433,5,92,6,36338
274656,Derrotar Minichefes Inimigos,0,4,85200,4,92,7,36338
274657,Canhões de Cerco,0,45,84754,6,92,8,36338
274658,Cristais de Alma,0,50,83856,7,92,9,36338
274659,Fogos Vis,0,50,84279,8,92,10,36338
274672,Fundição Rocha Negra atacada,15,1,0,0,0,0,36383
274673,Matar Horda de Ferro,0,100,85228,1,92,1,36383
274674,Matar Horda de Ferro,0,20,85229,2,92,0,36383
274675,Matar Horda de Ferro,0,5,85230,3,92,2,36383
274678,Mate Monstros Menos,0,500,85260,1,92,0,35637
274679,Matar Monstros Normais,0,100,85261,2,92,1,35637
274680,Coletar/Interagir (Inferior),0,50,85265,3,92,2,35637
274683,Mate Monstros de PV Alto,0,34,82531,4,92,4,35637
274717,Mate Monstros Menos,0,500,85260,1,92,0,35641
274718,Matar Monstros Normais,0,100,85261,2,92,1,35641
274719,Coletar/Interagir (Inferior),0,50,85265,3,92,2,35641
274721,Mate Monstros de PV Alto,0,34,82531,4,92,4,35641
274723,Matar Monstros de Elite,0,13,85262,5,92,6,35641
274724,Mate Elites/Eventos/Minichefes Raros,0,5,85263,6,92,7,35641
274729,Derrotar Inimigos Menos,0,500,85079,1,92,0,36347
274730,Derrotar Inimigos Tipo 1,0,100,85319,2,92,1,36347
274731,Derrotar Inimigos Tipo 2,0,77,81542,3,92,2,36347
274732,Derrotar Inimigos Tipo 2+,0,34,84945,4,92,3,36347
274733,Derrotar Inimigos Tipo 3,0,20,84908,5,92,4,36347
274734,Derrotar Inimigos Tipo 3+,0,16,81543,6,92,5,36347
274735,Derrotar Minichefes,0,4,85321,7,92,6,36347
274736,Derrotar Inimigos Menos,0,500,85079,1,92,0,36348
274737,Derrotar Inimigos Tipo 1,0,100,85319,2,92,1,36348
274738,Derrotar Inimigos Tipo 2,0,77,81542,3,92,2,36348
274739,Derrotar Inimigos Tipo 2+,0,34,84945,4,92,3,36348
274740,Derrotar Inimigos Tipo 3,0,20,84908,5,92,4,36348
274741,Derrotar Inimigos Tipo 3+,0,16,81543,6,92,5,36348
274742,Derrotar Minichefes,0,4,85321,7,92,6,36348
274748,Cristais de Arkonita,0,10,85370,9,92,12,36338
274753,Cadáveres de Orc,0,100,85393,11,92,13,36338
274791,Presavil Varasheano morto,0,5,85429,2,0,2,35649
274797,Capataz Vilrruína morto,0,1,85219,0,0,3,35649
274799,Monstros mortos,0,25,81786,0,0,0,36473
274800,Anciente Sementeiro incendiado,0,5,85524,1,0,1,36473
274803,Goren ou Gronnídeo morto,0,15,85528,0,0,2,36476
274804,Bruto Grom'kar morto,0,10,75091,1,0,3,36476
274806,Peão Grom'kar moribundo executado,0,8,85540,2,0,0,36476
274816,,0,5,81246,0,0,1,36480
274817,,0,20,81775,1,0,4,36480
274818,Ovos de Goren quebrados,0,15,85567,2,0,5,36480
274832,Fundição Rocha Negra atacada,15,1,0,0,0,0,36489
274833,Matar Horda de Ferro,0,100,85228,1,92,1,36489
274834,Matar Horda de Ferro,0,20,85229,2,92,0,36489
274835,Matar Horda de Ferro,0,5,85230,3,92,2,36489
274836,Pilares do Destino interrompido,15,1,0,0,0,0,36490
274837,Derrotar Inimigos Menos,0,100,85609,2,92,0,36490
274838,Derrotar Inimigos Tipo 1,0,40,85607,3,92,1,36490
274839,Derrotar - Elite,0,20,85608,4,92,2,36490
274840,Derrotar Elites Raras,0,9,85611,6,92,3,36490
274841,Derrotar - Minichefe 5 pessoas,0,5,85037,7,92,4,36490
274844,Derrotar - Vinheta / Elite Rara,0,13,85610,5,92,7,36490
274845,Pilares do Destino interrompido,15,1,0,0,0,0,36491
274846,Derrotar Inimigos Tipo 1,0,100,85609,2,92,0,36491
274847,Derrotar Inimigos Tipo 2,0,40,85607,3,92,1,36491
274848,Derrotar - Elite,0,20,85608,4,92,2,36491
274849,Derrotar - Vinheta / Elite Rara,0,13,85610,5,92,7,36491
274850,Derrotar Elites Raras,0,9,85611,6,92,3,36491
274851,Derrotar - Minichefe 5 pessoas,0,5,85037,7,92,4,36491
274855,Infestado morto,0,12,81617,0,0,0,36500
274857,,0,1,81634,1,1,2,36500
274858,Matar Vinheta da Horda de Ferro,0,10,85726,5,92,0,35974
274859,Matar Soldado da Horda de Ferro,0,100,83800,8,92,1,35974
274862,Coletar Ovos de Rylak,2,100,234587,3,92,2,35974
274868,,0,10,81575,0,0,1,36504
274869,,0,1,82062,1,1,3,36504
274870,,0,3,81553,2,0,4,36504
274874,Colete Ovos de Rylak Gigantes,2,20,235826,1,92,3,35974
274875,Colete Ovos de Rylak Grandes,2,34,235823,2,92,4,35974
274876,Matar Chefe da Horda de Ferro,0,34,85728,6,92,5,35974
274877,Matar Chefe da Horda de Ferro,0,50,85727,7,92,6,35974
274878,Matar Peão da Horda de Ferro,0,334,85729,9,92,7,35974
274879,Rylak ferido,3,100,78183,10,92,8,35974
274880,Visgomofo Tóxico esmagado,0,25,85732,2,0,1,36500
274881,Colete Ovos de Rylak Gigantes,2,20,235826,1,92,0,35977
274882,Colete Ovos de Rylak Grandes,2,34,235823,2,92,1,35977
274883,Coletar Ovos de Rylak,2,100,234587,3,92,2,35977
274884,Matar Vinheta da Horda de Ferro,0,10,85726,5,92,3,35977
274885,Matar Chefe da Horda de Ferro,0,34,85728,6,92,4,35977
274886,Matar Chefe da Horda de Ferro,0,50,85727,7,92,5,35977
274887,Matar Soldado da Horda de Ferro,0,100,83800,8,92,6,35977
274888,Matar Peão da Horda de Ferro,0,334,85729,9,92,7,35977
274889,Rylak ferido,3,100,78183,10,92,8,35977
274900,,0,12,85770,0,0,0,36520
274903,,0,1,85733,2,1,1,36520
274909,Bicortante da Selva libertado,0,6,85810,1,0,2,36520
274913,,0,5,85693,0,0,3,36563
274914,Ovo de Hidra quebrado,0,25,85786,1,0,4,36563
274918,,0,7,82322,0,0,0,36564
274919,Receptáculo de Pólen destruído,2,10,235903,1,0,1,36564
274920,,0,1,82372,2,1,2,36564
274922,Ogro Pedramalho morto,0,20,75819,0,0,0,36566
274924,,0,1,79623,2,1,2,36566
274925,,0,1,79621,3,1,3,36566
274926,,0,1,79626,4,1,4,36566
274927,Barril de Grogue destruído,2,15,235916,1,0,1,36566
274933,,0,12,80744,0,0,0,36571
274934,Folídea Espinhuda chutada,0,20,85815,1,0,1,36571
274935,,0,6,85807,2,0,2,36571
274943,Ovos de Rylak destruídos,0,5,85877,1,0,0,36590
274945,Orcs Pálidos mortos,0,15,85883,0,0,1,36590
274946,Ritual da Sucção interrompido,0,1,85884,2,0,2,36590
274947,Ritual do Caos interrompido,0,1,85885,3,0,3,36590
274948,Ritual de Destruição interrompido,0,1,85886,4,0,4,36590
274949,Projeção Armazenada morta,0,1,85887,5,0,5,36590
274969,Sulfúria morta,0,8,85924,0,0,3,36603
274970,,0,15,85960,1,0,4,36603
274971,,0,3,85942,2,0,5,36603
275041,,0,15,86149,0,0,0,36660
275043,,0,1,86076,2,1,1,36660
275044,,0,1,86135,3,1,3,36660
275045,,0,1,86138,4,1,4,36660
275047,Matar Monstros de Elite,0,13,85262,5,92,6,35637
275048,Mate Elites/Eventos/Minichefes Raros,0,5,85263,6,92,7,35637
275051,Libertar Parlacorvos capturados,0,6,86159,1,0,2,36660
275084,Queimar Estandarte,2,50,236215,11,92,9,35977
275086,Matar Horda de Ferro,0,200,86298,4,92,3,36383
275096,Destruir Manuais de Treinamento,2,100,236277,5,92,4,36383
275143,,0,25,86399,0,0,0,36792
275148,,0,12,86294,1,0,5,36792
275150,Libertar Prisioneiros Rangari,2,50,236421,6,92,5,36383
275196,Concílio das Sombras atacado,15,1,0,0,0,0,36807
275212,Matar Caras Normais,0,100,87370,2,92,15,36807
275213,Concílio das Sombras atacado,15,1,0,0,0,0,36808
275214,Derrotar Inimigos Menos,0,500,85197,1,92,3,36808
275215,Derrotar Inimigos Menos,0,100,85000,2,92,0,36808
275216,Derrotar Tenentes Inimigos,0,34,85195,3,92,1,36808
275218,Derrotar Minichefes Inimigos,0,4,85200,4,92,7,36808
275221,Baús,2,20,234433,5,92,6,36808
275222,Canhões de Cerco,0,45,84754,6,92,8,36808
275223,Cristais de Alma,0,50,83856,7,92,9,36808
275224,Fogos Vis,0,50,84279,8,92,10,36808
275225,Pertences dos Sha'tari,0,34,84997,10,92,11,36808
275226,Cristais de Arkonita,0,10,85370,9,92,12,36808
275227,Cadáveres de Orc,0,100,85393,11,92,13,36808
275228,Guardas capturados,0,34,85103,12,92,14,36808
275229,Concílio das Sombras atacado,15,1,0,0,0,0,36809
275230,Matar Caras Fracos,0,334,87378,1,92,15,36809
275236,Explorar o conflito no Precipício Alquebrado,15,1,0,0,0,0,36816
275237,Derrotar Inimigos Menos,0,100,87640,1,92,0,36816
275238,Derrotar Inimigos Tipo 1,0,25,87642,2,92,1,36816
275239,Derrotar - Elite,0,13,87644,3,92,2,36816
275240,Derrotar - Elite Raro,0,7,87645,4,92,7,36816
275241,Derrotar Vinheta,0,6,87646,5,92,3,36816
275242,Recuperar Artefatos,2,100000,237453,7,92,4,36816
275243,Explorar o conflito no Precipício Alquebrado,15,1,0,0,0,0,36817
275244,Derrotar Inimigos Menos,0,100,87640,1,92,0,36817
275245,Derrotar Inimigos Tipo 1,0,25,87642,2,92,1,36817
275246,Derrotar - Elite,0,13,87644,3,92,2,36817
275247,Derrotar - Elite Raro,0,7,87645,4,92,7,36817
275248,Derrotar Vinheta,0,6,87646,5,92,3,36817
275249,Recuperar Artefatos,2,100000,237453,7,92,4,36817
275250,Atrapalhe o Brado Guerreiro,15,1,0,0,0,0,36818
275251,Derrotar Inimigos Menos,0,100,86955,1,92,0,36818
275252,Derrotar Inimigos Tipo 1,0,34,86957,2,92,1,36818
275253,Derrotar - Elite,0,13,86958,3,92,2,36818
275255,Derrotar Elites Raras,0,7,87574,4,92,3,36818
275256,Derrotar - Minichefe 5 pessoas,0,5,86960,5,92,4,36818
275257,Atrapalhe o Brado Guerreiro,15,1,0,0,0,0,36819
275258,Derrotar Inimigos Menos,0,100,86955,1,92,0,36819
275259,Derrotar Inimigos Tipo 1,0,34,86957,2,92,1,36819
275260,Derrotar - Elite,0,13,86958,3,92,2,36819
275262,Derrotar Elites Raras,0,7,87574,4,92,3,36819
275263,Derrotar - Minichefe 5 pessoas,0,5,86960,5,92,4,36819
275264,Dominar o Campo de Testes Goriano,15,1,0,0,0,0,36820
275265,Derrotar Inimigos Menos,0,25,88200,1,92,0,36820
275266,Derrotar Inimigos Tipo 1,0,13,88201,2,92,1,36820
275267,Derrotar - Elite,0,9,88202,3,92,2,36820
275268,Derrotar - Vinheta / Elite Rara,0,4,88203,4,92,7,36820
275270,Derrotar - Vinheta,0,2,88204,5,92,4,36820
275271,Dominar o Campo de Testes Goriano,15,1,0,0,0,0,36821
275272,Derrotar Inimigos Menos,0,25,88200,1,92,0,36821
275273,Derrotar Inimigos Tipo 1,0,13,88201,2,92,1,36821
275274,Derrotar - Elite,0,9,88202,3,92,2,36821
275275,Derrotar - Vinheta / Elite Rara,0,4,88203,4,92,7,36821
275277,Derrotar - Monstro Vinheta,0,2,88204,5,92,4,36821
275281,Magnarok atacado,15,1,0,0,0,0,36826
275290,Magnarok atacado,15,1,0,0,0,0,36827
275299,,0,1,86455,3,1,1,36792
275300,,0,1,86461,4,1,2,36792
275301,,0,1,86482,5,1,3,36792
275316,Detonar Granadas de Ferro,0,6,86524,2,0,4,36792
275324,Derrotar Inimigos Tipo 0,0,200,86556,1,92,5,36491
275325,Derrotar Inimigos Tipo 0,0,200,86556,1,92,5,36490
275388,Matar Horda de Ferro,0,200,86298,4,92,3,36489
275389,Destruir Manuais de Treinamento,2,100,236277,5,92,4,36489
275390,Libertar Prisioneiros Gargaveira,2,50,236444,6,92,5,36489
275431,Incendiar Covil dos Lobos,0,17,86992,6,92,5,36819
275432,Recuperar Mercadorias Roubadas,0,50,86947,9,92,6,36819
275433,Incendiar Covil dos Lobos,0,17,86992,6,92,5,36818
275434,Recuperar Mercadorias Roubadas,0,50,86947,9,92,6,36818
275436,Incendiar Quartel,0,17,87017,7,92,7,36819
275439,Queimar Taverna,0,17,87024,8,92,8,36819
275440,Incendiar Quartel,0,17,87017,7,92,7,36818
275441,Queimar Taverna,0,17,87024,8,92,8,36818
275617,Matar Caras Tenentes,0,34,87371,3,92,0,36807
275619,Derrotar o Tenente Bônus,0,34,87373,5,92,2,36807
275620,Destruir totens do Brado Guerreiro,0,50,87264,10,92,9,36818
275621,Destruir totem do Brado Guerreiro,0,50,87264,10,92,9,36819
275625,Matar Caras Fracos,0,334,87378,1,92,3,36807
275626,Matar Caras Chefes,0,5,87377,4,92,4,36807
275627,Queimar Cartas Sargerei,0,67,87364,6,92,5,36807
275628,Libertar o Cidadão de Runa Vil,0,134,86869,7,92,6,36807
275630,Libertar Cidadão da Prisão Sombria,0,25,86599,8,92,7,36807
275689,"Lute, Explore, Consuma, Evolua",15,1,0,0,0,0,36860
275690,Consumir - Ogro,0,200,87030,1,92,0,36860
275691,Consumir - Arakkoa,0,200,87031,2,92,1,36860
275692,Consumir - Goblin,0,200,87032,3,92,2,36860
275693,Consumir - Pálido,0,200,87033,4,92,3,36860
275701,Evoluir,0,50,86560,12,92,4,36860
275704,Explorar - Suprimentos Goblínicos,0,100,87034,6,92,5,36860
275705,Explorar - Energia Solar Absorvida,0,50,87036,7,92,6,36860
275706,Explorar - Constructo Energizado,0,25,86558,8,92,7,36860
275707,Explorar - Torre de Vigia Consertada,0,34,86559,9,92,8,36860
275708,Consumir - Musgo,0,200,87037,10,92,9,36860
275709,Consumir - Cogumelo,0,200,87038,11,92,10,36860
275929,Sabotar a Área de Cerco,15,1,0,0,0,0,36822
275930,Derrotar Inimigos Menos,0,134,87624,1,92,0,36822
275931,Derrotar Inimigos Tipo Um,0,67,87610,2,92,1,36822
275932,Derrotar Inimigos de Elite,0,20,87618,3,92,2,36822
275933,Derrotar Elites Raras,0,7,87621,4,92,3,36822
275934,Derrotar Chefe para 5 pessoas,0,5,84384,5,92,4,36822
275935,Desarmar Mina de Escória Explosiva,0,50,88860,6,92,5,36822
275936,Envenenar os Barris,2,25,237343,7,92,6,36822
275937,Destruir Planos de Batalha,2,25,234685,8,92,7,36822
275942,,0,12,82354,1,0,1,34496
275943,Rastreamento Objetivo Baú,2,100000,237264,11,92,10,36818
275944,Rastreamento Objetivo Baú,2,100000,237263,12,92,11,36818
275945,Rastreamento interagir Baú,2,100000,237263,11,92,10,36819
275946,Rastreamento interagir Baú,2,100000,237264,12,92,11,36819
275956,Chefes Menos mortos,0,500,87507,1,92,8,36827
275957,Chefes normais mortos,0,100,87513,2,92,9,36827
275958,Monstros Mortos PV Alto Normal,0,50,87513,3,92,10,36827
275959,Coletar (menor),3,1000,87383,4,92,11,36827
275961,Elites mortas,0,25,87512,5,92,13,36827
275962,Minichefe/Evento morto,0,7,87511,6,92,14,36827
275963,Chefe de 5 pessoas Morto,0,5,87742,7,92,0,36827
275964,Chefes Menos mortos,0,500,87507,1,92,8,36826
275965,Chefes normais mortos,0,100,87513,2,92,9,36826
275966,Monstros Mortos PV Alto Normal,0,50,87514,3,92,10,36826
275967,Coletar (menor),3,1000,87383,4,92,11,36826
275969,Elites mortas,0,25,87512,5,92,13,36826
275970,Minichefe/Evento morto,0,7,87511,6,92,14,36826
275971,Chefe de 5 pessoas Morto,0,5,87742,7,92,15,36826
275992,Pertences dos Sha'tari,0,34,84997,10,92,11,36338
276020,Tropas Arakkoas Frustradas,0,100,84010,1,92,0,36069
276021,Tropas Arakkoas Frustradas,0,100,84010,1,92,0,36070
276028,Destruir Troféu,0,25,88116,6,92,5,36817
276029,Destruir Troféu,0,25,88116,6,92,5,36816
276059,Selva Floretérnia atacada,15,1,0,0,0,0,36814
276060,Matar Moldadores,0,100,88174,2,92,0,36814
276061,Matar Moldadores,0,20,88175,3,92,1,36814
276062,Matar Moldadores,0,5,88176,4,92,2,36814
276081,Cestas Botani,2,100,237599,5,92,3,36814
276082,Consumir: Perceptor Amórfico,0,100000,88256,5,92,11,36860
276083,Mortes Efetuadas Em Forma Evoluída,0,20,88260,13,92,12,36860
276084,Matar Moldadores,0,400,88278,1,92,4,36814
276089,Rastreador de Jaula de Ogro,2,100000,237669,6,92,3,36820
276101,Matar Caras Normais,0,100,87370,2,92,0,36809
276102,Matar Caras Tenentes,0,34,87372,3,92,1,36809
276103,Matar Caras Chefes,0,5,87377,4,92,2,36809
276104,Derrotar o Tenente Bônus,0,34,87373,5,92,3,36809
276105,Queimar Cartas Sargerei,0,67,87364,6,92,4,36809
276106,Libertar o Cidadão de Fogo Perene,0,34,86869,7,92,5,36809
276107,Libertar Cidadão da Prisão Sombria,0,25,86599,8,92,6,36809
276108,Códice Demoníaco,0,34,88407,9,92,7,36809
276109,Códice Demoníaco,0,34,88407,9,92,1,36807
276110,Planos de Batalha,0,50,88405,10,92,8,36809
276111,Planos de Batalha,0,50,88405,10,92,8,36807
276121,Saberon Patarruge morto,0,15,88511,1,0,0,37280
276122,Miraossos Olho-Frio,0,1,88361,2,0,1,37280
276156,Sabotar a Área de Cerco,15,1,0,0,0,0,36823
276157,Derrotar Inimigos Menos,0,134,87624,1,92,0,36823
276158,Derrotar Inimigos Tipo Um,0,67,87610,2,92,1,36823
276159,Derrotar Inimigos de Elite,0,20,87618,3,92,2,36823
276160,Derrotar Chefe para 5 pessoas,0,5,84384,5,92,3,36823
276161,Desarmar Mina de Escória Explosiva,0,50,88860,6,92,4,36823
276162,Envenenar os Barris,2,25,237343,7,92,5,36823
276163,Destruir Planos de Batalha,2,25,234685,8,92,6,36823
276166,Selva Floretérnia atacada,15,1,0,0,0,0,36815
276167,Matar Moldadores,0,400,88278,1,92,0,36815
276168,Matar Moldadores,0,100,88174,2,92,1,36815
276169,Matar Moldadores,0,20,88175,3,92,2,36815
276170,Matar Moldadores,0,5,88176,4,92,3,36815
276171,Cestas Botani,2,100,237599,5,92,4,36815
276180,,0,6,80072,1,0,0,37421
276181,Gorens mortos,0,8,80013,0,0,1,37421
276183,,0,6,79335,0,0,1,37422
276184,,0,1,79333,1,0,0,37422
276249,Espíritos Amedrontados libertados,0,6,88819,0,0,2,37280
276283,Lança-chamas,3,100000,88829,6,92,8,36815
276284,Lança-chamas,3,100000,88829,6,92,5,36814
276285,Derrotar Elites Raras,0,7,87621,4,92,9,36823
276298,Defender contra os Espiródios,15,1,0,0,0,0,37466
276301,Sementes de Mandrágora,2,100,238906,7,92,9,36815
276302,Sementes de Mandrágora,2,100,238906,7,92,6,36814
276328,Libertar os Escravos,0,25,88931,7,92,5,36820
276329,Libertar os Escravos,0,25,88931,7,92,5,36821
276337,,0,1000,88960,2,92,1,36069
276338,,0,1000,88960,2,92,1,36070
276343,Rastreamento da Jaula de Ogro,2,100000,237669,6,92,3,36821
276374,,0,4,83990,3,92,2,36070
276376,,0,25,83975,4,92,4,36070
276379,,0,25,83980,5,92,7,36070
276380,,0,25,83983,6,92,8,36070
276382,,0,34,83976,7,92,10,36070
276385,,0,34,83982,8,92,13,36070
276386,,0,9,83984,9,92,14,36070
276391,,3,100000,89076,10,92,15,36070
276392,,2,100000,233824,11,92,16,36070
276393,,2,100000,233791,12,92,17,36070
276394,,2,100000,233803,13,92,18,36070
276395,,2,100000,233805,14,92,19,36070
276396,,0,4,83990,3,92,2,36069
276398,,0,25,83975,4,92,4,36069
276401,,0,25,83980,5,92,7,36069
276402,,0,25,83983,6,92,8,36069
276404,,0,34,83976,7,92,10,36069
276407,,0,34,83982,8,92,13,36069
276408,,0,34,83984,9,92,14,36069
276409,,2,100000,233791,10,92,15,36069
276410,,2,100000,233803,11,92,16,36069
276411,,2,100000,233805,12,92,17,36069
276412,,3,100000,89076,13,92,18,36069
276413,,2,100000,233824,14,92,19,36069
276441,,0,200,89095,14,92,13,36860
276443,Interagir - Cristal de Concentração,3,100000,86320,8,92,6,36490
276444,Interagir - Pedra Ritual 2b,3,100000,85594,9,92,8,36490
276445,Interagir - Pedra Ritual 3b,3,100000,85596,10,92,9,36490
276446,Interagir - Pedra Ritual 4b,3,100000,85597,11,92,10,36490
276447,Interagir - Miudezas da Lua Negra 01,3,100000,85976,12,92,11,36490
276448,Interagir - Miudezas da Lua Negra 02,3,100000,85977,13,92,12,36490
276449,Interagir - Cristal de Concentração,3,100000,86320,8,92,6,36491
276450,Interagir - Pedra Ritual 2b,3,100000,85594,9,92,8,36491
276451,Interagir - Pedra Ritual 3b,3,100000,85596,10,92,9,36491
276452,Interagir - Pedra Ritual 4b,3,100000,85597,11,92,10,36491
276453,Interagir - Miudezas da Lua Negra 01,3,100000,85976,12,92,11,36491
276454,Interagir - Miudezas da Lua Negra 02,3,100000,85977,13,92,12,36491
276455,Matar - Totem do Caos,0,100000,85452,14,92,13,36490
276456,Matar - Totem do Caos,0,100000,85452,14,92,13,36491
276458,,2,100000,236637,15,92,15,36860
276459,,2,100000,237031,16,92,16,36860
276460,,2,100000,236636,17,92,17,36860
276461,,2,100000,237029,18,92,18,36860
276469,Fragmentos de Artefato obtidos,17,100,944,1,92,0,36868
276470,Fragmentos de Artefato obtidos,17,100,944,1,92,0,36869
276489,Fragmentos de Artefato obtidos,15,1,0,0,0,0,36869
276490,Fragmentos de Artefato obtidos,15,1,0,0,0,0,36868
276491,Sabotar a Área de Cerco,15,1,0,0,0,0,37585
276492,Derrotar Inimigos Menos,0,134,87624,1,92,0,37585
276493,Derrotar Inimigos Tipo Um,0,67,87610,2,92,1,37585
276494,Derrotar Inimigos de Elite,0,20,87618,3,92,2,37585
276495,Derrotar Elites Raras,0,7,87621,4,92,3,37585
276496,Derrotar Chefe para 5 pessoas,0,5,84384,5,92,4,37585
276497,Desarmar Mina de Escória Explosiva,0,50,88860,6,92,5,37585
276498,Envenenar os Barris,2,25,237343,7,92,6,37585
276499,Destruir Planos de Batalha,2,25,234685,8,92,7,37585
276524,Sabotar a Área de Cerco,15,1,0,0,0,0,37622
276525,Derrotar Inimigos Menos,0,134,87624,1,92,0,37622
276526,Derrotar Inimigos Tipo Um,0,67,87610,2,92,1,37622
276527,Derrotar Inimigos de Elite,0,20,87618,3,92,2,37622
276528,Derrotar Elites Raras,0,7,87621,4,92,9,37622
276529,Derrotar Chefe para 5 pessoas,0,5,84384,5,92,3,37622
276530,Desarmar Mina de Escória Explosiva,0,50,88860,6,92,4,37622
276531,Envenenar os Barris,2,25,237343,7,92,5,37622
276532,Destruir Planos de Batalha,2,25,234685,8,92,6,37622
276535,Forte Malho Sangrento atacado,15,1,0,0,0,0,37623
276536,Mate Monstros Menos,0,250,85260,1,92,0,37623
276537,Matar Monstros Normais,0,50,85261,2,92,1,37623
276538,Coletar/Interagir (Inferior),0,25,85265,3,92,2,37623
276539,Mate Monstros de PV Alto,0,17,82531,4,92,4,37623
276540,Matar Monstros de Elite,0,9,85262,5,92,6,37623
276541,Mate Elites/Eventos/Minichefes Raros,0,4,85263,6,92,7,37623
276542,Forte Malho Sangrento atacado,15,1,0,0,0,0,37624
276543,Mate Monstros Menos,0,250,85260,1,92,0,37624
276544,Matar Monstros Normais,0,50,85261,2,92,1,37624
276545,Coletar/Interagir (Inferior),0,25,85265,3,92,2,37624
276546,Mate Monstros de PV Alto,0,17,82531,4,92,4,37624
276547,Matar Monstros de Elite,0,9,85262,5,92,6,37624
276548,Mate Elites/Eventos/Minichefes Raros,0,4,85263,6,92,7,37624
276549,Magnarok atacado,15,1,0,0,0,0,37625
276550,Chefes Menos mortos,0,500,87507,1,92,8,37625
276551,Chefes normais mortos,0,100,87513,2,92,9,37625
276552,Monstros Mortos PV Alto Normal,0,50,87514,3,92,10,37625
276553,Coletar (menor),3,1000,87383,4,92,11,37625
276554,Elites mortas,0,25,87512,5,92,13,37625
276555,Minichefe/Evento morto,0,7,87511,6,92,14,37625
276556,Chefe de 5 pessoas Morto,0,5,87742,7,92,15,37625
276558,Magnarok atacado,15,1,0,0,0,0,37626
276559,Chefes Menos mortos,0,500,87507,1,92,8,37626
276560,Chefes normais mortos,0,100,87513,2,92,9,37626
276561,Monstros Mortos PV Alto Normal,0,50,87513,3,92,10,37626
276562,Coletar (menor),3,1000,87383,4,92,11,37626
276563,Elites mortas,0,25,87512,5,92,13,37626
276564,Minichefe/Evento morto,0,7,87511,6,92,14,37626
