Description_lang,Title_lang,ID,ScenarioID,CriteriatreeID,RewardQuestID,RelatedStep,Supersedes,OrderIndex,Flags,VisibilityPlayerConditionID,WidgetSetID
Viaje até o Distrito dos Pedreiros e desperte os aldeões inconscientes.,Resgate os Pedreiros da Rocha Verde,132,40,21126,0,0,0,3,0,0,0
Derrote as forças da Cruzada Escarlate dentro do monastério.,Monastério Escarlate,133,53,21134,0,0,0,0,0,0,0
"Evoque e derrote Conchagas, a tartalisca-dragão potente.",Conchagas,138,58,21323,0,0,0,0,0,0,0
"Evoque e derrote Jol'Grum, o abominável horror das neves que come grômulos.",Jol'Grum,139,58,21325,0,0,0,1,0,0,0
"Evoque e derrote Liuyang, o espírito brincalhão do fogo.",Pequena Liuyang,140,58,21327,0,0,0,2,0,0,0
"Evoque e derrote Chagan Casco de Fogo, o guerreiro yaungol errante.",Chagan Casco de Fogo,141,58,21332,0,0,0,3,0,0,0
Evoque e derrote o desafiante final e reivindique sua recompensa com Wodin!,Derrote o Desafiante Final!,142,58,21334,0,0,0,4,0,0,0
Ajude os assistentes do Mestre Cervejeiro Buf a coletar os ingredientes para a Touro Vermelho de Kun-Lai.,Festival da Cerveja da Lua!,154,63,21845,0,0,0,0,0,0,0
Impeça a invasão Bataari na Vila Binan.,O Ataque dos Yaungóis!,155,63,21849,0,0,0,2,0,0,0
Derrote o Armipotente Qobi.,Armipotente Qobi,156,63,21851,0,0,0,3,0,0,0
Investigue as aparições de yaungóis.,O Relatório do Batedor,157,63,21853,0,0,0,1,0,0,0
Ajude Blanche a preparar a lendária Cerveja Explosiva.,Cerveja Explosiva,159,65,21993,0,0,0,0,0,0,0
Escolte Blanche pela estrada de Pata do Trovão.,A Estrada para Pata do Trovão,160,65,21995,0,0,0,1,0,0,0
"Derrote Borokhula, a Destruição.",Salve o Refúgio Pata de Trovão,161,65,21999,0,0,0,2,0,0,0
Derrote a Abominação da Ira.,Destrua o Sha,166,39,21050,0,0,0,3,0,0,0
"Derrote o General Zhun, o Arauto do Rei Trovão",Mate o General Zhun,167,68,22571,0,0,0,4,0,0,0
Resgate os membros da expedição do Lótus Dourado capturados.,Resgate o Lótus Dourado,171,68,22730,0,0,0,1,0,0,0
Impeça a execução do Andarilho das Lendas Fu.,Impeça a Execução,172,68,22732,0,0,0,2,0,0,0
Derrote os defensores dos quatro artefatos mogu ancestrais.,Capture os Artefatos,173,68,22737,0,0,0,3,0,0,0
[PH] Derrote os três mestres.,[PH] Derrote os Mestres,174,70,0,0,0,0,0,0,0,0
Combata os inimigos no seu caminho até chegar ao centro das ruínas de Theramore.,Nas Ruínas,175,71,27452,0,0,0,2,0,0,0
Mate capitães da Aliança e posicione barris de pólvora em todos os navios.,Antes mesmo de levantar âncora!,179,72,22975,0,0,0,0,0,0,0
Informe o Explodista Fagulhuzível sobre o seu sucesso.,O Explodista,180,72,22989,0,0,0,1,0,0,0
Mate Baldruc e os grifos dele.,"Grifo voando, um perigo",181,72,22977,0,0,0,2,0,0,0
Destrua a Grande Mimosa e sabote os tanques não tripulados.,Tanque Cheio e Tanque Vazio,182,72,22980,0,0,0,3,0,0,0
Mate Hedric Canajusta e liberte Thalen Tececanto da Cidadela do Esteio.,"Sai da prisão, espião!",183,72,22986,0,0,0,4,0,0,0
Destrua as máquinas de cerco no portão oeste e recupere os estandartes roubados.,Destrua o Destruidor,185,71,27457,0,0,0,4,0,0,0
Proteja Jaina enquanto ela harmoniza a Íris Focalizadora.,A Resistência Final,186,71,27460,0,0,0,5,0,0,0
Defenda o navio contra os atacantes da Horda.,Bem-vindo a Theramore,193,71,27242,0,0,0,0,0,0,0
Derrote os monstros que estão atacando o dojo da Rocha Verde.,Salve o Dojo,194,40,21061,0,0,0,1,0,0,0
Derrote a Horda no porto.,Limpando o Porto,210,71,27256,0,0,0,1,0,0,0
Purgue a corrupção do Sha da Fonte de Vida.,A Fonte de Vida,211,39,27197,0,0,0,1,0,0,0
Encontre Jaina na cratera da bomba de mana.,Grã-senhora Proudmore,217,71,27467,0,0,0,3,0,0,0
Encontre a Erudita Shue.,O Destino da Andarilha das Lendas,224,68,27622,0,0,0,0,0,0,0
Encontre a entrada da Caverna Saurok.,Agora Cavalgamos!,367,179,30884,0,0,0,1,0,0,0
Derrote o Saurok que vigia a caverna.,Guardas!,368,179,30568,0,0,0,2,0,0,0
Encontre a fonte dos sauroks.,A Fonte,369,179,30948,0,0,0,4,0,0,0
Derrote a Prolemestre Noshi.,A Prolemestre,370,179,30570,0,0,0,5,0,0,0
Rechace a Emboscada Kor'kron.,Emboscada!,371,179,30572,0,0,0,7,0,0,0
Destrua os orbes de proteção e entre na fortaleza.,Infiltre-se na Fortaleza Ancestral,372,180,30566,0,0,0,0,0,0,0
Pegue todos os tesouros que puder antes que o constructo titânico seja solto.,Roubando pelo Lucro,373,180,0,0,0,0,1,0,0,0
Lance um ataque na ilha de Zan'vess.,Ataque a Zan'vess,374,181,30957,0,0,0,0,0,0,0
Destrua as Torres Sônicas e desative o Escudo de Defesa de Zan'vess,Defesas de Zan'vess,375,181,30959,0,0,0,1,0,0,0
Invada a praia e chegue ao Coração de Zan'vess.,O Coração de Zan'vess,376,181,30966,0,0,0,2,0,0,0
Derrote o Almirante Hagman.,Derrote o Almirante!,377,182,30733,0,0,0,3,0,0,0
Proteja o navio! Derrote o Grupo de Abordagem da Horda.,Grupo de Abordagem!,378,182,30721,0,0,0,0,0,0,0
Plante explosivos no navio da Horda para destruí-lo!,Pelos ares!,379,182,30723,0,0,0,2,0,0,0
Fale com Vol'jin para começar a busca pela caverna Saurok.,A Missão...,382,179,30886,0,0,0,0,0,0,0
Vá até o ponto mais profundo da caverna.,Na Caverna,383,179,30939,0,0,0,3,0,0,0
Investigue as Estátuas Mogus.,Investigação,384,179,30950,0,0,0,6,0,0,0
Junte-se a Daggin Barba ao Vento.,O Mestre de Voo,386,184,31196,0,0,0,0,0,0,0
Derrote o Comandante Tel'vrak e recupere o carregamento de armas mantídeo.,Armas de Zan'vess,387,181,30964,0,0,0,3,0,0,0
Ajude os dois grupos de trabalhadores na construção das defesas.,Prepare as defesas,398,183,30997,0,0,0,0,0,0,0
Evite os guardas e entre no Santuário das Sombras.,Entre no Templo Negro,408,200,31008,0,0,0,0,0,0,0
Encontre a trilha do Conselho da Colheita Negra.,Busque sinais da Presença do Conselho,409,200,31010,0,0,0,1,0,0,0
Caminhe com Akama até o Santuário das Almas Perdidas.,Siga Akama até o Santuário das Almas Perdidas,410,200,31012,0,0,0,2,0,0,0
Derrote o Comandante Escorchaga e tome o Templo da Garça Vermelha.,Mate o Comandante Escorchaga,412,183,31192,0,0,0,1,0,0,0
Investigue o Santuário das Almas Perdidas.,Descobrir o plano do Conselho,413,200,31019,0,0,0,3,0,0,0
Tome o cristal da alma deixado pelo Conselho da Colheita Negra.,Derrote a Essência da Ordem,414,200,31017,0,0,0,4,0,0,0
Derrote os demônios soltos pelo Relicário e fale novamente com Akama nos Salões da Angústia.,Fuja do Santuário das Almas Perdidas,415,200,31021,0,0,0,5,0,0,0
Pegue todos os tesouros que puder antes que o tempo se esgote.,Saquear Covil dos Prazeres Mortais,416,200,31023,0,0,0,6,0,0,0
Leve o Âmago das Almas Potencializado ao Ápice do Templo.,Vá para o Ápice do Templo,417,200,31034,0,0,0,7,0,0,0
Abra caminho pelas docas e chegue até o Almirante Taylor.,Morte nas Docas,419,184,31202,0,0,0,1,0,0,0
Derrote as forças da Horda que estão atacando a fortaleza.,Domine o Pátio!,420,184,31283,0,0,0,2,0,0,0
Colete informações com a equipe da AVIN.,Pernadas,423,184,31296,0,0,0,4,0,0,0
Proteja a fortaleza contra as ondas de invasores da Horda e seu comandante.,Mantenham a Formação!,424,184,31291,0,0,0,6,0,0,0
Lance um ataque na ilha de Zan'vess.,Ataque a Zan'vess,430,203,31227,0,0,0,0,0,0,0
Destrua as Torres Sônicas e desative o Escudo de Defesa de Zan'vess,Defesas de Zan'vess,431,203,31229,0,0,0,1,0,0,0
Invada a praia e chegue ao Coração de Zan'vess.,O Coração de Zan'vess,432,203,31233,0,0,0,2,0,0,0
Derrote o Comandante Tel'vrak e recupere o carregamento de armas mantídeo.,Armas de Zan'vess,433,203,31236,0,0,0,3,0,0,0
Localize o Grão-marechal Duas-tranças e ajude a repelir o ataque da Horda.,O Grão-marechal,434,184,31288,0,0,0,3,0,0,0
Prepare as armas de Sully e prepare-se para defender a fortaleza!,Preparar Armas,435,184,31300,0,0,0,5,0,0,0
Junte-se a Kromthar.,O Mestre de Voo,436,201,31475,0,0,0,0,0,0,0
Abra caminho pela refinaria em chamas e chegue até o General Nazgrim.,Uma Prova de Fogo,437,201,31477,0,0,0,1,0,0,0
Derrote as forças da Aliança que estão atacando a fortaleza.,Domine o Pátio!,438,201,31479,0,0,0,2,0,0,0
Encontre o Senhor da Guerra Punhossangue e ajude a repelir o ataque da Aliança.,O Senhor da Guerra,439,201,31483,0,0,0,3,0,0,0
Reúna informações sobre as forças da Horda e da Aliança.,Pernadas,440,201,31486,0,0,0,4,0,0,0
Prepare as armas de Pinno e prepare-se para defender a fortaleza!,Preparar Armas,441,201,31490,0,0,0,5,0,0,0
Proteja o portão contras as ondas de invasores da Aliança e seu comandante.,Mantenham a Formação!,442,201,31494,0,0,0,6,0,0,0
Monte o Trovoasa para patrulhar o Ancoradouro do Mar Revolto pelo ar.,Infiltrando-se,443,205,31682,0,0,0,0,0,0,0
Jogue bombas de fumaça nos totens-sentinela para desativá-los.,Caminho da Fumaça,444,205,31684,0,0,0,1,0,0,0
Nocauteie os tripulantes marcados por Taoshi e esgueire-se até as armas de cerco na frente do navio.,Sombras na Tempestade,445,205,31686,0,0,0,2,0,0,0
"Passe furtivamente pelo estaleiro e suba a colina para chegar a Hu'seng, o Guarda-pórtico.",Silêncio!,446,205,31689,0,0,0,4,0,0,0
"Mate Hu'seng, o Guarda-pórtico, e pegue a chave dele.",Acendendo a Noite,447,205,31691,0,0,0,5,0,0,0
Monte o Falcossangre Fendessol e sobrevoe a ilha com a Capitã dos Batedores Elsia.,Encontrar-se com a Capitã dos Batedores Elsia,448,206,31670,0,0,0,0,0,0,0
,Sobreviva à emboscada,449,206,31672,0,0,0,1,0,0,0
,Destruir as barricadas,450,206,31674,0,0,0,2,0,0,0
,"Matar Cresh, o Estripador",451,206,31676,0,0,0,3,0,0,0
,Matar o Arcanital Tula'chek e sua Máscara Espiritual,452,206,31679,0,0,0,4,0,0,0
Monte no seu Trovoasa!,Decolando...,453,207,31693,0,0,0,0,0,0,0
Os Zandalari viram você! Derrote os agressores!,Interceptado!,454,207,31695,0,0,0,1,0,0,0
Horaki derrubou você da montaria! Derrote-o!,Dominar o Senhor das Feras,455,207,31697,0,0,0,2,0,0,0
"Encontre-se com Taoshi, seu contato Shado-pan.",Entrando nas minas,456,207,31830,0,0,0,3,0,0,0
Dê cobertura a Taoshi enquanto ela desativa as trancas na porta da mina e derrote o Senhor dos Escravos Shiaxu.,Me dê cobertura!,458,207,31703,0,0,0,5,0,0,0
Trabalhe com seus aliados para atacar a Encruzilhada Rubra.,Encruzilhada Rubra,460,208,31844,0,0,0,0,0,0,0
Derrote os mogus de Shan Bu e os defensores Zandalari.,O Pé de Lei Shen,465,208,31718,0,0,0,2,0,0,0
Derrote os Guarda-pórticos do Palácio para destrancar os portões.,Destruir os Guarda-pórticos,472,208,31710,0,0,0,1,0,0,0
Obtenha os Explosivos Pesados.,Encontrar os explosivos perdidos,473,204,31833,0,0,0,0,0,0,0
Acenda o pavio dos Explosivos Pesados.,Detonar Explosivos,474,204,31839,0,0,0,2,0,0,0
,Mate o Deus da Guerra Al'chukla,475,204,31837,0,0,0,3,0,0,0
Obtenha os Explosivos Pesados.,Encontrar os explosivos perdidos,476,209,31746,0,0,0,0,0,0,0
Acenda o pavio dos Explosivos Pesados.,Detonar Explosivos,477,209,31768,0,0,0,2,0,0,0
,Matar o Deus da Guerra Al'chukla,478,209,31804,0,0,0,3,0,0,0
Fale com Elsia na muralha da cidade.,Entregar os Explosivos,479,209,31765,0,0,0,1,0,0,0
Fale com Vereesa na muralha da cidade.,Entregar os Explosivos,480,204,31835,0,0,0,1,0,0,0
Ajude Taran Zhu e Yalia a derrubar Shan Bu.,Derrotar Shan Bu,482,208,31723,0,0,0,3,0,0,0
Vá para o porão e assassine o Capitão Halu'kal.,Matança,483,205,31806,0,0,0,3,0,0,0
Defenda Wrathion enquanto a Forja do Trovão carrega.,Carregando,484,211,31810,0,0,0,2,0,0,0
Defenda o Ferreiro Celestial enquanto ele forja a Lança de Raio.,Corrupção detectada,485,211,31812,0,0,0,4,0,0,0
Derrote o Amálgama de Sha que está atacando a Forja do Trovão.,Corrupção manifesta,486,211,31814,0,0,0,5,0,0,0
Vá até a entrada principal da mina.,A mina da hora!,487,207,31841,0,0,0,4,0,0,0
Fale com Wrathion para descobrir como ativar a Forja do Trovão.,Falar com Wrathion,490,211,31856,0,0,0,0,0,0,0
Coloque o Núcleo Anímico Potencializado no Poço das Almas Demoníaco e derrote Kanrethad.,Derrotar Kanrethad,491,200,31858,0,0,0,8,0,0,0
Despeje o trílio nos moldes e comece a carregar a Forja do Trovão.,Forjado em Trílio,492,211,31923,0,0,0,1,0,0,0
Monte no Hipogrifo do Pacto de Prata e sobrevoe a ilha com a General Patrulheira Vereesa Correventos.,Encontrar-se com a General Patrulheira Vereesa Correventos,493,212,31925,0,0,0,0,0,0,0
,Sobreviva à emboscada,494,212,31928,0,0,0,1,0,0,0
,Destruir as barricadas,495,212,31930,0,0,0,2,0,0,0
,Matar Anki e o Chama-feras Pakutesh,496,212,31932,0,0,0,3,0,0,0
,Matar o Arcanital Mara'kah e sua Máscara Espiritual,497,212,31934,0,0,0,4,0,0,0
Use o Guarda-pórtico para abrir o portão para a Encruzilhada Rubra.,Escapando,498,205,31937,0,0,0,6,0,0,0
Você terá apenas um tempo limitado para coletar o máximo de tesouro que conseguir. Fale com Taoshi quando estiver pronto para começar.,Falar com Taoshi,508,215,31993,0,0,0,0,0,0,0
Falar com Wrathion para ativar a Forja do Trovão,Para dentro da forja,509,211,32142,0,0,0,3,0,0,0
Pegue todos os tesouros que puder e alcance a saída antes que o tempo se esgote.,Alcançar a Saída,510,215,32158,0,0,0,1,0,0,0
Fale com Grislo Engrenário.,Falar com o Chefe,511,216,32592,0,0,0,0,0,0,0
Invada a câmara principal e ponha um fim aos sequestros.,Infiltração,514,219,32524,0,0,0,0,0,0,0
Investigue a câmara principal.,Reconhecimento,515,219,32588,0,0,0,1,0,0,0
Ajude o Tique a construir um dispositivo para abrir o próximo portão.,O Portão Lacrado,516,219,32589,0,0,0,2,0,0,0
Defenda o G.O.P.E. enquanto Mathiaz estabelece uma rota de fuga.,Resistência,533,219,32590,0,0,0,3,0,0,0
Destrua o elemental superior que assola o sítio de escavação do Florescer Perene.,Triturando rochas,535,216,32594,0,0,0,1,0,0,0
Colete artefatos para Engrenário enquanto seus trabalhadores liberam a entrada da mina.,Recuperação econômica,536,216,32596,0,0,0,2,0,0,0
Penetre na Mina Florescer Perene e exploda a parede.,Fim da Mina,537,216,32598,0,0,0,3,0,0,0
Destrua o Eco de Y'Shaarj.,Coração Partido,538,216,32637,0,0,0,4,0,0,0
Contate os Montanhistas Ferro Negro no topo da Cordilheira Cintilante e encontre uma maneira de parar a tempestade.,Os Montanhistas,539,210,32623,0,0,0,0,0,0,0
Liberte o Batedor Barbarrocha do espeto de churrasco dos trolls.,Resgatar o Batedor Barbarrocha,540,210,32644,0,0,0,1,0,0,0
Mate os trolls que estão tentando cozinhar a Batedora Cervamarga.,Resgatar a Batedora Cervamarga,541,210,32648,0,0,0,2,0,0,0
Mate os trolls que estão prestes a sacrificar o Batedor Forjamigo.,Resgatar o Batedor Forjamigo,542,210,32650,0,0,0,3,0,0,0
Mate o espírito elemental na caverna de gelo para acabar com a tempestade de neve.,A Caverna Gelada,543,210,32652,0,0,0,4,0,0,0
"Junte-se às forças de Moira, derrote o líder Zandalari e capture a Vila Jubafria.",Vitória ou Morte,544,210,32654,0,0,0,5,0,0,0
Roube explosivos dos Demolidores.,Aquisição de Explosivos,545,182,32657,0,0,0,1,0,0,0
Fale com Rotun para começar um teste.,Escolha um teste,550,237,33998,0,0,0,0,0,0,0
Complete o objetivo bônus para receber recompensas de bônus.,Objetivo bônus,551,210,32743,32898,0,0,6,3,0,0
Proteja o navio! Derrote o Grupo de Abordagem da Aliança.,Grupo de Abordagem!,556,239,32774,0,0,0,0,0,0,0
Roube explosivos dos Demolidores.,Aquisição de Explosivos,557,239,32776,0,0,0,1,0,0,0
Plante explosivos no navio da Aliança para destruí-lo!,Pelos ares!,558,239,32778,0,0,0,2,0,0,0
Derrote o Almirante Hodgson.,Derrote o Almirante!,559,239,32781,0,0,0,3,0,0,0
Complete o objetivo bônus para receber recompensas de bônus.,Objetivos bônus,560,182,32791,32898,0,0,4,3,0,0
Complete todos os objetivos bônus para receber recompensas de bônus.,Objetivos bônus,561,219,32799,32898,0,0,4,3,0,0
Complete o objetivo bônus para receber recompensas de bônus.,Objetivo bônus,565,65,32818,32898,0,0,3,3,0,0
Complete o objetivo bônus para receber recompensas de bônus.,Objetivo bônus,566,39,32821,32898,0,0,4,3,0,0
Complete o objetivo bônus para receber recompensas de bônus.,Objetivos bônus,567,216,32831,32898,0,0,5,3,0,0
Complete o objetivo bônus para receber recompensas de bônus.,Objetivos bônus,580,239,162971,32898,559,0,4,3,0,0
Descrição do passo 1.,Passo 1,587,247,32959,0,0,0,0,0,0,0
Descrição do passo 2.,Passo 2,593,247,32961,0,0,0,1,0,0,0
Descrição do passo 3.,Passo 3,594,247,32963,0,0,0,2,0,0,0
Descrição do passo 4.,Passo 4,595,247,32965,0,0,0,3,0,0,0
Descrição do passo 5.,Passo 5,596,247,32967,0,0,0,4,0,0,0
Descrição do passo 6.,Passo 6,597,247,32969,0,0,0,5,0,0,0
O teste está prestes a começar.,Prepare-se...,598,248,32993,0,0,0,0,0,0,0
,Campo de Testes,599,248,33951,0,0,0,1,0,0,0
,Passo 2,607,254,0,0,0,0,2,0,0,0
,Passo 1,608,254,0,0,0,0,1,0,0,0
Destrua a abominação que assombra o Templo do Boi Negro.,Aquele Que Não Possui Vida,615,256,33244,0,0,0,0,0,0,0
Estágio 0,Estágio de teste 0,616,254,0,0,0,0,0,0,0,0
,Passo 3,617,254,0,0,0,0,3,0,0,0
,Passo 4,618,254,0,0,0,0,4,0,0,0
Fim!,Passo 5,619,254,0,0,0,0,5,0,0,0
Derrotar três campeões de Pandária numa batalha de mascotes.,Campeões de Pandária,620,257,33302,0,0,0,0,0,0,0
Derrotar cada um dos Celestiais numa batalha de mascotes.,Combate Celestial,621,257,33331,0,0,0,1,0,0,0
Acomode e sirva os fregueses à medida que forem chegando. Não deixe 5 cidadãos irem embora sem serem servidos.,Hora do Macarrão,637,269,33600,0,0,0,1,0,0,0
Aprenda a administrar a barraquinha de macarrão.,Tutorial,647,269,33924,0,0,0,0,0,0,0
Acomode e sirva os fregueses à medida que forem chegando. Não deixe 5 cidadãos irem embora sem serem servidos.,Hora do Macarrão,652,278,33926,0,0,0,0,0,0,0
Conseguir uma pontuação de pelo menos 30.000,Bônus: Tente o ouro!,653,278,33928,0,0,0,1,3,0,0
Mate todos os orcs em Grommar.,O Expurgo de Grommar,654,275,33985,0,0,0,2,0,0,0
"Mate Orrok, o Mestre das Lanças.",Os Portões de Grommar,655,275,33994,0,0,0,1,0,0,0
Derrote as forças dos javatuscos Cabeça da Morte dentro do Urzal dos Tuscos.,Urzal dos Tuscos,680,294,34480,0,0,0,0,0,0,0
Minere tudo o que puder antes de ficar sem Energia a Vapor!,Coletar recursos,718,318,0,0,0,0,0,0,0,0
"Mate Goraluk Rachadastra, Alto Maquinista da Base Naval.",Goraluk Rachadastra,721,320,34857,0,0,0,2,0,0,0
Mate os guardas em Pedregal.,"Mata, mata todo mundo",725,322,34859,0,0,0,0,0,0,0
sendevent 36841,Passo 2,726,322,34861,0,0,0,1,0,0,0
sendevent 36841,Passo 3,727,322,34863,0,0,0,2,0,0,0
Impeça o Xamã das Almas dos Olhos Sangrentos de reanimar o esqueleto de Fomor.,Impeça o Ritual,728,323,34871,0,0,0,0,0,0,0
Defenda Thrall até ele alcançar a câmara interior.,Exército de Almas,729,323,34875,0,0,0,1,0,0,0
Enfrente Kilrogg Olho Morto e impeça o ritual sombrio.,Kilrogg Olho Morto,730,323,34877,0,0,0,2,0,0,0
Mate Maggoc.,Mate Maggoc,731,324,34882,0,0,0,8,0,0,0
Elimine os orcs que sobraram nas docas e mate o Comandante Vorka.,Fogo dos Céus,732,275,34884,0,0,0,3,0,0,0
Mate os habitantes das salas para extinguir as runas.,Extinguir runas,736,329,34898,0,0,0,0,0,0,0
Proteja Fogofrio contra as ondas de atacantes da Horda de Ferro.,Defender o gargalo,737,324,34904,0,0,0,1,0,0,0
Destrua o Lança-bombas de Ferro.,O Lança-bombas de Ferro,738,324,34906,0,0,0,2,0,0,0
Proteja Fogofrio contra as ondas de atacantes da Horda de Ferro.,Uma boa defesa,739,324,34908,0,0,0,3,0,0,0
Proteja Drek'Thar dos atacantes da Horda de Ferro.,Defendendo Drek'thar,740,324,34910,0,0,0,4,0,0,0
Proteja Fogofrio contra as ondas de atacantes da Horda de Ferro.,Senhores do Trovão de Ferro,741,324,34912,0,0,0,5,0,0,0
Derrote Malgrim Mão Tempestuosa.,Malgrim Mão Tempestuosa,742,324,34914,0,0,0,6,0,0,0
Proteja Fogofrio contra as ondas de atacantes da Horda de Ferro.,A defesa final,743,324,34916,0,0,0,7,0,0,0
Fale com Durotan.,A batalha começa,745,324,34921,0,0,0,0,0,0,0
"Forças aliadas, sob o comando do Arquimago Hadggar, estão prontas para começar a batalha de Shattrath.",Os preparativos,747,331,34944,0,0,0,0,0,0,0
Limpe o caminho até o porto com a Estrela de Ferro.,A Batalha Começou,748,331,34946,0,0,0,2,0,0,0
A Horda de Ferro se reuniu nas docas. Proteja Hadggar enquanto ele prepara um feitiço para neutralizar as docas.,O Porto de Ferro,752,331,34954,0,0,0,3,0,0,0
A famosa arma da Horda de Ferro está no porto. Tome a embarcação. Seus aliados vão afastar Mão Negra do seu caminho na nau capitânia.,A Arma,753,331,34956,0,0,0,4,0,0,0
Fale com o Vindicante Maraad.,Escolhido por K'ara,754,275,34959,0,0,0,0,0,0,0
Fale com Durotan.,Fale com Durotan,755,320,34985,0,0,0,0,0,0,0
"Escolte o seu grupo para o norte, na direção da Casa de Máquinas.",Vá para a Casa de Máquinas,756,320,34983,0,0,0,1,0,0,0
Vá para o Depósito de Suprimentos.,Vá para o Depósito de Suprimentos,757,320,34987,0,0,0,3,0,0,0
Sobreviva às levas de orcs da Horda de Ferro. Use barris explosivos contra eles.,Sobreviva ao Massacre da Horda de Ferro,758,320,34989,0,0,0,4,0,0,0
Vá à Doca Central e embarque na Barcaça Mata-onda.,Vá à Doca Central,759,320,34991,0,0,0,5,0,0,0
Fale com Rokk para ser lançado na Barcaça Mata-onda.,Entre na Barcaça.,761,320,34995,0,0,0,6,0,0,0
Destrua a Barcaça Mata-onda.,Destrua a Barcaça Mata-onda,762,320,34997,0,0,0,7,0,0,0
Derrote os chefes das Profundezas Negras,Profundezas Negras,765,333,35169,35929,0,0,0,0,0,0
Derrote Dômina,Objetivo bônus,773,333,35183,35930,0,0,1,1,0,0
Derrote as tropas da Marcha de Ferro que ocupam os salões do Pináculo.,Pico da Rocha Negra Superior,796,329,35686,35963,0,0,1,0,0,0
Matar 5 caras,5 bônus,833,323,35365,0,0,0,3,1,0,0
Matar 10 caras,10 bônus,834,323,35367,0,0,0,4,1,0,0
Derrote os Seguidores de Rukhmar no topo de Beira-céu.,Beira-céu,835,423,35369,0,0,0,0,0,0,0
Derrote os feitores do Malho Sangrento nas Minas de Escória.,Minas de Escória do Malho Sangrento,837,425,35389,0,0,0,0,0,0,0
Desbarate as forças navais da Horda de Ferro.,Docas de Ferro,838,426,35393,0,0,0,0,0,0,0
Elimine a corrupção em Auchindoun.,Auchindoun,839,427,35397,0,0,0,0,0,0,0
Derrote o secto sombrio de sectários sombrios da Lua Negra de Ner'zhul.,Sepulcrário da Lua Negra,840,428,35401,0,0,0,0,0,0,0
Impeça que o Carrilcruel entregue sua carga mortal.,Central do Carrilcruel,841,429,35405,0,0,0,0,0,0,0
Investigue o posto avançado abandonado do Kirin Tor.,Floretérnia,842,430,35409,0,0,0,0,0,0,0
Derrote as tropas da Marcha de Ferro que ocupam os salões do Pináculo.,Pico da Rocha Negra Superior,844,432,35413,0,0,0,0,0,0,0
"Abra caminho lutando até os portões dos fundos e derrote Arnokk, o Incendiário.","Derrotar Arnokk, o Incendiário",861,449,35587,0,0,0,0,0,0,0
Abra caminho lutando até o Porto de Karabor.,Encontre Yrel no Porto de Karabor,862,449,35589,0,0,0,1,0,0,0
Proteja K'ara até ele ficar completamente fortalecido.,Proteger K'ara das forças invasoras.,863,449,35591,0,0,0,2,0,0,0
Siga o Profeta Velen.,Uma Visão Revelada,864,450,35613,0,0,0,0,0,0,0
Testemunhe a chegada do Comandante Vorka.,Comandante Vorka,865,450,35615,0,0,0,2,0,0,0
Derrote Krull.,Massacre dos Inimigos,866,450,35628,0,0,0,1,0,0,0
Fale com o Profeta Velen nas escadarias de Karabor.,A defesa final,868,450,35631,0,0,0,3,0,0,0
Pare o bombardeio de Karabor!,Mate o Comandante Vorka!,873,449,35704,0,0,0,3,0,0,0
Derrote o Subjugador Kor'ul,Objetivo bônus,884,333,35745,35930,0,0,2,1,0,0
Derrote o Guardião das Profundezas,Objetivo bônus,885,333,35747,35930,0,0,3,1,0,0
