Description_lang,SourceText_lang,ID,CreatureID,SummonSpellID,IconFileDataID,PetTypeEnum,Flags,SourceTypeEnum,CardUIModelSceneID,LoadoutUIModelSceneID,CovenantID
"Este pássaro colorido é a mascote preferida dos piratas Défias. Muito útil para decorar senhas, listas de compras e receitas de bolacha água-e-sal.",|cFFFFD200Saque: |rPiratas Défias|n|cFFFFD200Zona: |rMinas Mortas,50,7387,10683,132925,2,2,0,6,7,0
"Este pássaro colorido é a mascote preferida dos goblins de Angra do Butim. Famoso por sua habilidade de contar moedas, preparar orçamentos e mentir a respeito de contratos.","|cFFFFD200Comerciante: |rNarkk, Ari Sem-Gancho|n|cFFFFD200Zona: |rCabo do Espinhaço|n|cFFFFD200Custo: |r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n|n|cFFFFD200Comerciante: |rMercador Rashaad|n|cFFFFD200Zona: |rEternévoa|n|cFFFFD200Custo: |r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t",51,7389,10684,132924,2,2,2,6,7,0
Ele acha que você também tem gosto de galinha.,"|cFFFFD200Comerciante: |rJohnson ""Depenado""|n|cFFFFD200Zona: |rMil Agulhas|n|cFFFFD200Custo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",52,7394,10685,135996,2,2,2,6,7,0
"A barata é geralmente comprada por impulso. Seus donos costumam achar muito difícil se separar dela, mesmo depois de várias tentativas.",|cFFFFD200Comerciante: |rMercador Rashaad|n|cFFFFD200Zona: |rEternévoa|n|cFFFFD200Custo: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n|n|cFFFFD200Comerciante: |rJeremias Mascotte|n|cFFFFD200Zona: |rClareiras de Tirisfal|n|cFFFFD200Custo: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,55,7395,10688,294474,4,2,2,6,7,0
Ele espera poder crescer e ficar forte para destruir aldeias que nem a mamãe.,"|cFFFFD200Saque: |rDragonetinhos|n|cFFFFD200Área: |rPantanal, Pântano Vadeoso, Ermos, Estepes Ardentes",56,7543,10695,134154,1,2,0,6,7,0
"Como os outros membros da revoada azul, estas pequenas criaturas brincalhonas demonstram afinidade com magia arcana.",|cFFFFD200Saque: |rEspólio do Mundo|n|cFFFFD200Zona: |rHibérnia,57,7547,10696,134155,1,2,0,6,7,0
"Este jovem dragão vem do Pantanal e está começando a aprender a caçar, soprar fogo e a sair por aí em charmosos acessos de fúria destruidora.",|cFFFFD200Saque: |rEspólio do Mundo|n|cFFFFD200Zona: |rPantanal,58,7544,10697,134158,1,2,0,6,7,0
"Outrora criada pelo dragão verde Itharius, esta singular espécie de dragões ambientou-se nas selvas de Feralas.",|cFFFFD200Saque: |rDragonete Nocivo|n|cFFFFD200Zona: |rFeralas,59,7545,10698,134157,1,2,0,6,7,0
Comerciantes da Feira de Negraluna oferecem maravilhas estranhas e exóticas. Eles também vendem sapos de madeira.,|cFFFFD200Comerciante: |rFlik|n|cFFFFD200Zona: |rIlha de Negraluna|n|cFFFFD200Custo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,64,7550,10703,237579,8,2,2,6,7,0
Famosos pelas pernas poderosas e visão aguçada.,|cFFFFD200Comerciante: |rFlik|n|cFFFFD200Zona: |rIlha de Negraluna|n|cFFFFD200Custo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,65,7549,10704,237579,8,2,2,6,7,0
Essa ave de rapina de penas escuras é vista geralmente como um arauto da ruína entre os druidas de Teldrassil.,|cFFFFD200Comerciante: |rShylenai|n|cFFFFD200Zona: |rTeldrassil|n|cFFFFD200Custo: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,67,7555,10706,132150,2,2,2,6,7,0
Crianças noctiélficas recebem uma pena de coruja no primeiro aniversário como amuleto de boa sorte.,|cFFFFD200Comerciante: |rShylenai|n|cFFFFD200Zona: |rTeldrassil|n|cFFFFD200Custo: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,68,7553,10707,132150,2,2,2,6,7,0
Os pelursos de Hibérnia cobiçam as penas brancas brilhantes dessas criaturas majestosas para propósitos ritualísticos.,|cFFFFD200Batalha de Mascotes: |rHibérnia|n|cFFFFD200Estação: |rInverno,69,7554,0,132150,2,26,4,6,7,0
Um complexo sistema de buracos protege o cão da pradaria dos cascos enormes de seus vizinhos.,"|cFFFFD200Comerciante: |rHalpa, Naleen|n|cFFFFD200Zona: |rMulgore|n|cFFFFD200Custo: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t",70,14421,10709,2126349,4,2,2,6,7,0
"Se você sai perseguindo coelhos-nevinhais, sabe que vai acabar caindo.",|cFFFFD200Comerciante: |rYarlyn Ambarmanso|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Custo: |r20|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,72,7560,10711,132762,4,2,2,6,7,0
"Este réptil, um dos companheiros preferidos dos magos do Kirin Tor, faz com que nos perguntemos se ele é uma cobra ou outra coisa completamente diferente.",|cFFFFD200Vendor: |rBreanni|n|cFFFFD200Zone: |rDalaran|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,74,7561,10713,136040,7,2,2,6,7,0
"Os Xan'tish destemidamente rastreiam, capturam e treinam essas nobres cobras para que elas ajudem seus camaradas em combate.",|cFFFFD200Comerciante: |rXan'tish|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Custo: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,75,7565,10714,136040,7,2,2,6,7,0
A cobra marrom é natural dos territórios controlados pela Horda. Ela parece insignificante até que suas vítimas estejam perto o suficiente.,|cFFFFD200Comerciante: |rXan'tish|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Custo: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,77,7562,10716,136040,7,2,2,6,7,0
"A cobra carmesim é preferida entre os trolls Lançanegra não só por sua natureza cruel, mas também por sua lealdade a toda prova.",|cFFFFD200Comerciante: |rMercador Rashaad|n|cFFFFD200Zona: |rEternévoa|n|cFFFFD200Custo: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n|n|cFFFFD200Comerciante: |rXan'tish|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Custo: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,78,7567,10717,136040,7,2,2,6,7,0
Não se preocupe: os mecanismos de combate e lógica de rastreio foram desativados nesta unidade. Eu acho. – Olhatorto Obnótico,|cFFFFD200Missão:|r Um OOX pra chamar de meu|n|cFFFFD200Zona:|r Angra do Butim|n,83,8376,12243,656513,9,18,1,6,7,0
Não chame esse pássaro de galinha a menos que você queira levar ovo na cara.,|cFFFFD200Missão: |rCOCORICÓ!|n|cFFFFD200Zona: |rCerro Oeste,84,30379,13548,135996,2,18,1,6,7,0
"Possivelmente explosivo, definitivamente adorável. Mantenha longe do fogo.",|cFFFFD200Profissão: |rEngenharia,85,9656,15048,133712,9,2,3,6,7,0
Esse pequeno robô pacificador de segurança costumar vir equipado com espanca-gentes e nulificadores arcanos de última geração. Não é para eco-chatos.,|cFFFFD200Profissão: |rEngenharia,86,9657,15049,294476,9,2,3,35,7,0
Essas adoráveis criaturas adoram se aninhar com seus donos após um longo dia de batalhas brutais.,|cFFFFD200Saque: |rEspólio do Mundo|n|cFFFFD200Zona: |rFeralas,87,9662,15067,657499,1,2,0,6,7,0
Worgs são os companheiros preferidos dos orcs e são ferozmente leais no campo de batalha.,|cFFFFD200Saque: |rIntendente Zigris|n|cFFFFD200Zona: |rPico da Rocha Negra Inferior,89,10259,15999,132599,7,2050,0,6,7,0
"Embora nasça em altitudes quentes do Pico da Rocha Negra, a aranita queimateia pode sobreviver em quase todos os ambientes.",|cFFFFD200Saque: |rMãe Queimateia|n|cFFFFD200Zona: |rPico da Rocha Negra Inferior,90,10598,16450,132598,7,2,0,6,7,0
Esse filhotinho minúsculo de panda é muito procurado por aventureiros de toda Azeroth - apesar de suas tendências narcolépticas.,|cFFFFD200Promoção:|r Edição de Colecionador de World of Warcraft,92,11325,17707,132494,7,82,7,6,7,0
"E O CÉU TREMERÁ, E O HOMEM CHORARÁ, E O FIM DOS DIAS IRÁ... espera, por que você é $galto:alta; desse jeito?",|cFFFFD200Promoção:|r Edição de Colecionador de World of Warcraft,93,11326,17708,132787,5,82,7,6,7,0
"Os zergnídeos são membros ferozes e diminutos do enxame Zerg, e não devem ser subestimados. Muito perigosos em grandes números.",|cFFFFD200Promoção:|r Edição de Colecionador de World of Warcraft,94,11327,17709,136217,4,82,7,6,7,0
"Engenheiros talentosos criaram uma réplica exata de um sapo de madeira, que custou somente dez vezes mais do que um sapo de verdade.",|cFFFFD200Profissão: |rEngenharia,95,12419,19772,237579,9,2,3,6,7,0
"Acreditava-se que o lendário sapo da cerveja estivesse extinto, até que as estranhas cervejas da Feira de Negraluna os atraíram de seus esconderijos.",|cFFFFD200Evento Mundial:|r Feira de Negraluna,106,14878,23811,237579,8,18,6,6,7,0
Aparições deste murloc recluso e adorado sempre atraem multidões.,|cFFFFD200Promoção:|r BlizzCon 2005,107,15186,24696,656556,0,16466,7,6,7,0
"A propensão charmosa e as traquinagens divertidas de Sortudo são o remédio certo para os momentos de frustração, e conseguem alegrar os climas mais depressivos.",|cFFFFD200Promoção:|r Edição de Colecionador de Burning Crusade (apenas UE)|n,111,15358,24988,656558,0,16466,7,6,7,0
Alerta: use luvas e óculos de proteção ao manusear gosmículas nojentas. NÃO LAVE. Mancha quase todo tipo de armadura.,"|cFFFFD200Saque: |rEspólio do Mundo|n|cFFFFD200Criatura:|r Gosmas, Visgos e Vermes",114,15429,25162,132107,5,2,0,6,7,0
"Após nascerem, os tubarões fogem rapidamente de suas mães famintas. Sua independência precoce os torna perigosos, mesmo na juventude.","|cFFFFD200Profissão:|r Pesca|n|cFFFFD200Comerciante:|r Nat Pagle|n|cFFFFD200Zona:|r Guarnição, Barraca de Pesca|n|cFFFFD200Custo:|r 50|Tinterface\icons\inv_misc_coin_19.blp:0|t",115,86445,172695,294472,8,2,3,6,7,0
"Esse brinquedo astuto é equipado com um interruptor secreto para desativar o modo ""tranquilo"". Por sorte, nem os engenheiros que o construíram sabem onde fica esse botão.",|cFFFFD200Profissão: |rEngenharia,116,15699,26010,132189,9,2,3,36,7,0
"Ele adora dançar e acenar e brincar! Ele derrete depois do Festival de Véu de Inverno, mas não se preocupe: um dia ele volta!",|cFFFFD200Evento Mundial:|r Festa do Véu de Inverno|n,117,15710,26045,655957,6,2,6,6,7,0
Ele gostaria de não ficar nem mais um segundo dentro de uma caixa de presente.,|cFFFFD200Evento Mundial:|r Festa do Véu de Inverno,118,15706,26529,133706,4,2,6,6,7,0
"Esses aliados sazonais trabalham incansavelmente para se preparar para o Festa do Véu de Inverno, e apreciariam não ser perturbados pelo resto do ano.",|cFFFFD200Evento Mundial:|r Festa do Véu de Inverno,119,15698,26533,133204,0,2,6,39,7,0
"Durante a majestosa celebração de Véu de Inverno, esses companheiros fiéis espalham alegria pela terra. O resto do ano não, porque eles estão muito ocupados.",|cFFFFD200Evento Mundial:|r Festa do Véu de Inverno,120,15705,26541,133202,0,2,6,39,7,0
"Gurky é uma performer natural, embora prefira se manter escondida, fazendo aparições públicas apenas em raras ocasiões.",|cFFFFD200Promoção:|r Promoção do Site de Fãs da UE|n,121,16069,27241,656557,0,16466,7,6,7,0
"O poder do amor pode ser uma coisa perigosa, especialmente quando está nas mãos de um goblin voador de gênio ruim.",|cFFFFD200Evento Mundial:|r O amor está no ar|n|cFFFFD200Comerciante: |rMercadora Amorosa|n|cFFFFD200Custo: |r40|TINTERFACE\ICONS\INV_ValentinesCard01:0|t|n,122,16085,27570,132382,0,2,6,6,7,0
"Esse filhote tem muitas habilidades iguais às dos seus parentes, mas quando se trata de cantar, ele não tem páreo.",|cFFFFD200Promoção:|r iCoke,124,16456,28505,132498,7,16466,7,6,7,0
Devagar se vai ao longe...,|cFFFFD200Evento Mundial:|r Semana das Crianças,125,16547,28738,656341,8,2,6,6,7,0
"Muitos acham que o apelido ""Remexe"" é por causa do rebolado característico com que esse porco se locomove. Mas eles descobrem o verdadeiro motivo quando olham as próprias entranhas se remexendo no chão.",|cFFFFD200Evento Mundial:|r Semana das Crianças,126,16548,28739,132514,4,2,6,6,7,0
"Suíças, tático exímio, finge a própria morte para enganar predadores e cobradores.",|cFFFFD200Evento Mundial:|r Semana das Crianças,127,16549,28740,294480,4,2,6,6,7,0
"Esse pedacinho de verão tem cheiro de tardes cálidas e tempestades de raios. Se você olhar bem, talvez consiga discernir um rosto.",|cFFFFD200Evento Mundial:|r Festival do Fogo do Solstício|n|cFFFFD200Comerciante: |rMercadora do Solstício|n|cFFFFD200Custo: |r350|TINTERFACE\ICONS\INV_SummerFest_FireFlower:0|t,128,16701,28871,134813,6,2,6,6,7,0
"Após uma incursão de harpias em Feralas, vários ninhos de hipogrifos foram atacados. Centenas de filhotes ficaram órfãos, e foram confiados aos cuidados dos druidas da Ilha de Sardor.",|cFFFFD200Jogo de Cards Colecionáveis:|r Heróis de Azeroth,130,17255,30156,132833,2,2,8,6,7,0
"Cria dos dracos etéreos de Terralém, este jovem dragão ainda está aprendendo a ser um caçador, protetor e adorável terror dos céus.",|cFFFFD200Promoção:|r Edição de Colecionador de Burning Crusade,131,18381,32298,134539,1,82,7,6,7,0
"Apenas desejos mágicos produzem lagostins mágicos. É como eles dizem, ""um desejo, um badejo"".",|cFFFFD200Pesca:|r Pesca (430)|n|cFFFFD200Zona:|r Mata Terokkar (Pontos de Pesca),132,18839,33050,133900,8,2,3,6,7,0
O etéreo Rashaad começou a criar essas enigmáticas criaturas ao descobrir que elas têm a habilidade de se alimentar de energias arcanas.,|cFFFFD200Comerciante: |rMercador Rashaad|n|cFFFFD200Zona: |rEternévoa|n|cFFFFD200Custo: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,136,20408,35156,136006,5,2,2,6,7,0
Esse coelho será a coisa mais bonitinha que seu oponente jamais verá. E também será a última.,|cFFFFD200Comerciante: |rMercador Rashaad|n|cFFFFD200Zona: |rEternévoa|n|cFFFFD200Custo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,137,20472,35239,132762,4,2,2,6,7,0
"Este inseto mágico é um delicado morador da Ilha Névoa Lazúli, e diz-se que ele possui habilidades de cura.",|cFFFFD200Comerciante: |rSixx|n|cFFFFD200Zona: |rExodar|n|cFFFFD200Custo: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,138,21010,35907,236193,2,2,2,6,7,0
Este inseto é o resultado da exposição a energias mágicas selvagens. Trata-se de um espécime inesperadamente colorido produzido pela introdução de espécies de mariposa de Azeroth nos eco-domos de Eternévoa.,|cFFFFD200Comerciante: |rMercador Rashaad|n|cFFFFD200Zona: |rEternévoa|n|cFFFFD200Custo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,139,21009,35909,236193,2,2,2,6,7,0
"Prefere voar durante tempestades, que são comuns na Ilha Névoa Lazúli.",|cFFFFD200Comerciante: |rSixx|n|cFFFFD200Zona: |rExodar|n|cFFFFD200Custo: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,140,21008,35910,236193,2,2,2,6,7,0
"Prefere voar em noite nevoentas, que são comuns na Ilha Névoa Lazúli.",|cFFFFD200Comerciante: |rSixx|n|cFFFFD200Zona: |rExodar|n|cFFFFD200Custo: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,141,21018,35911,236193,2,2,2,6,7,0
Apreciado pelos antigos criadores de falcodrago de Luaprata. Ele é facilmente notado à noite por predadores e por isso teve que aprender a ficar alerta desde sempre.,|cFFFFD200Comerciante: |rJilanne|n|cFFFFD200Zona: |rFloresta do Canto Eterno|n|cFFFFD200Custo: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,142,21055,36027,132188,1,2,2,6,7,0
Inimigos mortais dos falcodragos prateados; se dão muito bem com falcodragos dourados.,|cFFFFD200Comerciante: |rJilanne|n|cFFFFD200Zona: |rFloresta do Canto Eterno|n|cFFFFD200Custo: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,143,21064,36028,132188,1,2,2,6,7,0
"Espécies ferozes de falcodrago, frequentemente vistos mergulhando bem alto do céu para abater suas presas.",|cFFFFD200Comerciante: |rJilanne|n|cFFFFD200Zona: |rFloresta do Canto Eterno|n|cFFFFD200Custo: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,144,21063,36029,132188,1,2,2,6,7,0
Criado pelos poucos comerciantes ainda dispostos a trabalhar em Eternévoa.,|cFFFFD200Comerciante: |rMercador Rashaad|n|cFFFFD200Zona: |rEternévoa|n|cFFFFD200Custo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,145,21056,36031,132188,1,2,2,6,7,0
"Comumente usado pelos Sporeggar como fonte de luz enquanto transitam pelos canais aquáticos do Pântano Zíngaro, este inseto luminescente os ajuda a evitar os perigosos agulheiros brejolume.",|cFFFFD200Saque: |rAgulheiro Brejolume|n|cFFFFD200Zona: |rPântano Zíngaro,146,21076,36034,236196,2,2,0,6,7,0
"As energias mágicas liberadas durante a transformação de Asacéu para sua forma Arakkoa verdadeira libertaram essa pobre criatura, um filhote de pássaro aprisionado por Luanga para energizar sua maldição vil.",|cFFFFD200Missão:|r Asacéu|n|cFFFFD200Zona:|r Mata Terokkar|n|n,149,22445,39181,132598,2,18,1,6,7,0
"Muitos farristas bêbados da Cervafest já contaram histórias sobre essa misteriosa criatura, mas poucos conseguem se lembrar de alguma coisa pela manhã.",|cFFFFD200Evento Mundial:|r Cervafest,153,22943,39709,132800,4,2,6,6,7,0
"Sortudo grasna quando está com fome ou quando está zangado. De um jeito ou de outro, é melhor que você não o aborreça.",|cFFFFD200Promoção:|r World Wide Invitational 2007|n,155,23198,40405,133858,4,16466,7,6,7,0
"Embora lamentasse se separar de Bananas, Landro percebeu que seria mais seguro para a mascote ficar longe da Angra do Butim quando o pai dele, o Rei Mukla, descobrisse seu desaparecimento.",|cFFFFD200Jogo de Cards Colecionáveis:|r Através do Portal Negro,156,23234,40549,133980,7,2,8,6,7,0
Ele é um pouco malvado mas extremamente narcoléptico. Mantenha-o longe dos bichos!,|cFFFFD200Evento Mundial:|r Semana das Crianças,157,23231,40613,294482,5,2,6,6,7,0
"Os sin'dorei usam falcostruzes como montaria, mas este pequenino foi considerado inadequado após ser diagnosticado com inúmeros problemas de ansiedade.",|cFFFFD200Evento Mundial:|r Semana das Crianças,158,23258,40614,294475,4,2,6,6,7,0
Elekks domesticados são treinados como montaria pelos draeneis. Em seu habitat natural eles são caçados por causa de suas presas de marfim.,|cFFFFD200Evento Mundial:|r Semana das Crianças,159,23266,40634,656598,4,2,6,6,7,0
Fedegoso usa seu cheiro para repelir predadores e atrair gatos. Ele tem muito mais sucesso com aqueles do que com estes.,|cFFFFD200Conquista: |rMini zoológico particular|n|cFFFFD200Categoria: |rBatalha de Mascotes,160,23274,40990,132599,4,82,5,6,7,0
Essa moringa esperta gosta de irromper do chão e assustar os passantes incautos. Salve as abóboras selvagens!,|cFFFFD200Evento Mundial:|r Noturnália,162,23909,42609,134015,6,2,6,6,7,0
"O couro e a carne dos crocoliscos são procurados pelos caçadores, mas essa criatura é selvagem e não se deixa surpreender.",|cFFFFD200Profissão: |rPesca|n|cFFFFD200Zona: |rShattrath,163,24388,43697,656555,8,2,3,6,7,0
"Bafo-bravo é igual aos outros crocoliscos, exceto pelo seu excelente senso de humor.",|cFFFFD200Profissão:|r Pesca|n|cFFFFD200Zona:|r Shattrath,164,24389,43698,656553,8,2,3,6,7,0
Mandingueiros Amani transformaram muitas vítimas em sapos. Algumas nunca se recuperam.,|cFFFFD200Saque:|rSapo da Floresta|n|cFFFFD200Zona:|r Zul'Aman,165,24480,43918,237579,8,2,0,6,7,0
"Uma criatura tímida, o elekk rosa só se deixa perceber pelos que se tornam seus amigos, ou por aqueles que estiverem tão intoxicados a ponto de não poderem fazer-lhe mal.",|cFFFFD200Evento Mundial:|r Cervafest|n|cFFFFD200Comerciante: |rBebel Trocarrápida|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Custo: |r100|TINTERFACE\ICONS\INV_Misc_Coin_01:0|t|n|n|cFFFFD200Comerciante: |rBlix Consertatreco|n|cFFFFD200Zona: |rDurotar|n|cFFFFD200Custo: |r100|TINTERFACE\ICONS\INV_Misc_Coin_01:0|t,166,24753,44369,656600,4,2,6,6,7,0
"Quirósporos selvagens são criaturas cruéis, mas se forem domadas enquanto jovens, podem se tornar companheiros leais.",|cFFFFD200Comerciante: |rMika|n|cFFFFD200Zona: |rPântano Zíngaro|n|cFFFFD200Facção: |rSporeggar - Exaltado|n|cFFFFD200Custo: |r30|TINTERFACE\ICONS\INV_Mushroom_02:0|t,167,25062,45082,132197,2,2,2,6,7,0
"Quando a Legião Ardente invadiu Terralém, Landro Tirolongo contribuiu com este projeto para os esforços de guerra. Tanto a Aliança quanto a Horda não quiseram produzir.",|cFFFFD200Jogo de Cards Colecionáveis:|r Marcha da Legião,168,25109,45125,133883,9,2,8,6,7,0
Muito mais quieto que um dragão de verdade.,|cFFFFD200Jogo de Cards Colecionáveis:|r Marcha da Legião,169,25110,45127,133838,2,2050,8,33,7,0
"Esse porco dourado honra seus ancestrais, dando boa sorte aos seus aliados.",|cFFFFD200Promoção:|r Recrute um Amigo|n,170,25146,45174,133784,4,82,7,6,7,0
"Os druidas acham que porcos prateados têm um vínculo especial com porcos dourados, pois as duas espécies apareceram em Azeroth na mesma época.",|cFFFFD200Promoção:|r Recrute um Amigo,171,25147,45175,133786,4,82,7,6,7,0
"Xamãs anciãos alertaram que fogos-fátuos de Ragnaros, servos leais do Senhor do Fogo, estão andando pelo Front Ígneo. Recomenda-se atenção dobrada.",|cFFFFD200Comerciante:|r Zen'Vorka|n|cFFFFD200Zona:|r Front Ígneo|n|cFFFFD200Custo: |r30|TINTERFACE\ICONS\INV_MISC_MARKOFTHEWORLDTREE.BLP:0|t,172,25706,45890,294481,6,2,2,6,7,0
Crocoliscos são anfíbios predadores de seis pernas encontrados em águas costeiras. Arqueólogos acreditam que eles são descendentes dos dimetrodontes da Cratera Un'Goro.,|cFFFFD200Profissão: |rPesca|n|cFFFFD200Zona: |rShattrath,173,26050,46425,656554,8,2,3,6,7,0
"Depois de estudar as espécies de crocolisco por anos, o famoso pescador Nat Pagle chegou à conclusão de que bebês crocoliscos são quase inofensivos.",|cFFFFD200Profissão: |rPesca|n|cFFFFD200Zona: |rShattrath,174,26056,46426,656552,8,2,3,6,7,0
"Filho do deus fênix Alar, o filhote alça voo imediatamente após ser chocado.",|cFFFFD200Saque: |rKael'thas Andassol|n|cFFFFD200Zona: |rTerraço dos Magísteres,175,26119,46599,134373,6,2,0,6,7,0
"Essas criaturas formidáveis, dadas de presente a heróis como recompensa por vitórias em batalha, representam bravura e força.",|cFFFFD200Promoção:|r Evento de Campo de Batalha|n|cFFFFD200Posto Comercial|r,179,27217,48406,133278,1,16402,11,6,7,0
Apenas heróis que provaram seu valor por meio de grandes atos são presenteados com uma dessas criaturas serpentinas místicas.,|cFFFFD200Promoção:|r Evento JxJ da China,180,27346,48408,133443,1,16402,7,6,7,0
"Comerciantes de almas etéreos precisam de essências, e acompanham todos que conseguem libertá-las de hospedeiros bravios.",|cFFFFD200Jogo de Cards Colecionáveis:|r A caçada a Illidan,183,27914,49964,136039,5,2,8,38,7,0
"Nativas da Mata Terokkar, arraias etéreas procriam durante a temporada chuvosa. Das centenas de filhotes que nascem de uma vez, bem poucos sobrevivem até a idade adulta.",|cFFFFD200Comerciante: |rDrella|n|cFFFFD200Zona: |rMata Terokkar|n|cFFFFD200Facção: |rGuarda Aérea Sha'tari - Exaltado|n|cFFFFD200Custo: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,186,28470,51716,132191,2,2,2,6,7,0
