ID,OverrideName_lang,Field_9_1_0_38709_001_lang,Flags
306,Lontruk Domado,Companheiro do Mestre da Caça,0
307,Elemental do Raio Sobrecarregado,,1
308,Serpe Confortada,,1
309,Comandante-de-escama Sarkareth,A Chama Partida,0
310,Coachante Descolando,,0
311,Ferramenta Energizada,,1
312,Sapo Pacificado,,0
313,Filhote Claudicante,,1
314,Açoitadora da Doença,,1
315,Rasgadora Claudicante,,1
316,Pimentas Tostadas Zandali,,0
317,Vassoura Encantada,,1
318,Drusa de Cristal com Fome de Mana,,1
319,Chefe da Gangue dos Diabretes,,1
320,Valthrux,,0
321,Ascendente Busca-tempestade,,0
322,Venderthvan,A Chama Partida,0
323,Kalecgos,Evocação de Cartas,0
324,Cristal Levemente Gélido,,0
325,Cristal Um Pouco Gélido,,0
326,Cristal Moderadamente Gélido,,0
327,Cristal Muito Gélido,,0
328,Infusor Dormente,,0
329,"Litorrádix, o Enfurecido",,0
330,Bob,,0
331,Escamarrocha,,0
332,Dentinho,,0
333,Barão von Rasataque,,0
334,Lorde Flamisco,,0
335,Cadeira Chique,,1
336,Poste de Luz,,1
338,Fonte de Calor Acesa,,0
339,Cria da Luz,,0
340,Filho do Caos,,0
341,Fera do Sha,,0
342,,,1
345,Prisioneiro Tauren Libertado,,1
346,Primevista Nokhid,,0
