ID,SortName_lang,UiOrderIndex,Flags
428,Campanha da Queda da Legião,0,0
429,A caçada por Illidan Tempesfúria,0,0
430,Dia dos Piratas,0,0
431,Expedição a Argus,0,0
432,Fronts de Guerra,0,0
433,Festival do Luniscante,0,0
434,O caminho do rei,0,0
435,As Mortes de Crona,0,0
436,Galinha-foguete,0,0
437,Draenei Forjado a Luz,0,0
438,Tauren Altamontês,0,0
439,Elfo Caótico,0,0
440,Filho da Noite,0,0
441,Masmorra,0,0
442,Raide,0,0
444,Raças Aliadas,0,0
445,Os planos da Chefe Guerreira,0,0
446,Jornada de Aventuras,0,0
447,Campanha de Guerra da Aliança,0,0
448,Campanha de Guerra da Horda,0,0
449,Anão Ferro Negro,0,0
450,Orc Mag'har,0,0
451,O Caçador Sombrio,0,0
453,Expedições Insulares,0,0
555,JxJ Mundial,0,0
556,O Orgulho de Kul Tiraz,0,0
557,JxJ Ranqueado,0,0
559,Troll zandalari,0,0
560,Tradição,0,0
561,Malogro,0,0
562,Vingança de Tyrande,0,0
563,O destino de Saurfang,0,0
564,Dia das camisetas grátis,0,0
565,Caldeirão das Tempestades,0,0
566,Humano kultireno,0,0
567,Ataque,0,0
569,Coração de Azeroth,0,0
571,Profissões,0,0
573,Seguidores de Nazjatar,0,0
574,Pecádia,0,0
575,Revanche de Korrak,0,0
576,Santuário do Pacto,0,0
579,Indique um Amigo,0,0
580,Visões de N'Zoth,0,0
582,Vulpera,0,0
583,Gnomecânico,0,0
584,Campanha do Império Negro,0,0
586,Corte das Brasas,0,0
587,Pelo céu despedaçado,0,0
588,Morte Ascendente,0,0
589,Chamados dos Kyrianos,0,0
590,Chamados dos Feérios Noturnos,0,0
591,Chamados dos Necrolordes,0,0
592,Chamados dos Venthyr,0,0
593,Sutura de Abominação,0,0
594,Campanha de Caminhada Temporal,0,0
595,Caminho da Ascensão,0,0
596,Criação Lendária,0,0
600,Campanha do 9.1,0,0
601,Cifras dos Primogênitos,0,0
602,Campanha de Zereth Mortis,0,0
603,O Códice dos Arquivistas,0,0
604,Ataques do Pacto,0,0
606,Síntese de Protoforma,0,0
607,Rastreamento de Símbolo do Cap. 6,0,0
608,Tormenta Liberada,0,0
609,Expedição Escama de Dragão,0,0
610,Tempestades Primevistas,0,0
611,Morsanos de Iskaara,0,0
612,Centauros Maruuk,0,0
613,Acordo de Valdrakken,0,0
614,Conjurante,0,0
615,Posto Comercial,0,0
616,Engenho da Inovação,0,0
617,Consórcio do Artífice,0,0
618,Campos de Impregnação,0,0
620,Tarefas de Enviado,0,0
622,Pesquisadores sob fogo,0,0
623,Arquivo Azerothiano,0,0
624,Provação do Estilo,0,0
625,Sistemas,0,0
626,Fendas Temporais,0,0
627,Creche Escaminha,0,0
628,Surto Onírico,0,0
629,Guardiões do Sonho,0,0
630,Reivindicação de Guilnéas,0,0
631,Copa de Kalimdor,0,0
632,Copa dos Reinos do Leste,0,0
633,Copa de Terralém,0,0
634,Copa de Nortúndria,0,0
635,Copa de Pandária,0,0
636,Copa das Ilhas Partidas,0,0
637,A Emissária,0,0
638,Aniversário de Hearthstone,0,0
639,Trilhas Temporais,0,0
640,Terrano,0,0
642,Sistema de Aprimoramentos,0,0
643,Bandos de Guerra,0,0
645,Metamissões,10,1
646,Segredos de Azeroth,0,0
651,Duplas da Discórdia,0,0
652,Imersões,0,0
