Name_lang,Description_lang,Objective_lang,ID,BattlemasterListID,LFGDungeonsID,RewardsQuestID
Contenda: Culinária: Impossível,Corrida de Coleta,"- Colete ingredientes pela fazenda e traga-os de volta ao seu cozinheiro
- O primeiro a coletar ingredientes suficientes vence!
- Derrote o Espancador da facção oposta para ganhar a lealdade dele",17,887,0,0
Contenda: Casa Guarnecida,Combate até a Morte em Equipe,"- Combate até a Morte em Equipe
- 3 jogadores por equipe
- Primeiras duas mortes em cada equipes são ressuscitadas imediatamente",18,0,0,0
Praia Fervilhante,Coletar Azerita,"Grandes quantidades de azerita foram encontradas perto da costa de Feralas, numa ilha inexplorada esquecida agora conhecida como Praia Fervilhante.",19,894,0,0
Contenda: Ashran Clássica,Campo de Batalha Épico Infinito,"- A batalha nunca termina em Ashran!
- Mate o líder da facção adversária e domine os eventos para ganhar recompensas
- Colete Fragmentos de Artefato de criaturas e entregue para conceder bônus para a sua facção",120,1021,0,0
Contenda: Surra no PC,Dominação,"- Capturar objetivos
- Matar os inimigos
- Vencer",121,0,1966,0
Invérnia,Defenda ou ataque Invérnia,"- Defenda a Fortaleza como Defesa
- Destrua a última muralha da Fortaleza como Ataque",122,1030,0,0
Contenda: Ilha Apinhada,Ilha 10x10,Vamos precisar de um barco maior...,123,0,2025,0
Revanche de Korrak,Evento do Aniversário de WoW,"- Vivencie o Vale Alterac das antigas
- Mate Korrak, o Sanguinário, e rechace a invasão trólica!
- Complete missões e objetivos para receber recompensas",124,1033,0,63953
Desfiladeiro do Vendaval,Capture os objetivos,"- Capture e domine os objetivos
- Ganhe 1500 recursos",125,1039,0,0
Contenda: Revanche de Korrak,Vale Alterac Clássico,"- Vivencie o Vale Alterac das antigas
- Mate Korrak, o Sanguinário, e rechace a invasão trólica!
- Complete missões e objetivos para receber recompensas",126,1033,0,0
Solo Mix,Partidas de arena em equipe embaralhada,"– 6 jogadores jogam 6 rodadas de arena 3x3
– As equipes são embaralhadas no fim de cada rodada
– Somente filas de jogadores Solo",130,1065,0,0
Solo Mix: Arena do Enigma,Partidas de arena em equipe embaralhada,"- 6 jogadores jogam 6 rodadas de arena 3x3
- As equipes são embaralhadas no fim de cada rodada
- Somente filas de jogadores Solo",132,0,0,0
Contenda: Detonação do Vendaval,Busque e destrua,"- Pegue bombas no Mercado
- Escolte as bombas até as bases
- Plante-as e defenda-as",133,1075,0,0
Contenda: Ataque Relâmpago,Ataque Relâmpago,"- Fila solo, mas Curandeiros podem fazer fila dupla
- 8 jogadores por equipe
- Lute ao lado de membros de ambas as facções
- Velocidade de montaria global aumentada
- Modos de jogo mais rápidos",136,1101,0,0
Contenda: Ataque Relâmpago - Ravina Brado Guerreiro,Ataque Relâmpago,,137,1102,0,0
Contenda: Ataque Relâmpago - Montes Gêmeos,Ataque Relâmpago,,138,1103,0,0
Contenda: Ataque Relâmpago - Batalha por Guilnéas,Ataque Relâmpago,,139,1104,0,0
Contenda: Ataque Relâmpago - Minas Estilhaço Prateado,Ataque Relâmpago,,140,1105,0,0
Contenda: Ataque Relâmpago - Templo de Kotmogu,Ataque Relâmpago,,141,1106,0,0
Contenda: Ataque Relâmpago - Desfiladeiro do Vendaval,Ataque Relâmpago,,142,1109,0,0
Contenda: Ataque Relâmpago - Bacia Arathi,Ataque Relâmpago,,143,1108,0,0
Contenda: Ataque Relâmpago - Olho da Tormenta,Ataque Relâmpago,,144,1107,0,0
Contenda: O Calor da Batalha,Arena 3x3,"- Arena 3x3
- Causar dano a jogadores inimigos com poucos pontos de vida aumenta o dano causado por sua equipe
- Curadores recebem um cantil que pode ser usado em combate para restaurar mana",145,1111,0,0
Contenda: Ataque Relâmpago - Ravina Cargafunda,Ataque Relâmpago,,147,1118,0,0
Ravina Cargafunda,Ravina Cargafunda,"- Capture e segure os vagonetes
- Capture a gema central
- Ganhe 1500 recursos",148,1110,0,0
