Name_lang,Description_lang,ID,DisplayIndex,UiCameraID,AltHandUICameraID,ForgeAttachmentOverride,Flags,ArtifactID
Vigília Aquilina,,117,2,789,0,-1,0,56
Canhão Tuscotiro,,118,4,791,0,-1,0,56
Trovão do Elekk,,119,3,790,0,-1,0,56
Mordida da Serpente,,120,5,792,0,-1,0,56
Renascimento da Águia,,121,2,715,0,-1,0,34
Lança do Alfa,,122,3,717,0,-1,0,34
Golpe da Serpente,,123,4,716,0,-1,0,34
Fortitude do Urso,,124,6,718,0,-1,1,34
Orgulho dos Andassóis,,125,2,838,937,-1,0,54
Renascimento da Fênix,,126,3,840,940,-1,0,54
Lâmina do Lavanato,,127,4,839,939,-1,0,54
Lâmina do Dobratempo,,128,5,841,941,-1,0,54
"Fu Zan, Companheiro do Andarilho",,129,1,710,0,-1,0,52
Fardo do Rei Macaco,,130,2,711,0,-1,0,52
Pegada do Fogo do Dragão,,131,4,713,0,-1,0,52
Coração do Boi,,132,3,712,0,-1,0,52
Carregador da Névoa,,133,5,714,0,-1,0,52
Toada da Névoa Profunda,,134,2,845,0,-1,0,51
Sopro da Serpente Imorredoura,,135,6,846,0,-1,1,51
Tormento do Sha,,136,4,847,0,-1,0,51
Espírito de Chi-ji,,137,3,848,0,-1,0,51
Punhos do Paraíso,,138,1,629,630,-1,0,50
Toque de Al'Akir,,139,2,691,692,-1,0,50
Alcance do Espírito,,140,3,694,693,-1,0,50
Legado Shado-Pan,,141,4,696,695,-1,0,50
Punho de Tempestade,,142,6,698,697,-1,1,50
Punho do Vigilante Caído,,143,2,785,199,-1,0,48
Chama da Justiça,,144,5,788,199,-1,0,48
Guardião do Túmulo,,145,4,786,199,-1,0,48
Julgamento do Protetor,,146,3,787,199,-1,0,48
Guarda Fiel,,147,1,756,755,-1,0,49
Luz dos Titãs,,148,2,777,945,-1,0,49
Proteção do Guardião Negro,,149,4,780,943,-1,0,49
Brasão do Fogo Sagrado,,150,5,778,944,-1,0,49
Baluarte do Vindicante,,151,6,779,946,-1,1,49
Ira da Luz,,152,1,705,0,-1,0,46
Brasão do Redimido,,153,2,706,0,-1,0,46
Pináculo do Guardião dos Tomos,,154,6,709,0,-1,1,46
Vigília Eterna,,155,4,708,0,-1,0,46
Cálice de Luz,,156,3,707,0,-1,0,46
Estandarte da Pureza,,157,2,950,0,-1,0,45
Guardião da Luz,,158,3,948,0,-1,0,45
Memória de Argus,,159,5,949,0,-1,0,45
Abraço do Caos,,160,4,951,0,-1,0,45
Alfanjes do Terror,,161,1,757,758,-1,0,44
Promessa do Flagelo do Mar,,162,2,868,873,-1,0,44
Beijo da Chama,,163,3,869,874,-1,0,44
Alcance do Contrabandista,,164,5,870,875,-1,0,44
Última Palavra do Biltre,,165,4,871,876,-1,0,44
Guardião da Tempestade,,166,2,880,885,-1,0,40
Voz da Terra,,167,3,881,886,-1,0,40
Legado de Rehgar,,168,5,882,887,-1,0,40
Punho do Xamã Caído,,169,4,883,888,-1,0,40
Traztormenta,,170,2,632,0,-1,0,41
Ruína da Legião,,171,3,633,0,-1,0,41
Destino do Mão Negra,,172,4,634,0,-1,0,41
Tufão,,173,5,635,0,-1,0,41
Cetro das Profundezas,,174,2,801,963,-1,0,42
Titanato,,175,3,802,961,-1,0,42
Portador Totêmico,,176,4,803,962,-1,0,42
Destino Congelado,,177,5,804,959,-1,0,42
Ceifadora do Vento Morto,,178,1,646,0,-1,0,39
Mão do Aflito,,179,2,647,0,-1,0,39
Sifão da Alma,,180,3,648,0,-1,0,39
Fim do Destino,,181,6,649,0,-1,1,39
Mão da Morte,,182,4,650,0,-1,0,39
Caveira dos Man'ari,,183,1,760,922,20,0,37
Olhar do Primeiro Evocador,,184,2,781,927,20,0,37
Orgulho do Lorde Abissal,,185,3,782,926,20,0,37
Remanescente em Chamas,,186,4,783,923,20,0,37
Alma do Esquecido,,187,5,784,925,20,0,37
"Stromkar, a Senhora da Guerra",,188,1,641,0,-1,0,36
Vingança dos Caídos,,189,2,749,0,-1,0,36
Gume da Ira,,190,4,752,0,-1,0,36
Ceifachama,,191,3,750,0,-1,0,36
Lâmina do Campeão Celeste,,192,5,751,0,-1,0,36
Armíferas dos Valarjares,,193,1,639,640,-1,0,35
Braço do Ginete de Dragão,,194,2,761,765,-1,0,35
Sopro da Tempestade,,195,4,764,768,-1,0,35
Olhar de Helya,,196,5,763,767,-1,0,35
Gorjabrava,,197,3,762,766,-1,0,35
Trilhabrava,,200,5,934,0,-1,0,55
Lunespírito,,203,6,636,637,-1,1,58
Crematória,,206,1,62,0,-1,0,80
Crematória,,207,1,62,0,-1,0,81
Crematória,,208,1,62,0,-1,0,80
Pescador Telúmino,,211,1,818,0,1,0,73
Investida do Ovelhomante,,212,6,825,0,-1,1,4
Toque da Morte-viva,,213,6,826,0,-1,1,15
Lâmina da Runa Negra,,214,6,827,828,-1,1,12
Libertação da Morte,,215,5,829,0,-1,0,16
Mortívago,,216,6,830,932,-1,1,3
Asumbra,,217,5,909,910,-1,0,60
Manafoice,,218,5,835,0,-1,0,59
Poder da Bocaina Velha,,219,5,188,638,-1,0,57
Vigilância da Noite,,220,5,67,0,-1,0,13
Vanguarda do Titã,,221,6,836,0,-1,1,56
Guardião da Floresta,,222,5,837,0,-1,0,34
Desígnio das Estrelas,,223,6,842,938,-1,1,54
Magus de Elite,,224,5,843,0,-1,0,53
Guardião da Cerveja Ancião,,225,6,844,0,-1,1,52
Essência da Calma,,226,5,849,0,-1,0,51
Impositor de Xuen,,227,5,850,851,-1,0,50
Armamento do Vigia,,228,6,852,199,-1,1,48
Protetor Divino,,229,3,853,942,-1,0,49
Memória Corrompida,,230,6,854,0,-1,1,2
Vigília Ascendida,,231,5,855,0,-1,0,46
Brasão dos Lumenatos,,232,6,947,0,-1,1,45
Garra de N'Zoth,,233,6,857,956,-1,1,47
Lâmina Espectral,,234,5,862,867,-1,0,43
"Tormentária, Lâmina Consagrada do Senhor do Vento",,235,6,872,877,-1,1,44
Mordida Peçonhenta,,236,6,878,879,-1,1,17
Prestígio dos Amani,,237,6,884,889,-1,1,40
Campeão Zandalari,,238,6,890,0,-1,1,41
Cavernas Serpeantes,,239,6,891,960,-1,1,42
Espinha dos Condenados,,240,5,892,0,-1,0,39
Face de Thal'kiel,,241,6,893,924,20,1,37
Máscara do Obscurecente,,242,5,894,0,-1,0,38
Trinca-lâmina de Arcanita,,243,6,895,0,-1,1,36
Gume do Mata-dragões,,244,6,896,897,-1,1,35
Quebra-legião,,245,5,898,964,-1,0,11
