ID,Name_lang,Name1_lang,Mask_ID,Flags
120,"%s, o Adepto da Magia","%s, a Adepta da Magia",88,0
121,Subjugador do Crepúsculo %s,Subjugadora do Crepúsculo %s,89,0
122,"%s, Conquistador de Naxxramas","%s, Conquistadora de Naxxramas",90,0
123,"%s, Herói de Nortúndria","%s, Heroína de Nortúndria",91,0
124,"%s, o Noturno","%s, a Noturna",92,0
125,Mestre Historiador %s,Mestre Historiadora %s,93,0
126,%s da Aliança,%s da Aliança,94,0
127,%s da Horda,%s da Horda,95,0
128,"%s, o Vitorioso Impecável","%s, a Vitoriosa Impecável",96,0
129,"%s, Campeão dos Ermos Gélidos","%s, Campeã dos Ermos Gélidos",97,0
130,Embaixador %s,Embaixatriz %s,98,0
131,"%s, o Campeão Argênteo","%s, a Campeã Argêntea",99,0
132,"%s, Guardião de Cenarius","%s, Guardiã de Cenarius",100,0
133,Mestre Cervejeiro %s,Mestra Cervejeira %s,101,0
134,"%s, o Ajudante de Papai Inverno","%s, a Ajudante de Papai Inverno",102,0
135,"%s, o Bobo Apaixonado","%s, a Boba Apaixonada",103,0
137,Tia %s,Tia %s,104,0
138,Tio %s,Tio %s,105,0
139,Assassino Obsidiano %s,Assassina Obsidiana %s,106,0
140,%s do Cair da Noite,%s do Cair da Noite,107,0
141,"%s, o Imortal","%s, a Imortal",108,0
142,"%s, o Duro de Matar","%s, a Dura de Matar",109,0
143,%s Jenkins,%s Jenkins,110,0
144,Almirante da Vela Sangrenta %s,Almirante da Vela Sangrenta %s,111,0
145,"%s, o Insano","%s, a Insana",112,0
146,%s da Exodar,%s da Exodar,113,0
147,%s de Darnassus,%s de Darnassus,114,0
148,%s de Altaforja,%s de Altaforja,115,0
149,%s de Ventobravo,%s de Ventobravo,116,0
150,%s de Orgrimmar,%s de Orgrimmar,117,0
151,%s de Sen'jin,%s de Sen'jin,118,0
152,%s de Luaprata,%s de Luaprata,119,0
153,%s do Penhasco do Trovão,%s do Penhasco do Trovão,120,0
154,%s da Cidade Baixa,%s da Cidade Baixa,121,0
155,"%s, o Nobre","%s, a Nobre",122,0
156,"%s, o Cruzado","%s, a Cruzada",123,0
157,Gladiador Mortal %s,Gladiadora Mortal %s,56,0
158,"%s, o Exício da Morte","%s, a Exício da Morte",124,0
159,"%s, o Defensor Celestial","%s, a Defensora Celestial",125,0
160,"%s, Conquistador de Ulduar","%s, Conquistadora de Ulduar",126,0
161,"%s, Campeão de Ulduar","%s, Campeã de Ulduar",127,0
163,Subjugador %s,Subjugadora %s,128,2
164,Arauto Estelar %s,Arauto Estelar %s,129,0
165,"%s, o Andarilho Astral","%s, a Andarilha Astral",130,0
166,"%s, Arauto dos Titãs","%s, Arauto dos Titãs",131,0
167,Gladiador Furioso %s,Gladiadora Furiosa %s,132,0
168,"%s, o Peregrino","%s, a Peregrina",133,0
169,Gladiador Implacável %s,Gladiadora Implacável %s,134,0
170,Grande Cruzado %s,Grande Cruzada %s,135,0
171,"%s, o Defensor Argênteo","%s, a Defensora Argêntea",136,0
172,"%s, o Paciente","%s, a Paciente",137,0
173,"%s, a Luz da Aurora","%s, a Luz da Aurora",138,0
174,"%s, Algoz do Rei Derrotado","%s, Algoz do Rei Derrotado",139,0
175,"%s, o Regicida","%s, a Regicida",140,0
176,%s do Veredito Cinzento,%s do Veredito Cinzento,141,0
177,Gladiador Colérico %s,Gladiadora Colérica %s,142,0
188,"%s, Matador de Lacaios Burros, Incompetentes e Decepcionantes","%s, Matadora de Lacaios Burros, Incompetentes e Decepcionantes",147,0
189,Professor Assistente %s,Professora Assistente %s,148,0
190,Professor Adjunto %s,Professora Adjunta %s,149,0
191,Professor %s,Professora %s,150,0
193,"%s, Veterano da Aliança","%s, Veterana da Aliança",152,0
194,"%s, Veterano da Horda","%s, Veterana da Horda",153,0
195,Recruta %s,Recruta %s,154,0
196,Cabo %s,Cabo %s,155,0
197,Terceiro-sargento %s,Terceiro-sargento %s,156,0
198,Segundo-sargento %s,Segundo-sargento %s,157,0
199,Primeiro-sargento %s,Primeiro-sargento %s,158,0
200,Cavaleiro %s,Cavaleira %s,159,0
201,Tenente-cavaleiro %s,Tenente-cavaleira %s,160,0
202,Capitão-cavaleiro %s,Capitão-cavaleira %s,161,0
203,Campeão-cavaleiro %s,Campeã-cavaleira %s,162,0
204,Tenente-comandante %s,Tenente-comandante %s,163,0
205,Comandante %s,Comandante %s,164,0
206,Marechal %s,Marechal %s,165,0
207,Marechal-de-campo %s,Marechal-de-campo %s,166,0
208,Grão-marechal %s,Grão-marechal %s,167,0
209,Batedor %s,Batedora %s,168,0
210,Bruto %s,Bruta %s,169,0
211,Terceiro-sargento %s,Terceiro-sargento %s,170,0
212,Segundo-sargento %s,Segundo-sargento %s,171,0
213,Primeiro-sargento %s,Primeiro-sargento %s,172,0
214,Guarda Pétreo %s,Guarda Pétrea %s,173,0
215,Guarda-de-Sangue %s,Guarda-de-Sangue %s,174,0
216,Legionário %s,Legionária %s,175,0
217,Centurião %s,Centuriã %s,176,0
218,Campeão %s,Campeã %s,177,0
219,Tenente-general %s,Tenente-general %s,178,0
220,General %s,General %s,179,0
221,Senhor da Guerra %s,Senhora da Guerra %s,180,0
222,Sumo Senhor da Guerra %s,Suma Senhora da Guerra %s,181,0
223,"%s, Herói da Aliança","%s, Heroína da Aliança",182,0
224,"%s, Herói da Horda","%s, Heroína da Horda",183,0
225,"%s, o Sedento de Sangue","%s, a Sedenta de Sangue",184,0
226,%s dos Quatro Ventos,%s dos Quatro Ventos,151,0
227,"%s, Defensor do Mundo Despedaçado","%s, Defensora do Mundo Despedaçado",185,0
228,Mata-dragões %s,Mata-dragões %s,186,0
229,"%s, a Ruína do Asa Negra","%s, a Ruína do Asa Negra",187,0
258,"%s, o Colecionador de Camelos","%s, a Colecionadora de Camelos",143,0
259,Armipotente %s,Armipotente %s,144,0
260,Beligerante %s,Beligerante %s,145,0
266,"%s, Defensor Abençoado de Nordrassil","%s, Defensora Abençoada de Nordrassil",146,0
267,"%s, Vingador de Hyjal","%s, Vingadora de Hyjal",188,0
276,"%s, Desbravador das Chamas","%s, Desbravadora das Chamas",189,0
278,Senhor do Fogo %s,Senhora do Fogo %s,190,0
279,Gladiador Cruel %s,Gladiadora Cruel %s,191,0
280,Gladiador Inclemente %s,Gladiadora Inclemente %s,192,0
281,Gladiador Cataclísmico %s,Gladiadora Cataclísmica %s,193,0
285,"%s, Salvador de Azeroth","%s, Salvadora de Azeroth",194,0
287,"%s, o Fim do Destruidor","%s, o Fim do Destruidor",196,0
303,Fazendeiro %s,Fazendeira %s,195,0
308,"%s, o Bem Amado","%s, a Bem Amada",197,0
309,"%s, o Destemido","%s, a Destemida",198,0
310,Dono do Zoológico %s,Dona do Zoológico %s,199,0
311,"%s, o Caçador de Relíquias","%s, a Caçadora de Relíquias",200,0
314,"%s, o Intrépido","%s, a Intrépida",201,0
315,"%s, Mestre dos Caminhos","%s, Mestra dos Caminhos",202,0
316,"%s, o Mestre da Tranquilidade","%s, a Mestra da Tranquilidade",203,0
317,"%s, o Explorador das Galerias","%s, a Exploradora das Galerias",204,0
318,Shado-mestre %s,Shado-mestra %s,205,0
319,"%s, o Cenabadista","%s, a Cenabadista",206,0
320,Domador %s,Domadora %s,207,0
321,"%s, o Amante do Conhecimento","%s, a Amante do Conhecimento",208,0
333,"%s, o Brigão","%s, a Brigona",209,2
338,"%s, o Arauto do Despertar","%s, o Arauto do Despertar",218,0
340,Khan %s,Khan %s,220,0
341,"%s, o Rompe-procelas","%s, a Rompe-procelas",221,0
342,Nêmesis da Tempestade %s,Nêmesis da Tempestade %s,222,0
343,Gladiador Malévolo %s,Gladiadora Malévola %s,223,0
344,Recruta do G.O.P.E. %s,Recruta do G.O.P.E. %s,224,4
347,Soldado do G.O.P.E. %s,Soldado do G.O.P.E. %s,226,4
348,Treinador %s,Treinadora %s,227,0
349,Revolucionário Lançanegra %s,Revolucionária Lançanegra %s,228,0
350,Esplendoroso %s,Esplendorosa %s,229,0
351,"%s, o Quebra-Horda","%s, a Quebra-Horda",230,0
354,"%s, a Mente Envenenada","%s, a Mente Envenenada",231,0
355,"%s, o Sanguinário","%s, a Sanguinária",232,0
356,"%s, o Gafanhoto","%s, a Gafanhoto",233,0
357,"%s, o Guardião do Enxame","%s, a Guardiã do Enxame",234,0
358,"%s, o Primeiro","%s, a Primeira",235,0
359,"%s, o Manipulador","%s, a Manipuladora",236,0
360,"%s, o Dissecador","%s, a Dissecadora",237,0
361,"%s, o Lúcido","%s, a Lúcida",238,0
362,"%s, o Aniquilador dos Ventos","%s, a Aniquiladora dos Ventos",239,0
365,"%s, a Maluca dos Gatos","%s, a Maluca dos Gatos",240,0
366,"%s, Defensor da Muralha","%s, Defensora da Muralha",241,0
367,%s Matador de Mogus,%s Matadora de Mogus,242,0
368,Tecechamas %s,Tecechamas %s,243,0
369,Comandante Escarlate %s,Comandante Escarlate %s,244,0
370,Umbromestre %s,Umbromestre %s,245,0
371,Defensor Purificado %s,Defensora Purificada %s,246,0
372,Quebra-cerco %s,Quebra-cerco %s,247,0
373,"%s, o Cervejeiro da Tempestade","%s, a Cervejeira da Tempestade",248,0
374,Protetor de Jade %s,Protetora de Jade %s,249,0
377,"%s, o Maluco dos Gatos","%s, o Maluco dos Gatos",252,0
378,Gladiador Atroz %s,Gladiadors Atroz %s,253,0
379,Gladiador Orgulhoso %s,Gladiadora Orgulhosa %s,254,0
382,"%s, Conquistador de Orgrimmar","%s, Conquistadora de Orgrimmar",211,0
383,"%s, Libertador de Orgrimmar","%s, Libertadora de Orgrimmar",212,0
384,"%s, a Queda de Garrosh","%s, a Queda de Garrosh",214,0
385,"%s, o Atacante Habilidoso","%s, a Atacante Habilidosa",215,0
386,"%s, o Defensor Habilidoso","%s, a Defensora Habilidosa",216,0
387,"%s, o Curador Habilidoso","%s, a Curadora Habilidosa",219,0
388,Gladiador Tirano %s,Gladiadora Tirana %s,225,0
389,Vigilante do Fogo %s,Vigilante do Fogo %s,251,0
390,Andarilho das Brumas %s,Andarilha das Brumas %s,255,0
391,%s da Colheita Negra,%s da Colheita Negra,256,0
392,Lenhador %s,Lenhadora %s,257,0
393,Mestre das Toras %s,Mestre das Toras %s,258,0
394,"%s, o Madeireiro","%s, a Madeireira",259,0
395,Arquiteto %s,Arquiteta %s,260,0
397,Campeão Sangrento %s,Campeã Sangrenta %s,261,0
398,"%s, o Homicida","%s, a Homicida",262,0
399,Aniquilador de Gnomos %s,Aniquiladora de Gnomos %s,263,0
400,"%s, o Matador de Anões","%s, a Matadora de Anões",264,0
401,Caçador de Worgens %s,Caçadora de Worgens %s,265,0
402,"%s, o Flagelo dos Kaldorei","%s, o Flagelo dos Kaldorei",266,0
403,"%s, o Destruidor de Draenies","%s, a Destruidora de Draenies",267,0
404,"%s, o Terror dos Tushui","%s, o Terror dos Tushui",268,0
406,"%s, o Senhor da Guerra de Draenor","%s, a Senhora da Guerra de Draenor",269,0
407,"%s, o Açougueiro","%s, a Açougueira",270,0
408,Mata-orcs %s,Mata-orcs %s,271,0
409,"%s, o Flagelo dos Mortos","%s, o Flagelo dos Mortos",272,0
410,"%s, o Matador de Kezan","%s, a Matadora de Kezan",273,0
411,Caçador de Trolls %s,Caçadora de Trolls %s,274,0
412,"%s, o Matador de Sin'dorei","%s, a Matadora de Sin'dorei",275,0
413,"%s, o Destruidor de Huojin","%s, a Destruidora de Huojin",276,0
414,Mestre de Estábulo %s,Mestre de Estábulo %s,277,0
415,Rei-gadanho %s,Rei-gadanho %s,278,0
416,Rainha-gadanho %s,Rainha-gadanho %s,279,0
417,"%s, o Terror da Serraria Tarren","%s, o Terror da Serraria Tarren",280,0
418,"%s, o Aniquilador da Costa Sul","%s, a Aniquiladora da Costa Sul",281,0
419,%s dos Lobo do Gelo,%s dos Lobo do Gelo,282,0
420,Prelado %s,Prelada %s,283,0
421,"""Conservacionista"" %s","""Conservacionista"" %s",284,0
422,"%s, a Lança de Vol'jin","%s, a Lança de Vol'jin",285,0
423,"%s, a Espada de Wrynn","%s, a Espada de Wrynn",286,0
424,Senhor Risadinha %s,Senhora Risadinha %s,287,0
425,Pacificador %s,Pacificadora %s,288,0
426,%s da Vanguarda de Ferro,%s da Vanguarda de Ferro,289,0
428,"%s, o Indomável","%s, a Indomável",290,0
429,"%s, o Mestre da Mina","%s, a Mestra da Mina",291,0
430,Mestre de Doca %s,Mestra de Doca %s,292,0
431,"%s, o Salva-alma","%s, a Salva-alma",293,0
432,"%s, o Rebento de Rukhmar","%s, a Rebenta de Rukhmar",294,0
433,Andarilho Espiritual %s,Andarilha Espiritual %s,295,0
434,"%s, o Senhor da Rocha Negra","%s, o Senhor da Rocha Negra",296,0
435,"%s, a Senhora da Rocha Negra","%s, a Senhora da Rocha Negra",297,0
436,"%s, o Guardião Violeta","%s, a Guardiã Violeta",298,0
437,"%s, o Subjugador do Carrilcruel","%s, a Subjugadora do Carrilcruel",299,0
438,"%s, o Herói Selvagem","%s, a Heroína Selvagem",300,0
439,"%s, o Destruidor de Ferro","%s, a Destruidora de Ferro",301,0
440,"%s, o Lorde da Guerra","%s, o Lorde da Guerra",302,0
441,"%s, a Dama da Guerra","%s, a Dama da Guerra",303,0
442,"%s, o Crepúsculo do Império","%s, o Crepúsculo do Império",304,0
443,Artífice %s,Artífice %s,305,0
444,"%s, a Lenda de Pandária","%s, a Lenda de Pandária",306,0
445,Fotógrafo Aventureiro %s,Fotógrafa Aventureira %s,307,0
446,Gladiador Primevo %s,Gladiadora Primeva %s,308,0
447,"%s, Guardião da Aliança","%s, Guardiã da Aliança",309,0
448,"%s, Defensor da Aliança","%s, Defensora da Aliança",310,0
449,"%s, Soldado da Aliança","%s, Soldado da Aliança",311,0
450,"%s, Guardião da Horda","%s, Guardiã da Horda",312,0
451,"%s, Defensor da Horda","%s, Defensora da Horda",313,0
452,"%s, Soldado da Horda","%s, Soldado da Horda",314,0
453,Gladiador Indomado %s,Gladiadora Indomada %s,315,0
454,Gladiador Pugnaz %s,Gladiadora Pugnaz %s,316,0
455,Capitão %s,Capitã %s,317,0
456,%s da Selva,%s da Selva,318,0
457,"%s, Ruína do Corruptor","%s, Ruína do Corruptor",319,0
458,Illidari %s,Illidari %s,344,0
462,Grão-lorde %s,Grã-senhora %s,345,0
463,Matador %s,Matadora %s,320,0
464,Honorável %s,Honorável %s,321,0
465,O Prestigioso %s,A Prestigiosa %s,322,0
466,O Implacável %s,A Implacável %s,323,0
468,"%s, Instigado pela Honra","%s, Instigada pela Honra",325,0
469,"%s, Patrono da Guerra","%s, Patronesse da Guerra",326,0
470,Arquidruida %s,Arquidruidesa %s,327,0
471,Senhor da Morte %s,Senhora da Morte %s,328,0
472,Grão-mestre %s,Grã-mestra %s,329,0
473,Mestre Assassino %s,Mestre Assassina %s,330,0
474,"%s, o Senhor das Rédeas","%s, a Senhora das Rédeas",331,0
475,"%s, Guardião de G'Hanir","%s, Guardiã de G'Hanir",332,0
476,"%s, o Quebra-chão","%s, a Quebra-chão",333,0
477,"%s, o Fabuloso","%s, a Fabulosa",334,0
478,Mestre da Caça %s,Mestre da Caça %s,335,0
479,Clarividente %s,Clarividente %s,336,0
480,Senhor do Éter %s,Senhora do Éter %s,337,0
481,Umbralâmina %s,Umbralâmina %s,338,0
482,Sumo Sacerdote %s,Alta-sacerdotisa %s,339,0
483,Médico de Campo %s,Médica de Campo %s,340,0
484,"%s, o Sonhador","%s, a Sonhadora",341,0
485,"%s, a Vingança Encarnada","%s, a Vingança Encarnada",342,0
486,"%s, o Crédulo","%s, o Crédulo",343,0
489,"%s, a Vingança da Garra","%s, a Vingança da Garra",346,4
493,"%s, o Escolhido","%s, a Escolhida",347,0
494,Diretor %s,Diretora %s,348,2
502,Gladiador Víndice %s,Gladiadora Víndice %s,353,0
503,"%s, a Força Incontrolável","%s, a Força Incontrolável",354,0
504,Gladiador Destemido %s,Gladiadora Destemida %s,355,0
505,Estilista %s,Estilista %s,356,0
506,"%s, o Sombreador","%s, a Sombreadora",357,0
507,"%s, Instrutor de Aventuras","%s, Instrutora de Aventuras",358,4
508,Gladiador Execrável %s,Gladiadora Execrável %s,359,0
509,Gladiador Feroz %s,Gladiadora Feroz %s,360,0
510,Senhor do Tempo %s,Senhora do Tempo %s,361,0
511,"%s, o Saqueador de Tumbas","%s, a Saqueadora de Tumbas",362,0
512,Gladiador Bravio %s,Gladiadora Bravia %s,363,0
513,"%s, Algoz dos Titãs","%s, Algoz dos Titãs",364,0
514,"%s, o Colecionador","%s, a Colecionadora",365,4
515,"%s, o Arauto da Luz","%s, o Arauto da Luz",366,0
516,Matademônios %s,Matademônios %s,367,0
517,Gladiador Dominador %s,Gladiadora Dominadora %s,368,0
518,"%s, o Estrategista","%s, a Estrategista",369,0
519,Gladiador Demoníaco %s,Gladiadora Demoníaca %s,370,0
520,"%s, Maldito, Imundo, Fedorento, Ladrão de Balas!","%s, Maldita, Imunda, Fedorenta, Ladra de Balas!",371,0
521,Chefe do Correio %s,Chefe do Correio %s,372,0
522,Prospector %s,Prospectora %s,373,0
524,"%s, Renomado Matador de G'huun","%s, Renomada Matadora de G'huun",374,0
625,"%s, o Assassino da Horda","%s, a Assassina da Horda",375,0
626,"%s, o Assassino da Aliança","%s, a Assassina da Aliança",376,0
627,"%s, Conquistador de Azeroth","%s, Conquistadora de Azeroth",377,0
628,Inquisidor %s,Inquisidora %s,378,0
629,Estimado %s,Estimada %s,379,0
630,"%s, o Admirado","%s, a Admirada",380,0
631,"%s, o Purificador","%s, a Purificadora",381,0
632,Líder da Expedição %s,Líder da Expedição %s,382,0
633,Competidor %s,Competidor %s,383,0
634,"%s, Conquistador Famoso de Dazar'alor","%s, Conquistadora Famosa de Dazar'alor",384,0
635,"%s, Defensor Famoso de Dazar'alor","%s, Defensora Famosa de Dazar'alor",385,0
636,"%s, Herói de Dazar'alor","%s, Heroína de Dazar'alor",386,0
637,"%s, o Cavaleiro da Morte de Elite","%s, a Cavaleira da Morte de Elite",387,0
638,"%s, o Caçador de Demônios de Elite","%s, a Caçadora de Demônios de Elite",388,0
639,"%s, o Druida de Elite","%s, a Druidesa de Elite",389,0
640,"%s, o Caçador de Elite","%s, a Caçadora de Elite",390,0
641,"%s, o Mago de Elite","%s, a Maga de Elite",391,0
642,"%s, o Monge de Elite","%s, a Monja de Elite",392,0
643,"%s, o Paladino de Elite","%s, a Paladina de Elite",393,0
644,"%s, o Sacerdote de Elite","%s, a Sacerdotisa de Elite",394,0
645,"%s, o Ladino de Elite","%s, a Ladina de Elite",395,0
646,"%s, o Xamã de Elite","%s, a Xamã de Elite",396,0
647,"%s, o Bruxo de Elite","%s, a Bruxa de Elite",397,0
648,"%s, o Guerreiro de Elite","%s, a Guerreira de Elite",398,0
649,"%s, Fã de Camisetas","%s, Fã de Camisetas",399,0
650,"%s, Mestre do Lixo","%s, Mestra do Lixo",324,0
651,"%s, Renomado Matador do Arauto","%s, Renomada Matadora do Arauto",400,0
654,Gladiador Notório %s,Gladiadora Notória %s,402,0
655,%s do Ferro-velho,%s do Ferro-velho,403,0
656,"%s, o Eterno","%s, a Eterna",404,0
657,%s das Profundezas,%s das Profundezas,405,0
658,%s Reluzente,%s Reluzente,406,0
659,"%s, o Campeão de Azeroth","%s, a Campeã de Azeroth",407,0
660,"Peregrino %s, o Portador da Marreta","Peregrina %s, a Portadora da Marreta",408,0
661,"%s, Renomado Matador de Azshara","%s, Renomada Matadora de Azshara",409,0
662,"%s, o Explorador Renomado","%s, a Exploradora Renomada",410,0
664,"%s, Veterano da Quarta Guerra","%s, Veterana da Quarta Guerra",412,0
665,Gladiador Corrompido %s,Gladiadora Corrompida %s,411,0
666,"%s, Como Si Mesmo","%s, Como Si Mesma",413,0
667,"%s, Servo de N'Zoth","%s, Serva de N'Zoth",414,0
668,"%s, Discípulo da Desordem","%s, Discípula da Desordem",415,0
669,"%s, Renomado Matador de N'Zoth","%s, Renomada Matadora de N'Zoth",416,0
670,"%s, o Incorrupto","%s, a Incorrupta",417,0
671,"%s, o Desperto","%s, a Desperta",418,0
672,"%s, o Sem-rosto","%s, a Sem-rosto",419,0
676,Guardião da Cripta %s,Guardiã da Cripta %s,423,0
678,"%s, Mão da Arconte","%s, Mão da Arconte",425,0
679,Barão %s,Barão %s,426,0
680,Baronesa %s,Baronesa %s,427,0
681,"%s, Enviado do Inverno","%s, Enviada do Inverno",428,0
682,Conde %s,Conde %s,429,0
683,Condessa %s,Condessa %s,430,0
684,Mortífero %s,Mortífera %s,424,0
685,"%s, o Orgulhoso","%s, a Orgulhosa",431,0
686,Findador de Pecados %s,Findadora de Pecados %s,432,0
687,"%s, o Arauto da Festa","%s, o Arauto da Festa",433,0
688,Gladiador Pecaminoso %s,Gladiadora Pecaminosa %s,434,0
689,%s Gente Fina,%s Gente Fina,435,0
690,"%s, o Confesso","%s, a Confessa",436,0
691,Abominável %s,Abominável %s,437,0
692,Espreita-torre %s,Espreita-torre %s,438,0
693,"%s, o Ascendido","%s, a Ascendida",439,0
694,"%s, Renomado Matador de Denathrius","%s, Renomada Matadora de Denathrius",440,0
698,Gladiador Desacorrentado %s,Gladiadora Desacorrentada %s,441,0
699,"%s, Protetor do Bosque","%s, Protetora do Bosque",442,0
700,"%s, Espada do Prócer","%s, Espada do Prócer",443,0
701,Devorador de Pecados %s,Devoradora de Pecados %s,444,0
702,"%s, Discípulo da Devoção","%s, Discípula da Devoção",445,0
703,"%s, o Atormentado","%s, a Atormentada",446,0
704,"%s, o Partidor de Correntes","%s, a Partidora de Correntes",447,0
705,"%s, o Célebre Algoz da Rainha Banshee","%s, a Célebre Algoz da Rainha Banshee",448,0
708,Especialista na Provação %s,Especialista na Provação %s,449,0
709,"%s, Patrulheiro da Torre","%s, Patrulheira da Torre",450,0
710,"%s, o Herói Atormentado","%s, a Heroína Atormentada",451,0
712,Gladiador Cósmico %s,Gladiadora Cósmica %s,452,0
713,%s the [PH] TBD Title,%s the [PH] TBD Title,453,0
714,"%s, Renomado Algoz do Banido","%s, Renomada Algoz do Banido",454,0
715,"%s, Guardião do Padrão","%s, Guardiã do Padrão",455,0
716,Solista %s,Solista %s,456,0
717,"%s, o Críptico","%s, a Críptica",457,0
718,"%s, o Herói Críptico","%s, a Heroína Críptica",458,0
719,Espectador Destemido %s,Espectadora Destemida %s,459,0
720,%s de Lordaeron,%s de Lordaeron,460,0
721,Gladiador Eterno %s,Gladiadora Eterna %s,461,0
722,"%s, Caminhante da Gorja","%s, Caminhante da Gorja",462,0
723,Singrante do Véu %s,Singrante do Véu %s,463,0
724,"%s, Herói do Destino","%s, Heroína do Destino",464,0
725,"%s, o Amortalhado","%s, a Amortalhada",465,0
727,"%s, o Herói Amortalhado","%s, a Heroína Amortalhada",466,0
728,"%s, Dríade Honorária","%s, Dríade Honorária",467,0
729,Gladiador Carmesim %s,Gladiador Carmesim %s,468,0
