ID,DisplayName_lang,Description_lang,Type,Cost_Modifier,Race,Sex,Data
68,Bacana,,0,1,1,0,5
69,Solto,,0,1,1,0,6
70,Burguês,,0,1,1,0,7
71,Erudito,,0,1,1,0,8
72,Aventureiro,,0,1,1,0,9
73,Gostosão,,0,1,1,0,10
74,Sansão,,0,1,1,0,11
85,Barba,,2,0.75,1,0,0
86,Coronel,,2,0.75,1,0,1
87,Mosqueteiro,,2,0.75,1,0,2
88,Barbicha,,2,0.75,1,0,3
89,Feiticeiro,,2,0.75,1,0,4
90,Suíças,,2,0.75,1,0,5
91,Cavanhaque,,2,0.75,1,0,6
92,Bigode,,2,0.75,1,0,7
93,Bundinha de neném,,2,0.75,1,0,8
125,Liso,,0,1,11,1,0
126,Jogado para o lado,,0,1,11,1,1
127,Fashion,,0,1,11,1,2
128,Pantera,,0,1,11,1,3
129,Coques laterais,,0,1,11,1,4
130,Tiara étnica,,0,1,11,1,5
131,Franja,,0,1,11,1,6
132,Elegante,,0,1,11,1,7
133,Chanel moderno,,0,1,11,1,8
134,Nuca raspada,,0,1,11,1,9
135,Ousado,,0,1,11,1,10
143,Ondulado,,2,0.75,11,1,0
144,Curvado,,2,0.75,11,1,1
145,Arqueado,,2,0.75,11,1,2
146,Alto,,2,0.75,11,1,3
147,Lateral,,2,0.75,11,1,4
148,Grande,,2,0.75,11,1,5
149,Curto,,2,0.75,11,1,6
175,Rabo de cavalo alto,,0,1,10,1,0
176,Longo e repartido,,0,1,10,1,1
177,Molhado,,0,1,10,1,2
178,Sexy,,0,1,10,1,3
179,Tiara étnica,,0,1,10,1,4
180,Volumoso,,0,1,10,1,5
181,Preso,,0,1,10,1,6
182,Coque,,0,1,10,1,7
183,Chanel,,0,1,10,1,8
184,Básico,,0,1,10,1,9
185,Tímido,,0,1,10,1,10
186,Cabelão,,0,1,10,1,11
187,Ondulado,,0,1,10,1,12
188,Bandana,,0,1,10,1,13
200,Rubis,,2,0.75,10,1,1
201,Argolas,,2,0.75,10,1,2
202,Brincos,,2,0.75,10,1,3
203,Pingentes de esmeralda,,2,0.75,10,1,4
204,Esmeraldas e piercing,,2,0.75,10,1,5
205,Piercing de orelha,,2,0.75,10,1,6
206,Pérolas,,2,0.75,10,1,7
207,Pingentes de rubi,,2,0.75,10,1,8
208,Piercing triplo,,2,0.75,10,1,9
209,Esmeraldas e piercing de orelha,,2,0.75,10,1,10
245,Jogado para o lado,,0,1,10,0,0
246,Jogadinho,,0,1,10,0,1
247,Águia,,0,1,10,0,2
248,Rabo de raposa,,0,1,10,0,3
249,Longo e repartido,,0,1,10,0,4
250,Espetado,,0,1,10,0,5
251,Franja longa,,0,1,10,0,6
252,Pantera repartido,,0,1,10,0,7
253,Chapinha,,0,1,10,0,8
254,Bandana,,0,1,10,0,9
255,Guerreiro,,0,1,10,0,10
266,Bundinha de neném,,2,0.75,10,0,0
267,Ponto,,2,0.75,10,0,1
268,Mosca,,2,0.75,10,0,2
269,Arrepiado,,2,0.75,10,0,3
270,Barbica,,2,0.75,10,0,4
271,Barbica aparada,,2,0.75,10,0,5
272,Pera,,2,0.75,10,0,6
273,Sabugosa,,2,0.75,10,0,7
274,Barbicha,,2,0.75,10,0,8
275,Barbica desenhada,,2,0.75,10,0,9
307,Juba,,0,1,4,0,0
308,Samurai com tranças,,0,1,4,0,1
309,Longo,,0,1,4,0,2
310,Preso,,0,1,4,0,3
311,Samurai solto,,0,1,4,0,4
312,Rabo de cavalo curto,,0,1,4,0,5
313,Mamãe-vim-de-moto,,0,1,4,0,6
322,Bundinha de neném,,2,0.75,4,0,0
323,Barba cuidada,,2,0.75,4,0,1
324,Barba,,2,0.75,4,0,2
325,Bigode,,2,0.75,4,0,3
326,Suíças,,2,0.75,4,0,4
327,Barbicha,,2,0.75,4,0,5
349,Careca,,0,1,3,0,0
350,Longo,,0,1,3,0,1
351,Preso,,0,1,3,0,2
352,Curto,,0,1,3,0,3
353,Guerreiro,,0,1,3,0,4
354,Rabo de cavalo curto,,0,1,3,0,5
355,Jogadinho,,0,1,3,0,6
356,Testa alta,,0,1,3,0,7
357,Samurai,,0,1,3,0,8
358,Trança,,0,1,3,0,9
359,Trança curta,,0,1,3,0,10
370,Volumoso,,2,0.75,3,0,0
371,Trança dupla,,2,0.75,3,0,1
372,Barba cuidada,,2,0.75,3,0,2
373,Curto,,2,0.75,3,0,3
374,Bigodão,,2,0.75,3,0,4
375,Bigodão trançado,,2,0.75,3,0,5
376,Modelado,,2,0.75,3,0,6
377,Pontuda,,2,0.75,3,0,7
378,Trançado,,2,0.75,3,0,8
379,Enganação,,2,0.75,3,0,9
380,Barbaça,,2,0.75,3,0,10
413,Guerreiro,,0,1,2,1,0
414,Preso,,0,1,2,1,1
415,Crista,,0,1,2,1,2
416,Chucas,,0,1,2,1,3
417,Rabo de javali,,0,1,2,1,4
418,Chifres,,0,1,2,1,5
419,Juba,,0,1,2,1,6
420,Raspado,,0,1,2,1,7
429,Sem furos,,2,0.75,2,1,0
430,Brincos,,2,0.75,2,1,1
431,Piercing de orelha,,2,0.75,2,1,2
432,Piercing de nariz,,2,0.75,2,1,3
433,Piercing de nariz e brinco,,2,0.75,2,1,4
434,Piercing de nariz e orelha,,2,0.75,2,1,5
435,Peneira,,2,0.75,2,1,6
459,Trança dupla,,0,1,3,1,0
460,Coque princesa,,0,1,3,1,1
461,Trançado,,0,1,3,1,2
462,Rabo de javali,,0,1,3,1,3
463,Coque trançado,,0,1,3,1,4
464,Tranças presas,,0,1,3,1,5
465,Preso,,0,1,3,1,6
466,Curto,,0,1,3,1,7
467,Repartido,,0,1,3,1,8
468,Tranças curtas,,0,1,3,1,9
469,Carré,,0,1,3,1,10
470,Tosado,,0,1,3,1,11
471,Franja e tranças,,0,1,3,1,12
472,Trança solta,,0,1,3,1,13
483,Sem furos,,2,0.75,3,1,0
484,Brincos,,2,0.75,3,1,1
485,Piercing de orelha,,2,0.75,3,1,2
486,Piercing de orelha duplo,,2,0.75,3,1,3
487,Piercing de nariz,,2,0.75,3,1,4
488,Brincos pequenos,,2,0.75,3,1,5
519,Coque banana,,0,1,7,1,0
520,Chucas,,0,1,7,1,1
521,Rabo de javali,,0,1,7,1,2
522,Repartido,,0,1,7,1,3
523,Molhado,,0,1,7,1,4
524,Coque princesa,,0,1,7,1,5
525,Carré,,0,1,7,1,6
535,Sem furos,,2,0.75,7,1,0
536,Brincos,,2,0.75,7,1,1
537,Brincos pequenos,,2,0.75,7,1,2
538,Piercing de orelha,,2,0.75,7,1,3
539,Peneira,,2,0.75,7,1,4
540,Brinco esquerdo,,2,0.75,7,1,5
541,Brinco direito,,2,0.75,7,1,6
565,Careca,,0,1,7,0,0
566,Asa,,0,1,7,0,1
567,Bem aparado,,0,1,7,0,2
568,Boi lambeu,,0,1,7,0,3
569,Modelado,,0,1,7,0,4
570,Pouca telha,,0,1,7,0,5
571,Tapa-careca,,0,1,7,0,6
581,Bundinha de neném,,2,0.75,7,0,0
582,Barbicha,,2,0.75,7,0,1
583,Suíças,,2,0.75,7,0,2
584,Espetos,,2,0.75,7,0,3
585,Barba,,2,0.75,7,0,4
586,Halterofilista,,2,0.75,7,0,5
587,Modelado,,2,0.75,7,0,6
588,Bigode,,2,0.75,7,0,7
613,Careca,,0,1,5,0,0
614,Moicano,,0,1,5,0,1
615,Despenteado,,0,1,5,0,2
616,Chuquinhas,,0,1,5,0,3
617,Espetado,,0,1,5,0,4
618,Selvagem,,0,1,5,0,5
619,Erudito,,0,1,5,0,6
620,Volumoso,,0,1,5,0,7
621,Guerreiro,,0,1,5,0,8
622,Longo,,0,1,5,0,9
633,Íntegro,,2,0.75,5,0,0
634,Beijoqueiro,,2,0.75,5,0,1
635,Masô,,2,0.75,5,0,2
636,Masô boquiaberto,,2,0.75,5,0,3
637,Masô babão,,2,0.75,5,0,4
638,Infecto,,2,0.75,5,0,5
639,Boquiaberto infecto,,2,0.75,5,0,6
640,Babão infecto,,2,0.75,5,0,7
641,Osso duro,,2,0.75,5,0,8
642,Queixada,,2,0.75,5,0,9
643,Dentinho,,2,0.75,5,0,10
644,Boquiaberto risonho,,2,0.75,5,0,11
645,Boca murcha,,2,0.75,5,0,12
646,Boquiaberto boca murcha,,2,0.75,5,0,13
647,Podre,,2,0.75,5,0,14
648,Boquiaberto podre,,2,0.75,5,0,15
649,Babão podre,,2,0.75,5,0,16
687,Selvagem,,0,1,5,1,0
688,Despenteado,,0,1,5,1,1
689,Solto,,0,1,5,1,2
690,Mamãe-vim-de-moto,,0,1,5,1,3
691,Longo,,0,1,5,1,4
692,Noivinha,,0,1,5,1,5
693,Joãozinho,,0,1,5,1,6
694,Modelado,,0,1,5,1,7
695,Carré,,0,1,5,1,8
696,Molhado,,0,1,5,1,9
707,Íntegro,,2,0.75,5,1,0
708,Suturado,,2,0.75,5,1,1
709,Masô,,2,0.75,5,1,2
710,Infecto,,2,0.75,5,1,3
711,Osso duro,,2,0.75,5,1,4
712,Dentinho,,2,0.75,5,1,5
713,Boca murcha,,2,0.75,5,1,6
714,Podre,,2,0.75,5,1,7
743,Comprido,,0,1,6,0,0
744,Boi,,0,1,6,0,1
745,Corcel,,0,1,6,0,2
746,Mocho,,0,1,6,0,3
747,Quebrado,,0,1,6,0,4
748,Pequeno,,0,1,6,0,5
749,Búfalo,,0,1,6,0,6
750,Matador,,0,1,6,0,7
754,Bundinha de neném,,2,0.75,6,0,0
755,Trança tripla,,2,0.75,6,0,1
756,Com argola,,2,0.75,6,0,2
757,Trança,,2,0.75,6,0,3
758,Barba,,2,0.75,6,0,4
759,Trança dupla,,2,0.75,6,0,5
760,Com argola e tranças,,2,0.75,6,0,6
779,Careca,,0,1,2,0,0
780,Guerreiro,,0,1,2,0,1
781,Samurai,,0,1,2,0,2
782,Crista,,0,1,2,0,3
783,Samurai solto,,0,1,2,0,4
784,Trançado,,0,1,2,0,5
785,Preso,,0,1,2,0,6
794,Bundinha de neném,,2,0.75,2,0,0
795,Dia seguinte,,2,0.75,2,0,1
796,Barba aparada,,2,0.75,2,0,2
797,Barba cuidada,,2,0.75,2,0,3
798,Pré-histórica,,2,0.75,2,0,4
799,Trança grossa,,2,0.75,2,0,5
800,Trança dupla,,2,0.75,2,0,6
801,Suíças trançadas,,2,0.75,2,0,7
802,Trança fina,,2,0.75,2,0,8
803,Suíças,,2,0.75,2,0,9
804,Chucas,,2,0.75,2,0,10
831,Chifrinhos,,0,1,6,1,0
832,Baixo,,0,1,6,1,1
833,Longo,,0,1,6,1,2
834,Para cima,,0,1,6,1,3
835,Pequenos,,0,1,6,1,4
836,Abertos,,0,1,6,1,5
837,Búfalo,,0,1,6,1,6
841,Crina,,2,0.75,6,1,0
842,Tranças,,2,0.75,6,1,1
843,Trança presa,,2,0.75,6,1,2
844,Maria-chiquinha,,2,0.75,6,1,3
845,Chucas,,2,0.75,6,1,4
861,Longo,,0,1,4,1,0
862,Rabo solto,,0,1,4,1,1
863,Curto,,0,1,4,1,2
864,Rabo de cavalo alto,,0,1,4,1,3
865,Tranças curtas,,0,1,4,1,4
866,Rabo de cavalo curto,,0,1,4,1,5
867,Chiquinha trançada,,0,1,4,1,6
876,Urso,,2,0.75,4,1,0
877,Lâminas,,2,0.75,4,1,1
878,Grou,,2,0.75,4,1,2
879,Folha,,2,0.75,4,1,3
880,Garra,,2,0.75,4,1,4
881,Asa,,2,0.75,4,1,5
882,Serpente,,2,0.75,4,1,6
883,Coruja,,2,0.75,4,1,7
884,Sombra,,2,0.75,4,1,8
885,Sem tatuagem,,2,0.75,4,1,9
911,Careca,,0,1,8,0,0
912,Testa alta,,0,1,8,0,1
913,Crista,,0,1,8,0,2
914,Mamãe-vim-de-moto,,0,1,8,0,3
915,Guerreiro,,0,1,8,0,4
916,Preso,,0,1,8,0,5
927,Presas,,2,0.75,8,0,0
928,Goiva,,2,0.75,8,0,1
929,Mamute,,2,0.75,8,0,2
930,Para cima,,2,0.75,8,0,3
931,Bridão,,2,0.75,8,0,4
932,Máscara e presas,,2,0.75,8,0,5
933,Goivas e pintura de guerra,,2,0.75,8,0,6
934,Mamute rajado,,2,0.75,8,0,7
935,Para cima e pintado,,2,0.75,8,0,8
936,Bridão pintado,,2,0.75,8,0,9
937,Mamute malhado,,2,0.75,8,0,10
965,Tranças,,0,1,8,1,0
966,Rabo de cavalo alto,,0,1,8,1,1
967,Tranças à frente,,0,1,8,1,2
968,Guerreiro,,0,1,8,1,3
969,Crista trançada,,0,1,8,1,4
980,Dente de leite,,2,0.75,8,1,0
981,Curto,,2,0.75,8,1,1
982,Liso,,2,0.75,8,1,2
983,Para cima,,2,0.75,8,1,3
984,Longo,,2,0.75,8,1,4
985,Oni,,2,0.75,8,1,5
1012,Príncipe,,0,1,1,0,12
1013,Arrepiado,,0,1,1,0,13
1014,Jogadinho,,0,1,1,0,14
1015,Rabo de raposa,,0,1,1,0,15
1016,Chapinha,,0,1,1,0,16
1017,Modelado,,0,1,10,1,14
1018,Sofisticado,,0,1,10,1,15
1019,Nuca raspada,,0,1,10,1,16
1020,Rabo de javali,,0,1,10,1,17
1021,Franja,,0,1,10,1,18
1022,Sem furos,,2,0.75,10,1,0
1029,Juba,,0,1,10,0,11
1030,Samurai com tranças,,0,1,10,0,12
1031,Preso,,0,1,10,0,13
1032,Mamãe-vim-de-moto,,0,1,10,0,14
1033,Samurai solto,,0,1,10,0,15
1034,Espetado,,0,1,11,0,9
1035,Ouriço,,0,1,11,0,10
1036,Rabo de raposa e chifres,,0,1,11,0,11
1037,Guerreiro,,0,1,11,0,12
1038,Emo,,0,1,11,0,13
1039,Tiara,,0,1,11,1,11
1040,Sexy,,0,1,11,1,12
1041,Tímido,,0,1,11,1,13
1042,Rabo de cavalo alto,,0,1,11,1,14
1043,Molhado,,0,1,11,1,15
1044,Conquistador,,0,1,3,0,11
1045,Reco,,0,1,3,0,12
1046,Erudito,,0,1,3,0,13
1047,Coroa de louros,,0,1,3,0,14
1048,Gostosão,,0,1,3,0,15
1049,Coque,,0,1,3,1,14
1050,Coquete,,0,1,3,1,15
1051,Curto e ondulado,,0,1,3,1,16
1052,Tranças curtas,,0,1,3,1,17
1053,Chiquinha trançada,,0,1,3,1,18
1054,Mamãe-vim-de-moto,,0,1,7,0,7
1055,Despenteado,,0,1,7,0,8
1056,Moicano,,0,1,7,0,9
1057,Solto,,0,1,7,0,10
1058,Selvagem,,0,1,7,0,11
1059,Curto,,0,1,7,1,7
1060,Fashion,,0,1,7,1,8
1061,Preso,,0,1,7,1,9
1062,Tranças presas,,0,1,7,1,10
1063,Preso,,0,1,7,1,11
1064,Chapinha,,0,1,1,1,19
1065,Modelado,,0,1,1,1,20
1066,Ondulado,,0,1,1,1,21
1067,Cabelão,,0,1,1,1,22
1068,Básico,,0,1,1,1,23
1069,Franja trançada curta,,0,1,4,0,7
1070,Selvagem,,0,1,4,0,8
1071,Chiquinha trançada,,0,1,4,0,9
1072,Moicano,,0,1,4,0,10
1073,Trança longa,,0,1,4,0,11
1074,Tiara,,0,1,4,1,7
1075,Molhado,,0,1,4,1,8
1076,Joãozinho,,0,1,4,1,9
1077,Trança solta,,0,1,4,1,10
1078,Tranças presas,,0,1,4,1,11
1079,Espetado,,0,1,2,0,7
1080,Moicano,,0,1,2,0,8
1081,Guerreiro liso,,0,1,2,0,9
1082,Longo,,0,1,2,0,10
1083,Selvagem,,0,1,2,0,11
1084,Selvagem,,0,1,2,1,8
1085,Modelado,,0,1,2,1,9
1086,Joãozinho,,0,1,2,1,10
1087,Jogado para o lado,,0,1,2,1,11
1088,Ponta enfeitada,,0,1,6,0,8
1089,Ondulado,,0,1,6,0,9
1090,Coberto,,0,1,6,0,10
1091,Berrante,,0,1,6,0,11
1092,Com argola,,0,1,6,0,12
1093,Corcel,,0,1,6,1,7
1094,Quebrado,,0,1,6,1,8
1095,Goiva,,0,1,6,1,9
1096,Fechado,,0,1,6,1,10
1097,Toquinho,,0,1,6,1,11
1098,Tranças,,0,1,8,0,6
1099,Penacho,,0,1,8,0,7
1100,Assanhado,,0,1,8,0,8
1101,Moicano,,0,1,8,0,9
1102,Árvore,,0,1,8,1,5
1103,Trança embutida,,0,1,8,1,6
1104,Moicano,,0,1,8,1,7
1105,Moderninho,,0,1,8,1,8
1106,Topete,,0,1,8,1,9
1107,Jogadinho,,0,1,5,0,10
1108,Tonsura,,0,1,5,0,11
1109,Alto,,0,1,5,0,12
1110,Conquistador,,0,1,5,0,13
1111,Curto,,0,1,5,0,14
1112,Rabo de javali,,0,1,5,1,10
1113,Repartido,,0,1,5,1,11
1114,Curto,,0,1,5,1,12
1115,Rebelde,,0,1,5,1,13
1116,Chucas,,0,1,5,1,14
1117,Longo,,0,1,2,1,12
1120,,,3,10,6,0,0
1121,,,3,10,6,0,1
1122,,,3,10,6,0,2
1123,,,3,10,6,0,3
1124,,,3,10,6,0,4
1125,,,3,10,6,0,5
1126,,,3,10,6,0,6
1127,,,3,10,6,0,7
1128,,,3,10,6,0,8
1129,,,3,10,6,0,9
1130,,,3,10,6,0,10
1131,,,3,10,6,0,11
1132,,,3,10,6,0,12
1133,,,3,10,6,0,13
1134,,,3,10,6,0,14
1135,,,3,10,6,0,15
1136,,,3,10,6,0,16
1137,,,3,10,6,0,17
1138,,,3,10,6,0,18
1139,,,3,10,6,1,0
1140,,,3,10,6,1,1
1141,,,3,10,6,1,2
1142,,,3,10,6,1,3
1143,,,3,10,6,1,4
1144,,,3,10,6,1,5
1145,,,3,10,6,1,6
1146,,,3,10,6,1,7
1147,,,3,10,6,1,8
1148,,,3,10,6,1,9
1149,,,3,10,6,1,10
1150,Tererê,,0,1,22,0,0
1151,Selvagem,,0,1,22,0,1
1152,Suíças,,0,1,22,0,2
1153,Assanhado,,0,1,22,0,3
1154,Tererê curto,,0,1,22,0,5
1155,Bundinha de neném,,2,0.75,22,0,0
1156,Juba,,0,1,22,1,0
1157,Bundinha de neném,,2,0.75,22,1,0
1158,Guerreiro,,0,1,9,0,0
1159,Travesso,,0,1,9,0,1
1160,Suíças longas,,0,1,9,0,2
1161,Modelado,,0,1,9,0,3
1162,Corsário,,0,1,9,0,4
1163,Guerreiro de suíças,,0,1,9,0,5
1164,Estilo livre,,0,1,9,0,6
1165,Moicano,,0,1,9,0,7
1166,Rabugento,,0,1,9,0,8
1167,Samurai,,0,1,9,0,9
1168,Costeletas e porcas,,0,1,9,0,10
1169,Pirata,,0,1,9,0,11
1170,Executivo,,0,1,9,0,12
1171,Assanhado,,0,1,9,0,13
1172,Malandro,,0,1,9,0,14
1173,Porcas na suíça,,0,1,9,0,15
1174,Guerreiro com porcas,,0,1,9,0,16
1175,Samurai despenteado,,0,1,9,0,17
1176,Careca,,0,1,9,0,18
1177,Piercing de septo,,2,0.75,9,0,0
1178,Piercings de nariz,,2,0.75,9,0,1
1179,Piercing de nariz,,2,0.75,9,0,2
1180,Básico,,2,0.75,9,0,3
1181,Abano,,2,0.75,9,0,4
1182,Altas,,2,0.75,9,0,5
1183,Caídas,,2,0.75,9,0,6
1184,Piercings de orelhas,,2,0.75,9,0,7
1185,Rebites,,2,0.75,9,0,8
1186,Piercings e rebites,,2,0.75,9,0,9
1187,Peneira,,2,0.75,9,0,10
1188,Rabo de javali,,0,1,9,1,0
1189,Força total,,0,1,9,1,1
1190,Rabicó duplo,,0,1,9,1,2
1191,Jogadinho para cima,,0,1,9,1,3
1192,Cacheado jeitoso,,0,1,9,1,4
1193,Topete,,0,1,9,1,5
1194,Sineta,,0,1,9,1,6
1195,Franja e chucas,,0,1,9,1,7
1196,Misteriosa,,0,1,9,1,8
1197,Assanhada,,0,1,9,1,9
1198,Excêntrica,,0,1,9,1,10
1199,Durona,,0,1,9,1,11
1200,Cogumelo,,0,1,9,1,12
1201,Chiquérrimo,,0,1,9,1,13
1202,Danadinha,,0,1,9,1,14
1203,Trifeta,,0,1,9,1,15
1204,Abusada,,0,1,9,1,16
1205,Altas,,2,0.75,9,1,0
1206,Ousado,,2,0.75,9,1,1
1207,Básico,,2,0.75,9,1,2
1208,Piercings e ônix,,2,0.75,9,1,3
1209,Piercings,,2,0.75,9,1,4
1210,Piercing de osso,,2,0.75,9,1,5
1211,Bico de canário,,2,0.75,9,1,6
1212,Rebites,,2,0.75,9,1,7
1213,Argola,,2,0.75,9,1,8
1214,Caveirinha,,2,0.75,9,1,9
1215,Piercings de orelha,,2,0.75,9,1,10
1223,,,3,10,6,1,11
1224,,,3,10,6,1,12
1225,,,3,10,6,1,13
1226,,,3,10,6,0,19
1227,,,3,10,6,0,20
1228,,,3,10,6,0,21
1229,Trança com fitas,,0,1,22,0,4
1230,Chucas Curtas,,0,1,22,0,6
1231,Tranças curtas,,0,1,22,0,7
1232,Quarteto,,0,1,22,0,8
1233,Arrepiado,,0,1,22,0,9
1234,Tranças longas,,0,1,22,0,10
1237,Grisalho,,2,0.75,22,0,1
1238,Rabicó,,2,0.75,22,0,2
1239,Barbicha,,2,0.75,22,0,3
1240,Miçanga,,2,0.75,22,0,4
1241,Roído,,2,0.75,22,0,5
1242,Roto,,2,0.75,22,0,6
1243,Rabicó duplo,,2,0.75,22,0,7
1244,Assimétricas,,2,0.75,22,0,8
1287,Felpudas,,2,0.75,22,1,1
1288,Alerta,,2,0.75,22,1,2
1289,Uma pontuda,,2,0.75,22,1,3
1290,Uma arredondada,,2,0.75,22,1,4
1291,Grandes,,2,0.75,22,1,5
1292,Abertas,,2,0.75,22,1,6
1293,Tufos,,2,0.75,22,1,7
1294,Altas,,2,0.75,22,1,8
1295,Vira-lata,,2,0.75,22,1,9
1296,Pequenas,,2,0.75,22,1,10
1297,Caídas,,2,0.75,22,1,11
1299,Com contas,,0,1,22,1,1
1300,Franja,,0,1,22,1,2
1301,Modelado,,0,1,22,1,3
1302,Franja desfiada,,0,1,22,1,4
1303,Juba desfiada,,0,1,22,1,5
1304,Tranças longas,,0,1,22,1,6
1305,Volumoso,,0,1,22,1,7
1306,Tranças curtas,,0,1,22,1,8
1307,Tranças finas,,0,1,22,1,9
1308,Franja volumosa,,0,1,22,1,10
1309,Tranças volumosas,,0,1,22,1,11
1310,Juba comprida,,0,1,22,1,12
1311,Preso para a esquerda,,0,1,22,1,13
1312,Maria-chiquinha,,0,1,22,1,14
1314,,,3,10,22,0,0
1315,,,3,10,22,0,1
1316,,,3,10,22,0,2
1317,,,3,10,22,0,3
1318,,,3,10,22,0,4
1319,,,3,10,22,1,0
1320,,,3,10,22,1,1
1321,,,3,10,22,1,2
1322,,,3,10,22,1,3
1323,,,3,10,22,1,4
1324,,,3,10,22,1,5
1325,,,3,10,22,1,6
1326,,,3,10,22,1,7
1327,,,3,10,22,1,8
1328,,,3,10,22,1,9
1329,,,3,10,22,1,10
1330,,,3,10,22,1,11
1331,Trança desmazelada,,0,1,22,0,11
1332,Juba,,0,1,22,0,12
1367,Curto,,0,1,10,0,16
1368,Trança,,0,1,10,1,19
1369,Chapado,,0,1,11,1,16
1370,Asas,,0,1,3,1,19
1371,Coque moderno,,0,1,3,1,20
1372,Três chucas,,0,1,3,0,16
1373,Desgrenhado,,0,1,3,0,17
1374,Tapa-careca,,0,1,3,0,18
1375,Franja trançada,,0,1,7,1,12
1376,Punk,,0,1,7,1,13
1377,Pega-rapaz,,0,1,7,0,12
1378,Lâmina Afiada,,0,1,7,0,13
1379,Topete,,0,1,7,0,14
1380,Coque moderno,,0,1,4,1,12
1381,Chiquinha com franja,,0,1,4,1,13
1382,Franja,,0,1,2,1,13
1384,Topete Trançado,,0,1,2,1,14
1385,Vassoura,,0,1,2,0,12
1386,Altos,,0,1,6,1,12
1387,Lira,,0,1,6,1,13
1388,Para trás,,0,1,6,1,14
1389,Das cavernas,,0,1,8,1,10
1390,Armado,,0,1,8,1,11
1391,Trança na nuca,,0,1,8,0,10
1392,Crista de dragão,,0,1,8,0,11
1393,Pica-pau,,0,1,8,0,12
1394,Vassoura,,0,1,5,0,15
1410,,,3,10,22,0,5
1411,,,3,10,22,0,6
1412,,,3,10,22,0,7
1603,Pelo,,0,1,24,0,0
1605,Preso em cima,,0,1,24,0,18
1607,Rebelde,,0,1,24,0,1
1609,Alisado,,0,1,24,0,2
1611,Rabo trançado,,0,1,24,0,3
1613,Penteado para trás,,0,1,24,0,4
1615,Preso com juba,,0,1,24,0,6
1617,Rabo longo,,0,1,24,0,7
1619,Preso penteado para trás,,0,1,24,0,8
1621,Trança longa e laço,,0,1,24,0,9
1623,Coque no alto,,0,1,24,0,10
1625,Rabo no alto,,0,1,24,0,5
1627,Tufo,,0,1,24,0,11
1629,Coque com juba,,0,1,24,0,12
1631,Laço,,0,1,24,0,13
1633,Amarrado no alto,,0,1,24,0,14
1635,Pauzinho,,0,1,24,0,15
1637,Arrepiado,,0,1,24,0,16
1639,Pelo,,2,0.75,24,0,0
1641,Corda do templo,,2,0.75,24,0,1
1643,Barbilhão,,2,0.75,24,0,2
1645,Queixinho,,2,0.75,24,0,3
1647,Corda do templo presa,,2,0.75,24,0,4
1649,Bigode e queixinho,,2,0.75,24,0,5
1651,Bigodes e cordão do templo,,2,0.75,24,0,6
1653,Espigas,,2,0.75,24,0,8
1655,Espiga ousada,,2,0.75,24,0,9
1657,Tufos do pensador,,2,0.75,24,0,10
1659,Bigode e estandarte,,2,0.75,24,0,11
1661,Bigodes e corda do templo,,2,0.75,24,0,12
1663,Costeletas,,2,0.75,24,0,13
1665,Estandarte,,2,0.75,24,0,14
1667,Corda do templo dupla,,2,0.75,24,0,15
1669,Lâmina de barba,,2,0.75,24,0,16
1671,Tufo triplo austero,,2,0.75,24,0,17
1673,Cordões do templo,,2,0.75,24,0,20
1675,Barbilhão astuto preso,,2,0.75,24,0,21
1677,Cordão do templo,,2,0.75,24,0,22
