OverrideName_lang,OverrideSubtext_lang,OverrideDescription_lang,ID,SpellID,OverrideIcon,OverridesSpellID,VisibleSpellID
Poções Formuladas com Gelo,,"Melhora a criação de poções com reagente básico de Gelo Estimulante ou Desperto, ganhando +$ev1 de $en1 por ponto nesta especialização.",24867,0,4497591,0,0
,,Aprende a subespecialização final.|n|nAprende a usar Reagentes de Finalização Catalisadores com receitas de poções e da Pedra do Alquimista Álacre.,24868,0,0,0,0
,,+$ev1 de $en1 ao criar poções.,24869,0,0,0,0
,,Aprende uma subespecialização à sua escolha.,24870,0,0,0,0
,,Poções de Recuperação concedem Solução Alquímica adicional.,24871,0,0,0,0
,,Aprende uma subespecialização à sua escolha.,24872,0,0,0,0
,,+$ev1 de $en1 ao criar poções.,24873,0,0,0,0
,,Poções não relacionadas a combate duram mais.,24874,0,0,0,0
Maestria em Poções,,"Melhore a sua criação de poções e suas pedras do alquimista, ganhando +$ev1 de $en1 por ponto nesta especialização.",24875,0,4497592,0,0
Produção em Massa,,,24876,0,4624378,0,0
Experimento com Poções,,,24877,0,4624379,0,0
História das Poções,,,24878,0,4624657,0,0
Poções Formuladas com Ar,,,24879,0,4497566,0,0
Poções Formuladas com Gelo,,,24880,0,4497591,0,0
Maestria em Poções,,Torna-se especialista em criar poções com eficiência e alta qualidade.,24881,0,4497592,0,0
,,Descobertas engenhosas restauram mais $ev1% de Concentração gasta na criação de mercadorias de Alquimia.,24882,0,0,0,0
,,+$ev1 de $en1 ao criar mercadorias de Alquimia.,24883,0,0,0,0
,,Descobertas engenhosas restauram mais $ev1% de Concentração gasta na criação de mercadorias de Alquimia.,24884,0,0,0,0
,,+$ev1 de $en1 ao criar mercadorias de Alquimia.,24885,0,0,0,0
,,Descobertas engenhosas restauram mais $ev1% de Concentração gasta na criação de mercadorias de Alquimia.,24886,0,0,0,0
,,+$ev1 de $en1 ao criar mercadorias de Alquimia.,24887,0,0,0,0
,,Descobertas engenhosas restauram mais $ev1% de Concentração gasta na criação de mercadorias de Alquimia.,24888,0,0,0,0
Ambiência Inspiradora,,"Torna-se mais um Alquimista mais inspirado, ganhando +$ev1 de $en1 por ponto nesta especialização. ",24889,0,413583,0,0
,,Desenvoltura concede $ev1% mais reagentes na criação de mercadorias de Alquimia.,24890,0,0,0,0
,,+$ev1 de $en1 ao criar mercadorias de Alquimia.,24891,0,0,0,0
,,Desenvoltura concede $ev1% mais reagentes na criação de mercadorias de Alquimia.,24892,0,0,0,0
,,+$ev1 de $en1 ao criar mercadorias de Alquimia.,24893,0,0,0,0
,,Desenvoltura concede $ev1% mais reagentes na criação de mercadorias de Alquimia.,24894,0,0,0,0
,,+$ev1 de $en1 ao criar mercadorias de Alquimia.,24895,0,0,0,0
,,Desenvoltura concede $ev1% mais reagentes na criação de mercadorias de Alquimia.,24896,0,0,0,0
Rotinas Desenvoltas,,"Usa reagentes de maneira mais econômica, ganhando +$ev1 de $en1 por ponto nesta especialização. ",24897,0,4497599,0,0
,,O dano recebido por efeitos colaterais das poções e frascos Tóxicos é reduzido em até 25% adicionais.,24898,0,0,0,0
,,+$ev1 de $en1 ao criar receitas com Decomposição.,24899,0,0,0,0
,,Aprende a transmutar Decomposição Desperta com diversos Elementos Estimulantes.,24900,370714,0,0,0
,,+$ev1 de $en1 ao criar receitas com Decomposição.,24901,0,0,0,0
,,O dano recebido por efeitos colaterais das poções e frascos Tóxicos é reduzido em até 25%.,24902,0,0,0,0
,,+$ev1 de $en1 ao criar receitas com Decomposição.,24903,0,0,0,0
,,Agora é possível descobrir receitas que usam Decomposição como reagente em Poções e Experimentos com Frascos.,24904,0,0,0,0
Decompostologia,,"Vá mais fundo numa verdadeira imersão nos mistérios dos Estimulantes e da Decomposição Desperta, ganhando +$ev1 de $en1 em criações que usam Decomposição por ponto nesta especialização.",24905,0,4554327,0,0
,,Multicriação concede até $ev1% a mais de reagentes e incensos.,24906,0,0,0,0
,,Aprende a criar e usar o Reagente de Finalização $@spellname370735 para aprimorar sua perícia na criação de reagentes alquímicos e incenso.,24907,370735,0,0,0
,,+$ev1 de $en1 ao criar reagentes e incensos.,24908,0,0,0,0
,,+$ev1 de $en1 ao criar reagentes e incensos.,24909,0,0,0,0
,,"Aprende a criar Sal da Ninhada, um Reagente de Finalização que melhora a Engenhosidade.|n|n+$ev1% de $en1 ao criar reagentes e incensos.",24910,370730,0,0,0
,,+$ev1 de $en1 ao criar reagentes e incensos.,24911,0,0,0,0
,,+$ev1 de $en1 ao criar reagentes e incensos.,24912,0,0,0,0
,,+$ev1 de $en1 ao criar reagentes e incensos.,24913,0,0,0,0
,,+$ev1 de $en1 ao criar reagentes e incensos.,24914,0,0,0,0
Síntese Química,,"Aprimora receitas especializadas como as de reagentes alquímicos e incensos, ganhando +$ev1 de $en1 por ponto de especialização nestas criações.",24915,0,3615504,0,0
,,"Melhora a sua compreensão sobre transmutação, permitindo que seja possível mais vezes e com qualidade superior.",24916,394207,0,0,0
,,+$ev1% de $en1 ao fazer transmutações.,24917,0,0,0,0
,,Aprende a transmutar Ordem Desperta com elementos entrópicos.,24918,370715,0,0,0
,,+$ev1% de $en1 ao fazer transmutações.,24919,0,0,0,0
,,+$ev1% de $en1 ao fazer transmutações.,24920,0,0,0,0
Transmutação,,"Domina o processo da transmutação, ganhando +$ev1 de $en1 por ponto de especialização com estas criações.",24921,0,4554441,0,0
,,+$ev1 de $en1 e + $ev2 de $en2 ao criar mercadorias de Alquimia.|n|nA Criação Alquímica fica $ev3% mais rápida.,24922,0,0,0,0
,,Aprende a subespecialização final.,24923,0,0,0,0
,,+$ev1 de $en1 ao criar mercadorias de Alquimia.,24924,0,0,0,0
,,Aprende uma subespecialização à sua escolha.,24925,0,0,0,0
,,+$ev1 de $en1 ao criar mercadorias de Alquimia.,24926,0,0,0,0
,,Aprende uma subespecialização à sua escolha.,24927,0,0,0,0
,,+$ev1% de $en1 ao criar mercadorias de Alquimia.,24928,0,0,0,0
,,Aprende uma subespecialização à sua escolha.,24929,0,0,0,0
,,+$ev1 de $en1 ao criar mercadorias de Alquimia.,24930,0,0,0,0
,,Aprende uma subespecialização à sua escolha.,24931,0,0,0,0
,,+$ev1 de $en1 ao criar mercadorias de Alquimia.,24932,0,0,0,0
Teoria Alquímica,,"Aprimora a criação de produtos alquímicos, ganhando +$ev1 de $en1 em todas as receitas por ponto nesta especialização.",24933,0,4624375,0,0
Ambiência Inspiradora,,,24934,0,413583,0,0
Rotinas Desenvoltas,,,24935,0,4497599,0,0
Decompostologia,,,24936,0,4554327,0,0
Síntese Química,,,24937,0,3615504,0,0
Transmutação,,,24938,0,4554441,0,0
Teoria Alquímica,,Aprimora os fundamentos da Alquimia para receber vários bônus em suas criações.,24939,0,4624375,0,0
,,Multicriação concede até $ev1% de frascos extras.,28440,0,0,0,0
,,+$ev1% de $en1 ao preparar frascos.,28441,0,0,0,0
,,+$ev1 de $en1 ao criar frascos.,28442,0,0,0,0
,,+$ev1% de $en1 ao preparar frascos.,28443,0,0,0,0
,,+$ev1 de $en1 ao criar frascos.,28444,0,0,0,0
Produção em Massa,,"Domine a arte de produzir frascos com mais eficiência, ganhando +$ev1 de $en1 por ponto nesta especialização.",28445,0,4624377,0,0
,,Aprende $@spellname370747. Rende frascos de qualidade superior e aumenta a sua chance de descobrir novas receitas.,28446,370747,0,0,0
,,Recebe 5% de chance de Descoberta em Experimentos com Frascos.,28447,0,0,0,0
,,Ganha +20 de Engenhosidade sempre que conquistar uma grande descoberta em Experimentos com Frascos por 4 horas em todas as criações de Alquimia.,28448,0,0,0,0
,,Recebe 5% de chance de Descoberta em Experimentos com Frascos.,28449,0,0,0,0
,,Recebe 10% de chance de Descoberta em Experimentos com Frascos.,28450,0,0,0,0
Experimento com Frascos,,Recebe uma compreensão melhor dos seus reagentes para melhorar a probabilidade dos seus experimentos serem bem-sucedidos. Ganha +1% a mais de chance de Descobertas em Experimentos com Frascos por ponto nesta especialização.,28451,0,4624380,0,0
,,Aprende a criar e usar o Reagente de Finalização $@spellname370735 para aprimorar sua perícia na criação de Pedras do Alquimista Reforçantes.,28452,370735,0,0,0
,,Aprende a subespecialização final.,28453,0,0,0,0
,,+$ev1 de $en1 ao criar frascos.,28454,0,0,0,0
,,Aprende uma subespecialização à sua escolha.,28455,0,0,0,0
,,+$ev1 de $en1 ao criar frascos.,28456,0,0,0,0
,,+$ev1 de $en1 ao criar frascos.,28457,0,0,0,0
História dos Frascos,,"Mergulhe nos mistérios dos frascos e suas pedras do alquimista, ganhando +$ev1 de $en1 por ponto nesta especialização.",28458,0,4624658,0,0
,,Aprende a criar e usar o Reagente de Finalização $@spellname370735 para aprimorar sua perícia na criação de frascos formulados com Ar.,28459,370735,0,0,0
,,+$ev1 de $en1 ao criar frascos formulados com Ar.,28460,0,0,0,0
,,+$ev1 de $en1 ao criar frascos formulados com Ar.,28461,0,0,0,0
,,+$ev1 de $en1 ao criar frascos formulados com Ar.,28462,0,0,0,0
,,+$ev1 de $en1 ao criar frascos formulados com Ar.,28463,0,0,0,0
,,+$ev1 de $en1 ao criar frascos formulados com Ar.,28464,0,0,0,0
,,Frascos formulados com Ar duram mais 30 min.,28465,0,0,0,0
Frascos Formulados com Ar,,"Melhora a criação de frascos com reagente básico de Ar Estimulante ou Desperto, ganhando +$ev1 de $en1 por ponto nesta especialização.",28466,0,4497584,0,0
,,Aprende a criar e usar o Reagente de Finalização $@spellname370735 para aprimorar sua perícia na criação de frascos formulados com Gelo.,28467,370735,0,0,0
,,+$ev1 de $en1 ao criar frascos formulados com Gelo.,28468,0,0,0,0
,,+$ev1 de $en1 ao criar frascos formulados com Gelo.,28469,0,0,0,0
,,+$ev1 de $en1 ao criar frascos formulados com Gelo.,28470,0,0,0,0
,,+$ev1 de $en1 ao criar frascos formulados com Gelo.,28471,0,0,0,0
,,+$ev1 de $en1 ao criar frascos formulados com Gelo.,28472,0,0,0,0
,,Frascos formulados com Gelo duram mais 30 minutos.,28473,0,0,0,0
Frascos Formulados com Gelo,,"Melhora a criação de frascos com reagente básico de Gelo Estimulante ou Desperto, ganhando +$ev1 de $en1 por ponto nesta especialização.",28474,0,4497573,0,0
,,Aprende a subespecialização final.|n|nAprende a usar Reagentes de Finalização Catalisadores com receitas de frascos e da Pedra do Alquimista Reforçante.,28475,0,0,0,0
,,+$ev1 de $en1 ao criar frascos.,28476,0,0,0,0
,,Aprende uma subespecialização à sua escolha.,28477,0,0,0,0
,,Frascos de Recuperação concedem Solução Alquímica adicional.,28478,0,0,0,0
,,Aprende uma subespecialização à sua escolha.,28479,0,0,0,0
,,+$ev1 de $en1 ao criar frascos.,28480,0,0,0,0
,,Frascos das Ilhas do Dragão duram mais 30 minutos.,28481,0,0,0,0
Maestria em Frascos,,"Melhore a sua criação de frascos e suas pedras do alquimista, ganhando +$ev1 de $en1 por ponto nesta especialização.",28482,0,4497574,0,0
Produção em Massa,,,28483,0,4624377,0,0
Experimento com Frascos,,,28484,0,4624380,0,0
História dos Frascos,,,28485,0,4624658,0,0
Frascos Formulados com Ar,,,28486,0,4497584,0,0
Frascos Formulados com Gelo,,,28487,0,4497573,0,0
Maestria em Frascos,,Torna-se especialista em criar frascos com eficiência e alta qualidade.,28488,0,4497574,0,0
,,Aprende a criar e usar o Martelo do Mestre para poder consertar machados e armas de haste livremente.,29891,393853,0,0,0
,,"Aprende a criar e usar o Reagente de Finalização $@spellname376700 para aprimorar sua perícia na criação de machados, picaretas e armas de haste.",29892,376700,0,0,0
,,"+$ev1 de $en1 ao criar machados, picaretas e armas de haste.",29893,0,0,0,0
,,"+$ev1 de $en1 ao criar machados, picaretas e armas de haste.",29894,0,0,0,0
,,Aprende a criar $@spellname371366.,29895,371366,0,0,0
,,"+$ev1 de $en1 ao criar machados, picaretas e armas de haste.",29896,0,0,0,0
,,Aprende a criar $@spellname365734.,29897,365734,0,0,0
"Machados, Picaretas e Armas de Haste",,"Aprimora a criação de machados, picaretas e armas de hastes, ganhando +1 de perícia de Criação por ponto nesta especialização.",29898,0,4059376,0,0
,,Aprende a criar e usar o Martelo do Mestre para poder consertar maças e martelos livremente.,29899,393853,0,0,0
,,Aprende a criar e usar o Reagente de Finalização $@spellname376700 para aprimorar sua perícia na criação de maças e martelos.,29900,376700,0,0,0
,,+$ev1 de $en1 ao criar maças e martelos.,29901,0,0,0,0
,,+$ev1 de $en1 ao criar maças e martelos.,29902,0,0,0,0
,,Aprende a criar $@spellname371412.,29903,371412,0,0,0
,,+$ev1 de $en1 ao criar maças e martelos.,29904,0,0,0,0
,,Aprende a criar $@spellname367586.,29905,367586,0,0,0
Maças e Martelos,,"Aprimora a criação de maças e martelos, ganhando +1 de perícia de Criação por ponto nesta especialização.",29906,0,4529128,0,0
,,Aprende a usar reagentes de finalização de Fluido de Têmpera em instruções de armas de empunhadura e ferramentas.,29907,0,0,0,0
,,+$ev1 de $en1 ao criar armas de empunhadura e ferramentas.,29908,0,0,0,0
,,Aprende a subespecialização final.,29909,0,0,0,0
,,+$ev1 de $en1 ao criar armas de empunhadura e ferramentas.,29910,0,0,0,0
,,Aprende uma subespecialização à sua escolha.,29911,0,0,0,0
,,+$ev1 de $en1 ao criar armas de empunhadura e ferramentas.,29912,0,0,0,0
,,Aprende a usar Reagentes Opcionais para especificar os atributos secundários de várias instruções de armas de empunhadura.,29913,0,0,0,0
Empunhadura,,"Aprimora a criação de armas de empunhadura e ferramentas como machados e martelos, ganhando +$ev1 de $en1 por ponto nesta especialização.",29914,0,4624387,0,0
,,Aprende a criar e usar o Martelo do Mestre para consertar lâminas longas livremente.,29915,393853,0,0,0
,,Aprende a criar e usar o Reagente de Finalização $@spellname376700 para aprimorar sua perícia na criação de lâminas longas.,29916,376700,0,0,0
,,+$ev1 de $en1 ao criar lâminas longas.,29917,0,0,0,0
,,+$ev1 de $en1 ao criar lâminas longas.,29918,0,0,0,0
,,+$ev1 de $en1 ao criar lâminas longas.,29919,0,0,0,0
,,Aprende a criar $@spellname365729.,29920,365729,0,0,0
,,Aprende a criar $@spellname367585.,29921,367585,0,0,0
Lâminas Longas,,"Aprimora a criação de lâminas longas e ferramentas, como espadas, glaives e foices, ganhando +1 de perícia de Criação por ponto nesta especialização.",29922,0,4044018,0,0
,,Aprende a criar e usar o Martelo do Mestre para consertar lâminas curtas livremente.,29923,393853,0,0,0
,,Aprende a criar e usar o Reagente de Finalização $@spellname376700 para aprimorar sua perícia na criação de lâminas curtas.,29924,376700,0,0,0
,,+$ev1 de $en1 ao criar lâminas curtas.,29925,0,0,0,0
,,+$ev1 de $en1 ao criar lâminas curtas.,29926,0,0,0,0
,,+$ev1 de $en1 ao criar lâminas curtas.,29927,0,0,0,0
,,Aprende a criar $@spellname365731.,29928,365731,0,0,0
,,Aprende a criar $@spellname365730.,29929,365730,0,0,0
Lâminas Curtas,,"Aprimora a criação de armas com lâmina curta e ferramentas, inclusive facas, adagas e armas de punho, ganhando +$ev1 de $en1 por ponto nesta especialização.",29930,0,4189041,0,0
,,Aprende a usar reagentes de finalização do Fluido de Têmpera em instruções de armaduras de placas.,29931,0,0,0,0
,,+$ev1 de $en1 ao criar lâminas curtas e longas.,29932,0,0,0,0
,,Aprende a subespecialização final.,29933,0,0,0,0
,,+$ev1 de $en1 ao criar lâminas curtas ou longas.,29934,0,0,0,0
,,Aprende uma subespecialização à sua escolha.,29935,0,0,0,0
,,+$ev1 de $en1 ao criar lâminas curtas e longas.,29936,0,0,0,0
,,Aprende a usar Reagentes Opcionais para especificar os atributos secundários de várias instruções de armas brancas.,29937,0,0,0,0
Lâminas,,"Aprimora a criação de armas brancas e ferramentas, ganhando +$ev1 de $en1 por ponto nesta especialização.",29938,0,4624383,0,0
,,Criação de Armas $ev1% mais rápida.|n|n+$ev2 de $en2 e +$ev3 de $en3 ao criar ferramentas grandes e armas.,29939,0,0,0,0
,,+$ev1 de $en1 ao criar ferramentas grandes e armas.,29940,0,0,0,0
,,Aprende a subespecialização final.,29941,0,0,0,0
,,+$ev1 de $en1 ao criar ferramentas grandes e armas.,29942,0,0,0,0
,,Aprende uma subespecialização à sua escolha.,29943,0,0,0,0
,,+$ev1 de $en1 ao criar ferramentas grandes e armas.,29944,0,0,0,0
,,Aprende a usar reagentes opcionais para aprimorar o nível de item da maioria das instruções de armas.,29945,0,0,0,0
Forja de Armas,,"Aprimora a criação de ferramentas grandes e armas, ganhando +$ev1 de $en1 por ponto nesta especialização.",29946,0,4624393,0,0
"Machados, Picaretas e Armas de Haste",,,29947,0,4059376,0,0
Maças e Martelos,,,29948,0,4529128,0,0
Empunhadura,,,29949,0,4624387,0,0
Lâminas Longas,,,29950,0,4044018,0,0
Lâminas Curtas,,,29951,0,4189041,0,0
Lâminas,,,29952,0,4624383,0,0
Forja de Armas,,Torna-se especialista em criar e personalizar armas e ferramentas.,29953,0,4624393,0,0
,,Multicriação concede até $ev1% de ligas extras e outros reagentes.,29954,0,0,0,0
,,+$ev1 de $en1 ao fundir ligas e outros reagentes.,29955,0,0,0,0
,,+$ev1 de $en1 ao fundir ligas e outros reagentes.,29956,0,0,0,0
,,+$ev1 de $en1 ao fundir ligas e outros reagentes.,29957,0,0,0,0
,,+$ev1 de $en1 ao fundir ligas e outros reagentes.,29958,0,0,0,0
Fundição,,"Torna-se especialista em fundir ligas e outros reagentes especiais, ganhando +$ev1 de $en1 por ponto nesta especialização.",29959,0,4622288,0,0
,,Multicriação concede até $ev1% de mercadorias de pedra extras.,29960,0,0,0,0
,,+$ev1 de $en1 ao criar mercadorias de pedra.,29961,0,0,0,0
,,+$ev1 de $en1 ao criar mercadorias de pedra.,29962,0,0,0,0
,,+$ev1 de $en1 ao criar mercadorias de pedra.,29963,0,0,0,0
,,+$ev1 de $en1 ao criar mercadorias de pedra.,29964,0,0,0,0
Trabalho em Pedra,,"Torna-se especialista em criar encantamentos feitos em pedra para armas e ferramentas, ganhando +$ev1 de $en1 por ponto nesta especialização.",29965,0,4622275,0,0
,,- Aprende a usar reagentes de finalização do Fluido de Têmpera em equipamentos de aventura.,29966,0,0,0,0
,,+$ev1 de $en1 ao criar equipamentos de aventura.,29967,0,0,0,0
,,+$ev1 de $en1 ao criar equipamentos de aventura.,29968,0,0,0,0
,,[NYI]Learn to craft a $@spellname367605.,29969,0,0,0,0
,,+$ev1 de $en1 ao criar equipamentos de aventura.,29970,0,0,0,0
,,+$ev1 de $en1 ao fazer equipamentos de aventura.,29971,0,0,0,0
,,+$ev1 de $en1 ao fazer equipamentos de aventura.,29972,0,0,0,0
Equipamento de Aventura,,"Torna-se especialista em criar equipamentos de aventura, como ganchos de escalada, ganhando +$ev1 de $en1 por ponto nesta especialização.",29973,0,4624386,0,0
,,- Aprende a usar reagentes de finalização do Fluido de Têmpera em instruções para ferramentas e acessórios profissionais.,29974,0,0,0,0
,,+$ev1 de $en1 ao criar ferramentas e acessórios de profissões.,29975,0,0,0,0
,,+$ev1 de $en1 ao criar ferramentas e acessórios de profissões.,29976,0,0,0,0
,,+$ev1 de $en1 ao criar ferramentas e acessórios de profissões.,29977,0,0,0,0
,,Aprende a criar $@spellname371374.,29978,371374,0,0,0
,,+$ev1 de $en1 ao criar ferramentas e acessórios de profissões.,29979,0,0,0,0
,,+$ev1 de $en1 ao criar ferramentas e acessórios de profissões.,29980,0,0,0,0
Mestre de Ferramentas,,"Torna-se especialista em criar ferramentas de metal e acessórios para várias profissões, ganhando +$ev1 de $en1 por ponto nesta especialização.",29981,0,4374707,0,0
,,Aprende a criar e usar o Reagente de Finalização $@spellname376700 para aprimorar sua perícia na criação de mercadorias não marciais.,29982,376700,0,0,0
,,Aprende uma subespecialização à sua escolha.,29983,0,0,0,0
,,+$ev1 de $en1 ao criar mercadorias não marciais.,29984,0,0,0,0
,,Aprende a criar mercadorias não marciais +$ev1% mais rápido.,29985,0,0,0,0
,,+$ev1 de $en1 ao criar mercadorias não marciais.,29986,0,0,0,0
,,Aprende uma subespecialização à sua escolha.,29987,0,0,0,0
,,+$ev1 de $en1 ao criar mercadorias não marciais.,29988,0,0,0,0
,,Aprende uma subespecialização à sua escolha.,29989,0,0,0,0
,,+$ev1 de $en1 ao criar mercadorias não marciais.,29990,0,0,0,0
Ferraria Especializada,,"Aprimora a criação de mercadorias não marciais, ganhando +$ev1 de $en1 por ponto nesta especialização.",29991,0,4622273,0,0
Fundição,,,29992,0,4622288,0,0
Trabalho em Pedra,,,29993,0,4622275,0,0
Equipamento de Aventura,,,29994,0,4624386,0,0
Mestre de Ferramentas,,,29995,0,4374707,0,0
Ferraria Especializada,,"Torna-se especialista em fazer aprimoramentos em pedra, reagentes, ligas, acessórios e ferramentas de profissão.",29996,0,4622273,0,0
,,Aprende a criar e usar o Martelo do Mestre para consertar armaduras de placas para as mãos livremente.,30046,393853,0,0,0
,,+$ev1 de $en1 ao criar armaduras para mãos.,30047,0,0,0,0
,,Aprende a criar e usar o Reagente de Finalização $@spellname376700 para aprimorar sua perícia na criação de armaduras para as mãos.,30048,376700,0,0,0
,,+$ev1 de $en1 ao criar armaduras para mãos.,30049,0,0,0,0
,,+$ev1 de $en1 ao criar armaduras para mãos.,30050,0,0,0,0
,,+$ev1 de $en1 ao criar armaduras para mãos.,30051,0,0,0,0
,,Aprende a criar $@spellname367606.,30052,367606,0,0,0
Manoplas,,"Torna-se especialista em criar armaduras de placas para as mãos, ganhando +$ev1 de $en1 por ponto nesta especialização.",30053,0,4615259,0,0
,,Aprende a criar e usar o Martelo do Mestre para consertar armaduras de placas para os pulsos livremente.,30054,393853,0,0,0
,,+$ev1 de $en1 ao criar armaduras para pulsos.,30055,0,0,0,0
,,Aprende a criar e usar o Reagente de Finalização $@spellname376700 para aprimorar sua perícia na criação de armadura de pulsos.,30056,376700,0,0,0
,,+$ev1 de $en1 ao criar armaduras para pulsos.,30057,0,0,0,0
,,+$ev1 de $en1 ao criar armaduras para pulsos.,30058,0,0,0,0
,,+$ev1 de $en1 ao criar armaduras para pulsos.,30059,0,0,0,0
,,Aprende a criar $@spellname367601.,30060,367601,0,0,0
Avambraços,,"Torna-se especialista em criar armaduras de placas para os pulsos, ganhando +$ev1 de $en1 por ponto nesta especialização.",30061,0,4615256,0,0
,,Aprende a criar e usar o Martelo do Mestre para consertar armaduras de placas para a cintura livremente.,30062,393853,0,0,0
,,+$ev1 de $en1 ao criar armaduras para cintura.,30063,0,0,0,0
,,Aprende a criar e usar o Reagente de Finalização $@spellname376700 para aprimorar sua perícia na criação de armadura de cintura.,30064,376700,0,0,0
,,+$ev1 de $en1 ao criar armaduras para cintura.,30065,0,0,0,0
,,+$ev1 de $en1 ao criar armaduras para cintura.,30066,0,0,0,0
,,+$ev1 de $en1 ao criar armaduras para cintura.,30067,0,0,0,0
,,Aprende a criar $@spellname367602.,30068,367602,0,0,0
Cintos,,"Torna-se especialista em criar armaduras de placas para a cintura, ganhando +$ev1 de $en1 por ponto nesta especialização.",30069,0,4615254,0,0
,,"Aprende a subespecialização final.|n|nAprende a usar reagentes de finalização do Fluido de Têmpera em instruções de armaduras para a cintura, pulsos e mãos.",30070,0,0,0,0
,,"+$ev1 de $en1 ao criar armaduras para mãos, cintura e pulsos.",30071,0,0,0,0
,,Aprende uma subespecialização à sua escolha.,30072,0,0,0,0
,,"+$ev1 de $en1 ao criar armaduras para mãos, cintura e pulsos.",30073,0,0,0,0
,,Aprende uma subespecialização à sua escolha.,30074,0,0,0,0
,,"+$ev1 de $en1 ao criar armaduras para mãos, cintura e pulsos.",30075,0,0,0,0
,,"Aprende a usar Reagentes Opcionais para especificar os atributos secundários de várias instruções de armaduras para a cintura, pulsos e mãos.",30076,0,0,0,0
Armadura Refinada,,"Aprimora a criação de peças de armadura de placas menores, inclusive peças de cintura, pulsos e mãos, ganhando +$ev1 de $en1 por ponto nesta especialização.",30077,0,4624385,0,0
,,Aprende a criar e usar o Martelo do Mestre para consertar armaduras de placas para os pés livremente.,30078,393853,0,0,0
,,+$ev1 de $en1 ao criar armaduras para pés.,30079,0,0,0,0
