ID,Reaction_lang,FriendshipRepID,ReactionThreshold,OverrideColor
843,Rango 25,320,7200,0
844,Rango 26,320,7500,0
845,Rango 27,320,7800,0
846,Rango 28,320,8100,0
847,Rango 29,320,8400,0
848,Rango 30,320,8700,0
879,Rango 1,323,0,0
880,Rango 2,323,300,0
881,Rango 3,323,600,0
882,Rango 4,323,900,0
883,Rango 5,323,1200,0
884,Rango 6,323,1500,0
885,Rango 7,323,1800,0
886,Rango 8,323,2100,0
887,Rango 9,323,2400,0
888,Rango 10,323,2700,0
889,Rango 11,323,3000,0
890,Rango 12,323,3300,0
891,Rango 13,323,3600,0
892,Rango 14,323,3900,0
893,Rango 15,323,4200,0
894,Rango 16,323,4500,0
895,Rango 17,323,4800,0
896,Rango 18,323,5100,0
897,Rango 19,323,5400,0
898,Rango 20,323,5700,0
899,Rango 21,323,6000,0
900,Rango 22,323,6300,0
901,Rango 23,323,6600,0
902,Rango 24,323,6900,0
903,Rango 25,323,7200,0
904,Rango 26,323,7500,0
905,Rango 27,323,7800,0
906,Rango 28,323,8100,0
907,Rango 29,323,8400,0
908,Rango 30,323,8700,0
909,Rango 1,324,0,0
910,Rango 2,324,300,0
911,Rango 3,324,600,0
912,Rango 4,324,900,0
913,Rango 5,324,1200,0
914,Rango 6,324,1500,0
915,Rango 7,324,1800,0
916,Rango 8,324,2100,0
917,Rango 9,324,2400,0
918,Rango 10,324,2700,0
919,Rango 11,324,3000,0
920,Rango 12,324,3300,0
921,Rango 13,324,3600,0
922,Rango 14,324,3900,0
923,Rango 15,324,4200,0
924,Rango 16,324,4500,0
925,Rango 17,324,4800,0
926,Rango 18,324,5100,0
927,Rango 19,324,5400,0
928,Rango 20,324,5700,0
929,Rango 21,324,6000,0
930,Rango 22,324,6300,0
931,Rango 23,324,6600,0
932,Rango 24,324,6900,0
933,Rango 25,324,7200,0
934,Rango 26,324,7500,0
935,Rango 27,324,7800,0
936,Rango 28,324,8100,0
937,Rango 29,324,8400,0
938,Rango 30,324,8700,0
939,Rango 5,318,1200,0
940,Rango 6,318,1500,0
941,Rango 7,318,1800,0
942,Rango 8,318,2100,0
943,Rango 9,318,2400,0
944,Rango 10,318,2700,0
945,Rango 11,318,3000,0
946,Rango 12,318,3300,0
947,Rango 13,318,3600,0
948,Rango 14,318,3900,0
949,Rango 15,318,4200,0
950,Rango 16,318,4500,0
951,Rango 17,318,4800,0
952,Rango 18,318,5100,0
953,Rango 19,318,5400,0
954,Rango 20,318,5700,0
955,Rango 21,318,6000,0
956,Rango 22,318,6300,0
957,Rango 23,318,6600,0
958,Rango 24,318,6900,0
959,Rango 25,318,7200,0
960,Rango 26,318,7500,0
961,Rango 27,318,7800,0
962,Rango 28,318,8100,0
963,Rango 29,318,8400,0
964,Rango 30,318,8700,0
965,Rango 5,317,1200,0
966,Rango 6,317,1500,0
967,Rango 7,317,1800,0
968,Rango 8,317,2100,0
969,Rango 9,317,2400,0
970,Rango 10,317,2700,0
971,Rango 11,317,3000,0
972,Rango 12,317,3300,0
973,Rango 13,317,3600,0
974,Rango 14,317,3900,0
975,Rango 15,317,4200,0
976,Rango 16,317,4500,0
977,Rango 17,317,4800,0
978,Rango 18,317,5100,0
979,Rango 19,317,5400,0
980,Rango 20,317,5700,0
981,Rango 21,317,6000,0
982,Rango 22,317,6300,0
983,Rango 23,317,6600,0
984,Rango 24,317,6900,0
985,Rango 25,317,7200,0
986,Rango 26,317,7500,0
987,Rango 27,317,7800,0
988,Rango 28,317,8100,0
989,Rango 29,317,8400,0
990,Rango 30,317,8700,0
991,Naciente,325,0,0
992,Joven,325,3500,0
993,Naciente,326,0,0
994,Joven,326,7000,0
995,Naciente,327,0,0
996,Joven,327,14000,0
999,Rango 1,339,0,0
1000,Rango 2,339,1000,0
1001,Rango 3,339,2000,0
1002,Rango 4,339,3000,0
1003,Rango 5,339,4000,0
1004,Rango 6,339,5000,0
1005,Rango 7,339,6000,0
1006,Rango 8,339,7000,0
1007,Rango 9,339,8000,0
1008,Rango máximo,339,9000,0
1009,Rango 1,340,0,0
1010,Rango 2,340,1000,0
1011,Rango 3,340,2000,0
1012,Rango 4,340,3000,0
1013,Rango 5,340,4000,0
1014,Rango 6,340,5000,0
1015,Rango 7,340,6000,0
1016,Rango 8,340,7000,0
1017,Rango 9,340,8000,0
1018,Rango máximo,340,9000,0
1020,Maduro,327,42000,0
1021,Maduro,325,10500,0
1022,Maduro,326,21000,0
1024,Rango 2,318,300,0
1088,Eclosionando...,365,0,0
1089,Larva,365,5000,0
1090,Cría,365,10000,0
1091,Adulto,365,15000,0
1092,Indecisa,366,7000,0
1100,Dubitativa,366,0,0
1101,Aprensiva,366,1000,0
1102,Ambivalente,366,14000,0
1103,Cordial,366,21000,0
1107,Agradecida,366,42000,0
1108,Extraño,367,0,0
1109,Conocido,367,8400,0
1110,Colega,367,16800,0
1111,Amigo,367,25200,0
1112,Buen amigo,367,33600,0
1113,Mejor amigo,367,42000,0
1114,Extraño,368,0,0
1115,Conocido,368,8400,0
1116,Colega,368,16800,0
1117,Amigo,368,25200,0
1118,Buen amigo,368,33600,0
1119,Mejor amigo,368,42000,0
1126,Extraño,370,0,0
1127,Conocido,370,8400,0
1128,Colega,370,16800,0
1129,Amigo,370,25200,0
1130,Buen amigo,370,33600,0
1131,Mejor amigo,370,42000,0
1132,Extraño,371,0,0
1133,Conocido,371,8400,0
1134,Colega,371,16800,0
1135,Amigo,371,25200,0
1136,Buen amigo,371,33600,0
1137,Mejor amigo,371,42000,0
1138,Extraño,372,0,0
1139,Conocido,372,8400,0
1140,Colega,372,16800,0
1141,Amigo,372,25200,0
1142,Buen amigo,372,33600,0
1143,Mejor amigo,372,42000,0
1144,Extraño,373,0,0
1145,Conocido,373,8400,0
1146,Colega,373,16800,0
1147,Amigo,373,25200,0
1148,Buen amigo,373,33600,0
1149,Mejor amigo,373,42000,0
1156,Extraño,375,0,0
1157,Conocido,375,8400,0
1158,Colega,375,16800,0
1159,Amigo,375,25200,0
1160,Buen amigo,375,33600,0
1161,Mejor amigo,375,42000,0
1162,Extraño,376,0,0
1163,Conocido,376,8400,0
1164,Colega,376,16800,0
1165,Amigo,376,25200,0
1166,Buen amigo,376,33600,0
1167,Mejor amigo,376,42000,0
1168,Extraño,377,0,0
1169,Conocido,377,8400,0
1170,Colega,377,16800,0
1171,Amigo,377,25200,0
1172,Buen amigo,377,33600,0
1173,Mejor amigo,377,42000,0
1180,Extraño,379,0,0
1181,Conocido,379,8400,0
1182,Colega,379,16800,0
1183,Amigo,379,25200,0
1184,Buen amigo,379,33600,0
1185,Mejor amigo,379,42000,0
1192,Extraño,381,0,0
1193,Conocido,381,8400,0
1194,Colega,381,16800,0
1195,Amigo,381,25200,0
1196,Buen amigo,381,33600,0
1197,Mejor amigo,381,42000,0
1198,Extraño,382,0,0
1199,Conocido,382,8400,0
1200,Colega,382,16800,0
1201,Amigo,382,25200,0
1202,Buen amigo,382,33600,0
1203,Mejor amigo,382,42000,0
1204,Extraño,383,0,0
1205,Conocido,383,8400,0
1206,Colega,383,16800,0
1207,Amigo,383,25200,0
1208,Buen amigo,383,33600,0
1209,Mejor amigo,383,42000,0
1210,Extraño,384,0,0
1211,Conocido,384,8400,0
1212,Colega,384,16800,0
1213,Amigo,384,25200,0
1214,Buen amigo,384,33600,0
1215,Mejor amigo,384,42000,0
1216,Extraño,385,0,0
1217,Conocido,385,8400,0
1218,Colega,385,16800,0
1219,Amigo,385,25200,0
1220,Buen amigo,385,33600,0
1221,Mejor amigo,385,42000,0
1228,Extraño,387,0,0
1229,Conocido,387,8400,0
1230,Colega,387,16800,0
1231,Amigo,387,25200,0
1232,Buen amigo,387,33600,0
1233,Mejor amigo,387,42000,0
1240,Neutral,389,0,0
1241,Amistoso,389,3000,0
1242,Honorable,389,9000,0
1243,Venerado,389,21000,0
1244,Exaltado,389,42000,0
1245,Neutral,390,0,0
1246,Amistoso,390,3000,0
1247,Honorable,390,9000,0
1248,Venerado,390,21000,0
1249,Exaltado,390,42000,0
1250,Neutral,391,0,0
1251,Amistoso,391,3000,0
1252,Honorable,391,9000,0
1253,Venerado,391,21000,0
1254,Exaltado,391,42000,0
1255,Cero,392,0,0
1256,Uno,392,1000,0
1257,Dos,392,2000,0
1258,Tres,392,3000,0
1259,Cuatro,392,4000,0
1260,Cinco,392,5000,0
1261,Seis,392,6000,0
1262,Siete,392,7000,0
1263,Ocho,392,8000,0
1264,Nueve,392,9000,0
1265,Diez,392,10000,0
1266,Once,392,11000,0
1267,Doce,392,12000,0
1268,Trece,392,13000,0
1269,Catorce,392,14000,0
1270,Quince,392,15000,0
1271,Nivel 1,393,0,0
1272,Nivel 2,393,3000,0
1273,Nivel 3,393,7500,0
1274,Nivel 4,393,14000,0
1275,Nivel 5,393,25000,0
1276,Nivel 6,393,41000,0
1294,Cómplice,396,8400,0
1295,Aliado,396,16800,0
1296,Colmillo,396,25200,0
1297,Amigo,396,33600,0
1298,Amigo verdadero,396,42000,0
1300,Cómplice,397,8400,0
1301,Aliado,397,16800,0
1302,Colmillo,397,25200,0
1303,Amigo,397,33600,0
1304,Amigo verdadero,397,42000,0
1305,Neutral,398,0,0
1306,Preferido,398,500,0
1307,Respetado,398,2500,0
1308,Valorado,398,5500,0
1309,Estimado,398,12500,0
1316,Bajo,400,300,0
1317,Medio,400,1200,0
1318,Alto,400,3600,0
1319,Máximo,400,10000,0
1322,Vacío,400,0,0
1325,Conocido,397,0,0
1328,Conocido,396,0,0
1344,Con aspiraciones,408,0,0
1345,Amateur,408,700,0
1346,Competente,408,1400,0
1347,Habilidoso,408,2100,0
1348,Profesional,408,2800,0
1359,Anomalía,411,0,0
1360,Futuro amigo,411,7000,0
1361,Reparador de fallas,411,14000,0
1362,Caminante del tiempo,411,24000,0
1363,Leyenda,411,42000,0
1364,Nivel 1,412,0,0
1392,Extraño,416,0,0
1393,Conocido,416,2500,0
1394,Compinche,416,5000,0
1395,Cómplice,416,7500,0
1396,Colaborador,416,10000,0
1397,Extraño,417,0,0
1398,Conocido,417,2500,0
1399,Compinche,417,5000,0
1400,Cómplice,417,7500,0
1401,Colaborador,417,10000,0
1402,Extraño,418,0,0
1403,Conocido,418,2500,0
1404,Compinche,418,5000,0
1405,Cómplice,418,7500,0
1406,Colaborador,418,10000,0
1407,Graduado,419,0,0
1408,Ayudante,419,10500,0
1409,Contratado,419,21000,0
1410,residente,419,32500,0
1411,titular,419,42000,0
1794,Nivel 2,412,1500,0
1795,Nivel 3,412,3500,0
1796,Nivel 4,412,6100,0
1797,Nivel 5,412,9400,0
1798,Nivel 6,412,13500,0
1801,Nivel 7,412,18500,0
1802,Nivel 8,412,24500,0
1803,Nivel 9,412,31600,0
1804,Nivel 10,412,39900,0
1805,Nivel 11,412,48200,0
1806,Nivel 12,412,56500,0
1807,Nivel 13,412,64800,0
1808,Nivel 14,412,73100,0
1809,Nivel 15,412,81400,0
1810,Nivel 16,412,98000,0
1811,Nivel 17,412,114600,0
1812,Nivel 18,412,131200,0
1813,Nivel 19,412,147800,0
1814,Nivel 20,412,164400,0
1815,Nivel 21,412,181000,0
1816,Nivel 22,412,197600,0
1817,Nivel 23,412,214200,0
1818,Nivel 24,412,230800,0
1819,Nivel 25,412,247400,0
1820,Nivel 26,412,280600,0
1821,Nivel 27,412,313800,0
1822,Nivel 28,412,347000,0
1823,Nivel 29,412,380200,0
1824,Nivel 30,412,413400,0
1825,Nivel 31,412,446600,0
1826,Nivel 32,412,479800,0
1827,Nivel 33,412,513000,0
1828,Nivel 34,412,546200,0
1829,Nivel 35,412,579400,0
1830,Nivel 36,412,645800,0
1831,Nivel 37,412,712200,0
1832,Nivel 38,412,778600,0
1833,Nivel 39,412,845000,0
1834,Nivel 40,412,911400,0
1835,Nivel 41,412,977800,0
1836,Nivel 42,412,1044200,0
1837,Nivel 43,412,1110600,0
1838,Nivel 44,412,1177000,0
1839,Nivel 45,412,1243400,0
1840,Nivel 46,412,1326400,0
1841,Nivel 47,412,1409400,0
1842,Nivel 48,412,1492400,0
1843,Nivel 49,412,1575400,0
1844,Nivel 50,412,1658400,0
1845,Accesorio,416,12500,0
1846,Encubridor,416,15000,0
1847,Conspirador,416,17500,0
1848,Eminencia,416,20000,0
1849,Accesorio,417,12500,0
1850,Encubridor,417,15000,0
1851,Conspirador,417,17500,0
1852,Eminencia,417,20000,0
1853,Accesorio,418,12500,0
1854,Encubridor,418,15000,0
1855,Conspirador,418,17500,0
1856,Eminencia,418,20000,0
1857,Nivel 51,412,1741400,0
1858,Nivel 52,412,1824400,0
1859,Nivel 53,412,1907400,0
1860,Nivel 54,412,1990400,0
1861,Nivel 55,412,2073400,0
1862,Nivel 56,412,2197900,0
1863,Nivel 57,412,2322400,0
1864,Nivel 58,412,2446900,0
1865,Nivel 59,412,2571400,0
1866,Nivel 60,412,2695900,0
1887,Estado 4 - Capítulo 5,184,50000,0
2035,Nivel 61,412,2820400,0
2036,Nivel 62,412,2944900,0
2037,Nivel 63,412,3069400,0
2038,Nivel 64,412,3193900,0
2039,Nivel 65,412,3318400,0
2040,Nivel 66,412,3467800,0
2041,Nivel 67,412,3617200,0
2042,Nivel 68,412,3766600,0
2043,Nivel 69,412,3916000,0
2044,Nivel 70,412,4065400,0
2045,Nivel 71,412,4214800,0
2046,Nivel 72,412,4364200,0
2047,Nivel 73,412,4513600,0
2048,Nivel 74,412,4663000,0
2049,Nivel 75,412,4812400,0
2050,Nivel 76,412,4978400,0
2051,Nivel 77,412,5144400,0
2052,Nivel 78,412,5310400,0
2053,Nivel 79,412,5476400,0
2054,Nivel 80,412,5642400,0
2055,Nivel 81,412,5808400,0
2056,Nivel 82,412,5974400,0
2057,Nivel 83,412,6140400,0
2058,Nivel 84,412,6306400,0
2059,Nivel 85,412,6472400,0
2060,Nivel 86,412,6655000,0
2061,Nivel 87,412,6837600,0
2062,Nivel 88,412,7020200,0
2063,Nivel 89,412,7202800,0
2064,Nivel 90,412,7385400,0
2065,Nivel 91,412,7568000,0
2066,Nivel 92,412,7750600,0
2067,Nivel 93,412,7933200,0
2068,Nivel 94,412,8115800,0
2069,Nivel 95,412,8298400,0
2070,Nivel 96,412,8505900,0
2071,Nivel 97,412,8713400,0
2072,Nivel 98,412,8920900,0
2073,Nivel 99,412,9128400,0
2074,Nivel 100,412,9335900,0
