ID,SortName_lang,UiOrderIndex,Flags
626,Fallas temporales,0,0
627,Guardería Escamitas,0,0
628,Pico Onírico,0,0
629,Celadores Oníricos,0,0
630,La reclamación de Gilneas,0,0
631,Copa de Kalimdor,0,0
632,Copa de los Reinos del Este,0,0
633,Copa de Terrallende,0,0
634,Copa de Rasganorte,0,0
635,Copa de Pandaria,0,0
636,Copa de las Islas Abruptas,0,0
637,La Presagista,0,0
638,Aniversario de Hearthstone,0,0
639,Asalto temporal,0,0
640,Terráneo,0,0
642,Sistema de mejora,0,0
643,Bandas guerreras,0,0
645,Metamisiones,10,1
646,Secretos de Azeroth,0,0
647,Paseo por la historia,0,0
651,Dúos despiadados,0,0
652,Profundidades,0,0
