ID,Name_lang,Description_lang,DescriptionShort_lang,Icon,Order,ChrRacesID
151,Olfato para los problemas,"La primera vez que te golpea un enemigo, recibes menos daño.",Recibes menos daño la primera vez que te golpean,3193419,2,35
152,Alforjas de alpaca,Tu mochila tiene 8 ranuras adicionales.,Tu mochila tiene 8 ranuras adicionales,3193421,3,35
153,Resistencia al Fuego,Reduce el daño de Fuego recibido.,Resistencia al daño de Fuego,3193417,4,35
248,Ligereza,"Te transformas en ánima pura, lo que aumenta de forma drástica tu velocidad de movimiento, reduce tu velocidad de caída y te lanza hacia delante.

Mientras dura, reduce el radio de la zona en la que pueden detectarte los enemigos.",,298642,0,15
249,Estrago divino,"Realizas de forma instantánea un lanzamiento potenciado de Choque Sagrado, Escudo de vengador o Sentencia que golpea a todos los objetivos cercanos.",,133706,1,15
250,Amalgama,"Te fusionas con un enemigo o un aliado. Los enemigos no pueden seleccionarte como objetivo, pero tampoco puedes atacar ni lanzar hechizos.

Si el enemigo tiene un nivel igual o inferior al tuyo, lo controlas mientras dure el efecto.",,237147,0,16
251,Juramento de sangre,"Realizas un pacto de sangre, lo que elimina al instante la mayoría de los efectos dañinos que tengas y provoca que tus facultades inflijan daño extra o sanen una cantidad extra equivalente a la salud gastada en esta facultad.",,133523,0,16
252,Forma de patronus,"Te transformas en un espíritu de zorro, lo que aumenta tu velocidad de movimiento y provoca que los enemigos te ignoren.",,797544,0,17
253,Invocar arboleda de luz,"Creas una arboleda de luz en el área seleccionada que os restaura salud a ti y a un aliado herido cada 3 s.

Sentencia puede no activar su tiempo de reutilización cuando se lanza contra un enemigo dentro de la arboleda de luz.",,135931,0,17
254,Puerta de las Sombras,Te fundes con las sombras y apareces en la ubicación seleccionada.,,134430,0,18
255,Puesta de sol cinérea,"Atraes la Luz hacia tu interior, lo que drena la salud de los enemigos cercanos para restaurar la tuya.

Drenar al menos a un enemigo provoca que tu siguiente facultad aseste un golpe crítico garantizado.",,461857,0,18
490,Fusión de las sombras,Puede desaparecer en las sombras.,Puede desaparecer en las sombras,132089,0,4
491,Presura,Más difícil de alcanzar.,Más difícil de alcanzar,132279,1,4
492,Espíritu de fuego fatuo,Forma de fuego fatuo al morir para adquirir rapidez de movimiento.,Te mueves más rápido al morir,136116,2,4
493,Resistencia a la Naturaleza,Resistencia al daño de Naturaleza.,Resistencia al daño de Naturaleza,136094,3,4
494,Elusión,Movimientos más rápidos mientras se está en sigilo.,Mayor velocidad de movimiento mientras se está en sigilo,132280,4,4
495,Toque de Elune,Ataques más rápidos de noche y probabilidad de golpe crítico aumentada durante el día.,Ataques más rápidos de noche y probabilidad de golpe crítico aumentada durante el día,135900,5,4
496,Artista del escape,Puede escapar de los efectos que alteran la velocidad.,Escapa de los efectos que alteran la velocidad,132309,0,7
497,Mente expansiva,Reserva de recursos aumentada.,Reserva de recursos aumentada,132864,1,7
498,Resistencia a lo Arcano,Resistencia al daño Arcano.,Resistencia al daño Arcano,136116,2,7
499,Especialización de ingeniería,Habilidad en ingeniería aumentada.,Habilidad en ingeniería aumentada,134063,3,7
500,Dedos diestros,Ataca más rápido.,Ataca más rápido,135641,4,7
501,Tallar gemas,Habilidad en joyería aumentada.,Habilidad en joyería aumentada,135998,0,11
502,Ofrenda de los naaru,Puede sanarse o sanar a otros durante un tiempo.,Te sana a ti o a otros durante un tiempo,135923,1,11
503,Presencia heroica,"Agilidad, intelecto y fuerza aumentados.","Agilidad, intelecto y fuerza aumentados",133123,2,11
504,Resistencia a las Sombras,Resistencia al daño de las Sombras.,Resistencia al daño de las Sombras,136152,3,11
505,Huida oscura,Puede moverse rápidamente de forma periódica.,Puede moverse más rápido de forma periódica,366937,0,22
506,Saña,Probabilidad de crítico aumentada.,Probabilidad de crítico aumentada,132203,1,22
507,Desviación,Resistencia al daño de Naturaleza y de las Sombras.,Resistencia al daño de Naturaleza y de las Sombras,136121,2,22
508,Despellejador,Velocidad y habilidad en desuello aumentadas.,Velocidad y habilidad en desuello aumentadas,132140,3,22
509,Palma fulminante,Puede dormir a los enemigos con un toque de la mano.,Duerme a los enemigos con un toque de la mano,572035,0,24
510,Paz interior,Paz interior duplica la experiencia por descanso.,Recibes el doble de la experiencia por descanso,572034,1,24
511,Epicúreo,Aumenta los beneficios de la comida.,Aumenta los beneficios de la comida,571692,2,24
512,Gastronomía,Habilidad en cocina aumentada.,Habilidad en cocina aumentada,571693,3,24
513,Mullido,Usa Mullido y recibe menos daño de caída.,Recibe menos daño de caída,572033,4,24
514,Furia sangrienta,Puede enfurecerse para aumentar el daño.,Se enfurece para aumentar el daño,135726,0,2
515,Firmeza,Resistencia a los efectos de aturdimiento.,Resistencia a los efectos de aturdimiento,133125,1,2
516,Ordenar,Daño infligido con mascotas aumentado.,Daño infligido con mascotas aumentado,132366,2,2
517,Pisotón de guerra,Puede dar un pisotón que aturde a los enemigos cercanos.,Da un pisotón que aturde a los enemigos cercanos,132368,0,6
518,Robustez,Aguante aumentado.,Aguante aumentado,136112,1,6
519,Cultivo,Velocidad y habilidad en herboristería aumentadas.,Velocidad y habilidad en herboristería aumentadas,133938,2,6
520,Resistencia a la Naturaleza,Resistencia al daño de Naturaleza.,Resistencia al daño de Naturaleza,136094,3,6
521,Pujanza,Efecto de golpes críticos aumentado.,Efecto de golpes críticos aumentado,134174,4,6
522,Rabiar,Tu rabia aumenta la rapidez de ataques y hechizos.,Tu rabia aumenta la rapidez de ataques y hechizos,135727,0,8
523,Regeneración,Regeneración aumentada.,Regeneración aumentada,136077,1,8
524,Matanza de bestias,Experiencia aumentada al matar bestias.,Experiencia aumentada al matar bestias,134357,2,8
525,La marcha vudú,Duración reducida de los efectos de reducción de movimiento.,Duración reducida de los efectos de reducción de movimiento,134231,3,8
526,Afinidad Arcana,Habilidad de encantamiento aumentada.,Habilidad de encantamiento aumentada,132876,0,10
527,Torrente Arcano,"Puede restaurar recursos, como maná o energía.","Restaura recursos, como maná o energía",136222,1,10
528,Torrente Arcano,Puede eliminar los beneficios de los enemigos cercanos.,Elimina los beneficios de los enemigos cercanos,136222,2,10
529,Resistencia a lo Arcano,Resistencia al daño Arcano.,Resistencia al daño Arcano,136120,3,10
530,Salto con cohete,Puede usar un cohete para saltar hacia delante.,Usa un cohete para saltar hacia delante,370769,0,9
531,Tromba de cohetes,Puede lanzar cohetes a los enemigos.,Lanza cohetes a los enemigos,133032,1,9
532,Los mejores precios del mercado,Recibe descuentos de vendedores.,Recibes descuentos de vendedores,369760,2,9
533,Hobgoblin de bolsillo,Puede invocar un banco personal de forma periódica.,Invoca un banco personal,370211,3,9
534,El tiempo es oro,Celeridad aumentada.,Celeridad aumentada,369214,4,9
535,Es cuestión de química,Sanación de pociones y habilidad en alquimia aumentadas.,Sanación de pociones y habilidad en alquimia aumentadas,370670,5,9
606,Remontar/Planear,Usa tus alas para planear por el aire y remontar desde lugares elevados.,Usa tus alas para planear por el aire y remontar desde lugares elevados,4622485,0,52
607,Despegue urgente,Utiliza habilidades de surcacielos para mejorar tu vuelo y dominar los cielos más a menudo,Utiliza habilidades de surcacielos para mejorar tu vuelo y dominar los cielos más a menudo,4622483,1,52
608,Sacudida de alas,Repeles a los enemigos con tus alas.,Repeles a los enemigos con tus alas,4622486,2,52
609,Despierto,Maestría aumentada.,Maestría aumentada,4622481,3,52
610,Ojo perceptivo,Encuentra componentes poco comunes extra al recolectar.,Encuentra más componentes poco comunes al recolectar,4630415,4,52
611,Remontar/Planear,Usa tus alas para planear por el aire y remontar desde lugares elevados.,Usa tus alas para planear por el aire y remontar desde lugares elevados,4622485,0,70
612,Despegue urgente,Utiliza habilidades de surcacielos para mejorar tu vuelo y dominar los cielos más a menudo,Utiliza habilidades de surcacielos para mejorar tu vuelo y dominar los cielos más a menudo,4622483,1,70
613,Sacudida de alas,Repeles a los enemigos con tus alas.,Repeles a los enemigos con tus alas,4622488,2,70
614,Despierto,Maestría aumentada.,Maestría aumentada,4622481,3,70
615,Ojo perceptivo,Encuentra componentes poco comunes extra al recolectar.,Encuentra más componentes poco comunes al recolectar,4630415,4,70
616,Oleada de azerita,Inflige daño de Fuego a los enemigos y sana a tus aliados.,Inflige daño de Fuego a los enemigos y sana a tus aliados.,5788297,0,84
617,Consumir minerales,Come gemas para estar bien alimentado de manera indefinida.,Come gemas para estar bien alimentado.,5788301,1,84
618,Hiperproductividad,"Sutileza aumentada, lo que, en ocasiones, hará que recolectes materiales adicionales.",Probabilidad de recoger materiales adicionales.,5788298,2,84
619,Armazón titánico,Aumenta la armadura.,Aumenta la armadura.,5788302,3,84
620,Maravilla ojiplática,Aumenta la experiencia de exploración.,Aumenta la experiencia de exploración.,5788303,4,84
621,Oleada de azerita,Inflige daño de Fuego a los enemigos y sana a tus aliados.,Inflige daño de Fuego a los enemigos y sana a tus aliados.,5788297,0,85
622,Consumir minerales,Come gemas para estar bien alimentado de manera indefinida.,Come gemas para estar bien alimentado.,5788301,1,85
623,Hiperproductividad,"Sutileza aumentada, lo que, en ocasiones, hará que recolectes materiales adicionales.",Probabilidad de recoger materiales adicionales.,5788298,2,85
624,Armazón titánico,Aumenta la armadura.,Aumenta la armadura.,5788302,3,85
625,Maravilla ojiplática,Aumenta la experiencia de exploración.,Aumenta la experiencia de exploración.,5788303,4,85
634,Contemplación tranquila,Se activa para restaurar salud y maná fuera del combate.,Restaura salud y maná fuera del combate,1499566,5,84
635,Contemplación tranquila,Se activa para restaurar salud y maná fuera del combate.,Restaura salud y maná fuera del combate,1499566,5,85
