Name_lang,Description_lang,ID,DisplayIndex,UiCameraID,AltHandUICameraID,ForgeAttachmentOverride,Flags,ArtifactID
Estrago de la Niebla Profunda,,134,2,845,0,-1,0,51
Aliento de la Serpiente Inmortal,,135,6,846,0,-1,1,51
Tormento del Sha,,136,4,847,0,-1,0,51
Espíritu de Chi-Ji,,137,3,848,0,-1,0,51
Puños de los Cielos,,138,1,629,630,-1,0,50
Toque de Al'Akir,,139,2,691,692,-1,0,50
Alcance del Espíritu,,140,3,694,693,-1,0,50
Legado del Shadopan,,141,4,696,695,-1,0,50
Puño de Tormenta,,142,6,698,697,-1,1,50
Puño del Vigilante Caído,,143,2,785,199,-1,0,48
Llama de Justicia,,144,5,788,199,-1,0,48
Depositario de Tumbas,,145,4,786,199,-1,0,48
Sentencia del Protector,,146,3,787,199,-1,0,48
Veraguardia,,147,1,756,755,-1,0,49
Luz de los Titanes,,148,2,777,945,-1,0,49
Resguardo del Guarda Oscuro,,149,4,780,943,-1,0,49
Blasón de Fuego Sagrado,,150,5,778,944,-1,0,49
Baluarte del Vindicador,,151,6,779,946,-1,1,49
Cólera de la Luz,,152,1,705,0,-1,0,46
Blasón de los Redimidos,,153,2,706,0,-1,0,46
Aguja del Archivista,,154,6,709,0,-1,1,46
Vigilia Eterna,,155,4,708,0,-1,0,46
Cáliz de Luz,,156,3,707,0,-1,0,46
Estandarte de Pureza,,157,2,950,0,-1,0,45
Guardián de Luz,,158,3,948,0,-1,0,45
Recuerdo de Argus,,159,5,949,0,-1,0,45
Abrazo del Vacío,,160,4,951,0,-1,0,45
Hojas Pérfidas,,161,1,757,758,-1,0,44
Promesa de la Plaga Marina,,162,2,868,873,-1,0,44
Beso Incandescente,,163,3,869,874,-1,0,44
Alcance del Esgrimista,,164,5,870,875,-1,0,44
Últimas Palabras del Bribón,,165,4,871,876,-1,0,44
Guardia de la Tormenta,,166,2,880,885,-1,0,40
Hablatierra,,167,3,881,886,-1,0,40
Legado de Rehgar,,168,5,882,887,-1,0,40
Puño del Chamán Caído,,169,4,883,888,-1,0,40
Invocatormentas,,170,2,632,0,-1,0,41
Fatalidad de la Legión,,171,3,633,0,-1,0,41
Destino de Puño Negro,,172,4,634,0,-1,0,41
Tifón,,173,5,635,0,-1,0,41
Cetro de las Profundidades,,174,2,801,963,-1,0,42
Nacido de Titán,,175,3,802,961,-1,0,42
Portatótems,,176,4,803,962,-1,0,42
Destino Gélido,,177,5,804,959,-1,0,42
Falce del Paso de la Muerte,,178,1,646,0,-1,0,39
Mano del Afligido,,179,2,647,0,-1,0,39
Succión de Alma,,180,3,648,0,-1,0,39
Fin del Destino,,181,6,649,0,-1,1,39
Mano de la Muerte,,182,4,650,0,-1,0,39
Cráneo del Man'ari,,183,1,760,922,20,0,37
Mirada del Primer Invocador,,184,2,781,927,20,0,37
Orgullo del Señor del Foso,,185,3,782,926,20,0,37
Vestigio Ardiente,,186,4,783,923,20,0,37
Alma de los Olvidados,,187,5,784,925,20,0,37
Strom'kar la Belígera,,188,1,641,0,-1,0,36
Venganza de los Caídos,,189,2,749,0,-1,0,36
Filo de la Cólera,,190,4,752,0,-1,0,36
Segadora Flamígera,,191,3,750,0,-1,0,36
Hoja del Campeón Celeste,,192,5,751,0,-1,0,36
Espadas de Guerra de los Valarjar,,193,1,639,640,-1,0,35
Brazo del Jinete de Dragón,,194,2,761,765,-1,0,35
Aliento de Tormenta,,195,4,764,768,-1,0,35
Mirada de Helya,,196,5,763,767,-1,0,35
Fauces del Valor,,197,3,762,766,-1,0,35
Caminante Salvaje,,200,5,934,0,-1,0,55
Espíritu de la Luna,,203,6,636,637,-1,1,58
Crematoria,,206,1,62,0,-1,0,80
Crematoria,,207,1,62,0,-1,0,81
Crematoria,,208,1,62,0,-1,0,80
Caña Sondaluz,,211,1,818,0,1,0,73
Carga del Lanomántico,,212,6,825,0,-1,1,4
Toque de No-muerte,,213,6,826,0,-1,1,15
Hojarruna Oscura,,214,6,827,828,-1,1,12
Liberación de la Muerte,,215,5,829,0,-1,0,16
Caminamuerte,,216,6,830,932,-1,1,3
Ala Parda,,217,5,909,910,-1,0,60
Guadaña de Maná,,218,5,835,0,-1,0,59
Poderío de los Fauceparda,,219,5,188,638,-1,0,57
Vigilancia nocturna,,220,5,67,0,-1,0,13
Alcance del Titán,,221,6,836,0,-1,1,56
Guardián de los Bosques,,222,5,837,0,-1,0,34
Diseño de las Estrellas,,223,6,842,938,-1,1,54
Magus de Élite,,224,5,843,0,-1,0,53
Vigilante de Brebaje Ancestral,,225,6,844,0,-1,1,52
Esencia de Tranquilidad,,226,5,849,0,-1,0,51
Déspota de Xuen,,227,5,850,851,-1,0,50
Armamento del Vigía,,228,6,852,199,-1,1,48
Protector Divino,,229,3,853,942,-1,0,49
Reminiscencia Corrupta,,230,6,854,0,-1,1,2
Vigilancia Ascendida,,231,5,855,0,-1,0,46
Blasón de los Natoluz,,232,6,947,0,-1,1,45
Garra de N'Zoth,,233,6,857,956,-1,1,47
Filo Fantasmal,,234,5,862,867,-1,0,43
"Trueno Furioso, Espada Bendita del Señor del Viento",,235,6,872,877,-1,1,44
Mordisco Venenoso,,236,6,878,879,-1,1,17
Prestigio de los Amani,,237,6,884,889,-1,1,40
Campeón de Zandalar,,238,6,890,0,-1,1,41
Serpiente Enroscada,,239,6,891,960,-1,1,42
Espinazo del Condenado,,240,5,892,0,-1,0,39
Rostro de Thal'kiel,,241,6,893,924,20,1,37
Apariencia del Ensombrecedor,,242,5,894,0,-1,0,38
Rompehojas de Arcanita,,243,6,895,0,-1,1,36
Filo del Matadragones,,244,6,896,897,-1,1,35
Destructor de la Legión,,245,5,898,964,-1,0,11
