ID,FullName_lang,ShortName_lang,GroupFinderCategoryID,OrderIndex,GroupFinderActivityGrpID,Flags,MinGearLevelSuggestion,PlayerConditionID,MapID,DifficultyID,AreaID,MaxPlayers,DisplayType,Field_11_0_7_57361_013,Field_11_0_7_57361_014,Field_11_0_7_57361_015,Field_11_0_7_57361_016,OverrideContentTuningID,MapChallengeModeID
79,La Fuga de Durnholde (normal),Normal,2,0,32,98,0,0,560,1,0,5,1,0,0,0,0,0,0
80,Apertura del Portal Oscuro (normal),Normal,2,0,33,98,0,0,269,1,0,5,1,0,0,0,0,0,0
81,El Mechanar (normal),Normal,2,0,34,98,0,0,554,1,0,5,1,0,0,0,0,0,0
82,El Invernáculo (normal),Normal,2,0,35,98,0,0,553,1,0,5,1,0,0,0,0,0,0
83,El Arcatraz (normal),Normal,2,0,36,98,0,0,552,1,0,5,1,0,0,0,0,0,0
84,Criptas Auchenai (heroica),Heroica,2,0,27,98,0,0,558,2,0,5,1,0,0,0,0,0,0
85,Tumbas de Maná (heroica),Heroica,2,0,26,98,0,0,557,2,0,5,1,0,0,0,0,0,0
86,Salas Sethekk (heroica),Heroica,2,0,28,98,0,0,556,2,0,5,1,0,0,0,0,0,0
87,Laberinto de las Sombras (heroica),Heroica,2,0,29,98,0,0,555,2,0,5,1,0,0,0,0,0,0
88,Apertura del Portal Oscuro (heroica),Heroica,2,0,33,98,0,0,269,2,0,5,1,0,0,0,0,0,0
89,La Fuga de Durnholde (heroica),Heroica,2,0,32,98,0,0,560,2,0,5,1,0,0,0,0,0,0
90,Recinto de los Esclavos (heroica),Heroica,2,0,23,98,0,0,547,2,0,5,1,0,0,0,0,0,0
91,La Cámara de Vapor (heroica),Heroica,2,0,25,98,0,0,545,2,0,5,1,0,0,0,0,0,0
92,La Sotiénaga (heroica),Heroica,2,0,24,98,0,0,546,2,0,5,1,0,0,0,0,0,0
93,El Horno de Sangre (heroica),Heroica,2,0,21,98,0,0,542,2,0,5,1,0,0,0,0,0,0
94,Murallas del Fuego Infernal (heroica),Heroica,2,0,20,98,0,0,543,2,0,5,1,0,0,0,0,0,0
95,Salas Arrasadas (heroica),Heroica,2,0,22,98,0,0,540,2,0,5,1,0,0,0,0,0,0
96,El Arcatraz (heroica),Heroica,2,0,36,98,0,0,552,2,0,5,1,0,0,0,0,0,0
97,El Invernáculo (heroica),Heroica,2,0,35,98,0,0,553,2,0,5,1,0,0,0,0,0,0
98,El Mechanar (heroica),Heroica,2,0,34,98,0,0,554,2,0,5,1,0,0,0,0,0,0
99,Bancal del Magister (normal),Normal,2,0,37,98,0,0,585,1,0,5,1,0,0,0,0,0,0
100,Bancal del Magister (heroica),Heroica,2,0,37,98,0,0,585,2,0,5,1,0,0,0,0,0,0
101,Fortaleza de Utgarde (normal),Normal,2,0,38,98,0,0,574,1,0,5,1,0,0,0,0,0,0
102,Pináculo de Utgarde (normal),Normal,2,0,39,98,0,0,575,1,0,5,1,0,0,0,0,0,0
103,Azjol-Nerub (normal),Normal,2,0,40,98,0,0,601,1,0,5,1,0,0,0,0,0,0
104,El Oculus (normal),Normal,2,0,41,98,0,0,578,1,0,5,1,0,0,0,0,0,0
105,Cámaras de Relámpagos (normal),Normal,2,0,42,98,0,0,602,1,0,5,1,0,0,0,0,0,0
106,Cámaras de Piedra (normal),Normal,2,0,43,98,0,0,599,1,0,5,1,0,0,0,0,0,0
107,La Matanza de Stratholme (normal),Normal,2,0,44,98,0,0,595,1,0,5,1,0,0,0,0,0,0
108,Fortaleza de Drak'Tharon (normal),Normal,2,0,45,98,0,0,600,1,0,5,1,0,0,0,0,0,0
109,Gundrak (normal),Normal,2,0,46,98,0,0,604,1,0,5,1,0,0,0,0,0,0
110,Ahn'kahet: El Antiguo Reino (normal),Normal,2,0,47,98,0,0,619,1,0,5,1,0,0,0,0,0,0
111,Bastión Violeta (normal),Normal,2,0,48,98,0,0,608,1,0,5,1,0,0,0,0,0,0
112,El Nexo (normal),Normal,2,0,49,98,0,0,576,1,0,5,1,0,0,0,0,0,0
113,Prueba del Campeón (normal),Normal,2,0,50,610,0,0,650,1,0,5,1,0,0,0,0,0,0
114,La Forja de Almas (normal),Normal,2,0,51,98,0,0,632,1,0,5,1,0,0,0,0,0,0
115,Foso de Saron (normal),Normal,2,0,52,98,0,0,658,1,0,5,1,0,0,0,0,0,0
116,Cámaras de Reflexión (normal),Normal,2,0,53,98,0,0,668,1,0,5,1,0,0,0,0,0,0
117,Pináculo de Utgarde (heroica),Heroica,2,0,39,98,0,0,575,2,0,5,1,0,0,0,0,0,0
118,La Matanza de Stratholme (heroica),Heroica,2,0,44,98,0,0,595,2,0,5,1,0,0,0,0,0,0
119,El Oculus (heroica),Heroica,2,0,41,98,0,0,578,2,0,5,1,0,0,0,0,0,0
120,Cámaras de Relámpagos (heroica),Heroica,2,0,42,98,0,0,602,2,0,5,1,0,0,0,0,0,0
121,Cámaras de Piedra (heroica),Heroica,2,0,43,98,0,0,599,2,0,5,1,0,0,0,0,0,0
122,Fortaleza de Drak'Tharon (heroica),Heroica,2,0,45,98,0,0,600,2,0,5,1,0,0,0,0,0,0
123,Gundrak (heroica),Heroica,2,0,46,98,0,0,604,2,0,5,1,0,0,0,0,0,0
124,Ahn'kahet: El Antiguo Reino (heroica),Heroica,2,0,47,98,0,0,619,2,0,5,1,0,0,0,0,0,0
125,Bastión Violeta (heroica),Heroica,2,0,48,98,0,0,608,2,0,5,1,0,0,0,0,0,0
126,El Nexo (heroica),Heroica,2,0,49,98,0,0,576,2,0,5,1,0,0,0,0,0,0
127,Azjol-Nerub (heroica),Heroica,2,0,40,98,0,0,601,2,0,5,1,0,0,0,0,0,0
128,Fortaleza de Utgarde (heroica),Heroica,2,0,38,98,0,0,574,2,0,5,1,0,0,0,0,0,0
129,Prueba del Campeón (heroica),Heroica,2,0,50,610,0,0,650,2,0,5,1,0,0,0,0,0,0
130,La Forja de Almas (heroica),Heroica,2,0,51,98,0,0,632,2,0,5,1,0,0,0,0,0,0
131,Foso de Saron (heroica),Heroica,2,0,52,98,0,0,658,2,0,5,1,0,0,0,0,0,0
132,Cámaras de Reflexión (heroica),Heroica,2,0,53,98,0,0,668,2,0,5,1,0,0,0,0,0,0
133,Trono de las Mareas (normal),Normal,2,0,54,98,0,0,643,1,0,5,1,0,0,0,0,0,0
134,Cavernas Roca Negra (normal),Normal,2,0,55,98,0,0,645,1,0,5,1,0,0,0,0,0,0
135,Grim Batol (normal),Normal,2,1,56,99,0,0,670,1,0,5,1,0,0,0,0,0,0
136,Cámaras de los Orígenes (normal),Normal,2,0,57,98,0,0,644,1,0,5,1,0,0,0,0,0,0
137,El Núcleo Pétreo (normal),Normal,2,0,58,98,0,0,725,1,0,5,1,0,0,0,0,0,0
138,La Cumbre del Vórtice (normal),Normal,2,8,59,98,0,0,657,1,0,5,1,0,0,0,0,0,0
139,Ciudad Perdida de los Tol'vir (normal),Normal,2,0,60,98,0,0,755,1,0,5,1,0,0,0,0,0,0
140,La Cumbre del Vórtice (heroica),Heroica,2,8,59,98,0,0,657,2,0,5,1,0,0,0,0,0,0
141,El Núcleo Pétreo (heroica),Heroica,2,0,58,98,0,0,725,2,0,5,1,0,0,0,0,0,0
142,Cámaras de los Orígenes (heroica),Heroica,2,0,57,98,0,0,644,2,0,5,1,0,0,0,0,0,0
143,Grim Batol (heroica),Heroica,2,2,56,99,567,127178,670,2,0,5,1,0,0,0,0,0,0
144,Cavernas Roca Negra (heroica),Heroica,2,0,55,98,0,0,645,2,0,5,1,0,0,0,0,0,0
146,Trono de las Mareas (heroica),Heroica,2,0,54,98,0,0,643,2,0,5,1,0,0,0,0,0,0
147,Ciudad Perdida de los Tol'vir (heroica),Heroica,2,0,60,98,0,0,755,2,0,5,1,0,0,0,0,0,0
148,Las Minas de la Muerte (heroica),Heroica,2,0,5,98,0,0,36,2,0,5,1,0,0,0,0,0,0
149,Castillo de Colmillo Oscuro (heroica),Heroica,2,0,19,98,0,0,33,2,0,5,1,0,0,0,0,0,0
150,Zul'Gurub (heroica),Zul'Gurub,2,0,0,98,0,0,859,2,0,5,1,0,0,0,0,0,0
151,Zul'Aman (heroica),Zul'Aman,2,0,0,98,0,0,568,2,0,5,1,0,0,0,0,0,0
152,Fin de los Días (heroica),Fin de los Días,2,0,0,98,0,0,938,2,0,5,1,0,0,0,0,0,0
153,Pozo de la Eternidad (heroica),Pozo de la Eternidad,2,0,0,98,0,0,939,2,0,5,1,0,0,0,0,0,0
154,Hora del Crepúsculo (heroica),Hora del Crepúsculo,2,0,0,98,0,0,940,2,0,5,1,0,0,0,0,0,0
155,Templo del Dragón de Jade (normal),Normal,2,0,61,98,0,0,960,1,0,5,1,0,0,0,0,0,0
156,Cervecería del Trueno (normal),Normal,2,0,62,98,0,0,961,1,0,5,1,0,0,0,0,0,0
157,Monasterio del Shadopan (normal),Normal,2,0,63,98,0,0,959,1,0,5,1,0,0,0,0,0,0
158,Palacio Mogu'shan (normal),Normal,2,0,64,98,0,0,994,1,0,5,1,0,0,0,0,0,0
159,Asedio del Templo de Niuzao (normal),Normal,2,0,65,98,0,0,1011,1,0,5,1,0,0,0,0,0,0
160,Puerta del Sol Poniente (normal),Normal,2,0,66,98,0,0,962,1,0,5,1,0,0,0,0,0,0
163,Templo del Dragón de Jade (heroica),Heroica,2,0,61,98,0,0,960,2,0,5,1,0,0,0,0,0,0
164,Cervecería del Trueno (heroica),Heroica,2,0,62,98,0,0,961,2,0,5,1,0,0,0,0,0,0
165,Monasterio del Shadopan (heroica),Heroica,2,0,63,98,0,0,959,2,0,5,1,0,0,0,0,0,0
166,Palacio Mogu'shan (heroica),Heroica,2,0,64,98,0,0,994,2,0,5,1,0,0,0,0,0,0
167,Puerta del Sol Poniente (heroica),Heroica,2,0,66,98,0,0,962,2,0,5,1,0,0,0,0,0,0
168,Scholomance (heroica),Heroica,2,0,18,98,0,0,1007,1,0,5,1,0,0,0,0,0,0
169,Monasterio Escarlata (heroica),Heroica,2,0,31,98,0,0,1004,2,0,5,1,0,0,0,0,0,0
170,Cámaras Escarlata (heroica),Heroica,2,0,30,98,0,0,1001,2,0,5,1,0,0,0,0,0,0
171,Asedio del Templo de Niuzao (heroica),Heroica,2,0,65,98,0,0,1011,2,0,5,1,0,0,0,0,0,0
172,Cresta Fuego Glacial,Cresta Fuego Glacial,1,0,68,258,0,0,0,0,6720,0,4,0,0,0,0,0,0
173,Valle Sombraluna (Draenor),Valle Sombraluna,1,0,68,258,0,0,0,0,6719,0,4,0,0,0,0,0,0
174,Gorgrond,Gorgrond,1,0,68,258,0,0,0,0,6721,0,4,0,0,0,0,0,0
175,Talador,Talador,1,0,68,258,0,0,0,0,6662,0,4,0,0,0,0,0,0
176,Cumbres de Arak,Cumbres de Arak,1,0,68,258,0,0,0,0,6722,0,4,0,0,0,0,0,0
177,Nagrand (Draenor),Nagrand,1,0,68,258,0,0,0,0,6755,0,4,0,0,0,0,0,0
179,Minas Machacasangre (desafío),Desafío,2,4,6,99,0,5793,1175,8,0,5,1,0,0,0,0,0,0
180,Puerto de Hierro (piedra angular mítica),Mítica+,2,4,7,195,0,97423,1195,8,0,5,1,0,0,0,0,0,169
181,Auchindoun (desafío),Desafío,2,4,8,99,0,5793,1182,8,0,5,1,0,0,0,0,0,0
182,Trecho Celestial (desafío),Desafío,2,4,9,99,0,5793,1209,8,0,5,1,0,0,0,0,0,0
183,Terminal Malavía (piedra angular mítica),Mítica+,2,4,10,227,0,97423,1208,8,0,5,1,0,0,0,0,0,166
184,El Vergel Eterno (piedra angular mítica),Mítica+,2,4,11,194,385,98030,1279,8,0,5,1,0,0,0,0,0,0
186,Cumbre de Roca Negra Superior (desafío),Desafío,2,4,13,99,0,5793,1358,8,0,5,1,0,0,0,0,0,0
187,Nueva Ciudad Manitas,Nueva Ciudad Manitas,1,0,2,258,0,0,0,0,6457,0,4,0,0,0,0,0,0
188,Valle de Crestanevada,Valle de Crestanevada,1,0,2,258,0,0,0,0,6176,0,4,0,0,0,0,0,0
189,Villanorte,Villanorte,1,0,2,258,0,0,0,0,6170,0,4,0,0,0,0,0,0
190,Ciudad de Gilneas,Ciudad de Gilneas,1,0,2,258,0,0,0,0,5435,0,4,0,0,0,0,0,0
191,Isla del Caminante del Sol,Isla del Caminante del Sol,1,0,2,258,0,0,0,0,6455,0,4,0,0,0,0,0,0
192,Camposanto,Camposanto,1,0,2,258,0,0,0,0,6454,0,4,0,0,0,0,0,0
193,Dun Morogh,Dun Morogh,1,0,2,258,0,0,0,0,1,0,4,0,0,0,0,0,0
194,Claros de Tirisfal,Claros de Tirisfal,1,0,2,258,0,0,0,0,85,0,4,0,0,0,0,0,0
195,Bosque Canción Eterna,Bosque Canción Eterna,1,0,2,258,0,0,0,0,3430,0,4,0,0,0,0,0,0
196,Bosque de Elwynn,Bosque de Elwynn,1,0,2,258,0,0,0,0,12,0,4,0,0,0,0,0,0
197,Gilneas,Gilneas,1,0,2,258,0,0,0,0,4714,0,4,0,0,0,0,0,0
198,Loch Modan,Loch Modan,1,0,2,258,0,0,0,0,38,0,4,0,0,0,0,0,0
199,Tierras Fantasma,Tierras Fantasma,1,0,2,258,0,0,0,0,3433,0,4,0,0,0,0,0,0
200,Bosque de Argénteos,Bosque de Argénteos,1,0,2,258,0,0,0,0,130,0,4,0,0,0,0,0,0
201,Ruinas de Gilneas,Ruinas de Gilneas,1,0,2,258,0,0,0,0,4706,0,4,0,0,0,0,0,0
202,Montañas Crestagrana,Montañas Crestagrana,1,0,2,258,0,0,0,0,44,0,4,0,0,0,0,0,0
203,Los Humedales,Los Humedales,1,0,2,258,0,0,0,0,11,0,4,0,0,0,0,0,0
204,Bosque del Ocaso,Bosque del Ocaso,1,0,2,258,0,0,0,0,10,0,4,0,0,0,0,0,0
205,Laderas de Trabalomas,Laderas de Trabalomas,1,0,2,258,0,0,0,0,267,0,4,0,0,0,0,0,0
206,Tierras Altas de Arathi,Tierras Altas de Arathi,1,0,2,258,0,0,0,0,45,0,4,0,0,0,0,0,0
207,Norte de la Vega de Tuercespina,Norte de la Vega de Tuercespina,1,0,2,258,0,0,0,0,33,0,4,0,0,0,0,0,0
208,El Cabo de Tuercespina,El Cabo de Tuercespina,1,0,2,258,0,0,0,0,5287,0,4,0,0,0,0,0,0
209,Tierras del Interior,Tierras del Interior,1,0,2,258,0,0,0,0,47,0,4,0,0,0,0,0,0
210,Vega de Tuercespina,Vega de Tuercespina,1,0,2,258,0,0,0,0,5339,0,4,0,0,0,0,0,0
211,Tierras de la Peste del Oeste,Tierras de la Peste del Oeste,1,0,2,258,0,0,0,0,28,0,4,0,0,0,0,0,0
212,Las Estepas Ardientes,Las Estepas Ardientes,1,0,2,258,0,0,0,0,46,0,4,0,0,0,0,0,0
213,La Garganta de Fuego,La Garganta de Fuego,1,0,2,258,0,0,0,0,51,0,4,0,0,0,0,0,0
214,Tierras Inhóspitas,Tierras Inhóspitas,1,0,2,258,0,0,0,0,3,0,4,0,0,0,0,0,0
215,Tierras de la Peste del Este,Tierras de la Peste del Este,1,0,2,258,0,0,0,0,139,0,4,0,0,0,0,0,0
217,Tierras Altas Crepusculares,Tierras Altas Crepusculares,1,0,2,258,0,0,0,0,4922,0,4,0,0,0,0,0,0
219,Vashj'ir,Vashj'ir,1,0,2,258,0,0,0,0,5146,0,4,0,0,0,0,0,0
221,Isla de Quel'Danas,Isla de Quel'Danas,1,0,2,258,0,0,0,0,4080,0,4,0,0,0,0,0,0
222,Las Tierras Devastadas,Las Tierras Devastadas,1,0,2,258,0,0,0,0,4,0,4,0,0,0,0,0,0
223,Tierras de la Peste: El Enclave Escarlata,El Enclave Escarlata,1,0,2,258,0,0,0,0,4298,0,4,0,0,0,0,0,0
224,Pantano de las Penas,Pantano de las Penas,1,0,2,258,0,0,0,0,8,0,4,0,0,0,0,0,0
225,Paso de la Muerte,Paso de la Muerte,1,0,2,258,0,0,0,0,41,0,4,0,0,0,0,0,0
226,Montaña Roca Negra,Montaña Roca Negra,1,0,2,258,0,0,0,0,1445,0,4,0,0,0,0,0,0
227,Cañada Umbría,Cañada Umbría,1,0,3,258,0,0,0,0,6450,0,4,0,0,0,0,0,0
228,Valle Ammen,Valle Ammen,1,0,3,258,0,0,0,0,6456,0,4,0,0,0,0,0,0
229,Valle de los Retos,Valle de los Retos,1,0,3,258,0,0,0,0,6451,0,4,0,0,0,0,0,0
230,Islas del Eco,Islas del Eco,1,0,3,258,0,0,0,0,6453,0,4,0,0,0,0,0,0
231,Campamento Narache,Campamento Narache,1,0,3,258,0,0,0,0,6452,0,4,0,0,0,0,0,0
232,Isla Bruma Azur,Isla Bruma Azur,1,0,3,258,0,0,0,0,3524,0,4,0,0,0,0,0,0
234,Mulgore,Mulgore,1,0,3,258,0,0,0,0,215,0,4,0,0,0,0,0,0
235,Durotar,Durotar,1,0,3,258,0,0,0,0,14,0,4,0,0,0,0,0,0
236,Costa Oscura,Costa Oscura,1,0,3,258,0,0,0,0,148,0,4,0,0,0,0,0,0
237,Isla Bruma de Sangre,Isla Bruma de Sangre,1,0,3,258,0,0,0,0,3525,0,4,0,0,0,0,0,0
238,Los Baldíos del Norte,Los Baldíos del Norte,1,0,3,258,0,0,0,0,17,0,4,0,0,0,0,0,0
239,Tanaris,Tanaris,1,0,3,258,0,0,0,0,440,0,4,0,0,0,0,0,0
240,Las Mil Agujas,Las Mil Agujas,1,0,3,258,0,0,0,0,400,0,4,0,0,0,0,0,0
241,Feralas,Feralas,1,0,3,258,0,0,0,0,357,0,4,0,0,0,0,0,0
242,Marjal Revolcafango,Marjal Revolcafango,1,0,3,258,0,0,0,0,6463,0,4,0,0,0,0,0,0
243,Desolace,Desolace,1,0,3,258,0,0,0,0,405,0,4,0,0,0,0,0,0
244,Los Baldíos del Sur,Los Baldíos del Sur,1,0,3,258,0,0,0,0,4709,0,4,0,0,0,0,0,0
245,Sierra Espolón,Sierra Espolón,1,0,3,258,0,0,0,0,406,0,4,0,0,0,0,0,0
246,Ashenvale,Ashenvale,1,0,3,258,0,0,0,0,331,0,4,0,0,0,0,0,0
247,Claro de la Luna,Claro de la Luna,1,0,3,258,0,0,0,0,493,0,4,0,0,0,0,0,0
248,Azshara,Azshara,1,0,3,258,0,0,0,0,16,0,4,0,0,0,0,0,0
249,Frente de Magma,Frente de Magma,1,0,3,258,0,0,0,0,5733,0,4,0,0,0,0,0,0
250,Uldum,Uldum,1,0,3,258,0,0,0,0,5034,0,4,0,0,0,0,0,0
251,Monte Hyjal,Monte Hyjal,1,0,3,258,0,0,0,0,616,0,4,0,0,0,0,0,0
252,Silithus,Silithus,1,0,3,258,0,0,0,0,1377,0,4,0,0,0,0,0,0
253,Cuna del Invierno,Cuna del Invierno,1,0,3,258,0,0,0,0,618,0,4,0,0,0,0,0,0
254,Cráter de Un'Goro,Cráter de Un'Goro,1,0,3,258,0,0,0,0,490,0,4,0,0,0,0,0,0
255,Frondavil,Frondavil,1,0,3,258,0,0,0,0,361,0,4,0,0,0,0,0,0
256,Península del Fuego Infernal,Península del Fuego Infernal,1,0,69,258,0,0,0,0,3483,0,4,0,0,0,0,0,0
257,Marisma de Zangar,Marisma de Zangar,1,0,69,258,0,0,0,0,3521,0,4,0,0,0,0,0,0
258,Bosque de Terokkar,Bosque de Terokkar,1,0,69,258,0,0,0,0,3519,0,4,0,0,0,0,0,0
259,Nagrand,Nagrand,1,0,69,258,0,0,0,0,3518,0,4,0,0,0,0,0,0
260,Montañas Filospada,Montañas Filospada,1,0,69,258,0,0,0,0,3522,0,4,0,0,0,0,0,0
