ID,ClassSpec_lang,ClassSpec_Male_lang,ClassSpec_Female_lang,UiTextureAtlasMemberID,GarrFollItemSetID,FollowerClassLimit,Flags
29,Chamán Elemental,Chamán Elemental,Chamán Elemental,3484,31,0,0
30,Chamán Mejora,Chamán Mejora,Chamán Mejora,3484,32,0,0
31,Chamán Restauración,Chamán Restauración,Chamán Restauración,3484,33,0,0
32,Brujo Aflicción,Brujo Aflicción,Bruja Aflicción,3483,34,0,0
33,Brujo Demonología,Brujo Demonología,Bruja Demonología,3483,35,0,0
34,Brujo Destrucción,Brujo Destrucción,Bruja Destrucción,3483,36,0,0
35,Guerrero Armas,Guerrero Armas,Guerrera Armas,3478,37,0,0
37,Guerrero Furia,Guerrero Furia,Guerrera Furia,3478,38,0,0
38,Guerrero Protección,Guerrero Protección,Guerrera Protección,3478,39,0,0
53,Transportador,Transportador,Transportador,4597,0,0,0
54,Destructor,Destructor,Destructor,4620,0,0,0
55,Portanaves,Portanaves,Portanaves,4838,0,0,0
56,Buque de combate,Buque de combate,Buque de combate,4601,0,0,0
57,Submarino,Submarino,Submarino,4609,0,0,0
58,Transportador,Transportador,Transportador,4597,0,0,0
59,Destructor,Destructor,Destructor,4568,0,0,0
60,Portanaves,Portanaves,Portanaves,4842,0,0,0
61,Buque de combate,Buque de combate,Buque de combate,4601,0,0,0
62,Submarino,Submarino,Submarino,4605,0,0,0
63,Cazador de demonios Devastación,Cazador de demonios Devastación,Cazadora de demonios Devastación,5939,0,0,0
64,Cazador de demonios Venganza,Cazador de demonios Venganza,Cazadora de demonios Venganza,5940,0,0,0
65,Estudiante de la grulla,Estudiante de la grulla,Estudiante de la grulla,3480,0,4,3
66,Estudiante del tigre,Estudiante del tigre,Estudiante del tigre,3480,0,2,3
67,Estudiante del buey,Estudiante del buey,Estudiante del buey,3480,0,3,3
68,Monje Maestro cervecero,Monje Maestro cervecero,Monje Maestra cervecera,5951,0,0,0
69,Monje Tejedor de niebla,Monje Tejedor de niebla,Monje Tejedora de niebla,5952,0,0,0
70,Monje Viajero del viento,Monje Viajero del viento,Monje Viajera del viento,5953,0,0,0
72,Arcanistas,Arcanistas,Arcanistas,3482,0,2,3
73,Elementales,Elementales,Elementales,3482,0,3,3
74,Mage C Troop,Mage C Troop,,3482,0,4,3
75,Horda resucitada,Horda resucitado,Horda resucitada,3487,0,3,3
76,Soldados de la Espada de Ébano,Soldados de la Espada de Ébano,Soldados de la Espada de Ébano,3487,0,2,3
77,Abominación,Abominación,Abominación,3487,0,1,3
79,Los Tábidos,Los Tábidos,Los Tábidos,5940,0,3,3
80,Guerreros Illidari,Guerreros Illidari,Guerreros Illidari,5940,0,2,3
81,Amigos del bosque,Amigos del bosque,Amigos del bosque,3485,0,3,3
82,Celadores de arboleda,Celadores de arboleda,Celadores de arboleda,3485,0,2,3
84,Hunter C Troop,Hunter C Troop,,3477,0,4,3
85,Leñadores,Leñadores,Leñadores,3477,0,2,3
86,Arqueros,Arqueros,Arqueros,3477,0,3,3
87,Reclutas de la Mano de Plata,Reclutas de la Mano de Plata,Reclutas de la Mano de Plata,3486,0,3,3
88,Oficiales de la Mano de Plata,Oficiales de la Mano de Plata,Oficiales de la Mano de Plata,3486,0,2,3
89,Paladin C Troop,Paladin C Troop,,3486,0,4,3
90,Priest C Troop,Priest C Troop,,3479,0,4,3
91,Acólitos,Acólitos,Acólita,3479,0,3,3
92,Zelotes,Zelotes,Zelotes,3479,0,2,3
93,Bandidos,Bandidos,Bandidos,3481,0,3,3
94,Bucaneros,Bucaneros,Bucaneros,3481,0,2,3
95,Rogue C Troop,Rogue C Troop,,3481,0,4,3
96,Anciano de la guerra,Anciano de la guerra,Anciana de la guerra,3485,0,1,3
97,Elementales,Elementales,Elementales,3484,0,3,3
98,Clamatierras,Clamatierras,Clamatierras,3484,0,2,3
99,Valarjar,Valarjar,Valarjar,3478,0,3,3
100,Doncellas escuderas,Doncellas escuderas,Doncellas escuderas,3478,0,2,3
101,Warrior C Troop,Warrior C Troop,,3478,0,4,3
102,Horda demoníaca,Horda demoníaca,Horda demoníaca,3483,0,3,3
103,Sirvientes de la Cosecha Oscura,Sirvientes de la Cosecha Oscura,Sirvientes de la Cosecha Oscura,3483,0,2,3
104,Guardia vil,Guardia vil,Guardia vil,3483,0,1,3
105,Celestial,Celestial,Celestial,3480,0,1,3
108,Caballero de la Muerte Sangre,Caballero de la Muerte Sangre,Caballero de la Muerte Sangre,5936,6,0,0
109,Caballero de la Muerte Escarcha,Caballero de la Muerte Escarcha,Caballero de la Muerte Escarcha,5937,7,0,0
110,Caballero de la Muerte Profano,Caballero de la Muerte Profano,Caballero de la Muerte Profano,5938,8,0,0
111,Druida Equilibrio,Druida Equilibrio,Druida Equilibrio,5941,0,0,0
112,Druida Feral,Druida Feral,Druida Feral,5942,0,0,0
113,Druida Guardián,Druida Guardián,Druida Guardiana,5943,0,0,0
114,Druida Restauración,Druida Restauración,Druida Restauración,5944,0,0,0
115,Cazador Bestias,Cazador Bestias,Cazadora Bestias,5945,0,0,0
116,Cazador Puntería,Cazador Puntería,Cazadora Puntería,5946,0,0,0
117,Cazador Supervivencia,Cazador Supervivencia,Cazadora Supervivencia,5947,0,0,0
118,Mago Arcano,Mago Arcano,Maga Arcano,5948,0,0,0
119,Mago Fuego,Mago Fuego,Maga Fuego,5949,0,0,0
120,Mago Escarcha,Mago Escarcha,Maga Escarcha,5950,0,0,0
121,Paladín Sagrado,Paladín Sagrado,Paladín Sagrado,5954,0,0,0
122,Paladín Protección,Paladín Protección,Paladín Protección,5955,0,0,0
123,Paladín Reprensión,Paladín Reprensión,Paladín Reprensión,5956,0,0,0
124,Sacerdote Disciplina,Sacerdote Disciplina,Sacerdotisa Disciplina,5957,0,0,0
125,Sacerdote Sagrado,Sacerdote Sagrado,Sacerdotisa Sagrado,5958,0,0,0
126,Sacerdote Sombra,Sacerdote Sombra,Sacerdotisa Sombra,5959,0,0,0
127,Pícaro Asesinato,Pícaro Asesinato,Pícara Asesinato,5960,0,0,0
128,Pícaro Forajido,Pícaro Forajido,Pícara Forajido,5961,0,0,0
129,Pícaro Sutileza,Pícaro Sutileza,Pícara Sutileza,5962,0,0,0
130,Chamán Elemental,Chamán Elemental,Chamán Elemental,5963,0,0,0
131,Chamán Mejora,Chamán Mejora,Chamán Mejora,5964,0,0,0
132,Chamán Restauración,Chamán Restauración,Chamán Restauración,5965,0,0,0
133,Brujo Aflicción,Brujo Aflicción,Bruja Aflicción,5966,0,0,0
134,Brujo Demonología,Brujo Demonología,Bruja Demonología,5967,0,0,0
135,Brujo Destrucción,Brujo Destrucción,Bruja Destrucción,5968,0,0,0
136,Guerrero Armas,Guerrero Armas,Guerrera Armas,5969,0,0,0
137,Guerrero Furia,Guerrero Furia,Guerrera Furia,5970,0,0,0
138,Guerrero Protección,Guerrero Protección,Guerrera Protección,5971,0,0,0
139,Ascendientes,Ascendientes,Ascendientes,3484,0,1,3
140,Desterrado,Desterrado,Desterrada,6163,0,0,0
141,Administrador de la torre,Administrador de la torre,Administradora de la torre,6219,0,0,0
142,Invitado a la cena,Invitado a la cena,Invitada a la cena,6219,0,1,1
143,Camorrista,Camorrista,Camorrista,6219,0,0,0
144,Bruto Cicatriz Espiral,Bruto Cicatriz Espiral,Bruto Cicatriz Espiral,5940,0,1,3
145,Guerreros Tótem Siniestro,Guerreros Tótem Siniestro,Guerreros Tótem Siniestro,3484,0,1,3
146,avagner - test,,,6159,0,0,1
147,Guardianes del Kirin Tor,Elementales,Guardianas del Kirin Tor,3482,0,2,3
148,Escarchadores de la Espada de Ébano,Elementales,Escarchadores de la Espada de Ébano,3487,0,2,3
149,Fuerza de choque,Elementales,Fuerza de choque,3478,0,2,3
150,Celadores de la Arboleda,Elementales,Celadoras de la Arboleda,3485,0,2,3
151,Shivarra,Elementales,Shivarras,5940,0,2,3
152,Protectores del Anillo de la Tierra,Elementales,Protectoras del Anillo de la Tierra,3484,0,2,3
153,Maestros de la Serenidad,Elementales,Maestras de la Serenidad,3480,0,2,3
154,Toscos guardia vil,Elementales,Toscos guardia vil,3483,0,2,3
155,Sacerdotes encapuchados,Elementales,Sacerdotisas encapuchadas,3479,0,2,3
156,Cruzados de la Mano de Plata,Elementales,Cruzadas de la Mano de Plata,3486,0,2,3
157,Asesinos de Ravenholdt,Elementales,Asesinas de Ravenholdt,3481,0,2,3
158,Cazadoras Nocheterna,,,3477,0,2,1
160,Acechador de pico krokul,,,6817,0,2,3
161,Krokul purgado por el Vacío,,,6816,0,2,3
162,Baluarte forjado por la Luz,,,6818,0,2,3
164,Técnico,,Técnica,3581,0,0,0
165,Fusilero,,Fusilera,5946,278,1,3
166,Operativo,,Operativa,3481,0,0,0
167,Explorador,,Exploradora,3481,0,0,0
168,Centinela,,,5947,277,1,3
169,Operativo,,Operativa,5962,279,1,3
170,Infiltrado,,Infiltrada,3481,280,0,0
171,Técnico,,,3581,282,1,3
172,Especialista en combate,,,5947,281,0,0
173,Pacificador,,Pacificadora,5956,283,1,3
174,Acechador,,Acechadora,5960,0,1,3
175,Chamán Elemental,Chamán Elemental,,5963,0,0,1
176,Especialista,,,5960,290,1,1
177,Chamán,,,5963,291,1,3
178,Guardia del terror,,,3487,0,0,1
179,Hechicera,,,5949,0,1,3
180,Zapador,,Zapadora,3581,0,1,3
181,Monje,,,5953,0,1,3
182,Arcanista,,,5948,0,0,0
183,Ingeniero,,Ingeniera,8390,0,0,0
184,Pícaro Sutileza,Pícaro Sutileza,Pícara Sutileza,5962,0,0,0
185,Cazador Supervivencia,Cazador Supervivencia,Cazadora Supervivencia,5947,0,0,0
186,Cazador de las Sombras,,Cazadora de las Sombras,5946,0,0,0
187,Gran señor feudal de Pico Nidal,,,5964,0,0,0
188,Lobo solitario,,,5947,281,0,0
189,Magister,,Magistrix,5959,0,0,0
190,Técnico de operaciones secretas,,Técnica de operaciones secretas,8390,0,0,0
191,Piloto,,,3581,0,0,3
192,General del ejército de las centinelas,,,5946,0,0,0
193,División de la Alianza,,,7709,0,4,7
194,División de la Horda,,,7710,0,4,7
295,Capitana,,,7709,0,0,0
296,Capitana,,,7710,0,0,0
297,Hojaniebla,,,6557,0,0,0
298,Comandante,,,6557,0,0,0
299,Duque Loco,,,6557,0,0,0
300,Puño errante,,,6036,0,0,0
301,Absorbealmas,,,6557,0,0,0
302,Sepulturero,,,6557,0,0,0
303,Monje Puño Oscuro,,,6557,0,0,0
304,Lanzador de piedras del pecado,,,6557,0,0,0
305,Ensalmador mendaz,,,6557,0,0,0
306,Necesitado,,,6557,0,0,0
307,Lanza brillante,,,6557,0,0,0
308,Puño incondicional,,,6557,0,0,0
309,Médico exuberante,,,6557,0,0,0
310,Hoja de la noche,,,6557,0,3,1
311,Lanzaalmas,,,6557,0,3,1
312,Falange,,,6557,0,3,1
313,Alabardero,,,6557,0,3,1
314,Soldado de choque,,,6557,0,3,1
315,Anunciadora de plagas,,,6557,0,3,1
316,Cuidarboledas,,,6557,0,3,1
317,Trampero,,,6557,0,3,1
318,Asesino alegre,,,6557,0,0,0
319,Recibidor,,,6557,0,0,0
320,Fabricante de espejos,,,6557,0,0,0
321,Mayordomo,,,6557,0,0,0
322,Manitas,,,6557,0,0,0
323,Camorrista,,,2117,0,0,0
325,Cuidarboledas,,,6557,0,3,9
326,Trampero,,,6557,0,3,9
327,Hoja de la noche,,,6557,0,3,9
328,Lanzaalmas,,,6557,0,3,9
329,Falange,,,6557,0,3,9
330,Alabardero,,,6557,0,3,9
331,Soldado de choque,,,6557,0,3,9
332,Anunciadora de plagas,,,6557,0,3,9
333,Secutor,,,6558,0,1,0
334,Abominación,,,6558,0,1,0
335,Dínamo,,,6558,0,1,0
336,Maestro del conocimiento,,,6558,0,1,0
337,Moco,,,6558,0,1,0
338,Esqueleto,,,6558,0,1,0
339,Abominación,,,6558,0,1,0
340,Exánime,,,6558,0,1,0
341,Gladiador,,,6558,0,1,0
342,Ensamblador,,,6558,0,1,0
343,Esqueleto,,,6558,0,1,0
344,Hoja de las Sombras,,,6558,0,1,0
345,Inventor de pestes,,,6558,0,1,0
346,Herrera ósea,,,6558,0,1,0
347,Hija de la Matanza,,,6558,0,1,0
348,Espada reverente,,,6557,0,0,0
349,Mano generosa,,,6557,0,0,0
350,Ensamblaje diligente,,,6557,0,0,0
351,Maestra de lariones,,,6557,0,0,0
352,Maestro de falinces,,,6557,0,0,0
353,Ayudante diligente,,,6557,0,0,0
354,Aspirante,,,6557,0,0,0
355,Discípulo,,,6557,0,0,0
356,Compañero de Mikanikos,,,6557,0,0,0
357,Mano del coraje,,,6557,0,0,0
358,Deslumbrante,,,6557,0,0,0
359,Timador,,,6557,0,0,0
360,Custodio cordial,,,6557,0,0,0
361,Lanza escalofriante,,,6557,0,0,0
362,Moldeador de luz estelar,,,6557,0,0,0
363,Pariente de los inadvertidos,,,6557,0,0,0
364,Protectora de Tirna Vaal,,,6557,0,0,0
365,Artesano de Tirna Vaal,,,6557,0,0,0
366,Colmillos de espíritu,,,6557,0,0,0
367,Cuernos de la noche,,,6557,0,0,0
368,Ojos del bosque,,,6557,0,0,0
369,Rama del alba,,,6557,0,0,0
370,Custodio,,,6557,0,0,0
371,Capitana de caza,,,6557,0,0,0
372,Cuidadora de arboleda,,,6557,0,0,0
373,Ascendida,,,6557,0,0,0
374,Aspirante,,,6557,0,0,0
375,Forjador supremo,,,6557,0,0,0
376,Bárbaro,,,2117,0,0,0
377,Maestra vidriera,,,6557,0,0,0
378,Exánime,,,6558,0,1,0
379,Herrero,,,6558,0,1,0
380,Compañero servicial,,,6558,0,1,0
381,Gladiadora apasionante,,,6558,0,1,0
382,Indestructible,,,6558,0,1,0
383,Forjadora de armas,,,6557,0,0,0
384,Intendente,,,6557,0,0,0
385,Emisaria,,,6557,0,0,0
386,Espora,,,6557,0,0,0
387,Tejedora,,,6557,0,0,0
388,Mensajero,,,6557,0,0,0
389,Místico,,,6557,0,0,0
390,Espíritu guía,,,6557,0,0,0
391,Protectora,,,6557,0,0,0
392,Alas de alivio,,,6557,0,0,0
393,Granjero,,,6557,0,0,0
394,Artista,,,6557,0,0,0
395,Aristócrata,,,6557,0,0,0
396,Recuperadora,,,6557,0,0,0
397,Masajista,,,6557,0,0,0
398,Sirviente imperturbable,,,6557,0,0,0
400,Arqueólogo,Cazador Supervivencia,,5946,0,0,0
