Name_lang,Description_lang,ID,StoreFrontID,AccountStoreCategoryID,OrderIndex,Price,CurrencyTypesID,Field_11_0_7_57361_008,RefundDuration,Field_11_0_7_57361_010,Field_11_0_7_57361_011,SpellID,TransmogSetID,CreatureDisplayInfoID,UiModelSceneID,Icon
Guantes de grumete,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia de guantes de grumete. Forma parte del traje de grumete grumoso en Plunderstorm. Habla con Da'kash Librosombrío para cambiar de atuendo cuando hayas desbloqueado todas las apariencias de este conjunto.|n|n""Unos guantes de cuero para ayudarte a recoger el botín"".",50,1,5,30,250,3139,0,14400,1,0,439457,3474,0,0,0
Maniquetes de estafador,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia de maniquetes de estafador. Forma parte del traje de grumete glamuroso en Plunderstorm. Habla con Da'kash Librosombrío para cambiar de atuendo cuando hayas desbloqueado todas las apariencias de este conjunto.|n|n""Para quienes saben hacer juegos de manos"".",51,1,6,30,250,3139,0,14400,1,0,439458,3475,0,0,0
Rateros de Adalid del Botín,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia de rateros de Adalid del Botín. Forma parte del traje de grumete grandioso en Plunderstorm. Habla con Da'kash Librosombrío para cambiar de atuendo cuando hayas desbloqueado todas las apariencias de este conjunto.|n|n""Son muy suaves"".",52,1,8,50,250,3139,0,14400,1,0,439377,3459,0,0,0
Rateros tormentosos de Adalid del Botín,|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia de rateros tormentosos de Adalid del Botín. Forma parte del traje de grumete tormentoso en Plunderstorm. Habla con Da'kash Librosombrío para cambiar de atuendo cuando hayas desbloqueado todas las apariencias de este conjunto.,53,1,9,50,250,3139,0,14400,5,0,0,4171,0,0,0
Cincho dorado de Adalid del Botín,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia de cincho dorado de Adalid del Botín. Forma parte del traje de grumete grandioso en Plunderstorm. Habla con Da'kash Librosombrío para cambiar de atuendo cuando hayas desbloqueado todas las apariencias de este conjunto.|n|n""La enorme hebilla dorada en forma de calavera completa el atuendo"".",54,1,8,60,250,3139,0,14400,1,0,439373,3457,0,0,0
Cincho tormentoso de Adalid del Botín,|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia de cincho tormentoso de Adalid del Botín. Forma parte del traje de grumete tormentoso en Plunderstorm. Habla con Da'kash Librosombrío para cambiar de atuendo cuando hayas desbloqueado todas las apariencias de este conjunto.,55,1,9,60,250,3139,0,14400,5,0,0,4172,0,0,0
Calzas tejidas a mano,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia de calzas tejidas a mano. Forma parte del traje de grumete glamuroso en Plunderstorm. Habla con Da'kash Librosombrío para cambiar de atuendo cuando hayas desbloqueado todas las apariencias de este conjunto.|n|n""Un regalo del capitán. ¡Están hechas a medida para ti!"".",56,1,6,20,250,3139,0,14400,1,0,439452,3480,0,0,0
Calzones guateados,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia de calzones guateados. Forma parte del traje de grumete grumoso en Plunderstorm. Habla con Da'kash Librosombrío para cambiar de atuendo cuando hayas desbloqueado todas las apariencias de este conjunto.|n|n""Un nuevo par de pantalones que amortiguan tus aterrizajes"".",57,1,5,20,250,3139,0,14400,1,0,439451,3479,0,0,0
Calzas elegantes de Adalid del Botín,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia de calzas elegantes de Adalid del Botín. Forma parte del traje de grumete grandioso en Plunderstorm. Habla con Da'kash Librosombrío para cambiar de atuendo cuando hayas desbloqueado todas las apariencias de este conjunto.|n|n""Ahora puedes decir que vas más elegante que un cabrestante"".",58,1,8,40,250,3139,0,14400,1,0,439378,3460,0,0,0
Calzas tormentosas de Adalid del Botín,|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia de calzas tormentosas de Adalid del Botín. Forma parte del traje de grumete tormentoso en Plunderstorm. Habla con Da'kash Librosombrío para cambiar de atuendo cuando hayas desbloqueado todas las apariencias de este conjunto.,59,1,9,40,500,3139,0,14400,5,0,0,4173,0,0,0
Cuero silencioso,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia de cuero silencioso. Forma parte del traje de grumete glamuroso en Plunderstorm. Habla con Da'kash Librosombrío para cambiar de atuendo cuando hayas desbloqueado todas las apariencias de este conjunto.|n|n""A veces, la ocultación es el mejor ataque"".",60,1,6,40,250,3139,0,14400,1,0,439450,3482,0,0,0
Botas de paso firme,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia de botas de paso firme. Forma parte del traje de grumete grumoso en Plunderstorm. Habla con Da'kash Librosombrío para cambiar de atuendo cuando hayas desbloqueado todas las apariencias de este conjunto.|n|n""Te ayudan a mantener el equilibrio tanto el barco como en tierra firme"".",61,1,5,40,250,3139,0,14400,1,0,439448,3481,0,0,0
Rasgamugres de Adalid del Botín,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia de rasgamugres de Adalid del Botín. Forma parte del traje de grumete grandioso en Plunderstorm. Habla con Da'kash Librosombrío para cambiar de atuendo cuando hayas desbloqueado todas las apariencias de este conjunto.|n|n""No te los manches"".",62,1,8,80,250,3139,0,14400,1,0,439372,3456,0,0,0
Rasgamugres tormentosos de Adalid del Botín,|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia de rasgamugres tormentosos de Adalid del Botín. Forma parte del traje de grumete tormentoso en Plunderstorm. Habla con Da'kash Librosombrío para cambiar de atuendo cuando hayas desbloqueado todas las apariencias de este conjunto.,63,1,9,80,250,3139,0,14400,5,0,0,4174,0,0,0
Corvagarfio,"|cFF00ccffMontura de The War Within|r

Desbloquea la montura voladora Corvagarfio.

""¡Un solo paseo bastará para quedarte colgado!"".",64,1,2,50,5000,3139,0,14400,4,0,0,0,123755,80,0
Tricornio emplumado diminuto,"|cFF00ccffAmigo de The War Within|r|n|cFF1eff00Amigo de Plunderstorm|r|n|nAl ser invocado, Pepe se disfrazará a veces de Adalid del Botín. Para invocar a este minicapitán en Plunderstorm, ve a ver a Da'kash Librosombrío.",66,1,14,20,500,3139,0,0,0,0,438055,0,0,0,1044996
Señal de advertencia atezada,"|cFF00ccffJuguete de The War Within|r|n|nDesbloquea el juguete señal de advertencia atezada.|n|n""Perfecta para crear tu propia guarida pirata"".",67,1,14,10,500,3139,0,14400,0,0,439490,0,0,0,2055032
Bolsa saqueada de 250 cupones de comerciante,|cFF00ccffRecompensa de The War Within|r|n|nDesbloquea 250 cupones de comerciante en el alijo de recolector de Ventormenta u Orgrimmar.,68,1,15,10,1000,3139,0,0,0,0,437507,0,0,0,975746
Cofre saqueado de 500 cupones de comerciante,|cFF00ccffRecompensa de The War Within|r|n|nDesbloquea 500 cupones de comerciante en el alijo de recolector de Ventormenta u Orgrimmar.,69,1,15,20,2000,3139,0,0,0,0,437507,0,0,0,4696085
