Description_lang,Title_lang,ID,ScenarioID,CriteriatreeID,RewardQuestID,RelatedStep,Supersedes,OrderIndex,Flags,VisibilityPlayerConditionID,WidgetSetID
Investiga los avistamientos yaungol.,El informe de los exploradores,157,63,21853,0,0,0,1,0,0,0
Ayuda a Clara a fermentar su famosa cerveza relámpago.,Fermenta cerveza relámpago,159,65,21993,0,0,0,0,0,0,0
Escolta a Clara por el camino a Zarpa Atronadora.,Camino a Zarpa Atronadora,160,65,21995,0,0,0,1,0,0,0
Derrota a Borokhula el Destructor.,Salva el Refugio Zarpa Atronadora,161,65,21999,0,0,0,2,0,0,0
Acaba con la Abominación de ira.,Acaba con el sha,166,39,21050,0,0,0,3,0,0,0
"Derrota al general Zhun, heraldo del Rey del Trueno.",Mata al general Zhun,167,68,22571,0,0,0,4,0,0,0
Rescata a la expedición capturada de El Loto Dorado.,Rescata a El Loto Dorado,171,68,22730,0,0,0,1,0,0,0
Detén la ejecución del eremita Fu.,Detén la ejecución,172,68,22732,0,0,0,2,0,0,0
Derrota a los defensores de los cuatro artefactos mogu antiguos.,Hazte con los artefactos,173,68,22737,0,0,0,3,0,0,0
[PH] Defeat the three masters.,[PH] Defeat Masters,174,70,0,0,0,0,0,0,0,0
Ábrete paso entre el enemigo hasta el corazón de las ruinas de Theramore.,En las ruinas,175,71,27452,0,0,0,2,0,0,0
Mata a los Capitanes de la Alianza y prepara los barriles de pólvora en todos los barcos.,¡A la línea de flotación!,179,72,22975,0,0,0,0,0,0,0
Informa al maestro destructor Mechacentella de tu éxito.,El maestro destructor,180,72,22989,0,0,0,1,0,0,0
Asesina a Baldruc y a sus grifos.,Grifo derribado,181,72,22977,0,0,0,2,0,0,0
Acaba con Gran Bessa y sabotea todos los tanques desocupados.,¡Tanques para nada!,182,72,22980,0,0,0,3,0,0,0
Asesina a Hedric Cañalisa y libera a Thalen Tejecanto de la Ciudadela Garrida.,"¡Vuela, espía!",183,72,22986,0,0,0,4,0,0,0
Destruye la máquina de asedio en la puerta oeste y recupera los confalones robados.,Destruir el destructor,185,71,27457,0,0,0,4,0,0,0
Protege a Jaina mientras sintoniza el iris de enfoque.,La resistencia final,186,71,27460,0,0,0,5,0,0,0
Defiende el barco de la Horda.,Bienvenidos a Theramore,193,71,27242,0,0,0,0,0,0,0
Derrota a los monstruos que están atacando el dojo de Verdemar.,Salva el dojo,194,40,21061,0,0,0,1,0,0,0
Derrota a la Horda en el puerto.,Arrasa el puerto,210,71,27256,0,0,0,1,0,0,0
Limpia la corrupción sha de la Poza de vida.,La Poza de vida,211,39,27197,0,0,0,1,0,0,0
Localiza a Jaina en el cráter de la bomba de maná.,Lady Valiente,217,71,27467,0,0,0,3,0,0,0
Encuentra a la erudita Shue.,El destino del eremita,224,68,27622,0,0,0,0,0,0,0
Encuentra la entrada de la cueva saurok.,"1, 2, al escondite saurok",367,179,30884,0,0,0,1,0,0,0
Derrota a los saurok que vigilan la cueva.,¡Guardias!,368,179,30568,0,0,0,2,0,0,0
Descubre el origen de los saurok.,Origen,369,179,30948,0,0,0,4,0,0,0
Derrota al maestro de linaje Noshi.,El maestro de linaje,370,179,30570,0,0,0,5,0,0,0
Esquiva la emboscada Kor'kron.,¡Emboscada!,371,179,30572,0,0,0,7,0,0,0
Destruye los orbes de protección y entra en la fortaleza.,Infíltrate en la antigua fortaleza,372,180,30566,0,0,0,0,0,0,0
Hazte con todos los tesoros que puedas antes de que se libere el ensamblaje titánico.,El beneficio del robo,373,180,0,0,0,0,1,0,0,0
Asalta la isla de Zan'vess.,Asalto a Zan'vess,374,181,30957,0,0,0,0,0,0,0
Destruye las torres sónicas y desactiva el escudo defensivo de Zan'vess.,Defensas de Zan'vess,375,181,30959,0,0,0,1,0,0,0
Irrumpe en la playa y llega hasta el corazón de Zan'vess.,El corazón de Zan'vess,376,181,30966,0,0,0,2,0,0,0
Derrota al almirante Hagman.,¡Derrota al almirante!,377,182,30733,0,0,0,3,0,0,0
¡Protege el barco! Derrota al grupo de abordaje de la Horda.,¡Al abordaje!,378,182,30721,0,0,0,0,0,0,0
¡Coloca explosivos en el barco de la Horda para destruirlo!,¡En mil pedazos!,379,182,30723,0,0,0,2,0,0,0
Habla con Vol'jin para empezar la búsqueda de la cueva saurok.,La misión...,382,179,30886,0,0,0,0,0,0,0
Ábrete paso hasta el fondo de la cueva.,En la cueva,383,179,30939,0,0,0,3,0,0,0
Investiga las estatuas mogu.,Investigación,384,179,30950,0,0,0,6,0,0,0
Únete a Daggin Barbaviento.,El maestro de vuelo,386,184,31196,0,0,0,0,0,0,0
Derrota al comandante Tel'vrak y recupera el alijo de armas mántide.,Armas de Zan'vess,387,181,30964,0,0,0,3,0,0,0
Ayuda a los dos grupos de obreros a construir sus defensas.,Prepara las defensas,398,183,30997,0,0,0,0,0,0,0
Evita a los guardias y entra en el Santuario de las Sombras.,Entra en el Templo Oscuro,408,200,31008,0,0,0,0,0,0,0
Encuentra el rastro del Consejo de la Cosecha Oscura.,Busca señales de la presencia del Consejo,409,200,31010,0,0,0,1,0,0,0
Anda con Akama hasta el Santuario de las Almas Perdidas.,Sigue a Akama hasta el Santuario de las Almas Perdidas,410,200,31012,0,0,0,2,0,0,0
Derrota al comandante Sangrescara y reclama el Templo de la Grulla Roja.,Mata al comandante Sangrescara,412,183,31192,0,0,0,1,0,0,0
Investiga el Santuario de las Almas Perdidas.,Descubre el plan del Consejo,413,200,31019,0,0,0,3,0,0,0
Reclama el cristal de alma que ha abandonado el Consejo de la Cosecha Oscura.,Derrota a la esencia de orden,414,200,31017,0,0,0,4,0,0,0
Lucha contra los demonios que ha liberado El Relicario y vuelve con Akama a las Salas de Angustia.,Escapa del Santuario de las Almas Perdidas,415,200,31021,0,0,0,5,0,0,0
Hazte con todos los tesoros que puedas antes de que el tiempo se acabe.,Saquea la Guarida de los Placeres Mortales,416,200,31023,0,0,0,6,0,0,0
Lleva el núcleo de alma potenciado a la cima del templo.,Dirígete a la cima del templo,417,200,31034,0,0,0,7,0,0,0
Ábrete paso a través de los muelles hasta el almirante Taylor.,Muerte en los muelles,419,184,31202,0,0,0,1,0,0,0
Derrota a las fuerzas de la Horda que asaltan el bastión.,¡Reclama la corte!,420,184,31283,0,0,0,2,0,0,0
Reúne información del equipo del IV:7.,Trabajo preliminar,423,184,31296,0,0,0,4,0,0,0
Protege el bastión contra las oleadas de invasores de la Horda y su comandante.,¡Mantén la formación!,424,184,31291,0,0,0,6,0,0,0
Asalta la isla de Zan'vess.,Asalto a Zan'vess,430,203,31227,0,0,0,0,0,0,0
Destruye las torres sónicas y desactiva el escudo defensivo de Zan'vess.,Defensas de Zan'vess,431,203,31229,0,0,0,1,0,0,0
Irrumpe en la playa y llega hasta el corazón de Zan'vess.,El corazón de Zan'vess,432,203,31233,0,0,0,2,0,0,0
Derrota al comandante Tel'vrak y recupera el alijo de armas mántide.,Armas de Zan'vess,433,203,31236,0,0,0,3,0,0,0
Localiza al alto mariscal Trenzado y ayuda a repeler el asalto de la Horda.,El alto mariscal,434,184,31288,0,0,0,3,0,0,0
¡Monta las armas de Sully y prepárate para defender el bastión!,"Tanto monta, monta tanto",435,184,31300,0,0,0,5,0,0,0
Únete a Kromthar.,El maestro de vuelo,436,201,31475,0,0,0,0,0,0,0
Ábrete paso a través de la refinería en llamas del general Nazgrim.,El fuego de la venganza,437,201,31477,0,0,0,1,0,0,0
Derrota a las fuerzas de la Alianza que asaltan el bastión.,¡Reclama la corte!,438,201,31479,0,0,0,2,0,0,0
Localiza al señor de la guerra Sangrastil y ayuda a repeler el asalto de la Alianza.,El señor de la guerra,439,201,31483,0,0,0,3,0,0,0
Reúne información sobre las fuerzas de la Alianza y la Horda.,Trabajo preliminar,440,201,31486,0,0,0,4,0,0,0
¡Monta las armas de Perno y prepárate para defender el bastión!,"Tanto monta, monta tanto",441,201,31490,0,0,0,5,0,0,0
Protege la puerta contra las oleadas de invasores de la Alianza y su comandante.,¡Mantén la formación!,442,201,31494,0,0,0,6,0,0,0
Móntate en Alatrueno para explorar el Muelle Aguaturbia desde el aire.,Panorama para matar,443,205,31682,0,0,0,0,0,0,0
Lanza bombas de humo a los tótems avizores para desactivarlos.,Camino de humo,444,205,31684,0,0,0,1,0,0,0
"Noquea a los miembros de la tripulación marcados por Taoshi, cuélate en el barco y busca las armas de asedio en la proa.",Sombras en la tormenta,445,205,31686,0,0,0,2,0,0,0
Cruza el astillero y sube la colina hasta llegar a Hu'seng el Guardián de la Puerta.,Guarda silencio,446,205,31689,0,0,0,4,0,0,0
Mata a Hu'seng el Guardián de la Puerta y hazte con su llave.,Luz en la penumbra,447,205,31691,0,0,0,5,0,0,0
Monta en el halcón de sangre Atracasol y sobrevuela la isla con la capitana de exploradores Elsia.,Reúnete con la capitana de exploradores Elsia,448,206,31670,0,0,0,0,0,0,0
,Sobrevive a la emboscada,449,206,31672,0,0,0,1,0,0,0
,Destruye las barricadas,450,206,31674,0,0,0,2,0,0,0
,Mata a Kresh el Destripador,451,206,31676,0,0,0,3,0,0,0
,Mata al arcanital Tula'chek y a su máscara espíritu,452,206,31679,0,0,0,4,0,0,0
¡Súbete en Alatrueno!,¡Despegando!,453,207,31693,0,0,0,0,0,0,0
¡Los Zandalari te han encontrado! ¡Derrota a tus atacantes!,¡Te han interceptado!,454,207,31695,0,0,0,1,0,0,0
¡Horaki te ha tirado de la montura! ¡Derrótalo!,Domina al maestro de bestias,455,207,31697,0,0,0,2,0,0,0
"Reúnete con Taoshi, el contacto del Shadopan.",Hacia las minas,456,207,31830,0,0,0,3,0,0,0
Cubre a Taoshi mientras ella desactiva el cierre de la puerta de la mina y derrota al maestro de esclavos Shiaxu.,¡Cúbreme!,458,207,31703,0,0,0,5,0,0,0
Colabora con tus aliados para asaltar el Cruce Sangriento.,Cruce Sangriento,460,208,31844,0,0,0,0,0,0,0
Derrota a los defensores mogu y Zandalari de Shan Bu.,El Atrio de Lei Shen,465,208,31718,0,0,0,2,0,0,0
Derrota a los guardianes de palacio para abrir las puertas.,Destruye a los guardianes,472,208,31710,0,0,0,1,0,0,0
Hazte con los explosivos pesados.,Encuentra los explosivos perdidos,473,204,31833,0,0,0,0,0,0,0
Enciende la mecha de los explosivos pesados.,Detona los explosivos,474,204,31839,0,0,0,2,0,0,0
,Mata al dios de la guerra Al'chukla,475,204,31837,0,0,0,3,0,0,0
Hazte con los explosivos pesados.,Encuentra los explosivos perdidos,476,209,31746,0,0,0,0,0,0,0
Enciende la mecha de los explosivos pesados.,Detona los explosivos,477,209,31768,0,0,0,2,0,0,0
,Mata al dios de la guerra Al'chukla,478,209,31804,0,0,0,3,0,0,0
Habla con Elsia en la muralla de la ciudad.,Entrega los explosivos,479,209,31765,0,0,0,1,0,0,0
Habla con Vereesa en la muralla de la ciudad.,Entrega los explosivos,480,204,31835,0,0,0,1,0,0,0
Ayuda a Taran Zhu y a Yalia a acabar con Shan Bu.,Derrota a Shan Bu,482,208,31723,0,0,0,3,0,0,0
Asesina al capitán Halu'kal bajo cubierta.,Trabajo sucio,483,205,31806,0,0,0,3,0,0,0
Defiende a Wrathion mientras se carga la Forja del Trueno.,Cargando,484,211,31810,0,0,0,2,0,0,0
Defiende al herrero celestial mientras forja la lanza del relámpago.,Corrupción detectada,485,211,31812,0,0,0,4,0,0,0
Derrota a la amalgama de sha que ataca la Forja del Trueno.,Manifestación de la corrupción,486,211,31814,0,0,0,5,0,0,0
Ve hasta la puerta principal de la mina.,¡Lo tuyo es mío!,487,207,31841,0,0,0,4,0,0,0
Habla con Wrathion para averiguar cómo se activa la Forja del Trueno.,Habla con Wrathion,490,211,31856,0,0,0,0,0,0,0
Coloca el núcleo de alma potenciado en el pozo de alma demoníaca y derrota a Kanrethad.,Derrota a Kanrethad,491,200,31858,0,0,0,8,0,0,0
Vierte el trillium en los moldes para empezar a cargar las Forjas del Trueno.,Forjado con trillium,492,211,31923,0,0,0,1,0,0,0
Monta en el hipogrifo de El Pacto de Plata y sobrevuela la isla con la General Forestal Vereesa Brisaveloz.,Reúnete con la General Forestal Vereesa Brisaveloz,493,212,31925,0,0,0,0,0,0,0
,Sobrevive a la emboscada,494,212,31928,0,0,0,1,0,0,0
,Destruye las barricadas,495,212,31930,0,0,0,2,0,0,0
,Mata a Anki y al clamabestias Pakutesh,496,212,31932,0,0,0,3,0,0,0
,Mata al arcanital Mara'kah y a su máscara espíritu,497,212,31934,0,0,0,4,0,0,0
Usa el orbe del Guardián de la Puerta para abrir la puerta del Cruce Sangriento.,Salida,498,205,31937,0,0,0,6,0,0,0
Solo tendrás un tiempo limitado para reunir tantos tesoros como puedas. Habla con Taoshi cuando quieras empezar.,Habla con Taoshi,508,215,31993,0,0,0,0,0,0,0
Habla con Wrathion para activar la Forja del Trueno.,En las forjas,509,211,32142,0,0,0,3,0,0,0
Coge todo el tesoro que puedas y alcanza la salida antes de que se acabe el tiempo.,Alcanza la salida,510,215,32158,0,0,0,1,0,0,0
Habla con Llorica Tuercafloja.,Habla con el jefe,511,216,32592,0,0,0,0,0,0,0
Entra en la cámara principal y detén los secuestros.,Infiltración,514,219,32524,0,0,0,0,0,0,0
Investiga la cámara principal.,Reconocimiento,515,219,32588,0,0,0,1,0,0,0
Ayuda a Tictac a montar un dispositivo para abrir la siguiente puerta.,La puerta sellada,516,219,32589,0,0,0,2,0,0,0
Defiende al Escuadrón Gob mientras Parche establece una ruta de huida.,Resistencia,533,219,32590,0,0,0,3,0,0,0
Destruye el elemental superior que está devastando la Excavación de la Gran Flor.,Roca pulverizada,535,216,32594,0,0,0,1,0,0,0
Recoge artefactos para Tuercafloja mientras sus obreros despejan la entrada de la mina.,Recuperación económica,536,216,32596,0,0,0,2,0,0,0
Adéntrate en la Mina de la Gran Flor y vuela el muro por los aires.,Fin de la mina,537,216,32598,0,0,0,3,0,0,0
Destruye al eco de Y'Shaarj.,Corazón partido,538,216,32637,0,0,0,4,0,0,0
Ponte en contacto con los montaraces Hierro Negro en lo alto del Monte Luz y descubre la forma de detener la tormenta.,Los montaraces,539,210,32623,0,0,0,0,0,0,0
Libera al explorador Barbapétrea del asador trol.,Salva al explorador Barbapétrea,540,210,32644,0,0,0,1,0,0,0
Mata a los trols que intentan cocinar a la exploradora Birraudaz.,Salva a la exploradora Birraudaz,541,210,32648,0,0,0,2,0,0,0
Mata a los trols que están a punto de sacrificar al explorador Forjaleal.,Salva al explorador Forjaleal,542,210,32650,0,0,0,3,0,0,0
Mata al espíritu elemental en la cueva de hielo para poner fin a la tormenta de nieve.,La cueva de hielo,543,210,32652,0,0,0,4,0,0,0
"Únete a las tropas de Moira, mata al líder Zandalari y toma la aldea Peloescarcha.",Victoria o muerte,544,210,32654,0,0,0,5,0,0,0
Róbales explosivos a los demoledores enemigos.,Adquisición de explosivos,545,182,32657,0,0,0,1,0,0,0
Habla con Rotun para comenzar una prueba.,Elige una prueba,550,237,33998,0,0,0,0,0,0,0
Completa los objetivos de bonificación para recibir recompensas extras.,Objetivo de bonificación,551,210,32743,32898,0,0,6,3,0,0
¡Protege el barco! Derrota al grupo de abordaje de la Alianza.,¡Al abordaje!,556,239,32774,0,0,0,0,0,0,0
Róbales explosivos a los demoledores enemigos.,Adquisición de explosivos,557,239,32776,0,0,0,1,0,0,0
¡Coloca explosivos en el barco de la Alianza para destruirlo!,¡En mil pedazos!,558,239,32778,0,0,0,2,0,0,0
Derrota al almirante Hodgson.,¡Derrota al almirante!,559,239,32781,0,0,0,3,0,0,0
Completa los objetivos de bonificación para recibir recompensas extras.,Objetivos de bonificación,560,182,32791,32898,0,0,4,3,0,0
Completa todos los objetivos de bonificación para recibir recompensas extras.,Objetivos de bonificación,561,219,32799,32898,0,0,4,3,0,0
Completa todos los objetivos de bonificación para recibir recompensas adicionales.,Objetivo de bonificación,565,65,32818,32898,0,0,3,3,0,0
Completa los objetivos de bonificación para recibir recompensas extras.,Objetivo de bonificación,566,39,32821,32898,0,0,4,3,0,0
Completa los objetivos de bonificación para recibir recompensas extras.,Objetivos de bonificación,567,216,32831,32898,0,0,5,3,0,0
Completa los objetivos de bonificación para recibir recompensas extras.,Objetivos de bonificación,580,239,162971,32898,559,0,4,3,0,0
Step 1 description.,Step 1,587,247,32959,0,0,0,0,0,0,0
Step 2 description.,Step 2,593,247,32961,0,0,0,1,0,0,0
Step 3 description.,Step 3,594,247,32963,0,0,0,2,0,0,0
Step 4 description.,Step 4,595,247,32965,0,0,0,3,0,0,0
Step 5 description.,Step 5,596,247,32967,0,0,0,4,0,0,0
Step 6 description.,Step 6,597,247,32969,0,0,0,5,0,0,0
La prueba está a punto de comenzar.,Prepárate...,598,248,32993,0,0,0,0,0,0,0
,Terreno de Pruebas,599,248,33951,0,0,0,1,0,0,0
,Paso 2,607,254,0,0,0,0,2,0,0,0
,Paso 1,608,254,0,0,0,0,1,0,0,0
Destruye la abominación que ronda por el Templo del Buey Negro.,El Exánime,615,256,33244,0,0,0,0,0,0,0
Fase 0.,Prueba de fase 0,616,254,0,0,0,0,0,0,0,0
,Paso 3,617,254,0,0,0,0,3,0,0,0
,Paso 4,618,254,0,0,0,0,4,0,0,0
¡Fin!,Paso 5,619,254,0,0,0,0,5,0,0,0
Derrota a tres campeones de Pandaria en un duelo de mascotas.,Campeones de Pandaria,620,257,33302,0,0,0,0,0,0,0
Derrota a todos los Celestiales en un duelo de mascotas.,Duelo Celestial,621,257,33331,0,0,0,1,0,0,0
Sienta y sirve a los clientes a medida que vengan. No dejes que 5 parroquianos se marchen sin servirles.,La hora de los fideos,637,269,33600,0,0,0,1,0,0,0
Aprende a llevar el puesto de fideos.,Tutorial,647,269,33924,0,0,0,0,0,0,0
Sienta y sirve a los clientes a medida que lleguen. No dejes que los clientes se marchen sin servirles.,La hora de los fideos,652,278,33926,0,0,0,0,0,0,0
Consigue una puntuación mínima de 30000.,Bonus: ¡A por el oro!,653,278,33928,0,0,0,1,3,0,0
Mata a todos los orcos de Grommar.,La Purga de Grommar,654,275,33985,0,0,0,2,0,0,0
Mata a Orrok el Maestro de Lanzas.,Las puertas de Grommar,655,275,33994,0,0,0,1,0,0,0
Derrota a las fuerzas de los jabaespines Caramuerte en su ciudad del Horado Rajacieno.,Horado Rajacieno,680,294,34480,0,0,0,0,0,0,0
¡Extrae todo lo que puedas antes de que te quedes sin energía de vapor!,Reúne recursos,718,318,0,0,0,0,0,0,0,0
"Mata a Goraluk Yunquegrieta, gran maquinista de la base naval.",Goraluk Yunquegrieta,721,320,34857,0,0,0,2,0,0,0
Mata a los guardias del Rocal.,"Mátalos a todos, todos, todos",725,322,34859,0,0,0,0,0,0,0
sendevent 36841,Paso 2,726,322,34861,0,0,0,1,0,0,0
sendevent 36841,Paso 3,727,322,34863,0,0,0,2,0,0,0
Evita que el chamán de almas Foso Sangrante reanime al esqueleto del fomor.,Detén el ritual,728,323,34871,0,0,0,0,0,0,0
Defiende a Thrall hasta que logre entrar en la cámara interior.,Ejército de almas,729,323,34875,0,0,0,1,0,0,0
Enfréntate a Kilrogg Mortojo y detén el ritual oscuro.,Kilrogg Mortojo,730,323,34877,0,0,0,2,0,0,0
Mata a Maggoc.,Mata a Maggoc,731,324,34882,0,0,0,8,0,0,0
Acaba con los orcos que quedan en los muelles y mata al comandante Vorka.,Fuego por doquier,732,275,34884,0,0,0,3,0,0,0
Mata a los moradores de las habitaciones para extinguir runas.,Extinción de runas,736,329,34898,0,0,0,0,0,0,0
Protege Fuego Glacial de las oleadas de atacantes de la Horda de Hierro.,Protege el cuello de botella,737,324,34904,0,0,0,1,0,0,0
Destruye la matapulta de la Horda de Hierro.,La matapulta de la Horda de Hierro,738,324,34906,0,0,0,2,0,0,0
Protege Fuego Glacial de las oleadas de atacantes de la Horda de Hierro.,Una buena defensa,739,324,34908,0,0,0,3,0,0,0
Protege a Drek'Thar de los atacantes de la Horda de Hierro.,Defender a Drek'Thar,740,324,34910,0,0,0,4,0,0,0
Protege Fuego Glacial de las oleadas de atacantes de la Horda de Hierro.,Guerreros Señor del Trueno de la Horda de Hierro,741,324,34912,0,0,0,5,0,0,0
Derrota a Malgrim Mano Tormenta.,Malgrim Mano Tormenta,742,324,34914,0,0,0,6,0,0,0
Protege Fuego Glacial de las oleadas de atacantes de la Horda de Hierro.,La última línea de defensa,743,324,34916,0,0,0,7,0,0,0
Habla con Durotan.,Comienza la batalla,745,324,34921,0,0,0,0,0,0,0
"Las fuerzas aliadas, bajo el mando del archimago Khadgar, están listas para comenzar la batalla de Shattrath.",Preparativos,747,331,34944,0,0,0,0,0,0,0
Despeja el camino al puerto con la estrella de hierro.,Batalla coordinada,748,331,34946,0,0,0,2,0,0,0
La Horda de Hierro se ha reunido en los muelles. Protege a Khadgar mientras prepara un hechizo para neutralizar el puerto.,El puerto de la Horda de Hierro,752,331,34954,0,0,0,3,0,0,0
La famosa arma de la Horda de Hierro está en el puerto. Hazte con el control del barco. Tus aliados se encargarán de mantener a Puño Negro alejado de ti en el buque insignia.,El arma,753,331,34956,0,0,0,4,0,0,0
Habla con el vindicador Maraad.,La elección de K'ara,754,275,34959,0,0,0,0,0,0,0
Habla con Durotan.,Habla con Durotan,755,320,34985,0,0,0,0,0,0,0
"Escolta a tu grupo en dirección al norte, hacia la Casamáquina.",Ve a la Casamáquina,756,320,34983,0,0,0,1,0,0,0
Ve al depósito de suministros.,Ve al depósito de suministros,757,320,34987,0,0,0,3,0,0,0
Sobrevive a las oleadas de orcos de la Horda de Hierro. Usa barriles explosivos contra ellos.,Sobrevive a la masacre de la Horda de Hierro,758,320,34989,0,0,0,4,0,0,0
Llega al muelle central para embarcar en la barcaza Mataolas.,Llega al muelle central,759,320,34991,0,0,0,5,0,0,0
Habla con Rokk para subir a la barcaza Mataolas.,Sube a la barcaza,761,320,34995,0,0,0,6,0,0,0
Destruye la barcaza Mataolas.,Destruye la barcaza Mataolas,762,320,34997,0,0,0,7,0,0,0
Derrota a los jefes de las Cavernas de Brazanegra.,Cavernas de Brazanegra,765,333,35169,35929,0,0,0,0,0,0
Derrota a Domina.,Objetivo de bonificación,773,333,35183,35930,0,0,1,1,0,0
Derrota a las tropas de La Marcha de Hierro que ocupan las salas de la Cumbre.,Cumbre de Roca Negra Superior,796,329,35686,35963,0,0,1,0,0,0
Mata a 5 tíos.,5 bonificaciones,833,323,35365,0,0,0,3,1,0,0
Mata a 10 tíos.,10 bonificaciones,834,323,35367,0,0,0,4,1,0,0
Derrota a los Adeptos de Rukhmar en lo alto del Trecho Celestial.,Trecho Celestial,835,423,35369,0,0,0,0,0,0,0
Derrota a los esclavistas Machacasangre que manejan las Minas Machacasangre.,Minas Machacasangre,837,425,35389,0,0,0,0,0,0,0
Desestabiliza las fuerzas navales de la Horda de Hierro.,Puerto de Hierro,838,426,35393,0,0,0,0,0,0,0
Acaba con la corrupción en Auchindoun.,Auchindoun,839,427,35397,0,0,0,0,0,0,0
Derrota a la secta oscura de cultores Sombraluna de Ner'zhul.,Cementerio de Sombraluna,840,428,35401,0,0,0,0,0,0,0
Evita que el Malavía entregue su cargamento mortal.,Terminal Malavía,841,429,35405,0,0,0,0,0,0,0
Investiga la frondosa avanzada del Kirin Tor.,El Vergel Eterno,842,430,35409,0,0,0,0,0,0,0
Derrota a las tropas de La Marcha de Hierro que ocupan las salas de la Cumbre.,Cumbre de Roca Negra Superior,844,432,35413,0,0,0,0,0,0,0
Ábrete camino hasta las puertas traseras y derrota a Arnokk el Quemador.,Derrota a Arnokk el Quemador,861,449,35587,0,0,0,0,0,0,0
Ábrete camino hasta el Puerto de Karabor.,Reúnete con Yrel en el Puerto de Karabor,862,449,35589,0,0,0,1,0,0,0
Protege a K'ara hasta que esté completamente potenciado.,Protege a K'ara de los invasores,863,449,35591,0,0,0,2,0,0,0
Sigue al profeta Velen.,Una visión desvelada,864,450,35613,0,0,0,0,0,0,0
Presencia la llegada del comandante Vorka.,Comandante Vorka,865,450,35615,0,0,0,2,0,0,0
Derrota a Krull.,Ataque del enemigo,866,450,35628,0,0,0,1,0,0,0
Habla con el profeta Velen en las escaleras de Karabor.,La última línea de defensa,868,450,35631,0,0,0,3,0,0,0
¡Detén el bombardeo de Karabor!,¡Mata al comandante Vorka!,873,449,35704,0,0,0,3,0,0,0
Derrota al subyugador Kor'ul.,Objetivo de bonificación,884,333,35745,35930,0,0,2,1,0,0
Derrota al guardián de las profundidades.,Objetivo de bonificación,885,333,35747,35930,0,0,3,1,0,0
