ID,Name_lang,OrderIndex
257,Operación: Mecandria - Taller,30
258,"Ny'alotha, Ciudad del Despertar",0
259,Bajapeste,20
260,El Otro Lado,20
261,Salas de la Expiación,20
262,Nieblas de Tirna Scithe,20
263,Cavernas Sanguinas,20
264,Agujas de Ascensión,20
265,Estela Necrótica,20
266,Teatro del Dolor,20
267,Castillo de Nathria,0
269,Jefes del mundo,0
270,Shadowlands,0
271,Sagrario de Dominación,0
272,"Tazavesh, el Mercado Velado",20
273,Pasillos Sinuosos,0
274,Sala de Skoldus,1
275,La Parte Alta,1
276,Forjas de Almas,0
277,Mort'regar,0
278,Cámaras de Fracturas,0
279,Cruce Corazongélido,0
280,Tazavesh: Calles de las Maravillas,20
281,Tazavesh: Gambito de So'leah,20
282,Sepulcro de los Primeros,0
283,Desafío del Carcelero,0
284,Islas Dragón,0
302,Academia Algeth'ar,10
303,Hondonada Frondacuero,10
304,Salas de Infusión,10
305,Neltharus,10
306,Estanques de Vida Rubí,10
307,La Cámara Azur,10
308,La Ofensiva Nokhud,10
309,Uldaman: Legado de Tyr,10
310,Cámara de las Encarnaciones,0
313,"Aberrus, el Crisol Ensombrecido",0
315,Amanecer del Infinito,20
316,Caída de Galakrond - Amanecer del Infinito,20
317,Ascenso de Murozond - Amanecer del Infinito,20
318,Caída de Galakrond - Amanecer del Infinito,20
319,"Amirdrassil, la Esperanza del Sueño",0
322,Grieta de Flama Oscura,10
323,"Ara-Kara, Ciudad de los Ecos",10
324,Priorato de la Llama Sagrada,10
325,Grajero,10
326,Rompealbas,10
327,Lagar de Tragoceniza,10
328,La Petrocámara,10
329,Ciudad Tejida,10
331,Capricho Fúngico,0
332,Reposo de Kriegval,0
333,Minas Reptaterra,0
334,Guarida de Zekvir,13
335,Estación de Bombeo,0
336,Foso del Pavor,0
337,Sagrario del Ocaso,0
338,Caverna del Micomante,0
339,Sumidero,0
340,Brecha Deslizante,0
341,El Infrastillo,0
342,Abismo de Tak-Rethan,0
343,Espiral Serpenteante,0
344,Aldea Verdemar,0
346,Unga Ingoo,0
347,Arena de la Aniquilación,0
348,Festival de la Cerveza Lunar,0
351,Asalto a Zan'vess,0
352,Una Daga en la Oscuridad,0
353,Templanza,0
354,El Punto de Dominio,0
355,El Desembarco del León,0
362,Palacio Nerub'ar,0
363,Khaz Algar,0
371,Operación: Compuerta,10
372,Profundidades de Roca Negra,0
373,Excavación 9,0
374,Canal Callejero,0
375,Competición de demolición del Pez Hondo,0
377,Liberación de Minahonda,0
378,Forja de Maná Omega,0
381,Ecodomo Al'dani,10
394,Asalto Archivístico,0
395,Santuario Filovacío,0
