Name_lang,SourceText_lang,Description_lang,ID,MountTypeID,Flags,SourceTypeEnum,SourceSpellID,PlayerConditionID,MountFlyRideHeight,UiModelSceneID,MountSpecialRiderAnimKitID,MountSpecialSpellVisualKitID
Mecazancudo sin pintar,|cFFFFD200Vendedor: |rMilli Plumasilba|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Coste: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Las exocalculadoras terradinámicas se extrapolan mediante imaginería hidráulica con los impulsores de equilibrio..."" —Binjy Plumasilba",58,230,0,2,17454,0,0,4,0,0
Mecazancudo azul hielo modelo A,|cFFFFD200Montura antigua|r,"Este fragmento histórico de ingeniería gnómica tuvo que ser retirado debido a su giroscómetro extremadamente ""sensible"".",62,230,64,2,17459,0,0,4,0,0
Carnero de escarcha,|cFFFFD200Montura antigua|r,"""Hace siglos que no veo esta raza, pero cuando los domesticas bien, aguantan"". —Veron Semperámbar",63,230,64,2,17460,0,0,4,0,0
Carnero negro,|cFFFFD200Montura antigua|r,"Hace siglos que no veo esta raza, pero cuando los domesticas bien, aguantan. -Veron Semperámbar",64,230,64,2,17461,0,0,4,0,0
Caballo esquelético rojo,|cFFFFD200Vendedor: |rZachariah Post|n|cFFFFD200Zona: |rClaros de Tirisfal|n|cFFFFD200Coste: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Los Renegados creen que, sin un propósito, incluso las bestias de carga sufren en la no-muerte.",65,230,0,2,17462,0,0,4,0,0
Caballo esquelético azul,|cFFFFD200Vendedor: |rZachariah Post|n|cFFFFD200Zona: |rClaros de Tirisfal|n|cFFFFD200Coste: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Los Renegados creen que, sin un propósito, incluso las bestias de carga sufren en la no-muerte.",66,230,0,2,17463,0,0,4,0,0
Caballo esquelético marrón,|cFFFFD200Vendedor: |rZachariah Post|n|cFFFFD200Zona: |rClaros de Tirisfal|n|cFFFFD200Coste: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Los Renegados creen que, sin un propósito, incluso las bestias de carga sufren en la no-muerte.",67,230,0,2,17464,0,0,4,0,0
Caballo de guerra esquelético verde,|cFFFFD200Vendedor: |rZachariah Post|n|cFFFFD200Zona: |rClaros de Tirisfal|n|cFFFFD200Coste: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Cuando los héroes caídos se levantan como no-muertos, lo mismo hacen sus caballos.",68,230,0,2,17465,0,0,4,0,0
Destrero de la muerte de Osahendido,|cFFFFD200Botín:|r lord Aurius Osahendido|n|cFFFFD200Ubicación:|r Stratholme,"Cuando el barón Osahendido se convirtió en campeón de la Plaga, condenó a su caballo favorito a unirse a él en la no-muerte.",69,230,0,0,17481,0,0,4,0,0
Kodo de montar,|cFFFFD200Montura antigua|r,"""El kodo es la columna vertebral de nuestro pueblo. Allí donde vaya la Horda —para comerciar, asentarse o guerrear— se verá al poderoso kodo"". —Harb Garrapezuña",70,230,64,2,18363,0,0,4,0,0
Kodo gris,|cFFFFD200Vendedor: |rHarb Garrapezuña|n|cFFFFD200Zona: |rMulgore|n|cFFFFD200Coste: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""El kodo es la columna vertebral de nuestro pueblo. Allí donde vaya la Horda —para comerciar, asentarse o guerrear— se verá al poderoso kodo"". —Harb Garrapezuña",71,230,0,2,18989,0,0,4,0,0
Kodo marrón,|cFFFFD200Vendedor: |rHarb Garrapezuña|n|cFFFFD200Zona: |rMulgore|n|cFFFFD200Coste: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""El kodo es la columna vertebral de nuestro pueblo. Allí donde vaya la Horda —para comerciar, asentarse o guerrear— se verá al poderoso kodo"". —Harb Garrapezuña",72,230,0,2,18990,0,0,4,0,0
Kodo verde,|cFFFFD200Montura antigua|r,"Este kodo, un macho alfa de su manada, es un digno representante de las poderosas criaturas que recorren Desolace.",73,230,64,2,18991,0,0,4,0,0
Kodo azulado,|cFFFFD200Montura antigua|r,"""El kodo es la columna vertebral de nuestro pueblo. Allí donde vaya la Horda —para comerciar, asentarse o guerrear— se verá al poderoso kodo"". —Harb Garrapezuña",74,230,64,2,18992,0,0,4,0,0
Corcel de guerra negro,|cFFFFD200Vendedora: |rTeniente Karter|n|cFFFFD200Zona: |rCiudad de Ventormenta|n|cFFFFD200Coste: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,Se han entrenado para soportar el brutal combate cuerpo a cuerpo en los campos de batalla más feroces.,75,230,0,2,22717,0,0,4,0,0
Kodo de guerra negro,|cFFFFD200Vendedor: |rAsaltante Bork|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Coste: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,"Criados a manos de los maestros de establos Kor'kron para fomentar un comportamiento agresivo e impredecible, los bramidos de los kodos de guerra negros significan que pronto se verterá sangre.",76,230,0,2,22718,0,0,4,0,0
Zancudo de batalla negro,|cFFFFD200Vendedora: |rTeniente Karter|n|cFFFFD200Zona: |rCiudad de Ventormenta|n|cFFFFD200Coste: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,Un gnomo correctamente acelerado durante la batalla es algo de una belleza terrible. -Manitas mayor Mekkatorque,77,230,0,2,22719,0,0,4,0,0
Carnero de guerra negro,|cFFFFD200Vendedora: |rTeniente Karter|n|cFFFFD200Zona: |rCiudad de Ventormenta|n|cFFFFD200Coste: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,Los enanos valoran mucho a sus compañeros carneros por su valentía a la hora de adentrarse en la batalla.,78,230,0,2,22720,0,0,4,0,0
Raptor de guerra negro,|cFFFFD200Vendedor: |rAsaltante Bork|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Coste: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,Engendrados a partir de la misma línea de raptores sanguinarios que dio lugar a Ohgan y que dio la victoria al Imperio Gurubashi.,79,230,0,2,22721,0,0,4,0,0
Caballo de guerra esquelético rojo,|cFFFFD200Vendedor: |rAsaltante Bork|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Coste: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,"Cuando los héroes caídos se levantan como no-muertos, lo mismo hacen sus caballos.",80,230,0,2,22722,0,0,4,0,0
Tigre de guerra negro,|cFFFFD200Vendedora: |rTeniente Karter|n|cFFFFD200Zona: |rCiudad de Ventormenta|n|cFFFFD200Coste: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,"Tal y como ocurre con sus primos lejanos sables de la noche, los tigres son conocidos por sus garras afiladas como cuchillas, su increíble agilidad y su pasión por que les rasquen detrás de las orejas.",81,230,0,2,22723,0,0,4,0,0
Lobo de guerra negro,|cFFFFD200Vendedor: |rAsaltante Bork|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Coste: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,Muy preciados para los guardias de Orgrimmar por su agudo olfato.,82,230,0,2,22724,0,0,4,0,0
Corcel nefasto,|cFFFFD200Clase: |rBrujo,ADVERTENCIA: Solo quiere energía vil. Nada de manzanas. Odia las pepitas.,83,230,0,1,23161,31504,0,4,0,0
Destrero,|cFFFFD200Paladín|r,Redimido por la Luz. Entregado a tu causa.,84,230,4,1,23214,27943,0,4,0,0
Sable de la niebla presto,|cFFFFD200Vendedor: |rLelanai|n|cFFFFD200Zona: |rDarnassus|n|cFFFFD200Coste: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Algunos historiadores afirman que el pelaje gris neblinoso de esta estirpe es fruto de antiguos experimentos que los Altonato llevaban a cabo con sables de la noche.,85,230,0,2,23219,0,0,4,0,0
Sable de hielo presto,|cFFFFD200Vendedor:|r Lelanai|n|cFFFFD200Ubicación:|r Darnassus|n|cFFFFD200Coste: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Los elfos de la noche crían a los cachorros sable de hielo desde la infancia, forjando un vínculo de confianza entre jinete y bestia que dura toda la vida.",87,230,0,2,23221,0,0,4,0,0
Mecazancudo amarillo presto,|cFFFFD200Vendedor: |rMilli Plumasilba|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Coste: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Hemos mejorado mucho, pero todavía se basan en los diseños de Mekkatorque. -Milli Plumasilba",88,230,0,2,23222,0,0,4,0,0
Mecazancudo blanco presto,|cFFFFD200Vendedor: |rMilli Plumasilba|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Coste: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Hemos mejorado mucho, pero todavía se basan en los diseños de Mekkatorque. -Milli Plumasilba",89,230,0,2,23223,0,0,4,0,0
Mecazancudo verde presto,|cFFFFD200Vendedor: |rMilli Plumasilba|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Coste: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Hemos mejorado mucho, pero todavía se basan en los diseños de Mekkatorque. -Milli Plumasilba",90,230,0,2,23225,0,0,4,0,0
Palomino presto,|cFFFFD200Vendedor: |rKatie Stokx|n|cFFFFD200Zona: |rCiudad de Ventormenta|n|cFFFFD200Coste: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Muy preciados para los criadores de caballos por su disciplina y tesón.,91,230,0,2,23227,0,0,4,0,0
Corcel blanco presto,|cFFFFD200Vendedor: |rKatie Stokx|n|cFFFFD200Zona: |rCiudad de Ventormenta|n|cFFFFD200Coste: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Un veterano de las batallas más duras que ha librado la Cruzada Argenta.,92,230,0,2,23228,0,0,4,0,0
Corcel marrón presto,|cFFFFD200Vendedor: |rKatie Stokx|n|cFFFFD200Zona: |rCiudad de Ventormenta|n|cFFFFD200Coste: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Un veterano de las batallas más duras que ha librado la Cruzada Argenta.,93,230,0,2,23229,0,0,4,0,0
Carnero marrón presto,|cFFFFD200Vendedor: |rVeron Semperámbar|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Coste: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,El grueso y huesudo cráneo del carnero Barak Tor'ol y sus enormes astas hacen de él la montura ideal para arremeter contra grupos de enemigos acorazados.,94,230,0,2,23238,0,0,4,0,0
Carnero gris presto,|cFFFFD200Vendedor: |rVeron Semperámbar|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Coste: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,El grueso y huesudo cráneo del carnero Barak Tor'ol y sus enormes astas hacen de él la montura ideal para arremeter contra grupos de enemigos acorazados.,95,230,0,2,23239,0,0,4,0,0
Carnero blanco presto,|cFFFFD200Vendedor: |rVeron Semperámbar|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Coste: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n,El grueso y huesudo cráneo del carnero Barak Tor'ol y sus enormes astas hacen de él la montura ideal para arremeter contra grupos de enemigos acorazados.,96,230,0,2,23240,0,0,4,0,0
Raptor azul presto,|cFFFFD200Vendedor: |rZjolnir|n|cFFFFD200Zona: |rDurotar|n|cFFFFD200Coste: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Estos cazadores de la selva, que desde hace mucho son aliados de los trols, forjan un vínculo especial con sus amos. Se convierten en sus corceles, guardianes y amigos.",97,230,0,2,23241,0,0,4,0,0
Raptor oliva presto,|cFFFFD200Vendedor: |rZjolnir|n|cFFFFD200Zona: |rDurotar|n|cFFFFD200Coste: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Estos cazadores de la selva, que desde hace mucho son aliados de los trols, forjan un vínculo especial con sus amos. Se convierten en sus monturas, guardianes y amigos.",98,230,0,2,23242,0,0,4,0,0
Raptor naranja presto,|cFFFFD200Vendedor: |rZjolnir|n|cFFFFD200Zona: |rDurotar|n|cFFFFD200Coste: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Estos cazadores de la selva, que desde hace mucho son aliados de los trols, forjan un vínculo especial con sus amos. Se convierten en sus monturas, guardianes y amigos.",99,230,0,2,23243,0,0,4,0,0
Caballo de guerra esquelético morado,|cFFFFD200Vendedor: |rZachariah Post|n|cFFFFD200Zona: |rClaros de Tirisfal|n|cFFFFD200Coste: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Cuando los héroes caídos se levantan como no-muertos, lo mismo hacen sus caballos.",100,230,0,2,23246,0,0,4,0,0
Gran kodo blanco,|cFFFFD200Vendedor: |rHarb Garrapezuña|n|cFFFFD200Zona: |rMulgore|n|cFFFFD200Coste: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Un extraño ejemplar albino de la especie que se descubrió por primera vez en Desolace. Los centauros creen que los kodos blancos son heraldos de la destrucción.,101,230,0,2,23247,0,0,4,0,0
Gran kodo gris,|cFFFFD200Vendedor: |rHarb Garrapezuña|n|cFFFFD200Zona: |rMulgore|n|cFFFFD200Coste: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Este kodo, un macho alfa de su manada, es un digno representante de las poderosas criaturas que recorren Desolace.",102,230,0,2,23248,0,0,4,0,0
Gran kodo marrón,|cFFFFD200Vendedor:|r Harb Garrapezuña|n|cFFFFD200Zona:|r Mulgore|n|cFFFFD200Coste: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Este kodo, un macho alfa de su manada, es un digno representante de las poderosas criaturas que recorren Los Baldíos del Norte.",103,230,0,2,23249,0,0,4,0,0
Lobo marrón presto,|cFFFFD200Vendedor: |rOgunaro Correlobo|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Coste: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Los lobos de la Horda son compañeros, no mascotas.",104,230,0,2,23250,0,0,4,0,0
Lobo gris presto,|cFFFFD200Vendedor: |rOgunaro Correlobo|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Coste: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Los lobos de la Horda son compañeros, no mascotas.",105,230,0,2,23251,0,0,4,0,0
Lobo grisáceo presto,|cFFFFD200Vendedor: |rOgunaro Correlobo|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Coste: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Los lobos de la Horda son compañeros, no mascotas.",106,230,0,2,23252,0,0,4,0,0
Sable de la tempestad presto,|cFFFFD200Vendedor: |rLelanai|n|cFFFFD200Zona: |rDarnassus|n|cFFFFD200Coste: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Se rumorea que el nombre de esta raza proviene del ilustre archidruida Malfurion Tempestira.,107,230,0,2,23338,0,0,4,0,0
Aullador Lobo Gélido,|cFFFFD200Vendedor: |rJorek Ladohierro|n|cFFFFD200Zona: |rLaderas de Trabalomas|n|cFFFFD200Coste: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Horde.blp:0|t|n|n,Criado en las Montañas de Alterac por el clan Lobo Gélido.,108,230,4,2,23509,0,0,4,0,0
Carnero de batalla Pico Tormenta,|cFFFFD200Vendedor: |rThanthaldis Brillanieve|n|cFFFFD200Zona: |rLaderas de Trabalomas|n|cFFFFD200Coste: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Alliance.blp:0|t|n|n,Los instructores de monturas del clan Pico Tormenta tienen la tradición de grabar sus nombres en el cuerno izquierdo de todos los carneros de batalla que crían.,109,230,4,2,23510,0,0,4,0,0
