ID,Name_lang,Description_lang,CovenantID,Level,Icon,Field_10_2_6_53840_005,UiOrder,SpellID
1236,Pompas,"|cFF00ccffMascota de Dragonflight|r|n|cFF1eff00Mascota de Plunderstorm|r|n|nDesbloquea la mascota Pompas. En Plunderstorm, Da'kash Librosombrío puede invocar a tu mascota para ti.|n|n""¡Te ha seguido a casa!"".",23,11,2027915,0,0,439477
1237,Maniquetes de estafador,"|cFF00ccffApariencia de Dragonflight|r|n|nDesbloquea la apariencia de los maniquetes de estafador.|n|n""Para quienes saben hacer juegos de manos"".",23,12,1026773,0,0,439458
1238,Sable de acero negro,"|cFF00ccffApariencia de Dragonflight|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia del sable de acero negro. Habla con Da'kash Librosombrío para cambiar apariencias en Plunderstorm.|n|n""Forjado para abordajes abrumadores"".",23,13,960919,0,0,439391
1239,Cuero silencioso,"|cFF00ccffApariencia de Dragonflight|r|n|nDesbloquea la apariencia del cuero silencioso.|n|n""A veces, la ocultación es el mejor ataque"".",23,14,590806,0,0,439450
1240,Calzas tejidas a mano,"|cFF00ccffApariencia de Dragonflight|r|n|nDesbloquea la apariencia de las calzas tejidas a mano.|n|n""Un regalo del capitán. ¡Están hechas a medida para ti!"".",23,15,1981728,0,0,439452
1241,Multidisparo maravilloso,"|cFF00ccffApariencia de Dragonflight|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia del multidisparo maravilloso. Habla con Da'kash Librosombrío para cambiar apariencias en Plunderstorm.|n|n""Apunta lejos de la cara"".",23,16,135628,0,0,439394
1242,Jubón carmesí refinado,|cFF00ccffApariencia de Dragonflight|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia del jubón carmesí refinado.|n|nTambién desbloquea el traje de grumete glamuroso en Plunderstorm. Habla con Da'kash Librosombrío para cambiar de traje.,23,17,5519312,0,0,439454
1243,Cuchilla de hierro sangrienta,"|cFF00ccffApariencia de Dragonflight|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia de la cuchilla de hierro sangrienta. Habla con Da'kash Librosombrío para cambiar apariencias en Plunderstorm.|n|n""¡Un hacha sangrienta para piratas sanguinarios!"".",23,18,1092278,0,0,439392
1244,Mantón impermeable,"|cFF00ccffApariencia de Dragonflight|r|n|nDesbloquea la apariencia del mantón impermeable.|n|n""Dice 'impermeable' no 'hipermeable'. A ver qué haces"".",23,19,2124014,0,0,439456
1245,Plumamar real,"|cFF00ccffMontura de Dragonflight|r|n|nDesbloquea la montura voladora plumamar real.|n|n""Con la cantidad de botín que tienes, sería un crimen no tener un loro gigante"".",23,20,4395379,0,0,437517
1246,Sombrero de capitán de la tormenta,"|cFF00ccffApariencia de Dragonflight|r|n|nDesbloquea la apariencia del sombrero de capitán de la tormenta.|n|n""¡Un sombrero excelente para capitanes en medio de la tormenta!"".",23,21,1676418,0,0,439446
1247,Sigilo dorado de Adalid del Botín,"|cFF00ccffApariencia de Dragonflight|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia del sigilo dorado de Adalid del Botín. Habla con Da'kash Librosombrío para cambiar apariencias en Plunderstorm.|n|n""¡Alza el bastón de Adalid del Botín y que empiece el saqueo!"".",23,22,5581310,0,0,439382
1248,Puños de Adalid del Botín,"|cFF00ccffApariencia de Dragonflight|r|n|nDesbloquea la apariencia de los puños de Adalid del Botín.|n|n""Unos puños dorados dignos de los mejores piratas"".",23,23,5559628,0,0,439375
1249,Bolsa saqueada de cupones,|cFF00ccffRecompensa de Dragonflight|r|n|nDesbloquea 250 cupones de comerciante en el alijo de recolector de Ventormenta u Orgrimmar.,23,24,975746,0,0,437507
1250,Cincho dorado de Adalid del Botín,"|cFF00ccffApariencia de Dragonflight|r|n|nDesbloquea la apariencia del cincho dorado de Adalid del Botín.|n|n""La enorme hebilla dorada en forma de calavera completa el atuendo"".",23,25,5559626,0,0,439373
1251,Rateros de Adalid del Botín,"|cFF00ccffApariencia de Dragonflight|r|n|nDesbloquea la apariencia de los rateros de Adalid del Botín.|n|n""Son muy suaves"".",23,26,5559630,0,0,439377
1252,Rebanacuellos de Adalid del Botín,"|cFF00ccffApariencia de Dragonflight|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia del rebanacuellos de Adalid del Botín. Habla con Da'kash Librosombrío para cambiar apariencias en Plunderstorm.|n|n""Una herramienta necesaria en el arsenal de todo señor de los piratas"".",23,27,5580802,0,0,439386
1253,Rasgamugres de Adalid del Botín,"|cFF00ccffApariencia de Dragonflight|r|n|nDesbloquea la apariencia de los rasgamugres de Adalid del Botín.|n|n""No te los manches"".",23,28,5559627,0,0,439372
1254,Calzas elegantes de Adalid del Botín,"|cFF00ccffApariencia de Dragonflight|r|n|nDesbloquea la apariencia de las calzas elegantes de Adalid del Botín.|n|n""Ahora puedes decir que vas más elegante que un cabrestante"".",23,29,5559632,0,0,439378
1255,Petrogilito,"|cFF00ccffMascota de Dragonflight|r|n|cFF1eff00Mascota de Plunderstorm|r|n|nDesbloquea la mascota Petrogilito. En Plunderstorm, Da'kash Librosombrío puede invocar a tu mascota para ti.|n|n""También le chifla el botín"".",23,30,5559624,0,0,439478
1256,Estoque refinado de Adalid del Botín,"|cFF00ccffApariencia de Dragonflight|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia del estoque refinado de Adalid del Botín. Habla con Da'kash Librosombrío para cambiar apariencias en Plunderstorm.|n|n""Para apuñalar"".",23,31,5581649,0,0,439383
1257,Cañón de mano de Adalid del Botín,"|cFF00ccffApariencia de Dragonflight|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia del cañón de mano de Adalid del Botín. Habla con Da'kash Librosombrío para cambiar apariencias en Plunderstorm.|n|n""Huele a oro y a pólvora"".",23,32,5581325,0,0,439388
1258,Cofre saqueado de cupones,|cFF00ccffRecompensa de Dragonflight|r|n|nDesbloquea 500 cupones de comerciante en el alijo de recolector de Ventormenta u Orgrimmar.,23,33,4696085,0,0,437510
1259,Chaleco de Adalid del Botín,"|cFF00ccffApariencia de Dragonflight|r|n|nDesbloquea la apariencia del chaleco de Adalid del Botín.|n|n""A nadie le queda mal un chaleco"".",23,34,5559633,0,0,439370
1260,Pliegues de Adalid del Botín,"|cFF00ccffApariencia de Dragonflight|r|n|nDesbloquea la apariencia de los pliegues de Adalid del Botín.|n|n""De color rojo y dorado, por supuesto"".",23,35,5559629,0,0,439379
1261,Alfanje de plata de Adalid del Botín,"|cFF00ccffApariencia de Dragonflight|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia del alfanje de plata de Adalid del Botín. Habla con Da'kash Librosombrío para cambiar apariencias en Plunderstorm.|n|n""Brilla radiante al sol cuando lo levantas"".",23,36,5581315,0,0,439384
1262,Bufas con flecos de Adalid del Botín,|cFF00ccffApariencia de Dragonflight|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia de las bufas con flecos de Adalid del Botín.|n|nTambién desbloquea el traje de grumete grandioso en Plunderstorm. Habla con Da'kash Librosombrío para cambiar de atuendo.,23,37,5559634,0,0,439380
1263,Tricornio del almirantazgo de Adalid del Botín,"|cFF00ccffApariencia de Dragonflight|r|n|nDesbloquea la apariencia del tricornio del almirantazgo de Adalid del Botín.|n|n""Un gran yelmo con plumas del tamaño justo para tu cabeza"".",23,38,5559631,0,0,439355
1264,"Polly, el loro pirata","|cFF00ccffMontura de Dragonflight|r|n|nDesbloquea la montura de jinete de dragones Polly, el loro pirata.|n|n""El capitán te ha regalado su propio y temperamental loro gigante. ¡Buena suerte!"".",23,39,5578050,0,0,437164
1265,Adalid del Botín,"|cFF00ccffTítulo de Dragonflight|r|n|nDesbloquea el título Adalid del Botín.|n|n""El capitán te ha otorgado el título de 'Adalid del Botín'. ¡Que quienes se opongan a ti se hundan en las profundidades marinas!"".",23,40,4203076,0,0,439552
1266,Feliz,"|cFF00ccffMascota de Dragonflight|r|n|cFF1eff00Mascota de Plunderstorm|r|n|nDesbloquea la mascota Feliz. En Plunderstorm, Da'kash Librosombrío puede invocar a tu mascota para ti.|n|n""Le encanta estar aquí"".",23,6,237309,0,1,439475
1267,Grumete,"|cFF1eff00Título de Plunderstorm|r|n|nDesbloquea el título ""Grumete"" en Plunderstorm con Da'kash Librosombrío.|n|n""El capitán te ha declarado grumete oficial"".",23,2,1063033,0,1,438007
1268,Espadachín,"|cFF1eff00Título de Plunderstorm|r|n|nDesbloquea el título ""Espadachín"" en Plunderstorm con Da'kash Librosombrío.|n|n""Has demostrado tu valía con la espada"".",23,10,2060684,0,1,438036
1269,Bucanero,"|cFF1eff00Título de Plunderstorm|r|n|nDesbloquea el título ""Bucanero"" en Plunderstorm con Da'kash Librosombrío.|n|n""¡Eres temible en la tormenta!"".",23,20,2055037,0,1,438034
1270,Contramaestre,"|cFF1eff00Título de Plunderstorm|r|n|nDesbloquea el título ""Contramaestre"" en Plunderstorm con Da'kash Librosombrío.|n|n""¡Tu afición por el pillaje es legendaria!"".",23,30,2055032,0,1,438029
1271,Tricornio emplumado diminuto,"|cFF00ccffAmigo de Dragonflight|r|n|cFF1eff00Amigo de Plunderstorm|r|n|nAl ser invocado, Pepe se disfrazará a veces de Adalid del Botín. Para invocar a este minicapitán en Plunderstorm, ve a ver a Da'kash Librosombrío.",23,24,1044996,0,1,438055
1272,Señal de advertencia atezada,"|cFF00ccffJuguete de Dragonflight|r|n|nDesbloquea el juguete señal de advertencia atezada.|n|n""Perfecta para crear tu propia guarida pirata."".",23,16,2055035,0,1,443715
1273,Un paquete con un barril grabado,"|cFF00ccffMisión de Dragonflight|r|n|nUna nueva misión aguarda a un personaje de nivel 70 en Valdrakken, en las Islas Dragón.",23,5,236664,0,1,443716
1274,Tenacitas,"|CFFa335eeMascota de Classic|r|n|nDesbloquea la mascota Tenacitas el saqueador en Wrath of the Lich King: Classic.|n|n""¡Cuidado, que pincha!"".",23,11,5559624,0,1,440575
1275,"Polly, el loro pirata","|CFFa335eeMontura de Classic|r|n|nDesbloquea la montura voladora Polly, el loro pirata, en Wrath of the Lich King Classic.",23,39,5578050,0,1,440578
1311,Monóculo de Adalid del Botín,"|cFF00ccffApariencia de Dragonflight|r|n|nDesbloquea la apariencia del monóculo de Adalid del Botín.|n|n""Ayuda a ver con un solo ojo"".",23,38,5689350,0,0,443376
1312,Tabardo de Adalid del Botín,"|cFF00ccffApariencia de Dragonflight|r|n|nDesbloquea la apariencia del tabardo de Adalid del Botín.|n|n""Has demostrado que el pillaje corre por tu sangre y te has ganado un hueco en la tripulación del capitán Patabarril. Muestra con orgullo el favor de tu capitán"".",23,40,5690395,0,1,443375
