ID,OverrideName_lang,Field_9_1_0_38709_001_lang,Flags
316,Chiles zandali chamuscados,,0
317,Escoba encantada,,1
318,Concentración de cristales sedientos de maná,,1
319,Jefe de panda de diablillos,,1
320,Valthrux,,0
321,Ascendiente buscatormentas,,0
322,Venderthvan,La Llama Hendida,0
323,Kalecgos,Invocación de carta,0
324,Cristal ligeramente helado,,0
325,Cristal algo helado,,0
326,Cristal moderadamente helado,,0
327,Cristal muy helado,,0
328,Inyector latente,,0
329,Cepapétrea el Iracundo,,0
330,Bob,,0
331,Durascama,,0
332,Sr. Dentellón,,0
333,Barón von Zambubocado,,0
334,Lord Risallama,,0
335,Silla elegante,,1
336,Farol,,1
338,Fuente de calor encendida,,0
339,Engendro de luz,,0
340,Retoño del Vacío,,0
341,Bestia sha,,0
342,,,1
343,Tanque de espécimen destruido,,0
344,Dracthyr desanimado,,0
345,Prisionero tauren liberado,,1
346,Primalista Nokhud,,0
347,Grabación de reliquia arramblada,,0
348,Forma sombría,,1
349,Dragón caído,,0
350,Conjunto ganador,Prueba de Estilo,0
351,Granjero Saldean,Hermandad de panaderos,0
352,Salma Saldean,Hermandad de panaderos,0
353,Cro-normi,,0
354,Añublo debilitado,,0
355,Hallazgo de centauros antiguo,,0
356,Porrazos,,0
357,Una simple roca,,0
358,,Mano del Rey Exánime,0
359,,,1
360,Recuperación de antigüedades niffen,,0
361,Cerámica rústica de los dragonantes,,0
362,Antárbol ígneo,,1
363,Antárbol renovado,,1
364,Antárbol carbonizado,,1
365,,Corrupción vil,0
366,,Copia traidora,0
367,Misha,,0
368,Manual de geología obsoleto,,0
369,Flor floreciente,,1
370,Alijo de miel azul,,0
371,Adalid envilecido,,0
372,Vial dracónico antiguo,,0
373,Arzal'kal,,0
374,Dominamentes Ghur'sha,,1
375,Bulbo ennegrecido,,1
376,Barrera de zarzas renovada,,1
377,Zarzas carbonizadas,,1
378,Raíces agostadoras,,1
379,Zarzas agostadoras,,1
380,"Larodar, Avatar de Ceniza",,1
381,Arqueólogo ayudante,,0
382,Elemental abrumado,,0
383,Comandante celadora,,1
384,Celadora iniciada,,1
385,Mago darnassiano novicio,,1
386,Elemental potenciado,,0
387,Liliuna,Toque de espinas,0
388,Argyr,Toque de espinas,0
389,Astera,Toque de espinas,0
390,Bestia de polen de ceniza,,0
391,Anciano agradecido,,0
392,Lanamusgo de Villatrueno,,0
393,El intruso,No pertenece aquí,0
394,Dragón feérico,,0
395,Void Touched Elemental [PH],,0
396,Hallazgo de centauros enorme,,0
397,Suministros de dragonante conservados,,0
398,Moco coagulado,,1
399,Ganancias niffen ilícitas,,0
400,Cofre de erudito dracónico,,0
401,Anciano de la guerra,,1
402,Anciano del conocimiento,,1
403,Anciano del viento,,1
404,Test,,1
405,Víctima polimórfica,,1
406,Druida durmiente,,0
407,Faerin,,1
408,Tierra extraña,,1
409,Alexstrasza la Protectora,Aspecto de la Vida,0
410,Merithra,Aspecto de los Sueños,0
411,Kalecgos,Aspecto de la Magia,0
412,Ebyssian,Aspecto de la Tierra,0
413,Nozdormu,Aspecto del Tiempo,0
414,Vyranoth,Aspecto de las Tormentas,0
415,Explorador Wayshelm,,1
416,Thrall,,0
417,Olbarig,,0
418,Cuidadora de cangrejos frescaleta,,0
420,Grúa incautada,,1
421,Kóbold muy normal,,0
422,Asentir al tipo,Dar la razón al hombre,0
423,Coincidir con el señor,Mediar con el hombre,0
424,Mostrarse de acuerdo con el caballero,Liderar al hombre,0
425,Puerco enloquecido por las Sombras,,1
426,¿Magni?,,1
427,Súbdito del titiritero,,1
428,Ojo de la reina,,0
429,Reina ascendida Neferess,,0
430,Niffen sospechoso,,0
431,Lufsela,Guardatormenta,0
432,Bestia desafiante,,1
433,Ciudadano favorecido,,0
434,Sabriana Mirada de Pena,,0
435,Garrafilada ensombrecido,,0
436,Cuernoespiral ensombrecido,,0
437,Cachorro feral ensombrecido,,0
438,Cangrejo ensombrecido,,0
439,"""Zi-Zi""",,0
440,Filgo Fondochatarra,,0
441,Tintapodre,,0
442,Kaela Brochadusto,,0
443,Harold Winston,,0
444,Palomino,,0
445,Hundidor ensombrecido,,0
446,Cortaolas ensombrecido,,0
447,Acechaprofundidades ensombrecido,,0
448,Alimentador de bajíos ensombrecido,,0
449,Haimaz,,0
450,Rechazahechizos de Dalaran,Kirin Tor,0
451,El visir,,0
452,Alta oradora Brinthe,,0
453,Superviviente corrupto,,0
454,Carroñero colinapétrea,,0
455,Bestia cautiva,,1
456,Civil cautivado,,0
457,Terráneo capturado,,0
458,Terror de telarañas,,0
459,Héroe recordado,,0
460,Infrarreptador ensombrecido,,0
461,Cuernoesquisto ensombrecido,,0
462,Zumbabayas ensombrecida,,0
463,Oso ensombrecido,,0
464,Matriarca ensombrecida,,0
465,Acuamandra ensombrecida,,0
466,Salamantra ensombrecida,,0
467,Chucho ensombrecido,,0
468,Polilla ensombrecida,,0
469,Araña pozoprofundo ensombrecida,,0
470,Gólem de la Petrocámara,Guardián del baluarte,0
471,Reptafauces ensombrecido,,0
472,Caprimpío horripilante,,0
473,Mestizo gruñidor ensombrecido,,0
474,Águila ensombrecida,,0
475,Sabueso domesticado ensombrecido,,0
476,Sabueso merodeador ensombrecido,,0
477,Murciélago ensombrecido,,0
478,Araña ensombrecida,,0
479,Enjambrille infestado de esporas,,0
480,Vencejo ensombrecido,,0
481,Gólem durmiente,,0
482,,Gemelo malvado,0
483,Vaelisia Golpeacero,,1
484,Cavalimos ensombrecido,,0
485,Dulceaguijón ensombrecido,,0
486,Zángano cáustico,,1
487,Alfazaque ensombrecido,,0
488,Kodiak ensombrecido,,0
489,Cachorro ensombrecido,,0
490,Ira de Beledar,,0
491,Cangrescurridizo ensombrecido,,0
492,Cólera de Beledar,,0
493,Salmón ensombrecido,,0
494,Lubina ensombrecida,,0
495,Halcón marino ensombrecido,,0
496,Don Girasol,,1
497,Auralia Golpeacero,,1
498,Hundidor ensombrecido,,0
499,Ciudadano de Dornogal,,0
500,Cutri,Velas,0
501,Mero ensombrecido,,0
502,Anguila ensombrecida,,0
503,Oso de cueva ensombrecido,,0
504,Lucio ensombrecido,,0
505,Mordifétido ensombrecido,,0
506,Madre de linaje ensombrecida,,0
507,Alapresta ensombrecida,,0
508,Can oscuro ensombrecido,,0
509,Cría ensombrecida,,0
510,Pez ensombrecido,,0
511,Volihada ensombrecida,,0
512,Rata completamente normal,,0
513,Lince ensombrecido,,0
514,Alice Chisparrilla,,0
517,Custodio Garfa Oscura,,1
518,Custodio Depositario Obsidiana,,1
519,Garfa Oscura en estasis,,1
521,Sr. Robot,,0
522,Constructor XT-003,,0
524,Moto en desuso,,0
525,Conjunto ganador,Frenesí de la moda,0
527,Ciudadano informado,,0
528,Ciudadano desinformado,,0
529,Ciudadano liberado,,0
530,,,0
532,Ayudante de palanca de choque,,0
533,Ayudante de palanca de llama,,0
534,Ayudante de palanca de monedas,,0
535,Ayudante de palanca de bombas,,0
536,Brann Barbabronce,Expedición Algariana,0
551,Lanamusgo saciado,,0
552,Cacharro reformado,,0
556,Terracundo imbuido,,0
567,Revolucionario valiente,,1
568,Sofocadisturbios de Fundisombras,,1
