ID,OverrideNameString_lang,SlotMask,ItemNameDescriptionID
237,Hombreras bordadas de armonía Arcana,8,13691
238,Manto del tiempo inscrito,32,13692
239,Atadura del dechado demente,64,13694
240,Devoción de Uther,4,13695
242,Escamas de inquisidor implacable,128,13709
243,Musleras de represalia,128,13713
244,Guanteletes del Señor del Trueno,1024,13716
245,Avambrazos del trastornado,512,13720
246,Guardamuñecas de Señor de la batalla,512,13722
247,Gran yelmo de reverberación sísmica,2,13723
248,Guardarrenes de castigador,64,13742
249,Pulsera grabada de angustia colectiva,512,13775
250,Guardahombros de semigigante,8,13776
251,Pretina de miradaoscura,64,13777
253,Bufas de un señor de la fatalidad caído,8,13779
254,Cordón de la teoría del caos,64,13780
255,Núcleo vil errático,2048,13781
256,Colgante de bombardero vil,4,13782
258,Avambrazos perdidos del Rapiñador,512,13784
259,Látigo de llama vil en espiral,64,13785
260,Grilletes de alma calcinada,512,13786
261,Ajustador del envenenador tóxico,64,13791
262,Leotardos de entrenamiento de la familia Zoldyck,128,13796
263,Aro de caminocaso,2048,13797
264,Pretina encharcada de piel verde,64,13798
265,Pulsera de astucia,512,13799
266,Manto de celeridad,8,13789
267,Avambrazos de silbido de ave,512,13800
268,Irrevocable,32,13801
269,Visión retorcida de Akaari,2,13802
270,Secuela podrida,128,13803
271,Envoltura de las Sombras mortal,64,13804
273,Guardahombros de llama perpetua,8,13810
274,Influjo solemne de angustia colectiva,512,13775
275,Vestiduras del tiempo de oscuridad,128,13778
276,Guardahombros de bombardero vil,8,13782
277,Imperecefuego,0,13810
278,Medallón blasonado de la Llama Oscura,4,13783
280,Ciclo de caos interminable,64,13780
282,Manto de alba y ocaso,8,13697
283,Guardarrenes de transferencia desenfrenada,64,13833
284,Quijotes de lo irrevocable,128,13834
285,Quijotes del apetito insaciable,128,13835
286,Guardarrenes de la abominación,64,13832
287,Guardarrenes de gloria,64,13836
288,Yelmo del pecaminoso,2,13837
289,Cordón de indulgencia pecaminosa,64,13839
290,Ataduras del enjambre colérico,512,13841
291,Dije de afinidad gemela,4,13844
292,Leotardos de espíritus celestiales,128,13846
293,Ataduras del enjambre de langostas,512,13841
294,Guardarrenes de claridad tonante,64,13851
295,Guardarrenes de resonancia divina,64,13853
296,Espaldares del mazo vinculado al deber,8,13854
297,Bufas de matanza llameante,8,13857
298,Brazales de ascuas radiantes,512,13853
299,Leotardos de las estaciones de abundancia,128,13861
300,Cinto del pacto de Bwonsamdi,64,13862
301,Brazales del pacto de Bwonsamdi,512,13863
302,Espaldares del generoso,8,13866
303,Amuleto de elementos astillados,4,13867
304,Cubremuñecas de conductividad elemental,512,13869
305,Cinturón de fragmentos de aniquilación,64,13871
306,Manijas de bolsa de alma putrefacta,1024,13872
307,Guardahombros de energía explosiva constante,8,13873
308,Pretina de acecho de almas,64,13874
309,Caperuza de anillas de munición,2,13875
310,Musleras de alambre cortante,128,13877
312,Guardamuñecas de la abominación,512,13832
313,Guardarrenes de transferencia desenfrenada,64,13833
314,Ceñidor de armonía de sílfide,64,13881
315,Boots of Test 1 Override,256,13882
316,Ring 1 Test 2 Override,0,13883
317,dfg,16777216,13588
318,Test,131072,13588
319,Escarpes de poderío elisio,256,13889
320,Grebas de poderío elisio,128,13889
321,Guardarrenes de resonancia divina,64,13890
322,Peto de resonancia divina,32,13890
323,Dije de congelación total,4,13682
324,Guantes de embrujamiento,1024,13681
325,Musleras de señor de la fatalidad,128,13809
326,Guardarrenes de la runa carmesí,64,13669
327,Colgante apresador de Nesingwary,4,13744
328,Sortija de ascuas de las Forjas de Almas,2048,13745
329,Grebas de acecharrylaks,128,13750
330,Gargantilla de alba y ocaso,4,13697
331,Sortija dentada sangrienta,2048,13792
332,Sudario manchado de sangre,65536,13795
333,Sello de temblor profundo,2048,13725
334,Cubremuñecas de elementos profundos,512,13726
335,Manto de sinergia demoníaca,8,13761
336,Escarpes de reverberación sísmica,256,13723
337,Sortija del trastornado,2048,13720
338,Capa de lo irrevocable,65536,13834
339,Colgante del pecaminoso,4,13837
340,Anillo del mazo vinculado al deber,2048,13854
341,Sudario de matanza llameante,65536,13857
342,Mandiletes del pacto de Bwonsamdi,1024,13862
343,Gargantilla del generoso,0,13866
344,Talismán de explosión perpetua,4,13873
