Name_lang,Description_lang,ID,GarrTalentTreeID,Tier,UiOrder,IconFileDataID,PlayerConditionID,GarrAbilityID,Flags,TalentType,PrerequisiteTalentID,ResearchCostSource,ActiveDurationSecs,GarrTalentSocketPropertiesID
Fuerza del bosque,"Los druidas de la Zarpa recién reclutados se convierten en vigilantes de la arboleda, que ganan:

|TInterface\ICONS\ABILITY_DRUID_FLOURISH.BLP:20:20:0:0|t |CffffffffCrecimiento salvaje|R
$@garrabdesc558",352,107,3,1,132113,41959,0,0,0,0,0,0,0
Raíces,"Permite usar la facultad Raíces, que aumenta un ${$a714}% la probabilidad de éxito de la primera misión de cada día siempre y cuando sea con |C00b3ffffesbirros|R.",353,107,0,1,134412,41962,591,0,0,0,0,0,0
Siempreverde,"Otorga acceso a dos parcelas de terreno rico, lo que te permite cultivar y cosechar plantas que proporcionan objetos útiles cada 3 días para usarlos en las Islas Abruptas.",354,107,1,0,612099,41955,0,0,0,0,0,0,0
Elección de Elune,Te permite realizar un pedido de 1 de tus 3 sellos de destino alterado semanales a cambio de recursos de la sede.,355,107,4,0,611423,41960,0,0,0,0,0,0,0
Anciano de la guerra,"Te permite reclutar a un anciano de la guerra.

Los ancianos de la guerra pueden contrarrestar a un |C00b3ffffjefe|R y tienen una especialización de druida aleatoria, además de:

|TInterface\ICONS\INV_PET_ANCIENTPROTECTOR.BLP:20:20:0:0|t |CffffffffFuerza de los Ancestros|R
$@garrabdesc435",356,107,4,1,874857,41960,0,0,0,0,0,0,0
Leyenda natural,Aumenta en ${$a898} el número de objetos legendarios que puedes equipar.,357,107,5,0,1045105,41961,0,0,0,0,0,0,0
Trato oscuro,Aumenta la probabilidad de que las recompensas de misión contengan una mejora de bonificación rara o épica en misiones no repetibles.,358,110,0,0,538039,41962,0,0,0,0,0,0,0
Invocar guardia apocalíptico,"Permite usar la facultad Invocar guardia apocalíptico, que aumenta un ${$a616}% la probabilidad de éxito de la primera misión de cada día.",359,110,0,1,615103,41962,500,0,0,0,0,0,0
Ritual de invocación,"Permite usar la facultad Ritual de invocación en todas las misiones, lo que reduce un ${100-$a615*100}% la duración de las mismas.",360,110,1,1,136194,41955,499,0,0,0,0,0,0
Campo de Entrenamiento,"Aumenta en ${$a614} el número máximo de diablillos, diablillos salvajes, acólitos y convocadores que puedes reclutar.",361,110,2,0,538442,41958,498,0,0,0,0,0,0
Maestría oscura,"Los acólitos de la Cosecha Oscura recién reclutados se convierten en invocadores de la Cosecha Oscura, que obtienen:

|TInterface\ICONS\ABILITY_WARLOCK_INFERNOGREEN.BLP:20:20:0:0|t |CffffffffLluvia de fuego vil|R
$@garrabdesc485",362,110,3,1,236295,41959,0,0,0,0,0,0,0
Cosecha macabra,Completar misiones del mundo con un aliado de combate proporciona recursos de la sede.,363,110,4,1,537517,41960,746,0,0,0,0,0,0
Pacto de las Sombras,Te permite realizar pedidos de armamento o equipo de campeón a cambio de recursos de la sede.,364,110,2,1,1032479,41958,0,0,0,0,0,0,0
Grimorio de servidumbre,"Los grupos de diablillos recién reclutados se convierten en enjambres de diablillos salvajes, que tienen:

|TInterface\ICONS\SPELL_SHADOW_ANTISHADOW.BLP:20:20:0:0|t |CffffffffPacto demoníaco|R
$@garrabdesc497",365,110,3,0,460694,41959,0,0,0,0,0,0,0
Ofrenda demoníaca,"Te otorga acceso al ritual de fatalidad, lo que os permite a ti y a cuatro compañeros más invocar poderosos demonios en busca de magia potenciadora y tesoros demoníacos.",366,110,1,0,460696,41955,0,0,0,0,0,0,0
Semilla de corrupción,Aumenta un ${$a1516}% la probabilidad de éxito de misiones con |C00b3ffffesbirros|R. ,367,110,4,0,136193,41960,1137,0,0,0,0,0,0
Leyendas de los viles,Aumenta en ${$a898} el número de objetos legendarios que puedes equipar.,368,110,5,0,615096,41961,0,0,0,0,0,0,0
Mejoras bastas,Aumenta la probabilidad de que las recompensas de misión contengan una mejora de bonificación rara o épica en misiones no repetibles.,369,113,0,0,132168,41962,0,0,0,0,0,0,0
Largo alcance,"Permite usar la facultad Largo alcance, que aumenta un ${$a707}% la probabilidad de éxito de la primera misión de cada día.",370,113,0,1,1392555,41962,584,0,0,0,0,0,0
Separación,"Permite usar la facultad Separación en todas las misiones, lo que aumenta un ${$a787}% la probabilidad de éxito de las misiones con |C00b3ffffpeligros|R.",371,113,1,1,132294,41955,661,0,0,0,0,0,0
Tiendas robustas,"Aumenta en ${$a708} el número máximo de arqueros, tiradores, rastreadores y abrecaminos que puedes reclutar.",372,113,2,0,236200,41958,585,0,0,0,0,0,0
Buen ojo,"Los escuadrones de arqueros recién reclutados se convierten en tiradores ocultos, lo que aumenta un ${$a634-$a633}% su probabilidad de éxito en las misiones.",373,113,3,0,132177,41959,0,0,0,0,0,0,0
Llamada salvaje,"Las bandas de rastreadores recién reclutadas se convierten en abrecaminos, que obtienen:

|TInterface\ICONS\SPELL_FIRE_FLARE.BLP:20:20:0:0|t |CffffffffBengala|R
$@garrabdesc520",374,113,3,1,133208,41959,0,0,0,0,0,0,0
Águila aliada,"Permite acceder a la red vuelo de águila, que consta de diversas rutas de vuelo por las Islas Abruptas.",375,113,1,0,1392564,41955,0,0,0,0,0,0,0
Rebuscar,Completar misiones del mundo con un aliado de combate proporciona recursos de la sede.,376,113,4,1,135904,41960,786,0,0,0,0,0,0
Senda Oculta,Te permite realizar un pedido de 1 de tus 3 sellos de destino alterado semanales a cambio de recursos de la sede.,377,113,4,0,461118,41960,0,0,0,0,0,0,0
Fabricación de flechas,Te permite realizar pedidos de armamento o equipo de campeón a cambio de recursos de la sede.,378,113,2,1,236204,41958,0,0,0,0,0,0,0
Leyendas de lo salvaje,Aumenta en ${$a898} el número de objetos legendarios que puedes equipar.,379,113,5,0,538771,41961,0,0,0,0,0,0,0
Procedencia Arcana,Aumenta la probabilidad de que las recompensas de misión contengan una mejora de bonificación rara o épica en misiones no repetibles.,380,116,0,0,252267,41962,0,0,0,0,0,0,0
Nova de Escarcha,"Permite usar la facultad Nova de Escarcha, que aumenta un ${$a710}% la probabilidad de éxito de la primera misión de cada día siempre y cuando sea con |C00b3ffffesbirros|R.",381,116,0,1,135848,41962,587,0,0,0,0,0,0
Traslación,"Permite usar la facultad Traslación en todas las misiones, lo que reduce un ${100-$a712*100}% la duración de las mismas.",382,116,1,1,135736,41955,589,0,0,0,0,0,0
Biblioteca Arcana,"Aumenta en ${$a711} el número máximo de elementales de agua, gólems Arcanos, novicios de la Guardia de Tirisfal y convocadores del Kirin Tor que puedes reclutar.",383,116,2,0,354435,41958,588,0,0,0,0,0,0
Energía elemental,"Los elementales de agua recién reclutados se convierten en gólems Arcanos, lo que aumenta un ${$a677-$a676}% su probabilidad de éxito en las misiones.",384,116,3,0,651082,41959,0,0,0,0,0,0,0
Conocimiento superior,"Los novicios de la Guardia de Tirisfal recién reclutados se convierten en convocadores del Kirin Tor, que obtienen:

|TInterface\ICONS\SPELL_NATURE_ENCHANTARMOR.BLP:20:20:0:0|t |CffffffffPresencia mental|R
$@garrabdesc552",385,116,3,1,236225,41959,0,0,0,0,0,0,0
Nexo de teletransporte,"Otorga acceso al nexo de teletransporte, una red de portales distribuidos por las Islas Abruptas que te permite desplazarte rápidamente por el mundo.",386,116,1,0,237509,41955,0,0,0,0,0,0,0
Adivinación Arcana,Te permite realizar un pedido de 1 de tus 3 sellos de destino alterado semanales a cambio de recursos de la sede.,387,116,4,1,609814,41960,0,0,0,0,0,0,0
Intuición Arcana,Las misiones te otorgan recursos adicionales mientras tengas un aliado de combate activo.,388,116,4,0,610679,41960,1134,0,0,0,0,0,0
Armamento Arcano,Te permite realizar pedidos de armamento o equipo de campeón a cambio de recursos de la sede.,389,116,2,1,135752,41958,0,0,0,0,0,0,0
Leyendas de la Guardia de Tirisfal,Aumenta en ${$a898} el número de objetos legendarios que puedes equipar.,390,116,5,0,895887,41961,0,0,0,0,0,0,0
Favor de la Luz,Aumenta la probabilidad de que las recompensas de misión contengan una mejora de bonificación rara o épica en misiones no repetibles.,391,119,0,0,589117,41962,0,0,0,0,0,0,0
Bendición de reyes,"Permite usar la facultad Bendición de reyes, que aumenta un ${$a718}% la probabilidad de éxito de la primera misión de cada día.",392,119,0,1,135993,41962,595,0,0,0,0,0,0
Bendición recta,"Permite usar la facultad Bendición recta en todas las misiones, lo que aumenta un ${$a716}% la probabilidad de éxito de las misiones con |C00b3ffffesbirros|R.",393,119,1,1,1030099,41955,593,0,0,0,0,0,0
Llamada Argenta,"Aumenta en ${$a717} el número máximo de escuderos, portaescudos, caballeros y templarios que puedes reclutar.",394,119,2,0,236690,41958,594,0,0,0,0,0,0
Como uno solo,"Los escuadrones de escuderos recién reclutados se convierten en falanges de portaescudos, lo que aumenta un ${$a638-$a637}% su probabilidad de éxito en las misiones.",395,119,3,0,1278391,41959,0,0,0,0,0,0,0
Templario de la Mano de Plata,"Los caballeros de la Mano de Plata recién reclutados se convierten en templarios de la Mano de Plata, que obtienen:

|TInterface\ICONS\SPELL_HOLY_HEROISM.BLP:20:20:0:0|t |CffffffffGuardianes de los reyes|R
$@garrabdesc562",396,119,3,1,237547,41959,0,0,0,0,0,0,0
Corcel Argenta,"Otorga acceso al amarradero del destrero Argenta una vez al día, lo que te permite invocar a un destrero y, de ese modo, combatir a lomos de tu montura durante un breve periodo.",397,119,1,0,1360759,41955,0,0,0,0,0,0,0
Propósito Sagrado,Te permite realizar un pedido de 1 de tus 3 sellos de destino alterado semanales a cambio de recursos de la sede.,398,119,4,1,135909,41960,0,0,0,0,0,0,0
Gran cruzada,Las misiones te otorgan recursos adicionales mientras tengas un aliado de combate activo.,399,119,4,0,1360760,41960,1132,0,0,0,0,0,0
Arados como espadas,Te permite realizar pedidos de armamento o equipo de campeón a cambio de recursos de la sede.,400,119,2,1,1030096,41958,0,0,0,0,0,0,0
Leyendas del honrado,Aumenta en ${$a898} el número de objetos legendarios que puedes equipar.,401,119,5,0,135965,41961,0,0,0,0,0,0,0
Favor de Odyn,Aumenta la probabilidad de que las recompensas de misión contengan una mejora de bonificación rara o épica en misiones no repetibles.,402,122,0,0,132275,41962,0,0,0,0,0,0,0
Berrido de convocación,"Permite usar la facultad Berrido de convocación, que aumenta la probabilidad de éxito de la primera misión de cada día un ${$a719}% por cada punto de vitalidad de tus tropas.",403,122,0,1,236317,41962,596,0,0,0,0,0,0
Marcha forzada,"Permite usar la facultad Marcha forzada en todas las misiones, lo que reduce un ${100-$a720*100}% la duración de las mismas.",404,122,1,1,132277,41955,597,0,0,0,0,0,0
Valor abundante,"Aumenta en ${$a721} el número máximo de aspirantes Valarjar, Valarjar Tronaforjado, bandas de doncellas escuderas y doncellas escuderas Valkyras que puedes reclutar.",405,122,2,0,132351,41958,598,0,0,0,0,0,0
Prueba de fuego,"Los aspirantes Valarjar recién reclutados se convierten en Valarjar Tronaforjado, lo que aumenta un ${$a725-$a722}% su probabilidad de éxito en las misiones.",406,122,3,0,132346,41959,0,0,0,0,0,0,0
Ascensión,"Las bandas de doncellas escuderas recién reclutadas se convierten en doncellas escuderas Valkyras, que obtienen:

|TInterface\ICONS\Ability_Paladin_TowerofLight.blp:20:20:0:0|t |CffffffffVuelo de las Valkyras|R
$@garrabdesc601",407,122,3,1,132339,41959,0,0,0,0,0,0,0
Por el honor y la gloria,Te otorga la facultad de ver el cofre de riquezas del Bastión Celestial dentro del peligroso Círculo de la Gloria. Compite con tus compañeros guerreros por la oportunidad de saquear sus riquezas una vez a la semana.,408,122,1,0,132334,41955,0,0,0,0,0,0,0
Botín de guerra,Completar misiones del mundo con un aliado de combate proporciona recursos de la sede.,409,122,4,1,236307,41960,747,0,0,0,0,0,0
Filotormenta,Aumenta un ${$a1514}% la probabilidad de éxito de misiones con |C00b3ffffesbirros|R. ,410,122,4,0,236303,41960,1136,0,0,0,0,0,0
Forja celestial,Te permite realizar pedidos de armamento o equipo de campeón a cambio de recursos de la sede.,411,122,2,1,1357798,41958,0,0,0,0,0,0,0
Leyendas de Ragnarok,Aumenta en ${$a898} el número de objetos legendarios que puedes equipar.,412,122,5,0,460957,41961,0,0,0,0,0,0,0
Buena preparación,Aumenta la probabilidad de que las recompensas de misión contengan una mejora de bonificación rara o épica en misiones no repetibles.,413,125,0,0,607854,41962,0,0,0,0,0,0,0
La caza,"Permite usar la facultad La caza, que aumenta un ${$a738}% la probabilidad de éxito de la primera misión de cada día.",414,125,0,1,1344654,41962,614,0,0,0,0,0,0
Retirada vengativa,"Permite usar la facultad Retirada vengativa en todas las misiones, lo que aumenta un ${$a740}% la probabilidad de éxito de las misiones con |C00b3ffffesbirros|R.",415,125,1,1,1348401,41955,616,0,0,0,0,0,0
Campo de Entrenamiento,"Aumenta en ${$a739} el número máximo de guerreros Lengua de Ceniza, mirmidones nagas, adeptos Illidari y adeptos Illidari transformados que puedes reclutar.",416,125,2,0,1380677,41958,615,0,0,0,0,0,0
Mirmidones nagas,"Los guerreros Lengua de Ceniza recién reclutados se convierten en mirmidones nagas, lo que aumenta un ${$a728-$a726}% su probabilidad de éxito en las misiones.",417,125,3,0,1391617,41959,0,0,0,0,0,0,0
Poder demoníaco,"Los adeptos Illidari recién reclutados se convierten en adeptos Illidari transformados, que obtienen:

|TInterface\ICONS\ABILITY_WARLOCK_SHADOWFURYTGA.BLP:20:20:0:0|t |CffffffffForma de demonio|R
$@garrabdesc606",418,125,3,1,1247262,41959,0,0,0,0,0,0,0
El Vacío Abisal,"Te otorga acceso al portal a El Vacío Abisal, lo que invoca a un poderoso demonio al que tus aliados y tú podéis derrotar para conseguir bonificaciones y posibles tesoros.",419,125,1,0,134544,41955,0,0,0,0,0,0,0
Campaña enfocada,Te permite realizar un pedido de 1 de tus 3 sellos de destino alterado semanales a cambio de recursos de la sede.,420,125,4,1,1392947,41960,0,0,0,0,0,0,0
Cólera del Martillo Vil,Aumenta la probabilidad de éxito de las misiones con |C00b3ffffesbirros|R un ${$a716}%.,421,125,4,0,1247266,41960,1246,0,0,0,0,0,0
Armamento vil,Te permite realizar pedidos de armamento o equipo de campeón a cambio de recursos de la sede.,422,125,2,1,1380365,41958,0,0,0,0,0,0,0
Destino demoníaco,Aumenta en ${$a898} el número de objetos legendarios que puedes equipar.,423,125,5,0,1247265,41961,0,0,0,0,0,0,0
Favor de la Muerte,Aumenta la probabilidad de que las recompensas de misión contengan una mejora de bonificación rara o épica en misiones no repetibles.,424,128,0,0,1390941,41962,0,0,0,0,0,0,0
Enjambre,"Permite usar la facultad Enjambre, que aumenta un ${$a755}% la probabilidad de éxito de la primera misión de cada día si un grupo de necrófagos o un enjambre de geists participa en dicha misión.",425,128,0,1,237511,41962,631,0,0,0,0,0,0
Avance de la Muerte,"Permite usar la facultad Avance de la Muerte en todas las misiones, lo que aumenta un ${$a754}% la probabilidad de éxito de las misiones con |C00b3ffffpeligros|R.",426,128,1,1,237561,41955,630,0,0,0,0,0,0
Llamada de la tumba,"Aumenta en ${$a753} el número máximo de necrófagos, geists, caballeros y devastadores que puedes reclutar.",427,128,2,0,1065381,41958,629,0,0,0,0,0,0
Arrabal de los Ensamblajes,"Los grupos de necrófagos recién reclutados se convierten en enjambres de geists, lo que aumenta un ${$a742-$a741}% su probabilidad de éxito en las misiones.",428,128,3,0,1100170,41959,0,0,0,0,0,0,0
Vida a espada,"Los caballeros de Ébano recién reclutados se convierten en devastadores de Ébano.

Los devastadores de Ébano consiguen una especialización aleatoria y pueden contrarrestar a un |C00b3ffffjefe|R.",429,128,3,1,1392551,41959,0,0,0,0,0,0,0
Jinetes oscuros,"Otorga acceso al amarradero del destrero de la muerte una vez al día, lo que te permite invocar a un destrero de la muerte y, de ese modo, combatir a lomos de tu montura durante un breve período.",430,128,1,0,524049,41955,0,0,0,0,0,0,0
Reanimación,"Las misiones completadas con éxito tienen una probabilidad de aportar un montón de pedazos y huesos que se pueden combinar para crear abominaciones.

Las abominaciones aumentan un ${$a650}% la probabilidad de éxito de las misiones con |C00b3ffffpeligros|R, |C00b3ffffhechizos|R o |C00b3ffffesbirros|R, aleatoriamente, además de:

|TInterface\ICONS\SPELL_DEATHKNIGHT_EXPLODE_GHOUL.BLP:20:20:0:0|t |CffffffffAberración inmunda|R
$@garrabdesc778",431,128,4,1,136187,41960,782,0,0,0,0,0,0
Reclamación profana,Las misiones te otorgan recursos adicionales mientras tengas un aliado de combate activo.,432,128,4,0,135775,41960,1133,0,0,0,0,0,0
Hermanos de armas,Te permite realizar pedidos de armamento o equipo de campeón a cambio de recursos de la sede.,433,128,2,1,237512,41958,0,0,0,0,0,0,0
Leyendas de la tumba,Aumenta en ${$a898} el número de objetos legendarios que puedes equipar.,434,128,5,0,879926,41961,0,0,0,0,0,0,0
Racha de buena suerte,Aumenta la probabilidad de que las recompensas de misión contengan una mejora de bonificación rara o épica en misiones no repetibles.,435,131,0,0,418250,41962,0,0,0,0,0,0,0
Ataque sigiloso,"Permite usar la facultad Ataque sigiloso, que aumenta un ${$a769}% la probabilidad de éxito de la primera misión de cada día.",436,131,0,1,1373907,41962,643,0,0,0,0,0,0
Asesinato,"Permite usar la facultad Asesinato en todas las misiones, lo que aumenta un ${$a770}% la probabilidad de éxito de las misiones con |C00b3ffffesbirros|R.",437,131,1,1,236173,41955,644,0,0,0,0,0,0
Combates profesionales,"Aumenta en ${$a771} el número máximo de bandidos, ladrones, piratas y duelistas que puedes reclutar.",438,131,2,0,1379239,41958,645,0,0,0,0,0,0
Legado desafiante,"Los bandidos recién reclutados se convierten en ladrones Defias, que tienen:

|TInterface\ICONS\INV_MISC_BAG_11.BLP:20:20:0:0|t |CffffffffRobar|R
$@garrabdesc634",439,131,3,0,1373912,41959,0,0,0,0,0,0,0
Velas carmesí,"Los piratas recién reclutados se convierten en duelistas Descoronados, que obtienen:

|TInterface\ICONS\ABILITY_PARRY.BLP:20:20:0:0|t |CffffffffEn guardia|R
$@garrabdesc635",440,131,3,1,1269440,41959,0,0,0,0,0,0,0
La Cámara,"Otorga una probabilidad a los campeones de volver con un vale de cámara al tener éxito en una misión.

Los vales de cámara te dan permiso para despojar una recompensa aleatoria una vez a la semana de la Cámara Descoronada, que contiene riquezas inimaginables.",441,131,1,0,1269443,41955,789,0,0,0,0,0,0
Por debajo de la mesa,Completar misiones del mundo con un aliado de combate proporciona recursos de la sede.,442,131,4,1,132092,41960,783,0,0,0,0,0,0
Saqueo,Te permite realizar un pedido de 1 de tus 3 sellos de destino alterado semanales a cambio de recursos de la sede.,443,131,4,0,1398087,41960,0,0,0,0,0,0,0
Contrabandista de armas,Te permite realizar pedidos de armamento o equipo de campeón a cambio de recursos de la sede.,444,131,2,1,840720,41958,0,0,0,0,0,0,0
Armados hasta los dientes,Aumenta en ${$a898} el número de objetos legendarios que puedes equipar.,445,131,5,0,1398088,41961,0,0,0,0,0,0,0
Destino divino,Aumenta la probabilidad de que las recompensas de misión contengan una mejora de bonificación rara o épica en misiones no repetibles.,446,134,0,0,135976,41962,0,0,0,0,0,0,0
Plegarias diarias,"Permite usar la facultad Plegarias diarias, que aumenta un ${$a785}% la probabilidad de éxito de la primera misión de cada día.",447,134,0,1,237539,41962,659,0,0,0,0,0,0
Diezmo,Completar misiones del mundo con un aliado de combate proporciona recursos de la sede.,448,134,4,1,1022951,41960,784,0,0,0,0,0,0
Vida colectiva,"Aumenta en ${$a784} el número máximo de acólitos, dechados, zelotes y zelotes oscuros que puedes reclutar.",449,134,2,0,135946,41958,658,0,0,0,0,0,0
Inquisición,"Los acólitos recién reclutados se convierten en dechados, lo que aumenta un ${$a774-$a773}% su probabilidad de éxito en las misiones.",450,134,3,0,633042,41959,0,0,0,0,0,0,0
Herejía de las Sombras,"Los zelotes recién reclutados se convierten en zelotes oscuros, que obtienen:

|TInterface\ICONS\ABILITY_WARLOCK_SOULSWAP.BLP:20:20:0:0|t |CffffffffSegadores de almas|R
$@garrabdesc650",451,134,3,1,1022944,41959,0,0,0,0,0,0,0
Altares de bendición,"Te otorga permiso para acceder al Pozo de la Luz o al Pozo de las Sombras una vez al día.

Rezar en cualquiera de estos altares otorga valiosas bonificaciones que te ayudarán en tus misiones en las Islas Abruptas.",452,134,1,0,135923,41955,0,0,0,0,0,0,0
Supresión de dolor,"Permite usar la facultad Supresión de dolor en todas las misiones, lo que otorga una probabilidad de que una tropa aleatoria no pierda ${$a786} p. de vitalidad.",453,134,1,1,135936,41955,660,0,0,0,0,0,0
Sellos benditos,Te permite realizar un pedido de 1 de tus 3 sellos de destino alterado semanales a cambio de recursos de la sede.,454,134,4,0,135914,41960,0,0,0,0,0,0,0
Armamento de Luz,Te permite realizar pedidos de armamento o equipo de campeón a cambio de recursos de la sede.,455,134,2,1,632352,41958,0,0,0,0,0,0,0
Con la fe como bandera,Aumenta en ${$a898} el número de objetos legendarios que puedes equipar.,456,134,5,0,1022949,41961,0,0,0,0,0,0,0
Cruzados de la Mano de Plata,"Ahora puedes reclutar cruzados de la Mano de Plata, un tipo poderoso de tropa.

Los cruzados de la Mano de Plata poseen una facultad aleatoria y pueden contrarrestar a |C00b3ffffesbirros|R, |C00b3ffffhechizos|R o |C00b3ffffpeligros|R. Además, también tienen lo siguiente:

|TInterface\ICONS\ACHIEVEMENT_REPUTATION_ARGENTCRUSADER.BLP:20:20:0:0|t |CffffffffAtaque atronador|R
$@garrabdesc889",480,119,6,0,1134001,48550,0,0,0,0,0,0,0
Lista de campeones,$@garrabdesc892,481,119,6,1,571558,48550,0,0,0,0,0,0,0
