Description_lang,StandingModified_lang,StandingChangedText_lang,ID,FactionID,TextureFileID,Flags
Lady Bayalunar te considera un %s.,,,368,2447,604882,0
Mikanikos te considera un %s.,,,370,2448,604882,0
La condesa te considera un %s.,,,371,2449,604882,0
Alexandros Mograine te considera un %s.,,,372,2450,604882,0
La capitana de caza Korayn te considera un %s.,,,373,2451,604882,0
El polemarca Adrestes te considera un %s.,,,375,2452,604882,0
Rendle y Caragarrote te consideran un %s.,,,376,2453,604882,0
Choofa te considera un %s.,,,377,2454,604882,0
El guardacriptas Kassir te considera un %s.,,,379,2455,604882,0
La droman Aliothe te considera un %s.,,,381,2456,604882,0
El gran maestro Vole te considera un %s.,,,382,2457,604882,0
Kleia y Pelagos te consideran un %s.,,,383,2458,604882,0
Sika te considera un %s.,,,384,2459,604882,0
Cabeza Pétrea te considera un %s.,,,385,2460,604882,0
El inventor de pestes Marileth te considera un %s.,,,387,2461,604882,0
Tienes una reputación de %s con los Maestros de costura.,,,389,2462,604882,8
Tienes una reputación de %s con Marasmius.,,,390,2463,604882,8
Ahora tu banda guerrera tiene la reputación %s con la Corte de la Noche.,,,391,2464,604882,8
Rango %s,Conocimiento fractal aumentado %d p.,,392,2469,3762255,24
Investigación de %s,,,393,2472,4191562,16
Wrathion considera a tu banda guerrera: %s.,,"Ahora, tu banda guerrera se considera respecto a Wrathion: %s.",396,2517,604882,0
Sabellian considera a tu banda guerrera: %s.,,"Ahora, tu banda guerrera se considera respecto a Sabellian: %s.",397,2518,604882,0
%s con el Consorcio de Artesanía en las Islas Dragón.,,,398,2544,604882,0
El nivel de poder Arcano de la Galería Cobalto es: %s,Los poderes Arcanos de la Galería Cobalto aumentan.,El nivel de poder Arcano de la Galería Cobalto ahora es: %s,400,2550,4191562,0
Briggul te considera un instructor de caracoles %s.,,,408,2568,604882,0
Soridormi considera a tu banda guerrera: %s.,,"Ahora, Soridormi te considera: %s.",411,2553,604882,0
Brann Barbabronce ha alcanzado: %s.,Brann Barbabronce ha obtenido %d p. de experiencia.,Brann Barbabronce ha alcanzado: %s.,412,2640,604882,1
"La viuda Arak'nai, antigua Tejedora Real, vigila su antiguo hogar con ojo crítico. Gracias a su red de tejerratas y espías, no hay secreto que se le escape.",,"Ahora, tu prestigio con la Tejedora es: %s.",416,2601,5862764,0
Anub'azal era uno de los líderes militares con mayor renombre de Azj-Kahet hasta que la reina Ansurek lo depuso para sustituirlo por uno de sus queridos Ascendidos. Esta afrenta no quedará impune.,,"Ahora, tu prestigio con el general es: %s.",417,2605,5862762,0
"El ejecutor Nizrek goza de una de las posiciones más privilegiadas, pero también más peligrosas como consejero de la reina Ansurek. Por suerte, la nueva monarca aún no ha descubierto que dedica el resto de su tiempo a conspirar para acabar con su reinado.",,"Ahora, tu prestigio con el visir es: %s.",418,2607,5862763,4
Has conseguido el rango de archivista de clase %s.,,Has conseguido el rango de archivista de clase: %s.,419,2615,1391545,0
Meerah te considera su %s.,,,487,2663,604882,0
Lillistrasza te considera su %s.,,,488,2665,604882,0
Flynn te considera su %s.,,,489,2664,604882,0
Cafeto Indiscreto está en la mejora %s.,,,490,2666,1005027,0
