ID,Name_lang,Cost_lang,OutOfError_lang,ToolTip_lang,MinPower,MaxPower,StartPower,CenterPower,RegenerationPeace,RegenerationCombat,BarType,Flags,StartInset,EndInset,FileDataID[0],FileDataID[1],FileDataID[2],FileDataID[3],FileDataID[4],FileDataID[5],Color[0],Color[1],Color[2],Color[3],Color[4],Color[5]
84,Galería de tiro,,,¡Dispara deprisa para ganar más puntos!,0,60,60,0,-1,-1,0,6,0.2125,0.2125,533452,533449,533450,533453,533451,0,-1,-1,-1,-1,-1,-16777216
86,Desafío de tonque de vapor,,,¡Prepárate a disparar!,0,60,60,0,-1,-1,0,6,0.2125,0.2125,533452,533449,533450,533453,533451,0,-1,-1,-1,-1,-1,-16777216
87,Vitalidad,,,Revive a los miembros de la tripulación heridos antes de que su vitalidad llegue a cero.,0,120,50,0,-1,-1,0,6,0.1328,0.1367,457295,457301,457302,0,457303,0,-1,-1,-16711918,-1,-1,0
88,Desafío de lanzamiento de anillo,,,Lanzamiento de anillos,0,10,10,0,0,0,3,6,0,0,457617,449432,449453,0,0,0,-1,-1,-3126561,-1,-1,0
89,Caída de paracaídas,,,Paracaídas restantes,0,4,4,0,0,0,3,6,0,0,457617,449432,449453,0,0,0,-1,-1,-3126561,-1,-1,0
90,Arenas del tiempo,Arenas del tiempo,¡No le queda arena al reloj!,El número de veces que el reloj de arena puede hacer retroceder el tiempo.,0,5,5,0,0,0,0,4,0,0,0,533349,533350,0,0,0,-1,-1,-1,-1,-1,-16777216
91,Potenciar el bastón,,,Mata a los espíritus antiguos para potenciar el bastón de Pei-Zhi e interrumpir el ritual.,0,100,0,0,0,0,0,6,0.1328,0.1367,449450,457301,457302,0,457303,0,-1,-1,-8053343,-1,-1,-16777216
92,Equilibrio,Equilibrio,,Muestra el equilibrio de los jugadores que se encuentran a izquierda y derecha del Espinazo de Alamuerte. Alamuerte realizará una maniobra de cuerpo a tierra si se percata de que todos los jugadores se encuentran en el mismo lado.,0,100,50,100,0,0,0,10,0.15,0.15,525293,525291,525292,0,0,0,-1,-1,-1,-1,-1,-16777216
93,Meditar,,,Encuentra tu centro.,0,100,50,0,0,0,0,6,0.1328,0.1367,457321,457301,457302,457320,457303,0,-1,-1,-16742657,-1,-1,0
94,Puente entre el cielo y la tierra,,,¡Contén a los atacantes mientras Pei-Zhi lleva a cabo el ritual!,0,100,0,0,0,0,0,6,0.1328,0.1367,449450,449447,449448,449451,449449,0,-1,-1,-11608077,-1,-70400,0
95,Zumo demoníaco (Viejo),Zumo demoníaco (Viejo),¡Necesitas más furia para hacer eso!,Las facultades la consumen durante la metamorfosis.,0,1000,200,0,0,0,0,2,0.2,0.2,462333,462330,462331,462334,462332,0,-1,-1,-1,-1,-1,-16777216
97,Claridad mental,Claridad,Tus energías mentales no se han recargado,,0,3,0,0,0,0,2,0,0.27,0.28,0,525288,525289,0,525290,0,-1,-1,-1,-1,-1,0
103,Barra de barro,,,La cantidad de barro que tienes.,0,100,10,0,0,0,1,147,0.1,0.17,457569,0,457567,0,0,0,-1,-16777216,-7690425,-16777216,-16777216,-16777216
104,Entra en el Sueño,Soñar,Tu mente aún no se ha recuperado de tu último sueño.,,0,3,0,0,0,0,2,0,0.27,0.28,0,525288,525289,0,525290,0,-1,-1,-1,-16777216,-1,-16777216
105,Prueba de contador,,,,0,101,0,0,0,0,4,384,0,0,533341,0,0,0,0,533342,-1,-16777216,-16777216,-16777216,-16777216,-1
106,Barra de puño,,,¡Golpea tan fuerte como puedas!,0,100,0,0,0,0,2,2,0,0,457602,0,457570,0,457565,0,-1,-10790053,-65536,-16777216,-20705,-16777216
107,Sangre corrupta,Sangre corrupta,,"La sangre corrupta de Alamuerte inflige más daño de Fuego cuanto más disminuye la salud. A 15, 10 y 5 por ciento de salud, Alamuerte lanzará Hemorragia, lo que duplicará su sangre corrupta.",0,100,0,50,0,0,0,10,0.15,0.15,0,533343,533344,533346,533345,0,-1,-1,-1,-1,-1,-16777216
110,Carga estática,Carga estática,,Increases the effect (stun length and damage) of Lightning Boss' abilities. PH,0,100,0,0,0,0,0,2,0.15,0.15,457319,449467,457317,457320,457318,0,-1,-1,-1,-1,-1,-16777216
113,Odio,Odio,Cero de odio.,Tu odio por el sha aumenta gradualmente con el tiempo o cuando te alcanza alguna de sus facultades.,0,60,0,0,0.2,0.2,0,4,0.13,0.14,457315,449447,449448,449451,449449,0,-1,-1,-65536,-4113,-65536,-16777216
114,Hozen interrumpido,Hozen interrumpido,¡La fiesta hozen está a tope!,Número de fiesteros hozen interrumpidos.|n|n¡Interrumpe la fiesta para despertar la ira de Ook-Ook!,0,40,0,0,0,0,4,390,0,0,633766,0,0,0,0,633767,-1,-16777216,-16777216,-16777216,-16777216,-602368
115,Ámbar inestable,Ámbar inestable,Necesitas más ámbar inestable.,El ámbar inestable potenciará tu próximo Conflagrar o Fuego de alma.,0,30,0,0,0,0,0,259,0.1328,0.1367,458992,457301,457302,0,457303,0,-1,-1,-65536,-1,-1,-16777216
116,Nivel de calor,Calor,,Cuenta la cantidad de sangres corruptas absorbida por esta amalgama hórrida.,0,9,0,0,0,0,4,2,0,0,533347,0,0,0,0,533348,-1,-16777216,-16777216,-16777216,-16777216,-16777216
117,Galería de tiro,,,¡Acierta en el blanco 25 veces para ganar!,0,25,0,0,0,0,4,388,0,0,533341,0,0,0,0,533342,-1,-16777216,-16777216,-16777216,-16777216,-1
129,Desafío de tonque,,,¡Acierta tantas veces como puedas!,0,100,0,0,0,0,4,260,0,0,533341,0,0,0,0,533342,-1,-16777216,-16777216,-16777216,-16777216,-1
133,Golpea al gnoll,,,¡Dales bien!,0,100,0,0,0,0,4,260,0,0,533341,0,0,0,0,533342,-1,-16777216,-16777216,-16777216,-16777216,-1
134,Brebaje relámpago de Clara,,,Evita que los barriles cerveceros ardan para poder fermentar la obra maestra de Clara.,0,100,0,0,0,0,0,6,0.1328,0.1367,653596,653593,653594,653597,653595,0,-1,-1,-5268647,-1,-1,-16777216
137,Ring de supervivencia: llamas,,,No mueras.,0,60,0,0,1,1,0,6,0.1328,0.1367,457325,457301,457302,0,0,0,-1,-16777216,-1,-1,-1,-16777216
139,Temporizador de supervivencia,,,No mueras.,0,60,60,0,-1,-1,0,6,0.1328,0.1367,457325,457301,457302,0,0,0,-1,-1,-1,-1,-1,-16777216
141,Cuenta atrás de desplazamiento espiritual,,,,0,15,15,0,-1,-1,2,6,0,0,457623,449442,449443,0,0,0,-16777216,-16777216,-16777216,-16777216,-16777216,-16777216
148,Control de vagoneta,Control de vagoneta,Pérdida de control,El control de la vagoneta viene determinado por el número de jugadores de la Horda y de la Alianza en las inmediaciones.,0,100,50,0,0,0,0,2,0.13,0.13,449450,449447,449448,0,449449,0,-1,-1,-1,-1,-1,-16777216
149,Meditación de Aysa,,,Protege a Aysa mientras medita.,0,90,0,0,1,1,0,6,0.1328,0.1367,457325,457301,457302,0,0,0,-1,-16777216,-1,-1,-1,-16777216
151,Agarre de tiburón,,,¡Agárrate al tiburón! ¡No permitas que te tire!,0,100,50,0,-1,-1,0,6,0.1328,0.1367,457328,457301,457302,0,457303,0,-1,-1,-2293246,-1,-1,-16777216
158,La sanación de Shen-zin Su,,,Rescata y defiende a los sanadores hasta que la herida de Shen-zin Su se cure.,0,500,0,0,0,0,0,22,0.1328,0.1367,525287,457301,457302,0,0,0,16777215,0,2877779,16777215,16777215,0
165,Odio,,,¡Controla tu odio manteniéndote en charcos de armonía!,0,100,0,0,1,1,0,6,0.1328,0.1367,459004,457301,457302,0,457303,0,-1,-1,-196608,-1,-1,-16777216
171,Barra de saliva,,,La cantidad de saliva que tienes.,0,100,0,0,0,0,1,130,0.1,0.17,457569,0,457567,0,0,0,-1,-16777216,-10044673,-16777216,-16777216,-16777216
175,Auténtico poder definitivo,Auténtico poder definitivo,Eres demasiado débil.,Absorbes el poder de los sha a medida que los masacras.,0,100,10,0,-1,-1,0,6,0.13,0.14,458992,457301,457302,449431,457303,0,-1,-1,-65536,-1,-1,-16777216
176,Viscosidad,Viscosidad,Viscosidad mínima,La barra se llena a medida que la resina se endurece. ¡Salta para evitar que la resina se endurezca!,0,100,50,0,2,2,0,6,0.13,0.14,457315,449447,449448,449451,449449,0,-1,-1,-31232,-4113,-12800,-16777216
177,Brebaje de jungla de Bo,,,Reúne brebaje de los hozen pirata que habitan la isla.,0,100,0,0,0,0,0,6,0.1328,0.1367,457325,457301,457302,0,457303,0,-1,-1,-5268647,-1,-1,-16777216
178,Voluntad,Voluntad,¡Voluntad insuficiente!,"Luchas para mantener el control sobre tu nueva forma. Si la voluntad se acaba, tu conciencia se desvanecerá por completo...",0,100,100,0,0,0,0,10,0.13,0.13,628130,628127,628128,0,628129,0,-1,-1,-1,-1,-1,-16777216
179,Botella de sombra de Vu,,,La cantidad de sombra que tienes.,0,100,0,0,0,0,1,130,0.1,0.17,457569,0,457567,0,0,0,-1,-16777216,-11402617,-16777216,-16777216,-16777216
183,Meditar,,,Encuentra tu centro.,0,100,50,0,0,0,0,6,0.1328,0.1367,627342,457301,457302,627343,457303,0,-1,-1,-16742657,-1,-1,-16777216
195,Ring de supervivencia: espadas,,,No mueras,0,60,0,0,1,1,0,6,0.1328,0.1367,457325,457301,457302,0,0,0,-1,-16777216,-1,-1,-1,-16777216
199,Barra de puño,,,¡Golpea tan fuerte como puedas!,0,100,0,0,0,0,2,2,0,0.15,629942,629939,629940,0,629941,0,-1,-1,-1,-16777216,-20705,-16777216
203,Limpiar la Poza de vida,,,¡Acaba con los sha que rodean la Poza de vida!,0,40,0,0,0,0,0,6,0.1328,0.1367,0,653598,653599,653601,653600,0,-1,-1,-1,-1,-1,-16777216
204,Petrificación de amatista,Petrificación de amatista,Falta energía alternativa,"¡Te estás volviendo de amatista! Si el proceso se completa, no podrás moverte o actuar.|n|nDurante el proceso, tu velocidad de movimiento se reduce gradualmente, pero todo el daño de las Sombras que recibes se reduce un 90%.",0,100,5,0,0,0,0,6,0.13,0.13,629030,629037,629029,0,629038,0,-1,-1,-1,-1,-1,-16777216
205,Petrificación de cobalto,Petrificación de cobalto,Falta energía alternativa,"¡Te estás volviendo de cobalto! Si el proceso se completa, no podrás moverte o actuar.|n|nDurante el proceso, tu velocidad de movimiento se reduce gradualmente, pero todo el daño de Escarcha que recibes se reduce un 90%.",0,100,5,0,0,0,0,6,0.13,0.13,629032,629037,629031,0,629038,0,-1,-1,-1,-1,-1,-16777216
206,Petrificación de jade,Petrificación de jade,Falta energía alternativa,"¡Te estás volviendo de jade! Si el proceso se completa, no podrás moverte o actuar.|n|nDurante el proceso, tu velocidad de movimiento se reduce gradualmente, pero todo el daño de Naturaleza que recibes se reduce un 90%.",0,100,5,0,0,0,0,6,0.13,0.13,629034,629037,629033,0,629038,0,-1,-1,-1,-1,-1,-16777216
207,Petrificación de jaspe,Petrificación de jaspe,Falta energía alternativa,"¡Te estás volviendo de jaspe! Si el proceso se completa, no podrás moverte o actuar.|n|nDurante el proceso, tu velocidad de movimiento se reduce gradualmente, pero todo el daño de Fuego que recibes se reduce un 90%.",0,100,5,0,0,0,0,6,0.13,0.13,629036,629037,629035,0,629038,0,-1,-1,-1,-1,-1,-16777216
213,Defensa Jinyu,,,Progreso de construcción,0,1000,0,0,0,0,0,4,0.1328,0.1367,459016,457301,457302,449451,457303,0,-1,-1,-16730159,-1,-1,-16777216
214,Poder vil,,,Absorbe energía vil matando demonios cercanos.,0,100,0,0,0,0,0,86,0.086,0.086,0,1036120,1036121,1036123,1036122,0,-1,-1,-1,-1,-1,-16777216
216,Defensa gnómica,,,Progreso de construcción,0,1000,0,0,0,0,0,4,0.1328,0.1367,457311,457301,457302,449451,457303,0,-1,-1,-4825088,-5224954,-1,-16777216
220,Defensa enana,,,Progreso de construcción,0,1000,0,0,0,0,0,4,0.1328,0.1367,457327,457301,457302,449451,457303,0,-1,-1,-12566464,-1,-1,-16777216
221,Defensas pandaren,,,Progreso de construcción,0,1000,0,0,0,0,0,4,0.1328,0.1367,610155,457301,457302,449451,457303,0,-1,-1,-4614848,-924892,-1,-16777216
222,Distancia de anomalía,,,,0,100,0,0,0,0,2,2,0,0,669472,669469,669470,0,669471,0,-1,-1,-1,-16777216,-1,-16777216
223,Defensas elfas de la noche,,,Progreso de construcción,0,1000,0,0,0,0,0,4,0.1328,0.1367,525287,457301,457302,449451,457303,0,-1,-1,-9391552,-13215964,-11667684,-16777216
229,Galería de tiro,,,¡Dispara deprisa para ganar más puntos!,0,1200,1200,0,-1,-1,0,6,0.1328,0.1367,462333,462330,462331,462334,462332,0,-1,-1,-1,-1,-1,-16777216
234,Energía del condensador,,,,0,100,0,0,0,0,0,2,0,0,457328,457301,457302,0,457303,0,-1,-1,-1,-16777216,-1,-16777216
237,Nivel del conducto,,,El nivel de energía del conducto.,0,3,1,0,0,0,0,2,0,0,0,840384,840385,0,0,0,-1,-1,-1,-1,-1,-16777216
238,Energía del conducto,Energía del conducto,Energía del conducto,El nivel de energía del conducto que está cargando Lei Shen.,0,100,0,0,0,0,0,6,0.13,0.13,653596,653593,796705,653597,653595,0,-1,-1,-1,-1,-1,-16777216
240,Nivel de conducto,,,El nivel de energía del conducto.,0,3,1,0,0,0,0,2,0,0,0,840390,840391,0,0,0,-1,-1,-1,-1,-1,-16777216
241,Nivel de conducto,,,El nivel de energía del conducto.,0,3,1,0,0,0,0,2,0,0,0,840388,840389,0,0,0,-1,-1,-1,-1,-1,-16777216
242,Nivel de conducto,,,El nivel de energía del conducto.,0,3,1,0,0,0,0,2,0,0,0,840386,840387,0,0,0,-1,-1,-1,-1,-1,-16777216
243,Los Tesoros del Rey del Trueno,,,Oro robado a los mogu hasta ahora.,0,9999,0,0,0,0,4,22,0,0,796706,0,0,0,0,796707,-1,-16777216,-16777216,-16777216,-16777216,-1
244,Nivel de carga,,,Las barras de trillium están cargándose en un molde cercano.,0,200,0,0,0,0,0,6,0.1328,0.1367,0,840432,840433,840435,840434,0,-1,-1,-1,-1,-1,-16777216
245,Progreso de herrería,,,Progreso del herrero celestial con la lanza del relámpago.,0,160,0,0,0,0,0,6,0.1328,0.1367,653596,653593,796705,653597,653595,0,-1,-1,-1,-1,-1,-16777216
247,Artefactos recogidos,,,¡Corre por la Mina de la Gran Flor y recoge todos los artefactos que puedas!,0,150,0,0,0,0,0,6,0.1328,0.1367,457316,457301,457302,449451,457303,0,-1,-1,-14234,-1,-1,-16777216
248,Escudo de Urtharges,,,Urtharges está potenciado con un poderoso escudo. Puedes matar elementales inferiores para reducir el poder de su escudo.,0,100,100,0,0,0,0,6,0.1328,0.1367,459004,457301,457302,0,0,0,-1,-1,-20992,-1,-1,-16777216
253,Furia,,,El orco Grito de Guerra se volverá más peligroso a medida que aumente su furia.,0,3,0,0,0,0,0,10,0,0,0,840388,840389,0,0,0,-1,-1,-1,-1,-1,-16777216
254,Agresividad,,,"El orco Roca Negra se volverá más violento a medida que aumente su agresividad, y más defensivo a medida que disminuya.",0,4,2,0,0,0,0,40,0.1328,0.1367,459008,457301,0,627343,0,0,-1,-1,-1,-1,-1,-16777216
257,Orgullo,Orgullo,Eres humilde.,"Provoca los siguientes efectos al recibir un golpe de Orgullo henchido:
 Explosión de orgullo (25 p.)
 Proyección (50 p.)
 Aura de orgullo (75 p.)
 Sobrecoger (100 p.)",0,100,0,0,0,0,0,83,0.13,0.13,898411,898408,898409,898412,898410,0,-1,-1,-1,-1,-1,-16777216
258,Corrupción,Corrupción,Te has purificado.,Te han corrompido las energías del Sha. Debes reducir el nivel de corrupción para poder completar la prueba de Norushen.,0,100,75,0,0,0,0,82,0.13,0.13,898411,898408,898409,898412,898410,0,-1,-1,-1,-1,-1,-16777216
259,Energía de emergencia del sistema de defensa,Energía de emergencia del sistema de defensa,Energía de emergencia del sistema de defensa,La cantidad de energía de emergencia del sistema de defensa.,0,50,0,0,0,0,0,6,0.13,0.13,0,898400,898401,898403,898402,0,-1,-1,-1,-1,-1,-16777216
263,Energía de Garrosh,Energía de Garrosh,Energía de Garrosh,Garrosh está absorbiendo poder del corazón de Y'Shaarj.,0,100,0,0,0,0,0,6,0.2,0.2,0,898404,898405,898407,898406,0,-1,-1,-9691459,-9691459,-9691459,-16777216
266,Fuerza de la torre,,,Derrota a los defensores de esta torre para reducir su fuerza.,0,100,100,0,0,0,0,6,0.1328,0.1367,459008,457301,457302,0,449449,0,-1,-1,-6908266,-1,-2416608,-16777216
267,Energía de emergencia del sistema de defensa,Energía de emergencia del sistema de defensa,Energía de emergencia del sistema de defensa,La cantidad de energía de emergencia del sistema de defensa.,0,50,0,0,0,0,0,2,0.13,0.13,0,898400,898401,898403,898402,0,-1,-1,-1,-1,-1,-16777216
268,Corrupción,Corrupción,Te has purificado.,Te han corrompido las energías del Sha. Debes reducir el nivel de corrupción para poder completar la prueba de Norushen.,0,100,75,0,0,0,0,82,0.13,0.13,898411,898408,898409,898412,898410,0,-1,-1,-1,-1,-1,-16777216
271,Atractor de Vacío de resonancia Núcleo de Cristal de platonium,,,Llena la barra con energía del Vacío matando a orcos Sombraluna cercanos.,0,100,0,0,0,0,0,6,0.1328,0.1367,457322,457301,457302,449451,457303,0,-1,-1,-6675498,-1,-1,-16777216
274,Esclavos liberados,,,Esclavos liberados del cautiverio ogro.,0,99,0,0,0,0,4,22,0,0,796706,0,0,0,0,633767,-1,-16777216,-16777216,-16777216,-16777216,-1
280,Progreso de Illona,,,Illona está desactivando el cañón de aceite de la Horda de Hierro. ¡Protégela!,0,100,0,0,0,0,0,6,0.1328,0.1367,457311,457301,457302,449451,457303,0,-1,-1,-6675498,-1,-1,-16777216
281,Energía de vapor,Energía de vapor,No hay suficiente combustible,Energía utilizada para romper rocas y muros.,0,60,60,0,0,0,0,6,0.1328,0.1367,457299,457296,457297,0,0,0,-1,-1,-1,-1,-1,-16777216
284,Nivel de calor,Combustible,Al rojo vivo,El corazón de la montaña creará más explosiones a medida que se caliente.,0,100,0,0,0,0,0,19,0.1328,0.1367,458992,457301,457302,449451,449449,0,-1,-1,-871119,-1,-1,-16777216
287,Ira,Combustible,Al rojo vivo,,0,100,0,0,0,0,0,83,0.13,0.13,459004,628127,628128,462334,0,0,-1,-1,-1,-1,-1,-16777216
290,Madera recogida,,,Protege a tus campesinos mientras recogen madera.,0,100,0,0,0,0,0,6,0.1328,0.1367,457324,457301,446219,653597,446220,0,-1,-1,-7050445,-1,-1,-16777216
291,Puntos de victoria,,,Determina tu recompensa final.,0,9999,0,0,0,0,4,772,0,0,985508,0,0,0,0,985509,-1,-16777216,-16777216,-16777216,-16777216,-1
292,Período de calentamiento,Tiempo,Falta calentamiento,Preparando la secuencia de bombardeo final.,0,100,0,0,0,0,1,10,0,0,458994,449477,457582,449481,0,0,-31744,-16777216,-31744,-16777216,-16777216,-16777216
293,Disposición,,,"Enfurecido por la distancia del gemelo ogron.
Aumenta la celeridad.
Aumenta la celeridad de lanzamiento y canalización.",1,100,0,0,0,0,0,2,0.1328,0.1367,0,1041330,1041331,1041333,1041332,0,-1,-1,-1,-1,-1,-16777216
295,Zumo de champiñón,,,Llena la jarra de zumo de champiñón exprimiendo champiñones jugosos en la Cueva Sangrespina.,0,20,0,0,0,0,1,6,0.1328,0.1367,457569,457569,457567,0,0,0,-1,-1,-65435,-1,-1,-16777216
296,Energía de K'ara,Energía de K'ara,Energía de K'ara,¡Defiende a K'ara!,0,100,0,0,0,0,0,2,0.14,0.14,0,1036804,1036805,1036807,1036806,0,-1,-1,-9691459,-9691459,-9691459,-16777216
297,Durabilidad del vehículo,,,,0,100,0,0,0,0,0,0,0.1328,0.1367,457299,457296,457297,457300,457298,0,-1,-1,-1,-1,-1,-16777216
298,Barrera anuladora,,,,0,15000000,0,0,0,0,0,83,0.086,0.086,0,1036120,1036121,1036123,1036122,0,-1,-1,-1,-1,-1,-16777216
299,Puntuación de victoria,,,Determina tu recompensa final.,0,9999,0,0,0,0,4,772,0,0,1053204,0,0,0,0,1053205,-1,-16777216,-16777216,-16777216,-16777216,-1
300,Materiales,,,Tu ciudadela obtiene 1 p. de material cada 10 min.,0,100000,0,0,0,0,4,868,0,0,985510,0,0,0,0,985511,-1,-16777216,-16777216,-16777216,-16777216,-1
303,Rugido del público,Rugido del público,Rugido del público,El rugido del público refuerza tus ataques.,0,100,0,0,0,0,0,6,0.2,0.2,0,1031659,1031660,1031662,1031661,0,-1,-1,-9691459,-9691459,-9691459,-16777216
304,Barrera anuladora,,,,0,100,100,0,0,0,0,83,0.13,0.13,898411,898408,898409,898412,898410,0,-1,-1,-10096574,-1,-1,-16777216
305,Barrera anuladora,,,,0,100,100,0,0,0,0,83,0.086,0.086,0,1036120,1036121,1036123,1036122,0,-1,-1,-1,-1,-1,-16777216
306,Manual de usuario de la Cía. Mechanegra,Calor,,"¡Gracias por haber adquirido el BFC9000!

AVISO: El uso de esta unidad lanzallamas genera calor según el tiempo que se utilice. Si la unidad se sobrecalienta, debe enfriarse durante al menos 10 s para poder volver a utilizarse.

¡NO SE ADMITEN DEVOLUCIONES!",0,100,0,0,0,0,0,307,0.13,0.13,457299,457296,1062073,457300,457298,0,-1,-131587,-1990349,-1,-2355184,-16777216
310,Ogros Machacasangre atacados,,,Mata ogros Machacasangre y reúne información sobre su clan.,0,500,0,0,0,0,0,307,0.13,0.13,629036,629037,629035,0,629038,0,-1,-131587,-1990349,-1,-2355184,-16777216
312,Nidal Marea Oscura asaltado,,,Interrumpe los planes de la Horda de Hierro para subyugar a los rylaks del Nidal Marea Oscura.,0,500,0,0,0,0,0,307,0.13,0.13,629036,629037,629035,0,629038,0,-1,-131587,-1990349,-1,-2355184,-16777216
