ID,Description_lang,Parent,Amount,Operator,CriteriaID,OrderIndex,Flags
59,Sartharion,25,0,0,7846,6,0
60,Anub'arak,25,0,0,13296,44,0
61,Lady Susurramuerte,25,0,0,13298,46,0
62,Toravon el Vigía de Hielo,25,0,0,13291,39,0
63,Carapútrea,25,0,0,13304,52,0
64,Aullahielo,25,0,0,13292,40,0
65,Sir Zeliek,25,0,0,7844,8,0
66,Malygos,25,0,0,7847,5,0
67,Lord Jaraxxus,25,0,0,13293,41,0
68,Fjola Penívea,25,0,0,13294,42,0
69,Lord Tuétano,25,0,0,13297,45,0
70,Libramorte Colmillosauro,25,0,0,13299,47,0
71,Reina de Sangre Lana'thel,25,0,0,13300,48,0
72,Sindragosa,25,0,0,13301,49,0
73,El Rey Exánime,25,0,0,13302,50,0
74,Panzachancro,25,0,0,13303,51,0
75,Profesor Putricidio,25,0,0,13305,53,0
76,Eydis Penaumbra,25,0,0,13295,43,0
77,Maestro de runas Molgeim,25,0,0,11021,27,0
78,Thorim,25,0,0,11026,32,0
80,"Recibido el título ""Gran mariscal"".",0,0,4,0,0,0
81,Gran mariscal,80,0,0,707,1,2
83,"Recibido el título ""Teniente coronel"".",0,0,4,0,0,0
84,Teniente coronel,83,0,0,711,1,2
86,"Recibido el título ""Caballero"".",0,0,4,0,0,0
87,Caballero,86,0,0,721,1,2
89,La cámara de los misterios (segunda mitad de las Cámaras Mogu'shan),0,0,4,0,0,0
90,Cuatro Reyes,89,1,0,19113,0,16
91,Elegon,89,1,0,19767,1,16
92,Voluntad del Emperador,89,1,0,19115,2,16
97,Lanza 10 petardos del Festival en menos de 30 segundos.,0,0,4,0,0,0
98,Lanza 10 petardos de Festival en menos de 30 segundos,97,10,0,5755,1,1
103,Honra las llamas de Kalimdor.,0,0,4,0,0,0
104,Vallefresno,103,1,0,3076,0,0
105,Isla Bruma de Sangre,103,1,0,3078,2,0
106,Desolace,103,1,0,3080,4,0
107,Feralas,103,1,0,3082,6,0
108,Teldrassil,103,1,0,3085,11,0
109,Tanaris,103,1,0,3084,10,0
110,Marjal Revolcafango,103,1,0,3081,5,0
111,Isla Bruma Azur,103,1,0,3077,1,0
112,Silithus,103,1,0,3083,7,0
113,Cuna del Invierno,103,1,0,3087,13,0
114,Costa Oscura,103,1,0,3079,3,0
115,Los Baldíos del Sur,103,1,0,17016,8,0
117,Gana 10 batallas por la Cuenca de Arathi en posesión de 5 banderas.,0,10,5,0,0,8193
118,Gana 10 batallas por la Cuenca de Arathi en posesión de 5 banderas,117,10,0,44976,0,0
120,Derrota a Cianigosa en El Bastión Violeta en dificultad heroica.,0,0,4,0,0,0
121,Cianigosa,120,1,0,5613,1,2
123,Consigue un gran mamut de hielo.,0,1,8,0,0,0
124,Gran mamut de hielo,123,0,0,7399,3,2
125,Gran mamut de hielo,123,0,0,7400,4,2
126,Gran mamut de hielo,123,1,0,7397,1,2
127,Gran mamut de hielo,123,1,0,7398,2,2
129,Gana en la Cuenca de Arathi por 50 puntos o menos.,0,1,8,0,0,0
130,Gana en la Cuenca de Arathi por 50 puntos o menos.,129,1,0,1235,0,2
132,Propietario orgulloso de la jarra de la Fiesta de la Cerveza amarilla de 2007.,0,1,8,0,0,0
133,Jarra de la Fiesta de la Cerveza amarilla llena,132,1,0,4073,2,2
134,Jarra de la Fiesta de la Cerveza amarilla llena,132,1,0,4075,4,2
135,Jarra de la Fiesta de la Cerveza amarilla llena,132,1,0,4077,6,2
136,Jarra de la Fiesta de la Cerveza amarilla llena,132,1,0,4076,5,2
137,Jarra de la Fiesta de la Cerveza amarilla,132,1,0,4072,1,2
138,Jarra de la Fiesta de la Cerveza amarilla llena,132,1,0,4074,3,2
140,Muertes en la Garganta Grito de Guerra,0,0,4,0,0,0
141,Muertes en la Garganta Grito de Guerra,140,0,0,107,0,0
143,Muertes contra Drek'Thar,0,0,4,0,0,0
144,Asesinado por Drek'Thar,143,0,0,456,1,0
146,Objetos desencantados,0,0,4,0,0,0
147,Objetos desencantados,146,0,0,4991,1,0
149,Consigue 225 puntos de habilidad en primeros auxilios.,0,0,4,0,0,0
150,Consigue 225 puntos de habilidad en primeros auxilios.,149,225,0,5592,1,2
152,Derrota a Kil'jaeden en la Meseta de La Fuente del Sol.,0,1,8,0,0,0
153,Kil'jaeden,152,1,0,3261,1,2
154,Corona de Dath'Remar,152,1,0,4648,24,2
155,Yelmo de pureza Arcana,152,1,0,4650,26,2
156,Máscara del cazador furioso,152,1,0,4652,28,2
157,"Apolión, el procurador de almas",152,1,0,4597,2,2
158,Capa del pecado inolvidable,152,1,0,4599,4,2
159,Almófar de Alleria,152,1,0,4600,5,2
160,Capucha de Gul'dan,152,1,0,4602,7,2
161,Corona de Anasterian,152,1,0,4604,9,2
162,Crux del Apocalipsis,152,1,0,4605,10,2
163,Martillo de santificación,152,1,0,4609,14,2
164,Manoplas del alba,152,1,0,4612,17,2
165,Yelmo de rectitud ardiente,152,1,0,4613,18,2
166,Erupción solar,152,1,0,4614,19,2
167,Guanteletes de forestal thalassiano,152,1,0,4616,21,2
168,Yelmo de resolución de Uther,152,1,0,4651,27,2
169,Guisa engañosa,152,1,0,4607,12,2
170,Casquete de Ursol el Sabio,152,1,0,4601,6,2
171,Alzacuellos del oscuro conjurador,152,1,0,4606,11,2
172,Manteo andrajoso de Antonidas,152,1,0,4615,20,2
173,Manoplas de mundos profanados,152,1,0,4611,16,2
174,Embozo del cabecilla Ner'zhul,152,1,0,4653,29,2
175,Bastón dorado de los sin'dorei,152,1,0,4608,13,2
176,Mano del Impostor,152,1,0,4610,15,2
177,"Thori'dal, la furia de las estrellas",152,1,0,4617,22,2
178,Casquete de Ursoc el Poderoso,152,1,0,4647,23,2
179,Guantes del poder de Tyri,152,1,0,4649,25,2
180,Mandiletes de dolor de zona fronteriza,152,1,0,4598,3,2
181,Capucha de pureza de luz,152,1,0,4603,8,2
183,"Mientras tu equipo controle 4 de las bases del Ojo de la Tormenta, coge la bandera personalmente y captúrala.",0,1,4,0,0,0
184,Captura una bandera mientras tienes 4 bases,183,1,0,3693,0,2
186,Toma 50 cementerios en el Valle de Alterac.,0,50,5,0,0,8193
187,Toma 50 cementerios,186,50,0,419,0,1
189,Logrado el título de Gladiador vengativo.,0,0,4,0,0,0
190,Gladiador vengativo,189,1,0,5599,1,2
192,Recibe 5 monedas de linaje.,0,0,4,0,0,0
193,Recibe 5 monedas de linaje,192,5,0,472,1,1
195,Revivido por druidas,0,1,5,0,0,0
196,Revivir (rango 7),195,1,0,3815,1,0
197,Revivir (rango 5),195,0,0,4979,3,0
198,Revivir (rango 4),195,0,0,4980,4,0
199,Revivir (rango 2),195,0,0,4982,6,0
200,Revivir (rango 6),195,0,0,4978,2,0
201,Revivir (rango 1),195,0,0,4983,7,0
202,Revivir (rango 3),195,0,0,4981,5,0
204,Gana un tiro por codicia por un objeto superior o mejor por encima del nivel 185 y saca un 100 en la tirada.,0,0,4,0,0,0
205,Tira por codicia por un objeto de nivel superior a 185 y saca un 100 exacto.,204,1,0,2358,1,2
207,Cantidad de cambios del árbol de talentos,0,0,4,0,0,0
208,Cantidad de cambios del árbol de talentos,207,0,0,3359,1,0
210,Muertes de Keli'dan el Ultrajador (El Horno de Sangre),0,0,4,0,0,0
211,Keli'dan el Ultrajador,210,1,0,3239,1,0
213,Pesca un pez en cada uno de los nodos específicos de la lista a continuación.,0,0,4,0,0,0
214,Banco mixto salobre,213,1,0,3623,1,0
215,Banco de pezazules,213,1,0,3624,2,0
216,Banco de pezfangos,213,1,0,3625,3,0
217,Banco de dardos,213,1,0,3626,4,0
218,Banco mixto de las Tierras Altas,213,1,0,3627,5,0
219,Banco de pecesporas,213,1,0,3628,6,0
221,Muertes de la Gran Viuda Faerlina (Naxxramas 25 j.),0,0,4,0,0,0
222,Gran Viuda Faerlina,221,1,0,5126,1,0
227,Explora la Tundra Boreal y descubre todas las zonas cubiertas del mapa del mundo.,0,0,4,0,0,0
228,Ciudad Templo de En'kilah,227,0,0,4122,1,0
229,Los Campos de Géiseres,227,0,0,4134,12,0
230,Desembarco de Garrosh,227,0,0,4126,5,0
231,Avanzada Bor'gorok,227,0,0,4129,8,0
232,Litoral Tralladón,227,0,0,4124,3,0
233,Los Cubiles de los Moribundos,227,0,0,4135,13,0
234,Caravana de Quijacero,227,0,0,4123,2,0
235,Kashala,227,0,0,4125,4,0
236,Confín de la Muerte,227,0,0,4127,6,0
237,El Saliente Ámbar,227,0,0,4130,9,0
238,Bastión Grito de Guerra,227,0,0,4131,10,0
239,Fortaleza Denuedo,227,0,0,4132,11,0
240,Gelidar,227,0,0,4128,7,0
248,Derrota al emperador Dagran Thaurissan.,0,1,8,0,0,0
249,El destino del reino,248,1,0,4262,2,2
250,El rescate real,248,1,0,4263,3,2
251,Emperador Dagran Thaurissan,248,1,0,3266,1,2
253,Derrota al maestro oscuro Gandling,0,0,4,0,0,0
255,Maestro oscuro Gandling,253,1,0,19263,0,2
257,Derrota a los diabólicos organizadores que habitan en Stratholme.,0,0,4,0,0,0
258,Lord Aurius Osahendido,257,1,0,18471,2,0
259,Balnazzar,257,1,0,550,1,0
261,Muertes de Aeonus (Apertura del Portal Oscuro),0,0,4,0,0,0
262,Aeonus,261,1,0,3247,1,0
264,La puja más alta realizada en una subasta,0,0,4,0,0,0
265,Puja más alta en una subasta:,264,0,0,4222,1,8
267,Gana en el Ojo de la Tormenta con una puntuación de 1600 a 0.,0,1,8,0,0,0
268,Gana 1600 a 0,267,1,0,1238,0,2
270,Gana un tiro por necesidad por un objeto superior o mejor por encima del nivel 185 y saca un 100 en la tirada.,0,0,4,0,0,0
271,Tira por necesidad por un objeto de nivel superior a 185 y saca un 100 exacto,270,1,0,2412,1,2
273,Muertes del príncipe Malchezaar (Karazhan),0,0,4,0,0,0
274,Príncipe Malchezaar,273,1,0,3254,1,0
276,Muertes del jefe Ukorz Cabellarena (Zul'Farrak),0,0,4,0,0,0
277,Jefe Ukorz Cabellarena,276,1,0,3265,1,0
279,"Recibido el título ""Señor de la Guerra"".",0,0,4,0,0,0
280,Señor de la Guerra,279,0,0,728,1,2
282,"Recibido el título ""Gran general"".",0,0,4,0,0,0
283,Gran general,282,0,0,729,1,2
285,Statistic: Elixirs consumed,0,0,5,0,0,0
286,Elixir de fuerza de león,285,0,0,4370,42,0
287,Elixir de agilidad sublime,285,0,0,4371,43,0
288,Elixir de defensa sublime,285,0,0,4372,44,0
289,Elixir de sangre de mago sublime,285,0,0,4376,48,0
290,Elixir de poder de las Sombras sublime,285,0,0,4377,49,0
291,Elixir de Defensa poderosa,285,0,0,4381,53,0
292,Elixir Arcano superior,285,0,0,4402,74,0
293,Polvo de scorpok machacado,285,0,0,4403,75,0
294,Elixir de sabiduría,285,0,0,4395,67,0
295,Elixir de la mangosta,285,0,0,4396,68,0
296,Elixir de fuerza vil,285,0,0,4399,71,0
297,Ofrenda de Arthas,285,0,0,4400,72,0
298,Elixir de bayas de sangre,285,0,0,4342,14,0
299,Elixir de detección de no-muertos,285,0,0,4353,25,0
300,Elixir de crecimiento gigante,285,0,0,4360,32,0
301,Elixir de agilidad superior,285,0,0,4362,34,0
302,Elixir Arcano,285,0,0,4341,13,0
303,Compuesto de córtex cerebral,285,0,0,4344,16,0
304,Elixir de fuerza poderosa,285,0,0,4384,56,0
305,Elixir de agilidad menor,285,0,0,4385,57,0
306,Elixir de poder de las Sombras,285,0,0,4389,61,0
307,Elixir de espíritu,285,0,0,4390,62,0
308,Brillo de Zanza,285,0,0,4337,0,0
309,Presteza de Zanza,285,0,0,4339,11,0
310,Elixir terráneo,285,0,0,4345,17,0
311,Elixir de fuerza bruta,285,0,0,4347,19,0
312,Elixir de defensa,285,0,0,4349,21,0
313,Elixir de matanza de demonios,285,0,0,4350,22,0
314,Elixir de detección de demonios,285,0,0,4351,23,0
315,Elixir de entereza,285,0,0,4358,30,0
316,Elixir de poder de Escarcha,285,0,0,4359,31,0
317,Elixir de poder de Fuego superior,285,0,0,4364,36,0
318,Elixir de intelecto superior,285,0,0,4365,37,0
319,Elixir de sangre de trol fuerte,285,0,0,8648,9,0
320,Elixir de Defensa poderosa,285,0,0,8062,80,0
321,Elixir de Pensamientos poderosos,285,0,0,8066,81,0
322,Elixir de adepto,285,0,0,4340,12,0
323,Elixir de sangre de trol sublime,285,0,0,8074,85,0
324,Elixir de agilidad poderosa,285,0,0,4380,52,0
325,Elixir de sangre de trol débil,285,0,0,8076,102,0
326,Elixir de sangre de trol poderoso,285,0,0,8077,101,0
327,Elixir de cólera,285,0,0,8078,100,0
328,Elixir de esquivez de alga de sangre,285,0,0,8082,96,0
329,Elixir de Sombras,285,0,0,8086,92,0
330,Elixir de Drakuru,285,0,0,8087,91,0
331,Elixir protector de Zort,285,0,0,8089,89,0
332,Elixir de sabiduría draénica,285,0,0,4354,26,0
333,Elixir de gigantes,285,0,0,4361,33,0
334,Elixir de agilidad inferior,285,0,0,4369,41,0
335,Elixir de resistencia de alga de sangre,285,0,0,8083,95,0
336,Elixir de Caminar sobre el agua,285,0,0,4394,66,0
337,Elixir de Pericia,285,0,0,8063,110,0
338,Resguardo de cristal,285,0,0,8068,82,0
339,Escalofrío Juju,285,0,0,8070,83,0
340,Escape Juju,285,0,0,8071,105,0
341,Elixir de Precisión,285,0,0,8031,87,0
342,Elixir de Perforar armadura,285,0,0,8064,109,0
343,Elixir de Velocidad relámpago,285,0,0,8065,108,0
344,Ascua Juju,285,0,0,8069,106,0
345,Aguardiente Nevada,285,0,0,8073,104,0
346,Elixir de sangre de mago,285,0,0,8075,103,0
347,Elixir de poder con hechizos,285,0,0,8079,99,0
348,Elixir de sangre de huargo,285,0,0,8081,97,0
349,Elixir de Videre,285,0,0,8084,94,0
350,Elixir de Ahuurn,285,0,0,8085,93,0
351,Elixir protector de Zort,285,0,0,8088,90,0
352,Poderío Juju,285,0,0,8072,84,0
353,Elixir de Golpes mortales,285,0,0,8032,86,0
354,Elixir de potenciación,285,0,0,4356,28,0
355,Elixir de piel de hierro,285,0,0,4368,40,0
356,Elixir de fuerza de ogro,285,0,0,4388,60,0
357,Cóctel de zumo de pulmón,285,0,0,4404,76,0
358,Espíritu de Zanza,285,0,0,4338,10,0
359,Elixir de fuerza sublime,285,0,0,4378,50,0
360,Fuerza de cristal,285,0,0,8067,107,0
361,Elixir de Tragonublo,285,0,0,4406,78,0
362,Elixir de hierba tiniebla,285,0,0,8090,88,0
363,Elixir de poder de sanación,285,0,0,4367,39,0
364,Elixir de poder de Fuego sublime,285,0,0,4373,45,0
365,Elixir de poder de Escarcha sublime,285,0,0,4375,47,0
366,Elixir de entereza sublime,285,0,0,4374,46,0
367,Elixir de ojo de gato,285,0,0,4343,15,0
368,Elixir de agilidad,285,0,0,4346,18,0
369,Elixir de Visión onírica,285,0,0,4355,27,0
370,Elixir de poder de Fuego,285,0,0,4357,29,0
371,Elixir de defensa superior,285,0,0,4363,35,0
372,Elixir de respiración acuática superior,285,0,0,4366,38,0
373,Elixir de camuflaje,285,0,0,4348,20,0
374,Elixir de detección de invisibilidad inferior,285,0,0,4352,24,0
375,Elixir de maestría,285,0,0,4379,51,0
376,Elixir de entereza poderosa,285,0,0,4382,54,0
377,Elixir de sangre de mago poderosa,285,0,0,4383,55,0
378,Elixir de defensa menor,285,0,0,4386,58,0
379,Elixir de entereza menor,285,0,0,4387,59,0
380,Elixir de defensa excelente,285,0,0,4391,63,0
381,Elixir de consistencia,285,0,0,4392,64,0
382,Elixir de respiración acuática,285,0,0,4393,65,0
383,Elixir de los sabios,285,0,0,4397,69,0
384,Elixir del ojo escrutador,285,0,0,4398,70,0
385,Chicle de mollejas,285,0,0,4401,73,0
386,IFRDHR,285,0,0,4405,77,0
387,Elixir de acometida,285,0,0,4407,79,0
388,Elixir de gurú,285,0,0,8080,98,0
389,Elixir del interior de la tierra,285,0,0,19156,1,0
390,Elixir de la cobra,285,0,0,19157,2,0
391,Elixir de precisión imposible,285,0,0,19158,3,0
392,Elixir del maestro,285,0,0,19159,4,0
393,Elixir de velocidad poderosa,285,0,0,19160,5,0
394,Elixir centelleante,285,0,0,19161,6,0
395,Elixir de fantasma,285,0,0,19162,7,0
396,Elixir de los nagas,285,0,0,19163,8,0
398,Veces que has hecho /jaja,0,0,5,0,0,0
399,reir,398,0,0,3238,1,0
400,reirse,398,0,0,7194,5,0
401,carcajada,398,0,0,7195,2,0
402,mdr,398,0,0,7196,3,0
403,risilla,398,0,0,7197,4,0
405,Explora Teldrassil y descubre todas las zonas cubiertas del mapa del mundo.,0,0,4,0,0,0
406,Aldea Brisa Estelar,405,1,0,1305,8,0
407,El Claro del Oráculo,405,1,0,1306,9,0
408,Lago Primigenio,405,1,0,1307,10,0
409,Darnassus,405,1,0,1308,11,0
410,Lago Al'Ameth,405,1,0,1303,6,0
411,Cañada Umbría,405,1,0,1299,1,0
412,Hondonada Ban'ethil,405,1,0,1300,4,0
413,Tierras de los Tuercepinos,405,1,0,1302,5,0
414,Aldea Rut'theran,405,1,0,1309,12,0
415,Estanques de Arlithrien,405,1,0,1304,7,0
416,La Grieta,405,1,0,14088,2,0
417,Dolanaar,405,1,0,14089,3,0
419,Gana en la Garganta Grito de Guerra.,0,1,8,0,0,0
420,Gana en la Garganta Grito de Guerra,419,1,0,5899,0,2
422,Completa 100 victorias en la Garganta Grito de Guerra.,0,100,5,0,0,8193
423,Consigue 100 victorias en la Garganta Grito de Guerra,422,100,0,5899,0,1
425,Derrota a Pathaleon el Calculador en dificultad heroica.,0,0,4,0,0,0
426,Pathaleon el Calculador,425,1,0,3720,1,2
428,Mata a Lor'themar Theron.,0,0,4,0,0,0
429,Lor'themar Theron,428,1,0,483,1,2
431,"Eleva tu nivel de reputación desde Adverso a Exaltado con el Bastión Fauces de Madera, Esporaggar y los Kurenai.",0,0,4,0,0,0
432,Exaltado con los Kurenai,431,42000,0,5337,2,0
433,Exaltado con Esporaggar,431,42000,0,4757,3,0
434,Exaltado con el Bastión Fauces de Madera,431,42000,0,2011,1,0
436,Consigue las Riendas del Jinete decapitado del Jinete decapitado en el Monasterio Escarlata durante Halloween.,0,1,8,0,0,0
437,Montura del Jinete decapitado,436,0,0,6160,1,2
439,"Recibido el título ""Legionario"".",0,0,4,0,0,0
440,Legionario,439,0,0,733,1,2
448,"Ponte 3 prendas de la Fiesta de la Cerveza, acaba totalmente borracho y baila en Dalaran.",0,0,4,0,0,0
449,/bailar,448,1,0,4112,1,2
451,Mata a 15 pavos en menos de 3 minutos.,0,0,4,0,0,0
452,15 pavos en 3 minutos,451,1,0,3821,1,2
454,Disfruta una delicia de leche con alguien en Dalaran en un picnic romántico durante la celebración del Amor en el aire.,0,0,4,0,0,0
455,Delicia de leche en el picnic romántico,454,1,0,4071,1,2
456,Picnic romántico,454,1,0,5787,2,2
458,Habilidad en primeros auxilios,0,0,4,0,0,0
459,Habilidad en Primeros Auxilios,458,525,0,5592,1,1
461,Visita una peluquería y córtate el pelo.,0,0,4,0,0,0
462,Visita una peluquería y paga por sus servicios.,461,1,0,2341,1,2
464,Lanza 10 cohetes del amor en menos de 20 segundos.,0,0,4,0,0,0
465,Lanza 10 cohetes del amor en 20 segundos o menos,464,10,0,6295,1,1
467,Veces que has usado la piedra de hogar,0,0,4,0,0,0
468,Piedra de hogar,467,0,0,5008,1,0
469,Chapines de rubíes,467,0,0,11719,2,0
470,La hija del tabernero,467,0,0,17387,3,0
472,Explora la Marisma de Zangar y descubre todas las zonas cubiertas del mapa del mundo.,0,0,4,0,0,0
473,Cresta Quagg,472,1,0,1648,6,0
474,La Laguna,472,1,0,1651,9,0
475,Telredor,472,1,0,1649,7,0
476,Refugio Cenarion,472,1,0,1611,1,0
477,Aldea Feropantano,472,1,0,1612,3,0
478,Aldea Umbropantano,472,1,0,1653,11,0
479,Esporaggar,472,1,0,1654,12,0
480,Puerto Orebor,472,1,0,1657,15,0
481,La Cañada Emergente,472,1,0,1658,16,0
482,Playa Crestanegra,472,1,0,1667,18,0
483,El Lodo Muerto,472,1,0,1650,8,0
484,Ruinas de las Agujas Gemelas,472,1,0,1652,10,0
485,Dominios Ango'rosh,472,1,0,1610,2,0
486,Lago Luz Pantanosa,472,1,0,1647,5,0
487,Bastión Ango'rosh,472,1,0,1655,13,0
488,Tierras Escamas de Sangre,472,1,0,1656,14,0
489,Zabra'jin,472,1,0,1659,17,0
490,Ciénaga Talada,472,1,0,1613,4,0
492,Explora las Colinas Pardas y descubre todas las zonas cubiertas del mapa del mundo.,0,0,4,0,0,0
493,Runavold,492,0,0,4187,10,0
494,Manantial de Granito,492,0,0,4182,5,0
495,Campamento Oneqwah,492,0,0,4190,13,0
496,Fortaleza de Drak'Tharon,492,0,0,4179,2,0
497,Refugio Pino Ámbar,492,0,0,4188,11,0
498,Aserradero Cielo Azul,492,0,0,4189,12,0
499,Bastión de la Conquista,492,0,0,4178,1,0
500,Ruinas de Drakil'jin,492,0,0,4180,3,0
501,Dun Argol,492,0,0,4181,4,0
502,Fauceparda,492,0,0,4183,6,0
503,Santuario Colmillo Iracundo,492,0,0,4184,7,0
504,Thor Modan,492,0,0,4185,8,0
505,Bahía Ventura,492,0,0,4186,9,0
506,Campamento de la Brigada de los Páramos de Poniente,492,0,0,4191,14,0
508,Consigue un índice personal de 2200 en la rama de la arena 5c5.,0,0,4,0,0,0
509,Índice de 2200,508,2200,0,452,1,2
511,Gana en el Valle de Alterac mientras tu equipo controla ambas minas.,0,0,4,0,0,0
512,Posesión de cueva kóbold,82730,1,0,3388,0,2
513,Posesión de cueva trogg,82732,1,0,3389,0,2
515,Completa los logros de Vigilante de las llamas.,0,0,4,0,0,0
516,Vigilante de las llamas de Kalimdor,515,0,0,3200,3,0
517,Vigilante de las llamas de Terrallende,515,0,0,3201,5,0
518,Vigilante de las llamas de los Reinos del Este,515,0,0,3199,2,0
519,Vigilante de las llamas del Cataclismo,515,0,0,18216,1,0
520,Vigilante de las llamas de Rasganorte,515,0,0,18217,4,0
522,"Equípate con Sulfuras, Mano de Ragnaros.",0,1,8,0,0,0
523,,58228,1,0,12478,1,2
524,"Sulfuras, Mano de Ragnaros",58228,1,0,318,0,2
526,Alcanza la reputación Exaltado con los Escoltas Grito de Guerra.,0,0,4,0,0,0
527,Exaltado con los Escoltas Grito de Guerra,526,42000,0,5319,1,2
529,Derrota a Keli'dan el Ultrajador en dificultad heroica.,0,0,4,0,0,0
530,Keli'dan el Ultrajador,529,1,0,3710,1,2
532,Victorias 5c5,0,0,5,0,0,0
533,Victorias 5c5 en las Ruinas de Lordaeron,532,0,0,8601,2,0
534,Victorias 5c5 en Nagrand,532,0,0,8600,3,0
535,Victorias 5c5 en Dalaran,532,0,0,8599,4,0
536,Victorias 5c5 en Filospada,532,0,0,5726,0,0
537,Victorias 5c5 en el Círculo del Valor,532,0,0,8602,1,0
539,Encuentros 2c2,0,0,5,0,0,0
540,Encuentros 2c2 en el Círculo del Valor,539,0,0,8614,3,0
541,Encuentros 2c2 en las Ruinas de Lordaeron,539,0,0,8613,2,0
542,Encuentros 2c2 en Dalaran,539,0,0,8611,4,0
543,Encuentros 2c2 en Nagrand,539,0,0,8612,1,0
544,Encuentros 2c2 en Filospada,539,0,0,5725,0,0
546,Mayoría de facciones en Venerado o superior,0,0,4,0,0,0
547,Facciones en venerado,546,0,0,5299,1,0
549,Consigue 10 000 muertes con honor.,0,0,4,0,0,0
550,Consigue 10 000 muertes con honor,549,10000,0,13253,1,1
552,Derrota a Nefarian.,0,1,8,0,0,0
553,Nefarian,552,1,0,3273,1,2
554,Eslabón de Therazane,552,1,0,4564,5,2
555,Botas de la Llama de las Sombras,552,1,0,4567,8,2
556,Coraza de Cólera,552,1,0,4578,19,2
557,Anillo de juicio de Archimtiros,552,1,0,4565,6,2
558,Coraza de sentencia,552,1,0,4580,21,2
559,Coselete de Tempestira,552,1,0,4581,22,2
560,Togas de trascendencia,552,1,0,4584,25,2
561,"Ashkandi, Espada magna de la Hermandad",552,1,0,4566,7,2
562,"Crul'shorukh, Filo del Caos",552,1,0,4569,10,2
563,Señor de Roca Negra,552,1,0,4447,2,2
564,Señor de Roca Negra,552,1,0,4448,3,2
565,Capa del Señor del linaje,552,1,0,4568,9,2
566,Lok'amir il Romathis,552,1,0,4570,11,2
567,Lágrima de Neltharion,552,1,0,4572,13,2
568,Bastón de la Llama de las Sombras,552,1,0,4575,16,2
569,Coraza de diez tormentas,552,1,0,4577,18,2
570,Coraza de acechadragón,552,1,0,4579,20,2
571,La corrupción de Nefarius,552,1,0,4449,4,2
572,Pechera Colmillo de Sangre,552,1,0,4576,17,2
573,Dije de connivencia de Prestor,552,1,0,4573,14,2
574,Sortija de elementium puro,552,1,0,4574,15,2
575,Togas viento abisal,552,1,0,4583,24,2
576,"Mish'undare, Aro del Despelleja Almas",552,1,0,4571,12,2
577,Togas de la Némesis,552,1,0,4582,23,2
579,Derrota a Ragnaros.,0,1,8,0,0,0
580,Ragnaros,579,1,0,3272,1,2
581,Faja de acometida,579,1,0,4544,4,2
582,Sortija de Sulfuras,579,1,0,4545,6,2
583,Gargantilla del Señor del Fuego,579,1,0,4546,7,2
