TaskName_lang,Description_lang,ID,CriteriaTreeID,QuestID,ProgressContributionAmount,RepetitionContributionDampeningCurve,Supersedes,Field_12_0_0_63534_008
[DNT] Harvest 20 Leather or Scales in Zangarmarsh,[DNT] Harvest 20 Leather or Scales in Zangarmarsh,17,210405,91024,10,87592,0,1
[DNT] Pat 10 Visiting Sporeggarians on the Head,[DNT] Pat 10 Visiting Sporeggarians on the Head in your Neighborhood,18,210410,91024,10,87592,0,0
[DNT] Collect 20 Glowcaps in the Neighborhood,[DNT] Collect 20 Glowcaps in the Neighborhood,19,210412,91024,10,87592,0,1
[DNT] Spread Glow Cap Spores in Fertile Soil,[DNT] Spread Glow Cap Spores in Fertile Soil in the Neighborhood,20,210420,91024,10,87592,0,0
[DNT] Catch 30 Fish in the Neighborhood,[DNT] Catch 30 Fish in the Neighborhood,21,210416,91024,10,87592,0,1
[DNT] Collect 20 Clams on the Neighborhood Beach,[DNT] Collect 20 Clams on the Neighborhood Beach,22,210418,91024,10,87592,0,1
[DNT] Collect Odd Glob's of Wax,[DNT] Collect 20 Odd Glob's of Wax,23,210635,91023,50,87592,0,1
[DNT] Complete Level 5 of Awakening the Machine,[DNT] Complete Level 5 of Awakening the Machine,24,210663,91023,50,0,0,0
[DNT] Complete Level 10 of Awakening the Machine,[DNT] Complete Level 10 of Awakening the Machine,25,210664,91023,50,0,24,0
[DNT] Complete Level 15 of Awakening the Machine,[DNT] Complete Level 15 of Awakening the Machine,26,210665,91023,50,0,25,0
[DNT] Complete Level 20 of Awakening the Machine,[DNT] Complete Level 20 of Awakening the Machine,27,210666,91023,50,0,26,0
[DNT] Defeat Waxtail Kobolds,[DNT] Defeat 20 Waxtail Kobolds,28,210667,91023,50,87592,0,1
[DNT] Defeat Sparklit Kobolds,[DNT] Defeat 20 Sparklit Kobolds,29,210899,91023,50,87592,0,1
[DNT] Defeat Glumtooth Kobolds,[DNT] Defeat 20 Glumtooth Kobolds,30,210905,91023,50,87592,0,1
[DNT] Defeat Flickerflame Kobolds,[DNT] Defeat 20 Flickerflame Kobolds,31,210916,91023,50,87592,0,1
[DNT] Defeat Brightrock Kobolds,[DNT] Defeat 20 Brightrock Kobolds,32,210927,91023,50,87592,0,1
[DNT] Defeat Kobolds in The Ringing Deeps,[DNT] Defeat 100 Kobolds in The Ringing Deeps,33,210933,91023,50,87592,0,1
[DNT] Defeat Undercrawlers in The Ringing Deeps,[DNT] Defeat 20 Undercrawlers in The Ringing Deeps,34,210978,91023,50,87592,0,1
[DNT] Defeat Deepflayers,[DNT] Defeat 20 Deepflayers in The Ringing Deeps,35,210980,91023,50,87592,0,1
[DNT] Defeat Enveloping Bloodeaters,[DNT] Defeat 20 Enveloping Bloodeaters,36,210988,91023,50,87592,0,1
[DNT] Complete 5 Dungeons in The Ringing Deeps,[DNT] Complete 5 Dungeons in The Ringing Deeps,37,210990,91022,25,87592,0,1
[DNT] Harvest 20 Ore in The Ringing Deeps,[DNT] Harvest 20 Ore in The Ringing Deeps,38,211019,91024,10,87592,0,1
[DNT] Harvest 20 Herbs in The Ringing Deeps,[DNT] Harvest 20 Herbs in The Ringing Deeps,39,211029,91024,10,87592,0,1
[DNT] Harvest 20 Skins or Hides in The Ringing Deeps,[DNT] Harvest 20 Skins or Hides in The Ringing Deeps,40,211045,91024,10,87592,0,1
Mata hozen,Mata hozen en la Cima Kun-Lai,41,216310,91022,25,87592,0,0
Completa misiones: Cima Kun-Lai,Completa misiones en la Cima Kun-Lai,42,216312,91023,50,87592,0,0
Hogar: Despojar grisgrís,Despoja grisgrís en la Cima Kun-Lai o en el vecindario.,43,216314,91022,25,87592,0,0
[DNT] Catch 20 Fish in The Ringing Deeps,[DNT] Catch 20 Fish in The Ringing Deeps,47,211126,91024,10,87592,0,1
[DNT] Collect 20 Lumber in The Ringing Deeps,[DNT] Collect 20 Lumber in The Ringing Deeps,48,211139,91024,10,87592,0,1
[DNT] Complete 5 Delves in The Ringing Deeps,[DNT] Complete 5 Delves in The Ringing Deeps,49,211141,91022,25,87592,0,1
[DNT] Complete 5 World Quests in The Ringing Deeps,[DNT] Complete 5 World Quests in The Ringing Deeps,50,211148,91023,50,87592,0,1
Enciende 5 faroles en el vecindario,Enciende 5 faroles en el vecindario,51,211150,91024,10,87592,0,0
[DNT] Collect 10 Globs of Dropped Wax,[DNT] Collect 10 Globs of Dropped Wax in the Neighborhood,52,211152,91024,10,87592,0,0
[DNT] Collect 20 Draenei Archaeology Fragments in Zangarmarsh,[DNT] Collect 20 Draenei Archaeology Fragments in Zangarmarsh,53,211154,91024,10,87592,0,1
[DNT] Defeat 20 Gyreworms in Deepholm,[DNT] Defeat 20 Gyreworms in Deepholm,54,211156,91023,50,87592,0,1
[DNT] Defeat 20 Rockslice and Jaspertip Clawscythes in Deepholm,[DNT] Defeat 20 Rockslice and Jaspertip Clawscythes in Deepholm,55,211161,91023,50,87592,0,1
[DNT] Defeat 20 Twilight Ogres in Deepholm,[DNT] Defeat 20 Twilight Ogres in Deepholm,56,211169,91023,50,87592,0,1
[DNT] Defeat 20 Twilight Cultists in Deepholm,[DNT] Defeat 20 Twilight Cultists in Deepholm,57,211174,91023,50,87592,0,1
[DNT] Defeat 20 Stone or Needlerock Troggs in Deepholm,[DNT] Defeat 20 Stone or Needlerock Troggs in Deepholm,58,211187,91023,50,87592,0,1
[DNT] Defeat 20 Fungal Terrors or Behemoths in Deepholm,[DNT] Defeat 20 Fungal Terrors or Behemoths in Deepholm,59,211202,91023,50,87592,0,1
[DNT] Defeat 20 Stone Drakes in Deepholm,[DNT] Defeat 20 Stone Drakes in Deepholm,60,211205,91023,50,87592,0,1
[DNT] Collect 20 Albino Cavefish in Deepholm,[DNT] Collect 20 Albino Cavefish in Deepholm,61,211209,91023,50,87592,0,1
[DNT] Collect 20 Lumber in Deepholm,[DNT] Collect 20 Lumber in Deepholm,62,211211,91024,10,87592,0,1
Completa mazmorras míticas+,,63,212060,91023,50,87592,0,1
Mata jefes de banda,,64,212062,91023,50,87592,0,1
Consigue honor,,65,212064,91023,50,87592,0,1
Completa misiones del mundo,,66,214555,91023,50,87592,0,1
Completa la campaña de Midnight,Completa la campaña de Midnight.,67,212076,91022,25,0,0,0
La velada de Saltheril,Asiste a la Velada de Saltheril y completa la misión Fortificación de piedras rúnicas en el Bosque Canción Eterna.,68,212082,91022,25,0,0,0
Diletante de la velada de Saltheril,Asiste a la Velada de Saltheril en el Bosque Canción Eterna y completa favores semanales de sus invitados.,69,212089,91022,25,0,0,0
Corte de Lunargenta - Centro de atención,Asiste a la Corte de Lunargenta y completa objetivos públicos.,70,212091,91022,25,0,0,0
Mazmorras de Midnight,Completa mazmorras en Midnight.,71,212208,92099,75,87592,0,0
Recoge recursos: Midnight,"Recoge hierbas, menas, pieles o peces en zonas de Midnight.",73,212222,91022,25,87592,0,0
Buceador abisal,Completa eventos de Pescador del abismo en Zul'Aman.,74,212255,92099,75,0,0,0
Abundantemente eficaz,Consigue abundancia en los eventos de las zonas de Midnight.,75,212257,91023,50,0,0,0
Abundancia plena,Consigue abundancia en los eventos de las zonas de Midnight.,76,222818,91022,25,0,75,0
Leyendas de los haranir,"Completa un evento de ""Leyendas de los haranir"" en Harandar.",77,212261,91023,50,0,0,0
Matar criaturas de flor de Luz,Mata las criaturas de flor de Luz que amenazan a Azeroth dondequiera que las encuentres,78,214538,91022,25,0,0,0
Matar criaturas de flor de Luz 2,Mata las criaturas de flor de Luz que amenazan a Azeroth dondequiera que las encuentres,79,214541,91023,50,0,78,0
Matar criaturas de flor de Luz 3,Mata las criaturas de flor de Luz que amenazan a Azeroth dondequiera que las encuentres,80,214544,92099,75,0,79,0
Misiones del mundo: Bosque Canción Eterna,Completa misiones del mundo en el Bosque Canción Eterna.,81,212066,91023,50,87592,0,0
Mata enemigos poco comunes: Bosque Canción Eterna,Mata enemigos poco comunes o poco comunes de élite en el Bosque Canción Eterna,82,214557,91023,50,87592,0,0
Recolecta núcleos de Tormentarion,Recolecta núcleos de Tormentarion en Tormenta del Vacío,83,214559,91023,50,0,0,0
Anclaje de Singularidad,Defiende el Anclaje de Singularidad en Tormenta del Vacío,84,214561,91023,50,87592,0,0
Arcana latente,Recoge Arcana latente en el Bosque Canción Eterna,85,214680,91022,25,87592,0,0
Ejerce de adalid de un enviado de facción,Ejerce de adalid de un enviado de facción en el Confín Olvidado.,86,214735,91024,10,0,0,0
Misiones diarias: Confín Olvidado,Completa misiones diarias en el Confín Olvidado.,87,214884,91023,50,0,0,0
Puertas de la Cámara de Zskera,Abre puertas de la Cámara de Zskera en el Confín Olvidado,88,214992,91022,25,87592,0,0
Mata enemigos poco comunes: Confín Olvidado,Mata enemigos poco comunes en el Confín Olvidado,89,215007,91023,50,87592,0,0
Completa tormentas primigenias de la Cámara Petraescarcha,Completa tormentas primigenias de la Cámara Petraescarcha en el Confín Olvidado,90,215020,91023,50,87592,0,0
Recoge recursos: Confín Olvidado,"Recoge hierbas, menas, pieles o peces en el Confín Olvidado.",91,215423,91022,25,87592,0,0
Misión del mundo de duelo de mascotas: Confín Olvidado,Completa una misión del mundo de duelo de mascotas en el Confín Olvidado.,92,215469,91022,25,87592,0,0
Carreras de vuelo surcacielos: Confín Olvidado,Completa carreras de surcacielos en el Confín Olvidado,93,215575,91024,10,87592,0,0
Subyuga el Nido Bélico,"Completa la misión del mundo ""El Nido Bélico"" en el Confín Olvidado.",94,215577,91023,50,87592,0,0
Enemigo poco común de profesión: Confín Olvidado,Mata a una criatura poco común o poco común de élite invocada por un objeto de profesión en el Confín Olvidado.,95,215666,91739,150,0,0,0
Encuentra tesoros de pergaminos sellados,Despoja los tesoros revelados al usar pergaminos sellados del Confín Olvidado,96,215668,91022,25,87592,0,0
Mata criaturas: Confín Olvidado,Mata criaturas en el Confín Olvidado.,97,215670,91022,25,87592,0,0
Despoja un tesoro olvidado,Despoja un tesoro olvidado en el Confín Olvidado.,98,215672,91022,25,87592,0,0
Recoge recursos: Cima Kun-Lai,"Recoge hierbas, menas, pieles o peces en la Cima Kun-Lai.",100,216319,91023,50,87592,0,0
Cosecha madera: Cima Kun-Lai,Cosecha madera en la Cima Kun-Lai.,101,216323,91023,50,87592,0,0
Derrota jefes: Cima Kun-Lai,Elimina jefes en mazmorras y bandas de la Cima Kun-Lai,102,216327,91022,25,87592,0,0
Hogar: Comer bayas de Kafa'kota,Come bayas de Kafa'kota en la Cumbre Kota o en tu vecindario.,103,216329,91022,25,87592,0,0
Muertes con honor: Cima Kun-Lai,Logra muertes con honor en la Cima Kun-Lai.,104,216334,91023,50,87592,0,0
Cosecha madera: Confín Olvidado,Cosecha madera en el Confín Olvidado.,105,216352,91023,50,87592,0,0
Completa profundidades,,106,216354,91023,50,87592,0,1
Hogar: Animar a residentes adormilados,Anima a los residentes adormilados del vecindario,107,216664,91022,25,87592,0,0
Hogar: Intercambiar bayas,Intercambia bayas de Kafa'kota con el comerciante de kafa del vecindario,108,216671,91022,25,87592,0,0
Derrota al sha de la ira,Derrota al sha de la ira en la Cima Kun-Lai,109,216306,91022,25,87592,0,0
Hogar: Completa misiones de vecindario semanales,Completa misiones semanales en el vecindario para los dracthyr visitantes,110,216872,91023,50,87592,0,0
Hogar: Hora de decorar,Impresiona a los visitantes de Lunargenta colocando adornos en tu casa o en tu parcela.,111,216890,91023,50,0,0,0
Hogar: Hora de decorar 2,Impresiona a los visitantes de Lunargenta colocando adornos en tu casa o en tu parcela.,112,216892,91023,50,0,111,0
Hogar: Hora de decorar 3,Impresiona a los visitantes de Lunargenta colocando adornos en tu casa o en tu parcela.,113,216894,91023,50,0,112,0
Hogar: Adquiere adornos,Impresiona a los visitantes de Lunargenta consiguiendo nuevos adornos para tu casa o tu parcela.,114,216898,91023,50,0,0,0
Hogar: Transporte de grisgrís,Transporta grisgrís al campamento base de escalada del vecindario,115,216957,91022,25,87592,0,0
Hogar: Recoger bayas,Recoge bayas de Kafa'kota en el campamento base de escalada del vecindario,116,216959,91024,10,87592,0,0
Hogar: Cabalgar en un habitante sobrekafainado de la Cumbre,Cansa a una criatura sobrekafainada montándola por el vecindario,117,216961,91024,10,87592,0,0
Hogar: Artistas heridos,"Sana artistas heridos que estén visitando el vecindario usando la magia, vendas o la alquimia.",118,217031,91022,25,87592,0,0
Mata enemigos poco comunes: Mecandria,Mata a enemigos poco comunes en Mecandria,120,217061,91023,50,87592,0,0
Misiones diarias: Mecandria,Completa misiones diarias en Mecandria,121,217063,91023,50,87592,0,0
Rey Mecandria,Derrota al Rey Mecandria en Operación: Mecandria,122,217068,91023,50,0,0,0
Unidad de opresión aérea KPU7,Derrota a la unidad de opresión aérea KPU7 en Operación: Mecandria.,123,217070,91023,50,0,0,0
Constructor consumado,Completa proyectos de construcción en Mecandria.,124,217072,91022,25,87592,0,0
Trasteando con el R3Y,Fabrica objetos de manitas de desguace con Pascal-R3Y en Mecandria.,125,217074,91023,50,87592,0,0
Cosecha madera: Mecandria,Cosecha madera en Mecandria.,126,217076,91023,50,87592,0,0
Recoge recursos: Mecandria,"Recoge hierbas, menas, pieles o peces en Mecandria",127,217078,91022,25,87592,0,0
Regicidio oxidado,Derrota al príncipe oxidado en la línea temporal alternativa en Mecandria,128,217082,91023,50,0,0,0
¡Un brindis!,Haz un brindis por la Resistencia de Pernoóxido en Mecandria,129,217084,91024,10,0,0,0
Mata criaturas: Mecandria,Mata criaturas en Mecandria,130,217086,91022,25,87592,0,0
Misión del mundo de duelo de mascotas: Mecandria,Completa una misión del mundo de duelo de mascotas en Mecandria.,131,217484,91022,25,87592,0,0
El rojo corre más,Pinta de otro color tu todoterreno Xiwyllag o tu mecanogato en Mecandria.,132,217486,91023,50,0,0,0
Proyecto de recuperación,Colabora en la reconstrucción y defensa del equipo de recuperación de Mecandria.,133,217489,92099,75,87592,0,0
Hogar: Amabilidad vecinal,Realiza actos útiles y amables en tu vecindario.,134,214565,91023,50,87592,0,0
Hogar: Devuelve mecagallinas perdidas,Encuentra y devuelve gallinas mal calibradas en tu vecindario.,135,217689,92099,75,87592,0,0
Hogar: Transporte mecagnomo,Pon a prueba los propulsores mecagnomos en tu vecindario.,136,217691,91023,50,87592,0,0
Hogar: Chatarra costera,Ayuda a los recicladores a recoger chatarra de las playas de tu vecindario.,137,218132,92099,75,0,0,0
Recoge recursos: Terrallende,"Recoge hierbas, menas, pieles o peces en Terrallende",138,218431,91022,25,87592,0,0
Derrota a Pathaleon el Calculador,Derrota a Pathaleon el Calculador en El Mechanar,139,218435,91023,50,0,0,0
Derrota al disidente de distorsión,Derrota al disidente de distorsión en El Invernáculo,140,218437,91023,50,0,0,0
Derrota al presagista Cieloriss,Derrota al presagista Cieloriss en la mazmorra del Arcatraz.,141,218439,91023,50,0,0,0
Exterminio etéreo,Derrota a miembros de El Etereum y a sus aliados en zonas exteriores de Terrallende,142,218548,91023,50,87592,0,0
Cosecha madera: Midnight,Cosecha madera en zonas de Midnight.,143,219644,91023,50,87592,0,0
Matanza de los Furia del Sol,Derrota a miembros de los Furia del Sol en Tormenta Abisal.,144,220010,91023,50,87592,0,0
No los dejes con las ganas,Completa misiones de ¡Se busca! para el Consorcio en Shattrath.,145,220012,91023,50,87592,0,0
Derrota al príncipe-nexo Shaffar,Derrota al príncipe-nexo Shaffar en la mazmorra de las Tumbas de Maná.,146,220024,91023,50,0,0,0
Derrota a Yor,Derrota a Yor en la mazmorra de las Tumbas de Maná.,147,220026,91739,150,0,0,0
La repetición es la madre del aprendizaje,Completa misiones de reputación para el Consorcio en Terrallende.,148,220115,91022,25,87592,0,0
El filo de la guardia del cielo,"Defiende el asalto de la guardia del cielo en el Alto Bash'ir, en las Montañas Filospada. El asalto comienza cada hora par en la Avanzada de la Guardia del Cielo, en las Montañas Filospada.",149,220183,91739,150,87592,0,0
Capón a Bash'ir,"Derrota a Bash'ir o a uno de sus lugartenientes en el Alto Bash'ir, en las Montañas Filospada.",150,220206,91022,25,87592,0,0
Recoge recursos: Caverna Zaralek,"Recoge hierbas, menas, pieles o peces en la Caverna Zaralek",151,221088,91022,25,87592,0,0
Misiones del mundo: Caverna Zaralek,Completa misiones del mundo en la Caverna Zaralek,152,221096,91023,50,87592,0,0
Investigadores bajo el fuego,Completa el evento Investigadores bajo el fuego en la Caverna Zaralek,153,221098,91023,50,87592,0,0
Derrota a Sarkareth,"Derrota a Sarkareth en Aberrus, el Crisol Ensombrecido",155,221104,91023,50,0,0,0
Duelo de mascotas bajo tierra,Completa una misión del mundo de duelo de mascotas en la Caverna Zaralek con al menos 1 mascota de la familia Elemental,156,221164,91024,10,87592,0,0
La reputación lo es todo,Consigue reputación con los Niffen de Loamm en la Caverna Zaralek,157,221174,91023,50,87592,0,0
Olfatobúsqueda,Despoja cofres mientras exploras cuevas con Myritt en la Caverna Zaralek,158,221179,91023,50,87592,0,0
Como sacarle sangre a una piedra,Comercia con Ponzo para conseguir un mapa de excavación intercambiado y luego úsalo en la Caverna Zaralek,159,221186,91023,50,0,0,0
Vísteme despacio que tengo prisa,"Completa una misión diaria para Briggul en Destellorogg, en la Caverna Zaralek.",160,221188,91022,25,87592,0,0
Mata enemigos poco comunes: Caverna Zaralek,Mata enemigos poco comunes o poco comunes de élite en la Caverna Zaralek,161,221190,91023,50,87592,0,0
Vuelo surcacielos: bajo tierra,Completa carreras de vuelo surcacielos en la Caverna Zaralek,162,221192,91024,10,87592,0,0
"Monedas olorosas, premios fantásticos",Obtén monedas fragantes desenterradas en la Caverna Zaralek,163,221268,91023,50,87592,0,0
Hogar: Plantar incienso,Planta incienso por el vecindario para atraer a las abejas,164,221576,91024,10,87592,0,0
Hogar: Fabricar incienso,Lleva materias primas del vecindario a las cubas móviles de los niffen para fabricar incienso.,165,221584,91024,10,87592,0,0
Hogar: Ayudar a los olfatobuscadores,Sana a los olfatobuscadores niffen de su anosmia en el vecindario.,166,221684,91024,10,87592,0,0
Hogar: Cartacol,Ayuda a Gran Resbalón en la Ciudad a entregar el correo por el vecindario. Habla con Briggul para empezar.,167,221800,91023,50,87592,0,0
Hogar: Polinizar flores,Guía a las abejas para que polinicen flores cerca del centro urbano del vecindario.,168,221878,91024,10,87592,0,0
Hogar: Acrobacias Arcanas,Adéntrate en el Espacio Desvinculado dentro de tu vecindario y alcanza el final del circuito del último arquitecto adjunto. Esta tarea se puede completar una vez cada día.,169,221930,92099,75,87592,0,0
"Hogar: No es que esté perdido en fase, es que estoy en fase de encontrarlo",Adéntrate en el Espacio Desvinculado dentro de tu vecindario y ayuda a tus vecinos a encontrar y devolver los objetos perdidos de los lugareños.,170,221932,91022,25,87592,0,0
Hogar: Dejar una señal,Activa un vínculo desvinculado o utiliza un atajo perdido en fase en tu vecindario.,171,222537,91022,25,0,0,0
Hogar: Tripropulsión,Pon a prueba los propulsores mecagnomos tres veces seguidas sin tocar el suelo en tu vecindario.,172,222540,92099,75,0,0,0
Cosecha madera: Terrallende,Cosecha madera en zonas de Terrallende.,173,222672,91023,50,87592,0,0
Buceador abisal,Completa eventos de Pescador del abismo en Zul'Aman.,174,212255,91024,10,0,0,0
Niffen de prueba de tigre,Niffen de prueba de tigre,190,223750,0,10,0,0,0
