ID,Text_lang,RelationshipFlags,EmotesTextID
65,%s se da un coscorrón. ¡Ay!,4,13
66,Te das un coscorrón. ¡Ay!,6,13
67,%s se da un coscorrón. ¡Ay!,12,13
68,%s se aburre muchísimo con %s.,0,14
69,%s se aburre muchísimo contigo.,1,14
70,Te aburres muchísimo con %s.,2,14
71,%s siente un profundo aburrimiento. ¡Qué monotonía!,4,14
72,Sientes un profundo aburrimiento. ¡Qué monotonía!,6,14
73,%s salta como un canguro frente a %s.,0,15
74,%s salta como un canguro frente a ti.,1,15
75,Saltas como un canguro frente a %s.,2,15
76,%s salta como un canguro.,4,15
77,Saltas como un canguro.,6,15
78,"%s vuelve enseguida. A esperar, %s.",0,16
79,%s vuelve enseguida. A esperar.,1,16
80,Informas a %s de que vuelves enseguida.,2,16
81,%s vuelve enseguida.,4,16
82,Indicas a todos que vuelves enseguida.,6,16
83,%s se inclina ante %s.,0,17
84,%s se inclina ante ti.,1,17
85,Te inclinas ante %s.,2,17
86,%s se inclina con gracia.,4,17
87,Te inclinas con gracia.,6,17
91,%s eructa a lo bestia.,4,18
92,Eructas a lo bestia.,6,18
93,%s se despide de %s con la mano. ¡Adiós!,0,19
94,%s se despide de ti con la mano. ¡Adiós!,1,19
95,Te despides de %s con la mano. ¡Adiós!,2,19
96,%s se despide de todos con la mano. ¡Adiós!,4,19
97,Te despides de todos con la mano. ¡Adiós!,6,19
98,%s se pone a hablar sin parar con %s.,0,20
99,%s se pone a hablar sin parar contigo.,1,20
100,Te pones a hablar sin parar con %s.,2,20
101,%s se pone a hablar del asunto sin parar.,4,20
102,Te partes de risa ante la situación.,6,20
103,%s da ánimos a %s.,0,21
104,%s te da ánimos.,1,21
105,Das ánimos a %s.,2,21
106,%s da ánimos.,4,21
107,¡Hurra!,6,21
108,%s se pavonea alrededor de %s batiendo los brazos como si fuesen alas. ¡Gallina!,0,22
109,%s se pavonea a tu alrededor batiendo los brazos como si fuesen alas. ¡Gallina!,1,22
110,Te pavoneas alrededor de %s batiendo los brazos como si fuesen alas. ¡Gallina!,2,22
111,%s se pavonea batiendo los brazos como si fuesen alas. ¡Gallina!,4,22
112,Te pavoneas batiendo los brazos como si fuesen alas. ¡Gallina!,6,22
113,%s se ríe de %s.,0,23
114,%s se ríe de ti.,1,23
115,Te ríes de %s.,2,23
116,%s suelta una sonora carcajada.,4,23
117,Sueltas una sonora carcajada.,6,23
118,%s aplaude con emoción a %s.,0,24
119,%s te aplaude con emoción.,1,24
120,Aplaudes con emoción a %s.,2,24
121,%s aplaude con emoción.,4,24
122,Aplaudes con emoción.,6,24
123,%s observa a %s con confusión.,0,25
124,%s te observa con confusión.,1,25
125,Observas a %s con confusión.,2,25
126,La confusión de %s es total.,4,25
127,Tu confusión es total.,6,25
128,%s felicita a %s.,0,26
129,%s te felicita.,1,26
130,Felicitas a %s.,2,26
131,%s felicita a todo el mundo.,4,26
132,Felicitas a todos a tu alrededor.,6,26
133,%s tose violentamente.,0,27
134,%s tose violentamente.,1,27
135,Toses violentamente.,2,27
136,%s tose violentamente.,4,27
137,Toses violentamente.,6,27
138,%s se encoge de miedo al ver a %s.,0,28
139,%s se encoge de miedo al verte.,1,28
140,Te encoges del miedo al ver a %s.,2,28
141,%s se encoge del miedo.,4,28
142,Te encoges del miedo.,6,28
143,%s se cruje los nudillos mientras mira a %s.,0,29
144,%s se cruje los nudillos mientras te mira.,1,29
145,Te crujes los nudillos mientras miras a %s.,2,29
146,%s se cruje los nudillos.,4,29
147,Te crujes los nudillos.,6,29
148,%s se cruje los nudillos mientras mira a %s.,8,29
149,%s se cruje los nudillos mientras te mira.,9,29
150,%s se cruje los nudillos.,12,29
151,%s se achanta del miedo ante %s.,0,30
152,%s se achanta del miedo ante ti.,1,30
153,Te achantas del miedo ante %s.,2,30
154,%s se achanta del miedo.,4,30
155,Te achantas del miedo.,6,30
156,%s llora en el hombro de %s.,0,31
157,%s llora en tu hombro.,1,31
158,Lloras en el hombro de %s.,2,31
159,%s llora.,4,31
160,Lloras.,6,31
161,%s siente curiosidad por lo que está haciendo %s.,0,32
162,%s siente curiosidad por lo que estás haciendo.,1,32
163,Sientes curiosidad por lo que está haciendo %s.,2,32
164,%s manifiesta su curiosidad a todos.,4,32
165,Manifiestas tu curiosidad a todos.,6,32
166,%s manifiesta su curiosidad a todos.,12,32
167,%s hace una reverencia a %s.,0,33
168,%s te hace una reverencia.,1,33
169,Haces una reverencia a %s.,2,33
170,%s hace una reverencia.,4,33
171,Haces una reverencia.,6,33
172,%s baila con %s.,0,34
173,%s baila contigo.,1,34
174,Bailas con %s.,2,34
175,%s se pone a bailar.,4,34
176,Te pones a bailar.,6,34
177,%s brinda por %s. ¡Salud!,0,35
178,%s brinda por ti. ¡Salud!,1,35
179,Brindas por %s. ¡Salud!,2,35
180,%s brinda antes de beber. ¡Salud!,4,35
181,Brindas antes de beber. ¡Salud!,6,35
182,Una gota de baba cae de los labios de %s.,0,36
183,Una gota de baba cae de los labios de %s.,1,36
184,Una gota de baba cae de tus labios.,2,36
185,Una gota de baba cae de los labios de %s.,4,36
186,Una gota de baba cae de tus labios.,6,36
187,%s se pone a comer frente a %s.,0,37
188,%s se pone a comer víveres frente a ti.,1,37
189,Te pones a comer frente a %s.,2,37
190,%s se pone a comer.,4,37
191,Te pones a comer.,6,37
192,%s observa a %s de arriba a abajo.,0,38
193,%s te observa de arriba a abajo.,1,38
194,Observas a %s de arriba a abajo.,2,38
195,%s te mira poniendo los ojos bizcos.,4,38
196,Pones los ojos bizcos.,6,38
197,%s suelta un pedo enorme. Puaj... ¡Qué peste!,0,39
198,%s suelta un pedo enorme. Puaj... ¡Qué peste!,1,39
199,Sueltas un pedo enorme. Puaj... ¡Qué peste!,2,39
200,%s suelta un pedo enorme. Puaj... ¡Qué peste!,4,39
201,Sueltas un pedo enorme. Puaj... ¡Qué peste!,6,39
202,%s se impacienta esperando a %s.,0,40
203,%s se impacienta esperándote.,1,40
204,Te impacientas esperando a %s.,2,40
205,%s se inquieta.,4,40
206,Te inquietas.,6,40
207,%s saca músculo ante %s. ¡Qué cachas!,0,41
208,%s saca músculo ante ti. ¡Qué cachas!,1,41
209,Sacas músculo ante %s. ¡Qué cachas!,2,41
210,%s saca músculo. ¡Qué cachas!,4,41
211,Sacas músculo. ¡Qué cachas!,6,41
212,%s saca músculo. ¡Qué cachas!,12,41
213,%s frunce el ceño ante %s con profunda decepción.,0,42
214,%s frunce el ceño ante ti con profunda decepción.,1,42
215,Frunces el ceño ante %s con profunda decepción.,2,42
216,%s frunce el ceño.,4,42
217,Frunces el ceño.,6,42
218,%s se asombra de %s.,0,43
219,%s se asombra de ti.,1,43
220,Te asombras de %s.,2,43
221,%s se asombra.,4,43
222,Te asombras.,6,43
223,%s observa a %s con nostalgia.,0,44
224,%s te observa con nostalgia.,1,44
225,Observas a %s con nostalgia.,2,44
226,La mirada de %s se pierde en el infinito.,4,44
227,Tu mirada se pierde en el infinito.,6,44
228,%s suelta una risilla a %s.,0,45
229,%s te suelta una risilla.,1,45
230,Sueltas una risilla a %s.,2,45
231,%s suelta una risilla.,4,45
232,Sueltas una risilla.,6,45
233,%s mira con furia a %s.,0,46
234,%s te mira con furia.,1,46
235,Miras con furia a %s.,2,46
236,%s mira con furia.,4,46
237,Miras con furia.,6,46
238,%s se regodea en la mala suerte de %s.,0,47
239,%s se regodea en tu mala suerte.,1,47
240,Te regodeas en la mala suerte de %s.,2,47
241,%s se regodea en la mala suerte de todos.,4,47
242,Te regodeas en la mala suerte de todos.,6,47
243,%s saluda calurosamente a %s.,0,48
244,%s te saluda calurosamente.,1,48
245,Saludas calurosamente a %s.,2,48
246,%s saluda calurosamente a todos.,4,48
247,Saludas calurosamente a todos.,6,48
248,%s sonríe con malicia a %s.,0,49
249,%s te sonríe con malicia.,1,49
250,Sonríes con malicia a %s.,2,49
251,%s sonríe con malicia.,4,49
252,Sonríes con malicia.,6,49
253,%s observa a %s y gruñe de dolor.,0,50
254,%s te observa y gruñe de dolor.,1,50
255,Observas a %s y gruñes de dolor.,2,50
256,%s comienza a gruñir de dolor.,4,50
257,Comienzas a gruñir de dolor.,6,50
258,%s se postra ante %s cual vasallo sumiso.,0,51
259,%s se postra ante ti cual vasallo sumiso.,1,51
260,Te postras ante %s cual vasallo sumiso.,2,51
261,%s se arrastra por el suelo cual gusano sumiso.,4,51
262,Te arrastras por el suelo cual gusano sumiso.,6,51
263,%s echa un ojo a %s y suelta una carcajada.,0,52
264,%s te mira y suelta una carcajada.,1,52
265,Miras a %s y sueltas una carcajada.,2,52
266,%s suelta una escandalosa carcajada.,4,52
267,Sueltas una escandalosa carcajada.,6,52
268,%s saluda a %s.,0,53
269,%s te saluda.,1,53
270,Saludas a %s.,2,53
271,%s saluda a todos los presentes.,4,53
272,Saludas a todos los presentes.,6,53
273,%s saluda a todos los presentes.,12,53
274,%s está muy feliz con %s.,0,54
275,%s está muy feliz contigo.,1,54
276,Estás muy feliz con %s.,2,54
277,%s está que salta de alegría.,4,54
278,Estás que saltas de alegría.,6,54
279,%s dice hola cordialmente a %s.,0,55
280,%s te dice hola cordialmente.,1,55
281,Dices hola cordialmente a %s.,2,55
282,%s dice hola cordialmente a todo el mundo.,4,55
283,Dices hola cordialmente a todo el mundo.,6,55
284,%s abraza a %s.,0,56
285,%s te abraza.,1,56
286,Abrazas a %s.,2,56
287,%s necesita un abrazo.,4,56
288,¡Necesitas un abrazo!,6,56
289,%s tiene hambre. Quizás %s tenga algo de comer...,0,57
290,%s tiene hambre. Quizás tengas algo de comer...,1,57
291,Tienes hambre. Quizás %s tenga algo de comer...,2,57
292,¡%s tiene hambre!,4,57
293,¡Tienes hambre!,6,57
294,%s tira un beso a %s.,0,58
295,%s te tira un beso.,1,58
296,Le tiras un beso a %s.,2,58
297,%s tira un beso al aire.,4,58
298,Tiras un beso al aire.,6,58
299,%s se arrodilla ante %s.,0,59
300,%s se arrodilla ante ti.,1,59
301,Te arrodillas ante %s.,2,59
302,%s se arrodilla.,4,59
303,Te arrodillas.,6,59
304,%s se ríe de %s.,0,60
305,%s se ríe de ti.,1,60
306,Te ríes de %s.,2,60
307,%s se ríe.,4,60
308,Te ríes.,6,60
309,%s se tumba ante %s.,0,61
310,%s se tumba ante ti.,1,61
311,Te tumbas ante %s.,2,61
312,%s se tumba.,4,61
313,Te tumbas.,6,61
314,%s le da un masaje en los hombros a %s.,0,62
315,%s te da un masaje en los hombros.,1,62
316,Le das un masaje en los hombros a %s.,2,62
317,%s necesita que le den un masaje.,4,62
318,Necesitas que te den un masaje.,6,62
319,,0,63
320,,1,63
321,,2,63
322,,4,63
323,,6,63
324,%s se baja los pantalones y les hace un calvo a todos.,0,64
325,%s se baja los pantalones y les hace un calvo a todos.,1,64
326,Te bajas los pantalones y les haces un calvo a todos.,2,64
327,%s se baja los pantalones y le hace un calvo a todos.,4,64
328,Te bajas los pantalones y le haces un calvo a todos.,6,64
329,%s se baja los pantalones y les hace un calvo a todos.,8,64
330,%s se baja los pantalones y les hace un calvo a todos.,9,64
331,%s se baja los pantalones y le hace un calvo a todos.,12,64
332,"En una calma contemplativa, %s lamenta la muerte de %s.",0,65
333,"En una calma contemplativa, %s lamenta tu muerte.",1,65
334,"En una calma contemplativa, lamentas la muerte de %s.",2,65
335,"En una calma contemplativa, %s lamenta la pérdida de los que ya no están.",4,65
336,"En una calma contemplativa, lamentas la pérdida de los que ya no están.",6,65
337,%s le dice que NO a %s. Ni por todo el oro del mundo.,0,66
338,%s te dice que NO. Ni por todo el oro del mundo.,1,66
339,Le dices que NO a %s. Ni por todo el oro del mundo.,2,66
340,%s dice claramente que NO.,4,66
341,Dices claramente que NO.,6,66
342,%s asiente ante %s.,0,67
343,%s asiente.,1,67
344,Asientes ante %s.,2,67
345,%s asiente.,4,67
346,Asientes.,6,67
347,%s se saca un moco y se lo muestra a %s.,0,68
348,%s se saca un moco y te lo muestra.,1,68
349,Te sacas un moco y se lo muestras a %s.,2,68
350,%s se divierte sacándose los mocos.,4,68
351,"Te entretienes hurgando en tu nariz, en busca del moco perdido.",6,68
352,%s se saca un moco y se lo muestra a %s.,8,68
353,%s se saca un moco y te lo muestra.,9,68
354,%s echa un ojo a %s y siente miedo.,0,69
355,%s te echa un ojo y siente miedo.,1,69
356,Echas un ojo a %s y sientes miedo.,2,69
357,A %s le entra el pánico y corre frenéticamente.,4,69
358,Te entra el pánico y corres frenéticamente.,6,69
359,"%s observa a %s, como si buscase algo.",0,70
360,"%s te observa, como si buscase algo.",1,70
361,"Observas a %s, como si buscases algo.",2,70
362,"%s observa a su alrededor, como si buscase algo.",4,70
363,"Observas a tu alrededor, como si buscases algo.",6,70
364,%s suplica a %s.,0,71
365,%s te suplica.,1,71
366,Suplicas a %s.,2,71
367,%s se arrodilla y suplica con desesperación.,4,71
368,Te arrodillas y suplicas con desesperación.,6,71
369,%s se arrodilla y suplica con desesperación.,12,71
370,%s señala a %s.,0,72
371,%s te señala.,1,72
372,Señalas a %s.,2,72
373,%s señala... ¡por allá!,4,72
374,Señalas con el dedo... ¡por allá!,6,72
375,%s da un toque a %s. ¡Eh!,0,73
376,%s te da un toque. ¡Eh!,1,73
377,Le das un toque a %s. ¡Eh!,2,73
378,%s se golpea la barriga y se ríe.,4,73
379,Te golpeas la barriga y te ríes.,6,73
380,%s se golpea la barriga y se ríe.,12,73
381,%s reza una oración por %s.,0,74
382,%s reza una oración por ti.,1,74
383,Rezas una oración por %s.,2,74
384,%s reza a los dioses.,4,74
385,Rezas a los dioses.,6,74
386,%s ruge con energía salvaje ante %s. ¡Qué fiera!,0,75
387,%s ruge con energía salvaje ante ti. ¡Qué fiera!,1,75
388,Ruges con energía salvaje ante %s. ¡Qué fiera!,2,75
389,%s ruge con energía salvaje. ¡Qué fiera!,4,75
390,Ruges con energía salvaje. ¡Qué fiera!,6,75
391,%s se parte el culo de risa de %s.,0,76
392,%s se parte el culo de risa de ti.,1,76
393,Te partes el culo de risa de %s.,2,76
394,%s se parte el culo de risa.,4,76
395,Te partes el culo de risa.,6,76
396,%s hace un gesto obsceno a %s.,0,77
397,%s te hace un gesto obsceno.,1,77
398,Haces un gesto obsceno a %s.,2,77
399,%s hace un gesto obsceno.,4,77
400,Haces un gesto obsceno.,6,77
401,%s saluda a %s con respeto.,0,78
402,%s te saluda con respeto.,1,78
403,Saludas a %s con respeto.,2,78
404,%s se pone firme y saluda.,4,78
405,Te pones en posición de firme y saludas.,6,78
406,%s araña a %s. ¡Momento felino!,0,79
407,%s te araña. ¡Momento felino!,1,79
408,Arañas a %s. ¡Momento felino!,2,79
409,"%s se rasca. ¡Uf, qué gusto!",4,79
410,"Te rascas. ¡Uf, qué gusto!",6,79
411,"%s se rasca. ¡Uf, qué gusto!",12,79
412,%s cree que %s es sexy.,0,80
413,%s cree que eres sexy.,1,80
414,Crees que %s es sexy.,2,80
415,%s está demasiado sexy con esa túnica... Le duele la cara de ser tan sexy.,4,80
416,Estás demasiado sexy con esa túnica... Te duele la cara de ser tan sexy.,6,80
417,%s está demasiado sexy con esa túnica... Le duele la cara de ser tan sexy.,12,80
418,,0,81
419,,1,81
420,,2,81
421,,4,81
422,,6,81
423,,8,81
424,,9,81
425,,12,81
426,%s grita a %s.,0,82
427,%s te grita.,1,82
428,Gritas a %s.,2,82
429,%s grita.,4,82
430,Gritas.,6,82
431,%s se encoge de hombros ante %s. ¿Quién sabe?,0,83
432,%s se encoge los hombros ante ti. ¿Quién sabe?,1,83
433,Te encoges de hombros ante %s. ¿Quién sabe?,2,83
434,%s se encoge de hombros. ¿Quién sabe?,4,83
435,Te encoges de hombros. ¿Quién sabe?,6,83
436,%s sonríe con timidez a %s.,0,84
437,%s te sonríe con timidez.,1,84
438,Sonríes con timidez a %s.,2,84
439,%s sonríe con timidez.,4,84
440,Sonríes con timidez.,6,84
441,%s suspira ante %s.,0,85
442,%s suspira ante ti.,1,85
443,Suspiras ante %s.,2,85
444,%s suspira lenta y apaciblemente.,4,85
445,Suspiras lenta y apaciblemente.,6,85
446,,4,86
447,,6,86
448,%s cae en un sueño profundo. Zzz.,4,87
449,Caes en un sueño profundo. Zzz.,6,87
450,%s muestra los dientes y gruñe a %s.,0,88
451,%s muestra los dientes y te gruñe.,1,88
452,Muestras los dientes y gruñes a %s.,2,88
453,%s muestra los dientes y gruñe.,4,88
454,Muestras los dientes y gruñes.,6,88
455,%s muestra los dientes y gruñe a %s.,8,88
456,%s muestra los dientes y te gruñe.,9,88
457,%s muestra los dientes y gruñe.,12,88
458,,0,89
459,,1,89
460,,2,89
461,%s suelta un gapo.,4,89
462,Sueltas un gapo.,6,89
463,%s le clava la mirada a %s.,0,90
464,%s te clava la mirada.,1,90
465,Le clavas la mirada a %s.,2,90
466,%s observa el horizonte.,4,90
467,Observas el horizonte.,6,90
468,%s se sorprende por la forma de actuar de %s.,0,91
469,%s se sorprende por tu forma de actuar.,1,91
470,Te sorprendes por la forma de actuar de %s.,2,91
471,%s expresa su sorpresa.,4,91
472,¡Qué sorpresa!,6,91
473,%s se rinde ante %s. Así es la agonía de la derrota...,0,92
474,%s se rinde ante ti. Así es la agonía de la derrota...,1,92
475,Te rindes ante %s. Así es la agonía de la derrota...,2,92
476,%s se rinde ante sus oponentes.,4,92
477,Te rindes ante tus oponentes.,6,92
478,%s se rinde ante sus oponentes.,12,92
479,%s quiere solucionar sus problemas con %s.,0,93
480,%s quiere solucionar sus problemas contigo.,1,93
481,Quieres solucionar tus problemas con %s.,2,93
482,"%s habla para sí, ya que nadie más parece interesado en su conversación.",4,93
483,"Hablas para ti, ya que nadie parece interesado en tu conversación.",6,93
484,"%s habla para sí, ya que nadie más parece interesado en su conversación.",12,93
485,%s habla como un loro con %s.,0,94
486,%s te habla como un loro.,1,94
487,Hablas como un loro con %s.,2,94
488,%s habla como un loro con todos.,4,94
489,Hablas como un loro con todos.,6,94
490,%s interroga a %s.,0,95
491,%s te interroga.,1,95
492,Interrogas a %s.,2,95
493,%s se pregunta sobre el sentido de la vida.,4,95
494,Te preguntas sobre el sentido de la vida.,6,95
495,%s espera con impaciencia a %s.,0,96
496,%s te espera con impaciencia.,1,96
497,Esperas con impaciencia a %s.,2,96
498,%s espera con impaciencia. ¡Date prisa!,4,96
499,Esperas con impaciencia. ¡Date prisa!,6,96
500,%s espera con impaciencia a %s.,8,96
501,%s te espera con impaciencia.,9,96
502,%s espera con impaciencia. ¡Date prisa!,12,96
503,%s da las gracias a %s.,0,97
504,%s te da las gracias.,1,97
505,Das las gracias a %s.,2,97
506,%s da las gracias a todos.,4,97
507,Das las gracias a todos a tu alrededor.,6,97
508,%s amenaza a %s con la ira de los dioses.,0,98
509,%s te amenaza con la ira de los dioses.,1,98
510,Amenazas a %s con la ira de los dioses.,2,98
511,%s amenaza a todos con la ira de los dioses.,4,98
512,Amenazas a todos con la ira de los dioses.,6,98
513,%s hace saber a %s que siente cansancio.,0,99
514,%s te hace saber que siente cansancio.,1,99
515,Haces saber a %s que sientes cansancio.,2,99
516,%s hace saber a todos que siente cansancio.,4,99
517,Haces saber a todos que sientes cansancio.,6,99
518,%s hace saber a %s que siente cansancio.,8,99
519,%s te hace saber que siente cansancio.,9,99
520,%s hace saber a todos que siente cansancio.,12,99
521,%s festeja la victoria con %s.,0,100
522,%s festeja la victoria contigo.,1,100
523,Festejas la victoria con %s.,2,100
524,%s festeja la victoria.,4,100
525,Festejas la victoria.,6,100
526,%s saluda con la mano a %s.,0,101
527,%s te saluda con la mano.,1,101
528,Saludas con la mano a %s.,2,101
529,%s saluda con la mano.,4,101
530,Saludas con la mano.,6,101
531,%s dice de nada a %s.,0,102
532,%s te dice de nada.,1,102
533,Das la bienvenida a %s.,2,102
534,%s dice de nada a todos.,4,102
535,Das la bienvenida a todos.,6,102
536,%s llora patéticamente ante %s.,0,103
537,%s llora patéticamente ante ti.,1,103
538,Lloras patéticamente ante %s.,2,103
539,%s llora patéticamente.,4,103
540,Lloras patéticamente.,6,103
541,%s pega un fuerte silbido.,0,104
542,%s pega un fuerte silbido.,1,104
543,Pegas un fuerte silbido.,2,104
544,%s pega un fuerte silbido.,4,104
545,Pegas un fuerte silbido.,6,104
546,%s trabaja con %s.,0,105
547,%s trabaja contigo.,1,105
548,Trabajas con %s.,2,105
549,%s se pone manos a la obra.,4,105
550,Te pones manos a la obra.,6,105
551,%s bosteza con pereza en la cara de %s.,0,106
552,%s te bosteza con pereza en la cara.,1,106
553,Bostezas con pereza en la cara de %s.,2,106
554,%s bosteza con pereza.,4,106
555,Bostezas con pereza.,6,106
556,%s alucina con %s.,0,107
557,%s alucina contigo.,1,107
558,Alucinas con %s.,2,107
559,%s alucina con la situación.,4,107
560,Alucinas con la situación.,6,107
561,%s intenta calmar a %s.,0,108
562,%s intenta calmarte.,1,108
563,Intentas calmar a %s.,2,108
564,%s conserva la calma.,4,108
565,Conservas la calma.,6,108
566,%s le dice a %s que tiene frío.,0,109
567,%s te dice que tiene frío.,1,109
568,Le dices a %s que tienes frío.,2,109
569,%s dice a todos que tiene frío.,4,109
570,Dices a todos que tienes frío.,6,109
571,%s le dice a %s que tiene frío.,8,109
572,%s te dice que tiene frío.,9,109
573,%s dice a todos que tiene frío.,12,109
574,%s consuela a %s.,0,110
575,%s te consuela.,1,110
576,Consuelas a %s.,2,110
577,%s necesita consuelo.,4,110
578,Necesitas consuelo.,6,110
579,%s se acurruca contra %s.,0,111
580,%s se acurruca contra ti.,1,111
581,Te acurrucas contra %s.,2,111
582,%s necesita mimos.,4,111
583,Necesitas que te mimen.,6,111
584,%s se agacha detrás de %s.,0,112
585,%s se agacha detrás de ti.,1,112
586,Te agachas detrás de %s.,2,112
587,%s se agacha para cubrirse.,4,112
588,Te agachas para cubrirte.,6,112
589,%s cree que %s es un hijo de ogra.,0,113
590,%s cree que eres un hijo de ogra.,1,113
591,Crees que %s es un hijo de ogra.,2,113
592,%s cree que todos a su alrededor son unos hijos de ogra.,4,113
593,Piensas que todos a tu alrededor son unos hijos de ogra.,6,113
594,%s piensa que todos a su alrededor son unos hijos de ogra.,12,113
595,%s se presenta a %s.,0,114
596,%s se te presenta.,1,114
597,Te presentas a %s.,2,114
598,%s se presenta a todos.,4,114
599,Te presentas a todos.,6,114
600,%s se presenta a %s.,8,114
601,%s se presenta.,9,114
602,%s se presenta a todos.,12,114
603,%s le dice a %s que solo bromeaba.,0,115
604,%s te dice que solo bromeaba.,1,115
605,Le dices a %s que solo bromeabas.,2,115
606,¡%s solo estaba bromeando!,4,115
607,¡Solo bromeabas!,6,115
608,%s le dice a %s que solo bromeaba.,8,115
609,%s te dice que solo bromeaba.,9,115
610,%s lame a %s.,0,116
611,%s te lame.,1,116
612,Lames a %s.,2,116
613,%s se lame los labios.,4,116
614,Te lames los labios.,6,116
615,%s se lame los labios.,12,116
616,%s escucha atentamente a %s.,0,117
617,%s te escucha atentamente.,1,117
618,Escuchas atentamente a %s.,2,117
619,%s está escuchando.,4,117
620,¡Estás escuchando!,6,117
621,%s le dice a %s que no tiene ni idea de dónde está.,0,118
622,%s te dice que no tiene ni idea de dónde está.,1,118
623,Le dices a %s que no tienes ni idea de dónde estás.,2,118
624,%s no tiene ni idea de dónde está.,4,118
625,No tienes ni idea de dónde estás.,6,118
626,%s le dice a %s que no tiene ni idea de dónde está.,8,118
627,%s te dice que no tiene ni idea de dónde está.,9,118
628,%s se burla de la insensatez de %s.,0,119
629,%s se burla de tu insensatez.,1,119
630,Te burlas de la insensatez de %s.,2,119
631,%s se burla de la vida y de todo lo que conlleva.,4,119
632,Te burlas de la vida y de todo lo que conlleva.,6,119
633,%s reflexiona sobre el comportamiento de %s.,0,120
634,%s reflexiona sobre tu comportamiento.,1,120
635,Reflexionas sobre el comportamiento de %s.,2,120
636,%s reflexiona sobre la situación.,4,120
637,Reflexionas sobre la situación.,6,120
638,%s se lanza hacia %s.,0,121
639,%s se lanza hacia ti.,1,121
640,Te lanzas hacia %s.,2,121
641,%s se abalanza súbitamente desde las sombras.,4,121
642,Te abalanzas súbitamente desde las sombras.,6,121
643,%s siente admiración por %s.,0,122
644,%s siente admiración por ti.,1,122
645,Sientes admiración por %s.,2,122
646,%s hace una alabanza a la Luz.,4,122
647,¡Alabada sea la Luz!,6,122
648,%s ronronea por %s.,0,123
649,%s ronronea por ti.,1,123
650,Ronroneas a %s.,2,123
651,%s ronronea como un gatito.,4,123
652,Ronroneas como un gatito.,6,123
653,%s siente desconcierto ante %s.,0,124
654,Has desconcertado a %s. ¿Qué haces?,1,124
655,Sientes desconcierto ante %s.,2,124
656,%s siente desconcierto. ¿Qué pasa?,4,124
657,Sientes desconcierto. ¿Qué pasa?,6,124
658,%s mira a %s y levanta la mano.,0,125
659,%s te mira y levanta la mano.,1,125
660,Miras a %s y levantas la mano.,2,125
661,%s levanta la mano.,4,125
662,Levantas la mano.,6,125
663,%s mira a %s y levanta la mano.,8,125
