String_lang,ID,Flags
"La Tejedora debe considerarte un ""Conspirador"".",1015,1
"El visir debe considerarte un ""Conocido"".",1016,1
"El visir debe considerarte un ""Compinche"".",1017,1
"El visir debe considerarte un ""Cómplice"".",1018,1
"El visir debe considerarte un ""Colaborador"".",1019,1
"El visir debe considerarte un ""Accesorio"".",1020,1
"El visir debe considerarte un ""Encubridor"".",1021,1
"El visir debe considerarte un ""Conspirador"".",1022,1
"El visir debe considerarte una ""Eminencia"".",1023,1
"El general debe considerarte una ""Eminencia"".",1024,1
Debes comprar más atronares.,1025,1
Requiere el talento $@spellname120517.,1026,0
Requiere el talento $@spellname73325.,1027,0
Requiere el talento $@spellname121536.,1028,0
Requiere el talento $@spellname374348.,1029,0
Requiere el talento $@spellname367226.,1030,0
Requiere el talento $@spellname370553.,1031,0
Requiere el talento $@spellname6343.,1032,0
Requiere el talento $@spellname46968.,1033,0
Requiere el talento $@spellname29725.,1034,0
Requiere el talento $@spellname227847.,1036,0
Requiere el talento $@spellname265187.,1037,0
Requiere el talento $@spellname1122.,1038,0
Requiere el talento $@spellname108558.,1039,0
Requiere el talento $@spellname386997.,1041,0
Requiere el talento $@spellname375982.,1042,0
Requiere los talentos $@spellname200071 o $@spellname73685.,1043,0
Requiere el talento $@spellname51564.,1044,0
Requiere el talento $@spellname79206.,1045,0
Requiere el talento $@spellname210689.,1046,0
Requiere los talentos $@spellname6343 y $@spellname107574.,1047,0
Requiere el talento $@spellname108416.,1049,0
Requiere el talento $@spellname107570.,1050,0
Requiere el talento $@spellname3411.,1051,0
Requiere el talento $@spellname268358.,1052,0
Requiere el talento $@spellname4584.,1053,0
Requiere el talento $@spellname106898.,1054,0
Requiere el talento $@spellname274837.,1055,0
Requiere el talento $@spellname80313.,1056,0
Requiere los talentos $@spellname202770 o $@spellname274281.,1057,0
Requiere el talento $@spellname204066.,1058,0
Requiere el talento $@spellname203964.,1059,0
Requiere el talento $@spellname102401.,1060,0
Requiere el talento $@spellname205636.,1061,0
Requiere el talento $@spellname102693.,1062,0
Requiere el talento $@spellname392356.,1063,0
Requiere los talentos $@spellname390378 o $@spellname450184.,1064,0
Requiere el talento $@spellname102793.,1065,0
Requiere el talento $@spellname194878.,1066,0
Requiere el talento $@spellname279302.,1067,0
Requiere el talento $@spellname42650.,1068,0
Requiere el talento $@spellname232893.,1070,0
Requiere el talento $@spellname179057.,1071,0
Requiere el talento $@spellname360194.,1072,0
Requiere el talento $@spellname382245.,1073,0
Requiere el talento $@spellname57934.,1074,0
Requiere el talento $@spellname381988.,1075,0
Requiere el talento $@spellname359844.,1076,0
Requiere el talento $@spellname288613.,1077,0
Requiere el talento $@spellname19574.,1078,0
Requiere el talento $@spellname360952.,1079,0
Requiere el talento $@spellname153561.,1080,0
Requiere el talento $@spellname153595.,1081,0
Requiere el talento $@spellname342245.,1082,0
Requiere el talento $@spellname389713.,1083,0
Requiere el talento $@spellname382440.,1084,0
Requiere el talento $@spellname55342.,1085,0
Requiere el talento $@spellname365350.,1086,0
Requiere el talento $@spellname12472.,1087,0
Requiere el talento $@spellname190319.,1088,0
Requiere el talento $@spellname384581.,1089,0
Requiere el talento $@spellname2948.,1090,0
Requiere el talento $@spellname157980.,1091,0
Requires $@spellname399491 talent,1092,0
Requires $@spellname388917 talent,1093,0
Requires $@spellname322118 talent or $@spellname325197 talent,1094,0
Requires $@spellname123904 talent,1095,0
Requires $@spellname457397 talent,1096,0
Requires $@spellname451505 talent,1097,0
Requires $@spellname388193 talent,1098,0
Requires $@spellname322507 talent,1099,0
Requires $@spellname123986 talent or $@spellname450391 talent,1100,0
Requires $@spellname116841 talent,1101,0
Requires $@spellname255937 talent,1102,0
Requires $@spellname114165 talent or $@spellname148039 talent,1103,0
Requires $@spellname384376 talent,1104,0
Requires $@spellname53595 talent or $@spellname204019 talent,1105,0
Requires $@spellname387174 talent,1106,0
Requires $@spellname375576 talent,1107,0
Requires $@spellname6940 talent,1108,0
Requires $@spellname190784 talent,1109,0
