ID,Description_lang,OrderIndex,ProfTraitTreeID
53,Aumentas tus probabilidades de éxito en la experimentación con pociones.,0,58
54,Aumentas tu velocidad de fabricación al fabricar todas las recetas de herrería.,2,169
55,Aumentas la cantidad de hierbas que encuentras al recolectar.,2,236
56,Aumentas la cantidad de mineral que encuentras al minar.,2,212
57,Aumentas la duración de las ampollas que utilizas.,1,84
58,Aumentas la efectividad de la sutileza mientras recolectas hierbas.,3,236
59,Aumentas la efectividad de la inventiva y el ingenio con todas las fórmulas.,3,245
60,Aumentas la efectividad de la inventiva y el ingenio con todos los patrones.,3,135
61,Aumentas la efectividad de la inventiva y el ingenio con todas las recetas.,1,160
62,Aumentas la efectividad de la inventiva y el ingenio con todas las recetas.,1,169
63,Aumentas la efectividad de la inventiva y el ingenio con todas las técnicas.,3,147
64,"Aumentas tu destreza, tu sutileza y tu percepción mientras recolectas depósitos elementales.",3,213
65,"Aumentas tu destreza, tu sutileza y tu percepción mientras recolectas hierbas elementales.",3,234
66,"Aumentas tu destreza, tu sutileza y tu percepción mientras recolectas hierbas.",2,235
67,"Aumentas tu destreza, tu sutileza y tu percepción al extraer mineral.",2,211
68,"Aumentas tu destreza, tu sutileza y tu percepción mientras desuellas.",2,143
69,"Aumentas tu destreza, tu sutileza y tu percepción mientras desuellas.",2,145
70,"Aumentas tus capacidades de desencantamiento, lo que te permite obtener en ocasiones componentes adicionales.",1,244
71,"Aumentas tu percepción, lo que te ayuda a recolectar materiales poco comunes.",3,144
72,"Imbuyes un cebo de poder elemental, lo que te permite recolectar elementos reanimadores.",1,145
73,Inventas una variedad de juguetes para entreteneros a ti y a tus amigos.,1,206
74,Aprendes a tallar diamantes ilimitados con esencia elemental.,2,129
75,Aumentas tu ingenio al fabricar bolsas bordadas.,2,161
76,Conviertes gemas inusuales en montones de gemas poco comunes.,1,128
77,"Fabricas y mejoras el generador de agujeros de vermis, que te permite teletransportarte rápidamente.",0,206
78,Fabricas unos brazales épicos con ranuras de modificaciones que puede utilizar cualquier personaje.,0,205
79,Aprendes a usar componentes de finalización para mejorar la calidad de tus tallas.,0,129
80,Aprendes patrones de equipo y componentes opcionales con efectos especiales.,0,134
81,"Aprendes a crear poderosos encantamientos dracónicos, de devoción y del despertar.",1,240
82,Aprendes a fabricar bombas con diferentes efectos.,0,204
83,Aprendes a fabricar nuevas modificaciones que puedes utilizar en piezas de equipo con ranuras de modificaciones.,2,206
84,Fabricas una antorcha de despertar primigenio y una vara rúnica de khaz'gorita.,1,245
85,Talas bastones poderosos como el pilar iluminador de las islas o el pilar cinético de las islas.,1,148
86,Recoges telas de forma más eficaz y encuentras telas poco comunes que puedes desenredar.,2,160
87,Fabricas una caja de herramientas de herrero de khaz'gorita y herramientas de mejor calidad.,0,103
88,Fabricas anillos y collares más poderosos.,1,131
89,"Fabricas y personalizas las cajas de la colección de la Luna Negra, unos poderosos abalorios de la Luna Negra.",1,176
90,"Fabricas armaduras con bonus únicos, como el amito del Azul.",1,162
91,Fabricas cebos que ayudan a pescar peces concretos.,1,144
92,Fabricas armaduras de malla tocadas por las llamas.,0,124
93,"Fabricas armaduras de tejido azur y cronotela, cada una con un bonus de conjunto único.",0,162
94,Fabricas armaduras de cuero ligadas a la vida.,0,126
95,Fabricas herramientas de minería y herrería.,1,102
96,Fabricas armas de magma primigenio.,0,102
97,Fabricas una pluma resplandeciente de escriba.,0,148
98,Fabricas un engaste de medallón escalonado que se utiliza para añadir ranuras a los collares.,0,131
99,Fabricas armaduras de tela salvaje vibrante.,0,164
100,Fabricas divertidos juguetes ilusorios que todos pueden disfrutar.,2,245
101,Fabricas bombas más seguras que puede usar cualquiera.,3,204
102,"Fabricas el inhalador de almas de zapacelerador, un importante dispositivo que permite recolectar componentes cruciales.",3,207
103,Encuentras objetos místicos que se pueden desencantar para obtener componentes y elementos reanimadores.,0,244
104,Encuentras elementos reanimadores al deshacer telas poco comunes.,0,161
105,Recolectas hierbas a lomos de tu montura.,0,235
106,Recolectas más elementos reanimadores de los depósitos elementales.,1,213
107,Recolectas más elementos reanimadores de las hierbas elementales.,1,234
108,Extraes depósitos de minerales a lomos de tu montura.,0,211
109,Rompes elementos despiertos que te otorgan beneficios temporales para el combate y la fabricación.,3,244
110,Conviertes componentes de encantamiento en versiones con una rareza inferior.,2,244
111,Escribes tratados dracónicos que otorgan conocimiento de profesión al lector.,3,176
112,Dominas la fabricación de mejoras de piedra como las piedras de afilar primigenias y los contrapesos.,2,103
113,Dominas el arte de fabricar equipo que otorga bonus de conjunto.,1,134
114,"Dominas el arte de fabricar tintas, el componente principal de los escribas.",2,147
115,Dominas el arte de fabricar armaduras de tela mágicas.,2,162
116,Dominas el arte de fabricar accesorios de profesiones y tambores.,2,135
117,"Dominas la formulación de componentes básicos, opcionales y de finalización.",1,59
118,Aumentas tu habilidad y tu eficiencia a la hora de moler hierbas para hacer pigmentos.,1,147
119,Aumentas tu habilidad a la hora de fabricar refuerzos para armadura y componentes.,1,135
120,Reduces el tiempo de reutilización de Sobrecargar depósito elemental cada vez que extraes mineral.,0,213
121,Reduces el tiempo de reutilización de Sobrecargar hierba elemental cada vez que recolectas una hierba.,0,234
122,"Aumentas tu capacidad de manejar bombas, lo que reduce la probabilidad de que algo salga mal.",2,204
123,Reduces los efectos secundarios negativos al extraer depósitos elementales.,2,213
124,Reduces los efectos secundarios negativos al recolectar hierbas elementales.,2,234
125,Refinas tus hierbas de menor calidad para obtener calidades superiores.,1,236
126,Refinas tus menas de menor calidad para obtener calidades superiores.,1,212
127,Refinas tus componentes de menor calidad para obtener calidades superiores.,1,143
128,Mejoras la fiabilidad de tus dispositivos para reducir la probabilidad de que fallen.,3,206
129,Puedes encontrar gemas poco comunes o diamantes ilimitados mientras recolectas.,1,211
130,Aumentas tu multifabricación y su efectividad al fabricar ampollas.,2,84
131,Mejoras tu capacidad de fabricar pociones en grandes cantidades.,2,58
132,Dominas el arte de fabricar miras y munición para armas a distancia.,2,205
145,"Aumentas tu destreza, tu sutileza y tu percepción mientras recolectas hierbas.",2,257
146,"Aprendes a plantar y cultivar semillas en Abundancia de Beledar, en Santificación.",1,257
147,Recolectas hierbas a lomos de tu montura.,0,257
148,Aumentas tu sutileza y tu percepción mientras recolectas hierbas potenciadas.,2,258
149,Reduces los efectos secundarios negativos de recolectar hierbas potenciadas y obtienes beneficios adicionales.,1,258
150,Reduces el tiempo de reutilización de Sobrecargar hierbas potenciadas mientras recolectas.,0,258
151,Puedes recolectar el esquivo loto anulador de fuentes adicionales.,3,259
152,Aprendes a refinar hierbas para que alcancen una calidad superior.,2,259
153,Aumentas el efecto de la sutileza mientras recolectas hierbas.,1,259
154,Aumentas tu habilidad al recolectar hierbas.,0,259
192,"Aumentas tu destreza, tu sutileza y tu percepción mientras desuellas.",3,271
193,Fabricas cebos para atraer peces específicos.,2,271
194,Recoges componentes poco comunes adicionales de las criaturas desolladas.,1,271
195,Recoges carne para cocinar de las criaturas desolladas.,0,271
196,"Aumentas tu destreza, tu sutileza y tu percepción mientras desuellas.",2,272
197,"Imbuyes el cebo de energía potenciada que se encuentra por Khaz Algar, lo que te permite recoger componentes adicionales.",1,272
198,Fabricas cebos para atraer criaturas que proporcionan materiales poco comunes al desollarlas.,0,272
199,Refinas tus componentes de menor calidad para obtener calidades superiores.,2,273
200,Aumentas tu habilidad al desollar.,1,273
201,"Aprendes a afilar tu cuchillo, lo que te garantiza obtener pellejos al desollar.",0,273
243,Obtienes más puntos de habilidad e ingenio al fabricar refuerzos para armadura y otros consumibles.,2,287
244,Aprendes a fabricar adornos con varios efectos.,1,287
245,Mejoras tu capacidad de fabricar equipamiento de profesión.,0,287
249,Mejoras tu capacidad de fabricar varios consumibles y componentes al mismo tiempo.,2,289
250,Mejoras tu capacidad de ahorrar componentes cuando se activa tu ingenio.,1,289
251,Aumentas la efectividad de la concentración y la inventiva para todos los patrones.,0,289
252,"Aumentas la inventiva, el ingenio y la habilidad al fabricar armaduras de cuero.",2,290
253,Personalizas las armaduras de cuero que fabricas con componentes opcionales y de finalización.,1,290
254,Aprendes a fabricar armaduras de cuero con runas marcadas épica.,0,290
255,"Aumentas la inventiva, el ingenio y la habilidad al fabricar armaduras de malla.",2,291
256,Personalizas las armaduras de malla que fabricas con componentes opcionales y de finalización.,1,291
257,Aprendes a fabricar armaduras de malla con glifos grabados épica.,0,291
279,"Aumentas la habilidad y el ingenio, y reduces el coste de concentración al fabricar joyas.",3,298
280,Mejoras tu capacidad de fabricar accesorios para las profesiones.,2,298
281,Personalizas las joyas con componentes opcionales.,1,298
282,Aprendes a crear potentes bocetos de collares y anillos.,0,298
295,Creas prismas que contienen gemas sin tallar.,3,302
296,Obtienes más puntos de habilidad al tallar gemas.,2,302
297,"Al tallar gemas, conservas fragmentos de componentes de finalización para aumentar tu habilidad en futuras tallas.",1,302
298,Aprendes a usar componentes de finalización para mejorar la calidad de tus tallas.,0,302
299,Obtienes más habilidad e ingenio al fabricar componentes.,2,303
300,Mejoras tu capacidad de encontrar gemas y componentes al prospectar.,1,303
301,"Aprendes a fabricar distintos componentes opcionales, como la lente de enfoque elemental.",0,303
334,Obtienes excedente al fabricar frascos y ampollas.,3,312
335,"Aumentas la multifabricación, el ingenio y la habilidad al fabricar frascos y ampollas.",2,312
337,Aprendes a fabricar calderas de frascos.,1,312
338,Fabricas más frascos ligados al alma por día.,0,312
339,"Aumentas la habilidad y la inventiva, y reduces los costes de concentración al fabricar recetas con hierbas concretas.",3,313
340,Creas componentes a partir de combinaciones de hierbas.,2,313
341,Mejoras las probabilidades de descubrir nuevas fórmulas alquímicas.,1,313
342,Reduces los riesgos y aumentas los beneficios de la experimentación con las hierbas de Khaz Algar.,0,313
343,"Aumentas la multifabricación, el ingenio y la habilidad al fabricar pociones.",2,314
344,Aprendes a fabricar calderas de pociones.,1,314
346,Fabricas más pociones conjuradas ligadas al alma por día.,0,314
347,"Aumentas el ingenio y la habilidad, e incrementas la producción al usar taumaturgia y transmutación.",2,315
348,Creas catalizadores de Vía del Núcleo.,1,315
349,Obtienes transmutagen extra al usar taumaturgia y transmutación.,0,315
350,Obtienes más puntos de habilidad al fabricar escudos.,3,316
351,Mejoras tu capacidad de reparar equipo con el martillo de maestro.,2,316
352,Añades componentes opcionales y de finalización al fabricar armaduras y escudos para aumentar su potencia.,1,316
353,Aprendes recetas para fabricar armaduras de placas y escudos épicos.,0,316
354,Obtienes cargas adicionales de la ignición de llama perpetua y reduces su índice de tiempo de reutilización.,2,317
355,"Mejoras la ignición de llama perpetua para que otorgue aún más inventiva, multifabricación e ingenio.",1,317
356,Aprende a fabricar la ignición de llama perpetua y prende fuego a tu capacidad de fabricación.,0,317
361,Obtienes más puntos de habilidad al fabricar armas.,3,320
362,Mejoras tu capacidad de reparar equipo con el martillo de maestro.,2,320
363,Añades componentes opcionales y de finalización al fabricar armas para aumentar su potencia.,1,320
364,Aprendes recetas para fabricar armas épicas.,0,320
367,"Mejoras tu capacidad de fabricar objetos consumibles, como las piedras de arma y los armazones.",1,322
368,Añades componentes opcionales y de finalización al fabricar equipamiento de profesión para aumentar su potencia.,0,322
369,Obtienes fortuna favorecida al extraer naipes de la Luna Negra.,2,323
370,"Obtienes velocidad de fabricación acumulable al fabricar runas vantus, contratos y misivas.",1,323
371,Desbloqueas la capacidad de extraer y fabricar diversos naipes de la Luna Negra.,0,323
372,Consumes menos concentración al fabricar armas y equipamiento de profesión.,2,324
373,Obtienes más ingenio y mejoras su eficiencia al fabricar armas y equipamiento de profesión.,1,324
374,Learn to craft (NYI)T2 Inscription Quill.,0,324
375,"Obtienes cantidades importantes de inventiva, multifabricación e ingenio.",1,325
376,Aprendes a fabricar tratados y adquiere la capacidad de usar un tratado más por semana.,0,325
377,Obtienes más puntos de habilidad al moler o fabricar componentes.,1,326
378,Aumentas la velocidad a la que puedes moler y fabricar componentes a granel.,0,326
379,Desbloqueas la capacidad de extraer a veces esencias mágicas al desencantar objetos épicos.,2,327
380,Aumentas la cantidad de polvo de tormenta y fragmentos relucientes que recibes al desencantar.,1,327
381,Aumentas la calidad de componentes de encantamiento que se crean al desencantar.,0,327
382,"Dominas las fórmulas de objetos consumibles, lo que aumenta su efectividad.",2,328
383,Aprendes a crear poderosas varitas mágicas y varas encantadoras.,1,328
384,"Mejoras la calidad de tus ilusiones, lo que aumenta su duración.",0,328
385,Reduces la cantidad de concentración requerida para concentrarse en un encantamiento permanente si te has especializado por completo en él.,2,329
386,Aprendes diversas fórmulas nuevas para mejorar el equipo.,1,329
387,Mejoras la calidad de tus encantamientos permanentes.,0,329
388,Mejoras la obtención de multifabricación con productos consumibles.,2,330
389,Mejoras la eficiencia de tu concentración e inventiva.,1,330
390,"Aprendes a destrozar esencias mágicas, lo que te otorga bonus temporales que mejoran cuanto más te especialices.",0,330
391,"Mejoras la velocidad a la que extraes minerales, ¡así que tienes más tiempo para excavar!",3,331
392,Mejoras tu capacidad de recolectar la esquiva piedra nula.,2,331
393,Aprendes recetas de refinamiento que te permiten mejorar la calidad de pequeñas cantidades de minerales.,1,331
394,Obtienes aumentos de habilidad para adquirir mineral de mayor calidad al excavar menas en las que has elegido especializarte.,0,331
395,Los trozos de mena desprendidos al excavar se pueden trabajar para obtener más.,2,332
396,"Mejoras tu sutileza, tu destreza y tu percepción al excavar en Khaz Algar.",1,332
397,Aprendes a extraer depósitos de minerales a lomos de tu montura.,0,332
398,Obtienes una carga extra de Sobrecarga.,2,333
399,Aprendes a protegerte y mejoras la obtención de depósitos inusuales por Khaz Algar.,1,333
400,Obtienes una gran reducción del tiempo de reutilización de Sobrecarga al excavar.,0,333
401,Imbuyes hilos de tejido del amanecer y tejido del ocaso en poderoso equipamiento con bonus de conjunto.,3,334
402,Fabricas rollos de tejido del ocaso y tejido del ocaso con más frecuencia cada día.,2,334
403,Fabricas componentes opcionales únicos utilizados por todo tipo de aventureros.,1,334
404,Aprendes recetas centradas en la consistencia mágica de la luz del alba y la sombra del ocaso.,0,334
405,Imbuyes hilos de tejido del amanecer y tejido del ocaso en poderoso equipamiento con bonus de conjunto.,3,335
406,Fabricas rollos de tejido del ocaso y tejido del ocaso con más frecuencia cada día.,2,335
407,Fabricas componentes opcionales únicos utilizados por todo tipo de aventureros.,1,335
408,Aprendes recetas centradas en la consistencia mágica de la luz del alba y la sombra del ocaso.,0,335
409,Añades componentes opcionales y de finalización para potenciar aún más equipo consagrado.,3,336
410,Obtienes más puntos de habilidad al fabricar equipo consagrado.,2,336
411,Asciendes tu equipo consagrado a un nivel de objeto más elevado. ,1,336
412,Usas tejetela para crear poderoso equipo consagrado.,0,336
413,Añades componentes opcionales y de finalización para potenciar aún más equipo consagrado.,3,337
414,Obtienes más puntos de habilidad al fabricar equipo consagrado.,2,337
415,Asciendes tu equipo consagrado a un nivel de objeto más elevado. ,1,337
416,Usas tejetela para crear poderoso equipo consagrado.,0,337
417,Añades componentes opcionales y de finalización para potenciar aún más equipo consagrado.,3,338
418,Obtienes más puntos de habilidad al fabricar equipo consagrado.,2,338
419,Asciendes tu equipo consagrado a un nivel de objeto más elevado. ,1,338
420,Usas tejetela para crear poderoso equipo consagrado.,0,338
427,"Aprendes a mejorar tu fabricación de equipamiento con adornos, misivas y engranajes.",2,341
428,Desbloqueas nuevos esquemas de equipamiento de combate y de profesión.,1,341
429,Obtienes importantes bonus para las habilidades al fabricar equipamiento de todo tipo.,0,341
430,Dominas una técnica secreta para conservar explosivos pese a sus evidentes explosiones.,2,342
431,"Mejoras tu capacidad para fabricar con eficiencia modificaciones, explosivos y otros dispositivos.",1,342
432,Confías cada vez más en tu manejo de tus dispositivos para reducir la probabilidad de resultados catastróficos.,0,342
433,Dominas el manejo de la chatarra para una mejor eficiencia.,2,343
434,Mejoras tu capacidad de inventar nuevos artilugios y aprender de tus errores.,1,343
435,Obtienes importantes mejoras para tus habilidades en todas las fabricaciones de ingeniería.,0,343
440,Mejoras la calidad de los materiales que usas y perfeccionas tu imperio de sastrería.,3,345
441,Dominas el arte de bordar componentes de finalización de calidad utilizados en diversas fabricaciones.,2,345
442,Perfeccionas tu capacidad de desenredar y tejer las telas de mayor calidad.,1,345
443,Fabricas poderosos hilos de hechizo utilizados por todo tipo de aventureros.,0,345
444,Aumentas la efectividad de la multifabricación con todas las recetas.,3,346
445,Aumentas la efectividad del ingenio con todas las recetas.,2,346
446,Aumentas la efectividad de la inventiva con todas las recetas.,1,346
447,Aumentas la cantidad de tela que encuentras por Khaz Algar.,0,346
448,Añades componentes opcionales y de finalización para potenciar aún más equipo consagrado.,3,347
449,Obtienes más puntos de habilidad al fabricar equipo consagrado.,2,347
450,Asciendes tu equipo consagrado a un nivel de objeto más elevado. ,1,347
451,Usas tejetela para crear poderoso equipo consagrado.,0,347
452,Adornas tu equipo con poderosos sigilos de la Luna Negra.,2,348
453,"Mejoras tu capacidad de fabricar contratos, misivas y runas vantus.",1,348
454,Aprendes cómo transcribir y encontrar naipes de la Luna Negra por Khaz Algar.,0,348
455,Pules la producción de equipamiento y ahorras recursos.,2,349
456,Fabricas bastones y objetos de mano izquierda de gran calidad para utilizarlos en combate.,1,349
457,Dominas la pluma y perfeccionas otras herramientas de profesión.,0,349
458,"Potencias significativamente tus estadísticas de fabricación, incluyendo la inventiva, el ingenio y la multifabricación.",2,350
459,Extraes más conocimientos de los tratados cada semana.,1,350
460,Dominas el arte de los tratados algari utilizados por todas las profesiones.,0,350
461,Obtienes más puntos de habilidad al fabricar todos los componentes de inscripción.,1,351
462,Aprendes a crear rápidamente componentes de inscripción al fabricar a granel.,0,351
463,Adornas tu equipo con poderosos sigilos de la Luna Negra.,2,352
464,"Mejoras tu capacidad de fabricar contratos, misivas y runas vantus.",1,352
465,Aprendes cómo transcribir y encontrar naipes de la Luna Negra por Khaz Algar.,0,352
466,Añades componentes opcionales y de finalización para potenciar aún más el equipo consagrado.,3,353
467,Obtienes más puntos de habilidad al fabricar equipo consagrado.,2,353
468,Asciendes tu equipo consagrado a un nivel de objeto más elevado. ,1,353
469,Usas tejetela para crear poderoso equipo consagrado.,0,353
470,Adornas tu equipo con poderosos sigilos de la Luna Negra.,2,354
471,"Mejoras tu capacidad de fabricar contratos, misivas y runas vantus.",1,354
472,Aprendes a transcribir y encontrar naipes de la Luna Negra por Khaz Algar.,0,354
483,Añades componentes opcionales y de finalización para potenciar tu equipo fabricado.,3,356
484,Aprendes a fabricar poderoso equipo de tela.,2,356
485,Fabricas equipo de tela con un nivel de objeto aún mayor.,1,356
486,Obtienes más puntos de habilidad al fabricar equipo de tela.,0,356
487,Desbloqueas la capacidad de usar componentes opcionales y de finalización para mejorar y personalizar el equipo de profesión que fabriques.,2,357
488,Aprendes a fabricar el martillo de herrero y el equipo de herramientas de herrería más poderosos de Midnight.,1,357
489,Obtienes más puntos de habilidad al fabricar equipo de profesión.,0,357
490,"Mejoras los fundamentos de la herrería, lo que te otorga más inventiva, multifabricación e ingenio.",1,358
491,Aprendes a fabricar aleaciones de mayor calidad.,0,358
492,Fabricas rollos de tela de mayor calidad.,3,359
493,Descubres las técnicas más eficientes de fabricación de rollos de tela.,2,359
494,Aprendes a crear poderosos conjuntos de armadura de tela.,1,359
495,Fabricas rollos de seda de fuego solar y rollos de tejido Arcano con más frecuencia.,0,359
496,Mejoras tu nivel de sastrería de Midnight.,3,360
497,Aumentas la efectividad de la multifabricación y el ingenio con todas las recetas.,2,360
498,Encuentras tela de alta calidad al derrotar humanoides.,1,360
499,Encuentras más cantidad de telas en zonas de Midnight.,0,360
500,Usas menos recursos al concentrarte.,3,361
501,Aprovechas tus conocimientos de sastrería para fabricar más objetos de una sola vez.,2,361
502,Aprendes a sacarle más partido a la tela que usas.,1,361
503,Fabricas hilos de hechizo para potenciaros a tus compañeros y a ti.,0,361
504,"Aumentas tu destreza, tu sutileza y tu percepción mientras recolectas hierbas.",2,362
505,"Aprendes a encontrar, plantar y cultivar semillas.",1,362
506,Aprendes a recolectar hierbas a lomos de tu montura en Midnight.,0,362
507,Puedes recolectar el esquivo loto nocturno de fuentes adicionales.,2,363
508,Aumentas el efecto de la sutileza mientras recolectas hierbas.,1,363
509,Aumentas tu habilidad al recolectar hierbas.,0,363
510,Obtienes más puntos de habilidad al fabricar armaduras y escudos.,2,364
511,Usas componentes especiales para mejorar las armaduras y escudos que fabricas.,1,364
512,Aprendes a fabricar armaduras de placas y escudos épicos.,0,364
513,Obtienes más puntos de habilidad al fabricar armas.,2,365
514,Usas componentes especiales para mejorar las armas que fabricas.,1,365
515,Aprendes a fabricar armas épicas.,0,365
516,Aumentas tu sutileza y tu percepción mientras recolectas hierbas imbuidas.,2,366
517,Reduces los efectos secundarios negativos de recolectar hierbas imbuidas y obtienes beneficios adicionales.,1,366
518,Reduces el tiempo de reutilización de Sobrecargar hierba imbuida mientras recolectas.,0,366
563,¡Descubres que las vetas ocultan mucho más!,3,379
564,¡Enriqueces tus conocimientos excavando depósitos ricos!,2,379
565,Te mueves más rápido tras excavar vetas.,1,379
566,Aprendes a excavar vetas a lomos de tu montura.,0,379
567,Entras en armonía con la naturaleza y aprovechas al máximo los depósitos primigenios.,3,380
568,Aceptas los susurros del Vacío y recibes recursos adicionales de los depósitos ligados al Vacío.,2,380
569,Los depósitos salvajes no estarán a la altura de tu técnica.,1,380
570,Tu técnica brillará al mismo tiempo que tu nivel de recolección de depósitos de minerales imbuidos de Luz.,0,380
571,Te conviertes en especialista en encontrar torio deslumbrante.,2,381
572,Encuentras más menas.,1,381
573,Mejoras tus habilidades de minería.,0,381
586,"Aumentas tu destreza, tu sutileza y tu percepción mientras desuellas.",3,385
587,Creas difusores que hacen que las criaturas otorguen materiales mágicos adicionales al desollarlas.,2,385
588,Recoges componentes poco comunes adicionales de las criaturas desolladas.,1,385
589,Recoges carne para cocinar de las criaturas desolladas.,0,385
590,Aumentas tu velocidad de recolección al desollar.,2,386
591,Aumentas tu habilidad al desollar.,1,386
592,"Aprendes a afilar tu cuchillo, lo que te garantiza que obtendrás pellejos al desollar.",0,386
593,Obtienes más materiales de las ya lucrativas bestias renombradas.,2,387
594,Recoges materiales majestuosos de fabricación específicos de las bestias renombradas.,1,387
595,Creas unos cebos que atraen a las bestias renombradas una vez has localizado su guarida en varias zonas de Midnight.,0,387
596,Aprendes a usar componentes opcionales y de finalización para distintas creaciones.,3,388
597,Perfeccionas las herramientas necesarias para la alquimia y la cocina.,2,388
598,Tallas la azerraíz para crear poderosas armas.,1,388
599,Estudias las herramientas necesarias para distintas tareas en Azeroth.,0,388
600,Consolidas tus claves.,3,389
601,Dominas la molienda.,2,389
602,Perfeccionas tus tintas.,1,389
603,Aprendes a crear rápidamente componentes de inscripción al fabricar a granel.,0,389
604,"Potencias significativamente tus estadísticas de fabricación, incluyendo la inventiva, el ingenio y la multifabricación.",2,390
605,Extraes más conocimientos de los tratados cada semana.,1,390
606,Dominas el arte de los tratados de Midnight utilizados por todas las profesiones.,0,390
607,Energizas aún más tus mazos al reforzar dominios poderosos.,2,391
608,Miniaturizas su entropía y la conviertes en poderosos sigilos para equipo fabricado.,1,391
609,Fabricas cartas de la Luna Negra para crear poderosos mazos.,0,391
610,Descripción 3,3,392
611,Descripción 3,2,392
612,Descripción 2,1,392
613,Descripción 1,0,392
614,Descripción 3,3,393
615,Perfeccionas tu armamento a distancia.,2,393
616,Potencias tu banda guerrera con equipo de ingeniería creativo.,1,393
617,Fabricas poderoso equipo de combate para derrotar a los enemigos más fuertes.,0,393
618,Descripción 3,3,394
619,Descripción 3,2,394
620,Descripción 2,1,394
621,Descripción 1,0,394
622,Descripción 3,3,395
623,Descripción 3,2,395
624,Descripción 2,1,395
625,Descripción 1,0,395
626,Descripción 4,3,396
627,Descripción 3,2,396
628,Descripción 2,1,396
629,Descripción 1,0,396
630,Te equipas de pies a cabeza con el equipo de ingeniería de mayor calidad.,3,397
631,Pescas los mejores peces con la caña de pescador sin'dorei.,2,397
632,Ensalzas a los mineros que te rodean con el casco más duro que hay.,1,397
633,Ayudas a sastres con la mejor selección de herramientas.,0,397
