Name_lang,Pos[0],Pos[1],Pos[2],MapOffset[0],MapOffset[1],FlightMapOffset[0],FlightMapOffset[1],ID,ContinentID,ConditionID,CharacterBitNumber,Flags,UiTextureKitID,MinimapAtlasMemberID,Facing,SpecialIconConditionID,VisibilityConditionID,MountCreatureID[0],MountCreatureID[1]
Nagrand - JcJ - Ataque 2 Puesta en Marcha Comienzo,-1513.4,8140.93,-19.6,0,0,0,0,105,530,0,0,1024,0,4689,0,0,0,18345,18345
Nagrand - JcJ - Ataque 2 Puesta en Marcha Fin,-1511.26,8149.71,-18.58,0,0,0,0,106,530,0,0,1024,0,4689,0,0,0,0,541
Nagrand - JcJ - Ataque 3 Puesta en Marcha Comienzo,-1387.07,7782.41,-11.47,0,0,0,0,107,530,0,0,1024,0,4689,0,0,0,18345,18345
Nagrand - JcJ - Ataque 3 Puesta en Marcha Fin,-1376.72,7771.17,-10.08,0,0,0,0,108,530,0,0,1024,0,4689,0,0,0,0,541
Nagrand - JcJ - Ataque 4 Puesta en Marcha Comienzo,-1656.6,7724.91,-15.59,0,0,0,0,109,530,0,0,1024,0,4689,0,0,0,18345,18345
Nagrand - JcJ - Ataque 4 Puesta en Marcha Fin,-1658.9,7724.71,-15.79,0,0,0,0,110,530,0,0,1024,0,4689,0,0,0,0,541
"Bosque Canción Eterna, Teletransporte a Ocaso Marchito",9335.83,-7883.07,74.91,0,0,0,0,111,530,0,0,1024,0,4689,0,0,0,18392,18392
"Bosque Canción Eterna, Teletransporte a Ocaso Marchito Fin",9335.67,-7809.71,136.57,0,0,0,0,112,530,0,0,1024,0,4689,0,0,0,17972,17972
"Misión, Nethrandamus Comienzo",-1544.36,8792.07,35.22,0,0,0,0,113,530,0,0,1024,0,4689,0,0,0,18543,18543
"Misión, Nethrandamus Fin Objetivo",-1544.36,8792.09,35.22,0,0,0,0,114,530,0,0,1024,0,4689,0,0,0,0,0
"Misión, Cavernas del Tiempo OH - Comienzo",2384.73,1169.38,66.86,0,0,0,0,115,560,0,0,1024,0,4689,0,0,0,18768,18768
"Misión, Cavernas del Tiempo OH - Fin",2014.65,239.65,68.52,0,0,0,0,116,560,0,0,1024,0,4689,0,0,0,0,0
"Telredor, Marisma de Zangar",213.75,6063.75,148.31,0,0,0,0,117,530,0,117,1,0,4689,0,0,0,0,3837
"Zabra'jin, Marisma de Zangar",219.45,7816,22.72,0,0,0,0,118,530,0,118,2,0,4689,0,0,0,2224,0
"Telaar, Nagrand",-2729,7305.3,88.64,0.002,0.024,0,0,119,530,0,119,1,0,4689,0,0,0,0,3837
"Garadar, Nagrand",-1261.09,7133.39,57.34,0.01,-0.007,0,0,120,530,0,120,2,0,4689,0,0,0,2224,0
"Bastión Allerian, Bosque de Terokkar",-2987.24,3872.78,9.13,0,0,0,0,121,530,0,121,1,0,4689,0,0,0,0,541
"Área 52, Tormenta Abisal",3082.31,3596.11,144.02,-0.027,-0.023,0,0,122,530,0,122,3,0,4689,0,0,0,2224,541
"Aldea Sombraluna, Valle Sombraluna",-3018.62,2557.09,79.09,0.01,0,0,0,123,530,0,123,2,0,4689,0,0,0,2224,0
"Bastión Martillo Salvaje, Valle Sombraluna",-3982.07,2156.47,105.15,0,0,0,0,124,530,0,124,1,0,4689,0,0,0,0,541
"Sylvanaar, Montañas Filospada",2183.65,6794.46,183.28,0,0,0,0,125,530,0,125,1,0,4689,0,0,0,0,3837
"Bastión Señor del Trueno, Montañas Filospada",2446.37,6020.93,154.34,0,0.004,0,0,126,530,0,126,2,0,4689,0,0,0,2224,0
"Bastión Rompepedras, Bosque de Terokkar",-2567.33,4423.83,39.33,0,0,0,0,127,530,0,127,2,0,4689,0,0,0,2224,0
"Shattrath, Bosque de Terokkar",-1837.23,5301.9,-12.43,0,0,0,0,128,530,0,128,3,0,4689,0,0,0,2224,541
"Península del Fuego Infernal, el Portal Oscuro",-327.35,1020.49,54.25,0.002,0.03,0,0,129,530,0,129,1,0,4689,0,0,0,0,541
"Península del Fuego Infernal, el Portal Oscuro",-178.09,1026.72,54.19,0.004,-0.008,0,0,130,530,0,130,2,0,4689,0,0,0,2224,0
"Misión, Fuego Infernal Horda Comienzo",-25.51,2133.45,112.6,0,0,0,0,131,530,0,0,1024,0,4689,0,0,0,19275,18376
"Misión, Fuego Infernal Horda Fin",-25.6,2133.4,112.58,0,0,0,0,132,530,0,0,1024,0,4689,0,0,0,19275,0
"Misión, Península del Fuego Infernal (Camino Alianza) Comienzo",-673.73,1855.29,68.97,0,0,0,0,133,530,0,0,1024,0,4689,0,0,0,19324,19324
"Misión, Península del Fuego Infernal (Alianza) Fin",-673.75,1855.32,68.96,0,0,0,0,134,530,0,0,1024,0,4689,0,0,0,19324,19324
"Misión, Fuego Infernal, Misión Aérea (Horda) Comienzo",-27.65,2126.57,111.85,0,0,0,0,135,530,0,0,1024,0,4689,0,0,0,19275,19324
"Misión, Fuego Infernal, Misión Aérea (Horda) Fin",-27.52,2126.5,111.88,0,0,0,0,136,530,0,0,1024,0,4689,0,0,0,19275,19324
"Misión, Fuego Infernal, Misión Aérea (Alianza) Comienzo",298.5,1501.26,-14.28,0,0,0,0,137,530,0,0,1024,0,4689,0,0,0,19275,19324
"Misión, Fuego Infernal, Misión Aérea (Alianza) Fin",298.59,1501.13,-14.25,0,0,0,0,138,530,0,0,1024,0,4689,0,0,0,19275,19324
"Flecha de la Tormenta, Tormenta Abisal",4157.58,2959.69,352.08,-0.005,-0.018,0,0,139,530,0,139,3,0,4689,0,0,0,2224,541
"Altar de Sha'tar, Valle Sombraluna",-3065.6,749.42,-10.1,0,0,0,0,140,530,6211,140,3,0,4689,0,0,0,2224,541
"Cresta Rompeloma, Península del Fuego Infernal",-1316.84,2358.62,88.96,0,0,0,0,141,530,0,141,2,0,4689,0,0,0,2224,0
Península del Fuego Infernal - Caída del Atracador Vil,-29.16,2125.72,111.47,0.007,0,0,0,142,530,0,0,1024,0,4689,0,0,0,2224,0
Misión - Cavernas del Tiempo (Ruta de Vuelo) (Fin),-8360.73,-4327.73,-208.33,0,0,0,0,143,1,0,0,1024,0,4689,0,0,0,16081,16081
Misión - Cavernas del Tiempo (Ruta de Vuelo) (Comienzo),-8162.01,-4796.23,35.78,0,0,0,0,144,1,0,0,1024,0,4689,0,0,0,18768,18768
Misión - Tormenta Abisal - Vuelo sigilo - Comienzo,3079.01,3599.08,144.07,0,0,0,0,145,530,0,0,1024,0,4689,0,0,0,2224,0
Misión - Tormenta Abisal - Vuelo en sigilo - Fin,2235.34,2793.77,128.03,0,0,0,0,146,530,0,0,1024,0,4689,0,0,0,0,0
Península del Fuego Infernal - Force Camp Beach Head,509.17,1988.69,109.62,0,0,0,0,147,530,0,0,1024,0,4689,0,0,0,0,19324
"Puesto Devastación, Península del Fuego Infernal (Asalto a la playa)",298.46,1501.18,-14.28,0,0,0,0,148,530,0,0,1024,0,4689,0,0,0,0,19324
"Puesto Devastación, Península del Fuego Infernal",276.2,1486.91,-15.1,0,0,0,0,149,530,0,149,1,0,4689,0,0,0,0,541
"Cosmotirón, Tormenta Abisal",2974.95,1848.24,141.28,0,0.01,0,0,150,530,0,150,3,0,4689,0,0,0,2224,541
"Avanzada Rata del Pantano, Marisma de Zangar",91.67,5214.92,23.1,0.017,0.016,0,0,151,530,0,151,2,0,4689,0,0,0,2224,0
Misión - Tormenta Abisal - Forja de Maná Ultris (Comienzo),4262.39,2136.92,139.44,0,0,0,0,152,530,0,0,1024,0,4689,0,0,0,20903,20903
Misión - Tormenta Abisal - Forja de Maná Ultris (Fin),4266.7,2133.38,138.82,0,0,0,0,153,530,0,0,1024,0,4689,0,0,0,20903,20903
Misión - Tormenta Abisal - Forja de Maná Ultris (Segundo Paso) Comienzo,20047.88,5200.69,19742.78,0,0,0,0,154,0,0,0,1024,0,4689,0,0,0,20903,20903
Misión - Tormenta Abisal - Forja de Maná Ultris (Segundo Paso) Fin,4267.14,2133.03,138.77,0,0,0,0,155,530,0,0,1024,0,4689,0,0,0,0,0
"Estación de Toshley, Montañas Filospada",1857.35,5531.87,277.01,0,0,0,0,156,530,0,156,1,0,4689,0,0,0,0,541
Misión - Filospada - Guía de visión - Comienzo,2277.74,5983.35,142.6,0,0,0,0,157,530,0,0,1024,0,4689,0,0,0,21396,0
Misión - Filospada - Guía de visión - Fin,2278.56,5983.71,142.57,0,0,0,0,158,530,0,0,1024,0,4689,0,0,0,0,0
"Sagrario de las Estrellas, Valle Sombraluna",-4073.17,1123.61,42.47,0.014,0,0,0,159,530,6212,159,3,0,4689,0,0,0,2224,541
"Soto Eterno, Montañas Filospada",2976.01,5501.13,143.67,0,0,0,0,160,530,0,160,3,0,4689,0,0,0,2224,541
Misión - Aliado dragón abisal - Comienzo,0,0,0,0,0,0,0,161,530,0,0,1024,0,4689,0,0,0,22360,22360
Misión - Aliado dragón abisal - Fin,-4100.27,950.38,22.11,0,0,0,0,162,530,0,0,1024,0,4689,0,0,0,0,0
"Aldea Mok'Nathal, Montañas Filospada",2028.79,4705.27,150.51,0,0,0,0,163,530,0,163,2,0,4689,0,0,0,2224,0
"Puerto Orebor, Marisma de Zangar",966.67,7399.16,29.14,0,0.01,0,0,164,530,0,164,1,0,4689,0,0,0,0,3837
"Transporte, Rasganorte 2",0,0,0,0,0,0,0,165,571,0,0,1024,0,4689,0,0,0,0,0
"Santuario Esmeralda, Frondavil",3972.84,-1324.51,244.803,0,0,0,0,166,1,0,166,3,0,4689,0,0,0,2224,3837
"Canción del Bosque, Vallefresno",3000.25,-3202.41,189.77,0,-0.014,0,0,167,1,0,167,1,0,4689,0,0,0,0,3837
Grabando,-9441.18,65.05,56.18,0,0,0,0,168,0,0,0,1024,0,4689,0,0,0,0,3837
Misión - Arrecife del Ala Abisal – Paseo en vagoneta – Sur - Comienzo,-5224.53,631.85,48.36,0,0,0,0,169,530,0,0,1024,0,4689,0,0,0,23372,23372
Misión - Arrecife del Ala Abisal – Paseo en vagoneta – Sur – Fin,-5185.71,172.95,-11.57,0,0,0,0,170,530,0,0,1024,0,4689,0,0,0,23289,23289
Skettis,-3364.68,3650.18,284.78,0,0,0,0,171,530,0,0,1024,0,4689,0,0,0,23422,23422
Ogri'la,2531.1,7322.09,373.64,0,0,0,0,172,530,0,0,1024,0,4689,0,0,0,23422,23422
"Misión, Vuelo de Yarzill, Inicio",-5141.36,620.11,82.7,0,0,0,0,173,530,0,0,1024,0,4689,0,0,0,23468,23468
"Misión, Vuelo de Yarzill, Fin",-1636.09,5275.87,-41.1,0,0,0,0,174,530,0,0,1024,0,4689,0,0,0,0,0
"Transporte, Fiordo Aquilonal",784.89,-5066.18,-7.88,0,0,0,0,175,571,0,0,1024,0,4689,0,0,0,0,0
"Misión, Fiordo Aquilonal, Canoa tauren (Inicio)",245.36,-3309.2,0.91,0,0,0,0,176,571,0,0,1024,0,4689,0,0,0,23518,23518
"Misión, Fiordo Aquilonal, Canoa tauren (Fin)",-147.47,-3587.36,0.34,0,0,0,0,177,571,0,0,1024,0,4689,0,0,0,23518,23518
"Transporte, Tundra Boreal",0,0,0,0,0,0,0,178,571,0,0,1024,0,4689,0,0,0,0,0
"Piñón de Barro, Marjal Revolcafango",-4566.23,-3226.05,34.7,-0.007,-0.02,0,0,179,1,0,179,3,0,4689,0,0,0,2224,541
"Misión, Revolcafango, Inicio de sondeo de Alcaz",-3822.66,-4511.33,10.84,0,0,0,0,180,1,0,0,1024,0,4689,0,0,0,0,541
"Misión, Revolcafango, Fin de sondeo de Alcaz",-3822.71,-4509.65,10.98,0,0,0,0,181,1,0,0,1024,0,4689,0,0,0,0,541
"Misión, Fiordo Aquilonal, Zepelín de Rompe el bloqueo",1415.89,-3082.49,121.91,0,0,0,0,182,571,0,0,1024,0,4689,0,0,0,0,0
"Puerto de Valgarde, Fiordo Aquilonal",567.41,-5010.97,11.5,0,0,0,0,183,571,0,183,1,0,4689,0,0,0,0,541
"Fuerte Vildervar, Fiordo Aquilonal",2468.77,-5029.82,283.49,0.01,-0.01,0,0,184,571,0,184,1,0,4689,0,0,0,0,541
"Fortaleza de la Guardia Oeste, Fiordo Aquilonal",1342.84,-3287.9,174.45,0.01,-0.005,0,0,185,571,0,185,1,0,4689,0,0,0,0,541
"Misión, Fiordo Aquilonal, Vuelo a El Brisaveloz - Inicio",1911.82,-6179.07,24.61,0,0,0,0,186,571,0,0,1024,0,4689,0,0,0,3574,0
"Misión, Fiordo Aquilonal, Vuelo a El Brisaveloz - Fin",1652.83,-6512.11,18.48,0,0,0,0,187,571,0,0,1024,0,4689,0,0,0,3574,0
"Misión, Fiordo Aquilonal, Test at Sea - Inicio",1912.78,-6178.81,24.64,0,0,0,0,188,571,0,0,1024,0,4689,0,0,0,3574,0
"Misión, Fiordo Aquilonal, Test at Sea - Fin",1913.9,-6177.87,24.62,0,0,0,0,189,571,0,0,1024,0,4689,0,0,0,0,0
"Nuevo Agamand, Fiordo Aquilonal",401.12,-4544.3,244.54,-0.01,-0.025,0,0,190,571,0,190,2,0,4689,0,0,0,3574,0
"Campo Venganza, Fiordo Aquilonal",1918.6,-6175.89,24.41,0,0,0,0,191,571,0,191,2,0,4689,0,0,0,3574,0
