ID,BaseTag,TagText_lang,Flags
9678,ADD_IGNORE_LABEL,Escribe el nombre de quien quieres ignorar\no\nhaz Mayús+clic sobre un nombre de la ventana de chat:,1
9679,REMOVE_FRIEND,Quitar amigo,3
9680,GROUP_INVITE,Invitar al grupo,3
9681,SEND_MESSAGE,Enviar mensaje,3
9682,FRIENDS,Amigos,3
9683,FRIENDS_LIST,Lista de amigos,3
9684,IGNORE,Ignorar,3
9685,IGNORE_PLAYER,Ignorar jugador,3
9686,GROUPS,Grupos,1
9687,WHO,¿Quién?,1
9688,FRIENDS_LIST_TEMPLATE,|cffffffff- %s|r %s,3
9689,FRIENDS_LEVEL_TEMPLATE,%2$s de nivel %1$d,3
9690,ITEM_BIND_ON_EQUIP,Se liga al equiparlo,5
9691,ITEM_BIND_ON_USE,Se liga al usarlo,5
9692,ITEM_BIND_QUEST,Objeto de misión,5
9693,ITEM_CLASSES_ALLOWED,Clases: %s,5
9694,ITEM_COOLDOWN_TIME_MIN,Tiempo de reutilización restante: %d min,1
9695,ITEM_LEVEL,Nivel de objeto %d,5
9696,ITEM_MIN_SKILL,Requiere %s (%d),1
9697,ITEM_MOD_MANA,%c%s maná,1
9698,ITEM_MOD_HEALTH,%c%s salud,1
9699,ITEM_MOD_AGILITY,%c%s agilidad,5
9700,ITEM_MOD_STRENGTH,%c%s fuerza,5
9701,ITEM_MOD_SPIRIT,%c%s espíritu,1
9702,ITEM_MOD_STAMINA,%c%s aguante,5
9703,ITEM_NO_DROP,No soltar,1
9704,ITEM_PROPOSED_ENCHANT,Recibirá %s.,1
9705,ITEM_QUALITY1_DESC,Común,5
9706,ITEM_QUALITY2_DESC,Inusual,5
9707,ITEM_QUALITY3_DESC,Raro,5
9708,ITEM_QUALITY4_DESC,Épico,5
9709,ITEM_QUALITY5_DESC,Legendario,5
9710,ITEM_REQ_SKILL,Requiere %s,1
9711,ITEM_RESIST_ALL,%c%d a todas las resistencias,1
9712,MORE_REAGENTS,Más componentes,1
9713,TRADE_SKILL_TITLE,%s,1
9714,COLOR_PICKER,Selector de color,1
9715,PLAYER_NOT_FOUND,No se encuentra a ese jugador.,5
9716,TRADE,Comerciar,1
9717,ERR_QUEST_FAILED_WRONG_RACE,Esa misión no está disponible para tu raza.,1
9718,PROFANITY_FILTER,Filtro de lenguaje adulto,1
9719,VOICEMACRO_0_Dw_0_FEMALE,¡Ayudadme!,1
9720,VOICEMACRO_0_Dw_1_FEMALE,¡Necesito ayuda!,1
9721,ERR_NO_ITEMS_WHILE_SHAPESHIFTED,No puedes usar el objeto durante el cambio de forma.,1
9722,BUG_CATEGORY10,Sonido,1
9723,TRADE_WITH_QUESTION,¿Comerciar con %s?,1
9724,JOINED_PARTY,%s se une al grupo.,1
9725,LEFT_PARTY,%s deja el grupo.,1
9726,NOT_IN_GROUP,Ya no estás en el grupo.,1
9727,PARTY_INVITE,Invitar,3
9728,PARTY_LEAVE,Abandonar grupo,1
9729,PARTY_PROMOTE,Promocionar a líder,1
9730,PARTY_UNINVITE,Expulsar,1
9731,GUILD_INFO_TEMPLATE,"Hermandad creada %2$d-%1$d-%3$d, %4$d jugadores, %5$d cuentas",1
9732,GUILD_MEMBER_TEMPLATE,"%s, %s",1
9733,GUILD_RANK0_DESC,Maestro de hermandad,1
9734,GUILD_RANK1_DESC,Oficial,1
9735,GUILD_RANK2_DESC,Veterano,1
9736,GUILD_RANK3_DESC,Miembro,1
9737,GUILD_RANK4_DESC,Neófito,1
9738,GUILD_ROSTER_TEMPLATE,"%d jugadores, %d cuentas",1
9739,GUILD_TITLE_TEMPLATE,%s de %s,1
9740,PET_PASSIVE,Pasivo,1
9741,PET_DEFENSIVE,Defensivo,1
9742,PET_AGGRESSIVE,Agresivo,1
9743,PET_WAIT,Quedarse,1
9744,PET_FOLLOW,Seguir,1
9745,PET_ATTACK,Atacar,5
9746,PET_ABANDON,Liberar,1
9747,PET_DISMISS,Retirar,1
9748,PET_RENAME,Renombrar,1
9763,ERR_ONLY_ONE_QUIVER,Solo puedes equipar un carcaj.,1
9764,BAGS_ONLY,¡Aquí solo puedes colocar bolsas!,1
9765,CANT_AFFORD_ITEM,No puedes permitírtelo.,1
9766,CANT_USE_ITEM,No puedes usar ese objeto.,1
9767,FACING_WRONG_DIRECTION,¡No estás mirando en la dirección adecuada!,1
9768,FOOD_TIMER,Estás demasiado lleno para seguir comiendo.,1
9769,INSPECT_NOTIFY,%s te está inspeccionando.,1
9770,INVENTORY_FULL,El inventario está lleno.,1
9771,ITEM_WRONG_CLASS,¡Los jugadores de tu clase no pueden usar ese objeto!,1
9772,LEVEL_TOO_LOW,Debes tener nivel %d para equipar este objeto.,1
9775,LEVEL_UP_SKILL_POINTS,Ahora tienes %d |4profesión libre:profesiones libres;.,1
9777,LOCKED_WITH_ITEM,Requiere %s,1
9778,LOCKED_WITH_SPELL,Requiere %s,1
9779,LOOT_ITEM_PUSHED_SELF,Recibes: %s,1
9780,LOOT_MONEY,%s despoja %s.,1
9781,LOOT_MONEY_SPLIT,Tu parte del botín es %s.,1
9782,LOOT_NEXT_PAGE,Cambiar página,1
9783,LOOT_NO_DROP,"Si despojas %s, se ligará a ti.",1
9784,NOT_ENOUGH_MANA,No tienes suficiente maná para lanzar %s.,1
9785,ONLY_EMPTY_BAGS,¡Solo puedes recoger bolsas vacías!,1
9786,RACE_CLASS_ONLY,%s solo,5
9787,SKILL_RANK_UP,Tu habilidad en %s ha subido a %d p.,1
9788,ABILITIES,Facultades,5
9789,ACCEPT,Aceptar,7
9790,ARMOR,Armadura,7
9791,CANCEL,Cancelar,7
9792,CHARACTER,Personaje,3
9793,CHARACTER_INFO,Información del personaje,1
9794,COMPLETE,Completado,5
9795,COPPER_AMOUNT,%d cobre,1
9796,CORPSE_RED,|cffff2020Cadáver|r,1
9797,DAMAGE,Daño,5
9798,DEAD,Muerto,1
9799,DECLINE,Rechazar,7
9800,ERROR_CAPS,ERROR,1
9801,EXIT,Salir,1
9802,INSPECT,Inspeccionar,1
9803,ITEMS,Objetos,1
9804,GOLD_AMOUNT,%d oro,1
9805,GOODBYE,Adiós,1
9806,LANGUAGE,Idioma,5
9807,LEVEL,Nivel,7
9808,LEVEL_REQUIRED,Nivel exig. %d,1
9809,MINUTES,|4minuto:minutos;,3
9810,NEXT,Sig.,7
9811,NO,No,7
9812,NONE_CAPS,NINGUNO,3
9813,OKAY,Aceptar,3
9814,PAGE_NUMBER,Página %d,3
9815,PREV,Ant.,1
9816,SECONDS,|4segundo:segundos;,3
9817,SOCIALS,Socialización,1
9818,SPEED,Velocidad,7
9819,SPELLBOOK,Hechizos,1
9820,SPELLS,Hechizos,1
9821,UNKNOWN,Desconocido,3
9822,XP,PE,5
9823,HP,PS,1
9824,MP,PM,1
9825,YES,Sí,7
9826,YOU,Tú,1
9827,TIME_TWELVEHOURPM,%d:%02d p.m.,1
9828,TIME_TWENTYFOURHOURS,%d:%02d,1
9829,TIME_DAYHOURMINUTESECOND,"%d |4día:días;, %d |4hora:horas;, %d |4minuto:minutos;, %d |4segundo:segundos;",1
9830,DAYS_ABBR,%d |4día:días;,3
9832,HOURS_ABBR,%d |4h:h;,3
9836,FRAMERATE_LABEL,FPS:,1
9837,SCREENSHOT_SUCCESS,Captura de pantalla realizada,3
9838,VIDEOOPTIONS_MENU,Vídeo,3
9839,QUIT,Salir,3
9840,CONTINUE,Continuar,7
9841,OPTIONS_MENU,Menú de opciones,1
9842,LOW,Bajo,3
9843,HIGH,Alto,3
9844,WORLD_LOD,Nivel de detalle,3
9845,INVERT_MOUSE,Invertir ratón,1
9846,STATUS_BAR_TEXT,Texto de la barra de estado,1
9847,ENVIRONMENT_DETAIL,Det. entorno,3
9848,WATER_DETAIL,Det. agua,1
9849,FARCLIP,Distancia de visión,3
9850,TERRAIN_MIP,Fusión terreno,3
9851,ANIMATION,Animación,1
9852,GAMMA,Corrección de brillo,3
9866,SPELL_SKILL_LINE,%s,1
9867,MANA_COST_PER_TIME,"%s p. de maná, más %s por s",1
9868,SPELL_DURATION_SEC,%.1F s,1
9869,SPELL_DURATION_MIN,%.1F min,1
9870,SPELL_DURATION_UNTIL_CANCELLED,hasta que se cancele,1
9871,SPELL_EQUIPPED_ITEM,Requiere %s,1
9872,SPELL_REQUIRED_FORM,Requiere %s,1
9873,SPELL_NOT_SHAPESHIFTED,Eso no lo puedes hacer cuando hayas cambiado de forma.,1
9874,SPELL_EQUIPPED_ITEM_NOSPACE,Requiere %s,1
9875,SPELL_INSTANT_EFFECT,Efecto instantáneo,1
9876,SPELL_LASTING_EFFECT,Efecto %s,1
9877,SPELL_STAT1_NAME,Fuerza,1
9878,SPELL_STAT4_NAME,Intelecto,1
9879,SPELL_STAT5_NAME,Espíritu,1
9880,SPELL_STATALL,Todas las estadísticas,1
9881,SPELL_SCHOOL0_NAME,físico,1
9882,SPELL_SCHOOL1_NAME,Sagrado,1
9883,SPELL_SCHOOL2_NAME,Fuego,1
9884,SPELL_SCHOOL3_NAME,Naturaleza,1
9885,SPELL_SCHOOL4_NAME,Escarcha,1
9886,SPELL_SCHOOL5_NAME,Sombras,1
9887,SPELL_SCHOOLALL,todos,1
9888,SPELL_SCHOOLMAGICAL,magia,1
9889,SPELL_SCHOOL0_CAP,Físico,1
9890,SPELL_SCHOOL1_CAP,Sagrado,1
9891,SPELL_SCHOOL2_CAP,Fuego,1
9892,SPELL_SCHOOL3_CAP,Naturaleza,1
9893,SPELL_SCHOOL4_CAP,Escarcha,1
9894,SPELL_SCHOOL5_CAP,Sombras,1
9896,SPELL_TARGET_TEMPLATE,Seleccionar a %s,1
9897,SPELL_TARGET_MULTIPLE_TEMPLATE,Objetivo %s a %d m de %s,1
9898,SPELL_TARGET_CONE_TEMPLATE,Objetivo %s en un cono de %d m de %s,1
9899,SPELL_TARGET_TYPE1_DESC,cualquiera,1
9900,SPELL_TARGET_TYPE_DEAD1_DESC,muerto,1
9901,SPELL_TARGET_TYPE2_DESC,amigo,1
9902,SPELL_TARGET_TYPE_DEAD2_DESC,amigo muerto,1
9903,SPELL_TARGET_TYPE3_DESC,enemigo,1
9904,SPELL_TARGET_TYPE_DEAD3_DESC,enemigo muerto,1
9905,SPELL_TARGET_TYPE4_DESC,miembro de grupo,1
9906,SPELL_TARGET_TYPE_DEAD4_DESC,miembro de grupo muerto,1
9907,SPELL_TARGET_TYPE6_DESC,ubicación,1
9908,SPELL_TARGET_TYPE7_DESC,objeto,1
9909,SPELL_TARGET_TYPE8_DESC,mascota,1
9910,SPELL_TARGET_TYPE9_DESC,objeto de la mano derecha,1
9911,COSTS_LABEL,Coste:,1
9912,STATS_LABEL,Estadísticas:,1
9913,REQUIRES_LABEL,Necesita:,1
9914,EFFECTS_LABEL,Avanzado,3
9915,TRAIN,Aprender,1
9916,TRAINER_CAST_TIME_INSTANT,Tiempo de lanzamiento: |cffffffffInstant|r,1
9917,TRAINER_CAST_TIME_SEC,Tiempo de lanzamiento: |cffffffff%d sec|r,1
9918,TRAINER_COOLDOWN_TIME_INSTANT,Reutilización: |cffffffffInstant|r,1
9919,TRAINER_COOLDOWN_TIME_SEC,Reutilización: |cffffffff%d s|r,1
9920,TRAINER_MANA_COST,Coste de maná: |cffffffff%d|r,1
9921,TRAINER_MANA_COST_PER_TIME,"Coste de maná: |cffffffff%d, más %d por s|r",1
9922,TRAINER_REQ_LEVEL_RED,Nivel |cffff2020%d|r,1
9924,TRAINER_REQ_SKILL_RANK,%s (|cffffffff%d|r),1
9925,TRAINER_REQ_SKILL_RANK_RED,%s (|cffff2020%d|r),1
9926,TRAINER_REQ_ABILITY,|cffffffff%s|r,1
9927,TRAINER_REQ_ABILITY_RED,|cffff2020%s|r,1
9928,TRAINER_COST_TP_RED,|cffff2020%d|r Talentos,1
9929,LOOT_ROUND_ROBIN,Botín: por turnos,1
9930,LOOT_MASTER_LOOTER,Botín: botín de maestro de hermandad,1
9931,LOOT_PROMOTE,Promocionar a maestro despojador,1
9932,CHAT_EMOTE_GET,%s\32,1
9933,CHAT_EMOTE_SEND,%s\32,1
9934,CHAT_GUILD_SEND,Hermandad:\32,1
9935,CHAT_GUILD_UNINVITE_SEND,Eliminar de la hermandad:,1
9936,CHAT_GUILD_PROMOTE_SEND,Ascender,1
9937,CHAT_GUILD_DEMOTE_SEND,Degradar,1
9938,CHAT_GUILD_LEADER_SEND,Nombrar maestro de hermandad:,1
9939,CHAT_INVITE_SEND,Invitar,3
9940,CHAT_MONSTER_SAY_GET,%s dice:\32,1
9941,CHAT_MONSTER_EMOTE_GET,,1
9942,CHAT_OFFICER_GET,|Hchannel:OFFICER|h[Oficiales]|h %s:\32,1
9943,CHAT_OFFICER_SEND,Oficial:\32,1
9944,CHAT_PARTY_SEND,Grupo:\32,3
9945,CHAT_PROMOTE_SEND,Ascender,3
9946,CHAT_SAY_GET,%s dice:\32,1
9947,CHAT_SAY_SEND,Decir:\32,3
9948,CHAT_UNINVITE_SEND,Expulsar,3
9949,CHAT_WHISPER_INFORM_GET,Para %s:\32,1
9950,CHAT_WHISPER_GET,%s susurra:\32,1
9951,CHAT_WHISPER_SEND,Decir a %s:\32,3
9952,CHAT_YELL_SEND,Gritar:\32,1
9953,CHAT_CHANNEL_LEAVE_GET,%s abandonó el canal.,1
9954,CHAT_YOU_LEFT_NOTICE,Abandonas el canal: |Hchannel:%d|h[%s]|h,3
9955,CHAT_CHANNEL_GET,%s:\32,1
9956,CHAT_CHANNEL_SEND,[%d. %s]:\32,3
9957,CHAT_CHANNEL_LIST_GET,|Hchannel:CHANNEL:%d|h[%s]|h\32,1
9958,CHAT_NOT_MODERATOR_NOTICE,No eres moderador de |Hchannel:%d|h[%s]|h.,1
9959,CHAT_PASSWORD_CHANGED_NOTICE,|Hchannel:%d|h[%s]|h %s ha cambiado la contraseña.,1
9960,CHAT_OWNER_CHANGED_NOTICE,|Hchannel:%d|h[%s]|h El gestor ha pasado a ser %s.,1
9961,CHAT_CHANNEL_OWNER_NOTICE,|Hchannel:%d|h[%s]|h El gestor del canal es %s.,1
9962,CHAT_ANNOUNCEMENTS_ON_NOTICE,|Hchannel:%d|h[%s]|h %s ha activado los anuncios del canal.,1
9963,CHAT_MODERATION_OFF_NOTICE,|Hchannel:%d|h[%s]|h %s ha desactivado la moderación del canal.,1
9964,CHAT_SET_MODERATOR_NOTICE,|Hchannel:%d|h[%s]|h %s ha recibido privilegios de moderación.,1
9965,CHAT_MUTED_NOTICE,|Hchannel:%d|h[%s]|h No tienes permiso para hablar.,1
9966,CHAT_PLAYER_ALREADY_MEMBER_NOTICE,|Hchannel:%d|h[%s]|h El jugador %s ya está en el canal.,1
9967,CHAT_WRONG_FACTION_NOTICE,Alianza incorrecta para %s.,1
9968,CHAT_AFK_GET,%s está Ausente:,1
9969,CHAT_FLAG_AFK,<AUS>,1
9970,CHAT_FLAG_DND,<NM>,1
9971,CHAT_FLAG_GM,<MJ>,1
9972,CHAT_IGNORED,%s te está ignorando.,1
9973,EMOTE_MESSAGE,Emoción,1
9974,GUILD_MESSAGE,Chat herm.,1
9975,PARTY_MESSAGE,Chat grupo,3
9976,REPLY_MESSAGE,Responder,3
9977,SAY_MESSAGE,Decir,1
9978,WHISPER_MESSAGE,Susurrar,3
9979,SLASH_ASSIST1,/a,1
9980,SLASH_EMOTE1,/e,1
9981,SLASH_EMOTE2,/em,1
9982,SLASH_EMOTE3,/emocion,1
9983,SLASH_EMOTE4,/yo,1
9984,SLASH_GUILD1,/h,1
9985,SLASH_GUILD2,/hc,1
9986,SLASH_GUILD3,/gu,1
9987,SLASH_GUILD4,/hermandad,1
9988,SLASH_GUILD_HELP1,/hayuda,1
9989,SLASH_GUILD_HELP2,/guildhelp,1
9990,SLASH_GUILD_INVITE1,/hinvitar,1
9991,SLASH_GUILD_UNINVITE1,/hexpulsar,1
9992,SLASH_GUILD_UNINVITE2,/hermandadquitar,1
9993,SLASH_GUILD_PROMOTE1,/hascender,1
9994,SLASH_GUILD_DEMOTE1,/hdegradar,1
9995,SLASH_GUILD_DEMOTE2,/hermandaddegradar,1
9996,SLASH_GUILD_ROSTER1,/hlista,1
9997,SLASH_GUILD_DISBAND1,/hdisolver,1
9998,SLASH_GUILD_LEADER1,/hmaestro,1
9999,SLASH_GUILD_LEAVE1,/hdejar,1
10000,SLASH_GUILD_LEAVE2,/hermandadsalir,1
10001,SLASH_GUILD_MOTD1,/mdh,1
10002,SLASH_GUILD_MOTD2,/hmensajedeldia,1
10003,SLASH_HELP1,/help,1
10004,SLASH_HELP2,/help,1
10005,SLASH_HELP3,/?,1
10006,SLASH_INSPECT1,/ins,1
10008,SLASH_INVITE1,/inv,1
10009,SLASH_INVITE2,/invitar,1
10010,SLASH_OFFICER1,/o,1
10011,SLASH_OFFICER2,/odecir,1
10012,SLASH_PARTY1,/gp,3
10013,SLASH_PARTY2,/grupo,3
10014,SLASH_PLAYED1,/totaljugado,1
10015,SLASH_PROMOTE1,/pr,1
10016,SLASH_PROMOTE2,/ascender,1
10017,SLASH_REPLY1,/r,3
10018,SLASH_SAY1,/d,1
10019,SLASH_TIME1,/hora,1
10020,SLASH_TRADE2,/comerciar,1
10021,SLASH_UNINVITE1,/u,1
10022,SLASH_UNINVITE2,/un,1
10023,SPELL_TARGET_TYPE10_DESC,objeto de mano izquierda,1
10024,SPELL_TARGET_TYPE11_DESC,grupo,1
10025,SPELL_TARGET_TYPE12_DESC,todos,1
10026,SPELL_TARGET_TYPE_DEAD12_DESC,todos muertos,1
10027,SPELL_TARGET_TYPE13_DESC,enemigos,1
10028,SPELL_TARGET_TYPE14_DESC,miembros del grupo,1
10029,SPELL_TARGET_TYPE_DEAD14_DESC,miembros del grupo muertos,1
10030,SPELL_TARGET_CREATURE_TYPE1_DESC,%s,1
10031,SPELL_TARGET_CREATURE_TYPE_DEAD1_DESC,muerto %s,1
10032,SPELL_TARGET_CREATURE_TYPE2_DESC,amistoso %s,1
10033,SPELL_TARGET_CREATURE_TYPE_DEAD2_DESC,amistoso muerto %s,1
10034,SPELL_TARGET_CREATURE_TYPE3_DESC,enemigo %s,1
10035,SPELL_TARGET_CREATURE_TYPE_DEAD3_DESC,enemigo muerto %s,1
10036,SPELL_TARGET_CREATURE_TYPE12_DESC,todos %s,1
10037,SPELL_TARGET_CREATURE_TYPE_DEAD12_DESC,todos muertos %s,1
10038,SPELL_TARGET_CREATURE_TYPE13_DESC,enemigo %s,1
10039,SPELL_TARGET_CENTER_CASTER,taumaturgo,1
10040,SPELL_TARGET_CENTER_LOC,ubicación del objetivo,1
10041,SPELL_CAST_TIME_MIN,Hechizo de %.2g min,1
10042,SPELL_PASSIVE,Pasivo,1
10043,SPELL_RECAST_TIME_MIN,Reutilización: %.2g min,1
10044,SPELL_RECAST_TIME_INSTANT,Reutilización instantánea,1
10045,SPELL_TIME_REMAINING_SEC,%d |4segundo restante:segundos restantes;,1
10046,SPELL_TIME_REMAINING_MIN,%d |4minuto restante:minutos restantes;,1
10047,PROC_EVENT2_DESC,al recibir un ataque,1
10048,PROC_EVENT3_DESC,al recibir un golpe o un ataque,1
10049,ERR_CANT_EQUIP_EVER,Nunca puedes usar ese objeto.,1
10050,ERR_BAG_FULL,La bolsa está llena.,1
10051,ERR_NO_SLOT_AVAILABLE,No hay ninguna ranura de equipo disponible para ese objeto.,1
10052,SPELL_TIMER,%s ha fracasado: todavía no te has recuperado.,1
10053,TIME_PLAYED_TOTAL,Tiempo total de juego: %s,1
10054,TIME_TEMPLATE_LONG,"%d días, %d horas, %d minutos, %d segundos",1
10055,USE_NO_DROP,"Si usas este objeto, lo ligarás a ti.",1
10056,WRONG_SLOT_FOR_ITEM,Ese objeto no va en esa ranura.,1
10057,PLAYER_LOGOUT_FAILED_ERROR,No puedes desconectarte ya que ahora mismo no te puedes sentar.,1
10058,ATTACK,Ataque,1
10061,BLOCK,Bloqueo,3
10066,DODGE,Esquivado,3
10069,PARRIED,Parado,1
10071,PARRY,Parada,3
10075,INTERRUPTED,Interrumpido,1
10076,INTERRUPT,Interrumpir,1
10078,RESIST,Resistido,1
10083,IMMUNE,Inmune,1
10086,STUNNED,Aturdido,1
10087,STUN,Aturdir,1
10088,STUN_CAPS,ATURDIR,1
10089,DEATH_RELEASE,Liberar espíritu,1
10090,DEATH_RELEASE_TIMER,%d %s hasta la liberación,1
10091,CAMP_TIMER,%d %s hasta la desconexión,1
10092,CAMP_NOW,Desconectar ahora,3
10094,SEND_SUGGEST,Enviar sugerencia,1
10095,SEND_BUG,Enviar error,1
10096,SUGGESTFRAME_TITLE,Sugerencias y errores,1
10097,ASSIGNED_COLON,Actualmente asignado:,1
10098,CLOSE_LOG,Cerrar registro,1
10099,COMPLETE_QUEST,Completar,1
10100,CURRENT_QUESTS,Misiones actuales,1
10101,QUEST_COMPLETE,Misión completada,1
10102,QUEST_DESCRIPTION,Descripción,1
10103,QUEST_FAILED,No se ha completado la misión.,1
10104,QUEST_FAILED_TAG,- Sin completar,1
10105,QUEST_HARD,(Difícil),1
10106,QUEST_LOG,Registro de misiones,1
10107,QUEST_OBJECTS_FOUND,%1$s: %2$d/%3$d,1
10108,QUEST_ITEMS_NEEDED,%1$s: %2$d/%3$d,1
10109,QUEST_OBJECTIVES,Objetivos de la misión,1
10110,QUEST_REWARDS,Recompensas,1
10111,QUEST_TIMERS,Temporizadores,1
10112,QUESTS_COLON,Misiones:,1
10113,REWARD_CHOICES,Podrás elegir una de estas recompensas:,1
10114,REWARD_ITEMS,También recibirás:,1
10115,SORT_QUEST,Clasificar las misiones,1
10116,TASKS_COLON,Tareas:,1
10117,TIME_REMAINING,Tiempo:,5
10118,TURN_IN_ITEMS,Objetos necesarios:,1
10119,ALREADY_LEARNED,Ya aprendido,1
10120,ITEM_RESIST_SINGLE,%c%d resistencia a %s,1
10121,ITEM_SOULBOUND,Ligado,5
10122,ITEM_SPELL_CHARGES,%d |4carga:cargas;,1
10123,ITEM_UNIQUE,Único,1
10124,ITEM_UNIQUE_MULTIPLE,Único (%d),1
10125,ITEM_CONJURED,Objeto mágico,1
10126,LEVEL_GAINED,Nivel %d,1
10127,PRIMARY,Principal,1
10128,PRIMARY_SKILLS,Habilidades principales:,1
10129,PROFICIENCIES,Capacidades:,1
10130,SECONDARY,Secundario,1
10131,SECONDARY_SKILLS,Habilidades secundarias:,1
10132,SKILL_LEVEL,Nivel de habilidad,1
10133,SPECIAL_SKILLS,%s habilidades:,1
10134,TRADE_SKILLS,Profesiones,1
10135,HELP_TEXT_LINE12,- Usa r o /r para responder al último mensaje,1
10136,HELP_TEXT_LINE13,- Usa /quien para ver una lista de jugadores,1
10137,CHAT_HELP_TEXT_LINE2,"/#, /c, /candecir: Enviar texto a todo el canal del número indicado por la almohadilla (p. ej., /1 ¡Hola!)",3
10138,CHAT_HELP_TEXT_LINE4,"/unirse, /canal, /can: unirse a un canal",3
10139,CHAT_HELP_TEXT_LINE8,/dueño <canal> [player]: mostrar o cambiar el dueño del canal,3
10140,CHAT_HELP_TEXT_LINE9,"/mod, /moderador, 
omod, 
omoderador <canal> <jugador>: cambiar un jugador al estado de moderador",3
10141,GUILD_HELP_TEXT_LINE1,"De momento, para crear una hermandad, escribe en la consola: crearhermandad <nombre hermandad>.",1
10142,GUILD_HELP_TEXT_LINE4,El comando /o <mensaje> envía un mensaje de chat a todos los oficiales de tu hermandad,1
10143,GUILD_HELP_TEXT_LINE5,El comando /hinvitar <jugador> invita a otro jugador a unirse a tu hermandad,1
10144,GUILD_HELP_TEXT_LINE9,El comando /mdh <mensaje> establece el mensaje diario de la hermandad,1
10145,SPELL_FAILED_UNKNOWN,Razón desconocida,1
10146,SPELL_FAILED_ERROR,Error interno,1
10147,SPELL_FAILED_BAD_TARGETS,Objetivo no válido,1
10148,SPELL_FAILED_BAD_IMPLICIT_TARGETS,No hay objetivo,1
10149,SPELL_FAILED_NOT_HERE,No puedes usar eso aquí.,1
10150,SPELL_FAILED_SPELL_IN_PROGRESS,Hay otra acción en curso,1
10151,SPELL_FAILED_TOO_CLOSE,El objetivo está demasiado cerca,1
10152,SPELL_FAILED_LINE_OF_SIGHT,No puedes ver al objetivo,1
