ID,Name_lang,Description_lang,Flags,ClassMask,SpellIconFileID,RaceMasks[0],RaceMasks[1]
223,Senda del héroe: Battle for Azeroth,Te teletransporta a la entrada de una mazmorra de Battle for Azeroth en la que has ganado el logro Héroe de piedra angular. El tiempo de reutilización de estos hechizos se reiniciará cuando completes una mazmorra de piedra angular mítica.,0,-1,519384,-1,-1
224,Senda del héroe: Legion,Te teletransporta a la entrada de una mazmorra de Legion en la que has ganado el logro Héroe de piedra angular. El tiempo de reutilización de estos hechizos se reiniciará cuando completes una mazmorra de piedra angular mítica.,0,-1,519384,-1,-1
225,Rastreo de cazadores,Muestra la ubicación de criaturas de ese tipo cercanas en el minimapa.,0,4,132328,-1,-1
226,Rastrear recolección de componentes de profesión,Muestra la ubicación de componentes de recolección cercanos en el minimapa.,0,-1,134441,-1,-1
227,Senda del héroe: Dragonflight,Te teletransporta a la entrada de una mazmorra de Dragonflight en la que has ganado el logro Héroe de piedra angular. El tiempo de reutilización de estos hechizos se reiniciará cuando completes una mazmorra de piedra angular mítica.,0,-1,519384,-1,-1
229,Surcacielos,Levanta el vuelo con una montura surcacielos usando estas facultades para volar.,0,-1,4640486,-1,-1
230,Senda del héroe: Cataclysm,Te teletransporta a la entrada de una mazmorra de Cataclysm en la que has ganado el logro Héroe de piedra angular. El tiempo de reutilización de estos hechizos se reiniciará cuando completes una mazmorra de piedra angular mítica.,0,-1,519384,-1,-1
231,Senda del héroe: bandas de Dragonflight,Te teletransporta a la entrada de una banda de Dragonflight. Solo está disponible tras obtener el logro Mítica: El despertar de las bandas de Dragonflight,0,-1,519384,-1,-1
232,Senda del héroe: The War Within,Te teletransporta a la entrada de una mazmorra de The War Within en la que has ganado el logro Héroe de piedra angular. El tiempo de reutilización de estos hechizos se reiniciará cuando completes una mazmorra de piedra angular mítica.,0,-1,519384,-1,-1
235,Bandas guerreras,Aprovecha al máximo tu banda guerrera con estas facultades.,0,16383,6124644,-1,-1
236,Secuencias numéricas,Introduce una secuencia numérica en un dispositivo cercano.,0,-1,3610509,-1,-1
237,Arsenal del cielo de Perennius,Facultades que otorga Perennius para usar contra ciertos enemigos de la Legión. Solo se pueden usar en los asaltos del cielo.,0,-1,1029590,-1,-1
238,Afilar cuchillo,Diversas técnicas para afilar tu cuchillo.,0,-1,4046656,-1,-1
239,Sobrecargar hierbas,Diversas técnicas para sobrecargar hierbas especiales.,0,-1,4554443,-1,-1
240,Sobrecargar minerales,Diversas técnicas para sobrecargar vetas de minerales especiales.,0,-1,4554442,-1,-1
241,Buena mano con las plantas,Diversas técnicas para utilizar tu buena mano con las plantas.,0,-1,348566,-1,-1
242,Senda del héroe: bandas de The War Within,Te teletransporta a la entrada de una banda de The War Within. Disponible tras alcanzar el nivel de renombre máximo con ciertas facciones o realizar otras acciones heroicas.,0,-1,519384,-1,-1
243,Estilo de vuelo surcacielos,Determina cómo vuela tu montura por el cielo.,0,-1,5145511,-1,-1
244,Senda del héroe: Temporada 1 de Midnight,Te teletransporta a la entrada de una mazmorra de temporada en la que has ganado el logro Héroe de piedra angular. El tiempo de reutilización de estos hechizos terminará cuando completes una mazmorra de piedra angular mítica.,0,-1,511651,-1,-1
245,Trinchar carne,Diversas técnicas para trinchar carne durante el desuello.,0,-1,1059120,-1,-1
246,Senda del héroe: Medianoche,Te teletransporta a la entrada de una mazmorra de Midnight en la que has ganado el logro Héroe de piedra angular. El tiempo de reutilización de estos hechizos se reiniciará cuando completes una mazmorra de piedra angular mítica.,0,-1,519384,-1,-1
247,Trampas,"Ralentizan, confunden y hacen perder el tiempo a los buscadores de los escondidos.",0,0,461122,0,0
