Name_lang,Description_lang,ID,UiTextureAtlasElementID,TraitTreeID
Líder de manada,"Los Líderes de manada han formado un vínculo profundo con sus compañeros animales y con la propia naturaleza, lo que permite al cazador y a su manada cazar con una coordinación implacable en el campo de batalla.",43,27068,774
Forestal oscuro,"Abraza el odio y golpea desde las sombras, asaltando a tus enemigos con facultades necróticas potenciadas por las Sombras. Los enemigos que eliminas con tus facultades potencian aún más tus energías oscuras.",44,26679,774
Templario,Los Templarios no se detienen ante nada para impartir justicia entre los malvados. Invocan martillos de Luz y lanzan con ellos combinaciones letales de ataques físicos y sagrados para destruir a sus enemigos.,48,26681,790
Forjador de luz,"Los Forjadores de luz han desarrollado tal maestría en el control de la Luz que son capaces de manejarla de forma sólida. Se sirven de ensamblajes para potenciar sus armas y defensas, así como para proteger a sus aliados.",49,26680,790
Heraldo del Sol,"Los Heraldos del Sol desarrollan un profundo vínculo con el sol y la energía solar, que utilizan para quemar a los enemigos y cauterizar las heridas de los aliados. Cuando están totalmente conectados con la Luz, pueden manifestar potentes rayos solares.",50,26702,790
Timador,"Cuando un Timador entra en combate, hacen su aparición trucos sucios y destellos de espadas. Los Timadores distraen a sus oponentes con amagos o florituras de la espada, para luego asestarles un tajo con una hoja que nunca vieron venir.",51,27018,852
Vinculado al destino,"Los Vinculados al destino actúan con entusiasmo como la Mano del Destino, sembrando el caos con planes bien trazados. Guiados por los caprichos de una moneda vinculada al destino lanzada al aire, ofrecen a sus enemigos el final para el que están destinados; el final que se merecen.",52,27433,852
Mortacechador,Los Mortacechadores son heraldos de la muerte que atacan desde las sombras para acabar rápidamente con sus objetivos.,53,27432,852
Totémico,"Los chamanes Totémicos son excelentes a la hora de liberar todo el poder de sus tótems, fortalecerlos y ganar acceso a otros nuevos. Además, han perfeccionado sus habilidades de imbuir para mantener a sus enemigos cerca.",54,26703,786
Invocatormentas,Los Invocatormentas dominan el poder de la tormenta para mejorar su control sobre el relámpago y moldearlo a su voluntad. Invoca una fiera tempestad para desatar el caos entre tus enemigos despertando una tormenta y deja un rastro de devastación a tu paso.,55,26683,786
Clarividente,"Dominas la magia espiritual, lo que mejora tus capacidades de lanzamiento de hechizos y te potencia para que invoques a los espíritus de tus ancestros con el fin de que os ayuden a ti y a tus aliados en combate.",56,27019,786
Cosechador de almas,"Pocos comprenden el poder de las almas, pero muchos conocen el hambre que comparten los demonios por los espíritus de los caídos. Los Cosechadores de almas suscriben un pacto con los demonios del Vacío Abisal por el que los alimentan con las almas de sus enemigos a cambio de poderes increíbles.",57,27530,720
Clamainferno,"Entre las sectas de sátiros por todo Azeroth, la de los Clamainfernos es la más temida, pues sus brujos han aprendido a tejer una aterradora telaraña de magia de las Sombras y fuego vil entrópico a costa de corromper su propia alma.",58,27746,720
Diabolista,La derrota de la Legión dejó sueltos a muchos demonios poderosos. Los Diabolistas lideran a demonios superiores que antes se creían incontrolables y utilizan en el campo de batalla poderes abisales procedentes del Vacío Abisal.,59,26935,720
Asesino,"Un feroz guerrero que pone su mira en un objetivo y lo persigue sin piedad, abrumando a sus enemigos con embates de acero y poderío.",60,26704,850
Señor feudal de la montaña,"Los Señores feudales de la montaña son feroces guerreros que viven para ponerse a prueba contra rivales dignos. Gracias a la fuerza de la tierra y el poder de la tormenta, atacan con golpes atronadores que abruman a sus enemigos.",61,26684,850
Coloso,"Un veterano de incontables batallas que puede esquivar ataques que abatirían al resto, al tiempo que utiliza su pericia para asestar sus golpes más poderosos y destruir a sus enemigos.",62,26765,850
Conducto de los Celestiales,Los Conductos de los Celestiales dedican sus vidas a las enseñanzas de los Augustos Celestiales para encarnar su sabiduría y dominar su poderío. Los Conductos Maestros pueden canalizar brevemente el poder de todos los Celestiales a la vez.,64,27069,1000
Shadopan,Los Shadopan aprenden de sus antepasados y se enfrentan con orgullo a sus enemigos en defensa de sus amigos y su familia. Esperan a que llegue su momento y cargan su poder antes de desatar una ráfaga de golpes para arrollar a sus oponentes.,65,27070,1000
Maestro de la armonía,"Los Maestros de la armonía buscan la perfección física y el refinamiento del cuerpo para convertirse en fuerza pura, lo que les permite acceder al flujo de chi y a los ciclos de poder naturales.",66,27745,1000
Invocatormentas,Los Invocatormentas dominan el poder de la tormenta para mejorar su control sobre el relámpago y moldearlo a su voluntad. Invoca una fiera tempestad para desatar el caos entre tus enemigos despertando una tormenta y deja un rastro de devastación a tu paso.,70,26683,1033
Totémico,"Los chamanes Totémicos dominan el arte de liberar todo el poder de sus tótems, fortalecerlos y ganar acceso a otros nuevos. Además, han perfeccionado sus habilidades de imbuir para mantener a sus enemigos cerca.",71,26703,1033
Clarividente,"Dominas la magia espiritual, lo que mejora tus capacidades de lanzamiento de hechizos y te potencia para que invoques a los espíritus de tus ancestros con el fin de que os ayuden a ti y a tus aliados en combate.",72,27019,1033
Invocatormentas,Los Invocatormentas dominan el poder de la tormenta para mejorar su control sobre el relámpago y moldearlo a su voluntad. Invoca una fiera tempestad para desatar el caos entre tus enemigos despertando una tormenta y deja un rastro de devastación a tu paso.,73,26683,1034
Totémico,"Los chamanes Totémicos dominan el arte de liberar todo el poder de sus tótems, fortalecerlos y ganar acceso a otros nuevos. Además, han perfeccionado sus habilidades de imbuir para mantener a sus enemigos cerca.",74,26703,1034
Clarividente,"Dominas la magia espiritual, lo que mejora tus capacidades de lanzamiento de hechizos y te potencia para que invoques a los espíritus de tus ancestros con el fin de que os ayuden a ti y a tus aliados en combate.",75,27019,1034
PH,¡Daño!,79,24179,1054
PH,¡Escudando!,80,24199,1054
Tanque,"Brann confía en sus aliados, en su avanzada tecnología y en su fiel escopeta para lanzarse de cabeza a la batalla.",81,24199,874
Tanque,"Brann confía en sus aliados, en su avanzada tecnología y en su fiel escopeta para lanzarse de cabeza a la batalla.",82,24199,1060
Sanador,Brann utiliza sus suministros médicos y las reliquias conseguidas para sanar a los jugadores heridos.,83,24186,1060
DPS,Brann destruye a sus enemigos desde lejos con Lo que nunca falla.,84,24179,1060
Sanador,Brann utiliza sus suministros médicos y las reliquias conseguidas para sanar a los jugadores heridos.,98,24186,1151
Tanque,"Brann confía en sus aliados, en su avanzada tecnología y en su fiel escopeta para lanzarse de cabeza a la batalla.",99,24199,1151
DPS,Brann destruye a sus enemigos desde lejos con Lo que nunca falla.,100,24179,1151
Armadura de placas,Pesada pero casi irrompible,104,0,775
Toga,"Ofrece poca protección, pero ayuda a centrar la mente",105,0,775
Malla de anillas,Una armadura recia pero flexible,106,0,775
